commentId,comment,classification,comment_processed,word_phrase_list,technical,kind,kind thorough,thorough,thorough thoughtful,thoughtful,discomfort,discomfort have,have,have mammogram,mammogram,similarity_score
64124,I think he was thorough,0,think thorough,"['think', 'think thorough', 'thorough']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
99932,He is so patient and kind.,0,patient kind,"['patient', 'patient kind', 'kind']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
159887,Get other opinions before having cheek implants.,1,opinion have cheek plant,"['opinion', 'opinion have', 'opinion have cheek', 'opinion have cheek plant', 'have', 'have cheek', 'have cheek plant', 'cheek', 'cheek plant', 'plant']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
146634,It's honestly like having your own personal case manager dedicated only to you.,0,honestly like have personal case manager dedicate,"['honestly', 'honestly like', 'honestly like have', 'honestly like have personal', 'honestly like have personal case', 'honestly like have personal case manager', 'honestly like have personal case manager dedicate', 'like', 'like have', 'like have personal', 'like have personal case', 'like have personal case manager', 'like have personal case manager dedicate', 'have', 'have personal', 'have personal case', 'have personal case manager', 'have personal case manager dedicate', 'personal', 'personal case', 'personal case manager', 'personal case manager dedicate', 'case', 'case manager', 'case manager dedicate', 'manager', 'manager dedicate', 'dedicate']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
155524,Having Typhani help me put it on at my post op was the worst time ever.,1,have typhani help post op bad time,"['have', 'have typhani', 'have typhani help', 'have typhani help post', 'have typhani help post op', 'have typhani help post op bad', 'have typhani help post op bad time', 'typhani', 'typhani help', 'typhani help post', 'typhani help post op', 'typhani help post op bad', 'typhani help post op bad time', 'help', 'help post', 'help post op', 'help post op bad', 'help post op bad time', 'post', 'post op', 'post op bad', 'post op bad time', 'op', 'op bad', 'op bad time', 'bad', 'bad time', 'time']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
113479,"Dr Wolfson is very thorough, honest and extremely skilled and made me feel at ease from day one during my consultation.",0,thorough honest extremely skilled feel ease consultation,"['thorough', 'thorough honest', 'thorough honest extremely', 'thorough honest extremely skilled', 'thorough honest extremely skilled feel', 'thorough honest extremely skilled feel ease', 'thorough honest extremely skilled feel ease consultation', 'honest', 'honest extremely', 'honest extremely skilled', 'honest extremely skilled feel', 'honest extremely skilled feel ease', 'honest extremely skilled feel ease consultation', 'extremely', 'extremely skilled', 'extremely skilled feel', 'extremely skilled feel ease', 'extremely skilled feel ease consultation', 'skilled', 'skilled feel', 'skilled feel ease', 'skilled feel ease consultation', 'feel', 'feel ease', 'feel ease consultation', 'ease', 'ease consultation', 'consultation']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
169992,"but even if having the revision is the right option for you, it's totally worth it,",0,have revision right option wholly worth,"['have', 'have revision', 'have revision right', 'have revision right option', 'have revision right option wholly', 'have revision right option wholly worth', 'revision', 'revision right', 'revision right option', 'revision right option wholly', 'revision right option wholly worth', 'right', 'right option', 'right option wholly', 'right option wholly worth', 'option', 'option wholly', 'option wholly worth', 'wholly', 'wholly worth', 'worth']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
144105,Dr. Daniel Williams is such a thorough and awesome practitioner who does not only give medical attention to patients like me,0,thorough amazing practitioner not medical attention patient like,"['thorough', 'thorough amazing', 'thorough amazing practitioner', 'thorough amazing practitioner not', 'thorough amazing practitioner not medical', 'thorough amazing practitioner not medical attention', 'thorough amazing practitioner not medical attention patient', 'thorough amazing practitioner not medical attention patient like', 'amazing', 'amazing practitioner', 'amazing practitioner not', 'amazing practitioner not medical', 'amazing practitioner not medical attention', 'amazing practitioner not medical attention patient', 'amazing practitioner not medical attention patient like', 'practitioner', 'practitioner not', 'practitioner not medical', 'practitioner not medical attention', 'practitioner not medical attention patient', 'practitioner not medical attention patient like', 'not', 'not medical', 'not medical attention', 'not medical attention patient', 'not medical attention patient like', 'medical', 'medical attention', 'medical attention patient', 'medical attention patient like', 'attention', 'attention patient', 'attention patient like', 'patient', 'patient like', 'like']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
66644,Kind.,0,kind,['kind'],0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
88849,She is very thorough and was able to figure out what was happening with me,0,thorough able figure happen,"['thorough', 'thorough able', 'thorough able figure', 'thorough able figure happen', 'able', 'able figure', 'able figure happen', 'figure', 'figure happen', 'happen']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
139141,Very talented Professional honest kind painlesse.,0,talented professional honest kind painless,"['talented', 'talented professional', 'talented professional honest', 'talented professional honest kind', 'talented professional honest kind painless', 'professional', 'professional honest', 'professional honest kind', 'professional honest kind painless', 'honest', 'honest kind', 'honest kind painless', 'kind', 'kind painless', 'painless']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
63432,Everyone in the office is always kind and courteous,0,office kind courteous,"['office', 'office kind', 'office kind courteous', 'kind', 'kind courteous', 'courteous']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
143667,Dr. Reiss has saved my vision through thorough care and expert surgical skills,0,save vision thorough care expert surgical skill,"['save', 'save vision', 'save vision thorough', 'save vision thorough care', 'save vision thorough care expert', 'save vision thorough care expert surgical', 'save vision thorough care expert surgical skill', 'vision', 'vision thorough', 'vision thorough care', 'vision thorough care expert', 'vision thorough care expert surgical', 'vision thorough care expert surgical skill', 'thorough', 'thorough care', 'thorough care expert', 'thorough care expert surgical', 'thorough care expert surgical skill', 'care', 'care expert', 'care expert surgical', 'care expert surgical skill', 'expert', 'expert surgical', 'expert surgical skill', 'surgical', 'surgical skill', 'skill']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
169811,"Charity is the Best Everyone working in this location is Professional ,Kind I Recommend North Texas Plastic Surgery Southlake They are the Best",0,charity good work location professional kind recommend plastic surgery southlake good,"['charity', 'charity good', 'charity good work', 'charity good work location', 'charity good work location professional', 'charity good work location professional kind', 'charity good work location professional kind recommend', 'charity good work location professional kind recommend plastic', 'charity good work location professional kind recommend plastic surgery', 'charity good work location professional kind recommend plastic surgery southlake', 'charity good work location professional kind recommend plastic surgery southlake good', 'good', 'good work', 'good work location', 'good work location professional', 'good work location professional kind', 'good work location professional kind recommend', 'good work location professional kind recommend plastic', 'good work location professional kind recommend plastic surgery', 'good work location professional kind recommend plastic surgery southlake', 'good work location professional kind recommend plastic surgery southlake good', 'work', 'work location', 'work location professional', 'work location professional kind', 'work location professional kind recommend', 'work location professional kind recommend plastic', 'work location professional kind recommend plastic surgery', 'work location professional kind recommend plastic surgery southlake', 'work location professional kind recommend plastic surgery southlake good', 'location', 'location professional', 'location professional kind', 'location professional kind recommend', 'location professional kind recommend plastic', 'location professional kind recommend plastic surgery', 'location professional kind recommend plastic surgery southlake', 'location professional kind recommend plastic surgery southlake good', 'professional', 'professional kind', 'professional kind recommend', 'professional kind recommend plastic', 'professional kind recommend plastic surgery', 'professional kind recommend plastic surgery southlake', 'professional kind recommend plastic surgery southlake good', 'kind', 'kind recommend', 'kind recommend plastic', 'kind recommend plastic surgery', 'kind recommend plastic surgery southlake', 'kind recommend plastic surgery southlake good', 'recommend', 'recommend plastic', 'recommend plastic surgery', 'recommend plastic surgery southlake', 'recommend plastic surgery southlake good', 'plastic', 'plastic surgery', 'plastic surgery southlake', 'plastic surgery southlake good', 'surgery', 'surgery southlake', 'surgery southlake good', 'southlake', 'southlake good', 'good']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
136052,Everyone I have dealt with here and at the hospital was kind and let me know as we went through exams,0,deal hospital kind let know go examination,"['deal', 'deal hospital', 'deal hospital kind', 'deal hospital kind let', 'deal hospital kind let know', 'deal hospital kind let know go', 'deal hospital kind let know go examination', 'hospital', 'hospital kind', 'hospital kind let', 'hospital kind let know', 'hospital kind let know go', 'hospital kind let know go examination', 'kind', 'kind let', 'kind let know', 'kind let know go', 'kind let know go examination', 'let', 'let know', 'let know go', 'let know go examination', 'know', 'know go', 'know go examination', 'go', 'go examination', 'examination']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
61349,"The doctor is very thorough, has a lot of attention to detail.",0,doctor thorough lot attention detail,"['doctor', 'doctor thorough', 'doctor thorough lot', 'doctor thorough lot attention', 'doctor thorough lot attention detail', 'thorough', 'thorough lot', 'thorough lot attention', 'thorough lot attention detail', 'lot', 'lot attention', 'lot attention detail', 'attention', 'attention detail', 'detail']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
65009,I'm delighted by him because he's very thorough.,0,delight thorough,"['delight', 'delight thorough', 'thorough']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
173132,"Having these surgeries has been a very traumatic experience, I was told I would be taken care of and that he is",1,have forgery traumatic experience tell take care,"['have', 'have forgery', 'have forgery traumatic', 'have forgery traumatic experience', 'have forgery traumatic experience tell', 'have forgery traumatic experience tell take', 'have forgery traumatic experience tell take care', 'forgery', 'forgery traumatic', 'forgery traumatic experience', 'forgery traumatic experience tell', 'forgery traumatic experience tell take', 'forgery traumatic experience tell take care', 'traumatic', 'traumatic experience', 'traumatic experience tell', 'traumatic experience tell take', 'traumatic experience tell take care', 'experience', 'experience tell', 'experience tell take', 'experience tell take care', 'tell', 'tell take', 'tell take care', 'take', 'take care', 'care']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
74524,"The esthetician takes some kind of photograph of your skin, and its makes your skin look uglier than you could imagine.",1,take kind photograph skin make skin look ugly imagine,"['take', 'take kind', 'take kind photograph', 'take kind photograph skin', 'take kind photograph skin make', 'take kind photograph skin make skin', 'take kind photograph skin make skin look', 'take kind photograph skin make skin look ugly', 'take kind photograph skin make skin look ugly imagine', 'kind', 'kind photograph', 'kind photograph skin', 'kind photograph skin make', 'kind photograph skin make skin', 'kind photograph skin make skin look', 'kind photograph skin make skin look ugly', 'kind photograph skin make skin look ugly imagine', 'photograph', 'photograph skin', 'photograph skin make', 'photograph skin make skin', 'photograph skin make skin look', 'photograph skin make skin look ugly', 'photograph skin make skin look ugly imagine', 'skin', 'skin make', 'skin make skin', 'skin make skin look', 'skin make skin look ugly', 'skin make skin look ugly imagine', 'make', 'make skin', 'make skin look', 'make skin look ugly', 'make skin look ugly imagine', 'skin', 'skin look', 'skin look ugly', 'skin look ugly imagine', 'look', 'look ugly', 'look ugly imagine', 'ugly', 'ugly imagine', 'imagine']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
160495,and get healthy while having all the equipment on hand to quickly and easily figure it out,0,healthy have equipment hand quickly easily figure,"['healthy', 'healthy have', 'healthy have equipment', 'healthy have equipment hand', 'healthy have equipment hand quickly', 'healthy have equipment hand quickly easily', 'healthy have equipment hand quickly easily figure', 'have', 'have equipment', 'have equipment hand', 'have equipment hand quickly', 'have equipment hand quickly easily', 'have equipment hand quickly easily figure', 'equipment', 'equipment hand', 'equipment hand quickly', 'equipment hand quickly easily', 'equipment hand quickly easily figure', 'hand', 'hand quickly', 'hand quickly easily', 'hand quickly easily figure', 'quickly', 'quickly easily', 'quickly easily figure', 'easily', 'easily figure', 'figure']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
61263,"He's thoughtful, informed, respectful, and very smart.",0,thoughtful inform respectful smart,"['thoughtful', 'thoughtful inform', 'thoughtful inform respectful', 'thoughtful inform respectful smart', 'inform', 'inform respectful', 'inform respectful smart', 'respectful', 'respectful smart', 'smart']",0,0,0,0,0,1,0,0,0,0,0,0.03571428571428571
123158,Dr. Ellis was thorough and showed me the areas of concern.,0,thorough show area concern,"['thorough', 'thorough show', 'thorough show area', 'thorough show area concern', 'show', 'show area', 'show area concern', 'area', 'area concern', 'concern']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
133379,"Our faces and bodies are our own, and I know having Botox gave me the confidence I needed",0,face body know have give confidence need,"['face', 'face body', 'face body know', 'face body know have', 'face body know have give', 'face body know have give confidence', 'face body know have give confidence need', 'body', 'body know', 'body know have', 'body know have give', 'body know have give confidence', 'body know have give confidence need', 'know', 'know have', 'know have give', 'know have give confidence', 'know have give confidence need', 'have', 'have give', 'have give confidence', 'have give confidence need', 'give', 'give confidence', 'give confidence need', 'confidence', 'confidence need', 'need']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
61087,She always listened and she's very kind and when I email her she always emails me back with the answer to my question,0,listen kind e-mail e-mail answer question,"['listen', 'listen kind', 'listen kind e-mail', 'listen kind e-mail e-mail', 'listen kind e-mail e-mail answer', 'listen kind e-mail e-mail answer question', 'kind', 'kind e-mail', 'kind e-mail e-mail', 'kind e-mail e-mail answer', 'kind e-mail e-mail answer question', 'e-mail', 'e-mail e-mail', 'e-mail e-mail answer', 'e-mail e-mail answer question', 'e-mail', 'e-mail answer', 'e-mail answer question', 'answer', 'answer question', 'question']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
138855,Dr. Robison is very kind and talked me through everyone thing that i was having done.,0,kind talk thing have,"['kind', 'kind talk', 'kind talk thing', 'kind talk thing have', 'talk', 'talk thing', 'talk thing have', 'thing', 'thing have', 'have']",0,1,0,0,0,0,0,0,1,0,0,0.07142857142857142
159911,"caring and details about your needs, with extraordinary results .His staff is kind friendly",0,dare detail need extraordinary result staff kind friendly,"['dare', 'dare detail', 'dare detail need', 'dare detail need extraordinary', 'dare detail need extraordinary result', 'dare detail need extraordinary result staff', 'dare detail need extraordinary result staff kind', 'dare detail need extraordinary result staff kind friendly', 'detail', 'detail need', 'detail need extraordinary', 'detail need extraordinary result', 'detail need extraordinary result staff', 'detail need extraordinary result staff kind', 'detail need extraordinary result staff kind friendly', 'need', 'need extraordinary', 'need extraordinary result', 'need extraordinary result staff', 'need extraordinary result staff kind', 'need extraordinary result staff kind friendly', 'extraordinary', 'extraordinary result', 'extraordinary result staff', 'extraordinary result staff kind', 'extraordinary result staff kind friendly', 'result', 'result staff', 'result staff kind', 'result staff kind friendly', 'staff', 'staff kind', 'staff kind friendly', 'kind', 'kind friendly', 'friendly']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
65118,"He is very thorough, listened to everything that I said.",0,thorough listen say,"['thorough', 'thorough listen', 'thorough listen say', 'listen', 'listen say', 'say']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
144949,and did not even think its a big deal it seamed that he was having a couple of drinks before my surgery,1,not think big deal seamed have couple drink surgery,"['not', 'not think', 'not think big', 'not think big deal', 'not think big deal seamed', 'not think big deal seamed have', 'not think big deal seamed have couple', 'not think big deal seamed have couple drink', 'not think big deal seamed have couple drink surgery', 'think', 'think big', 'think big deal', 'think big deal seamed', 'think big deal seamed have', 'think big deal seamed have couple', 'think big deal seamed have couple drink', 'think big deal seamed have couple drink surgery', 'big', 'big deal', 'big deal seamed', 'big deal seamed have', 'big deal seamed have couple', 'big deal seamed have couple drink', 'big deal seamed have couple drink surgery', 'deal', 'deal seamed', 'deal seamed have', 'deal seamed have couple', 'deal seamed have couple drink', 'deal seamed have couple drink surgery', 'seamed', 'seamed have', 'seamed have couple', 'seamed have couple drink', 'seamed have couple drink surgery', 'have', 'have couple', 'have couple drink', 'have couple drink surgery', 'couple', 'couple drink', 'couple drink surgery', 'drink', 'drink surgery', 'surgery']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
97521,"Thorough and kind, prioritizes issues",0,thorough kind prioritize issue,"['thorough', 'thorough kind', 'thorough kind prioritize', 'thorough kind prioritize issue', 'kind', 'kind prioritize', 'kind prioritize issue', 'prioritize', 'prioritize issue', 'issue']",0,1,0,1,0,0,0,0,0,0,0,0.07142857142857142
88339,we felt the Reproductive Care Center was more concerned about getting our money than being thorough and looking,1,feel generative care center concerned get money thorough look,"['feel', 'feel generative', 'feel generative care', 'feel generative care center', 'feel generative care center concerned', 'feel generative care center concerned get', 'feel generative care center concerned get money', 'feel generative care center concerned get money thorough', 'feel generative care center concerned get money thorough look', 'generative', 'generative care', 'generative care center', 'generative care center concerned', 'generative care center concerned get', 'generative care center concerned get money', 'generative care center concerned get money thorough', 'generative care center concerned get money thorough look', 'care', 'care center', 'care center concerned', 'care center concerned get', 'care center concerned get money', 'care center concerned get money thorough', 'care center concerned get money thorough look', 'center', 'center concerned', 'center concerned get', 'center concerned get money', 'center concerned get money thorough', 'center concerned get money thorough look', 'concerned', 'concerned get', 'concerned get money', 'concerned get money thorough', 'concerned get money thorough look', 'get', 'get money', 'get money thorough', 'get money thorough look', 'money', 'money thorough', 'money thorough look', 'thorough', 'thorough look', 'look']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
154545,"Not only did I lose my self confidence, I was having difficulty with everyday activities I used to enjoy such as working out",1,not lose self confidence have difficulty everyday activity enjoy work,"['not', 'not lose', 'not lose self', 'not lose self confidence', 'not lose self confidence have', 'not lose self confidence have difficulty', 'not lose self confidence have difficulty everyday', 'not lose self confidence have difficulty everyday activity', 'not lose self confidence have difficulty everyday activity enjoy', 'not lose self confidence have difficulty everyday activity enjoy work', 'lose', 'lose self', 'lose self confidence', 'lose self confidence have', 'lose self confidence have difficulty', 'lose self confidence have difficulty everyday', 'lose self confidence have difficulty everyday activity', 'lose self confidence have difficulty everyday activity enjoy', 'lose self confidence have difficulty everyday activity enjoy work', 'self', 'self confidence', 'self confidence have', 'self confidence have difficulty', 'self confidence have difficulty everyday', 'self confidence have difficulty everyday activity', 'self confidence have difficulty everyday activity enjoy', 'self confidence have difficulty everyday activity enjoy work', 'confidence', 'confidence have', 'confidence have difficulty', 'confidence have difficulty everyday', 'confidence have difficulty everyday activity', 'confidence have difficulty everyday activity enjoy', 'confidence have difficulty everyday activity enjoy work', 'have', 'have difficulty', 'have difficulty everyday', 'have difficulty everyday activity', 'have difficulty everyday activity enjoy', 'have difficulty everyday activity enjoy work', 'difficulty', 'difficulty everyday', 'difficulty everyday activity', 'difficulty everyday activity enjoy', 'difficulty everyday activity enjoy work', 'everyday', 'everyday activity', 'everyday activity enjoy', 'everyday activity enjoy work', 'activity', 'activity enjoy', 'activity enjoy work', 'enjoy', 'enjoy work', 'work']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
120413,She was very kind and expand the procedure,0,kind expand procedure,"['kind', 'kind expand', 'kind expand procedure', 'expand', 'expand procedure', 'procedure']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
99125,I also had blood and urine samples ordered but they never got sent to lab technician.,1,blood urine sample order get send lab technical,"['blood', 'blood urine', 'blood urine sample', 'blood urine sample order', 'blood urine sample order get', 'blood urine sample order get send', 'blood urine sample order get send lab', 'blood urine sample order get send lab technical', 'urine', 'urine sample', 'urine sample order', 'urine sample order get', 'urine sample order get send', 'urine sample order get send lab', 'urine sample order get send lab technical', 'sample', 'sample order', 'sample order get', 'sample order get send', 'sample order get send lab', 'sample order get send lab technical', 'order', 'order get', 'order get send', 'order get send lab', 'order get send lab technical', 'get', 'get send', 'get send lab', 'get send lab technical', 'send', 'send lab', 'send lab technical', 'lab', 'lab technical', 'technical']",1,0,0,0,0,0,0,0,0,0,0,0.03571428571428571
147922,It made me kind of disappointed and weary to recommend him to friends,1,kind disappoint weary recommend friend,"['kind', 'kind disappoint', 'kind disappoint weary', 'kind disappoint weary recommend', 'kind disappoint weary recommend friend', 'disappoint', 'disappoint weary', 'disappoint weary recommend', 'disappoint weary recommend friend', 'weary', 'weary recommend', 'weary recommend friend', 'recommend', 'recommend friend', 'friend']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
137245,They provide professional services with a pleasant and kind atmosphere.,0,provide professional service pleasant kind atmosphere,"['provide', 'provide professional', 'provide professional service', 'provide professional service pleasant', 'provide professional service pleasant kind', 'provide professional service pleasant kind atmosphere', 'professional', 'professional service', 'professional service pleasant', 'professional service pleasant kind', 'professional service pleasant kind atmosphere', 'service', 'service pleasant', 'service pleasant kind', 'service pleasant kind atmosphere', 'pleasant', 'pleasant kind', 'pleasant kind atmosphere', 'kind', 'kind atmosphere', 'atmosphere']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
111123,"EVERYTHING is a bother, Returning calls, insurance questions, having records sent to a referral doctor.",1,bother return call insurance question have record send referral doctor,"['bother', 'bother return', 'bother return call', 'bother return call insurance', 'bother return call insurance question', 'bother return call insurance question have', 'bother return call insurance question have record', 'bother return call insurance question have record send', 'bother return call insurance question have record send referral', 'bother return call insurance question have record send referral doctor', 'return', 'return call', 'return call insurance', 'return call insurance question', 'return call insurance question have', 'return call insurance question have record', 'return call insurance question have record send', 'return call insurance question have record send referral', 'return call insurance question have record send referral doctor', 'call', 'call insurance', 'call insurance question', 'call insurance question have', 'call insurance question have record', 'call insurance question have record send', 'call insurance question have record send referral', 'call insurance question have record send referral doctor', 'insurance', 'insurance question', 'insurance question have', 'insurance question have record', 'insurance question have record send', 'insurance question have record send referral', 'insurance question have record send referral doctor', 'question', 'question have', 'question have record', 'question have record send', 'question have record send referral', 'question have record send referral doctor', 'have', 'have record', 'have record send', 'have record send referral', 'have record send referral doctor', 'record', 'record send', 'record send referral', 'record send referral doctor', 'send', 'send referral', 'send referral doctor', 'referral', 'referral doctor', 'doctor']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
188839,"So having gone through life with a nose leaning sideways for a year, and having paid",1,have go life nose lean sideways have pay,"['have', 'have go', 'have go life', 'have go life nose', 'have go life nose lean', 'have go life nose lean sideways', 'have go life nose lean sideways have', 'have go life nose lean sideways have pay', 'go', 'go life', 'go life nose', 'go life nose lean', 'go life nose lean sideways', 'go life nose lean sideways have', 'go life nose lean sideways have pay', 'life', 'life nose', 'life nose lean', 'life nose lean sideways', 'life nose lean sideways have', 'life nose lean sideways have pay', 'nose', 'nose lean', 'nose lean sideways', 'nose lean sideways have', 'nose lean sideways have pay', 'lean', 'lean sideways', 'lean sideways have', 'lean sideways have pay', 'sideways', 'sideways have', 'sideways have pay', 'have', 'have pay', 'pay']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
86434,Can be a wait to see him but incredibly thorough and compassionate and gave me all the time I could ask,0,wait incredibly thorough compassionate give time ask,"['wait', 'wait incredibly', 'wait incredibly thorough', 'wait incredibly thorough compassionate', 'wait incredibly thorough compassionate give', 'wait incredibly thorough compassionate give time', 'wait incredibly thorough compassionate give time ask', 'incredibly', 'incredibly thorough', 'incredibly thorough compassionate', 'incredibly thorough compassionate give', 'incredibly thorough compassionate give time', 'incredibly thorough compassionate give time ask', 'thorough', 'thorough compassionate', 'thorough compassionate give', 'thorough compassionate give time', 'thorough compassionate give time ask', 'compassionate', 'compassionate give', 'compassionate give time', 'compassionate give time ask', 'give', 'give time', 'give time ask', 'time', 'time ask', 'ask']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
90614,Dr. Hirsch made having my first child an easy and enjoyable experience!,0,have child easy enjoyable experience,"['have', 'have child', 'have child easy', 'have child easy enjoyable', 'have child easy enjoyable experience', 'child', 'child easy', 'child easy enjoyable', 'child easy enjoyable experience', 'easy', 'easy enjoyable', 'easy enjoyable experience', 'enjoyable', 'enjoyable experience', 'experience']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
115059,Very effective communicating over email and sending orders or having other doctors receive results.,0,effective communicate e-mail send order have doctor receive result,"['effective', 'effective communicate', 'effective communicate e-mail', 'effective communicate e-mail send', 'effective communicate e-mail send order', 'effective communicate e-mail send order have', 'effective communicate e-mail send order have doctor', 'effective communicate e-mail send order have doctor receive', 'effective communicate e-mail send order have doctor receive result', 'communicate', 'communicate e-mail', 'communicate e-mail send', 'communicate e-mail send order', 'communicate e-mail send order have', 'communicate e-mail send order have doctor', 'communicate e-mail send order have doctor receive', 'communicate e-mail send order have doctor receive result', 'e-mail', 'e-mail send', 'e-mail send order', 'e-mail send order have', 'e-mail send order have doctor', 'e-mail send order have doctor receive', 'e-mail send order have doctor receive result', 'send', 'send order', 'send order have', 'send order have doctor', 'send order have doctor receive', 'send order have doctor receive result', 'order', 'order have', 'order have doctor', 'order have doctor receive', 'order have doctor receive result', 'have', 'have doctor', 'have doctor receive', 'have doctor receive result', 'doctor', 'doctor receive', 'doctor receive result', 'receive', 'receive result', 'result']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
84759,but I cannot recommend having the laser vein treatment there at all.,1,not recommend have laser vein treatment,"['not', 'not recommend', 'not recommend have', 'not recommend have laser', 'not recommend have laser vein', 'not recommend have laser vein treatment', 'recommend', 'recommend have', 'recommend have laser', 'recommend have laser vein', 'recommend have laser vein treatment', 'have', 'have laser', 'have laser vein', 'have laser vein treatment', 'laser', 'laser vein', 'laser vein treatment', 'vein', 'vein treatment', 'treatment']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
158195,Very thorough and does a good job explaining things in layman's terms.,0,thorough good job explain thing layman term,"['thorough', 'thorough good', 'thorough good job', 'thorough good job explain', 'thorough good job explain thing', 'thorough good job explain thing layman', 'thorough good job explain thing layman term', 'good', 'good job', 'good job explain', 'good job explain thing', 'good job explain thing layman', 'good job explain thing layman term', 'job', 'job explain', 'job explain thing', 'job explain thing layman', 'job explain thing layman term', 'explain', 'explain thing', 'explain thing layman', 'explain thing layman term', 'thing', 'thing layman', 'thing layman term', 'layman', 'layman term', 'term']",0,0,0,1,0,0,0,0,0,0,0,0.03571428571428571
86254,"They are smart, thoughtful, incredibly sensitive to the situation and",0,smart thoughtful incredibly sensitive situation,"['smart', 'smart thoughtful', 'smart thoughtful incredibly', 'smart thoughtful incredibly sensitive', 'smart thoughtful incredibly sensitive situation', 'thoughtful', 'thoughtful incredibly', 'thoughtful incredibly sensitive', 'thoughtful incredibly sensitive situation', 'incredibly', 'incredibly sensitive', 'incredibly sensitive situation', 'sensitive', 'sensitive situation', 'situation']",0,0,0,0,0,1,0,0,0,0,0,0.03571428571428571
136050,Dr. Robison was so kind and really interested in my health.,0,kind interest health,"['kind', 'kind interest', 'kind interest health', 'interest', 'interest health', 'health']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
116280,and she was very good about easing me through my concerns about having surgery since I had never been under before.,0,good ease concern have surgery,"['good', 'good ease', 'good ease concern', 'good ease concern have', 'good ease concern have surgery', 'ease', 'ease concern', 'ease concern have', 'ease concern have surgery', 'concern', 'concern have', 'concern have surgery', 'have', 'have surgery', 'surgery']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
150206,and even having to resort to a neck brace for pain relief.,1,have resort neck brace pain relief,"['have', 'have resort', 'have resort neck', 'have resort neck brace', 'have resort neck brace pain', 'have resort neck brace pain relief', 'resort', 'resort neck', 'resort neck brace', 'resort neck brace pain', 'resort neck brace pain relief', 'neck', 'neck brace', 'neck brace pain', 'neck brace pain relief', 'brace', 'brace pain', 'brace pain relief', 'pain', 'pain relief', 'relief']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
85842,"He's honest, patient, kind,",0,honest patient kind,"['honest', 'honest patient', 'honest patient kind', 'patient', 'patient kind', 'kind']",0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571
178938,Having a second 5 star review after so much time is commendable.,0,have star review time commendable,"['have', 'have star', 'have star review', 'have star review time', 'have star review time commendable', 'star', 'star review', 'star review time', 'star review time commendable', 'review', 'review time', 'review time commendable', 'time', 'time commendable', 'commendable']",0,0,0,0,0,0,0,0,1,0,0,0.03571428571428571
