commentId,comment,classification,comment_processed,word_phrase_list,easy,easy talk,talk,similarity_score,regression_weight
121389,"They are very professional, and the doctor knew what he was doing and what he was talking about the whole time.",0,professional doctor know talk time,"['professional', 'professional doctor', 'professional doctor know', 'professional doctor know talk', 'professional doctor know talk time', 'doctor', 'doctor know', 'doctor know talk', 'doctor know talk time', 'know', 'know talk', 'know talk time', 'talk', 'talk time', 'time']",0,0,1,0.1111111111111111,0.0
138726,He was even willing to talk to our insurance representatives at times to make sure they covered certain procedures,0,willing talk insurance representative time sure cover certain procedure,"['willing', 'willing talk', 'willing talk insurance', 'willing talk insurance representative', 'willing talk insurance representative time', 'willing talk insurance representative time sure', 'willing talk insurance representative time sure cover', 'willing talk insurance representative time sure cover certain', 'willing talk insurance representative time sure cover certain procedure', 'talk', 'talk insurance', 'talk insurance representative', 'talk insurance representative time', 'talk insurance representative time sure', 'talk insurance representative time sure cover', 'talk insurance representative time sure cover certain', 'talk insurance representative time sure cover certain procedure', 'insurance', 'insurance representative', 'insurance representative time', 'insurance representative time sure', 'insurance representative time sure cover', 'insurance representative time sure cover certain', 'insurance representative time sure cover certain procedure', 'representative', 'representative time', 'representative time sure', 'representative time sure cover', 'representative time sure cover certain', 'representative time sure cover certain procedure', 'time', 'time sure', 'time sure cover', 'time sure cover certain', 'time sure cover certain procedure', 'sure', 'sure cover', 'sure cover certain', 'sure cover certain procedure', 'cover', 'cover certain', 'cover certain procedure', 'certain', 'certain procedure', 'procedure']",0,0,1,0.0416666666666666,0.0
65083,She's always easy to talk to.,0,easy talk,"['easy', 'easy talk', 'talk']",1,1,1,1.0,1.0
115822,Will take all the time in the world to sit and talk with you and address your concerns.,0,time world sit talk address concern,"['time', 'time world', 'time world sit', 'time world sit talk', 'time world sit talk address', 'time world sit talk address concern', 'world', 'world sit', 'world sit talk', 'world sit talk address', 'world sit talk address concern', 'sit', 'sit talk', 'sit talk address', 'sit talk address concern', 'talk', 'talk address', 'talk address concern', 'address', 'address concern', 'concern']",0,0,1,0.0833333333333333,0.0
143830,So easy can?t wait to see results ??,0,easy wait result,"['easy', 'easy wait', 'easy wait result', 'wait', 'wait result', 'result']",1,0,0,0.2222222222222222,0.0
180517,"The administrative aspects of his practice (scheduling, text reminders, billing) are all timely, accurate and easy.",0,administrative aspect practice schelling text reminder fill timely accurate easy,"['administrative', 'administrative aspect', 'administrative aspect practice', 'administrative aspect practice schelling', 'administrative aspect practice schelling text', 'administrative aspect practice schelling text reminder', 'administrative aspect practice schelling text reminder fill', 'administrative aspect practice schelling text reminder fill timely', 'administrative aspect practice schelling text reminder fill timely accurate', 'administrative aspect practice schelling text reminder fill timely accurate easy', 'aspect', 'aspect practice', 'aspect practice schelling', 'aspect practice schelling text', 'aspect practice schelling text reminder', 'aspect practice schelling text reminder fill', 'aspect practice schelling text reminder fill timely', 'aspect practice schelling text reminder fill timely accurate', 'aspect practice schelling text reminder fill timely accurate easy', 'practice', 'practice schelling', 'practice schelling text', 'practice schelling text reminder', 'practice schelling text reminder fill', 'practice schelling text reminder fill timely', 'practice schelling text reminder fill timely accurate', 'practice schelling text reminder fill timely accurate easy', 'schelling', 'schelling text', 'schelling text reminder', 'schelling text reminder fill', 'schelling text reminder fill timely', 'schelling text reminder fill timely accurate', 'schelling text reminder fill timely accurate easy', 'text', 'text reminder', 'text reminder fill', 'text reminder fill timely', 'text reminder fill timely accurate', 'text reminder fill timely accurate easy', 'reminder', 'reminder fill', 'reminder fill timely', 'reminder fill timely accurate', 'reminder fill timely accurate easy', 'fill', 'fill timely', 'fill timely accurate', 'fill timely accurate easy', 'timely', 'timely accurate', 'timely accurate easy', 'accurate', 'accurate easy', 'easy']",1,0,0,0.0344827586206896,0.0
63247,"Well, it's easy to talk to him.",0,easy talk,"['easy', 'easy talk', 'talk']",1,1,1,1.0,1.0
163563,"He developed his own tool for the procedure that makes the entire surgery easier, leaves very little scarring or bruising,",0,develop tool procedure make entire surgery easy leaf little scar bruise,"['develop', 'develop tool', 'develop tool procedure', 'develop tool procedure make', 'develop tool procedure make entire', 'develop tool procedure make entire surgery', 'develop tool procedure make entire surgery easy', 'develop tool procedure make entire surgery easy leaf', 'develop tool procedure make entire surgery easy leaf little', 'develop tool procedure make entire surgery easy leaf little scar', 'develop tool procedure make entire surgery easy leaf little scar bruise', 'tool', 'tool procedure', 'tool procedure make', 'tool procedure make entire', 'tool procedure make entire surgery', 'tool procedure make entire surgery easy', 'tool procedure make entire surgery easy leaf', 'tool procedure make entire surgery easy leaf little', 'tool procedure make entire surgery easy leaf little scar', 'tool procedure make entire surgery easy leaf little scar bruise', 'procedure', 'procedure make', 'procedure make entire', 'procedure make entire surgery', 'procedure make entire surgery easy', 'procedure make entire surgery easy leaf', 'procedure make entire surgery easy leaf little', 'procedure make entire surgery easy leaf little scar', 'procedure make entire surgery easy leaf little scar bruise', 'make', 'make entire', 'make entire surgery', 'make entire surgery easy', 'make entire surgery easy leaf', 'make entire surgery easy leaf little', 'make entire surgery easy leaf little scar', 'make entire surgery easy leaf little scar bruise', 'entire', 'entire surgery', 'entire surgery easy', 'entire surgery easy leaf', 'entire surgery easy leaf little', 'entire surgery easy leaf little scar', 'entire surgery easy leaf little scar bruise', 'surgery', 'surgery easy', 'surgery easy leaf', 'surgery easy leaf little', 'surgery easy leaf little scar', 'surgery easy leaf little scar bruise', 'easy', 'easy leaf', 'easy leaf little', 'easy leaf little scar', 'easy leaf little scar bruise', 'leaf', 'leaf little', 'leaf little scar', 'leaf little scar bruise', 'little', 'little scar', 'little scar bruise', 'scar', 'scar bruise', 'bruise']",1,0,0,0.0289855072463768,0.0
111596,The doctor listens and talks to like a person. (unlike a lot of doctors) Just had a really good experience.,0,doctor listen talk like person unlike lot doctor good experience,"['doctor', 'doctor listen', 'doctor listen talk', 'doctor listen talk like', 'doctor listen talk like person', 'doctor listen talk like person unlike', 'doctor listen talk like person unlike lot', 'doctor listen talk like person unlike lot doctor', 'doctor listen talk like person unlike lot doctor good', 'doctor listen talk like person unlike lot doctor good experience', 'listen', 'listen talk', 'listen talk like', 'listen talk like person', 'listen talk like person unlike', 'listen talk like person unlike lot', 'listen talk like person unlike lot doctor', 'listen talk like person unlike lot doctor good', 'listen talk like person unlike lot doctor good experience', 'talk', 'talk like', 'talk like person', 'talk like person unlike', 'talk like person unlike lot', 'talk like person unlike lot doctor', 'talk like person unlike lot doctor good', 'talk like person unlike lot doctor good experience', 'like', 'like person', 'like person unlike', 'like person unlike lot', 'like person unlike lot doctor', 'like person unlike lot doctor good', 'like person unlike lot doctor good experience', 'person', 'person unlike', 'person unlike lot', 'person unlike lot doctor', 'person unlike lot doctor good', 'person unlike lot doctor good experience', 'unlike', 'unlike lot', 'unlike lot doctor', 'unlike lot doctor good', 'unlike lot doctor good experience', 'lot', 'lot doctor', 'lot doctor good', 'lot doctor good experience', 'doctor', 'doctor good', 'doctor good experience', 'good', 'good experience', 'experience']",0,0,1,0.0344827586206896,0.0
88167,and refused to talk about it.,1,refuse talk,"['refuse', 'refuse talk', 'talk']",0,0,1,0.3333333333333333,0.0
142677,HFI has been so easy to work with.,0,hello easy work,"['hello', 'hello easy', 'hello easy work', 'easy', 'easy work', 'work']",1,0,0,0.2222222222222222,0.0
120337,He sat down talked us through everything.,0,sit talk,"['sit', 'sit talk', 'talk']",0,0,1,0.3333333333333333,0.0
121446,"The second procedure was so easy for me, I needed NONE of the pain meds I was prescribed. ?Your health",0,procedure easy need none pain bed prescribed health,"['procedure', 'procedure easy', 'procedure easy need', 'procedure easy need none', 'procedure easy need none pain', 'procedure easy need none pain bed', 'procedure easy need none pain bed prescribed', 'procedure easy need none pain bed prescribed health', 'easy', 'easy need', 'easy need none', 'easy need none pain', 'easy need none pain bed', 'easy need none pain bed prescribed', 'easy need none pain bed prescribed health', 'need', 'need none', 'need none pain', 'need none pain bed', 'need none pain bed prescribed', 'need none pain bed prescribed health', 'none', 'none pain', 'none pain bed', 'none pain bed prescribed', 'none pain bed prescribed health', 'pain', 'pain bed', 'pain bed prescribed', 'pain bed prescribed health', 'bed', 'bed prescribed', 'bed prescribed health', 'prescribed', 'prescribed health', 'health']",1,0,0,0.0512820512820512,0.0
138786,Thank you for talking the time and caring!,0,thank talk time dare,"['thank', 'thank talk', 'thank talk time', 'thank talk time dare', 'talk', 'talk time', 'talk time dare', 'time', 'time dare', 'dare']",0,0,1,0.1538461538461538,0.0
168556,"She was unprofessional, placed me on an extended hold, and was talking to others while taking my info.",1,professional place extend hold talk take,"['professional', 'professional place', 'professional place extend', 'professional place extend hold', 'professional place extend hold talk', 'professional place extend hold talk take', 'place', 'place extend', 'place extend hold', 'place extend hold talk', 'place extend hold talk take', 'extend', 'extend hold', 'extend hold talk', 'extend hold talk take', 'hold', 'hold talk', 'hold talk take', 'talk', 'talk take', 'take']",0,0,1,0.0833333333333333,0.0
149129,"After having my surgery it wasn't an easy recovery,",1,have surgery easy recovery,"['have', 'have surgery', 'have surgery easy', 'have surgery easy recovery', 'surgery', 'surgery easy', 'surgery easy recovery', 'easy', 'easy recovery', 'recovery']",1,0,0,0.1538461538461538,0.0
173432,Stay away VINCENT IS SO RICH AND BUSY MAKING MONEY - HE WONT EVEN TALK TO AGRIEVED CLIENTS !!!!!,1,stay away vincent rich busy make money wo talk grieve client,"['stay', 'stay away', 'stay away vincent', 'stay away vincent rich', 'stay away vincent rich busy', 'stay away vincent rich busy make', 'stay away vincent rich busy make money', 'stay away vincent rich busy make money wo', 'stay away vincent rich busy make money wo talk', 'stay away vincent rich busy make money wo talk grieve', 'stay away vincent rich busy make money wo talk grieve client', 'away', 'away vincent', 'away vincent rich', 'away vincent rich busy', 'away vincent rich busy make', 'away vincent rich busy make money', 'away vincent rich busy make money wo', 'away vincent rich busy make money wo talk', 'away vincent rich busy make money wo talk grieve', 'away vincent rich busy make money wo talk grieve client', 'vincent', 'vincent rich', 'vincent rich busy', 'vincent rich busy make', 'vincent rich busy make money', 'vincent rich busy make money wo', 'vincent rich busy make money wo talk', 'vincent rich busy make money wo talk grieve', 'vincent rich busy make money wo talk grieve client', 'rich', 'rich busy', 'rich busy make', 'rich busy make money', 'rich busy make money wo', 'rich busy make money wo talk', 'rich busy make money wo talk grieve', 'rich busy make money wo talk grieve client', 'busy', 'busy make', 'busy make money', 'busy make money wo', 'busy make money wo talk', 'busy make money wo talk grieve', 'busy make money wo talk grieve client', 'make', 'make money', 'make money wo', 'make money wo talk', 'make money wo talk grieve', 'make money wo talk grieve client', 'money', 'money wo', 'money wo talk', 'money wo talk grieve', 'money wo talk grieve client', 'wo', 'wo talk', 'wo talk grieve', 'wo talk grieve client', 'talk', 'talk grieve', 'talk grieve client', 'grieve', 'grieve client', 'client']",0,0,1,0.0289855072463768,0.0
190540,A year later I booked my surgery with her and it was the easiest process.,0,book surgery easy process,"['book', 'book surgery', 'book surgery easy', 'book surgery easy process', 'surgery', 'surgery easy', 'surgery easy process', 'easy', 'easy process', 'process']",1,0,0,0.1538461538461538,0.0
103344,"I will never go to any other OB/GYN, Dr. Gasca -Holtz is very easy to talk to,",0,obey dr fascia holt easy talk,"['obey', 'obey dr', 'obey dr fascia', 'obey dr fascia holt', 'obey dr fascia holt easy', 'obey dr fascia holt easy talk', 'dr', 'dr fascia', 'dr fascia holt', 'dr fascia holt easy', 'dr fascia holt easy talk', 'fascia', 'fascia holt', 'fascia holt easy', 'fascia holt easy talk', 'holt', 'holt easy', 'holt easy talk', 'easy', 'easy talk', 'talk']",1,1,1,0.25,0.0
66098,He seemed to know what he was talking about,0,know talk,"['know', 'know talk', 'talk']",0,0,1,0.3333333333333333,0.0
124374,"Jane the office manager is nasty, talks to you like you are stupid.",1,jane office manager nasty talk like stupid,"['jane', 'jane office', 'jane office manager', 'jane office manager nasty', 'jane office manager nasty talk', 'jane office manager nasty talk like', 'jane office manager nasty talk like stupid', 'office', 'office manager', 'office manager nasty', 'office manager nasty talk', 'office manager nasty talk like', 'office manager nasty talk like stupid', 'manager', 'manager nasty', 'manager nasty talk', 'manager nasty talk like', 'manager nasty talk like stupid', 'nasty', 'nasty talk', 'nasty talk like', 'nasty talk like stupid', 'talk', 'talk like', 'talk like stupid', 'like', 'like stupid', 'stupid']",0,0,1,0.064516129032258,0.0
59365,He was pleasant to talk to,0,pleasant talk,"['pleasant', 'pleasant talk', 'talk']",0,0,1,0.3333333333333333,0.0
102444,"Very personal, easy to communicate with and very responsive.",0,personal easy communicate responsive,"['personal', 'personal easy', 'personal easy communicate', 'personal easy communicate responsive', 'easy', 'easy communicate', 'easy communicate responsive', 'communicate', 'communicate responsive', 'responsive']",1,0,0,0.1538461538461538,0.0
102256,"But the worst is the upselling - from the second you walk in you're bombarded with sales talk, bleach this, straighten that etc.",1,bad sell walk bombard sale talk breach straighten etc,"['bad', 'bad sell', 'bad sell walk', 'bad sell walk bombard', 'bad sell walk bombard sale', 'bad sell walk bombard sale talk', 'bad sell walk bombard sale talk breach', 'bad sell walk bombard sale talk breach straighten', 'bad sell walk bombard sale talk breach straighten etc', 'sell', 'sell walk', 'sell walk bombard', 'sell walk bombard sale', 'sell walk bombard sale talk', 'sell walk bombard sale talk breach', 'sell walk bombard sale talk breach straighten', 'sell walk bombard sale talk breach straighten etc', 'walk', 'walk bombard', 'walk bombard sale', 'walk bombard sale talk', 'walk bombard sale talk breach', 'walk bombard sale talk breach straighten', 'walk bombard sale talk breach straighten etc', 'bombard', 'bombard sale', 'bombard sale talk', 'bombard sale talk breach', 'bombard sale talk breach straighten', 'bombard sale talk breach straighten etc', 'sale', 'sale talk', 'sale talk breach', 'sale talk breach straighten', 'sale talk breach straighten etc', 'talk', 'talk breach', 'talk breach straighten', 'talk breach straighten etc', 'breach', 'breach straighten', 'breach straighten etc', 'straighten', 'straighten etc', 'etc']",0,0,1,0.0416666666666666,0.0
162906,"Easy to get through to by phone for appointments, prescription renewals etc.",0,easy phone appointment prescription renewal etc,"['easy', 'easy phone', 'easy phone appointment', 'easy phone appointment prescription', 'easy phone appointment prescription renewal', 'easy phone appointment prescription renewal etc', 'phone', 'phone appointment', 'phone appointment prescription', 'phone appointment prescription renewal', 'phone appointment prescription renewal etc', 'appointment', 'appointment prescription', 'appointment prescription renewal', 'appointment prescription renewal etc', 'prescription', 'prescription renewal', 'prescription renewal etc', 'renewal', 'renewal etc', 'etc']",1,0,0,0.0833333333333333,0.0
88825,and the creep nurse were not available to talk to me.,1,creep nurse not available talk,"['creep', 'creep nurse', 'creep nurse not', 'creep nurse not available', 'creep nurse not available talk', 'nurse', 'nurse not', 'nurse not available', 'nurse not available talk', 'not', 'not available', 'not available talk', 'available', 'available talk', 'talk']",0,0,1,0.1111111111111111,0.0
173433,and send it to the doctors office this people sitting on it and no one bothered to approve or talked to the insurance.,1,send doctor office people sit no gather approve talk insurance,"['send', 'send doctor', 'send doctor office', 'send doctor office people', 'send doctor office people sit', 'send doctor office people sit no', 'send doctor office people sit no gather', 'send doctor office people sit no gather approve', 'send doctor office people sit no gather approve talk', 'send doctor office people sit no gather approve talk insurance', 'doctor', 'doctor office', 'doctor office people', 'doctor office people sit', 'doctor office people sit no', 'doctor office people sit no gather', 'doctor office people sit no gather approve', 'doctor office people sit no gather approve talk', 'doctor office people sit no gather approve talk insurance', 'office', 'office people', 'office people sit', 'office people sit no', 'office people sit no gather', 'office people sit no gather approve', 'office people sit no gather approve talk', 'office people sit no gather approve talk insurance', 'people', 'people sit', 'people sit no', 'people sit no gather', 'people sit no gather approve', 'people sit no gather approve talk', 'people sit no gather approve talk insurance', 'sit', 'sit no', 'sit no gather', 'sit no gather approve', 'sit no gather approve talk', 'sit no gather approve talk insurance', 'no', 'no gather', 'no gather approve', 'no gather approve talk', 'no gather approve talk insurance', 'gather', 'gather approve', 'gather approve talk', 'gather approve talk insurance', 'approve', 'approve talk', 'approve talk insurance', 'talk', 'talk insurance', 'insurance']",0,0,1,0.0344827586206896,0.0
148201,He was condescending and seemed to be talking down to me because I am a stay at home mom.,1,condescend talk stay home mon,"['condescend', 'condescend talk', 'condescend talk stay', 'condescend talk stay home', 'condescend talk stay home mon', 'talk', 'talk stay', 'talk stay home', 'talk stay home mon', 'stay', 'stay home', 'stay home mon', 'home', 'home mon', 'mon']",0,0,1,0.1111111111111111,0.0
95856,"and actually quite charming, Appointments are easy to schedule, check in check out is quick, wait time is minimal.",0,actually charm appointment easy schedule check check quick wait time minimal,"['actually', 'actually charm', 'actually charm appointment', 'actually charm appointment easy', 'actually charm appointment easy schedule', 'actually charm appointment easy schedule check', 'actually charm appointment easy schedule check check', 'actually charm appointment easy schedule check check quick', 'actually charm appointment easy schedule check check quick wait', 'actually charm appointment easy schedule check check quick wait time', 'actually charm appointment easy schedule check check quick wait time minimal', 'charm', 'charm appointment', 'charm appointment easy', 'charm appointment easy schedule', 'charm appointment easy schedule check', 'charm appointment easy schedule check check', 'charm appointment easy schedule check check quick', 'charm appointment easy schedule check check quick wait', 'charm appointment easy schedule check check quick wait time', 'charm appointment easy schedule check check quick wait time minimal', 'appointment', 'appointment easy', 'appointment easy schedule', 'appointment easy schedule check', 'appointment easy schedule check check', 'appointment easy schedule check check quick', 'appointment easy schedule check check quick wait', 'appointment easy schedule check check quick wait time', 'appointment easy schedule check check quick wait time minimal', 'easy', 'easy schedule', 'easy schedule check', 'easy schedule check check', 'easy schedule check check quick', 'easy schedule check check quick wait', 'easy schedule check check quick wait time', 'easy schedule check check quick wait time minimal', 'schedule', 'schedule check', 'schedule check check', 'schedule check check quick', 'schedule check check quick wait', 'schedule check check quick wait time', 'schedule check check quick wait time minimal', 'check', 'check check', 'check check quick', 'check check quick wait', 'check check quick wait time', 'check check quick wait time minimal', 'check', 'check quick', 'check quick wait', 'check quick wait time', 'check quick wait time minimal', 'quick', 'quick wait', 'quick wait time', 'quick wait time minimal', 'wait', 'wait time', 'wait time minimal', 'time', 'time minimal', 'minimal']",1,0,0,0.0289855072463768,0.0
183941,Gwozdz's simple yet powerful technique involved talking to my brain and reciting recommended statements 5-6 times an hour.,0,gwozdzs simple powerful technique involve talk brain recite recommend statement time,"['gwozdzs', 'gwozdzs simple', 'gwozdzs simple powerful', 'gwozdzs simple powerful technique', 'gwozdzs simple powerful technique involve', 'gwozdzs simple powerful technique involve talk', 'gwozdzs simple powerful technique involve talk brain', 'gwozdzs simple powerful technique involve talk brain recite', 'gwozdzs simple powerful technique involve talk brain recite recommend', 'gwozdzs simple powerful technique involve talk brain recite recommend statement', 'gwozdzs simple powerful technique involve talk brain recite recommend statement time', 'simple', 'simple powerful', 'simple powerful technique', 'simple powerful technique involve', 'simple powerful technique involve talk', 'simple powerful technique involve talk brain', 'simple powerful technique involve talk brain recite', 'simple powerful technique involve talk brain recite recommend', 'simple powerful technique involve talk brain recite recommend statement', 'simple powerful technique involve talk brain recite recommend statement time', 'powerful', 'powerful technique', 'powerful technique involve', 'powerful technique involve talk', 'powerful technique involve talk brain', 'powerful technique involve talk brain recite', 'powerful technique involve talk brain recite recommend', 'powerful technique involve talk brain recite recommend statement', 'powerful technique involve talk brain recite recommend statement time', 'technique', 'technique involve', 'technique involve talk', 'technique involve talk brain', 'technique involve talk brain recite', 'technique involve talk brain recite recommend', 'technique involve talk brain recite recommend statement', 'technique involve talk brain recite recommend statement time', 'involve', 'involve talk', 'involve talk brain', 'involve talk brain recite', 'involve talk brain recite recommend', 'involve talk brain recite recommend statement', 'involve talk brain recite recommend statement time', 'talk', 'talk brain', 'talk brain recite', 'talk brain recite recommend', 'talk brain recite recommend statement', 'talk brain recite recommend statement time', 'brain', 'brain recite', 'brain recite recommend', 'brain recite recommend statement', 'brain recite recommend statement time', 'recite', 'recite recommend', 'recite recommend statement', 'recite recommend statement time', 'recommend', 'recommend statement', 'recommend statement time', 'statement', 'statement time', 'time']",0,0,1,0.0289855072463768,0.0
131183,"He made this one of the most easy and incredible, if not the most incredible experiences, in my life",0,easy incredible not incredible experience life,"['easy', 'easy incredible', 'easy incredible not', 'easy incredible not incredible', 'easy incredible not incredible experience', 'easy incredible not incredible experience life', 'incredible', 'incredible not', 'incredible not incredible', 'incredible not incredible experience', 'incredible not incredible experience life', 'not', 'not incredible', 'not incredible experience', 'not incredible experience life', 'incredible', 'incredible experience', 'incredible experience life', 'experience', 'experience life', 'life']",1,0,0,0.0833333333333333,0.0
189871,He is a bit abrupt and rude to talk to.,1,bit abrupt rude talk,"['bit', 'bit abrupt', 'bit abrupt rude', 'bit abrupt rude talk', 'abrupt', 'abrupt rude', 'abrupt rude talk', 'rude', 'rude talk', 'talk']",0,0,1,0.1538461538461538,0.0
190612,"before we even talk about it because I had gone through a hysterectomy 6 months after the liposuction,",1,talk go hysterectomy liposuction,"['talk', 'talk go', 'talk go hysterectomy', 'talk go hysterectomy liposuction', 'go', 'go hysterectomy', 'go hysterectomy liposuction', 'hysterectomy', 'hysterectomy liposuction', 'liposuction']",0,0,1,0.1538461538461538,0.0
131027,I was very happy to know that I actually talk to the surgeon personally.,0,happy know actually talk surgeon personally,"['happy', 'happy know', 'happy know actually', 'happy know actually talk', 'happy know actually talk surgeon', 'happy know actually talk surgeon personally', 'know', 'know actually', 'know actually talk', 'know actually talk surgeon', 'know actually talk surgeon personally', 'actually', 'actually talk', 'actually talk surgeon', 'actually talk surgeon personally', 'talk', 'talk surgeon', 'talk surgeon personally', 'surgeon', 'surgeon personally', 'personally']",0,0,1,0.0833333333333333,0.0
148224,"My annual exam was, by far, the easiest one I have ever had.",0,examination far easy,"['examination', 'examination far', 'examination far easy', 'far', 'far easy', 'easy']",1,0,0,0.2222222222222222,0.0
62923,He's very kind and talked to me with my problems and he helps me to understand,0,kind talk problem help understand,"['kind', 'kind talk', 'kind talk problem', 'kind talk problem help', 'kind talk problem help understand', 'talk', 'talk problem', 'talk problem help', 'talk problem help understand', 'problem', 'problem help', 'problem help understand', 'help', 'help understand', 'understand']",0,0,1,0.1111111111111111,0.0
116146,I will be talking to my PC about this referral he was less than friendly,1,talk pp referral friendly,"['talk', 'talk pp', 'talk pp referral', 'talk pp referral friendly', 'pp', 'pp referral', 'pp referral friendly', 'referral', 'referral friendly', 'friendly']",0,0,1,0.1538461538461538,0.0
63341,He was very easy to talk to.,0,easy talk,"['easy', 'easy talk', 'talk']",1,1,1,1.0,1.0
112773,I was very nervous for my consult and he made it extremely comfortable and easy for me.,0,nervous consult extremely comfortable easy,"['nervous', 'nervous consult', 'nervous consult extremely', 'nervous consult extremely comfortable', 'nervous consult extremely comfortable easy', 'consult', 'consult extremely', 'consult extremely comfortable', 'consult extremely comfortable easy', 'extremely', 'extremely comfortable', 'extremely comfortable easy', 'comfortable', 'comfortable easy', 'easy']",1,0,0,0.1111111111111111,0.0
151726,"The best bedside manner, she actually sits down and talks with you",0,good bedside manner actually sit talk,"['good', 'good bedside', 'good bedside manner', 'good bedside manner actually', 'good bedside manner actually sit', 'good bedside manner actually sit talk', 'bedside', 'bedside manner', 'bedside manner actually', 'bedside manner actually sit', 'bedside manner actually sit talk', 'manner', 'manner actually', 'manner actually sit', 'manner actually sit talk', 'actually', 'actually sit', 'actually sit talk', 'sit', 'sit talk', 'talk']",0,0,1,0.0833333333333333,0.0
60392,He took the initiative to talk about quitting smoking and took the time to explain the various ways to go about it,0,take initiative talk quit smoke take time explain way,"['take', 'take initiative', 'take initiative talk', 'take initiative talk quit', 'take initiative talk quit smoke', 'take initiative talk quit smoke take', 'take initiative talk quit smoke take time', 'take initiative talk quit smoke take time explain', 'take initiative talk quit smoke take time explain way', 'initiative', 'initiative talk', 'initiative talk quit', 'initiative talk quit smoke', 'initiative talk quit smoke take', 'initiative talk quit smoke take time', 'initiative talk quit smoke take time explain', 'initiative talk quit smoke take time explain way', 'talk', 'talk quit', 'talk quit smoke', 'talk quit smoke take', 'talk quit smoke take time', 'talk quit smoke take time explain', 'talk quit smoke take time explain way', 'quit', 'quit smoke', 'quit smoke take', 'quit smoke take time', 'quit smoke take time explain', 'quit smoke take time explain way', 'smoke', 'smoke take', 'smoke take time', 'smoke take time explain', 'smoke take time explain way', 'take', 'take time', 'take time explain', 'take time explain way', 'time', 'time explain', 'time explain way', 'explain', 'explain way', 'way']",0,0,1,0.0416666666666666,0.0
171437,Recovery was easy the worst was bruising and puffiness under the eyes and a little tightness but everything went away in a week.,0,recovery easy bad bruise puffiness eye little tightness go away,"['recovery', 'recovery easy', 'recovery easy bad', 'recovery easy bad bruise', 'recovery easy bad bruise puffiness', 'recovery easy bad bruise puffiness eye', 'recovery easy bad bruise puffiness eye little', 'recovery easy bad bruise puffiness eye little tightness', 'recovery easy bad bruise puffiness eye little tightness go', 'recovery easy bad bruise puffiness eye little tightness go away', 'easy', 'easy bad', 'easy bad bruise', 'easy bad bruise puffiness', 'easy bad bruise puffiness eye', 'easy bad bruise puffiness eye little', 'easy bad bruise puffiness eye little tightness', 'easy bad bruise puffiness eye little tightness go', 'easy bad bruise puffiness eye little tightness go away', 'bad', 'bad bruise', 'bad bruise puffiness', 'bad bruise puffiness eye', 'bad bruise puffiness eye little', 'bad bruise puffiness eye little tightness', 'bad bruise puffiness eye little tightness go', 'bad bruise puffiness eye little tightness go away', 'bruise', 'bruise puffiness', 'bruise puffiness eye', 'bruise puffiness eye little', 'bruise puffiness eye little tightness', 'bruise puffiness eye little tightness go', 'bruise puffiness eye little tightness go away', 'puffiness', 'puffiness eye', 'puffiness eye little', 'puffiness eye little tightness', 'puffiness eye little tightness go', 'puffiness eye little tightness go away', 'eye', 'eye little', 'eye little tightness', 'eye little tightness go', 'eye little tightness go away', 'little', 'little tightness', 'little tightness go', 'little tightness go away', 'tightness', 'tightness go', 'tightness go away', 'go', 'go away', 'away']",1,0,0,0.0344827586206896,0.0
