commentId,comment,classification,comment_processed,word_phrase_list,bedside,bedside manner,manner,manner gentle,gentle,practical,similarity_score,regression_weight
61934,"He has a very easygoing, friendly manner,",0,easygoing friendly manner,"['easygoing', 'easygoing friendly', 'easygoing friendly manner', 'friendly', 'friendly manner', 'manner']",0,0,1,0,0,0,0.125,0.0
113503,"Not only is he a great Dr but an excellent person, great bedside manners.",0,not great dr excellent person great bedside manner,"['not', 'not great', 'not great dr', 'not great dr excellent', 'not great dr excellent person', 'not great dr excellent person great', 'not great dr excellent person great bedside', 'not great dr excellent person great bedside manner', 'great', 'great dr', 'great dr excellent', 'great dr excellent person', 'great dr excellent person great', 'great dr excellent person great bedside', 'great dr excellent person great bedside manner', 'dr', 'dr excellent', 'dr excellent person', 'dr excellent person great', 'dr excellent person great bedside', 'dr excellent person great bedside manner', 'excellent', 'excellent person', 'excellent person great', 'excellent person great bedside', 'excellent person great bedside manner', 'person', 'person great', 'person great bedside', 'person great bedside manner', 'great', 'great bedside', 'great bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.1304347826086956,0.0
89684,and soothing manner to put you at ease.,0,soothe manner ease,"['soothe', 'soothe manner', 'soothe manner ease', 'manner', 'manner ease', 'ease']",0,0,1,0,0,0,0.125,0.0
112909,His bedside manner is incredible.,0,bedside manner incredible,"['bedside', 'bedside manner', 'bedside manner incredible', 'manner', 'manner incredible', 'incredible']",1,1,1,0,0,0,0.375,0.0
129722,His staff is also extremely responsive and the nurses have answered any question I may have had in a very timely manner!,0,staff extremely responsive nurse answer question timely manner,"['staff', 'staff extremely', 'staff extremely responsive', 'staff extremely responsive nurse', 'staff extremely responsive nurse answer', 'staff extremely responsive nurse answer question', 'staff extremely responsive nurse answer question timely', 'staff extremely responsive nurse answer question timely manner', 'extremely', 'extremely responsive', 'extremely responsive nurse', 'extremely responsive nurse answer', 'extremely responsive nurse answer question', 'extremely responsive nurse answer question timely', 'extremely responsive nurse answer question timely manner', 'responsive', 'responsive nurse', 'responsive nurse answer', 'responsive nurse answer question', 'responsive nurse answer question timely', 'responsive nurse answer question timely manner', 'nurse', 'nurse answer', 'nurse answer question', 'nurse answer question timely', 'nurse answer question timely manner', 'answer', 'answer question', 'answer question timely', 'answer question timely manner', 'question', 'question timely', 'question timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0,0,0,0.0434782608695652,0.0
153785,i definitely will continue to research for the right doctor with bedside manners.,1,decidedly continue research right doctor bedside manner,"['decidedly', 'decidedly continue', 'decidedly continue research', 'decidedly continue research right', 'decidedly continue research right doctor', 'decidedly continue research right doctor bedside', 'decidedly continue research right doctor bedside manner', 'continue', 'continue research', 'continue research right', 'continue research right doctor', 'continue research right doctor bedside', 'continue research right doctor bedside manner', 'research', 'research right', 'research right doctor', 'research right doctor bedside', 'research right doctor bedside manner', 'right', 'right doctor', 'right doctor bedside', 'right doctor bedside manner', 'doctor', 'doctor bedside', 'doctor bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.1578947368421052,0.0
74144,Great bedside manner and you do not have to wait long in the waiting room.,0,great bedside manner not wait long wait room,"['great', 'great bedside', 'great bedside manner', 'great bedside manner not', 'great bedside manner not wait', 'great bedside manner not wait long', 'great bedside manner not wait long wait', 'great bedside manner not wait long wait room', 'bedside', 'bedside manner', 'bedside manner not', 'bedside manner not wait', 'bedside manner not wait long', 'bedside manner not wait long wait', 'bedside manner not wait long wait room', 'manner', 'manner not', 'manner not wait', 'manner not wait long', 'manner not wait long wait', 'manner not wait long wait room', 'not', 'not wait', 'not wait long', 'not wait long wait', 'not wait long wait room', 'wait', 'wait long', 'wait long wait', 'wait long wait room', 'long', 'long wait', 'long wait room', 'wait', 'wait room', 'room']",1,1,1,0,0,0,0.1304347826086956,0.0
60197,"He has a good sense of humor, and he's got a good bedside manner.",0,good sense humor get good bedside manner,"['good', 'good sense', 'good sense humor', 'good sense humor get', 'good sense humor get good', 'good sense humor get good bedside', 'good sense humor get good bedside manner', 'sense', 'sense humor', 'sense humor get', 'sense humor get good', 'sense humor get good bedside', 'sense humor get good bedside manner', 'humor', 'humor get', 'humor get good', 'humor get good bedside', 'humor get good bedside manner', 'get', 'get good', 'get good bedside', 'get good bedside manner', 'good', 'good bedside', 'good bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.1578947368421052,0.0
153372,He has a wonderful bedside manner and is a very competent plastic surgeon.,0,fantastic bedside manner competent plastic surgeon,"['fantastic', 'fantastic bedside', 'fantastic bedside manner', 'fantastic bedside manner competent', 'fantastic bedside manner competent plastic', 'fantastic bedside manner competent plastic surgeon', 'bedside', 'bedside manner', 'bedside manner competent', 'bedside manner competent plastic', 'bedside manner competent plastic surgeon', 'manner', 'manner competent', 'manner competent plastic', 'manner competent plastic surgeon', 'competent', 'competent plastic', 'competent plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",1,1,1,0,0,0,0.1935483870967742,0.0
151692,"Completely professional exceptional bedside manner, I went for shunt adjustment",0,completely professional exceptional bedside manner go shut adjustment,"['completely', 'completely professional', 'completely professional exceptional', 'completely professional exceptional bedside', 'completely professional exceptional bedside manner', 'completely professional exceptional bedside manner go', 'completely professional exceptional bedside manner go shut', 'completely professional exceptional bedside manner go shut adjustment', 'professional', 'professional exceptional', 'professional exceptional bedside', 'professional exceptional bedside manner', 'professional exceptional bedside manner go', 'professional exceptional bedside manner go shut', 'professional exceptional bedside manner go shut adjustment', 'exceptional', 'exceptional bedside', 'exceptional bedside manner', 'exceptional bedside manner go', 'exceptional bedside manner go shut', 'exceptional bedside manner go shut adjustment', 'bedside', 'bedside manner', 'bedside manner go', 'bedside manner go shut', 'bedside manner go shut adjustment', 'manner', 'manner go', 'manner go shut', 'manner go shut adjustment', 'go', 'go shut', 'go shut adjustment', 'shut', 'shut adjustment', 'adjustment']",1,1,1,0,0,0,0.1304347826086956,0.0
161670,Exceptional bedside manner from walking into the office all the way through checking in on his patients.,0,exceptional bedside manner walk office way check patient,"['exceptional', 'exceptional bedside', 'exceptional bedside manner', 'exceptional bedside manner walk', 'exceptional bedside manner walk office', 'exceptional bedside manner walk office way', 'exceptional bedside manner walk office way check', 'exceptional bedside manner walk office way check patient', 'bedside', 'bedside manner', 'bedside manner walk', 'bedside manner walk office', 'bedside manner walk office way', 'bedside manner walk office way check', 'bedside manner walk office way check patient', 'manner', 'manner walk', 'manner walk office', 'manner walk office way', 'manner walk office way check', 'manner walk office way check patient', 'walk', 'walk office', 'walk office way', 'walk office way check', 'walk office way check patient', 'office', 'office way', 'office way check', 'office way check patient', 'way', 'way check', 'way check patient', 'check', 'check patient', 'patient']",1,1,1,0,0,0,0.1304347826086956,0.0
99028,He is very gentle and because he i.,0,gentle,['gentle'],0,0,0,0,1,0,0.1818181818181818,0.0
89698,Her bedside manner has been one of the best we have experienced understanding my my father's condition.,0,bedside manner good experience understanding father condition,"['bedside', 'bedside manner', 'bedside manner good', 'bedside manner good experience', 'bedside manner good experience understanding', 'bedside manner good experience understanding father', 'bedside manner good experience understanding father condition', 'manner', 'manner good', 'manner good experience', 'manner good experience understanding', 'manner good experience understanding father', 'manner good experience understanding father condition', 'good', 'good experience', 'good experience understanding', 'good experience understanding father', 'good experience understanding father condition', 'experience', 'experience understanding', 'experience understanding father', 'experience understanding father condition', 'understanding', 'understanding father', 'understanding father condition', 'father', 'father condition', 'condition']",1,1,1,0,0,0,0.1578947368421052,0.0
139012,Great bed side manners and so great at answering any questions or concerns.,0,great bed manner great answer question concern,"['great', 'great bed', 'great bed manner', 'great bed manner great', 'great bed manner great answer', 'great bed manner great answer question', 'great bed manner great answer question concern', 'bed', 'bed manner', 'bed manner great', 'bed manner great answer', 'bed manner great answer question', 'bed manner great answer question concern', 'manner', 'manner great', 'manner great answer', 'manner great answer question', 'manner great answer question concern', 'great', 'great answer', 'great answer question', 'great answer question concern', 'answer', 'answer question', 'answer question concern', 'question', 'question concern', 'concern']",0,0,1,0,0,0,0.0526315789473684,0.0
150631,"Dr. Pincus' bed side manner is not found often with any doctor, never mind a plastic surgeon,",0,manner not find doctor mind plastic surgeon,"['manner', 'manner not', 'manner not find', 'manner not find doctor', 'manner not find doctor mind', 'manner not find doctor mind plastic', 'manner not find doctor mind plastic surgeon', 'not', 'not find', 'not find doctor', 'not find doctor mind', 'not find doctor mind plastic', 'not find doctor mind plastic surgeon', 'find', 'find doctor', 'find doctor mind', 'find doctor mind plastic', 'find doctor mind plastic surgeon', 'doctor', 'doctor mind', 'doctor mind plastic', 'doctor mind plastic surgeon', 'mind', 'mind plastic', 'mind plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",0,0,1,0,0,0,0.0526315789473684,0.0
117863,"and expectations) in a very personable, professional, and friendly (no-nonsense, no-pretense) manner.",0,expectation personal professional friendly nonsense pretense manner,"['expectation', 'expectation personal', 'expectation personal professional', 'expectation personal professional friendly', 'expectation personal professional friendly nonsense', 'expectation personal professional friendly nonsense pretense', 'expectation personal professional friendly nonsense pretense manner', 'personal', 'personal professional', 'personal professional friendly', 'personal professional friendly nonsense', 'personal professional friendly nonsense pretense', 'personal professional friendly nonsense pretense manner', 'professional', 'professional friendly', 'professional friendly nonsense', 'professional friendly nonsense pretense', 'professional friendly nonsense pretense manner', 'friendly', 'friendly nonsense', 'friendly nonsense pretense', 'friendly nonsense pretense manner', 'nonsense', 'nonsense pretense', 'nonsense pretense manner', 'pretense', 'pretense manner', 'manner']",0,0,1,0,0,0,0.0526315789473684,0.0
89562,Dr. Staller is super gentle,0,super gentle,"['super', 'super gentle', 'gentle']",0,0,0,0,1,0,0.1538461538461538,0.0
131726,Fast service and the doctor explained everything in a simple but informative manner.,0,fast service doctor explain simple information manner,"['fast', 'fast service', 'fast service doctor', 'fast service doctor explain', 'fast service doctor explain simple', 'fast service doctor explain simple information', 'fast service doctor explain simple information manner', 'service', 'service doctor', 'service doctor explain', 'service doctor explain simple', 'service doctor explain simple information', 'service doctor explain simple information manner', 'doctor', 'doctor explain', 'doctor explain simple', 'doctor explain simple information', 'doctor explain simple information manner', 'explain', 'explain simple', 'explain simple information', 'explain simple information manner', 'simple', 'simple information', 'simple information manner', 'information', 'information manner', 'manner']",0,0,1,0,0,0,0.0526315789473684,0.0
128314,She was snippy at my questions and talked down to me in a very condescending manner.,1,sappy question talk condescend manner,"['sappy', 'sappy question', 'sappy question talk', 'sappy question talk condescend', 'sappy question talk condescend manner', 'question', 'question talk', 'question talk condescend', 'question talk condescend manner', 'talk', 'talk condescend', 'talk condescend manner', 'condescend', 'condescend manner', 'manner']",0,0,1,0,0,0,0.08,0.0
84876,and the bedside manner is amazing.,0,bedside manner amaze,"['bedside', 'bedside manner', 'bedside manner amaze', 'manner', 'manner amaze', 'amaze']",1,1,1,0,0,0,0.375,0.0
144311,"and if they don't know the answer, they call you back with someone to speak with in a timely manner.",0,know answer speak timely manner,"['know', 'know answer', 'know answer speak', 'know answer speak timely', 'know answer speak timely manner', 'answer', 'answer speak', 'answer speak timely', 'answer speak timely manner', 'speak', 'speak timely', 'speak timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0,0,0,0.08,0.0
99118,Nestle water is taken from Flint Michigan water.,1,gentle water take flint michigan water,"['gentle', 'gentle water', 'gentle water take', 'gentle water take flint', 'gentle water take flint michigan', 'gentle water take flint michigan water', 'water', 'water take', 'water take flint', 'water take flint michigan', 'water take flint michigan water', 'take', 'take flint', 'take flint michigan', 'take flint michigan water', 'flint', 'flint michigan', 'flint michigan water', 'michigan', 'michigan water', 'water']",0,0,0,0,1,0,0.064516129032258,0.0
94505,Cahill's bedside manor was only surpassed by his outstanding surgical techniques.,0,chill bedside manor surpass outstanding surgical technique,"['chill', 'chill bedside', 'chill bedside manor', 'chill bedside manor surpass', 'chill bedside manor surpass outstanding', 'chill bedside manor surpass outstanding surgical', 'chill bedside manor surpass outstanding surgical technique', 'bedside', 'bedside manor', 'bedside manor surpass', 'bedside manor surpass outstanding', 'bedside manor surpass outstanding surgical', 'bedside manor surpass outstanding surgical technique', 'manor', 'manor surpass', 'manor surpass outstanding', 'manor surpass outstanding surgical', 'manor surpass outstanding surgical technique', 'surpass', 'surpass outstanding', 'surpass outstanding surgical', 'surpass outstanding surgical technique', 'outstanding', 'outstanding surgical', 'outstanding surgical technique', 'surgical', 'surgical technique', 'technique']",1,0,0,0,0,0,0.0526315789473684,0.0
98368,Outstanding 'Bed side' manner.,0,outstanding bed manner,"['outstanding', 'outstanding bed', 'outstanding bed manner', 'bed', 'bed manner', 'manner']",0,0,1,0,0,0,0.125,0.0
127694,Dr. Ferrari is very professional and has a nice beside manner.,0,professional nice manner,"['professional', 'professional nice', 'professional nice manner', 'nice', 'nice manner', 'manner']",0,0,1,0,0,0,0.125,0.0
59571,He has a very good bedside manner and excellent credentials,0,good bedside manner excellent certificate,"['good', 'good bedside', 'good bedside manner', 'good bedside manner excellent', 'good bedside manner excellent certificate', 'bedside', 'bedside manner', 'bedside manner excellent', 'bedside manner excellent certificate', 'manner', 'manner excellent', 'manner excellent certificate', 'excellent', 'excellent certificate', 'certificate']",1,1,1,0,0,0,0.24,0.0
164889,"and to top off the mediocre job he did on my breast revision, his bed side manner is absolutely unforgivable.",1,mediocre job breast revision bed manner absolutely inexcusable,"['mediocre', 'mediocre job', 'mediocre job breast', 'mediocre job breast revision', 'mediocre job breast revision bed', 'mediocre job breast revision bed manner', 'mediocre job breast revision bed manner absolutely', 'mediocre job breast revision bed manner absolutely inexcusable', 'job', 'job breast', 'job breast revision', 'job breast revision bed', 'job breast revision bed manner', 'job breast revision bed manner absolutely', 'job breast revision bed manner absolutely inexcusable', 'breast', 'breast revision', 'breast revision bed', 'breast revision bed manner', 'breast revision bed manner absolutely', 'breast revision bed manner absolutely inexcusable', 'revision', 'revision bed', 'revision bed manner', 'revision bed manner absolutely', 'revision bed manner absolutely inexcusable', 'bed', 'bed manner', 'bed manner absolutely', 'bed manner absolutely inexcusable', 'manner', 'manner absolutely', 'manner absolutely inexcusable', 'absolutely', 'absolutely inexcusable', 'inexcusable']",0,0,1,0,0,0,0.0434782608695652,0.0
161410,Dr. Bonasso is very knowledgeable and nice with good bedside manner.,0,knowledgeable nice good bedside manner,"['knowledgeable', 'knowledgeable nice', 'knowledgeable nice good', 'knowledgeable nice good bedside', 'knowledgeable nice good bedside manner', 'nice', 'nice good', 'nice good bedside', 'nice good bedside manner', 'good', 'good bedside', 'good bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.24,0.0
102861,"Her personality is bright, warm, and wonderful -- both she and her nurse have great bedside manner.",0,personality bright warm fantastic nurse great bedside manner,"['personality', 'personality bright', 'personality bright warm', 'personality bright warm fantastic', 'personality bright warm fantastic nurse', 'personality bright warm fantastic nurse great', 'personality bright warm fantastic nurse great bedside', 'personality bright warm fantastic nurse great bedside manner', 'bright', 'bright warm', 'bright warm fantastic', 'bright warm fantastic nurse', 'bright warm fantastic nurse great', 'bright warm fantastic nurse great bedside', 'bright warm fantastic nurse great bedside manner', 'warm', 'warm fantastic', 'warm fantastic nurse', 'warm fantastic nurse great', 'warm fantastic nurse great bedside', 'warm fantastic nurse great bedside manner', 'fantastic', 'fantastic nurse', 'fantastic nurse great', 'fantastic nurse great bedside', 'fantastic nurse great bedside manner', 'nurse', 'nurse great', 'nurse great bedside', 'nurse great bedside manner', 'great', 'great bedside', 'great bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.1304347826086956,0.0
130280,"Dr Alexander, his surgical team, and staff's bedside manner exceeds any and all expectations.",0,surgical team staff bedside manner exceed expectation,"['surgical', 'surgical team', 'surgical team staff', 'surgical team staff bedside', 'surgical team staff bedside manner', 'surgical team staff bedside manner exceed', 'surgical team staff bedside manner exceed expectation', 'team', 'team staff', 'team staff bedside', 'team staff bedside manner', 'team staff bedside manner exceed', 'team staff bedside manner exceed expectation', 'staff', 'staff bedside', 'staff bedside manner', 'staff bedside manner exceed', 'staff bedside manner exceed expectation', 'bedside', 'bedside manner', 'bedside manner exceed', 'bedside manner exceed expectation', 'manner', 'manner exceed', 'manner exceed expectation', 'exceed', 'exceed expectation', 'expectation']",1,1,1,0,0,0,0.1578947368421052,0.0
94811,Her bedside manner is worth the out of network expenses.,0,bedside manner worth network expense,"['bedside', 'bedside manner', 'bedside manner worth', 'bedside manner worth network', 'bedside manner worth network expense', 'manner', 'manner worth', 'manner worth network', 'manner worth network expense', 'worth', 'worth network', 'worth network expense', 'network', 'network expense', 'expense']",1,1,1,0,0,0,0.24,0.0
87077,Great doctor with great bedside manners.,0,great doctor great bedside manner,"['great', 'great doctor', 'great doctor great', 'great doctor great bedside', 'great doctor great bedside manner', 'doctor', 'doctor great', 'doctor great bedside', 'doctor great bedside manner', 'great', 'great bedside', 'great bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.24,0.0
89564,"Hygienist Maria is so very gentle, never hurts me and educates, educates, educates me on all the best",0,gentle hurt educate educate educate good,"['gentle', 'gentle hurt', 'gentle hurt educate', 'gentle hurt educate educate', 'gentle hurt educate educate educate', 'gentle hurt educate educate educate good', 'hurt', 'hurt educate', 'hurt educate educate', 'hurt educate educate educate', 'hurt educate educate educate good', 'educate', 'educate educate', 'educate educate educate', 'educate educate educate good', 'educate', 'educate educate', 'educate educate good', 'educate', 'educate good', 'good']",0,0,0,0,1,0,0.064516129032258,0.0
102059,One cannot get appointments in a timely manner.,1,not appointment timely manner,"['not', 'not appointment', 'not appointment timely', 'not appointment timely manner', 'appointment', 'appointment timely', 'appointment timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0,0,0,0.1,0.0
114447,This doctor was extremely rude and had no bedside manner.,1,doctor extremely rude no bedside manner,"['doctor', 'doctor extremely', 'doctor extremely rude', 'doctor extremely rude no', 'doctor extremely rude no bedside', 'doctor extremely rude no bedside manner', 'extremely', 'extremely rude', 'extremely rude no', 'extremely rude no bedside', 'extremely rude no bedside manner', 'rude', 'rude no', 'rude no bedside', 'rude no bedside manner', 'no', 'no bedside', 'no bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.1935483870967742,0.0
110438,Straight upfront professional and still a very Kind and gentle soul.,0,straight professional kind gentle soul,"['straight', 'straight professional', 'straight professional kind', 'straight professional kind gentle', 'straight professional kind gentle soul', 'professional', 'professional kind', 'professional kind gentle', 'professional kind gentle soul', 'kind', 'kind gentle', 'kind gentle soul', 'gentle', 'gentle soul', 'soul']",0,0,0,0,1,0,0.08,0.0
114075,"The doctor is patient, very thorough in his exam and gives the results in a clear manner so we all understand the situation/injury.",0,doctor patient thorough examination give result clear manner understand situationinjury,"['doctor', 'doctor patient', 'doctor patient thorough', 'doctor patient thorough examination', 'doctor patient thorough examination give', 'doctor patient thorough examination give result', 'doctor patient thorough examination give result clear', 'doctor patient thorough examination give result clear manner', 'doctor patient thorough examination give result clear manner understand', 'doctor patient thorough examination give result clear manner understand situationinjury', 'patient', 'patient thorough', 'patient thorough examination', 'patient thorough examination give', 'patient thorough examination give result', 'patient thorough examination give result clear', 'patient thorough examination give result clear manner', 'patient thorough examination give result clear manner understand', 'patient thorough examination give result clear manner understand situationinjury', 'thorough', 'thorough examination', 'thorough examination give', 'thorough examination give result', 'thorough examination give result clear', 'thorough examination give result clear manner', 'thorough examination give result clear manner understand', 'thorough examination give result clear manner understand situationinjury', 'examination', 'examination give', 'examination give result', 'examination give result clear', 'examination give result clear manner', 'examination give result clear manner understand', 'examination give result clear manner understand situationinjury', 'give', 'give result', 'give result clear', 'give result clear manner', 'give result clear manner understand', 'give result clear manner understand situationinjury', 'result', 'result clear', 'result clear manner', 'result clear manner understand', 'result clear manner understand situationinjury', 'clear', 'clear manner', 'clear manner understand', 'clear manner understand situationinjury', 'manner', 'manner understand', 'manner understand situationinjury', 'understand', 'understand situationinjury', 'situationinjury']",0,0,1,0,0,0,0.0307692307692307,0.0
126606,However NP Morris did not have a good bedside manner.,1,no morris not good bedside manner,"['no', 'no morris', 'no morris not', 'no morris not good', 'no morris not good bedside', 'no morris not good bedside manner', 'morris', 'morris not', 'morris not good', 'morris not good bedside', 'morris not good bedside manner', 'not', 'not good', 'not good bedside', 'not good bedside manner', 'good', 'good bedside', 'good bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.1935483870967742,0.0
164788,Also my abdominal muscles were brought together in a completely crooked manner and I now have more back pain than I did previously.,1,abdominal muscle bring completely crooked manner pain previously,"['abdominal', 'abdominal muscle', 'abdominal muscle bring', 'abdominal muscle bring completely', 'abdominal muscle bring completely crooked', 'abdominal muscle bring completely crooked manner', 'abdominal muscle bring completely crooked manner pain', 'abdominal muscle bring completely crooked manner pain previously', 'muscle', 'muscle bring', 'muscle bring completely', 'muscle bring completely crooked', 'muscle bring completely crooked manner', 'muscle bring completely crooked manner pain', 'muscle bring completely crooked manner pain previously', 'bring', 'bring completely', 'bring completely crooked', 'bring completely crooked manner', 'bring completely crooked manner pain', 'bring completely crooked manner pain previously', 'completely', 'completely crooked', 'completely crooked manner', 'completely crooked manner pain', 'completely crooked manner pain previously', 'crooked', 'crooked manner', 'crooked manner pain', 'crooked manner pain previously', 'manner', 'manner pain', 'manner pain previously', 'pain', 'pain previously', 'previously']",0,0,1,0,0,0,0.0434782608695652,0.0
67657,Most people were politie and moved in a pretty timely manner.,0,people polite move pretty timely manner,"['people', 'people polite', 'people polite move', 'people polite move pretty', 'people polite move pretty timely', 'people polite move pretty timely manner', 'polite', 'polite move', 'polite move pretty', 'polite move pretty timely', 'polite move pretty timely manner', 'move', 'move pretty', 'move pretty timely', 'move pretty timely manner', 'pretty', 'pretty timely', 'pretty timely manner', 'timely', 'timely manner', 'manner']",0,0,1,0,0,0,0.064516129032258,0.0
86984,His caring and wonderful bedside manor has been a plus,0,dare fantastic bedside manor plus,"['dare', 'dare fantastic', 'dare fantastic bedside', 'dare fantastic bedside manor', 'dare fantastic bedside manor plus', 'fantastic', 'fantastic bedside', 'fantastic bedside manor', 'fantastic bedside manor plus', 'bedside', 'bedside manor', 'bedside manor plus', 'manor', 'manor plus', 'plus']",1,0,0,0,0,0,0.08,0.0
85521,His cannula technique is gentle,0,cannula technique gentle,"['cannula', 'cannula technique', 'cannula technique gentle', 'technique', 'technique gentle', 'gentle']",0,0,0,0,1,0,0.125,0.0
91328,He was so gentle n careful not to cause pain n i reccommend Dr. Rotem and his staff 100%. Thank you,0,gentle n careful not cause pain n recommend dr room staff thank,"['gentle', 'gentle n', 'gentle n careful', 'gentle n careful not', 'gentle n careful not cause', 'gentle n careful not cause pain', 'gentle n careful not cause pain n', 'gentle n careful not cause pain n recommend', 'gentle n careful not cause pain n recommend dr', 'gentle n careful not cause pain n recommend dr room', 'gentle n careful not cause pain n recommend dr room staff', 'gentle n careful not cause pain n recommend dr room staff thank', 'n', 'n careful', 'n careful not', 'n careful not cause', 'n careful not cause pain', 'n careful not cause pain n', 'n careful not cause pain n recommend', 'n careful not cause pain n recommend dr', 'n careful not cause pain n recommend dr room', 'n careful not cause pain n recommend dr room staff', 'n careful not cause pain n recommend dr room staff thank', 'careful', 'careful not', 'careful not cause', 'careful not cause pain', 'careful not cause pain n', 'careful not cause pain n recommend', 'careful not cause pain n recommend dr', 'careful not cause pain n recommend dr room', 'careful not cause pain n recommend dr room staff', 'careful not cause pain n recommend dr room staff thank', 'not', 'not cause', 'not cause pain', 'not cause pain n', 'not cause pain n recommend', 'not cause pain n recommend dr', 'not cause pain n recommend dr room', 'not cause pain n recommend dr room staff', 'not cause pain n recommend dr room staff thank', 'cause', 'cause pain', 'cause pain n', 'cause pain n recommend', 'cause pain n recommend dr', 'cause pain n recommend dr room', 'cause pain n recommend dr room staff', 'cause pain n recommend dr room staff thank', 'pain', 'pain n', 'pain n recommend', 'pain n recommend dr', 'pain n recommend dr room', 'pain n recommend dr room staff', 'pain n recommend dr room staff thank', 'n', 'n recommend', 'n recommend dr', 'n recommend dr room', 'n recommend dr room staff', 'n recommend dr room staff thank', 'recommend', 'recommend dr', 'recommend dr room', 'recommend dr room staff', 'recommend dr room staff thank', 'dr', 'dr room', 'dr room staff', 'dr room staff thank', 'room', 'room staff', 'room staff thank', 'staff', 'staff thank', 'thank']",0,0,0,0,1,0,0.0227272727272727,0.0
60083,She was good mannered,0,good manner,"['good', 'good manner', 'manner']",0,0,1,0,0,0,0.1538461538461538,0.0
139215,His level of bedside manner was nothing short of incompetent.,1,level bedside manner short incompetent,"['level', 'level bedside', 'level bedside manner', 'level bedside manner short', 'level bedside manner short incompetent', 'bedside', 'bedside manner', 'bedside manner short', 'bedside manner short incompetent', 'manner', 'manner short', 'manner short incompetent', 'short', 'short incompetent', 'incompetent']",1,1,1,0,0,0,0.24,0.0
146635,"His bedside manner is perfectly measured - again - he's not going to say ""Sure - we'll you have supermodel beautiful by next Friday"" -",0,bedside manner perfectly measure not go sure supermodel beautiful,"['bedside', 'bedside manner', 'bedside manner perfectly', 'bedside manner perfectly measure', 'bedside manner perfectly measure not', 'bedside manner perfectly measure not go', 'bedside manner perfectly measure not go sure', 'bedside manner perfectly measure not go sure supermodel', 'bedside manner perfectly measure not go sure supermodel beautiful', 'manner', 'manner perfectly', 'manner perfectly measure', 'manner perfectly measure not', 'manner perfectly measure not go', 'manner perfectly measure not go sure', 'manner perfectly measure not go sure supermodel', 'manner perfectly measure not go sure supermodel beautiful', 'perfectly', 'perfectly measure', 'perfectly measure not', 'perfectly measure not go', 'perfectly measure not go sure', 'perfectly measure not go sure supermodel', 'perfectly measure not go sure supermodel beautiful', 'measure', 'measure not', 'measure not go', 'measure not go sure', 'measure not go sure supermodel', 'measure not go sure supermodel beautiful', 'not', 'not go', 'not go sure', 'not go sure supermodel', 'not go sure supermodel beautiful', 'go', 'go sure', 'go sure supermodel', 'go sure supermodel beautiful', 'sure', 'sure supermodel', 'sure supermodel beautiful', 'supermodel', 'supermodel beautiful', 'beautiful']",1,1,1,0,0,0,0.109090909090909,0.0
95691,Dr. Faunce has a excellent bedside manner,0,dr face excellent bedside manner,"['dr', 'dr face', 'dr face excellent', 'dr face excellent bedside', 'dr face excellent bedside manner', 'face', 'face excellent', 'face excellent bedside', 'face excellent bedside manner', 'excellent', 'excellent bedside', 'excellent bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.24,0.0
97119,"His bedside manner is what you rarely see, even with good surgeons.",0,bedside manner rarely good surgeon,"['bedside', 'bedside manner', 'bedside manner rarely', 'bedside manner rarely good', 'bedside manner rarely good surgeon', 'manner', 'manner rarely', 'manner rarely good', 'manner rarely good surgeon', 'rarely', 'rarely good', 'rarely good surgeon', 'good', 'good surgeon', 'surgeon']",1,1,1,0,0,0,0.24,0.0
88975,Perfect bedside manner.,0,perfect bedside manner,"['perfect', 'perfect bedside', 'perfect bedside manner', 'bedside', 'bedside manner', 'manner']",1,1,1,0,0,0,0.375,0.0
