commentId,comment,classification,comment_processed,word_phrase_list,thing,thing fine,fine,similarity_score,regression_weight
152635,"The visit was short and to the point, which is fine by me.",0,visit short point fine,"['visit', 'visit short', 'visit short point', 'visit short point fine', 'short', 'short point', 'short point fine', 'point', 'point fine', 'fine']",0,0,1,0.1538461538461538,0.0
98170,"An old fashioned country doctor who limits the size of his practice intentionally, he cares about one thing only: YOU!",0,old fashion country doctor limit size practice intentionally care thing,"['old', 'old fashion', 'old fashion country', 'old fashion country doctor', 'old fashion country doctor limit', 'old fashion country doctor limit size', 'old fashion country doctor limit size practice', 'old fashion country doctor limit size practice intentionally', 'old fashion country doctor limit size practice intentionally care', 'old fashion country doctor limit size practice intentionally care thing', 'fashion', 'fashion country', 'fashion country doctor', 'fashion country doctor limit', 'fashion country doctor limit size', 'fashion country doctor limit size practice', 'fashion country doctor limit size practice intentionally', 'fashion country doctor limit size practice intentionally care', 'fashion country doctor limit size practice intentionally care thing', 'country', 'country doctor', 'country doctor limit', 'country doctor limit size', 'country doctor limit size practice', 'country doctor limit size practice intentionally', 'country doctor limit size practice intentionally care', 'country doctor limit size practice intentionally care thing', 'doctor', 'doctor limit', 'doctor limit size', 'doctor limit size practice', 'doctor limit size practice intentionally', 'doctor limit size practice intentionally care', 'doctor limit size practice intentionally care thing', 'limit', 'limit size', 'limit size practice', 'limit size practice intentionally', 'limit size practice intentionally care', 'limit size practice intentionally care thing', 'size', 'size practice', 'size practice intentionally', 'size practice intentionally care', 'size practice intentionally care thing', 'practice', 'practice intentionally', 'practice intentionally care', 'practice intentionally care thing', 'intentionally', 'intentionally care', 'intentionally care thing', 'care', 'care thing', 'thing']",1,0,0,0.0344827586206896,0.0
170592,This was the exact same thing Dr. Mezcua told me.,0,exact thing dr mezcua tell,"['exact', 'exact thing', 'exact thing dr', 'exact thing dr mezcua', 'exact thing dr mezcua tell', 'thing', 'thing dr', 'thing dr mezcua', 'thing dr mezcua tell', 'dr', 'dr mezcua', 'dr mezcua tell', 'mezcua', 'mezcua tell', 'tell']",1,0,0,0.1111111111111111,0.0
100836,My hand is fine and it is as though the tumor was never there.,0,hand fine tumor,"['hand', 'hand fine', 'hand fine tumor', 'fine', 'fine tumor', 'tumor']",0,0,1,0.2222222222222222,0.0
171240,I got the work I needed done elsewhere without root canals and am fine without his expertise.,1,get work need root canal fine expertness,"['get', 'get work', 'get work need', 'get work need root', 'get work need root canal', 'get work need root canal fine', 'get work need root canal fine expertness', 'work', 'work need', 'work need root', 'work need root canal', 'work need root canal fine', 'work need root canal fine expertness', 'need', 'need root', 'need root canal', 'need root canal fine', 'need root canal fine expertness', 'root', 'root canal', 'root canal fine', 'root canal fine expertness', 'canal', 'canal fine', 'canal fine expertness', 'fine', 'fine expertness', 'expertness']",0,0,1,0.064516129032258,0.0
117945,She keeps things natural but better and helped me get more even lips with less of my scar showing!,0,keep thing natural good help lip scar show,"['keep', 'keep thing', 'keep thing natural', 'keep thing natural good', 'keep thing natural good help', 'keep thing natural good help lip', 'keep thing natural good help lip scar', 'keep thing natural good help lip scar show', 'thing', 'thing natural', 'thing natural good', 'thing natural good help', 'thing natural good help lip', 'thing natural good help lip scar', 'thing natural good help lip scar show', 'natural', 'natural good', 'natural good help', 'natural good help lip', 'natural good help lip scar', 'natural good help lip scar show', 'good', 'good help', 'good help lip', 'good help lip scar', 'good help lip scar show', 'help', 'help lip', 'help lip scar', 'help lip scar show', 'lip', 'lip scar', 'lip scar show', 'scar', 'scar show', 'show']",1,0,0,0.0512820512820512,0.0
111697,"A few things were not explained thoroughly with my iui and trigger shot,",1,thing not explain thoroughly three trigger shoot,"['thing', 'thing not', 'thing not explain', 'thing not explain thoroughly', 'thing not explain thoroughly three', 'thing not explain thoroughly three trigger', 'thing not explain thoroughly three trigger shoot', 'not', 'not explain', 'not explain thoroughly', 'not explain thoroughly three', 'not explain thoroughly three trigger', 'not explain thoroughly three trigger shoot', 'explain', 'explain thoroughly', 'explain thoroughly three', 'explain thoroughly three trigger', 'explain thoroughly three trigger shoot', 'thoroughly', 'thoroughly three', 'thoroughly three trigger', 'thoroughly three trigger shoot', 'three', 'three trigger', 'three trigger shoot', 'trigger', 'trigger shoot', 'shoot']",1,0,0,0.064516129032258,0.0
88654,"My cancer is way down, I swallow fine now.",0,cancer way swallow fine,"['cancer', 'cancer way', 'cancer way swallow', 'cancer way swallow fine', 'way', 'way swallow', 'way swallow fine', 'swallow', 'swallow fine', 'fine']",0,0,1,0.1538461538461538,0.0
164398,The best thing about Next Health is not their services which are fantastic but rather their team of terrific staff.,0,good thing health not service fantastic team terrific staff,"['good', 'good thing', 'good thing health', 'good thing health not', 'good thing health not service', 'good thing health not service fantastic', 'good thing health not service fantastic team', 'good thing health not service fantastic team terrific', 'good thing health not service fantastic team terrific staff', 'thing', 'thing health', 'thing health not', 'thing health not service', 'thing health not service fantastic', 'thing health not service fantastic team', 'thing health not service fantastic team terrific', 'thing health not service fantastic team terrific staff', 'health', 'health not', 'health not service', 'health not service fantastic', 'health not service fantastic team', 'health not service fantastic team terrific', 'health not service fantastic team terrific staff', 'not', 'not service', 'not service fantastic', 'not service fantastic team', 'not service fantastic team terrific', 'not service fantastic team terrific staff', 'service', 'service fantastic', 'service fantastic team', 'service fantastic team terrific', 'service fantastic team terrific staff', 'fantastic', 'fantastic team', 'fantastic team terrific', 'fantastic team terrific staff', 'team', 'team terrific', 'team terrific staff', 'terrific', 'terrific staff', 'staff']",1,0,0,0.0416666666666666,0.0
129871,for free -- If it didn't work the first time why would I try this thing again-They then said they,1,free work time try thing againthey say,"['free', 'free work', 'free work time', 'free work time try', 'free work time try thing', 'free work time try thing againthey', 'free work time try thing againthey say', 'work', 'work time', 'work time try', 'work time try thing', 'work time try thing againthey', 'work time try thing againthey say', 'time', 'time try', 'time try thing', 'time try thing againthey', 'time try thing againthey say', 'try', 'try thing', 'try thing againthey', 'try thing againthey say', 'thing', 'thing againthey', 'thing againthey say', 'againthey', 'againthey say', 'say']",1,0,0,0.064516129032258,0.0
101067,Dr. Miller was very nice and explain things well.,0,nice explain thing,"['nice', 'nice explain', 'nice explain thing', 'explain', 'explain thing', 'thing']",1,0,0,0.2222222222222222,0.0
189011,and I have nothing but positive things to say about my overall experience with Dr. Su and ArtLipo.,0,positive thing overall experience artlipo,"['positive', 'positive thing', 'positive thing overall', 'positive thing overall experience', 'positive thing overall experience artlipo', 'thing', 'thing overall', 'thing overall experience', 'thing overall experience artlipo', 'overall', 'overall experience', 'overall experience artlipo', 'experience', 'experience artlipo', 'artlipo']",1,0,0,0.1111111111111111,0.0
142499,Dr. Finkle is very intelligent and explains things in depth.,0,intelligent explain thing depth,"['intelligent', 'intelligent explain', 'intelligent explain thing', 'intelligent explain thing depth', 'explain', 'explain thing', 'explain thing depth', 'thing', 'thing depth', 'depth']",1,0,0,0.1538461538461538,0.0
102773,I had gone to dermatologists in the past but did not love the way things healed.,1,go dermatologist past not love way thing heal,"['go', 'go dermatologist', 'go dermatologist past', 'go dermatologist past not', 'go dermatologist past not love', 'go dermatologist past not love way', 'go dermatologist past not love way thing', 'go dermatologist past not love way thing heal', 'dermatologist', 'dermatologist past', 'dermatologist past not', 'dermatologist past not love', 'dermatologist past not love way', 'dermatologist past not love way thing', 'dermatologist past not love way thing heal', 'past', 'past not', 'past not love', 'past not love way', 'past not love way thing', 'past not love way thing heal', 'not', 'not love', 'not love way', 'not love way thing', 'not love way thing heal', 'love', 'love way', 'love way thing', 'love way thing heal', 'way', 'way thing', 'way thing heal', 'thing', 'thing heal', 'heal']",1,0,0,0.0512820512820512,0.0
60537,"I think he is caring, very on top of all my problems and, has been all the right things for me.",0,think dare problem right thing,"['think', 'think dare', 'think dare problem', 'think dare problem right', 'think dare problem right thing', 'dare', 'dare problem', 'dare problem right', 'dare problem right thing', 'problem', 'problem right', 'problem right thing', 'right', 'right thing', 'thing']",1,0,0,0.1111111111111111,0.0
161010,"I can officially say at 39, it?s a thing of the past.",0,officially thing past,"['officially', 'officially thing', 'officially thing past', 'thing', 'thing past', 'past']",1,0,0,0.2222222222222222,0.0
98245,I was able to do the things I have always wanted to do.,0,able thing want,"['able', 'able thing', 'able thing want', 'thing', 'thing want', 'want']",1,0,0,0.2222222222222222,0.0
149181,She is honest and when things can be monitored and when they should be removed right away.,0,honest thing monitor remove right away,"['honest', 'honest thing', 'honest thing monitor', 'honest thing monitor remove', 'honest thing monitor remove right', 'honest thing monitor remove right away', 'thing', 'thing monitor', 'thing monitor remove', 'thing monitor remove right', 'thing monitor remove right away', 'monitor', 'monitor remove', 'monitor remove right', 'monitor remove right away', 'remove', 'remove right', 'remove right away', 'right', 'right away', 'away']",1,0,0,0.0833333333333333,0.0
67176,Nothing but good things.,0,good thing,"['good', 'good thing', 'thing']",1,0,0,0.3333333333333333,0.0
122485,continued to tell me afterwards that my nose looks fine clearly not recalling anything we had discussed.,1,continue tell nose look fine clearly not recall discuss,"['continue', 'continue tell', 'continue tell nose', 'continue tell nose look', 'continue tell nose look fine', 'continue tell nose look fine clearly', 'continue tell nose look fine clearly not', 'continue tell nose look fine clearly not recall', 'continue tell nose look fine clearly not recall discuss', 'tell', 'tell nose', 'tell nose look', 'tell nose look fine', 'tell nose look fine clearly', 'tell nose look fine clearly not', 'tell nose look fine clearly not recall', 'tell nose look fine clearly not recall discuss', 'nose', 'nose look', 'nose look fine', 'nose look fine clearly', 'nose look fine clearly not', 'nose look fine clearly not recall', 'nose look fine clearly not recall discuss', 'look', 'look fine', 'look fine clearly', 'look fine clearly not', 'look fine clearly not recall', 'look fine clearly not recall discuss', 'fine', 'fine clearly', 'fine clearly not', 'fine clearly not recall', 'fine clearly not recall discuss', 'clearly', 'clearly not', 'clearly not recall', 'clearly not recall discuss', 'not', 'not recall', 'not recall discuss', 'recall', 'recall discuss', 'discuss']",0,0,1,0.0416666666666666,0.0
61664,I am always delighted by the time my doctor takes to listen to things I come in to talk to her about,0,delight time doctor take listen thing come talk,"['delight', 'delight time', 'delight time doctor', 'delight time doctor take', 'delight time doctor take listen', 'delight time doctor take listen thing', 'delight time doctor take listen thing come', 'delight time doctor take listen thing come talk', 'time', 'time doctor', 'time doctor take', 'time doctor take listen', 'time doctor take listen thing', 'time doctor take listen thing come', 'time doctor take listen thing come talk', 'doctor', 'doctor take', 'doctor take listen', 'doctor take listen thing', 'doctor take listen thing come', 'doctor take listen thing come talk', 'take', 'take listen', 'take listen thing', 'take listen thing come', 'take listen thing come talk', 'listen', 'listen thing', 'listen thing come', 'listen thing come talk', 'thing', 'thing come', 'thing come talk', 'come', 'come talk', 'talk']",1,0,0,0.0512820512820512,0.0
72141,They always seem to catch things early before they become a problem.,0,catch thing early problem,"['catch', 'catch thing', 'catch thing early', 'catch thing early problem', 'thing', 'thing early', 'thing early problem', 'early', 'early problem', 'problem']",1,0,0,0.1538461538461538,0.0
116201,He never rushes through exams and takes his time to explain things.,0,rush examination take time explain thing,"['rush', 'rush examination', 'rush examination take', 'rush examination take time', 'rush examination take time explain', 'rush examination take time explain thing', 'examination', 'examination take', 'examination take time', 'examination take time explain', 'examination take time explain thing', 'take', 'take time', 'take time explain', 'take time explain thing', 'time', 'time explain', 'time explain thing', 'explain', 'explain thing', 'thing']",1,0,0,0.0833333333333333,0.0
183832,These three things made the consult unpleasant and left me feeling a sense of unease in regard to the procedure.,1,thing consult unpleasant leave feel sense uneasy regard procedure,"['thing', 'thing consult', 'thing consult unpleasant', 'thing consult unpleasant leave', 'thing consult unpleasant leave feel', 'thing consult unpleasant leave feel sense', 'thing consult unpleasant leave feel sense uneasy', 'thing consult unpleasant leave feel sense uneasy regard', 'thing consult unpleasant leave feel sense uneasy regard procedure', 'consult', 'consult unpleasant', 'consult unpleasant leave', 'consult unpleasant leave feel', 'consult unpleasant leave feel sense', 'consult unpleasant leave feel sense uneasy', 'consult unpleasant leave feel sense uneasy regard', 'consult unpleasant leave feel sense uneasy regard procedure', 'unpleasant', 'unpleasant leave', 'unpleasant leave feel', 'unpleasant leave feel sense', 'unpleasant leave feel sense uneasy', 'unpleasant leave feel sense uneasy regard', 'unpleasant leave feel sense uneasy regard procedure', 'leave', 'leave feel', 'leave feel sense', 'leave feel sense uneasy', 'leave feel sense uneasy regard', 'leave feel sense uneasy regard procedure', 'feel', 'feel sense', 'feel sense uneasy', 'feel sense uneasy regard', 'feel sense uneasy regard procedure', 'sense', 'sense uneasy', 'sense uneasy regard', 'sense uneasy regard procedure', 'uneasy', 'uneasy regard', 'uneasy regard procedure', 'regard', 'regard procedure', 'procedure']",1,0,0,0.0416666666666666,0.0
58034,I really don't need things kind of like slammed down and said can't you see this sign.,1,need thing kind like slam say sign,"['need', 'need thing', 'need thing kind', 'need thing kind like', 'need thing kind like slam', 'need thing kind like slam say', 'need thing kind like slam say sign', 'thing', 'thing kind', 'thing kind like', 'thing kind like slam', 'thing kind like slam say', 'thing kind like slam say sign', 'kind', 'kind like', 'kind like slam', 'kind like slam say', 'kind like slam say sign', 'like', 'like slam', 'like slam say', 'like slam say sign', 'slam', 'slam say', 'slam say sign', 'say', 'say sign', 'sign']",1,0,0,0.064516129032258,0.0
128628,I?m one week postop with my shoulder surgery and very happy with how things are going.,1,rostov shoulder surgery happy thing go,"['rostov', 'rostov shoulder', 'rostov shoulder surgery', 'rostov shoulder surgery happy', 'rostov shoulder surgery happy thing', 'rostov shoulder surgery happy thing go', 'shoulder', 'shoulder surgery', 'shoulder surgery happy', 'shoulder surgery happy thing', 'shoulder surgery happy thing go', 'surgery', 'surgery happy', 'surgery happy thing', 'surgery happy thing go', 'happy', 'happy thing', 'happy thing go', 'thing', 'thing go', 'go']",1,0,0,0.0833333333333333,0.0
94072,I am an amature botanist and I am seeing detail and color in things that I have been missing,0,mature botanist see detail color thing miss,"['mature', 'mature botanist', 'mature botanist see', 'mature botanist see detail', 'mature botanist see detail color', 'mature botanist see detail color thing', 'mature botanist see detail color thing miss', 'botanist', 'botanist see', 'botanist see detail', 'botanist see detail color', 'botanist see detail color thing', 'botanist see detail color thing miss', 'see', 'see detail', 'see detail color', 'see detail color thing', 'see detail color thing miss', 'detail', 'detail color', 'detail color thing', 'detail color thing miss', 'color', 'color thing', 'color thing miss', 'thing', 'thing miss', 'miss']",1,0,0,0.064516129032258,0.0
156842,Sometimes bad things happen but I really thought they would right their wrong.,1,bad thing happen think right wrong,"['bad', 'bad thing', 'bad thing happen', 'bad thing happen think', 'bad thing happen think right', 'bad thing happen think right wrong', 'thing', 'thing happen', 'thing happen think', 'thing happen think right', 'thing happen think right wrong', 'happen', 'happen think', 'happen think right', 'happen think right wrong', 'think', 'think right', 'think right wrong', 'right', 'right wrong', 'wrong']",1,0,0,0.0833333333333333,0.0
58037,"I was treated, and they explained things that I didn't understand into layman's terms for me to understand.",0,treat explain thing understand layman term understand,"['treat', 'treat explain', 'treat explain thing', 'treat explain thing understand', 'treat explain thing understand layman', 'treat explain thing understand layman term', 'treat explain thing understand layman term understand', 'explain', 'explain thing', 'explain thing understand', 'explain thing understand layman', 'explain thing understand layman term', 'explain thing understand layman term understand', 'thing', 'thing understand', 'thing understand layman', 'thing understand layman term', 'thing understand layman term understand', 'understand', 'understand layman', 'understand layman term', 'understand layman term understand', 'layman', 'layman term', 'layman term understand', 'term', 'term understand', 'understand']",1,0,0,0.064516129032258,0.0
131296,The doctor is fast paced and explains things so clearly but with great depth.,0,doctor fast pace explain thing clearly great depth,"['doctor', 'doctor fast', 'doctor fast pace', 'doctor fast pace explain', 'doctor fast pace explain thing', 'doctor fast pace explain thing clearly', 'doctor fast pace explain thing clearly great', 'doctor fast pace explain thing clearly great depth', 'fast', 'fast pace', 'fast pace explain', 'fast pace explain thing', 'fast pace explain thing clearly', 'fast pace explain thing clearly great', 'fast pace explain thing clearly great depth', 'pace', 'pace explain', 'pace explain thing', 'pace explain thing clearly', 'pace explain thing clearly great', 'pace explain thing clearly great depth', 'explain', 'explain thing', 'explain thing clearly', 'explain thing clearly great', 'explain thing clearly great depth', 'thing', 'thing clearly', 'thing clearly great', 'thing clearly great depth', 'clearly', 'clearly great', 'clearly great depth', 'great', 'great depth', 'depth']",1,0,0,0.0512820512820512,0.0
171489,It's the most embarassing thing i've ever dealt with.,1,embarrass thing deal,"['embarrass', 'embarrass thing', 'embarrass thing deal', 'thing', 'thing deal', 'deal']",1,0,0,0.2222222222222222,0.0
125924,but in true Dr. Shell fashion he came in made me laugh and the next thing I knew he was done.,0,true dr shell fashion come laugh thing know,"['true', 'true dr', 'true dr shell', 'true dr shell fashion', 'true dr shell fashion come', 'true dr shell fashion come laugh', 'true dr shell fashion come laugh thing', 'true dr shell fashion come laugh thing know', 'dr', 'dr shell', 'dr shell fashion', 'dr shell fashion come', 'dr shell fashion come laugh', 'dr shell fashion come laugh thing', 'dr shell fashion come laugh thing know', 'shell', 'shell fashion', 'shell fashion come', 'shell fashion come laugh', 'shell fashion come laugh thing', 'shell fashion come laugh thing know', 'fashion', 'fashion come', 'fashion come laugh', 'fashion come laugh thing', 'fashion come laugh thing know', 'come', 'come laugh', 'come laugh thing', 'come laugh thing know', 'laugh', 'laugh thing', 'laugh thing know', 'thing', 'thing know', 'know']",1,0,0,0.0512820512820512,0.0
179877,What was even worse- was how I was treated under the care of Dr. Shim Ching,1,bad treat care dr thing,"['bad', 'bad treat', 'bad treat care', 'bad treat care dr', 'bad treat care dr thing', 'treat', 'treat care', 'treat care dr', 'treat care dr thing', 'care', 'care dr', 'care dr thing', 'dr', 'dr thing', 'thing']",1,0,0,0.1111111111111111,0.0
77034,Everything went fine today.,0,go fine,"['go', 'go fine', 'fine']",0,0,1,0.3333333333333333,0.0
128807,"One of the things that stood out about my experience was how nice, welcoming, and accommodating Dr. DeJoseph's staff was.",0,thing stand experience nice welcome accommodation dr dejosephs staff,"['thing', 'thing stand', 'thing stand experience', 'thing stand experience nice', 'thing stand experience nice welcome', 'thing stand experience nice welcome accommodation', 'thing stand experience nice welcome accommodation dr', 'thing stand experience nice welcome accommodation dr dejosephs', 'thing stand experience nice welcome accommodation dr dejosephs staff', 'stand', 'stand experience', 'stand experience nice', 'stand experience nice welcome', 'stand experience nice welcome accommodation', 'stand experience nice welcome accommodation dr', 'stand experience nice welcome accommodation dr dejosephs', 'stand experience nice welcome accommodation dr dejosephs staff', 'experience', 'experience nice', 'experience nice welcome', 'experience nice welcome accommodation', 'experience nice welcome accommodation dr', 'experience nice welcome accommodation dr dejosephs', 'experience nice welcome accommodation dr dejosephs staff', 'nice', 'nice welcome', 'nice welcome accommodation', 'nice welcome accommodation dr', 'nice welcome accommodation dr dejosephs', 'nice welcome accommodation dr dejosephs staff', 'welcome', 'welcome accommodation', 'welcome accommodation dr', 'welcome accommodation dr dejosephs', 'welcome accommodation dr dejosephs staff', 'accommodation', 'accommodation dr', 'accommodation dr dejosephs', 'accommodation dr dejosephs staff', 'dr', 'dr dejosephs', 'dr dejosephs staff', 'dejosephs', 'dejosephs staff', 'staff']",1,0,0,0.0416666666666666,0.0
140595,"From the first phone call to today's appointment, I cannot say enough good things about CWCC!",0,phone today appointment not good thing coccus,"['phone', 'phone today', 'phone today appointment', 'phone today appointment not', 'phone today appointment not good', 'phone today appointment not good thing', 'phone today appointment not good thing coccus', 'today', 'today appointment', 'today appointment not', 'today appointment not good', 'today appointment not good thing', 'today appointment not good thing coccus', 'appointment', 'appointment not', 'appointment not good', 'appointment not good thing', 'appointment not good thing coccus', 'not', 'not good', 'not good thing', 'not good thing coccus', 'good', 'good thing', 'good thing coccus', 'thing', 'thing coccus', 'coccus']",1,0,0,0.064516129032258,0.0
159483,but they don't have staff who speak Spanish that's a very bad thing since they provide customer service they should have interpreters,1,staff speak bad thing provide customer service interpreter,"['staff', 'staff speak', 'staff speak bad', 'staff speak bad thing', 'staff speak bad thing provide', 'staff speak bad thing provide customer', 'staff speak bad thing provide customer service', 'staff speak bad thing provide customer service interpreter', 'speak', 'speak bad', 'speak bad thing', 'speak bad thing provide', 'speak bad thing provide customer', 'speak bad thing provide customer service', 'speak bad thing provide customer service interpreter', 'bad', 'bad thing', 'bad thing provide', 'bad thing provide customer', 'bad thing provide customer service', 'bad thing provide customer service interpreter', 'thing', 'thing provide', 'thing provide customer', 'thing provide customer service', 'thing provide customer service interpreter', 'provide', 'provide customer', 'provide customer service', 'provide customer service interpreter', 'customer', 'customer service', 'customer service interpreter', 'service', 'service interpreter', 'interpreter']",1,0,0,0.0512820512820512,0.0
59337,The way he spoke was fine.,0,way speak fine,"['way', 'way speak', 'way speak fine', 'speak', 'speak fine', 'fine']",0,0,1,0.2222222222222222,0.0
58046,Every thing was excellent.,0,thing excellent,"['thing', 'thing excellent', 'excellent']",1,0,0,0.3333333333333333,0.0
134743,I am able to do things which in the past I couldn't.,0,able thing past,"['able', 'able thing', 'able thing past', 'thing', 'thing past', 'past']",1,0,0,0.2222222222222222,0.0
127106,READ THE FINE PRINT BEFORE YOU CHOOSE THIS OFFICE FOR COSMETIC WORK.,1,read fine print choose office cosmetic work,"['read', 'read fine', 'read fine print', 'read fine print choose', 'read fine print choose office', 'read fine print choose office cosmetic', 'read fine print choose office cosmetic work', 'fine', 'fine print', 'fine print choose', 'fine print choose office', 'fine print choose office cosmetic', 'fine print choose office cosmetic work', 'print', 'print choose', 'print choose office', 'print choose office cosmetic', 'print choose office cosmetic work', 'choose', 'choose office', 'choose office cosmetic', 'choose office cosmetic work', 'office', 'office cosmetic', 'office cosmetic work', 'cosmetic', 'cosmetic work', 'work']",0,0,1,0.064516129032258,0.0
138895,but finding Dr. Khorasani was the best thing to happen to me in a summer when some obviously not-so-good things had already occurred.,0,find good thing happen summer obviously notsogood thing occur,"['find', 'find good', 'find good thing', 'find good thing happen', 'find good thing happen summer', 'find good thing happen summer obviously', 'find good thing happen summer obviously notsogood', 'find good thing happen summer obviously notsogood thing', 'find good thing happen summer obviously notsogood thing occur', 'good', 'good thing', 'good thing happen', 'good thing happen summer', 'good thing happen summer obviously', 'good thing happen summer obviously notsogood', 'good thing happen summer obviously notsogood thing', 'good thing happen summer obviously notsogood thing occur', 'thing', 'thing happen', 'thing happen summer', 'thing happen summer obviously', 'thing happen summer obviously notsogood', 'thing happen summer obviously notsogood thing', 'thing happen summer obviously notsogood thing occur', 'happen', 'happen summer', 'happen summer obviously', 'happen summer obviously notsogood', 'happen summer obviously notsogood thing', 'happen summer obviously notsogood thing occur', 'summer', 'summer obviously', 'summer obviously notsogood', 'summer obviously notsogood thing', 'summer obviously notsogood thing occur', 'obviously', 'obviously notsogood', 'obviously notsogood thing', 'obviously notsogood thing occur', 'notsogood', 'notsogood thing', 'notsogood thing occur', 'thing', 'thing occur', 'occur']",1,0,0,0.0416666666666666,0.0
83573,and make sure everything was going fine after surgery.,0,sure go fine surgery,"['sure', 'sure go', 'sure go fine', 'sure go fine surgery', 'go', 'go fine', 'go fine surgery', 'fine', 'fine surgery', 'surgery']",0,0,1,0.1538461538461538,0.0
189833,"While it might perhaps be true that he might be a fine surgeon, why would anyone purposely chose to be subjected to his rudeness",1,true fine surgeon intentionally choose subject rudeness,"['true', 'true fine', 'true fine surgeon', 'true fine surgeon intentionally', 'true fine surgeon intentionally choose', 'true fine surgeon intentionally choose subject', 'true fine surgeon intentionally choose subject rudeness', 'fine', 'fine surgeon', 'fine surgeon intentionally', 'fine surgeon intentionally choose', 'fine surgeon intentionally choose subject', 'fine surgeon intentionally choose subject rudeness', 'surgeon', 'surgeon intentionally', 'surgeon intentionally choose', 'surgeon intentionally choose subject', 'surgeon intentionally choose subject rudeness', 'intentionally', 'intentionally choose', 'intentionally choose subject', 'intentionally choose subject rudeness', 'choose', 'choose subject', 'choose subject rudeness', 'subject', 'subject rudeness', 'rudeness']",0,0,1,0.064516129032258,0.0
67339,Couldn't hear the audio which made it hard to pick out some of the things that were being said.,1,hear audit hard pick thing say,"['hear', 'hear audit', 'hear audit hard', 'hear audit hard pick', 'hear audit hard pick thing', 'hear audit hard pick thing say', 'audit', 'audit hard', 'audit hard pick', 'audit hard pick thing', 'audit hard pick thing say', 'hard', 'hard pick', 'hard pick thing', 'hard pick thing say', 'pick', 'pick thing', 'pick thing say', 'thing', 'thing say', 'say']",1,0,0,0.0833333333333333,0.0
179780,"She said I could leave 1/4, 5000$. It just seemed to cookie cutter and they were trying to add on things.",1,say leave cook utter try add thing,"['say', 'say leave', 'say leave cook', 'say leave cook utter', 'say leave cook utter try', 'say leave cook utter try add', 'say leave cook utter try add thing', 'leave', 'leave cook', 'leave cook utter', 'leave cook utter try', 'leave cook utter try add', 'leave cook utter try add thing', 'cook', 'cook utter', 'cook utter try', 'cook utter try add', 'cook utter try add thing', 'utter', 'utter try', 'utter try add', 'utter try add thing', 'try', 'try add', 'try add thing', 'add', 'add thing', 'thing']",1,0,0,0.064516129032258,0.0
65484,"We use the Patient Gateway, which is an email system that makes things much easier.",0,use patient gateway e-mail system make thing easy,"['use', 'use patient', 'use patient gateway', 'use patient gateway e-mail', 'use patient gateway e-mail system', 'use patient gateway e-mail system make', 'use patient gateway e-mail system make thing', 'use patient gateway e-mail system make thing easy', 'patient', 'patient gateway', 'patient gateway e-mail', 'patient gateway e-mail system', 'patient gateway e-mail system make', 'patient gateway e-mail system make thing', 'patient gateway e-mail system make thing easy', 'gateway', 'gateway e-mail', 'gateway e-mail system', 'gateway e-mail system make', 'gateway e-mail system make thing', 'gateway e-mail system make thing easy', 'e-mail', 'e-mail system', 'e-mail system make', 'e-mail system make thing', 'e-mail system make thing easy', 'system', 'system make', 'system make thing', 'system make thing easy', 'make', 'make thing', 'make thing easy', 'thing', 'thing easy', 'easy']",1,0,0,0.0512820512820512,0.0
187632,and the most important thing was i had no fear from all the staff members walking me through all the things to do.,0,important thing no fear staff member walk thing,"['important', 'important thing', 'important thing no', 'important thing no fear', 'important thing no fear staff', 'important thing no fear staff member', 'important thing no fear staff member walk', 'important thing no fear staff member walk thing', 'thing', 'thing no', 'thing no fear', 'thing no fear staff', 'thing no fear staff member', 'thing no fear staff member walk', 'thing no fear staff member walk thing', 'no', 'no fear', 'no fear staff', 'no fear staff member', 'no fear staff member walk', 'no fear staff member walk thing', 'fear', 'fear staff', 'fear staff member', 'fear staff member walk', 'fear staff member walk thing', 'staff', 'staff member', 'staff member walk', 'staff member walk thing', 'member', 'member walk', 'member walk thing', 'walk', 'walk thing', 'thing']",1,0,0,0.0512820512820512,0.0
105879,I requested 2 minor things and he did several without my consent.,1,request minor thing consent,"['request', 'request minor', 'request minor thing', 'request minor thing consent', 'minor', 'minor thing', 'minor thing consent', 'thing', 'thing consent', 'consent']",1,0,0,0.1538461538461538,0.0
96790,The staff here are great and I recommend this location even for simple things such as eye exams.,0,staff great recommend location simple thing eye examination,"['staff', 'staff great', 'staff great recommend', 'staff great recommend location', 'staff great recommend location simple', 'staff great recommend location simple thing', 'staff great recommend location simple thing eye', 'staff great recommend location simple thing eye examination', 'great', 'great recommend', 'great recommend location', 'great recommend location simple', 'great recommend location simple thing', 'great recommend location simple thing eye', 'great recommend location simple thing eye examination', 'recommend', 'recommend location', 'recommend location simple', 'recommend location simple thing', 'recommend location simple thing eye', 'recommend location simple thing eye examination', 'location', 'location simple', 'location simple thing', 'location simple thing eye', 'location simple thing eye examination', 'simple', 'simple thing', 'simple thing eye', 'simple thing eye examination', 'thing', 'thing eye', 'thing eye examination', 'eye', 'eye examination', 'examination']",1,0,0,0.0512820512820512,0.0
