commentId,comment,classification,comment_processed,word_phrase_list,ask,ask question,question,question question,question answer,answer,answer single,single,similarity_score,regression_weight
181781,"If you go into consultation with this Dr ... or any Dr, please ask to see his or their stitching.",1,consultation dr dr ask sewing,"['consultation', 'consultation dr', 'consultation dr dr', 'consultation dr dr ask', 'consultation dr dr ask sewing', 'dr', 'dr dr', 'dr dr ask', 'dr dr ask sewing', 'dr', 'dr ask', 'dr ask sewing', 'ask', 'ask sewing', 'sewing']",1,0,0,0,0,0,0,0,0.0666666666666666,0.0
144483,asked him if the derma-bond glue was coming off too soon (3 days when told at least a week),1,ask dermabond blue come soon day tell,"['ask', 'ask dermabond', 'ask dermabond blue', 'ask dermabond blue come', 'ask dermabond blue come soon', 'ask dermabond blue come soon day', 'ask dermabond blue come soon day tell', 'dermabond', 'dermabond blue', 'dermabond blue come', 'dermabond blue come soon', 'dermabond blue come soon day', 'dermabond blue come soon day tell', 'blue', 'blue come', 'blue come soon', 'blue come soon day', 'blue come soon day tell', 'come', 'come soon', 'come soon day', 'come soon day tell', 'soon', 'soon day', 'soon day tell', 'day', 'day tell', 'tell']",1,0,0,0,0,0,0,0,0.0465116279069767,0.0
103259,She exited the exam room after the exam without asking me if I had any questions or giving me any feedback.,1,excite examination room examination ask question give feedback,"['excite', 'excite examination', 'excite examination room', 'excite examination room examination', 'excite examination room examination ask', 'excite examination room examination ask question', 'excite examination room examination ask question give', 'excite examination room examination ask question give feedback', 'examination', 'examination room', 'examination room examination', 'examination room examination ask', 'examination room examination ask question', 'examination room examination ask question give', 'examination room examination ask question give feedback', 'room', 'room examination', 'room examination ask', 'room examination ask question', 'room examination ask question give', 'room examination ask question give feedback', 'examination', 'examination ask', 'examination ask question', 'examination ask question give', 'examination ask question give feedback', 'ask', 'ask question', 'ask question give', 'ask question give feedback', 'question', 'question give', 'question give feedback', 'give', 'give feedback', 'feedback']",1,1,1,0,0,0,0,0,0.1176470588235294,0.0
158810,"Dulce's extremely talented and if I want any additional services, she's the one I'm asking for!",0,ulcer extremely talented want extra service ask,"['ulcer', 'ulcer extremely', 'ulcer extremely talented', 'ulcer extremely talented want', 'ulcer extremely talented want extra', 'ulcer extremely talented want extra service', 'ulcer extremely talented want extra service ask', 'extremely', 'extremely talented', 'extremely talented want', 'extremely talented want extra', 'extremely talented want extra service', 'extremely talented want extra service ask', 'talented', 'talented want', 'talented want extra', 'talented want extra service', 'talented want extra service ask', 'want', 'want extra', 'want extra service', 'want extra service ask', 'extra', 'extra service', 'extra service ask', 'service', 'service ask', 'ask']",1,0,0,0,0,0,0,0,0.0465116279069767,0.0
101255,He was very knowledgeable about GI and took the time to explain everything that I had questions about.,0,knowledgeable take time explain question,"['knowledgeable', 'knowledgeable take', 'knowledgeable take time', 'knowledgeable take time explain', 'knowledgeable take time explain question', 'take', 'take time', 'take time explain', 'take time explain question', 'time', 'time explain', 'time explain question', 'explain', 'explain question', 'question']",0,0,1,0,0,0,0,0,0.0666666666666666,0.0
126916,answered all my questions and went above and beyond to make sure I would be getting what I wanted.,0,answer question go sure get want,"['answer', 'answer question', 'answer question go', 'answer question go sure', 'answer question go sure get', 'answer question go sure get want', 'question', 'question go', 'question go sure', 'question go sure get', 'question go sure get want', 'go', 'go sure', 'go sure get', 'go sure get want', 'sure', 'sure get', 'sure get want', 'get', 'get want', 'want']",0,0,1,0,0,1,0,0,0.1111111111111111,0.0
73286,"Every single time I have been to see him, he jokes about what I come in for.",1,single time joke come,"['single', 'single time', 'single time joke', 'single time joke come', 'time', 'time joke', 'time joke come', 'joke', 'joke come', 'come']",0,0,0,0,0,0,0,1,0.08,0.0
146298,He also dismissed my concern and question about it.,1,dismiss concern question,"['dismiss', 'dismiss concern', 'dismiss concern question', 'concern', 'concern question', 'question']",0,0,1,0,0,0,0,0,0.0952380952380952,0.0
115504,instead he allowed us time to make an educated decision after answering all of our questions.,0,instead allow time educate decision answer question,"['instead', 'instead allow', 'instead allow time', 'instead allow time educate', 'instead allow time educate decision', 'instead allow time educate decision answer', 'instead allow time educate decision answer question', 'allow', 'allow time', 'allow time educate', 'allow time educate decision', 'allow time educate decision answer', 'allow time educate decision answer question', 'time', 'time educate', 'time educate decision', 'time educate decision answer', 'time educate decision answer question', 'educate', 'educate decision', 'educate decision answer', 'educate decision answer question', 'decision', 'decision answer', 'decision answer question', 'answer', 'answer question', 'question']",0,0,1,0,0,1,0,0,0.0930232558139534,0.0
175538,I felt like I had to ask the right questions to get answers.,1,feel like ask right question answer,"['feel', 'feel like', 'feel like ask', 'feel like ask right', 'feel like ask right question', 'feel like ask right question answer', 'like', 'like ask', 'like ask right', 'like ask right question', 'like ask right question answer', 'ask', 'ask right', 'ask right question', 'ask right question answer', 'right', 'right question', 'right question answer', 'question', 'question answer', 'answer']",1,0,1,0,1,1,0,0,0.2222222222222222,0.0
116192,Dr Grazer is not your typical MD! He takes a very detailed analysis of your health history and asked all the right questions.,0,not typical md take detail analysis health history ask right question,"['not', 'not typical', 'not typical md', 'not typical md take', 'not typical md take detail', 'not typical md take detail analysis', 'not typical md take detail analysis health', 'not typical md take detail analysis health history', 'not typical md take detail analysis health history ask', 'not typical md take detail analysis health history ask right', 'not typical md take detail analysis health history ask right question', 'typical', 'typical md', 'typical md take', 'typical md take detail', 'typical md take detail analysis', 'typical md take detail analysis health', 'typical md take detail analysis health history', 'typical md take detail analysis health history ask', 'typical md take detail analysis health history ask right', 'typical md take detail analysis health history ask right question', 'md', 'md take', 'md take detail', 'md take detail analysis', 'md take detail analysis health', 'md take detail analysis health history', 'md take detail analysis health history ask', 'md take detail analysis health history ask right', 'md take detail analysis health history ask right question', 'take', 'take detail', 'take detail analysis', 'take detail analysis health', 'take detail analysis health history', 'take detail analysis health history ask', 'take detail analysis health history ask right', 'take detail analysis health history ask right question', 'detail', 'detail analysis', 'detail analysis health', 'detail analysis health history', 'detail analysis health history ask', 'detail analysis health history ask right', 'detail analysis health history ask right question', 'analysis', 'analysis health', 'analysis health history', 'analysis health history ask', 'analysis health history ask right', 'analysis health history ask right question', 'health', 'health history', 'health history ask', 'health history ask right', 'health history ask right question', 'history', 'history ask', 'history ask right', 'history ask right question', 'ask', 'ask right', 'ask right question', 'right', 'right question', 'question']",1,0,1,0,0,0,0,0,0.0493827160493827,0.0
88316,When I had my first appointment we sat in his office before he examined me to ask me what I was looking,0,appointment sit office examine ask look,"['appointment', 'appointment sit', 'appointment sit office', 'appointment sit office examine', 'appointment sit office examine ask', 'appointment sit office examine ask look', 'sit', 'sit office', 'sit office examine', 'sit office examine ask', 'sit office examine ask look', 'office', 'office examine', 'office examine ask', 'office examine ask look', 'examine', 'examine ask', 'examine ask look', 'ask', 'ask look', 'look']",1,0,0,0,0,0,0,0,0.0555555555555555,0.0
59296,I had some questions to ask and I didn't get time to ask them or they didn't ask me did I have any questions.,1,question ask time ask ask question,"['question', 'question ask', 'question ask time', 'question ask time ask', 'question ask time ask ask', 'question ask time ask ask question', 'ask', 'ask time', 'ask time ask', 'ask time ask ask', 'ask time ask ask question', 'time', 'time ask', 'time ask ask', 'time ask ask question', 'ask', 'ask ask', 'ask ask question', 'ask', 'ask question', 'question']",1,1,1,0,0,0,0,0,0.1666666666666666,0.0
114784,"If you email him a question or a picture, he gets back to you practically immediately.",0,e-mail question picture get practically immediately,"['e-mail', 'e-mail question', 'e-mail question picture', 'e-mail question picture get', 'e-mail question picture get practically', 'e-mail question picture get practically immediately', 'question', 'question picture', 'question picture get', 'question picture get practically', 'question picture get practically immediately', 'picture', 'picture get', 'picture get practically', 'picture get practically immediately', 'get', 'get practically', 'get practically immediately', 'practically', 'practically immediately', 'immediately']",0,0,1,0,0,0,0,0,0.0555555555555555,0.0
71316,ask questions of his own to get to know us and our problem on a more personal level.,0,ask question know problem personal level,"['ask', 'ask question', 'ask question know', 'ask question know problem', 'ask question know problem personal', 'ask question know problem personal level', 'question', 'question know', 'question know problem', 'question know problem personal', 'question know problem personal level', 'know', 'know problem', 'know problem personal', 'know problem personal level', 'problem', 'problem personal', 'problem personal level', 'personal', 'personal level', 'level']",1,1,1,0,0,0,0,0,0.1666666666666666,0.0
140746,wonderful tool to get answers to appointment reminders and test results quickly and easily.,0,fantastic tool answer appointment reminder test result quickly easily,"['fantastic', 'fantastic tool', 'fantastic tool answer', 'fantastic tool answer appointment', 'fantastic tool answer appointment reminder', 'fantastic tool answer appointment reminder test', 'fantastic tool answer appointment reminder test result', 'fantastic tool answer appointment reminder test result quickly', 'fantastic tool answer appointment reminder test result quickly easily', 'tool', 'tool answer', 'tool answer appointment', 'tool answer appointment reminder', 'tool answer appointment reminder test', 'tool answer appointment reminder test result', 'tool answer appointment reminder test result quickly', 'tool answer appointment reminder test result quickly easily', 'answer', 'answer appointment', 'answer appointment reminder', 'answer appointment reminder test', 'answer appointment reminder test result', 'answer appointment reminder test result quickly', 'answer appointment reminder test result quickly easily', 'appointment', 'appointment reminder', 'appointment reminder test', 'appointment reminder test result', 'appointment reminder test result quickly', 'appointment reminder test result quickly easily', 'reminder', 'reminder test', 'reminder test result', 'reminder test result quickly', 'reminder test result quickly easily', 'test', 'test result', 'test result quickly', 'test result quickly easily', 'result', 'result quickly', 'result quickly easily', 'quickly', 'quickly easily', 'easily']",0,0,0,0,0,1,0,0,0.0333333333333333,0.0
110220,He even gave me his cell phone number during my first and actually answered it if I called.,0,give cell phone number actually answer call,"['give', 'give cell', 'give cell phone', 'give cell phone number', 'give cell phone number actually', 'give cell phone number actually answer', 'give cell phone number actually answer call', 'cell', 'cell phone', 'cell phone number', 'cell phone number actually', 'cell phone number actually answer', 'cell phone number actually answer call', 'phone', 'phone number', 'phone number actually', 'phone number actually answer', 'phone number actually answer call', 'number', 'number actually', 'number actually answer', 'number actually answer call', 'actually', 'actually answer', 'actually answer call', 'answer', 'answer call', 'call']",0,0,0,0,0,1,0,0,0.0465116279069767,0.0
97813,He is a great Dr. He diagnosed an autoimmune disease through my eyes.He asked me to wait while he wrote a note to my Primary,0,great dr diagnose autoimmune disease eye ask wait write note primary,"['great', 'great dr', 'great dr diagnose', 'great dr diagnose autoimmune', 'great dr diagnose autoimmune disease', 'great dr diagnose autoimmune disease eye', 'great dr diagnose autoimmune disease eye ask', 'great dr diagnose autoimmune disease eye ask wait', 'great dr diagnose autoimmune disease eye ask wait write', 'great dr diagnose autoimmune disease eye ask wait write note', 'great dr diagnose autoimmune disease eye ask wait write note primary', 'dr', 'dr diagnose', 'dr diagnose autoimmune', 'dr diagnose autoimmune disease', 'dr diagnose autoimmune disease eye', 'dr diagnose autoimmune disease eye ask', 'dr diagnose autoimmune disease eye ask wait', 'dr diagnose autoimmune disease eye ask wait write', 'dr diagnose autoimmune disease eye ask wait write note', 'dr diagnose autoimmune disease eye ask wait write note primary', 'diagnose', 'diagnose autoimmune', 'diagnose autoimmune disease', 'diagnose autoimmune disease eye', 'diagnose autoimmune disease eye ask', 'diagnose autoimmune disease eye ask wait', 'diagnose autoimmune disease eye ask wait write', 'diagnose autoimmune disease eye ask wait write note', 'diagnose autoimmune disease eye ask wait write note primary', 'autoimmune', 'autoimmune disease', 'autoimmune disease eye', 'autoimmune disease eye ask', 'autoimmune disease eye ask wait', 'autoimmune disease eye ask wait write', 'autoimmune disease eye ask wait write note', 'autoimmune disease eye ask wait write note primary', 'disease', 'disease eye', 'disease eye ask', 'disease eye ask wait', 'disease eye ask wait write', 'disease eye ask wait write note', 'disease eye ask wait write note primary', 'eye', 'eye ask', 'eye ask wait', 'eye ask wait write', 'eye ask wait write note', 'eye ask wait write note primary', 'ask', 'ask wait', 'ask wait write', 'ask wait write note', 'ask wait write note primary', 'wait', 'wait write', 'wait write note', 'wait write note primary', 'write', 'write note', 'write note primary', 'note', 'note primary', 'primary']",1,0,0,0,0,0,0,0,0.0246913580246913,0.0
133635,Esses was very dismissive and arrogant spending no time explaining options or answering my questions.,1,essex dismissive arrogant spend no time explain option answer question,"['essex', 'essex dismissive', 'essex dismissive arrogant', 'essex dismissive arrogant spend', 'essex dismissive arrogant spend no', 'essex dismissive arrogant spend no time', 'essex dismissive arrogant spend no time explain', 'essex dismissive arrogant spend no time explain option', 'essex dismissive arrogant spend no time explain option answer', 'essex dismissive arrogant spend no time explain option answer question', 'dismissive', 'dismissive arrogant', 'dismissive arrogant spend', 'dismissive arrogant spend no', 'dismissive arrogant spend no time', 'dismissive arrogant spend no time explain', 'dismissive arrogant spend no time explain option', 'dismissive arrogant spend no time explain option answer', 'dismissive arrogant spend no time explain option answer question', 'arrogant', 'arrogant spend', 'arrogant spend no', 'arrogant spend no time', 'arrogant spend no time explain', 'arrogant spend no time explain option', 'arrogant spend no time explain option answer', 'arrogant spend no time explain option answer question', 'spend', 'spend no', 'spend no time', 'spend no time explain', 'spend no time explain option', 'spend no time explain option answer', 'spend no time explain option answer question', 'no', 'no time', 'no time explain', 'no time explain option', 'no time explain option answer', 'no time explain option answer question', 'time', 'time explain', 'time explain option', 'time explain option answer', 'time explain option answer question', 'explain', 'explain option', 'explain option answer', 'explain option answer question', 'option', 'option answer', 'option answer question', 'answer', 'answer question', 'question']",0,0,1,0,0,1,0,0,0.0571428571428571,0.0
112613,They gave me all the support I need and was always there to answer all of my questions throughout recovery.,0,give support need answer question recovery,"['give', 'give support', 'give support need', 'give support need answer', 'give support need answer question', 'give support need answer question recovery', 'support', 'support need', 'support need answer', 'support need answer question', 'support need answer question recovery', 'need', 'need answer', 'need answer question', 'need answer question recovery', 'answer', 'answer question', 'answer question recovery', 'question', 'question recovery', 'recovery']",0,0,1,0,0,1,0,0,0.1111111111111111,0.0
127267,"Driving 2 1/2 hours away, we arrived early and we were able to have our questions answered very quickly.",0,drive away arrive early able question answer quickly,"['drive', 'drive away', 'drive away arrive', 'drive away arrive early', 'drive away arrive early able', 'drive away arrive early able question', 'drive away arrive early able question answer', 'drive away arrive early able question answer quickly', 'away', 'away arrive', 'away arrive early', 'away arrive early able', 'away arrive early able question', 'away arrive early able question answer', 'away arrive early able question answer quickly', 'arrive', 'arrive early', 'arrive early able', 'arrive early able question', 'arrive early able question answer', 'arrive early able question answer quickly', 'early', 'early able', 'early able question', 'early able question answer', 'early able question answer quickly', 'able', 'able question', 'able question answer', 'able question answer quickly', 'question', 'question answer', 'question answer quickly', 'answer', 'answer quickly', 'quickly']",0,0,1,0,1,1,0,0,0.1176470588235294,0.0
135229,"He is always available for questions, and wants to ensure the patient is happy with the results of the procedure.",0,available question want ensure patient happy result procedure,"['available', 'available question', 'available question want', 'available question want ensure', 'available question want ensure patient', 'available question want ensure patient happy', 'available question want ensure patient happy result', 'available question want ensure patient happy result procedure', 'question', 'question want', 'question want ensure', 'question want ensure patient', 'question want ensure patient happy', 'question want ensure patient happy result', 'question want ensure patient happy result procedure', 'want', 'want ensure', 'want ensure patient', 'want ensure patient happy', 'want ensure patient happy result', 'want ensure patient happy result procedure', 'ensure', 'ensure patient', 'ensure patient happy', 'ensure patient happy result', 'ensure patient happy result procedure', 'patient', 'patient happy', 'patient happy result', 'patient happy result procedure', 'happy', 'happy result', 'happy result procedure', 'result', 'result procedure', 'procedure']",0,0,1,0,0,0,0,0,0.0392156862745098,0.0
94290,and hardly explain anything or question what my needs are.,1,hardly explain question need,"['hardly', 'hardly explain', 'hardly explain question', 'hardly explain question need', 'explain', 'explain question', 'explain question need', 'question', 'question need', 'need']",0,0,1,0,0,0,0,0,0.08,0.0
95134,Very competent and answered questions during recovery and provided medications as needed,0,competent answer question recovery provide meditation need,"['competent', 'competent answer', 'competent answer question', 'competent answer question recovery', 'competent answer question recovery provide', 'competent answer question recovery provide meditation', 'competent answer question recovery provide meditation need', 'answer', 'answer question', 'answer question recovery', 'answer question recovery provide', 'answer question recovery provide meditation', 'answer question recovery provide meditation need', 'question', 'question recovery', 'question recovery provide', 'question recovery provide meditation', 'question recovery provide meditation need', 'recovery', 'recovery provide', 'recovery provide meditation', 'recovery provide meditation need', 'provide', 'provide meditation', 'provide meditation need', 'meditation', 'meditation need', 'need']",0,0,1,0,0,1,0,0,0.0930232558139534,0.0
160026,All this time I was asking to see Dr Mendieta as I am also not happy with the outcomes,1,time ask not happy result,"['time', 'time ask', 'time ask not', 'time ask not happy', 'time ask not happy result', 'ask', 'ask not', 'ask not happy', 'ask not happy result', 'not', 'not happy', 'not happy result', 'happy', 'happy result', 'result']",1,0,0,0,0,0,0,0,0.0666666666666666,0.0
185389,WHAT A GREAT DOCTOR My therapists are very impressed with all aspects of this adventure I could not have asked,0,great doctor therapist impress aspect adventure not ask,"['great', 'great doctor', 'great doctor therapist', 'great doctor therapist impress', 'great doctor therapist impress aspect', 'great doctor therapist impress aspect adventure', 'great doctor therapist impress aspect adventure not', 'great doctor therapist impress aspect adventure not ask', 'doctor', 'doctor therapist', 'doctor therapist impress', 'doctor therapist impress aspect', 'doctor therapist impress aspect adventure', 'doctor therapist impress aspect adventure not', 'doctor therapist impress aspect adventure not ask', 'therapist', 'therapist impress', 'therapist impress aspect', 'therapist impress aspect adventure', 'therapist impress aspect adventure not', 'therapist impress aspect adventure not ask', 'impress', 'impress aspect', 'impress aspect adventure', 'impress aspect adventure not', 'impress aspect adventure not ask', 'aspect', 'aspect adventure', 'aspect adventure not', 'aspect adventure not ask', 'adventure', 'adventure not', 'adventure not ask', 'not', 'not ask', 'ask']",1,0,0,0,0,0,0,0,0.0392156862745098,0.0
123213,No question went unanswered pre or post surgery.,0,no question go unanswered pre post surgery,"['no', 'no question', 'no question go', 'no question go unanswered', 'no question go unanswered pre', 'no question go unanswered pre post', 'no question go unanswered pre post surgery', 'question', 'question go', 'question go unanswered', 'question go unanswered pre', 'question go unanswered pre post', 'question go unanswered pre post surgery', 'go', 'go unanswered', 'go unanswered pre', 'go unanswered pre post', 'go unanswered pre post surgery', 'unanswered', 'unanswered pre', 'unanswered pre post', 'unanswered pre post surgery', 'pre', 'pre post', 'pre post surgery', 'post', 'post surgery', 'surgery']",0,0,1,0,0,0,0,0,0.0465116279069767,0.0
121820,"As the surgery got closer, I had additional questions, which he kindly addressed and made me feel comfortable.",0,surgery get close extra question kindly address feel comfortable,"['surgery', 'surgery get', 'surgery get close', 'surgery get close extra', 'surgery get close extra question', 'surgery get close extra question kindly', 'surgery get close extra question kindly address', 'surgery get close extra question kindly address feel', 'surgery get close extra question kindly address feel comfortable', 'get', 'get close', 'get close extra', 'get close extra question', 'get close extra question kindly', 'get close extra question kindly address', 'get close extra question kindly address feel', 'get close extra question kindly address feel comfortable', 'close', 'close extra', 'close extra question', 'close extra question kindly', 'close extra question kindly address', 'close extra question kindly address feel', 'close extra question kindly address feel comfortable', 'extra', 'extra question', 'extra question kindly', 'extra question kindly address', 'extra question kindly address feel', 'extra question kindly address feel comfortable', 'question', 'question kindly', 'question kindly address', 'question kindly address feel', 'question kindly address feel comfortable', 'kindly', 'kindly address', 'kindly address feel', 'kindly address feel comfortable', 'address', 'address feel', 'address feel comfortable', 'feel', 'feel comfortable', 'comfortable']",0,0,1,0,0,0,0,0,0.0333333333333333,0.0
128454,HFI has an online portal in which you are able to message nurses and doctors any questions you have.,0,hello on-line portal able message nurse doctor question,"['hello', 'hello on-line', 'hello on-line portal', 'hello on-line portal able', 'hello on-line portal able message', 'hello on-line portal able message nurse', 'hello on-line portal able message nurse doctor', 'hello on-line portal able message nurse doctor question', 'on-line', 'on-line portal', 'on-line portal able', 'on-line portal able message', 'on-line portal able message nurse', 'on-line portal able message nurse doctor', 'on-line portal able message nurse doctor question', 'portal', 'portal able', 'portal able message', 'portal able message nurse', 'portal able message nurse doctor', 'portal able message nurse doctor question', 'able', 'able message', 'able message nurse', 'able message nurse doctor', 'able message nurse doctor question', 'message', 'message nurse', 'message nurse doctor', 'message nurse doctor question', 'nurse', 'nurse doctor', 'nurse doctor question', 'doctor', 'doctor question', 'question']",0,0,1,0,0,0,0,0,0.0392156862745098,0.0
165725,I asked them to send a check it took forever to get the check And several follow ups.,1,ask send check take forever check follow,"['ask', 'ask send', 'ask send check', 'ask send check take', 'ask send check take forever', 'ask send check take forever check', 'ask send check take forever check follow', 'send', 'send check', 'send check take', 'send check take forever', 'send check take forever check', 'send check take forever check follow', 'check', 'check take', 'check take forever', 'check take forever check', 'check take forever check follow', 'take', 'take forever', 'take forever check', 'take forever check follow', 'forever', 'forever check', 'forever check follow', 'check', 'check follow', 'follow']",1,0,0,0,0,0,0,0,0.0465116279069767,0.0
186260,"I asked to come in for my annual and they put it down as a ""new patient visit"".",1,ask come annual new patient visit,"['ask', 'ask come', 'ask come annual', 'ask come annual new', 'ask come annual new patient', 'ask come annual new patient visit', 'come', 'come annual', 'come annual new', 'come annual new patient', 'come annual new patient visit', 'annual', 'annual new', 'annual new patient', 'annual new patient visit', 'new', 'new patient', 'new patient visit', 'patient', 'patient visit', 'visit']",1,0,0,0,0,0,0,0,0.0555555555555555,0.0
94646,"From the first day, he always asked how I was doing and seemed genuine",0,ask genuine,"['ask', 'ask genuine', 'genuine']",1,0,0,0,0,0,0,0,0.1111111111111111,0.0
68003,I had some trouble healing and the doctor and his staff were available to me 24 hrs a day to answers questions .,0,trouble heal doctor staff available day answer question,"['trouble', 'trouble heal', 'trouble heal doctor', 'trouble heal doctor staff', 'trouble heal doctor staff available', 'trouble heal doctor staff available day', 'trouble heal doctor staff available day answer', 'trouble heal doctor staff available day answer question', 'heal', 'heal doctor', 'heal doctor staff', 'heal doctor staff available', 'heal doctor staff available day', 'heal doctor staff available day answer', 'heal doctor staff available day answer question', 'doctor', 'doctor staff', 'doctor staff available', 'doctor staff available day', 'doctor staff available day answer', 'doctor staff available day answer question', 'staff', 'staff available', 'staff available day', 'staff available day answer', 'staff available day answer question', 'available', 'available day', 'available day answer', 'available day answer question', 'day', 'day answer', 'day answer question', 'answer', 'answer question', 'question']",0,0,1,0,0,1,0,0,0.0784313725490196,0.0
98791,"Dr. O'Leary was very thorough and attentive to my questions, thoughts",0,dr clear thorough attentive question think,"['dr', 'dr clear', 'dr clear thorough', 'dr clear thorough attentive', 'dr clear thorough attentive question', 'dr clear thorough attentive question think', 'clear', 'clear thorough', 'clear thorough attentive', 'clear thorough attentive question', 'clear thorough attentive question think', 'thorough', 'thorough attentive', 'thorough attentive question', 'thorough attentive question think', 'attentive', 'attentive question', 'attentive question think', 'question', 'question think', 'think']",0,0,1,0,0,0,0,0,0.0555555555555555,0.0
116435,"I called 3 times, emailed, even dropped in the office to leave note asking someone from billing team to call me back but cricket.",1,call time remain drop office leave note ask fill team cricket,"['call', 'call time', 'call time remain', 'call time remain drop', 'call time remain drop office', 'call time remain drop office leave', 'call time remain drop office leave note', 'call time remain drop office leave note ask', 'call time remain drop office leave note ask fill', 'call time remain drop office leave note ask fill team', 'call time remain drop office leave note ask fill team cricket', 'time', 'time remain', 'time remain drop', 'time remain drop office', 'time remain drop office leave', 'time remain drop office leave note', 'time remain drop office leave note ask', 'time remain drop office leave note ask fill', 'time remain drop office leave note ask fill team', 'time remain drop office leave note ask fill team cricket', 'remain', 'remain drop', 'remain drop office', 'remain drop office leave', 'remain drop office leave note', 'remain drop office leave note ask', 'remain drop office leave note ask fill', 'remain drop office leave note ask fill team', 'remain drop office leave note ask fill team cricket', 'drop', 'drop office', 'drop office leave', 'drop office leave note', 'drop office leave note ask', 'drop office leave note ask fill', 'drop office leave note ask fill team', 'drop office leave note ask fill team cricket', 'office', 'office leave', 'office leave note', 'office leave note ask', 'office leave note ask fill', 'office leave note ask fill team', 'office leave note ask fill team cricket', 'leave', 'leave note', 'leave note ask', 'leave note ask fill', 'leave note ask fill team', 'leave note ask fill team cricket', 'note', 'note ask', 'note ask fill', 'note ask fill team', 'note ask fill team cricket', 'ask', 'ask fill', 'ask fill team', 'ask fill team cricket', 'fill', 'fill team', 'fill team cricket', 'team', 'team cricket', 'cricket']",1,0,0,0,0,0,0,0,0.0246913580246913,0.0
184971,The whole staff are positive and answered all my many phone calls.,0,staff positive answer phone call,"['staff', 'staff positive', 'staff positive answer', 'staff positive answer phone', 'staff positive answer phone call', 'positive', 'positive answer', 'positive answer phone', 'positive answer phone call', 'answer', 'answer phone', 'answer phone call', 'phone', 'phone call', 'call']",0,0,0,0,0,1,0,0,0.0666666666666666,0.0
171435,He had a family emergency which I understood but I was already so anxious and needed to ask him questions for reassurance.,1,family emergency understand anxious need ask question assurance,"['family', 'family emergency', 'family emergency understand', 'family emergency understand anxious', 'family emergency understand anxious need', 'family emergency understand anxious need ask', 'family emergency understand anxious need ask question', 'family emergency understand anxious need ask question assurance', 'emergency', 'emergency understand', 'emergency understand anxious', 'emergency understand anxious need', 'emergency understand anxious need ask', 'emergency understand anxious need ask question', 'emergency understand anxious need ask question assurance', 'understand', 'understand anxious', 'understand anxious need', 'understand anxious need ask', 'understand anxious need ask question', 'understand anxious need ask question assurance', 'anxious', 'anxious need', 'anxious need ask', 'anxious need ask question', 'anxious need ask question assurance', 'need', 'need ask', 'need ask question', 'need ask question assurance', 'ask', 'ask question', 'ask question assurance', 'question', 'question assurance', 'assurance']",1,1,1,0,0,0,0,0,0.1176470588235294,0.0
60524,"I feel that she provides great medical care to me, that she listens to my concerns, and makes an effort to make sure that all my questions are answered.",0,feel provide great medical care listen concern make effort sure question answer,"['feel', 'feel provide', 'feel provide great', 'feel provide great medical', 'feel provide great medical care', 'feel provide great medical care listen', 'feel provide great medical care listen concern', 'feel provide great medical care listen concern make', 'feel provide great medical care listen concern make effort', 'feel provide great medical care listen concern make effort sure', 'feel provide great medical care listen concern make effort sure question', 'feel provide great medical care listen concern make effort sure question answer', 'provide', 'provide great', 'provide great medical', 'provide great medical care', 'provide great medical care listen', 'provide great medical care listen concern', 'provide great medical care listen concern make', 'provide great medical care listen concern make effort', 'provide great medical care listen concern make effort sure', 'provide great medical care listen concern make effort sure question', 'provide great medical care listen concern make effort sure question answer', 'great', 'great medical', 'great medical care', 'great medical care listen', 'great medical care listen concern', 'great medical care listen concern make', 'great medical care listen concern make effort', 'great medical care listen concern make effort sure', 'great medical care listen concern make effort sure question', 'great medical care listen concern make effort sure question answer', 'medical', 'medical care', 'medical care listen', 'medical care listen concern', 'medical care listen concern make', 'medical care listen concern make effort', 'medical care listen concern make effort sure', 'medical care listen concern make effort sure question', 'medical care listen concern make effort sure question answer', 'care', 'care listen', 'care listen concern', 'care listen concern make', 'care listen concern make effort', 'care listen concern make effort sure', 'care listen concern make effort sure question', 'care listen concern make effort sure question answer', 'listen', 'listen concern', 'listen concern make', 'listen concern make effort', 'listen concern make effort sure', 'listen concern make effort sure question', 'listen concern make effort sure question answer', 'concern', 'concern make', 'concern make effort', 'concern make effort sure', 'concern make effort sure question', 'concern make effort sure question answer', 'make', 'make effort', 'make effort sure', 'make effort sure question', 'make effort sure question answer', 'effort', 'effort sure', 'effort sure question', 'effort sure question answer', 'sure', 'sure question', 'sure question answer', 'question', 'question answer', 'answer']",0,0,1,0,1,1,0,0,0.064516129032258,0.0
112894,He will also refuse to start with the surgery you asked for first.,1,refuse start surgery ask,"['refuse', 'refuse start', 'refuse start surgery', 'refuse start surgery ask', 'start', 'start surgery', 'start surgery ask', 'surgery', 'surgery ask', 'ask']",1,0,0,0,0,0,0,0,0.08,0.0
181782,That is one thing I failed to do or ask before I booked.,1,thing fail ask book,"['thing', 'thing fail', 'thing fail ask', 'thing fail ask book', 'fail', 'fail ask', 'fail ask book', 'ask', 'ask book', 'book']",1,0,0,0,0,0,0,0,0.08,0.0
