commentId,comment,classification,comment_processed,word_phrase_list,thank,include,include susan,susan,susan walk,walk,similarity_score,regression_weight
169362,They walked me theough my options and answered questions I didn't even realize I had.,0,walk option answer question realize,"['walk', 'walk option', 'walk option answer', 'walk option answer question', 'walk option answer question realize', 'option', 'option answer', 'option answer question', 'option answer question realize', 'answer', 'answer question', 'answer question realize', 'question', 'question realize', 'realize']",0,0,0,0,0,1,0.08,0.0
109444,"Run, do not walk away from Dr. Kulak, I question her skills and recommendations.",1,run not walk away question skill recommendation,"['run', 'run not', 'run not walk', 'run not walk away', 'run not walk away question', 'run not walk away question skill', 'run not walk away question skill recommendation', 'not', 'not walk', 'not walk away', 'not walk away question', 'not walk away question skill', 'not walk away question skill recommendation', 'walk', 'walk away', 'walk away question', 'walk away question skill', 'walk away question skill recommendation', 'away', 'away question', 'away question skill', 'away question skill recommendation', 'question', 'question skill', 'question skill recommendation', 'skill', 'skill recommendation', 'recommendation']",0,0,0,0,0,1,0.0526315789473684,0.0
170315,They have so few machines and Ivs for their amount of Apts and walk ins.,1,machine act walk,"['machine', 'machine act', 'machine act walk', 'act', 'act walk', 'walk']",0,0,0,0,0,1,0.125,0.0
130568,They walked me through the process and Dr. Prasad injected restylane under my tear troughs and juvederm in my cheek area.,0,walk process inject restylane tear trough juvederm cheek area,"['walk', 'walk process', 'walk process inject', 'walk process inject restylane', 'walk process inject restylane tear', 'walk process inject restylane tear trough', 'walk process inject restylane tear trough juvederm', 'walk process inject restylane tear trough juvederm cheek', 'walk process inject restylane tear trough juvederm cheek area', 'process', 'process inject', 'process inject restylane', 'process inject restylane tear', 'process inject restylane tear trough', 'process inject restylane tear trough juvederm', 'process inject restylane tear trough juvederm cheek', 'process inject restylane tear trough juvederm cheek area', 'inject', 'inject restylane', 'inject restylane tear', 'inject restylane tear trough', 'inject restylane tear trough juvederm', 'inject restylane tear trough juvederm cheek', 'inject restylane tear trough juvederm cheek area', 'restylane', 'restylane tear', 'restylane tear trough', 'restylane tear trough juvederm', 'restylane tear trough juvederm cheek', 'restylane tear trough juvederm cheek area', 'tear', 'tear trough', 'tear trough juvederm', 'tear trough juvederm cheek', 'tear trough juvederm cheek area', 'trough', 'trough juvederm', 'trough juvederm cheek', 'trough juvederm cheek area', 'juvederm', 'juvederm cheek', 'juvederm cheek area', 'cheek', 'cheek area', 'area']",0,0,0,0,0,1,0.0363636363636363,0.0
116548,We cannot thank Dr Yeh enough for never giving up on us or let us give up on ourselves.,0,not thank dr give let,"['not', 'not thank', 'not thank dr', 'not thank dr give', 'not thank dr give let', 'thank', 'thank dr', 'thank dr give', 'thank dr give let', 'dr', 'dr give', 'dr give let', 'give', 'give let', 'let']",1,0,0,0,0,0,0.08,0.0
162096,"After completing physical therapy, I have maintained a daily schedule which includes: stretching the nerves in both legs, strengthening exercises to make the back",0,complete physical therapy maintain schedule include stretch nerve leg strengthen exercise,"['complete', 'complete physical', 'complete physical therapy', 'complete physical therapy maintain', 'complete physical therapy maintain schedule', 'complete physical therapy maintain schedule include', 'complete physical therapy maintain schedule include stretch', 'complete physical therapy maintain schedule include stretch nerve', 'complete physical therapy maintain schedule include stretch nerve leg', 'complete physical therapy maintain schedule include stretch nerve leg strengthen', 'complete physical therapy maintain schedule include stretch nerve leg strengthen exercise', 'physical', 'physical therapy', 'physical therapy maintain', 'physical therapy maintain schedule', 'physical therapy maintain schedule include', 'physical therapy maintain schedule include stretch', 'physical therapy maintain schedule include stretch nerve', 'physical therapy maintain schedule include stretch nerve leg', 'physical therapy maintain schedule include stretch nerve leg strengthen', 'physical therapy maintain schedule include stretch nerve leg strengthen exercise', 'therapy', 'therapy maintain', 'therapy maintain schedule', 'therapy maintain schedule include', 'therapy maintain schedule include stretch', 'therapy maintain schedule include stretch nerve', 'therapy maintain schedule include stretch nerve leg', 'therapy maintain schedule include stretch nerve leg strengthen', 'therapy maintain schedule include stretch nerve leg strengthen exercise', 'maintain', 'maintain schedule', 'maintain schedule include', 'maintain schedule include stretch', 'maintain schedule include stretch nerve', 'maintain schedule include stretch nerve leg', 'maintain schedule include stretch nerve leg strengthen', 'maintain schedule include stretch nerve leg strengthen exercise', 'schedule', 'schedule include', 'schedule include stretch', 'schedule include stretch nerve', 'schedule include stretch nerve leg', 'schedule include stretch nerve leg strengthen', 'schedule include stretch nerve leg strengthen exercise', 'include', 'include stretch', 'include stretch nerve', 'include stretch nerve leg', 'include stretch nerve leg strengthen', 'include stretch nerve leg strengthen exercise', 'stretch', 'stretch nerve', 'stretch nerve leg', 'stretch nerve leg strengthen', 'stretch nerve leg strengthen exercise', 'nerve', 'nerve leg', 'nerve leg strengthen', 'nerve leg strengthen exercise', 'leg', 'leg strengthen', 'leg strengthen exercise', 'strengthen', 'strengthen exercise', 'exercise']",0,1,0,0,0,0,0.0263157894736842,0.0
185415,"didn't trust anyone to do my surgery ex him ,thank you so much dr lee you are my hero ?",0,trust surgery ex thank hero,"['trust', 'trust surgery', 'trust surgery ex', 'trust surgery ex thank', 'trust surgery ex thank hero', 'surgery', 'surgery ex', 'surgery ex thank', 'surgery ex thank hero', 'ex', 'ex thank', 'ex thank hero', 'thank', 'thank hero', 'hero']",1,0,0,0,0,0,0.08,0.0
147568,Thank you will never be enough to pay her back.,0,thank pay,"['thank', 'thank pay', 'pay']",1,0,0,0,0,0,0.1538461538461538,0.0
117717,"My clothes fit much better, including swimwear.",0,clothe fit good include swimmer,"['clothe', 'clothe fit', 'clothe fit good', 'clothe fit good include', 'clothe fit good include swimmer', 'fit', 'fit good', 'fit good include', 'fit good include swimmer', 'good', 'good include', 'good include swimmer', 'include', 'include swimmer', 'swimmer']",0,1,0,0,0,0,0.08,0.0
117227,When I walked in I automatically knew I was going to like it here.,0,walk automatically know go like,"['walk', 'walk automatically', 'walk automatically know', 'walk automatically know go', 'walk automatically know go like', 'automatically', 'automatically know', 'automatically know go', 'automatically know go like', 'know', 'know go', 'know go like', 'go', 'go like', 'like']",0,0,0,0,0,1,0.08,0.0
129156,They allow me to walk in and have my dog's medicine renewed which is very helpful to me.,0,allow walk dog medicine renew helpful,"['allow', 'allow walk', 'allow walk dog', 'allow walk dog medicine', 'allow walk dog medicine renew', 'allow walk dog medicine renew helpful', 'walk', 'walk dog', 'walk dog medicine', 'walk dog medicine renew', 'walk dog medicine renew helpful', 'dog', 'dog medicine', 'dog medicine renew', 'dog medicine renew helpful', 'medicine', 'medicine renew', 'medicine renew helpful', 'renew', 'renew helpful', 'helpful']",0,0,0,0,0,1,0.064516129032258,0.0
133097,The attentiveness and service I was given was amazing they genuinely care about the patients well being thank you Dr Esmaeili,0,attentiveness service give amaze genuinely care patient thank,"['attentiveness', 'attentiveness service', 'attentiveness service give', 'attentiveness service give amaze', 'attentiveness service give amaze genuinely', 'attentiveness service give amaze genuinely care', 'attentiveness service give amaze genuinely care patient', 'attentiveness service give amaze genuinely care patient thank', 'service', 'service give', 'service give amaze', 'service give amaze genuinely', 'service give amaze genuinely care', 'service give amaze genuinely care patient', 'service give amaze genuinely care patient thank', 'give', 'give amaze', 'give amaze genuinely', 'give amaze genuinely care', 'give amaze genuinely care patient', 'give amaze genuinely care patient thank', 'amaze', 'amaze genuinely', 'amaze genuinely care', 'amaze genuinely care patient', 'amaze genuinely care patient thank', 'genuinely', 'genuinely care', 'genuinely care patient', 'genuinely care patient thank', 'care', 'care patient', 'care patient thank', 'patient', 'patient thank', 'thank']",1,0,0,0,0,0,0.0434782608695652,0.0
161670,Exceptional bedside manner from walking into the office all the way through checking in on his patients.,0,exceptional bedside manner walk office way check patient,"['exceptional', 'exceptional bedside', 'exceptional bedside manner', 'exceptional bedside manner walk', 'exceptional bedside manner walk office', 'exceptional bedside manner walk office way', 'exceptional bedside manner walk office way check', 'exceptional bedside manner walk office way check patient', 'bedside', 'bedside manner', 'bedside manner walk', 'bedside manner walk office', 'bedside manner walk office way', 'bedside manner walk office way check', 'bedside manner walk office way check patient', 'manner', 'manner walk', 'manner walk office', 'manner walk office way', 'manner walk office way check', 'manner walk office way check patient', 'walk', 'walk office', 'walk office way', 'walk office way check', 'walk office way check patient', 'office', 'office way', 'office way check', 'office way check patient', 'way', 'way check', 'way check patient', 'check', 'check patient', 'patient']",0,0,0,0,0,1,0.0434782608695652,0.0
94012,I just loved them from the moment I walked in!,0,love moment walk,"['love', 'love moment', 'love moment walk', 'moment', 'moment walk', 'walk']",0,0,0,0,0,1,0.125,0.0
143733,The high energy and encouragement when you walk into the door is contagious.,0,high energy encouragement walk door contagious,"['high', 'high energy', 'high energy encouragement', 'high energy encouragement walk', 'high energy encouragement walk door', 'high energy encouragement walk door contagious', 'energy', 'energy encouragement', 'energy encouragement walk', 'energy encouragement walk door', 'energy encouragement walk door contagious', 'encouragement', 'encouragement walk', 'encouragement walk door', 'encouragement walk door contagious', 'walk', 'walk door', 'walk door contagious', 'door', 'door contagious', 'contagious']",0,0,0,0,0,1,0.064516129032258,0.0
88974,I walked into my surgery without a worry in the world.,0,walk surgery worry world,"['walk', 'walk surgery', 'walk surgery worry', 'walk surgery worry world', 'surgery', 'surgery worry', 'surgery worry world', 'worry', 'worry world', 'world']",0,0,0,0,0,1,0.1,0.0
152936,"The last time I went, I waited for almost 90 minutes before walking out the door never to return",1,time go wait walk door return,"['time', 'time go', 'time go wait', 'time go wait walk', 'time go wait walk door', 'time go wait walk door return', 'go', 'go wait', 'go wait walk', 'go wait walk door', 'go wait walk door return', 'wait', 'wait walk', 'wait walk door', 'wait walk door return', 'walk', 'walk door', 'walk door return', 'door', 'door return', 'return']",0,0,0,0,0,1,0.064516129032258,0.0
115999,Dr. Schlesinger has been nothing but amazing from the day I walked in for my consultation.,0,amaze walk consultation,"['amaze', 'amaze walk', 'amaze walk consultation', 'walk', 'walk consultation', 'consultation']",0,0,0,0,0,1,0.125,0.0
88009,"Big thank you to the staff at Englewood, NJ medical center!",0,big thank staff englewood no medical center,"['big', 'big thank', 'big thank staff', 'big thank staff englewood', 'big thank staff englewood no', 'big thank staff englewood no medical', 'big thank staff englewood no medical center', 'thank', 'thank staff', 'thank staff englewood', 'thank staff englewood no', 'thank staff englewood no medical', 'thank staff englewood no medical center', 'staff', 'staff englewood', 'staff englewood no', 'staff englewood no medical', 'staff englewood no medical center', 'englewood', 'englewood no', 'englewood no medical', 'englewood no medical center', 'no', 'no medical', 'no medical center', 'medical', 'medical center', 'center']",1,0,0,0,0,0,0.0526315789473684,0.0
173997,once I walk out of there that I'm satisfied with the treatment I have been given .,0,walk satisfy treatment give,"['walk', 'walk satisfy', 'walk satisfy treatment', 'walk satisfy treatment give', 'satisfy', 'satisfy treatment', 'satisfy treatment give', 'treatment', 'treatment give', 'give']",0,0,0,0,0,1,0.1,0.0
89070,and from the moment I walked in I knew I had found my doctors office.,0,moment walk know find doctor office,"['moment', 'moment walk', 'moment walk know', 'moment walk know find', 'moment walk know find doctor', 'moment walk know find doctor office', 'walk', 'walk know', 'walk know find', 'walk know find doctor', 'walk know find doctor office', 'know', 'know find', 'know find doctor', 'know find doctor office', 'find', 'find doctor', 'find doctor office', 'doctor', 'doctor office', 'office']",0,0,0,0,0,1,0.064516129032258,0.0
142152,Thank you Dr. Lowney and staff!!!!,0,thank dr money staff,"['thank', 'thank dr', 'thank dr money', 'thank dr money staff', 'dr', 'dr money', 'dr money staff', 'money', 'money staff', 'staff']",1,0,0,0,0,0,0.1,0.0
102255,Easily twice as expensive as his competitors. 2200 for a root canal not including crown.,1,easily twice expensive rival root canal not include crown,"['easily', 'easily twice', 'easily twice expensive', 'easily twice expensive rival', 'easily twice expensive rival root', 'easily twice expensive rival root canal', 'easily twice expensive rival root canal not', 'easily twice expensive rival root canal not include', 'easily twice expensive rival root canal not include crown', 'twice', 'twice expensive', 'twice expensive rival', 'twice expensive rival root', 'twice expensive rival root canal', 'twice expensive rival root canal not', 'twice expensive rival root canal not include', 'twice expensive rival root canal not include crown', 'expensive', 'expensive rival', 'expensive rival root', 'expensive rival root canal', 'expensive rival root canal not', 'expensive rival root canal not include', 'expensive rival root canal not include crown', 'rival', 'rival root', 'rival root canal', 'rival root canal not', 'rival root canal not include', 'rival root canal not include crown', 'root', 'root canal', 'root canal not', 'root canal not include', 'root canal not include crown', 'canal', 'canal not', 'canal not include', 'canal not include crown', 'not', 'not include', 'not include crown', 'include', 'include crown', 'crown']",0,1,0,0,0,0,0.0363636363636363,0.0
143668,Thank you SD Body Contouring!,0,thank south dakota body contort,"['thank', 'thank south', 'thank south dakota', 'thank south dakota body', 'thank south dakota body contort', 'south', 'south dakota', 'south dakota body', 'south dakota body contort', 'dakota', 'dakota body', 'dakota body contort', 'body', 'body contort', 'contort']",1,0,0,0,0,0,0.08,0.0
158397,I liked being able to just walk in any time and the prices are right!!!!,0,like able walk time price right,"['like', 'like able', 'like able walk', 'like able walk time', 'like able walk time price', 'like able walk time price right', 'able', 'able walk', 'able walk time', 'able walk time price', 'able walk time price right', 'walk', 'walk time', 'walk time price', 'walk time price right', 'time', 'time price', 'time price right', 'price', 'price right', 'right']",0,0,0,0,0,1,0.064516129032258,0.0
123197,They make it easy to set up your follow up's and seem upbeat when you walk through the doors.,0,easy set follow beat walk door,"['easy', 'easy set', 'easy set follow', 'easy set follow beat', 'easy set follow beat walk', 'easy set follow beat walk door', 'set', 'set follow', 'set follow beat', 'set follow beat walk', 'set follow beat walk door', 'follow', 'follow beat', 'follow beat walk', 'follow beat walk door', 'beat', 'beat walk', 'beat walk door', 'walk', 'walk door', 'door']",0,0,0,0,0,1,0.064516129032258,0.0
135147,"Adios, farewell, and good riddance, thank the Lord this practice does not dominate the dermatology field as they once did many years ago.",1,lady farewell good radiance thank lord practice not dominate dermatology field,"['lady', 'lady farewell', 'lady farewell good', 'lady farewell good radiance', 'lady farewell good radiance thank', 'lady farewell good radiance thank lord', 'lady farewell good radiance thank lord practice', 'lady farewell good radiance thank lord practice not', 'lady farewell good radiance thank lord practice not dominate', 'lady farewell good radiance thank lord practice not dominate dermatology', 'lady farewell good radiance thank lord practice not dominate dermatology field', 'farewell', 'farewell good', 'farewell good radiance', 'farewell good radiance thank', 'farewell good radiance thank lord', 'farewell good radiance thank lord practice', 'farewell good radiance thank lord practice not', 'farewell good radiance thank lord practice not dominate', 'farewell good radiance thank lord practice not dominate dermatology', 'farewell good radiance thank lord practice not dominate dermatology field', 'good', 'good radiance', 'good radiance thank', 'good radiance thank lord', 'good radiance thank lord practice', 'good radiance thank lord practice not', 'good radiance thank lord practice not dominate', 'good radiance thank lord practice not dominate dermatology', 'good radiance thank lord practice not dominate dermatology field', 'radiance', 'radiance thank', 'radiance thank lord', 'radiance thank lord practice', 'radiance thank lord practice not', 'radiance thank lord practice not dominate', 'radiance thank lord practice not dominate dermatology', 'radiance thank lord practice not dominate dermatology field', 'thank', 'thank lord', 'thank lord practice', 'thank lord practice not', 'thank lord practice not dominate', 'thank lord practice not dominate dermatology', 'thank lord practice not dominate dermatology field', 'lord', 'lord practice', 'lord practice not', 'lord practice not dominate', 'lord practice not dominate dermatology', 'lord practice not dominate dermatology field', 'practice', 'practice not', 'practice not dominate', 'practice not dominate dermatology', 'practice not dominate dermatology field', 'not', 'not dominate', 'not dominate dermatology', 'not dominate dermatology field', 'dominate', 'dominate dermatology', 'dominate dermatology field', 'dermatology', 'dermatology field', 'field']",1,0,0,0,0,0,0.0263157894736842,0.0
76517,then included it in her typed notes which she gave to me at the end of the visit.,0,include type note give end visit,"['include', 'include type', 'include type note', 'include type note give', 'include type note give end', 'include type note give end visit', 'type', 'type note', 'type note give', 'type note give end', 'type note give end visit', 'note', 'note give', 'note give end', 'note give end visit', 'give', 'give end', 'give end visit', 'end', 'end visit', 'visit']",0,1,0,0,0,0,0.064516129032258,0.0
92450,for the first time ever some days I can not even walk.,1,time not walk,"['time', 'time not', 'time not walk', 'not', 'not walk', 'walk']",0,0,0,0,0,1,0.125,0.0
159407,"After the procedure was over, I was up and walking within a few minutes of waking up.",0,procedure walk wake,"['procedure', 'procedure walk', 'procedure walk wake', 'walk', 'walk wake', 'wake']",0,0,0,0,0,1,0.125,0.0
128880,I will never be able to thank you enough Dr. Doody!,0,able thank dr moody,"['able', 'able thank', 'able thank dr', 'able thank dr moody', 'thank', 'thank dr', 'thank dr moody', 'dr', 'dr moody', 'moody']",1,0,0,0,0,0,0.1,0.0
144005,Everyone including dr Ballard was very tentative and listened to everything I said,0,include dr ballad tentative listen say,"['include', 'include dr', 'include dr ballad', 'include dr ballad tentative', 'include dr ballad tentative listen', 'include dr ballad tentative listen say', 'dr', 'dr ballad', 'dr ballad tentative', 'dr ballad tentative listen', 'dr ballad tentative listen say', 'ballad', 'ballad tentative', 'ballad tentative listen', 'ballad tentative listen say', 'tentative', 'tentative listen', 'tentative listen say', 'listen', 'listen say', 'say']",0,1,0,0,0,0,0.064516129032258,0.0
121351,"I said to the consultant I already spent $13,500 and I thought any necessary corrections would be included in the $13,500.",1,say adviser spend think necessary correction include,"['say', 'say adviser', 'say adviser spend', 'say adviser spend think', 'say adviser spend think necessary', 'say adviser spend think necessary correction', 'say adviser spend think necessary correction include', 'adviser', 'adviser spend', 'adviser spend think', 'adviser spend think necessary', 'adviser spend think necessary correction', 'adviser spend think necessary correction include', 'spend', 'spend think', 'spend think necessary', 'spend think necessary correction', 'spend think necessary correction include', 'think', 'think necessary', 'think necessary correction', 'think necessary correction include', 'necessary', 'necessary correction', 'necessary correction include', 'correction', 'correction include', 'include']",0,1,0,0,0,0,0.0526315789473684,0.0
115526,Thank you Dr. Halaas! ?My results are unbelievable.,0,thank result unbelievable,"['thank', 'thank result', 'thank result unbelievable', 'result', 'result unbelievable', 'unbelievable']",1,0,0,0,0,0,0.125,0.0
112860,I walked out on this appt.,1,walk apt,"['walk', 'walk apt', 'apt']",0,0,0,0,0,1,0.1538461538461538,0.0
102988,After 2 knee replacements I am finally walking with no pain!!,0,knee replacement finally walk no pain,"['knee', 'knee replacement', 'knee replacement finally', 'knee replacement finally walk', 'knee replacement finally walk no', 'knee replacement finally walk no pain', 'replacement', 'replacement finally', 'replacement finally walk', 'replacement finally walk no', 'replacement finally walk no pain', 'finally', 'finally walk', 'finally walk no', 'finally walk no pain', 'walk', 'walk no', 'walk no pain', 'no', 'no pain', 'pain']",0,0,0,0,0,1,0.064516129032258,0.0
142155,I cant thank everyone for all the time and effort they took in my aftercare.,0,thank time effort take subsequently,"['thank', 'thank time', 'thank time effort', 'thank time effort take', 'thank time effort take subsequently', 'time', 'time effort', 'time effort take', 'time effort take subsequently', 'effort', 'effort take', 'effort take subsequently', 'take', 'take subsequently', 'subsequently']",1,0,0,0,0,0,0.08,0.0
116713,Thank you so much Dr. Naraghi for your professionalism and comfort I so much needed.,0,thank dr naraghi professionalism comfort need,"['thank', 'thank dr', 'thank dr naraghi', 'thank dr naraghi professionalism', 'thank dr naraghi professionalism comfort', 'thank dr naraghi professionalism comfort need', 'dr', 'dr naraghi', 'dr naraghi professionalism', 'dr naraghi professionalism comfort', 'dr naraghi professionalism comfort need', 'naraghi', 'naraghi professionalism', 'naraghi professionalism comfort', 'naraghi professionalism comfort need', 'professionalism', 'professionalism comfort', 'professionalism comfort need', 'comfort', 'comfort need', 'need']",1,0,0,0,0,0,0.064516129032258,0.0
70479,Thank you for being patient with me with all my long treatments.,0,thank patient long treatment,"['thank', 'thank patient', 'thank patient long', 'thank patient long treatment', 'patient', 'patient long', 'patient long treatment', 'long', 'long treatment', 'treatment']",1,0,0,0,0,0,0.1,0.0
130036,Thank you anyway Dr Betchart.,0,thank dr betchart,"['thank', 'thank dr', 'thank dr betchart', 'dr', 'dr betchart', 'betchart']",1,0,0,0,0,0,0.125,0.0
167937,I'm walking out of dr. Sucgang's office right now feeling pretty darn great.,0,walk dr sucgangs office right feel pretty dark great,"['walk', 'walk dr', 'walk dr sucgangs', 'walk dr sucgangs office', 'walk dr sucgangs office right', 'walk dr sucgangs office right feel', 'walk dr sucgangs office right feel pretty', 'walk dr sucgangs office right feel pretty dark', 'walk dr sucgangs office right feel pretty dark great', 'dr', 'dr sucgangs', 'dr sucgangs office', 'dr sucgangs office right', 'dr sucgangs office right feel', 'dr sucgangs office right feel pretty', 'dr sucgangs office right feel pretty dark', 'dr sucgangs office right feel pretty dark great', 'sucgangs', 'sucgangs office', 'sucgangs office right', 'sucgangs office right feel', 'sucgangs office right feel pretty', 'sucgangs office right feel pretty dark', 'sucgangs office right feel pretty dark great', 'office', 'office right', 'office right feel', 'office right feel pretty', 'office right feel pretty dark', 'office right feel pretty dark great', 'right', 'right feel', 'right feel pretty', 'right feel pretty dark', 'right feel pretty dark great', 'feel', 'feel pretty', 'feel pretty dark', 'feel pretty dark great', 'pretty', 'pretty dark', 'pretty dark great', 'dark', 'dark great', 'great']",0,0,0,0,0,1,0.0363636363636363,0.0
95322,and my Lipo Thank you very much !!!.,0,lip thank,"['lip', 'lip thank', 'thank']",1,0,0,0,0,0,0.1538461538461538,0.0
120207,Thank you,0,thank,['thank'],1,0,0,0,0,0,0.1818181818181818,0.0
168507,"From the minute I first walked into the lobby on the day of the procedure until I walked out the door, the experience was stupendous!",0,walk lobby procedure walk door experience colossal,"['walk', 'walk lobby', 'walk lobby procedure', 'walk lobby procedure walk', 'walk lobby procedure walk door', 'walk lobby procedure walk door experience', 'walk lobby procedure walk door experience colossal', 'lobby', 'lobby procedure', 'lobby procedure walk', 'lobby procedure walk door', 'lobby procedure walk door experience', 'lobby procedure walk door experience colossal', 'procedure', 'procedure walk', 'procedure walk door', 'procedure walk door experience', 'procedure walk door experience colossal', 'walk', 'walk door', 'walk door experience', 'walk door experience colossal', 'door', 'door experience', 'door experience colossal', 'experience', 'experience colossal', 'colossal']",0,0,0,0,0,1,0.0526315789473684,0.0
123159,"I am able to walk without pain, and most of my other symptoms have dissipated.",0,able walk pain symptom dissipate,"['able', 'able walk', 'able walk pain', 'able walk pain symptom', 'able walk pain symptom dissipate', 'walk', 'walk pain', 'walk pain symptom', 'walk pain symptom dissipate', 'pain', 'pain symptom', 'pain symptom dissipate', 'symptom', 'symptom dissipate', 'dissipate']",0,0,0,0,0,1,0.08,0.0
170386,I walked in with a pain level of 3 and left with only a 1.5.,0,walk pain level leave,"['walk', 'walk pain', 'walk pain level', 'walk pain level leave', 'pain', 'pain level', 'pain level leave', 'level', 'level leave', 'leave']",0,0,0,0,0,1,0.1,0.0
93664,I will say every thing from the time I walked into the door I felt wonderful.,0,thing time walk door feel fantastic,"['thing', 'thing time', 'thing time walk', 'thing time walk door', 'thing time walk door feel', 'thing time walk door feel fantastic', 'time', 'time walk', 'time walk door', 'time walk door feel', 'time walk door feel fantastic', 'walk', 'walk door', 'walk door feel', 'walk door feel fantastic', 'door', 'door feel', 'door feel fantastic', 'feel', 'feel fantastic', 'fantastic']",0,0,0,0,0,1,0.064516129032258,0.0
116553,and professional services of dr Mittman I hope he stays with this office for many years to come in good health thank you.,0,professional service hope stay office come good health thank,"['professional', 'professional service', 'professional service hope', 'professional service hope stay', 'professional service hope stay office', 'professional service hope stay office come', 'professional service hope stay office come good', 'professional service hope stay office come good health', 'professional service hope stay office come good health thank', 'service', 'service hope', 'service hope stay', 'service hope stay office', 'service hope stay office come', 'service hope stay office come good', 'service hope stay office come good health', 'service hope stay office come good health thank', 'hope', 'hope stay', 'hope stay office', 'hope stay office come', 'hope stay office come good', 'hope stay office come good health', 'hope stay office come good health thank', 'stay', 'stay office', 'stay office come', 'stay office come good', 'stay office come good health', 'stay office come good health thank', 'office', 'office come', 'office come good', 'office come good health', 'office come good health thank', 'come', 'come good', 'come good health', 'come good health thank', 'good', 'good health', 'good health thank', 'health', 'health thank', 'thank']",1,0,0,0,0,0,0.0363636363636363,0.0
108273,Doctor Nachwalter found that I had been walking around with a fractured spine for three years something several other doctors overlooked.,0,doctor nachwalter find walk fracture spine doctor overlook,"['doctor', 'doctor nachwalter', 'doctor nachwalter find', 'doctor nachwalter find walk', 'doctor nachwalter find walk fracture', 'doctor nachwalter find walk fracture spine', 'doctor nachwalter find walk fracture spine doctor', 'doctor nachwalter find walk fracture spine doctor overlook', 'nachwalter', 'nachwalter find', 'nachwalter find walk', 'nachwalter find walk fracture', 'nachwalter find walk fracture spine', 'nachwalter find walk fracture spine doctor', 'nachwalter find walk fracture spine doctor overlook', 'find', 'find walk', 'find walk fracture', 'find walk fracture spine', 'find walk fracture spine doctor', 'find walk fracture spine doctor overlook', 'walk', 'walk fracture', 'walk fracture spine', 'walk fracture spine doctor', 'walk fracture spine doctor overlook', 'fracture', 'fracture spine', 'fracture spine doctor', 'fracture spine doctor overlook', 'spine', 'spine doctor', 'spine doctor overlook', 'doctor', 'doctor overlook', 'overlook']",0,0,0,0,0,1,0.0434782608695652,0.0
60044,They operated a month before and my foot is better and I am walking again,0,operate foot good walk,"['operate', 'operate foot', 'operate foot good', 'operate foot good walk', 'foot', 'foot good', 'foot good walk', 'good', 'good walk', 'walk']",0,0,0,0,0,1,0.1,0.0
134813,All he could tell me I will refer me to a hip Doc thank you for your help,0,tell refer hip thank help,"['tell', 'tell refer', 'tell refer hip', 'tell refer hip thank', 'tell refer hip thank help', 'refer', 'refer hip', 'refer hip thank', 'refer hip thank help', 'hip', 'hip thank', 'hip thank help', 'thank', 'thank help', 'help']",1,0,0,0,0,0,0.08,0.0
97204,The entire staff including all the dr's are very friendly and informative.,0,entire staff include dry friendly information,"['entire', 'entire staff', 'entire staff include', 'entire staff include dry', 'entire staff include dry friendly', 'entire staff include dry friendly information', 'staff', 'staff include', 'staff include dry', 'staff include dry friendly', 'staff include dry friendly information', 'include', 'include dry', 'include dry friendly', 'include dry friendly information', 'dry', 'dry friendly', 'dry friendly information', 'friendly', 'friendly information', 'information']",0,1,0,0,0,0,0.064516129032258,0.0
84689,thank you Dr. Sand for everything you did,0,thank dr sand,"['thank', 'thank dr', 'thank dr sand', 'dr', 'dr sand', 'sand']",1,0,0,0,0,0,0.125,0.0
129856,No time in the hospital and I can walk with out pain.,0,no time hospital walk pain,"['no', 'no time', 'no time hospital', 'no time hospital walk', 'no time hospital walk pain', 'time', 'time hospital', 'time hospital walk', 'time hospital walk pain', 'hospital', 'hospital walk', 'hospital walk pain', 'walk', 'walk pain', 'pain']",0,0,0,0,0,1,0.08,0.0
120226,Thank you!,0,thank,['thank'],1,0,0,0,0,0,0.1818181818181818,0.0
101270,Dr. Habib gave me the gift of confidence/ Thank you!,0,give gift confidence thank,"['give', 'give gift', 'give gift confidence', 'give gift confidence thank', 'gift', 'gift confidence', 'gift confidence thank', 'confidence', 'confidence thank', 'thank']",1,0,0,0,0,0,0.1,0.0
85336,and as soon as I walked in I knew I was the right place.,0,soon walk know right place,"['soon', 'soon walk', 'soon walk know', 'soon walk know right', 'soon walk know right place', 'walk', 'walk know', 'walk know right', 'walk know right place', 'know', 'know right', 'know right place', 'right', 'right place', 'place']",0,0,0,0,0,1,0.08,0.0
173677,Thank you Jonathan you made a world of difference in my son already!!!!,0,thank world difference son,"['thank', 'thank world', 'thank world difference', 'thank world difference son', 'world', 'world difference', 'world difference son', 'difference', 'difference son', 'son']",1,0,0,0,0,0,0.1,0.0
82487,A huge thank you to all but especially to Shar and Dr. Low,0,huge thank especially scar,"['huge', 'huge thank', 'huge thank especially', 'huge thank especially scar', 'thank', 'thank especially', 'thank especially scar', 'especially', 'especially scar', 'scar']",1,0,0,0,0,0,0.1,0.0
82233,From the very first day we walked in they treated us like family,0,walk treat like family,"['walk', 'walk treat', 'walk treat like', 'walk treat like family', 'treat', 'treat like', 'treat like family', 'like', 'like family', 'family']",0,0,0,0,0,1,0.1,0.0
