commentId,comment,classification,comment_processed,word_phrase_list,concern,concern acknowledge,acknowledge,similarity_score
178045,"but after expressing concerns on communication, marked improvements have been noted.",0,express concern communication mark improvement note,"['express', 'express concern', 'express concern communication', 'express concern communication mark', 'express concern communication mark improvement', 'express concern communication mark improvement note', 'concern', 'concern communication', 'concern communication mark', 'concern communication mark improvement', 'concern communication mark improvement note', 'communication', 'communication mark', 'communication mark improvement', 'communication mark improvement note', 'mark', 'mark improvement', 'mark improvement note', 'improvement', 'improvement note', 'note']",1,0,0,0.5
86012,Makes me feel at ease with the level of service and how they listen to my concerns as a parent and not looking,0,make feel ease level service listen concern parent look,"['make', 'make feel', 'make feel ease', 'make feel ease level', 'make feel ease level service', 'make feel ease level service listen', 'make feel ease level service listen concern', 'make feel ease level service listen concern parent', 'make feel ease level service listen concern parent look', 'feel', 'feel ease', 'feel ease level', 'feel ease level service', 'feel ease level service listen', 'feel ease level service listen concern', 'feel ease level service listen concern parent', 'feel ease level service listen concern parent look', 'ease', 'ease level', 'ease level service', 'ease level service listen', 'ease level service listen concern', 'ease level service listen concern parent', 'ease level service listen concern parent look', 'level', 'level service', 'level service listen', 'level service listen concern', 'level service listen concern parent', 'level service listen concern parent look', 'service', 'service listen', 'service listen concern', 'service listen concern parent', 'service listen concern parent look', 'listen', 'listen concern', 'listen concern parent', 'listen concern parent look', 'concern', 'concern parent', 'concern parent look', 'parent', 'parent look', 'look']",1,0,0,0.5
131886,"After hearing my concerns, he prescribed a treatment plan that greatly improved my condition and I am very happy with my results.",0,hearing concern prescribed treatment plan greatly improved condition happy result,"['hearing', 'hearing concern', 'hearing concern prescribed', 'hearing concern prescribed treatment', 'hearing concern prescribed treatment plan', 'hearing concern prescribed treatment plan greatly', 'hearing concern prescribed treatment plan greatly improved', 'hearing concern prescribed treatment plan greatly improved condition', 'hearing concern prescribed treatment plan greatly improved condition happy', 'hearing concern prescribed treatment plan greatly improved condition happy result', 'concern', 'concern prescribed', 'concern prescribed treatment', 'concern prescribed treatment plan', 'concern prescribed treatment plan greatly', 'concern prescribed treatment plan greatly improved', 'concern prescribed treatment plan greatly improved condition', 'concern prescribed treatment plan greatly improved condition happy', 'concern prescribed treatment plan greatly improved condition happy result', 'prescribed', 'prescribed treatment', 'prescribed treatment plan', 'prescribed treatment plan greatly', 'prescribed treatment plan greatly improved', 'prescribed treatment plan greatly improved condition', 'prescribed treatment plan greatly improved condition happy', 'prescribed treatment plan greatly improved condition happy result', 'treatment', 'treatment plan', 'treatment plan greatly', 'treatment plan greatly improved', 'treatment plan greatly improved condition', 'treatment plan greatly improved condition happy', 'treatment plan greatly improved condition happy result', 'plan', 'plan greatly', 'plan greatly improved', 'plan greatly improved condition', 'plan greatly improved condition happy', 'plan greatly improved condition happy result', 'greatly', 'greatly improved', 'greatly improved condition', 'greatly improved condition happy', 'greatly improved condition happy result', 'improved', 'improved condition', 'improved condition happy', 'improved condition happy result', 'condition', 'condition happy', 'condition happy result', 'happy', 'happy result', 'result']",1,0,0,0.5
64746,They delighted me with true concern for my needs.,0,delight true concern need,"['delight', 'delight true', 'delight true concern', 'delight true concern need', 'true', 'true concern', 'true concern need', 'concern', 'concern need', 'need']",1,0,0,0.5
170526,I was told to take the antibiotics and there was no concern.,1,tell antibiotic concern,"['tell', 'tell antibiotic', 'tell antibiotic concern', 'antibiotic', 'antibiotic concern', 'concern']",1,0,0,0.5
179353,He was almost 2 hours late and when I tried to express concerns about how much he would be reducing my chin,1,late try express concern reduce chin,"['late', 'late try', 'late try express', 'late try express concern', 'late try express concern reduce', 'late try express concern reduce chin', 'try', 'try express', 'try express concern', 'try express concern reduce', 'try express concern reduce chin', 'express', 'express concern', 'express concern reduce', 'express concern reduce chin', 'concern', 'concern reduce', 'concern reduce chin', 'reduce', 'reduce chin', 'chin']",1,0,0,0.5
75871,We visited him about husbands nose and he was able to answer all his questions and concerns.,0,visit husband nose able answer question concern,"['visit', 'visit husband', 'visit husband nose', 'visit husband nose able', 'visit husband nose able answer', 'visit husband nose able answer question', 'visit husband nose able answer question concern', 'husband', 'husband nose', 'husband nose able', 'husband nose able answer', 'husband nose able answer question', 'husband nose able answer question concern', 'nose', 'nose able', 'nose able answer', 'nose able answer question', 'nose able answer question concern', 'able', 'able answer', 'able answer question', 'able answer question concern', 'answer', 'answer question', 'answer question concern', 'question', 'question concern', 'concern']",1,0,0,0.5
123299,"Very personable, sits and talks with me and always makes sure if I have any concerns or questions he addresses them.",0,personal sit talk make sure concern question address,"['personal', 'personal sit', 'personal sit talk', 'personal sit talk make', 'personal sit talk make sure', 'personal sit talk make sure concern', 'personal sit talk make sure concern question', 'personal sit talk make sure concern question address', 'sit', 'sit talk', 'sit talk make', 'sit talk make sure', 'sit talk make sure concern', 'sit talk make sure concern question', 'sit talk make sure concern question address', 'talk', 'talk make', 'talk make sure', 'talk make sure concern', 'talk make sure concern question', 'talk make sure concern question address', 'make', 'make sure', 'make sure concern', 'make sure concern question', 'make sure concern question address', 'sure', 'sure concern', 'sure concern question', 'sure concern question address', 'concern', 'concern question', 'concern question address', 'question', 'question address', 'address']",1,0,0,0.5
118599,"Dr. Vaccaro specifically showed kindness, consideration, honesty, concerning my medical needs for lower spinal issue.",0,dr vaccaro specifically show kindness consideration honesty concern medical need low spinal issue,"['dr', 'dr vaccaro', 'dr vaccaro specifically', 'dr vaccaro specifically show', 'dr vaccaro specifically show kindness', 'dr vaccaro specifically show kindness consideration', 'dr vaccaro specifically show kindness consideration honesty', 'dr vaccaro specifically show kindness consideration honesty concern', 'dr vaccaro specifically show kindness consideration honesty concern medical', 'dr vaccaro specifically show kindness consideration honesty concern medical need', 'dr vaccaro specifically show kindness consideration honesty concern medical need low', 'dr vaccaro specifically show kindness consideration honesty concern medical need low spinal', 'dr vaccaro specifically show kindness consideration honesty concern medical need low spinal issue', 'vaccaro', 'vaccaro specifically', 'vaccaro specifically show', 'vaccaro specifically show kindness', 'vaccaro specifically show kindness consideration', 'vaccaro specifically show kindness consideration honesty', 'vaccaro specifically show kindness consideration honesty concern', 'vaccaro specifically show kindness consideration honesty concern medical', 'vaccaro specifically show kindness consideration honesty concern medical need', 'vaccaro specifically show kindness consideration honesty concern medical need low', 'vaccaro specifically show kindness consideration honesty concern medical need low spinal', 'vaccaro specifically show kindness consideration honesty concern medical need low spinal issue', 'specifically', 'specifically show', 'specifically show kindness', 'specifically show kindness consideration', 'specifically show kindness consideration honesty', 'specifically show kindness consideration honesty concern', 'specifically show kindness consideration honesty concern medical', 'specifically show kindness consideration honesty concern medical need', 'specifically show kindness consideration honesty concern medical need low', 'specifically show kindness consideration honesty concern medical need low spinal', 'specifically show kindness consideration honesty concern medical need low spinal issue', 'show', 'show kindness', 'show kindness consideration', 'show kindness consideration honesty', 'show kindness consideration honesty concern', 'show kindness consideration honesty concern medical', 'show kindness consideration honesty concern medical need', 'show kindness consideration honesty concern medical need low', 'show kindness consideration honesty concern medical need low spinal', 'show kindness consideration honesty concern medical need low spinal issue', 'kindness', 'kindness consideration', 'kindness consideration honesty', 'kindness consideration honesty concern', 'kindness consideration honesty concern medical', 'kindness consideration honesty concern medical need', 'kindness consideration honesty concern medical need low', 'kindness consideration honesty concern medical need low spinal', 'kindness consideration honesty concern medical need low spinal issue', 'consideration', 'consideration honesty', 'consideration honesty concern', 'consideration honesty concern medical', 'consideration honesty concern medical need', 'consideration honesty concern medical need low', 'consideration honesty concern medical need low spinal', 'consideration honesty concern medical need low spinal issue', 'honesty', 'honesty concern', 'honesty concern medical', 'honesty concern medical need', 'honesty concern medical need low', 'honesty concern medical need low spinal', 'honesty concern medical need low spinal issue', 'concern', 'concern medical', 'concern medical need', 'concern medical need low', 'concern medical need low spinal', 'concern medical need low spinal issue', 'medical', 'medical need', 'medical need low', 'medical need low spinal', 'medical need low spinal issue', 'need', 'need low', 'need low spinal', 'need low spinal issue', 'low', 'low spinal', 'low spinal issue', 'spinal', 'spinal issue', 'issue']",1,0,0,0.5
159956,I will go back every year so we can monitor my concerns.,0,year monitor concern,"['year', 'year monitor', 'year monitor concern', 'monitor', 'monitor concern', 'concern']",1,0,0,0.5
73178,He listened to my concerns and was very helpful with making my goals a reality.,0,listen concern helpful make goal reality,"['listen', 'listen concern', 'listen concern helpful', 'listen concern helpful make', 'listen concern helpful make goal', 'listen concern helpful make goal reality', 'concern', 'concern helpful', 'concern helpful make', 'concern helpful make goal', 'concern helpful make goal reality', 'helpful', 'helpful make', 'helpful make goal', 'helpful make goal reality', 'make', 'make goal', 'make goal reality', 'goal', 'goal reality', 'reality']",1,0,0,0.5
124646,I know he is the Dr but anytime would have a concern he made me feel like I was bothering him.,1,know dr day concern feel like bother,"['know', 'know dr', 'know dr day', 'know dr day concern', 'know dr day concern feel', 'know dr day concern feel like', 'know dr day concern feel like bother', 'dr', 'dr day', 'dr day concern', 'dr day concern feel', 'dr day concern feel like', 'dr day concern feel like bother', 'day', 'day concern', 'day concern feel', 'day concern feel like', 'day concern feel like bother', 'concern', 'concern feel', 'concern feel like', 'concern feel like bother', 'feel', 'feel like', 'feel like bother', 'like', 'like bother', 'bother']",1,0,0,0.5
170346,I feel like once I paid and had my surgery done I'm no longer any priority to have my questions or concerns answered.,1,feel like pay surgery m long precedence question concern answer,"['feel', 'feel like', 'feel like pay', 'feel like pay surgery', 'feel like pay surgery m', 'feel like pay surgery m long', 'feel like pay surgery m long precedence', 'feel like pay surgery m long precedence question', 'feel like pay surgery m long precedence question concern', 'feel like pay surgery m long precedence question concern answer', 'like', 'like pay', 'like pay surgery', 'like pay surgery m', 'like pay surgery m long', 'like pay surgery m long precedence', 'like pay surgery m long precedence question', 'like pay surgery m long precedence question concern', 'like pay surgery m long precedence question concern answer', 'pay', 'pay surgery', 'pay surgery m', 'pay surgery m long', 'pay surgery m long precedence', 'pay surgery m long precedence question', 'pay surgery m long precedence question concern', 'pay surgery m long precedence question concern answer', 'surgery', 'surgery m', 'surgery m long', 'surgery m long precedence', 'surgery m long precedence question', 'surgery m long precedence question concern', 'surgery m long precedence question concern answer', 'm', 'm long', 'm long precedence', 'm long precedence question', 'm long precedence question concern', 'm long precedence question concern answer', 'long', 'long precedence', 'long precedence question', 'long precedence question concern', 'long precedence question concern answer', 'precedence', 'precedence question', 'precedence question concern', 'precedence question concern answer', 'question', 'question concern', 'question concern answer', 'concern', 'concern answer', 'answer']",1,0,0,0.5
118539,He does a great job of checking on you with scheduled follow ups and will handle any other concerns that you May have .,0,great job check schedule follow handle concern,"['great', 'great job', 'great job check', 'great job check schedule', 'great job check schedule follow', 'great job check schedule follow handle', 'great job check schedule follow handle concern', 'job', 'job check', 'job check schedule', 'job check schedule follow', 'job check schedule follow handle', 'job check schedule follow handle concern', 'check', 'check schedule', 'check schedule follow', 'check schedule follow handle', 'check schedule follow handle concern', 'schedule', 'schedule follow', 'schedule follow handle', 'schedule follow handle concern', 'follow', 'follow handle', 'follow handle concern', 'handle', 'handle concern', 'concern']",1,0,0,0.5
156288,Depends on the body and skin concerns.,0,depend body skin concern,"['depend', 'depend body', 'depend body skin', 'depend body skin concern', 'body', 'body skin', 'body skin concern', 'skin', 'skin concern', 'concern']",1,0,0,0.5
97281,They are in the business of making people feel better about whatever their personal concerns are.,0,business make people feel good personal concern,"['business', 'business make', 'business make people', 'business make people feel', 'business make people feel good', 'business make people feel good personal', 'business make people feel good personal concern', 'make', 'make people', 'make people feel', 'make people feel good', 'make people feel good personal', 'make people feel good personal concern', 'people', 'people feel', 'people feel good', 'people feel good personal', 'people feel good personal concern', 'feel', 'feel good', 'feel good personal', 'feel good personal concern', 'good', 'good personal', 'good personal concern', 'personal', 'personal concern', 'concern']",1,0,0,0.5
146298,He also dismissed my concern and question about it.,1,dismiss concern question,"['dismiss', 'dismiss concern', 'dismiss concern question', 'concern', 'concern question', 'question']",1,0,0,0.5
113377,Clarity Clinic is a fantastic resource for mental health concerns,0,clarity clinic fantastic resource mental health concern,"['clarity', 'clarity clinic', 'clarity clinic fantastic', 'clarity clinic fantastic resource', 'clarity clinic fantastic resource mental', 'clarity clinic fantastic resource mental health', 'clarity clinic fantastic resource mental health concern', 'clinic', 'clinic fantastic', 'clinic fantastic resource', 'clinic fantastic resource mental', 'clinic fantastic resource mental health', 'clinic fantastic resource mental health concern', 'fantastic', 'fantastic resource', 'fantastic resource mental', 'fantastic resource mental health', 'fantastic resource mental health concern', 'resource', 'resource mental', 'resource mental health', 'resource mental health concern', 'mental', 'mental health', 'mental health concern', 'health', 'health concern', 'concern']",1,0,0,0.5
79156,Dr. Blauer took time to listen to our concerns,0,take time listen concern,"['take', 'take time', 'take time listen', 'take time listen concern', 'time', 'time listen', 'time listen concern', 'listen', 'listen concern', 'concern']",1,0,0,0.5
187772,Update: (6 weeks post op) my biggest concerns are I can see areas missed and asymmetry to the abs 360.,1,update post op big concern area miss symmetry,"['update', 'update post', 'update post op', 'update post op big', 'update post op big concern', 'update post op big concern area', 'update post op big concern area miss', 'update post op big concern area miss symmetry', 'post', 'post op', 'post op big', 'post op big concern', 'post op big concern area', 'post op big concern area miss', 'post op big concern area miss symmetry', 'op', 'op big', 'op big concern', 'op big concern area', 'op big concern area miss', 'op big concern area miss symmetry', 'big', 'big concern', 'big concern area', 'big concern area miss', 'big concern area miss symmetry', 'concern', 'concern area', 'concern area miss', 'concern area miss symmetry', 'area', 'area miss', 'area miss symmetry', 'miss', 'miss symmetry', 'symmetry']",1,0,0,0.5
120352,I so appreciated the doctor's concern and care.,0,appreciate doctor concern care,"['appreciate', 'appreciate doctor', 'appreciate doctor concern', 'appreciate doctor concern care', 'doctor', 'doctor concern', 'doctor concern care', 'concern', 'concern care', 'care']",1,0,0,0.5
113550,The doctor listened attentively to my area of concern as I pinpointed the origin of my pain.,0,doctor listen attentively area concern pinpoint origin pain,"['doctor', 'doctor listen', 'doctor listen attentively', 'doctor listen attentively area', 'doctor listen attentively area concern', 'doctor listen attentively area concern pinpoint', 'doctor listen attentively area concern pinpoint origin', 'doctor listen attentively area concern pinpoint origin pain', 'listen', 'listen attentively', 'listen attentively area', 'listen attentively area concern', 'listen attentively area concern pinpoint', 'listen attentively area concern pinpoint origin', 'listen attentively area concern pinpoint origin pain', 'attentively', 'attentively area', 'attentively area concern', 'attentively area concern pinpoint', 'attentively area concern pinpoint origin', 'attentively area concern pinpoint origin pain', 'area', 'area concern', 'area concern pinpoint', 'area concern pinpoint origin', 'area concern pinpoint origin pain', 'concern', 'concern pinpoint', 'concern pinpoint origin', 'concern pinpoint origin pain', 'pinpoint', 'pinpoint origin', 'pinpoint origin pain', 'origin', 'origin pain', 'pain']",1,0,0,0.5
106070,My wife will be in a wheelchair the rest of her life because of his absolute irresponsible lack of concern.,1,wife wheelchair rest life absolute irresponsible lack concern,"['wife', 'wife wheelchair', 'wife wheelchair rest', 'wife wheelchair rest life', 'wife wheelchair rest life absolute', 'wife wheelchair rest life absolute irresponsible', 'wife wheelchair rest life absolute irresponsible lack', 'wife wheelchair rest life absolute irresponsible lack concern', 'wheelchair', 'wheelchair rest', 'wheelchair rest life', 'wheelchair rest life absolute', 'wheelchair rest life absolute irresponsible', 'wheelchair rest life absolute irresponsible lack', 'wheelchair rest life absolute irresponsible lack concern', 'rest', 'rest life', 'rest life absolute', 'rest life absolute irresponsible', 'rest life absolute irresponsible lack', 'rest life absolute irresponsible lack concern', 'life', 'life absolute', 'life absolute irresponsible', 'life absolute irresponsible lack', 'life absolute irresponsible lack concern', 'absolute', 'absolute irresponsible', 'absolute irresponsible lack', 'absolute irresponsible lack concern', 'irresponsible', 'irresponsible lack', 'irresponsible lack concern', 'lack', 'lack concern', 'concern']",1,0,0,0.5
131632,He listened to my concerns gave me his honest opinion of what we could and could not do.,0,listen concern give honest opinion,"['listen', 'listen concern', 'listen concern give', 'listen concern give honest', 'listen concern give honest opinion', 'concern', 'concern give', 'concern give honest', 'concern give honest opinion', 'give', 'give honest', 'give honest opinion', 'honest', 'honest opinion', 'opinion']",1,0,0,0.5
115365,"and realistic result, and empathy/patience with all of my concerns, which were many admittedly.",0,realistic result empathypatience concern true,"['realistic', 'realistic result', 'realistic result empathypatience', 'realistic result empathypatience concern', 'realistic result empathypatience concern true', 'result', 'result empathypatience', 'result empathypatience concern', 'result empathypatience concern true', 'empathypatience', 'empathypatience concern', 'empathypatience concern true', 'concern', 'concern true', 'true']",1,0,0,0.5
91900,and goes over everything you need to know concerning the procedure.,0,go need know concern procedure,"['go', 'go need', 'go need know', 'go need know concern', 'go need know concern procedure', 'need', 'need know', 'need know concern', 'need know concern procedure', 'know', 'know concern', 'know concern procedure', 'concern', 'concern procedure', 'procedure']",1,0,0,0.5
154275,"he?s not capable of dealing with mental health issues on top of underlying, in this case HIV, health concerns.",1,s capable deal mental health issue underlying case health concern,"['s', 's capable', 's capable deal', 's capable deal mental', 's capable deal mental health', 's capable deal mental health issue', 's capable deal mental health issue underlying', 's capable deal mental health issue underlying case', 's capable deal mental health issue underlying case health', 's capable deal mental health issue underlying case health concern', 'capable', 'capable deal', 'capable deal mental', 'capable deal mental health', 'capable deal mental health issue', 'capable deal mental health issue underlying', 'capable deal mental health issue underlying case', 'capable deal mental health issue underlying case health', 'capable deal mental health issue underlying case health concern', 'deal', 'deal mental', 'deal mental health', 'deal mental health issue', 'deal mental health issue underlying', 'deal mental health issue underlying case', 'deal mental health issue underlying case health', 'deal mental health issue underlying case health concern', 'mental', 'mental health', 'mental health issue', 'mental health issue underlying', 'mental health issue underlying case', 'mental health issue underlying case health', 'mental health issue underlying case health concern', 'health', 'health issue', 'health issue underlying', 'health issue underlying case', 'health issue underlying case health', 'health issue underlying case health concern', 'issue', 'issue underlying', 'issue underlying case', 'issue underlying case health', 'issue underlying case health concern', 'underlying', 'underlying case', 'underlying case health', 'underlying case health concern', 'case', 'case health', 'case health concern', 'health', 'health concern', 'concern']",1,0,0,0.5
130921,It was discussed at my first visit but I have received no follow up from the billing office or the concern I had.,1,discuss visit receive follow fill office concern,"['discuss', 'discuss visit', 'discuss visit receive', 'discuss visit receive follow', 'discuss visit receive follow fill', 'discuss visit receive follow fill office', 'discuss visit receive follow fill office concern', 'visit', 'visit receive', 'visit receive follow', 'visit receive follow fill', 'visit receive follow fill office', 'visit receive follow fill office concern', 'receive', 'receive follow', 'receive follow fill', 'receive follow fill office', 'receive follow fill office concern', 'follow', 'follow fill', 'follow fill office', 'follow fill office concern', 'fill', 'fill office', 'fill office concern', 'office', 'office concern', 'concern']",1,0,0,0.5
65791,She doesn't ignore my concerns.,0,ignore concern,"['ignore', 'ignore concern', 'concern']",1,0,0,0.5
60524,"I feel that she provides great medical care to me, that she listens to my concerns, and makes an effort to make sure that all my questions are answered.",0,feel provide great medical care listen concern make effort sure question answer,"['feel', 'feel provide', 'feel provide great', 'feel provide great medical', 'feel provide great medical care', 'feel provide great medical care listen', 'feel provide great medical care listen concern', 'feel provide great medical care listen concern make', 'feel provide great medical care listen concern make effort', 'feel provide great medical care listen concern make effort sure', 'feel provide great medical care listen concern make effort sure question', 'feel provide great medical care listen concern make effort sure question answer', 'provide', 'provide great', 'provide great medical', 'provide great medical care', 'provide great medical care listen', 'provide great medical care listen concern', 'provide great medical care listen concern make', 'provide great medical care listen concern make effort', 'provide great medical care listen concern make effort sure', 'provide great medical care listen concern make effort sure question', 'provide great medical care listen concern make effort sure question answer', 'great', 'great medical', 'great medical care', 'great medical care listen', 'great medical care listen concern', 'great medical care listen concern make', 'great medical care listen concern make effort', 'great medical care listen concern make effort sure', 'great medical care listen concern make effort sure question', 'great medical care listen concern make effort sure question answer', 'medical', 'medical care', 'medical care listen', 'medical care listen concern', 'medical care listen concern make', 'medical care listen concern make effort', 'medical care listen concern make effort sure', 'medical care listen concern make effort sure question', 'medical care listen concern make effort sure question answer', 'care', 'care listen', 'care listen concern', 'care listen concern make', 'care listen concern make effort', 'care listen concern make effort sure', 'care listen concern make effort sure question', 'care listen concern make effort sure question answer', 'listen', 'listen concern', 'listen concern make', 'listen concern make effort', 'listen concern make effort sure', 'listen concern make effort sure question', 'listen concern make effort sure question answer', 'concern', 'concern make', 'concern make effort', 'concern make effort sure', 'concern make effort sure question', 'concern make effort sure question answer', 'make', 'make effort', 'make effort sure', 'make effort sure question', 'make effort sure question answer', 'effort', 'effort sure', 'effort sure question', 'effort sure question answer', 'sure', 'sure question', 'sure question answer', 'question', 'question answer', 'answer']",1,0,0,0.5
143737,"He listened to my concerns, evaluated my needs accurately.",0,listen concern evacuate need accurately,"['listen', 'listen concern', 'listen concern evacuate', 'listen concern evacuate need', 'listen concern evacuate need accurately', 'concern', 'concern evacuate', 'concern evacuate need', 'concern evacuate need accurately', 'evacuate', 'evacuate need', 'evacuate need accurately', 'need', 'need accurately', 'accurately']",1,0,0,0.5
189894,"and the anesthesiologist are very concern about your health and your safety, I can't give them 10 stars ??, they",0,anesthesiologist concern health safety star,"['anesthesiologist', 'anesthesiologist concern', 'anesthesiologist concern health', 'anesthesiologist concern health safety', 'anesthesiologist concern health safety star', 'concern', 'concern health', 'concern health safety', 'concern health safety star', 'health', 'health safety', 'health safety star', 'safety', 'safety star', 'star']",1,0,0,0.5
145985,"She performed my nose job, carefully noting my concerns and wishes,",0,perform nose job carefully note concern wish,"['perform', 'perform nose', 'perform nose job', 'perform nose job carefully', 'perform nose job carefully note', 'perform nose job carefully note concern', 'perform nose job carefully note concern wish', 'nose', 'nose job', 'nose job carefully', 'nose job carefully note', 'nose job carefully note concern', 'nose job carefully note concern wish', 'job', 'job carefully', 'job carefully note', 'job carefully note concern', 'job carefully note concern wish', 'carefully', 'carefully note', 'carefully note concern', 'carefully note concern wish', 'note', 'note concern', 'note concern wish', 'concern', 'concern wish', 'wish']",1,0,0,0.5
141018,She listens to your concerns and tells you what she thinks will work best for you.,0,listen concern tell think work good,"['listen', 'listen concern', 'listen concern tell', 'listen concern tell think', 'listen concern tell think work', 'listen concern tell think work good', 'concern', 'concern tell', 'concern tell think', 'concern tell think work', 'concern tell think work good', 'tell', 'tell think', 'tell think work', 'tell think work good', 'think', 'think work', 'think work good', 'work', 'work good', 'good']",1,0,0,0.5
160675,Dr. Stern listens to your concerns and if he doesn't have an answer he will get back with you.,0,concern answer,"['concern', 'concern answer', 'answer']",1,0,0,0.5
114358,My questions were answered and my concerns were acknowledged.,0,question answer concern acknowledge,"['question', 'question answer', 'question answer concern', 'question answer concern acknowledge', 'answer', 'answer concern', 'answer concern acknowledge', 'concern', 'concern acknowledge', 'acknowledge']",1,1,1,1.5
188144,Dr. Goggin and staff will be there for at any time or day for any questions or concerns before and after surgery.,0,staff time day question concern surgery,"['staff', 'staff time', 'staff time day', 'staff time day question', 'staff time day question concern', 'staff time day question concern surgery', 'time', 'time day', 'time day question', 'time day question concern', 'time day question concern surgery', 'day', 'day question', 'day question concern', 'day question concern surgery', 'question', 'question concern', 'question concern surgery', 'concern', 'concern surgery', 'surgery']",1,0,0,0.5
60526,The doctor is very respectful of my opinions and concerns,0,doctor respectful opinion concern,"['doctor', 'doctor respectful', 'doctor respectful opinion', 'doctor respectful opinion concern', 'respectful', 'respectful opinion', 'respectful opinion concern', 'opinion', 'opinion concern', 'concern']",1,0,0,0.5
95720,and his assistant were successful in assuaging my excessive concerns.,0,assistant successful assume excessive concern,"['assistant', 'assistant successful', 'assistant successful assume', 'assistant successful assume excessive', 'assistant successful assume excessive concern', 'successful', 'successful assume', 'successful assume excessive', 'successful assume excessive concern', 'assume', 'assume excessive', 'assume excessive concern', 'excessive', 'excessive concern', 'concern']",1,0,0,0.5
147598,"During one of my post op appts, I expressed a concern about my chin implant and he never shut down or invalidated my feelings.",0,post op part express concern chin plant shut invalidate feel,"['post', 'post op', 'post op part', 'post op part express', 'post op part express concern', 'post op part express concern chin', 'post op part express concern chin plant', 'post op part express concern chin plant shut', 'post op part express concern chin plant shut invalidate', 'post op part express concern chin plant shut invalidate feel', 'op', 'op part', 'op part express', 'op part express concern', 'op part express concern chin', 'op part express concern chin plant', 'op part express concern chin plant shut', 'op part express concern chin plant shut invalidate', 'op part express concern chin plant shut invalidate feel', 'part', 'part express', 'part express concern', 'part express concern chin', 'part express concern chin plant', 'part express concern chin plant shut', 'part express concern chin plant shut invalidate', 'part express concern chin plant shut invalidate feel', 'express', 'express concern', 'express concern chin', 'express concern chin plant', 'express concern chin plant shut', 'express concern chin plant shut invalidate', 'express concern chin plant shut invalidate feel', 'concern', 'concern chin', 'concern chin plant', 'concern chin plant shut', 'concern chin plant shut invalidate', 'concern chin plant shut invalidate feel', 'chin', 'chin plant', 'chin plant shut', 'chin plant shut invalidate', 'chin plant shut invalidate feel', 'plant', 'plant shut', 'plant shut invalidate', 'plant shut invalidate feel', 'shut', 'shut invalidate', 'shut invalidate feel', 'invalidate', 'invalidate feel', 'feel']",1,0,0,0.5
187052,"Dr. Weinfeld took the time to listen to my concerns and answer all of my questions, putting me at ease throughout the entire process.",0,take time listen concern answer question put ease entire process,"['take', 'take time', 'take time listen', 'take time listen concern', 'take time listen concern answer', 'take time listen concern answer question', 'take time listen concern answer question put', 'take time listen concern answer question put ease', 'take time listen concern answer question put ease entire', 'take time listen concern answer question put ease entire process', 'time', 'time listen', 'time listen concern', 'time listen concern answer', 'time listen concern answer question', 'time listen concern answer question put', 'time listen concern answer question put ease', 'time listen concern answer question put ease entire', 'time listen concern answer question put ease entire process', 'listen', 'listen concern', 'listen concern answer', 'listen concern answer question', 'listen concern answer question put', 'listen concern answer question put ease', 'listen concern answer question put ease entire', 'listen concern answer question put ease entire process', 'concern', 'concern answer', 'concern answer question', 'concern answer question put', 'concern answer question put ease', 'concern answer question put ease entire', 'concern answer question put ease entire process', 'answer', 'answer question', 'answer question put', 'answer question put ease', 'answer question put ease entire', 'answer question put ease entire process', 'question', 'question put', 'question put ease', 'question put ease entire', 'question put ease entire process', 'put', 'put ease', 'put ease entire', 'put ease entire process', 'ease', 'ease entire', 'ease entire process', 'entire', 'entire process', 'process']",1,0,0,0.5
168464,"sooner then stated by 1st dr( treatment plan changed , when it wasn't supposed to) I expressed my concern",1,sooner state treatment plan change suppose express concern,"['sooner', 'sooner state', 'sooner state treatment', 'sooner state treatment plan', 'sooner state treatment plan change', 'sooner state treatment plan change suppose', 'sooner state treatment plan change suppose express', 'sooner state treatment plan change suppose express concern', 'state', 'state treatment', 'state treatment plan', 'state treatment plan change', 'state treatment plan change suppose', 'state treatment plan change suppose express', 'state treatment plan change suppose express concern', 'treatment', 'treatment plan', 'treatment plan change', 'treatment plan change suppose', 'treatment plan change suppose express', 'treatment plan change suppose express concern', 'plan', 'plan change', 'plan change suppose', 'plan change suppose express', 'plan change suppose express concern', 'change', 'change suppose', 'change suppose express', 'change suppose express concern', 'suppose', 'suppose express', 'suppose express concern', 'express', 'express concern', 'concern']",1,0,0,0.5
140633,Excellent doctor who takes the time out to understand your concerns and explains everything in detail.,0,excellent doctor take time understand concern explain detail,"['excellent', 'excellent doctor', 'excellent doctor take', 'excellent doctor take time', 'excellent doctor take time understand', 'excellent doctor take time understand concern', 'excellent doctor take time understand concern explain', 'excellent doctor take time understand concern explain detail', 'doctor', 'doctor take', 'doctor take time', 'doctor take time understand', 'doctor take time understand concern', 'doctor take time understand concern explain', 'doctor take time understand concern explain detail', 'take', 'take time', 'take time understand', 'take time understand concern', 'take time understand concern explain', 'take time understand concern explain detail', 'time', 'time understand', 'time understand concern', 'time understand concern explain', 'time understand concern explain detail', 'understand', 'understand concern', 'understand concern explain', 'understand concern explain detail', 'concern', 'concern explain', 'concern explain detail', 'explain', 'explain detail', 'detail']",1,0,0,0.5
