commentId,comment,classification,comment_processed,word_phrase_list,set,date,course,similarity_score
111185,I had a tight timeline and I felt like the office was very accommodating with dates and appointments.,0,tight timeline feel like office accommodation date appointment,"['tight', 'tight timeline', 'tight timeline feel', 'tight timeline feel like', 'tight timeline feel like office', 'tight timeline feel like office accommodation', 'tight timeline feel like office accommodation date', 'tight timeline feel like office accommodation date appointment', 'timeline', 'timeline feel', 'timeline feel like', 'timeline feel like office', 'timeline feel like office accommodation', 'timeline feel like office accommodation date', 'timeline feel like office accommodation date appointment', 'feel', 'feel like', 'feel like office', 'feel like office accommodation', 'feel like office accommodation date', 'feel like office accommodation date appointment', 'like', 'like office', 'like office accommodation', 'like office accommodation date', 'like office accommodation date appointment', 'office', 'office accommodation', 'office accommodation date', 'office accommodation date appointment', 'accommodation', 'accommodation date', 'accommodation date appointment', 'date', 'date appointment', 'appointment']",0,1,0,0.2857142857142857
77089,They helped get everything scheduled and in fact I was travelling up to the date of surgery.,0,help schedule fact travel date surgery,"['help', 'help schedule', 'help schedule fact', 'help schedule fact travel', 'help schedule fact travel date', 'help schedule fact travel date surgery', 'schedule', 'schedule fact', 'schedule fact travel', 'schedule fact travel date', 'schedule fact travel date surgery', 'fact', 'fact travel', 'fact travel date', 'fact travel date surgery', 'travel', 'travel date', 'travel date surgery', 'date', 'date surgery', 'surgery']",0,1,0,0.2857142857142857
162194,but the very expensive products that I got talked into buying gave me hives so of course I returned them.,1,expensive product get talk buy give hive course return,"['expensive', 'expensive product', 'expensive product get', 'expensive product get talk', 'expensive product get talk buy', 'expensive product get talk buy give', 'expensive product get talk buy give hive', 'expensive product get talk buy give hive course', 'expensive product get talk buy give hive course return', 'product', 'product get', 'product get talk', 'product get talk buy', 'product get talk buy give', 'product get talk buy give hive', 'product get talk buy give hive course', 'product get talk buy give hive course return', 'get', 'get talk', 'get talk buy', 'get talk buy give', 'get talk buy give hive', 'get talk buy give hive course', 'get talk buy give hive course return', 'talk', 'talk buy', 'talk buy give', 'talk buy give hive', 'talk buy give hive course', 'talk buy give hive course return', 'buy', 'buy give', 'buy give hive', 'buy give hive course', 'buy give hive course return', 'give', 'give hive', 'give hive course', 'give hive course return', 'hive', 'hive course', 'hive course return', 'course', 'course return', 'return']",0,0,1,0.2857142857142857
167467,and then setting at another office with no guarantee that my mouth with accept the implant.,1,set office guarantee mouth accept plant,"['set', 'set office', 'set office guarantee', 'set office guarantee mouth', 'set office guarantee mouth accept', 'set office guarantee mouth accept plant', 'office', 'office guarantee', 'office guarantee mouth', 'office guarantee mouth accept', 'office guarantee mouth accept plant', 'guarantee', 'guarantee mouth', 'guarantee mouth accept', 'guarantee mouth accept plant', 'mouth', 'mouth accept', 'mouth accept plant', 'accept', 'accept plant', 'plant']",1,0,0,0.2857142857142857
164247,I actually met with Dr. Nathan 3 times before booking my date for surgery.,0,actually meet book date surgery,"['actually', 'actually meet', 'actually meet book', 'actually meet book date', 'actually meet book date surgery', 'meet', 'meet book', 'meet book date', 'meet book date surgery', 'book', 'book date', 'book date surgery', 'date', 'date surgery', 'surgery']",0,1,0,0.2857142857142857
155466,We tried to call the hospital 5 times to set up an appointment per the discharge instructions.,1,try hospital time set appointment discharge instruction,"['try', 'try hospital', 'try hospital time', 'try hospital time set', 'try hospital time set appointment', 'try hospital time set appointment discharge', 'try hospital time set appointment discharge instruction', 'hospital', 'hospital time', 'hospital time set', 'hospital time set appointment', 'hospital time set appointment discharge', 'hospital time set appointment discharge instruction', 'time', 'time set', 'time set appointment', 'time set appointment discharge', 'time set appointment discharge instruction', 'set', 'set appointment', 'set appointment discharge', 'set appointment discharge instruction', 'appointment', 'appointment discharge', 'appointment discharge instruction', 'discharge', 'discharge instruction', 'instruction']",1,0,0,0.2857142857142857
108118,I cannot rate high enough about my experience and of course I'm still fresh in recovery,0,rate high experience course m fresh recovery,"['rate', 'rate high', 'rate high experience', 'rate high experience course', 'rate high experience course m', 'rate high experience course m fresh', 'rate high experience course m fresh recovery', 'high', 'high experience', 'high experience course', 'high experience course m', 'high experience course m fresh', 'high experience course m fresh recovery', 'experience', 'experience course', 'experience course m', 'experience course m fresh', 'experience course m fresh recovery', 'course', 'course m', 'course m fresh', 'course m fresh recovery', 'm', 'm fresh', 'm fresh recovery', 'fresh', 'fresh recovery', 'recovery']",0,0,1,0.2857142857142857
101852,"Dr Becker and his amazing staff has been attentive, sympathetic, compassionate, professional and of course incredible with the results to date.",0,amaze staff attentive sympathetic compassionate professional course incredible result date,"['amaze', 'amaze staff', 'amaze staff attentive', 'amaze staff attentive sympathetic', 'amaze staff attentive sympathetic compassionate', 'amaze staff attentive sympathetic compassionate professional', 'amaze staff attentive sympathetic compassionate professional course', 'amaze staff attentive sympathetic compassionate professional course incredible', 'amaze staff attentive sympathetic compassionate professional course incredible result', 'amaze staff attentive sympathetic compassionate professional course incredible result date', 'staff', 'staff attentive', 'staff attentive sympathetic', 'staff attentive sympathetic compassionate', 'staff attentive sympathetic compassionate professional', 'staff attentive sympathetic compassionate professional course', 'staff attentive sympathetic compassionate professional course incredible', 'staff attentive sympathetic compassionate professional course incredible result', 'staff attentive sympathetic compassionate professional course incredible result date', 'attentive', 'attentive sympathetic', 'attentive sympathetic compassionate', 'attentive sympathetic compassionate professional', 'attentive sympathetic compassionate professional course', 'attentive sympathetic compassionate professional course incredible', 'attentive sympathetic compassionate professional course incredible result', 'attentive sympathetic compassionate professional course incredible result date', 'sympathetic', 'sympathetic compassionate', 'sympathetic compassionate professional', 'sympathetic compassionate professional course', 'sympathetic compassionate professional course incredible', 'sympathetic compassionate professional course incredible result', 'sympathetic compassionate professional course incredible result date', 'compassionate', 'compassionate professional', 'compassionate professional course', 'compassionate professional course incredible', 'compassionate professional course incredible result', 'compassionate professional course incredible result date', 'professional', 'professional course', 'professional course incredible', 'professional course incredible result', 'professional course incredible result date', 'course', 'course incredible', 'course incredible result', 'course incredible result date', 'incredible', 'incredible result', 'incredible result date', 'result', 'result date', 'date']",0,1,1,0.5714285714285714
105758,She set appointments so that it would be the most convenient for us since we lived three hours away,0,set appointment convenient live away,"['set', 'set appointment', 'set appointment convenient', 'set appointment convenient live', 'set appointment convenient live away', 'appointment', 'appointment convenient', 'appointment convenient live', 'appointment convenient live away', 'convenient', 'convenient live', 'convenient live away', 'live', 'live away', 'away']",1,0,0,0.2857142857142857
69791,The procedure was done in a professional and very clean setting.,0,procedure professional clean set,"['procedure', 'procedure professional', 'procedure professional clean', 'procedure professional clean set', 'professional', 'professional clean', 'professional clean set', 'clean', 'clean set', 'set']",1,0,0,0.2857142857142857
84932,My favorite Dentist to date,0,favorite dentist date,"['favorite', 'favorite dentist', 'favorite dentist date', 'dentist', 'dentist date', 'date']",0,1,0,0.2857142857142857
95450,Of course Dr.Funcik is wonderful too!.,0,course drfuncik fantastic,"['course', 'course drfuncik', 'course drfuncik fantastic', 'drfuncik', 'drfuncik fantastic', 'fantastic']",0,0,1,0.2857142857142857
158529,"They were clear in expectations, timely, and had a covid protocol set up to where everyone was tested before coming into contact.",0,clear expectation timely protocol set test come contact,"['clear', 'clear expectation', 'clear expectation timely', 'clear expectation timely protocol', 'clear expectation timely protocol set', 'clear expectation timely protocol set test', 'clear expectation timely protocol set test come', 'clear expectation timely protocol set test come contact', 'expectation', 'expectation timely', 'expectation timely protocol', 'expectation timely protocol set', 'expectation timely protocol set test', 'expectation timely protocol set test come', 'expectation timely protocol set test come contact', 'timely', 'timely protocol', 'timely protocol set', 'timely protocol set test', 'timely protocol set test come', 'timely protocol set test come contact', 'protocol', 'protocol set', 'protocol set test', 'protocol set test come', 'protocol set test come contact', 'set', 'set test', 'set test come', 'set test come contact', 'test', 'test come', 'test come contact', 'come', 'come contact', 'contact']",1,0,0,0.2857142857142857
138434,and of course Dr Martin consulting and performing the operation with his many years of experience makes it easy to give the highest praise.,0,course dr consult perform operation year experience make easy high praise,"['course', 'course dr', 'course dr consult', 'course dr consult perform', 'course dr consult perform operation', 'course dr consult perform operation year', 'course dr consult perform operation year experience', 'course dr consult perform operation year experience make', 'course dr consult perform operation year experience make easy', 'course dr consult perform operation year experience make easy high', 'course dr consult perform operation year experience make easy high praise', 'dr', 'dr consult', 'dr consult perform', 'dr consult perform operation', 'dr consult perform operation year', 'dr consult perform operation year experience', 'dr consult perform operation year experience make', 'dr consult perform operation year experience make easy', 'dr consult perform operation year experience make easy high', 'dr consult perform operation year experience make easy high praise', 'consult', 'consult perform', 'consult perform operation', 'consult perform operation year', 'consult perform operation year experience', 'consult perform operation year experience make', 'consult perform operation year experience make easy', 'consult perform operation year experience make easy high', 'consult perform operation year experience make easy high praise', 'perform', 'perform operation', 'perform operation year', 'perform operation year experience', 'perform operation year experience make', 'perform operation year experience make easy', 'perform operation year experience make easy high', 'perform operation year experience make easy high praise', 'operation', 'operation year', 'operation year experience', 'operation year experience make', 'operation year experience make easy', 'operation year experience make easy high', 'operation year experience make easy high praise', 'year', 'year experience', 'year experience make', 'year experience make easy', 'year experience make easy high', 'year experience make easy high praise', 'experience', 'experience make', 'experience make easy', 'experience make easy high', 'experience make easy high praise', 'make', 'make easy', 'make easy high', 'make easy high praise', 'easy', 'easy high', 'easy high praise', 'high', 'high praise', 'praise']",0,0,1,0.2857142857142857
152547,Knowledgeable and up to date on how to treat spots.,0,knowledgeable date treat spot,"['knowledgeable', 'knowledgeable date', 'knowledgeable date treat', 'knowledgeable date treat spot', 'date', 'date treat', 'date treat spot', 'treat', 'treat spot', 'spot']",0,1,0,0.2857142857142857
70536,"When they say they will do something (call me back, set appt etc) it is always done in a timely manner and exceeds my expectations.",0,set apt etc timely manner exceed expectation,"['set', 'set apt', 'set apt etc', 'set apt etc timely', 'set apt etc timely manner', 'set apt etc timely manner exceed', 'set apt etc timely manner exceed expectation', 'apt', 'apt etc', 'apt etc timely', 'apt etc timely manner', 'apt etc timely manner exceed', 'apt etc timely manner exceed expectation', 'etc', 'etc timely', 'etc timely manner', 'etc timely manner exceed', 'etc timely manner exceed expectation', 'timely', 'timely manner', 'timely manner exceed', 'timely manner exceed expectation', 'manner', 'manner exceed', 'manner exceed expectation', 'exceed', 'exceed expectation', 'expectation']",1,0,0,0.2857142857142857
167287,I was told I would receive a phone call at the end of February before my March 1 start date on HCG.,1,tell receive phone march start date hug,"['tell', 'tell receive', 'tell receive phone', 'tell receive phone march', 'tell receive phone march start', 'tell receive phone march start date', 'tell receive phone march start date hug', 'receive', 'receive phone', 'receive phone march', 'receive phone march start', 'receive phone march start date', 'receive phone march start date hug', 'phone', 'phone march', 'phone march start', 'phone march start date', 'phone march start date hug', 'march', 'march start', 'march start date', 'march start date hug', 'start', 'start date', 'start date hug', 'date', 'date hug', 'hug']",0,1,0,0.2857142857142857
116487,"Of course, we were ultimately attributed the blame for the problems experienced.  ""Above",1,course ultimately assign blame problem experience,"['course', 'course ultimately', 'course ultimately assign', 'course ultimately assign blame', 'course ultimately assign blame problem', 'course ultimately assign blame problem experience', 'ultimately', 'ultimately assign', 'ultimately assign blame', 'ultimately assign blame problem', 'ultimately assign blame problem experience', 'assign', 'assign blame', 'assign blame problem', 'assign blame problem experience', 'blame', 'blame problem', 'blame problem experience', 'problem', 'problem experience', 'experience']",0,0,1,0.2857142857142857
172760,He called me about it Tuesday (next day) at 8:00 pm. His office set,0,call pm office set,"['call', 'call pm', 'call pm office', 'call pm office set', 'pm', 'pm office', 'pm office set', 'office', 'office set', 'set']",1,0,0,0.2857142857142857
129178,"From the consultation to my surgery date and aftercare, i couldn't have had a better surgeon.",0,consultation surgery date subsequently good surgeon,"['consultation', 'consultation surgery', 'consultation surgery date', 'consultation surgery date subsequently', 'consultation surgery date subsequently good', 'consultation surgery date subsequently good surgeon', 'surgery', 'surgery date', 'surgery date subsequently', 'surgery date subsequently good', 'surgery date subsequently good surgeon', 'date', 'date subsequently', 'date subsequently good', 'date subsequently good surgeon', 'subsequently', 'subsequently good', 'subsequently good surgeon', 'good', 'good surgeon', 'surgeon']",0,1,0,0.2857142857142857
123353,"My OB/GYN called my referral in and before I could call them, this office called me to set up an appointment.",0,obey call referral office call set appointment,"['obey', 'obey call', 'obey call referral', 'obey call referral office', 'obey call referral office call', 'obey call referral office call set', 'obey call referral office call set appointment', 'call', 'call referral', 'call referral office', 'call referral office call', 'call referral office call set', 'call referral office call set appointment', 'referral', 'referral office', 'referral office call', 'referral office call set', 'referral office call set appointment', 'office', 'office call', 'office call set', 'office call set appointment', 'call', 'call set', 'call set appointment', 'set', 'set appointment', 'appointment']",1,0,0,0.2857142857142857
182000,and have settled on a surgery date with 0 issues and amazing customer service.,0,settle surgery date issue amaze customer service,"['settle', 'settle surgery', 'settle surgery date', 'settle surgery date issue', 'settle surgery date issue amaze', 'settle surgery date issue amaze customer', 'settle surgery date issue amaze customer service', 'surgery', 'surgery date', 'surgery date issue', 'surgery date issue amaze', 'surgery date issue amaze customer', 'surgery date issue amaze customer service', 'date', 'date issue', 'date issue amaze', 'date issue amaze customer', 'date issue amaze customer service', 'issue', 'issue amaze', 'issue amaze customer', 'issue amaze customer service', 'amaze', 'amaze customer', 'amaze customer service', 'customer', 'customer service', 'service']",0,1,0,0.2857142857142857
141845,"All phases of visit were very pleasant, from signing in to doctor's assistant, and of course the doctor.",0,phase visit pleasant sign doctor assistant course doctor,"['phase', 'phase visit', 'phase visit pleasant', 'phase visit pleasant sign', 'phase visit pleasant sign doctor', 'phase visit pleasant sign doctor assistant', 'phase visit pleasant sign doctor assistant course', 'phase visit pleasant sign doctor assistant course doctor', 'visit', 'visit pleasant', 'visit pleasant sign', 'visit pleasant sign doctor', 'visit pleasant sign doctor assistant', 'visit pleasant sign doctor assistant course', 'visit pleasant sign doctor assistant course doctor', 'pleasant', 'pleasant sign', 'pleasant sign doctor', 'pleasant sign doctor assistant', 'pleasant sign doctor assistant course', 'pleasant sign doctor assistant course doctor', 'sign', 'sign doctor', 'sign doctor assistant', 'sign doctor assistant course', 'sign doctor assistant course doctor', 'doctor', 'doctor assistant', 'doctor assistant course', 'doctor assistant course doctor', 'assistant', 'assistant course', 'assistant course doctor', 'course', 'course doctor', 'doctor']",0,0,1,0.2857142857142857
122839,"I have waited for 2 months for the refund to credit back to my account and still to this date, nothing!",1,wait refund credit account date,"['wait', 'wait refund', 'wait refund credit', 'wait refund credit account', 'wait refund credit account date', 'refund', 'refund credit', 'refund credit account', 'refund credit account date', 'credit', 'credit account', 'credit account date', 'account', 'account date', 'date']",0,1,0,0.2857142857142857
88219,"He did not just try and palm me off with one thing, over the course of time we have found something that works",0,try palm thing course time find work,"['try', 'try palm', 'try palm thing', 'try palm thing course', 'try palm thing course time', 'try palm thing course time find', 'try palm thing course time find work', 'palm', 'palm thing', 'palm thing course', 'palm thing course time', 'palm thing course time find', 'palm thing course time find work', 'thing', 'thing course', 'thing course time', 'thing course time find', 'thing course time find work', 'course', 'course time', 'course time find', 'course time find work', 'time', 'time find', 'time find work', 'find', 'find work', 'work']",0,0,1,0.2857142857142857
96847,"and up to date work done on my teeth, by Dr. Mazhari.",0,date work tooth,"['date', 'date work', 'date work tooth', 'work', 'work tooth', 'tooth']",0,1,0,0.2857142857142857
126609,The office setting was very comfortable and appointment time was convenient.,0,office set comfortable appointment time convenient,"['office', 'office set', 'office set comfortable', 'office set comfortable appointment', 'office set comfortable appointment time', 'office set comfortable appointment time convenient', 'set', 'set comfortable', 'set comfortable appointment', 'set comfortable appointment time', 'set comfortable appointment time convenient', 'comfortable', 'comfortable appointment', 'comfortable appointment time', 'comfortable appointment time convenient', 'appointment', 'appointment time', 'appointment time convenient', 'time', 'time convenient', 'convenient']",1,0,0,0.2857142857142857
182189,I made my decision to move forward with her and picked a date in February!,0,decision forward pick date,"['decision', 'decision forward', 'decision forward pick', 'decision forward pick date', 'forward', 'forward pick', 'forward pick date', 'pick', 'pick date', 'date']",0,1,0,0.2857142857142857
179363,I have been too embarrassed to date or really doing anything social since surgery.,1,embarrass date social surgery,"['embarrass', 'embarrass date', 'embarrass date social', 'embarrass date social surgery', 'date', 'date social', 'date social surgery', 'social', 'social surgery', 'surgery']",0,1,0,0.2857142857142857
146688,but for the amount it cost and the emotional investment I was of course hoping for much more than a marginal improvement.,1,cost emotional investment course hop marginal improvement,"['cost', 'cost emotional', 'cost emotional investment', 'cost emotional investment course', 'cost emotional investment course hop', 'cost emotional investment course hop marginal', 'cost emotional investment course hop marginal improvement', 'emotional', 'emotional investment', 'emotional investment course', 'emotional investment course hop', 'emotional investment course hop marginal', 'emotional investment course hop marginal improvement', 'investment', 'investment course', 'investment course hop', 'investment course hop marginal', 'investment course hop marginal improvement', 'course', 'course hop', 'course hop marginal', 'course hop marginal improvement', 'hop', 'hop marginal', 'hop marginal improvement', 'marginal', 'marginal improvement', 'improvement']",0,0,1,0.2857142857142857
87466,"and we agreed that surgery was the best course of action, especially since it was on the side of my nose.",0,agree surgery good course action especially nose,"['agree', 'agree surgery', 'agree surgery good', 'agree surgery good course', 'agree surgery good course action', 'agree surgery good course action especially', 'agree surgery good course action especially nose', 'surgery', 'surgery good', 'surgery good course', 'surgery good course action', 'surgery good course action especially', 'surgery good course action especially nose', 'good', 'good course', 'good course action', 'good course action especially', 'good course action especially nose', 'course', 'course action', 'course action especially', 'course action especially nose', 'action', 'action especially', 'action especially nose', 'especially', 'especially nose', 'nose']",0,0,1,0.2857142857142857
104548,his practice and treatment modalities appear dated.,1,practice treatment vicinity appear date,"['practice', 'practice treatment', 'practice treatment vicinity', 'practice treatment vicinity appear', 'practice treatment vicinity appear date', 'treatment', 'treatment vicinity', 'treatment vicinity appear', 'treatment vicinity appear date', 'vicinity', 'vicinity appear', 'vicinity appear date', 'appear', 'appear date', 'date']",0,1,0,0.2857142857142857
98169,An old fashioned doc that is as up to date as any I've ever seen.,0,old fashion date ve see,"['old', 'old fashion', 'old fashion date', 'old fashion date ve', 'old fashion date ve see', 'fashion', 'fashion date', 'fashion date ve', 'fashion date ve see', 'date', 'date ve', 'date ve see', 've', 've see', 'see']",0,1,0,0.2857142857142857
188721,Sharma compassionate approach to pain management sets them apart from other physicians.,0,compassionate approach pain management set apart doctor,"['compassionate', 'compassionate approach', 'compassionate approach pain', 'compassionate approach pain management', 'compassionate approach pain management set', 'compassionate approach pain management set apart', 'compassionate approach pain management set apart doctor', 'approach', 'approach pain', 'approach pain management', 'approach pain management set', 'approach pain management set apart', 'approach pain management set apart doctor', 'pain', 'pain management', 'pain management set', 'pain management set apart', 'pain management set apart doctor', 'management', 'management set', 'management set apart', 'management set apart doctor', 'set', 'set apart', 'set apart doctor', 'apart', 'apart doctor', 'doctor']",1,0,0,0.2857142857142857
168015,It was like he was setting me up for his assumed diagnosis before he even examined me.,1,like set assume diagnosis examine,"['like', 'like set', 'like set assume', 'like set assume diagnosis', 'like set assume diagnosis examine', 'set', 'set assume', 'set assume diagnosis', 'set assume diagnosis examine', 'assume', 'assume diagnosis', 'assume diagnosis examine', 'diagnosis', 'diagnosis examine', 'examine']",1,0,0,0.2857142857142857
103230,but the set-up here makes it as painless as can be.,0,set make painless,"['set', 'set make', 'set make painless', 'make', 'make painless', 'painless']",1,0,0,0.2857142857142857
69876,Beaver Dental has set the bar for dental offices!,0,beaver dental set bar dental office,"['beaver', 'beaver dental', 'beaver dental set', 'beaver dental set bar', 'beaver dental set bar dental', 'beaver dental set bar dental office', 'dental', 'dental set', 'dental set bar', 'dental set bar dental', 'dental set bar dental office', 'set', 'set bar', 'set bar dental', 'set bar dental office', 'bar', 'bar dental', 'bar dental office', 'dental', 'dental office', 'office']",1,0,0,0.2857142857142857
126590,He received the patient?s choice award every year from 2011 to date.,0,receive patient choice award date,"['receive', 'receive patient', 'receive patient choice', 'receive patient choice award', 'receive patient choice award date', 'patient', 'patient choice', 'patient choice award', 'patient choice award date', 'choice', 'choice award', 'choice award date', 'award', 'award date', 'date']",0,1,0,0.2857142857142857
69272,"It's was a great experience from the beginning, very comfortable setting, would do it all over again.",0,great experience begin comfortable set,"['great', 'great experience', 'great experience begin', 'great experience begin comfortable', 'great experience begin comfortable set', 'experience', 'experience begin', 'experience begin comfortable', 'experience begin comfortable set', 'begin', 'begin comfortable', 'begin comfortable set', 'comfortable', 'comfortable set', 'set']",1,0,0,0.2857142857142857
95238,and they offer all of the most up to date services!,0,offer date service,"['offer', 'offer date', 'offer date service', 'date', 'date service', 'service']",0,1,0,0.2857142857142857
179856,"Sierra, and Tammy as the aestheticians, and of course Dr. Taghizadeh overseeing everything.",0,course dr taghizadeh oversee,"['course', 'course dr', 'course dr taghizadeh', 'course dr taghizadeh oversee', 'dr', 'dr taghizadeh', 'dr taghizadeh oversee', 'taghizadeh', 'taghizadeh oversee', 'oversee']",0,0,1,0.2857142857142857
108752,I came to Dr Naseef for a second opinion and left the appointment with a date for my surgery.,0,come dr naseef opinion leave appointment date surgery,"['come', 'come dr', 'come dr naseef', 'come dr naseef opinion', 'come dr naseef opinion leave', 'come dr naseef opinion leave appointment', 'come dr naseef opinion leave appointment date', 'come dr naseef opinion leave appointment date surgery', 'dr', 'dr naseef', 'dr naseef opinion', 'dr naseef opinion leave', 'dr naseef opinion leave appointment', 'dr naseef opinion leave appointment date', 'dr naseef opinion leave appointment date surgery', 'naseef', 'naseef opinion', 'naseef opinion leave', 'naseef opinion leave appointment', 'naseef opinion leave appointment date', 'naseef opinion leave appointment date surgery', 'opinion', 'opinion leave', 'opinion leave appointment', 'opinion leave appointment date', 'opinion leave appointment date surgery', 'leave', 'leave appointment', 'leave appointment date', 'leave appointment date surgery', 'appointment', 'appointment date', 'appointment date surgery', 'date', 'date surgery', 'surgery']",0,1,0,0.2857142857142857
169144,"In order to reschedule for another date I had to come up with the 50%, then the next date was 5/31.",1,order schedule date come,"['order', 'order schedule', 'order schedule date', 'order schedule date come', 'schedule', 'schedule date', 'schedule date come', 'date', 'date come', 'come']",0,1,0,0.2857142857142857
160817,"The doctor's skill is very good, the whole surgical course almost no pain,",0,doctor skill good surgical course pain,"['doctor', 'doctor skill', 'doctor skill good', 'doctor skill good surgical', 'doctor skill good surgical course', 'doctor skill good surgical course pain', 'skill', 'skill good', 'skill good surgical', 'skill good surgical course', 'skill good surgical course pain', 'good', 'good surgical', 'good surgical course', 'good surgical course pain', 'surgical', 'surgical course', 'surgical course pain', 'course', 'course pain', 'pain']",0,0,1,0.2857142857142857
150806,They were able to move my surgery date up so I can have it done before my birthday!,0,able surgery date birthday,"['able', 'able surgery', 'able surgery date', 'able surgery date birthday', 'surgery', 'surgery date', 'surgery date birthday', 'date', 'date birthday', 'birthday']",0,1,0,0.2857142857142857
101244,"He has a strong knowledgebase, a great set of skills, and the endurance",0,strong knowledgebase great set skill endurance,"['strong', 'strong knowledgebase', 'strong knowledgebase great', 'strong knowledgebase great set', 'strong knowledgebase great set skill', 'strong knowledgebase great set skill endurance', 'knowledgebase', 'knowledgebase great', 'knowledgebase great set', 'knowledgebase great set skill', 'knowledgebase great set skill endurance', 'great', 'great set', 'great set skill', 'great set skill endurance', 'set', 'set skill', 'set skill endurance', 'skill', 'skill endurance', 'endurance']",1,0,0,0.2857142857142857
156904,"And of course, we still get Grandmother's home-baked cookies!",0,course grandma homebaked colony,"['course', 'course grandma', 'course grandma homebaked', 'course grandma homebaked colony', 'grandma', 'grandma homebaked', 'grandma homebaked colony', 'homebaked', 'homebaked colony', 'colony']",0,0,1,0.2857142857142857
126288,Dr. Greaves cares about how you are feeling and sets realistic goals for what can be achieved.,0,care feel set realistic goal achieve,"['care', 'care feel', 'care feel set', 'care feel set realistic', 'care feel set realistic goal', 'care feel set realistic goal achieve', 'feel', 'feel set', 'feel set realistic', 'feel set realistic goal', 'feel set realistic goal achieve', 'set', 'set realistic', 'set realistic goal', 'set realistic goal achieve', 'realistic', 'realistic goal', 'realistic goal achieve', 'goal', 'goal achieve', 'achieve']",1,0,0,0.2857142857142857
184302,and further told me I could basically call in every single day until that far appointment date to see if there is anything available.,1,tell basically far appointment date available,"['tell', 'tell basically', 'tell basically far', 'tell basically far appointment', 'tell basically far appointment date', 'tell basically far appointment date available', 'basically', 'basically far', 'basically far appointment', 'basically far appointment date', 'basically far appointment date available', 'far', 'far appointment', 'far appointment date', 'far appointment date available', 'appointment', 'appointment date', 'appointment date available', 'date', 'date available', 'available']",0,1,0,0.2857142857142857
111939,It's very easy to set up an appointment and they will send you appointment reminders.,0,easy set appointment send appointment reminder,"['easy', 'easy set', 'easy set appointment', 'easy set appointment send', 'easy set appointment send appointment', 'easy set appointment send appointment reminder', 'set', 'set appointment', 'set appointment send', 'set appointment send appointment', 'set appointment send appointment reminder', 'appointment', 'appointment send', 'appointment send appointment', 'appointment send appointment reminder', 'send', 'send appointment', 'send appointment reminder', 'appointment', 'appointment reminder', 'reminder']",1,0,0,0.2857142857142857
165193,the owner her name is Mary she is not honest be aware of scam look at the date,1,owner mary honest aware scar look date,"['owner', 'owner mary', 'owner mary honest', 'owner mary honest aware', 'owner mary honest aware scar', 'owner mary honest aware scar look', 'owner mary honest aware scar look date', 'mary', 'mary honest', 'mary honest aware', 'mary honest aware scar', 'mary honest aware scar look', 'mary honest aware scar look date', 'honest', 'honest aware', 'honest aware scar', 'honest aware scar look', 'honest aware scar look date', 'aware', 'aware scar', 'aware scar look', 'aware scar look date', 'scar', 'scar look', 'scar look date', 'look', 'look date', 'date']",0,1,0,0.2857142857142857
102710,"Over the course of 9 months we probably met her 2-3 times, scheduling is a huge issue here definitely not",1,course probably meet time schelling huge issue decidedly,"['course', 'course probably', 'course probably meet', 'course probably meet time', 'course probably meet time schelling', 'course probably meet time schelling huge', 'course probably meet time schelling huge issue', 'course probably meet time schelling huge issue decidedly', 'probably', 'probably meet', 'probably meet time', 'probably meet time schelling', 'probably meet time schelling huge', 'probably meet time schelling huge issue', 'probably meet time schelling huge issue decidedly', 'meet', 'meet time', 'meet time schelling', 'meet time schelling huge', 'meet time schelling huge issue', 'meet time schelling huge issue decidedly', 'time', 'time schelling', 'time schelling huge', 'time schelling huge issue', 'time schelling huge issue decidedly', 'schelling', 'schelling huge', 'schelling huge issue', 'schelling huge issue decidedly', 'huge', 'huge issue', 'huge issue decidedly', 'issue', 'issue decidedly', 'decidedly']",0,0,1,0.2857142857142857
