commentId,comment,classification,comment_processed,word_phrase_list,regret,regret trust,regret trust procedure,trust,trust procedure,procedure,similarity_score
125976,"She was so kind throughout the procedure, and was very gentle!",0,kind procedure gentle,"['kind', 'kind procedure', 'kind procedure gentle', 'procedure', 'procedure gentle', 'gentle']",0,0,0,0,0,1,0.2857142857142857
118604,When I met him for the procedure he was late and looked like he was asleep.,1,meet procedure late look like asleep,"['meet', 'meet procedure', 'meet procedure late', 'meet procedure late look', 'meet procedure late look like', 'meet procedure late look like asleep', 'procedure', 'procedure late', 'procedure late look', 'procedure late look like', 'procedure late look like asleep', 'late', 'late look', 'late look like', 'late look like asleep', 'look', 'look like', 'look like asleep', 'like', 'like asleep', 'asleep']",0,0,0,0,0,1,0.2857142857142857
85147,I wish I had had my Asian blepharoplasty procedure done a long time ago!,0,wish blepharoplasty procedure long time ago,"['wish', 'wish blepharoplasty', 'wish blepharoplasty procedure', 'wish blepharoplasty procedure long', 'wish blepharoplasty procedure long time', 'wish blepharoplasty procedure long time ago', 'blepharoplasty', 'blepharoplasty procedure', 'blepharoplasty procedure long', 'blepharoplasty procedure long time', 'blepharoplasty procedure long time ago', 'procedure', 'procedure long', 'procedure long time', 'procedure long time ago', 'long', 'long time', 'long time ago', 'time', 'time ago', 'ago']",0,0,0,0,0,1,0.2857142857142857
129372,"and when and if I choose to have other procedures done, my only choice would be Dr. Joseph!",0,choose procedure choice dr,"['choose', 'choose procedure', 'choose procedure choice', 'choose procedure choice dr', 'procedure', 'procedure choice', 'procedure choice dr', 'choice', 'choice dr', 'dr']",0,0,0,0,0,1,0.2857142857142857
181380,I now am going to a different place to see if they can dissolve the procedure I would have never,1,go different place dissolve procedure,"['go', 'go different', 'go different place', 'go different place dissolve', 'go different place dissolve procedure', 'different', 'different place', 'different place dissolve', 'different place dissolve procedure', 'place', 'place dissolve', 'place dissolve procedure', 'dissolve', 'dissolve procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
181823,"the doctor listened to my needs, I was very nervous about the procedure,",0,doctor listen need nervous procedure,"['doctor', 'doctor listen', 'doctor listen need', 'doctor listen need nervous', 'doctor listen need nervous procedure', 'listen', 'listen need', 'listen need nervous', 'listen need nervous procedure', 'need', 'need nervous', 'need nervous procedure', 'nervous', 'nervous procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
121821,staff lovel y procedure went quikley easily dr explained everything so did the nurses,0,staff love y procedure go easily dr explain nurse,"['staff', 'staff love', 'staff love y', 'staff love y procedure', 'staff love y procedure go', 'staff love y procedure go easily', 'staff love y procedure go easily dr', 'staff love y procedure go easily dr explain', 'staff love y procedure go easily dr explain nurse', 'love', 'love y', 'love y procedure', 'love y procedure go', 'love y procedure go easily', 'love y procedure go easily dr', 'love y procedure go easily dr explain', 'love y procedure go easily dr explain nurse', 'y', 'y procedure', 'y procedure go', 'y procedure go easily', 'y procedure go easily dr', 'y procedure go easily dr explain', 'y procedure go easily dr explain nurse', 'procedure', 'procedure go', 'procedure go easily', 'procedure go easily dr', 'procedure go easily dr explain', 'procedure go easily dr explain nurse', 'go', 'go easily', 'go easily dr', 'go easily dr explain', 'go easily dr explain nurse', 'easily', 'easily dr', 'easily dr explain', 'easily dr explain nurse', 'dr', 'dr explain', 'dr explain nurse', 'explain', 'explain nurse', 'nurse']",0,0,0,0,0,1,0.2857142857142857
151224,"After my procedure he followed up with me countless times, checking to make sure I was healing properly.",0,procedure follow countless time check sure heal properly,"['procedure', 'procedure follow', 'procedure follow countless', 'procedure follow countless time', 'procedure follow countless time check', 'procedure follow countless time check sure', 'procedure follow countless time check sure heal', 'procedure follow countless time check sure heal properly', 'follow', 'follow countless', 'follow countless time', 'follow countless time check', 'follow countless time check sure', 'follow countless time check sure heal', 'follow countless time check sure heal properly', 'countless', 'countless time', 'countless time check', 'countless time check sure', 'countless time check sure heal', 'countless time check sure heal properly', 'time', 'time check', 'time check sure', 'time check sure heal', 'time check sure heal properly', 'check', 'check sure', 'check sure heal', 'check sure heal properly', 'sure', 'sure heal', 'sure heal properly', 'heal', 'heal properly', 'properly']",0,0,0,0,0,1,0.2857142857142857
123942,The staff followed up Today to be sure my son was doing well and wasn?t having any medical issues after his procedure.,0,staff follow sure son have medical issue procedure,"['staff', 'staff follow', 'staff follow sure', 'staff follow sure son', 'staff follow sure son have', 'staff follow sure son have medical', 'staff follow sure son have medical issue', 'staff follow sure son have medical issue procedure', 'follow', 'follow sure', 'follow sure son', 'follow sure son have', 'follow sure son have medical', 'follow sure son have medical issue', 'follow sure son have medical issue procedure', 'sure', 'sure son', 'sure son have', 'sure son have medical', 'sure son have medical issue', 'sure son have medical issue procedure', 'son', 'son have', 'son have medical', 'son have medical issue', 'son have medical issue procedure', 'have', 'have medical', 'have medical issue', 'have medical issue procedure', 'medical', 'medical issue', 'medical issue procedure', 'issue', 'issue procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
103010,I was up and around very soon after the procedure.,0,soon procedure,"['soon', 'soon procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
173000,The reason why I didn't say 10 is because durning the procedure there was a lot of talking.,1,reason procedure lot talk,"['reason', 'reason procedure', 'reason procedure lot', 'reason procedure lot talk', 'procedure', 'procedure lot', 'procedure lot talk', 'lot', 'lot talk', 'talk']",0,0,0,0,0,1,0.2857142857142857
67868,"I had little pain after the procedure, and no swelling.",0,little pain procedure swell,"['little', 'little pain', 'little pain procedure', 'little pain procedure swell', 'pain', 'pain procedure', 'pain procedure swell', 'procedure', 'procedure swell', 'swell']",0,0,0,0,0,1,0.2857142857142857
131757,I greatly appreciate her extensive knowledge and background on these procedures and highly value her opinion prior to deciding on the procedure.,0,greatly appreciate extensive cognition background procedure highly value opinion prior decide procedure,"['greatly', 'greatly appreciate', 'greatly appreciate extensive', 'greatly appreciate extensive cognition', 'greatly appreciate extensive cognition background', 'greatly appreciate extensive cognition background procedure', 'greatly appreciate extensive cognition background procedure highly', 'greatly appreciate extensive cognition background procedure highly value', 'greatly appreciate extensive cognition background procedure highly value opinion', 'greatly appreciate extensive cognition background procedure highly value opinion prior', 'greatly appreciate extensive cognition background procedure highly value opinion prior decide', 'greatly appreciate extensive cognition background procedure highly value opinion prior decide procedure', 'appreciate', 'appreciate extensive', 'appreciate extensive cognition', 'appreciate extensive cognition background', 'appreciate extensive cognition background procedure', 'appreciate extensive cognition background procedure highly', 'appreciate extensive cognition background procedure highly value', 'appreciate extensive cognition background procedure highly value opinion', 'appreciate extensive cognition background procedure highly value opinion prior', 'appreciate extensive cognition background procedure highly value opinion prior decide', 'appreciate extensive cognition background procedure highly value opinion prior decide procedure', 'extensive', 'extensive cognition', 'extensive cognition background', 'extensive cognition background procedure', 'extensive cognition background procedure highly', 'extensive cognition background procedure highly value', 'extensive cognition background procedure highly value opinion', 'extensive cognition background procedure highly value opinion prior', 'extensive cognition background procedure highly value opinion prior decide', 'extensive cognition background procedure highly value opinion prior decide procedure', 'cognition', 'cognition background', 'cognition background procedure', 'cognition background procedure highly', 'cognition background procedure highly value', 'cognition background procedure highly value opinion', 'cognition background procedure highly value opinion prior', 'cognition background procedure highly value opinion prior decide', 'cognition background procedure highly value opinion prior decide procedure', 'background', 'background procedure', 'background procedure highly', 'background procedure highly value', 'background procedure highly value opinion', 'background procedure highly value opinion prior', 'background procedure highly value opinion prior decide', 'background procedure highly value opinion prior decide procedure', 'procedure', 'procedure highly', 'procedure highly value', 'procedure highly value opinion', 'procedure highly value opinion prior', 'procedure highly value opinion prior decide', 'procedure highly value opinion prior decide procedure', 'highly', 'highly value', 'highly value opinion', 'highly value opinion prior', 'highly value opinion prior decide', 'highly value opinion prior decide procedure', 'value', 'value opinion', 'value opinion prior', 'value opinion prior decide', 'value opinion prior decide procedure', 'opinion', 'opinion prior', 'opinion prior decide', 'opinion prior decide procedure', 'prior', 'prior decide', 'prior decide procedure', 'decide', 'decide procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
129802,He didn't try and up-sell me anything and was very attentive at every step of the procedure.,0,try sell attentive step procedure,"['try', 'try sell', 'try sell attentive', 'try sell attentive step', 'try sell attentive step procedure', 'sell', 'sell attentive', 'sell attentive step', 'sell attentive step procedure', 'attentive', 'attentive step', 'attentive step procedure', 'step', 'step procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
94637,Computer animated pictures of what post- procedure will look like to give the patient a better understanding ( visual aid) of what he/she can expect.,0,computer animate picture post procedure look like patient good understanding ocular aid hesse expect,"['computer', 'computer animate', 'computer animate picture', 'computer animate picture post', 'computer animate picture post procedure', 'computer animate picture post procedure look', 'computer animate picture post procedure look like', 'computer animate picture post procedure look like patient', 'computer animate picture post procedure look like patient good', 'computer animate picture post procedure look like patient good understanding', 'computer animate picture post procedure look like patient good understanding ocular', 'computer animate picture post procedure look like patient good understanding ocular aid', 'computer animate picture post procedure look like patient good understanding ocular aid hesse', 'computer animate picture post procedure look like patient good understanding ocular aid hesse expect', 'animate', 'animate picture', 'animate picture post', 'animate picture post procedure', 'animate picture post procedure look', 'animate picture post procedure look like', 'animate picture post procedure look like patient', 'animate picture post procedure look like patient good', 'animate picture post procedure look like patient good understanding', 'animate picture post procedure look like patient good understanding ocular', 'animate picture post procedure look like patient good understanding ocular aid', 'animate picture post procedure look like patient good understanding ocular aid hesse', 'animate picture post procedure look like patient good understanding ocular aid hesse expect', 'picture', 'picture post', 'picture post procedure', 'picture post procedure look', 'picture post procedure look like', 'picture post procedure look like patient', 'picture post procedure look like patient good', 'picture post procedure look like patient good understanding', 'picture post procedure look like patient good understanding ocular', 'picture post procedure look like patient good understanding ocular aid', 'picture post procedure look like patient good understanding ocular aid hesse', 'picture post procedure look like patient good understanding ocular aid hesse expect', 'post', 'post procedure', 'post procedure look', 'post procedure look like', 'post procedure look like patient', 'post procedure look like patient good', 'post procedure look like patient good understanding', 'post procedure look like patient good understanding ocular', 'post procedure look like patient good understanding ocular aid', 'post procedure look like patient good understanding ocular aid hesse', 'post procedure look like patient good understanding ocular aid hesse expect', 'procedure', 'procedure look', 'procedure look like', 'procedure look like patient', 'procedure look like patient good', 'procedure look like patient good understanding', 'procedure look like patient good understanding ocular', 'procedure look like patient good understanding ocular aid', 'procedure look like patient good understanding ocular aid hesse', 'procedure look like patient good understanding ocular aid hesse expect', 'look', 'look like', 'look like patient', 'look like patient good', 'look like patient good understanding', 'look like patient good understanding ocular', 'look like patient good understanding ocular aid', 'look like patient good understanding ocular aid hesse', 'look like patient good understanding ocular aid hesse expect', 'like', 'like patient', 'like patient good', 'like patient good understanding', 'like patient good understanding ocular', 'like patient good understanding ocular aid', 'like patient good understanding ocular aid hesse', 'like patient good understanding ocular aid hesse expect', 'patient', 'patient good', 'patient good understanding', 'patient good understanding ocular', 'patient good understanding ocular aid', 'patient good understanding ocular aid hesse', 'patient good understanding ocular aid hesse expect', 'good', 'good understanding', 'good understanding ocular', 'good understanding ocular aid', 'good understanding ocular aid hesse', 'good understanding ocular aid hesse expect', 'understanding', 'understanding ocular', 'understanding ocular aid', 'understanding ocular aid hesse', 'understanding ocular aid hesse expect', 'ocular', 'ocular aid', 'ocular aid hesse', 'ocular aid hesse expect', 'aid', 'aid hesse', 'aid hesse expect', 'hesse', 'hesse expect', 'expect']",0,0,0,0,0,1,0.2857142857142857
94008,I am so happy to have gone to Dr. Nayak for the procedure.,0,happy go procedure,"['happy', 'happy go', 'happy go procedure', 'go', 'go procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
151345,and debunking all myths about my procedure before we even talked about anything else.,0,call on the carpet myth procedure talk,"['call', 'call on', 'call on the', 'call on the carpet', 'call on the carpet myth', 'call on the carpet myth procedure', 'call on the carpet myth procedure talk', 'on', 'on the', 'on the carpet', 'on the carpet myth', 'on the carpet myth procedure', 'on the carpet myth procedure talk', 'the', 'the carpet', 'the carpet myth', 'the carpet myth procedure', 'the carpet myth procedure talk', 'carpet', 'carpet myth', 'carpet myth procedure', 'carpet myth procedure talk', 'myth', 'myth procedure', 'myth procedure talk', 'procedure', 'procedure talk', 'talk']",0,0,0,0,0,1,0.2857142857142857
143746,all they care about is request more procedures to Dr.Williams to perform and bill you more and more.,1,care request procedure williams perform bill,"['care', 'care request', 'care request procedure', 'care request procedure williams', 'care request procedure williams perform', 'care request procedure williams perform bill', 'request', 'request procedure', 'request procedure williams', 'request procedure williams perform', 'request procedure williams perform bill', 'procedure', 'procedure williams', 'procedure williams perform', 'procedure williams perform bill', 'williams', 'williams perform', 'williams perform bill', 'perform', 'perform bill', 'bill']",0,0,0,0,0,1,0.2857142857142857
150843,Even now with Covid they have protective procedures in place.,0,protective procedure place,"['protective', 'protective procedure', 'protective procedure place', 'procedure', 'procedure place', 'place']",0,0,0,0,0,1,0.2857142857142857
112515,I've seen a lot of doctors over the years there is not any that I would trust more than Dr Lurate,0,ve see lot doctor trust dr urate,"['ve', 've see', 've see lot', 've see lot doctor', 've see lot doctor trust', 've see lot doctor trust dr', 've see lot doctor trust dr urate', 'see', 'see lot', 'see lot doctor', 'see lot doctor trust', 'see lot doctor trust dr', 'see lot doctor trust dr urate', 'lot', 'lot doctor', 'lot doctor trust', 'lot doctor trust dr', 'lot doctor trust dr urate', 'doctor', 'doctor trust', 'doctor trust dr', 'doctor trust dr urate', 'trust', 'trust dr', 'trust dr urate', 'dr', 'dr urate', 'urate']",0,0,0,1,0,0,0.2857142857142857
90277,He went over all the pros and cons of the procedure,0,go pro son procedure,"['go', 'go pro', 'go pro son', 'go pro son procedure', 'pro', 'pro son', 'pro son procedure', 'son', 'son procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
138234,and there is no trace of any procedure. 5 big shining stars!!!,0,trace procedure big shine star,"['trace', 'trace procedure', 'trace procedure big', 'trace procedure big shine', 'trace procedure big shine star', 'procedure', 'procedure big', 'procedure big shine', 'procedure big shine star', 'big', 'big shine', 'big shine star', 'shine', 'shine star', 'star']",0,0,0,0,0,1,0.2857142857142857
67863,Dr.goldberger always the best procedure for my healt,0,drgoldberger good procedure heart,"['drgoldberger', 'drgoldberger good', 'drgoldberger good procedure', 'drgoldberger good procedure heart', 'good', 'good procedure', 'good procedure heart', 'procedure', 'procedure heart', 'heart']",0,0,0,0,0,1,0.2857142857142857
175152,There are plenty of things to do in the surrounding area for those who are waiting for someone having a procedure.,0,plenty thing surround area wait have procedure,"['plenty', 'plenty thing', 'plenty thing surround', 'plenty thing surround area', 'plenty thing surround area wait', 'plenty thing surround area wait have', 'plenty thing surround area wait have procedure', 'thing', 'thing surround', 'thing surround area', 'thing surround area wait', 'thing surround area wait have', 'thing surround area wait have procedure', 'surround', 'surround area', 'surround area wait', 'surround area wait have', 'surround area wait have procedure', 'area', 'area wait', 'area wait have', 'area wait have procedure', 'wait', 'wait have', 'wait have procedure', 'have', 'have procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
146409,"Despite unexpected challenges during my delicate surgery, he was able to adjust and complete the planned procedures.",0,despite unexpected challenge delicate surgery able adjust complete plan procedure,"['despite', 'despite unexpected', 'despite unexpected challenge', 'despite unexpected challenge delicate', 'despite unexpected challenge delicate surgery', 'despite unexpected challenge delicate surgery able', 'despite unexpected challenge delicate surgery able adjust', 'despite unexpected challenge delicate surgery able adjust complete', 'despite unexpected challenge delicate surgery able adjust complete plan', 'despite unexpected challenge delicate surgery able adjust complete plan procedure', 'unexpected', 'unexpected challenge', 'unexpected challenge delicate', 'unexpected challenge delicate surgery', 'unexpected challenge delicate surgery able', 'unexpected challenge delicate surgery able adjust', 'unexpected challenge delicate surgery able adjust complete', 'unexpected challenge delicate surgery able adjust complete plan', 'unexpected challenge delicate surgery able adjust complete plan procedure', 'challenge', 'challenge delicate', 'challenge delicate surgery', 'challenge delicate surgery able', 'challenge delicate surgery able adjust', 'challenge delicate surgery able adjust complete', 'challenge delicate surgery able adjust complete plan', 'challenge delicate surgery able adjust complete plan procedure', 'delicate', 'delicate surgery', 'delicate surgery able', 'delicate surgery able adjust', 'delicate surgery able adjust complete', 'delicate surgery able adjust complete plan', 'delicate surgery able adjust complete plan procedure', 'surgery', 'surgery able', 'surgery able adjust', 'surgery able adjust complete', 'surgery able adjust complete plan', 'surgery able adjust complete plan procedure', 'able', 'able adjust', 'able adjust complete', 'able adjust complete plan', 'able adjust complete plan procedure', 'adjust', 'adjust complete', 'adjust complete plan', 'adjust complete plan procedure', 'complete', 'complete plan', 'complete plan procedure', 'plan', 'plan procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
96347,I wouldn't trust him again for brow lift surgery.,1,trust brow lift surgery,"['trust', 'trust brow', 'trust brow lift', 'trust brow lift surgery', 'brow', 'brow lift', 'brow lift surgery', 'lift', 'lift surgery', 'surgery']",0,0,0,1,0,0,0.2857142857142857
178343,"I plan to have another procedure and I know without a doubt I will be taken care of by a competent, skilled surgeon.",0,plan procedure know doubt take care competent skilled surgeon,"['plan', 'plan procedure', 'plan procedure know', 'plan procedure know doubt', 'plan procedure know doubt take', 'plan procedure know doubt take care', 'plan procedure know doubt take care competent', 'plan procedure know doubt take care competent skilled', 'plan procedure know doubt take care competent skilled surgeon', 'procedure', 'procedure know', 'procedure know doubt', 'procedure know doubt take', 'procedure know doubt take care', 'procedure know doubt take care competent', 'procedure know doubt take care competent skilled', 'procedure know doubt take care competent skilled surgeon', 'know', 'know doubt', 'know doubt take', 'know doubt take care', 'know doubt take care competent', 'know doubt take care competent skilled', 'know doubt take care competent skilled surgeon', 'doubt', 'doubt take', 'doubt take care', 'doubt take care competent', 'doubt take care competent skilled', 'doubt take care competent skilled surgeon', 'take', 'take care', 'take care competent', 'take care competent skilled', 'take care competent skilled surgeon', 'care', 'care competent', 'care competent skilled', 'care competent skilled surgeon', 'competent', 'competent skilled', 'competent skilled surgeon', 'skilled', 'skilled surgeon', 'surgeon']",0,0,0,0,0,1,0.2857142857142857
142092,I hardly had any sores or pain during the procedure and the days after.,0,hardly sore pain procedure,"['hardly', 'hardly sore', 'hardly sore pain', 'hardly sore pain procedure', 'sore', 'sore pain', 'sore pain procedure', 'pain', 'pain procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
187191,"Drilled into it while during procedure and said turns out there is a cavity, caused me more money than they first told me.",1,drill procedure say turn cavity cause money tell,"['drill', 'drill procedure', 'drill procedure say', 'drill procedure say turn', 'drill procedure say turn cavity', 'drill procedure say turn cavity cause', 'drill procedure say turn cavity cause money', 'drill procedure say turn cavity cause money tell', 'procedure', 'procedure say', 'procedure say turn', 'procedure say turn cavity', 'procedure say turn cavity cause', 'procedure say turn cavity cause money', 'procedure say turn cavity cause money tell', 'say', 'say turn', 'say turn cavity', 'say turn cavity cause', 'say turn cavity cause money', 'say turn cavity cause money tell', 'turn', 'turn cavity', 'turn cavity cause', 'turn cavity cause money', 'turn cavity cause money tell', 'cavity', 'cavity cause', 'cavity cause money', 'cavity cause money tell', 'cause', 'cause money', 'cause money tell', 'money', 'money tell', 'tell']",0,0,0,0,0,1,0.2857142857142857
142161,I trust their advice and have been so very pleased with my results!,0,trust advice please result,"['trust', 'trust advice', 'trust advice please', 'trust advice please result', 'advice', 'advice please', 'advice please result', 'please', 'please result', 'result']",0,0,0,1,0,0,0.2857142857142857
87779,Procedure went very smoothly,0,procedure go smoothly,"['procedure', 'procedure go', 'procedure go smoothly', 'go', 'go smoothly', 'smoothly']",0,0,0,0,0,1,0.2857142857142857
69791,The procedure was done in a professional and very clean setting.,0,procedure professional clean set,"['procedure', 'procedure professional', 'procedure professional clean', 'procedure professional clean set', 'professional', 'professional clean', 'professional clean set', 'clean', 'clean set', 'set']",0,0,0,0,0,1,0.2857142857142857
106253,I would trust him with anything regarding cosmetic procedures and my body.,0,trust cosmetic procedure body,"['trust', 'trust cosmetic', 'trust cosmetic procedure', 'trust cosmetic procedure body', 'cosmetic', 'cosmetic procedure', 'cosmetic procedure body', 'procedure', 'procedure body', 'body']",0,0,0,1,0,1,0.5714285714285714
184245,"for the procedure just goes to show that they don't really care about you coming back because either way they took 1,000.",1,procedure go care come way take,"['procedure', 'procedure go', 'procedure go care', 'procedure go care come', 'procedure go care come way', 'procedure go care come way take', 'go', 'go care', 'go care come', 'go care come way', 'go care come way take', 'care', 'care come', 'care come way', 'care come way take', 'come', 'come way', 'come way take', 'way', 'way take', 'take']",0,0,0,0,0,1,0.2857142857142857
63909,"She knows what she is doing and I would recommend for everyone, and I do trust my life with her.",0,know recommend trust life,"['know', 'know recommend', 'know recommend trust', 'know recommend trust life', 'recommend', 'recommend trust', 'recommend trust life', 'trust', 'trust life', 'life']",0,0,0,1,0,0,0.2857142857142857
108769,There is no other doctor I would trust other than Dr. Schlechter to come near me with a scalpel.,0,doctor trust dr schlechter come near scale,"['doctor', 'doctor trust', 'doctor trust dr', 'doctor trust dr schlechter', 'doctor trust dr schlechter come', 'doctor trust dr schlechter come near', 'doctor trust dr schlechter come near scale', 'trust', 'trust dr', 'trust dr schlechter', 'trust dr schlechter come', 'trust dr schlechter come near', 'trust dr schlechter come near scale', 'dr', 'dr schlechter', 'dr schlechter come', 'dr schlechter come near', 'dr schlechter come near scale', 'schlechter', 'schlechter come', 'schlechter come near', 'schlechter come near scale', 'come', 'come near', 'come near scale', 'near', 'near scale', 'scale']",0,0,0,1,0,0,0.2857142857142857
146435,I regret using this office wholeheartedly.,1,regret office wholeheartedly,"['regret', 'regret office', 'regret office wholeheartedly', 'office', 'office wholeheartedly', 'wholeheartedly']",1,0,0,0,0,0,0.2857142857142857
152257,I was extremely aprehensive aouut having this procedure.,1,extremely apprehensive have procedure,"['extremely', 'extremely apprehensive', 'extremely apprehensive have', 'extremely apprehensive have procedure', 'apprehensive', 'apprehensive have', 'apprehensive have procedure', 'have', 'have procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
90316,I could not be happier with the results of my procedure.,0,happy result procedure,"['happy', 'happy result', 'happy result procedure', 'result', 'result procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
104855,I was scared because of a previous freak dentist so stalled on starting the procedure the office people were patient with me though.,0,scare previous freak dentist stalk start procedure office people patient,"['scare', 'scare previous', 'scare previous freak', 'scare previous freak dentist', 'scare previous freak dentist stalk', 'scare previous freak dentist stalk start', 'scare previous freak dentist stalk start procedure', 'scare previous freak dentist stalk start procedure office', 'scare previous freak dentist stalk start procedure office people', 'scare previous freak dentist stalk start procedure office people patient', 'previous', 'previous freak', 'previous freak dentist', 'previous freak dentist stalk', 'previous freak dentist stalk start', 'previous freak dentist stalk start procedure', 'previous freak dentist stalk start procedure office', 'previous freak dentist stalk start procedure office people', 'previous freak dentist stalk start procedure office people patient', 'freak', 'freak dentist', 'freak dentist stalk', 'freak dentist stalk start', 'freak dentist stalk start procedure', 'freak dentist stalk start procedure office', 'freak dentist stalk start procedure office people', 'freak dentist stalk start procedure office people patient', 'dentist', 'dentist stalk', 'dentist stalk start', 'dentist stalk start procedure', 'dentist stalk start procedure office', 'dentist stalk start procedure office people', 'dentist stalk start procedure office people patient', 'stalk', 'stalk start', 'stalk start procedure', 'stalk start procedure office', 'stalk start procedure office people', 'stalk start procedure office people patient', 'start', 'start procedure', 'start procedure office', 'start procedure office people', 'start procedure office people patient', 'procedure', 'procedure office', 'procedure office people', 'procedure office people patient', 'office', 'office people', 'office people patient', 'people', 'people patient', 'patient']",0,0,0,0,0,1,0.2857142857142857
140815,"Based on my past history, I trust her judgment and expertise.",0,base past history trust judgment expertness,"['base', 'base past', 'base past history', 'base past history trust', 'base past history trust judgment', 'base past history trust judgment expertness', 'past', 'past history', 'past history trust', 'past history trust judgment', 'past history trust judgment expertness', 'history', 'history trust', 'history trust judgment', 'history trust judgment expertness', 'trust', 'trust judgment', 'trust judgment expertness', 'judgment', 'judgment expertness', 'expertness']",0,0,0,1,0,0,0.2857142857142857
147892,"He botched my body, he preformed a gender reassignment surgery and leave me deform. 5 procedures later and I'm still paying the price.",1,mottle body preform gender assignment surgery leave reform procedure late m pay price,"['mottle', 'mottle body', 'mottle body preform', 'mottle body preform gender', 'mottle body preform gender assignment', 'mottle body preform gender assignment surgery', 'mottle body preform gender assignment surgery leave', 'mottle body preform gender assignment surgery leave reform', 'mottle body preform gender assignment surgery leave reform procedure', 'mottle body preform gender assignment surgery leave reform procedure late', 'mottle body preform gender assignment surgery leave reform procedure late m', 'mottle body preform gender assignment surgery leave reform procedure late m pay', 'mottle body preform gender assignment surgery leave reform procedure late m pay price', 'body', 'body preform', 'body preform gender', 'body preform gender assignment', 'body preform gender assignment surgery', 'body preform gender assignment surgery leave', 'body preform gender assignment surgery leave reform', 'body preform gender assignment surgery leave reform procedure', 'body preform gender assignment surgery leave reform procedure late', 'body preform gender assignment surgery leave reform procedure late m', 'body preform gender assignment surgery leave reform procedure late m pay', 'body preform gender assignment surgery leave reform procedure late m pay price', 'preform', 'preform gender', 'preform gender assignment', 'preform gender assignment surgery', 'preform gender assignment surgery leave', 'preform gender assignment surgery leave reform', 'preform gender assignment surgery leave reform procedure', 'preform gender assignment surgery leave reform procedure late', 'preform gender assignment surgery leave reform procedure late m', 'preform gender assignment surgery leave reform procedure late m pay', 'preform gender assignment surgery leave reform procedure late m pay price', 'gender', 'gender assignment', 'gender assignment surgery', 'gender assignment surgery leave', 'gender assignment surgery leave reform', 'gender assignment surgery leave reform procedure', 'gender assignment surgery leave reform procedure late', 'gender assignment surgery leave reform procedure late m', 'gender assignment surgery leave reform procedure late m pay', 'gender assignment surgery leave reform procedure late m pay price', 'assignment', 'assignment surgery', 'assignment surgery leave', 'assignment surgery leave reform', 'assignment surgery leave reform procedure', 'assignment surgery leave reform procedure late', 'assignment surgery leave reform procedure late m', 'assignment surgery leave reform procedure late m pay', 'assignment surgery leave reform procedure late m pay price', 'surgery', 'surgery leave', 'surgery leave reform', 'surgery leave reform procedure', 'surgery leave reform procedure late', 'surgery leave reform procedure late m', 'surgery leave reform procedure late m pay', 'surgery leave reform procedure late m pay price', 'leave', 'leave reform', 'leave reform procedure', 'leave reform procedure late', 'leave reform procedure late m', 'leave reform procedure late m pay', 'leave reform procedure late m pay price', 'reform', 'reform procedure', 'reform procedure late', 'reform procedure late m', 'reform procedure late m pay', 'reform procedure late m pay price', 'procedure', 'procedure late', 'procedure late m', 'procedure late m pay', 'procedure late m pay price', 'late', 'late m', 'late m pay', 'late m pay price', 'm', 'm pay', 'm pay price', 'pay', 'pay price', 'price']",0,0,0,0,0,1,0.2857142857142857
139577,My procedure could not have gone smoother.,0,procedure go smooth,"['procedure', 'procedure go', 'procedure go smooth', 'go', 'go smooth', 'smooth']",0,0,0,0,0,1,0.2857142857142857
103964,You won't regret this choice!,0,wo regret choice,"['wo', 'wo regret', 'wo regret choice', 'regret', 'regret choice', 'choice']",1,0,0,0,0,0,0.2857142857142857
148141,However I did not see any beneficial results in the month after procedure.,1,beneficial result procedure,"['beneficial', 'beneficial result', 'beneficial result procedure', 'result', 'result procedure', 'procedure']",0,0,0,0,0,1,0.2857142857142857
147553,We have now had dual dental implant procedures and Tye has had to use all of his skills to get this done.,0,dual dental plant procedure use skill,"['dual', 'dual dental', 'dual dental plant', 'dual dental plant procedure', 'dual dental plant procedure use', 'dual dental plant procedure use skill', 'dental', 'dental plant', 'dental plant procedure', 'dental plant procedure use', 'dental plant procedure use skill', 'plant', 'plant procedure', 'plant procedure use', 'plant procedure use skill', 'procedure', 'procedure use', 'procedure use skill', 'use', 'use skill', 'skill']",0,0,0,0,0,1,0.2857142857142857
