commentId,comment,classification,comment_processed,word_phrase_list,deal,deal staff,staff,similarity_score
74486,"I liked Dr. Segal's ratings of successful lasik surgeries, staff friendliness, and clarity of information related to what to expect leading up to the surgery.",0,like dr seal rat successful forgery staff friendliness clarity information relate expect lead surgery,"['like', 'like dr', 'like dr seal', 'like dr seal rat', 'like dr seal rat successful', 'like dr seal rat successful forgery', 'like dr seal rat successful forgery staff', 'like dr seal rat successful forgery staff friendliness', 'like dr seal rat successful forgery staff friendliness clarity', 'like dr seal rat successful forgery staff friendliness clarity information', 'like dr seal rat successful forgery staff friendliness clarity information relate', 'like dr seal rat successful forgery staff friendliness clarity information relate expect', 'like dr seal rat successful forgery staff friendliness clarity information relate expect lead', 'like dr seal rat successful forgery staff friendliness clarity information relate expect lead surgery', 'dr', 'dr seal', 'dr seal rat', 'dr seal rat successful', 'dr seal rat successful forgery', 'dr seal rat successful forgery staff', 'dr seal rat successful forgery staff friendliness', 'dr seal rat successful forgery staff friendliness clarity', 'dr seal rat successful forgery staff friendliness clarity information', 'dr seal rat successful forgery staff friendliness clarity information relate', 'dr seal rat successful forgery staff friendliness clarity information relate expect', 'dr seal rat successful forgery staff friendliness clarity information relate expect lead', 'dr seal rat successful forgery staff friendliness clarity information relate expect lead surgery', 'seal', 'seal rat', 'seal rat successful', 'seal rat successful forgery', 'seal rat successful forgery staff', 'seal rat successful forgery staff friendliness', 'seal rat successful forgery staff friendliness clarity', 'seal rat successful forgery staff friendliness clarity information', 'seal rat successful forgery staff friendliness clarity information relate', 'seal rat successful forgery staff friendliness clarity information relate expect', 'seal rat successful forgery staff friendliness clarity information relate expect lead', 'seal rat successful forgery staff friendliness clarity information relate expect lead surgery', 'rat', 'rat successful', 'rat successful forgery', 'rat successful forgery staff', 'rat successful forgery staff friendliness', 'rat successful forgery staff friendliness clarity', 'rat successful forgery staff friendliness clarity information', 'rat successful forgery staff friendliness clarity information relate', 'rat successful forgery staff friendliness clarity information relate expect', 'rat successful forgery staff friendliness clarity information relate expect lead', 'rat successful forgery staff friendliness clarity information relate expect lead surgery', 'successful', 'successful forgery', 'successful forgery staff', 'successful forgery staff friendliness', 'successful forgery staff friendliness clarity', 'successful forgery staff friendliness clarity information', 'successful forgery staff friendliness clarity information relate', 'successful forgery staff friendliness clarity information relate expect', 'successful forgery staff friendliness clarity information relate expect lead', 'successful forgery staff friendliness clarity information relate expect lead surgery', 'forgery', 'forgery staff', 'forgery staff friendliness', 'forgery staff friendliness clarity', 'forgery staff friendliness clarity information', 'forgery staff friendliness clarity information relate', 'forgery staff friendliness clarity information relate expect', 'forgery staff friendliness clarity information relate expect lead', 'forgery staff friendliness clarity information relate expect lead surgery', 'staff', 'staff friendliness', 'staff friendliness clarity', 'staff friendliness clarity information', 'staff friendliness clarity information relate', 'staff friendliness clarity information relate expect', 'staff friendliness clarity information relate expect lead', 'staff friendliness clarity information relate expect lead surgery', 'friendliness', 'friendliness clarity', 'friendliness clarity information', 'friendliness clarity information relate', 'friendliness clarity information relate expect', 'friendliness clarity information relate expect lead', 'friendliness clarity information relate expect lead surgery', 'clarity', 'clarity information', 'clarity information relate', 'clarity information relate expect', 'clarity information relate expect lead', 'clarity information relate expect lead surgery', 'information', 'information relate', 'information relate expect', 'information relate expect lead', 'information relate expect lead surgery', 'relate', 'relate expect', 'relate expect lead', 'relate expect lead surgery', 'expect', 'expect lead', 'expect lead surgery', 'lead', 'lead surgery', 'surgery']",0,0,1,0.5
145163,"At one point she blamed it on a former staff, ?it was the idiot, she doesn?t work for me anymore?.",1,point blame staff idiot work anymore,"['point', 'point blame', 'point blame staff', 'point blame staff idiot', 'point blame staff idiot work', 'point blame staff idiot work anymore', 'blame', 'blame staff', 'blame staff idiot', 'blame staff idiot work', 'blame staff idiot work anymore', 'staff', 'staff idiot', 'staff idiot work', 'staff idiot work anymore', 'idiot', 'idiot work', 'idiot work anymore', 'work', 'work anymore', 'anymore']",0,0,1,0.5
92392,his staff is one professional and caring group of ladies.,0,staff professional dare group lady,"['staff', 'staff professional', 'staff professional dare', 'staff professional dare group', 'staff professional dare group lady', 'professional', 'professional dare', 'professional dare group', 'professional dare group lady', 'dare', 'dare group', 'dare group lady', 'group', 'group lady', 'lady']",0,0,1,0.5
134862,Doctors office staff is SUPER unprofessional!!,1,doctor office staff super professional,"['doctor', 'doctor office', 'doctor office staff', 'doctor office staff super', 'doctor office staff super professional', 'office', 'office staff', 'office staff super', 'office staff super professional', 'staff', 'staff super', 'staff super professional', 'super', 'super professional', 'professional']",0,0,1,0.5
90606,"and the entire staff were efficient, personable during the process of getting my 3 implants.",0,entire staff efficient personal process get plant,"['entire', 'entire staff', 'entire staff efficient', 'entire staff efficient personal', 'entire staff efficient personal process', 'entire staff efficient personal process get', 'entire staff efficient personal process get plant', 'staff', 'staff efficient', 'staff efficient personal', 'staff efficient personal process', 'staff efficient personal process get', 'staff efficient personal process get plant', 'efficient', 'efficient personal', 'efficient personal process', 'efficient personal process get', 'efficient personal process get plant', 'personal', 'personal process', 'personal process get', 'personal process get plant', 'process', 'process get', 'process get plant', 'get', 'get plant', 'plant']",0,0,1,0.5
152436,All the girls at his office are so sweet and Dr. Lenny and his staff left no room,0,girl office sweet staff leave room,"['girl', 'girl office', 'girl office sweet', 'girl office sweet staff', 'girl office sweet staff leave', 'girl office sweet staff leave room', 'office', 'office sweet', 'office sweet staff', 'office sweet staff leave', 'office sweet staff leave room', 'sweet', 'sweet staff', 'sweet staff leave', 'sweet staff leave room', 'staff', 'staff leave', 'staff leave room', 'leave', 'leave room', 'room']",0,0,1,0.5
100631,The staff is friendly and courteous and the waiting time is minimal.,0,staff friendly courteous wait time minimal,"['staff', 'staff friendly', 'staff friendly courteous', 'staff friendly courteous wait', 'staff friendly courteous wait time', 'staff friendly courteous wait time minimal', 'friendly', 'friendly courteous', 'friendly courteous wait', 'friendly courteous wait time', 'friendly courteous wait time minimal', 'courteous', 'courteous wait', 'courteous wait time', 'courteous wait time minimal', 'wait', 'wait time', 'wait time minimal', 'time', 'time minimal', 'minimal']",0,0,1,0.5
161823,"For a Dr. who cares more about her employees showing up sick, than staying home is very inconsiderate of her staff and patients!",1,dr care employee show sick stay home considerate staff patient,"['dr', 'dr care', 'dr care employee', 'dr care employee show', 'dr care employee show sick', 'dr care employee show sick stay', 'dr care employee show sick stay home', 'dr care employee show sick stay home considerate', 'dr care employee show sick stay home considerate staff', 'dr care employee show sick stay home considerate staff patient', 'care', 'care employee', 'care employee show', 'care employee show sick', 'care employee show sick stay', 'care employee show sick stay home', 'care employee show sick stay home considerate', 'care employee show sick stay home considerate staff', 'care employee show sick stay home considerate staff patient', 'employee', 'employee show', 'employee show sick', 'employee show sick stay', 'employee show sick stay home', 'employee show sick stay home considerate', 'employee show sick stay home considerate staff', 'employee show sick stay home considerate staff patient', 'show', 'show sick', 'show sick stay', 'show sick stay home', 'show sick stay home considerate', 'show sick stay home considerate staff', 'show sick stay home considerate staff patient', 'sick', 'sick stay', 'sick stay home', 'sick stay home considerate', 'sick stay home considerate staff', 'sick stay home considerate staff patient', 'stay', 'stay home', 'stay home considerate', 'stay home considerate staff', 'stay home considerate staff patient', 'home', 'home considerate', 'home considerate staff', 'home considerate staff patient', 'considerate', 'considerate staff', 'considerate staff patient', 'staff', 'staff patient', 'patient']",0,0,1,0.5
168478,"Also, please do not ask that staff about the physician.",1,ask staff doctor,"['ask', 'ask staff', 'ask staff doctor', 'staff', 'staff doctor', 'doctor']",0,0,1,0.5
128221,So genuine and the staff truly cares about their patients.,0,genuine staff truly care patient,"['genuine', 'genuine staff', 'genuine staff truly', 'genuine staff truly care', 'genuine staff truly care patient', 'staff', 'staff truly', 'staff truly care', 'staff truly care patient', 'truly', 'truly care', 'truly care patient', 'care', 'care patient', 'patient']",0,0,1,0.5
77282,Staff greeted me at the door and offered me water.,0,staff greet door offer water,"['staff', 'staff greet', 'staff greet door', 'staff greet door offer', 'staff greet door offer water', 'greet', 'greet door', 'greet door offer', 'greet door offer water', 'door', 'door offer', 'door offer water', 'offer', 'offer water', 'water']",0,0,1,0.5
92223,and was ugly to his staff.,1,ugly staff,"['ugly', 'ugly staff', 'staff']",0,0,1,0.5
140810,Very pleased with the staff and the thoroughness of the exam and the response to all my questions.,0,please staff thoroughness examination response question,"['please', 'please staff', 'please staff thoroughness', 'please staff thoroughness examination', 'please staff thoroughness examination response', 'please staff thoroughness examination response question', 'staff', 'staff thoroughness', 'staff thoroughness examination', 'staff thoroughness examination response', 'staff thoroughness examination response question', 'thoroughness', 'thoroughness examination', 'thoroughness examination response', 'thoroughness examination response question', 'examination', 'examination response', 'examination response question', 'response', 'response question', 'question']",0,0,1,0.5
141380,"The Medical staff were courteous and kind, Dr. Ayala was really professional when addressing my sinus issues.",0,medical staff courteous kind dr yale professional address sinus issue,"['medical', 'medical staff', 'medical staff courteous', 'medical staff courteous kind', 'medical staff courteous kind dr', 'medical staff courteous kind dr yale', 'medical staff courteous kind dr yale professional', 'medical staff courteous kind dr yale professional address', 'medical staff courteous kind dr yale professional address sinus', 'medical staff courteous kind dr yale professional address sinus issue', 'staff', 'staff courteous', 'staff courteous kind', 'staff courteous kind dr', 'staff courteous kind dr yale', 'staff courteous kind dr yale professional', 'staff courteous kind dr yale professional address', 'staff courteous kind dr yale professional address sinus', 'staff courteous kind dr yale professional address sinus issue', 'courteous', 'courteous kind', 'courteous kind dr', 'courteous kind dr yale', 'courteous kind dr yale professional', 'courteous kind dr yale professional address', 'courteous kind dr yale professional address sinus', 'courteous kind dr yale professional address sinus issue', 'kind', 'kind dr', 'kind dr yale', 'kind dr yale professional', 'kind dr yale professional address', 'kind dr yale professional address sinus', 'kind dr yale professional address sinus issue', 'dr', 'dr yale', 'dr yale professional', 'dr yale professional address', 'dr yale professional address sinus', 'dr yale professional address sinus issue', 'yale', 'yale professional', 'yale professional address', 'yale professional address sinus', 'yale professional address sinus issue', 'professional', 'professional address', 'professional address sinus', 'professional address sinus issue', 'address', 'address sinus', 'address sinus issue', 'sinus', 'sinus issue', 'issue']",0,0,1,0.5
130122,"Minimum wait time, efficient and professional staff.",0,minimum wait time efficient professional staff,"['minimum', 'minimum wait', 'minimum wait time', 'minimum wait time efficient', 'minimum wait time efficient professional', 'minimum wait time efficient professional staff', 'wait', 'wait time', 'wait time efficient', 'wait time efficient professional', 'wait time efficient professional staff', 'time', 'time efficient', 'time efficient professional', 'time efficient professional staff', 'efficient', 'efficient professional', 'efficient professional staff', 'professional', 'professional staff', 'staff']",0,0,1,0.5
148870,After dealing with lower back and leg pain,1,deal low leg pain,"['deal', 'deal low', 'deal low leg', 'deal low leg pain', 'low', 'low leg', 'low leg pain', 'leg', 'leg pain', 'pain']",1,0,0,0.5
80184,After the procedure and over the next several weeks the staff worked with me to help me manage my pain medicine,0,procedure staff work help manage pain medicine,"['procedure', 'procedure staff', 'procedure staff work', 'procedure staff work help', 'procedure staff work help manage', 'procedure staff work help manage pain', 'procedure staff work help manage pain medicine', 'staff', 'staff work', 'staff work help', 'staff work help manage', 'staff work help manage pain', 'staff work help manage pain medicine', 'work', 'work help', 'work help manage', 'work help manage pain', 'work help manage pain medicine', 'help', 'help manage', 'help manage pain', 'help manage pain medicine', 'manage', 'manage pain', 'manage pain medicine', 'pain', 'pain medicine', 'medicine']",0,0,1,0.5
151560,"Staff is very rude, impolite and inefficient, my mother had scheduled an appointment but due to this we were discouraged to continue with the appointment",1,staff rude impolite efficient mother schedule appointment discourage continue appointment,"['staff', 'staff rude', 'staff rude impolite', 'staff rude impolite efficient', 'staff rude impolite efficient mother', 'staff rude impolite efficient mother schedule', 'staff rude impolite efficient mother schedule appointment', 'staff rude impolite efficient mother schedule appointment discourage', 'staff rude impolite efficient mother schedule appointment discourage continue', 'staff rude impolite efficient mother schedule appointment discourage continue appointment', 'rude', 'rude impolite', 'rude impolite efficient', 'rude impolite efficient mother', 'rude impolite efficient mother schedule', 'rude impolite efficient mother schedule appointment', 'rude impolite efficient mother schedule appointment discourage', 'rude impolite efficient mother schedule appointment discourage continue', 'rude impolite efficient mother schedule appointment discourage continue appointment', 'impolite', 'impolite efficient', 'impolite efficient mother', 'impolite efficient mother schedule', 'impolite efficient mother schedule appointment', 'impolite efficient mother schedule appointment discourage', 'impolite efficient mother schedule appointment discourage continue', 'impolite efficient mother schedule appointment discourage continue appointment', 'efficient', 'efficient mother', 'efficient mother schedule', 'efficient mother schedule appointment', 'efficient mother schedule appointment discourage', 'efficient mother schedule appointment discourage continue', 'efficient mother schedule appointment discourage continue appointment', 'mother', 'mother schedule', 'mother schedule appointment', 'mother schedule appointment discourage', 'mother schedule appointment discourage continue', 'mother schedule appointment discourage continue appointment', 'schedule', 'schedule appointment', 'schedule appointment discourage', 'schedule appointment discourage continue', 'schedule appointment discourage continue appointment', 'appointment', 'appointment discourage', 'appointment discourage continue', 'appointment discourage continue appointment', 'discourage', 'discourage continue', 'discourage continue appointment', 'continue', 'continue appointment', 'appointment']",0,0,1,0.5
102899,DR. T and her staff are the most helpful and nicest group of ladies I have met in a Dr. office.,0,dr t staff helpful nice group lady meet dr office,"['dr', 'dr t', 'dr t staff', 'dr t staff helpful', 'dr t staff helpful nice', 'dr t staff helpful nice group', 'dr t staff helpful nice group lady', 'dr t staff helpful nice group lady meet', 'dr t staff helpful nice group lady meet dr', 'dr t staff helpful nice group lady meet dr office', 't', 't staff', 't staff helpful', 't staff helpful nice', 't staff helpful nice group', 't staff helpful nice group lady', 't staff helpful nice group lady meet', 't staff helpful nice group lady meet dr', 't staff helpful nice group lady meet dr office', 'staff', 'staff helpful', 'staff helpful nice', 'staff helpful nice group', 'staff helpful nice group lady', 'staff helpful nice group lady meet', 'staff helpful nice group lady meet dr', 'staff helpful nice group lady meet dr office', 'helpful', 'helpful nice', 'helpful nice group', 'helpful nice group lady', 'helpful nice group lady meet', 'helpful nice group lady meet dr', 'helpful nice group lady meet dr office', 'nice', 'nice group', 'nice group lady', 'nice group lady meet', 'nice group lady meet dr', 'nice group lady meet dr office', 'group', 'group lady', 'group lady meet', 'group lady meet dr', 'group lady meet dr office', 'lady', 'lady meet', 'lady meet dr', 'lady meet dr office', 'meet', 'meet dr', 'meet dr office', 'dr', 'dr office', 'office']",0,0,1,0.5
124917,"Dr Ohmart and his staff seemed like the perfect fit for us, with convenient hours",0,staff like perfect fit convenient,"['staff', 'staff like', 'staff like perfect', 'staff like perfect fit', 'staff like perfect fit convenient', 'like', 'like perfect', 'like perfect fit', 'like perfect fit convenient', 'perfect', 'perfect fit', 'perfect fit convenient', 'fit', 'fit convenient', 'convenient']",0,0,1,0.5
146907,Dr grames and his staff are horrible to deal with and incredibly incompetent.,1,staff atrocious deal incredibly incompetent,"['staff', 'staff atrocious', 'staff atrocious deal', 'staff atrocious deal incredibly', 'staff atrocious deal incredibly incompetent', 'atrocious', 'atrocious deal', 'atrocious deal incredibly', 'atrocious deal incredibly incompetent', 'deal', 'deal incredibly', 'deal incredibly incompetent', 'incredibly', 'incredibly incompetent', 'incompetent']",1,0,1,1.0
146479,The entire staff has been extremely helpful and accommodating.,0,entire staff extremely helpful accommodation,"['entire', 'entire staff', 'entire staff extremely', 'entire staff extremely helpful', 'entire staff extremely helpful accommodation', 'staff', 'staff extremely', 'staff extremely helpful', 'staff extremely helpful accommodation', 'extremely', 'extremely helpful', 'extremely helpful accommodation', 'helpful', 'helpful accommodation', 'accommodation']",0,0,1,0.5
94707,"Very organized, fun visit with staff .",0,organize fun visit staff,"['organize', 'organize fun', 'organize fun visit', 'organize fun visit staff', 'fun', 'fun visit', 'fun visit staff', 'visit', 'visit staff', 'staff']",0,0,1,0.5
96448,Outstanding business with excellent staff all around!,0,outstanding business excellent staff,"['outstanding', 'outstanding business', 'outstanding business excellent', 'outstanding business excellent staff', 'business', 'business excellent', 'business excellent staff', 'excellent', 'excellent staff', 'staff']",0,0,1,0.5
81965,I have always had a great experince when coming to the office staff,0,great experience come office staff,"['great', 'great experience', 'great experience come', 'great experience come office', 'great experience come office staff', 'experience', 'experience come', 'experience come office', 'experience come office staff', 'come', 'come office', 'come office staff', 'office', 'office staff', 'staff']",0,0,1,0.5
100430,and kind staff was and how fast they were at getting back to me!,0,kind staff fast get,"['kind', 'kind staff', 'kind staff fast', 'kind staff fast get', 'staff', 'staff fast', 'staff fast get', 'fast', 'fast get', 'get']",0,0,1,0.5
115138,"and staff gave medication during surgery i clearly stated i was allergic to, even noted on my health history, discussed it at pre-op.",1,staff give meditation surgery clearly state allergic note health history discuss prop,"['staff', 'staff give', 'staff give meditation', 'staff give meditation surgery', 'staff give meditation surgery clearly', 'staff give meditation surgery clearly state', 'staff give meditation surgery clearly state allergic', 'staff give meditation surgery clearly state allergic note', 'staff give meditation surgery clearly state allergic note health', 'staff give meditation surgery clearly state allergic note health history', 'staff give meditation surgery clearly state allergic note health history discuss', 'staff give meditation surgery clearly state allergic note health history discuss prop', 'give', 'give meditation', 'give meditation surgery', 'give meditation surgery clearly', 'give meditation surgery clearly state', 'give meditation surgery clearly state allergic', 'give meditation surgery clearly state allergic note', 'give meditation surgery clearly state allergic note health', 'give meditation surgery clearly state allergic note health history', 'give meditation surgery clearly state allergic note health history discuss', 'give meditation surgery clearly state allergic note health history discuss prop', 'meditation', 'meditation surgery', 'meditation surgery clearly', 'meditation surgery clearly state', 'meditation surgery clearly state allergic', 'meditation surgery clearly state allergic note', 'meditation surgery clearly state allergic note health', 'meditation surgery clearly state allergic note health history', 'meditation surgery clearly state allergic note health history discuss', 'meditation surgery clearly state allergic note health history discuss prop', 'surgery', 'surgery clearly', 'surgery clearly state', 'surgery clearly state allergic', 'surgery clearly state allergic note', 'surgery clearly state allergic note health', 'surgery clearly state allergic note health history', 'surgery clearly state allergic note health history discuss', 'surgery clearly state allergic note health history discuss prop', 'clearly', 'clearly state', 'clearly state allergic', 'clearly state allergic note', 'clearly state allergic note health', 'clearly state allergic note health history', 'clearly state allergic note health history discuss', 'clearly state allergic note health history discuss prop', 'state', 'state allergic', 'state allergic note', 'state allergic note health', 'state allergic note health history', 'state allergic note health history discuss', 'state allergic note health history discuss prop', 'allergic', 'allergic note', 'allergic note health', 'allergic note health history', 'allergic note health history discuss', 'allergic note health history discuss prop', 'note', 'note health', 'note health history', 'note health history discuss', 'note health history discuss prop', 'health', 'health history', 'health history discuss', 'health history discuss prop', 'history', 'history discuss', 'history discuss prop', 'discuss', 'discuss prop', 'prop']",0,0,1,0.5
97063,So fair I like everything with all the staff...,0,fair like staff,"['fair', 'fair like', 'fair like staff', 'like', 'like staff', 'staff']",0,0,1,0.5
100391,Very friendly and knowledgeable staff.,0,friendly knowledgeable staff,"['friendly', 'friendly knowledgeable', 'friendly knowledgeable staff', 'knowledgeable', 'knowledgeable staff', 'staff']",0,0,1,0.5
96533,Terrible bedside manner and very unprofessional staff in many respects.,1,terrible bedside manner professional staff respect,"['terrible', 'terrible bedside', 'terrible bedside manner', 'terrible bedside manner professional', 'terrible bedside manner professional staff', 'terrible bedside manner professional staff respect', 'bedside', 'bedside manner', 'bedside manner professional', 'bedside manner professional staff', 'bedside manner professional staff respect', 'manner', 'manner professional', 'manner professional staff', 'manner professional staff respect', 'professional', 'professional staff', 'professional staff respect', 'staff', 'staff respect', 'respect']",0,0,1,0.5
105602,He is most professional and his office is managed by an efficient staff.,0,professional office manage efficient staff,"['professional', 'professional office', 'professional office manage', 'professional office manage efficient', 'professional office manage efficient staff', 'office', 'office manage', 'office manage efficient', 'office manage efficient staff', 'manage', 'manage efficient', 'manage efficient staff', 'efficient', 'efficient staff', 'staff']",0,0,1,0.5
133293,"Great staff, great Dr. Great care highly recommended.",0,great staff great dr great care highly recommend,"['great', 'great staff', 'great staff great', 'great staff great dr', 'great staff great dr great', 'great staff great dr great care', 'great staff great dr great care highly', 'great staff great dr great care highly recommend', 'staff', 'staff great', 'staff great dr', 'staff great dr great', 'staff great dr great care', 'staff great dr great care highly', 'staff great dr great care highly recommend', 'great', 'great dr', 'great dr great', 'great dr great care', 'great dr great care highly', 'great dr great care highly recommend', 'dr', 'dr great', 'dr great care', 'dr great care highly', 'dr great care highly recommend', 'great', 'great care', 'great care highly', 'great care highly recommend', 'care', 'care highly', 'care highly recommend', 'highly', 'highly recommend', 'recommend']",0,0,1,0.5
77310,Dr. Eye and his staff stayed after hours to take models for a night guard.,0,dr eye staff stay model night guard,"['dr', 'dr eye', 'dr eye staff', 'dr eye staff stay', 'dr eye staff stay model', 'dr eye staff stay model night', 'dr eye staff stay model night guard', 'eye', 'eye staff', 'eye staff stay', 'eye staff stay model', 'eye staff stay model night', 'eye staff stay model night guard', 'staff', 'staff stay', 'staff stay model', 'staff stay model night', 'staff stay model night guard', 'stay', 'stay model', 'stay model night', 'stay model night guard', 'model', 'model night', 'model night guard', 'night', 'night guard', 'guard']",0,0,1,0.5
76765,"The staff here are on the rougher side, and by that I mean ghetto, especially the nurses, aides, and secretaries.",1,staff rough mean hetty especially nurse aide secretary,"['staff', 'staff rough', 'staff rough mean', 'staff rough mean hetty', 'staff rough mean hetty especially', 'staff rough mean hetty especially nurse', 'staff rough mean hetty especially nurse aide', 'staff rough mean hetty especially nurse aide secretary', 'rough', 'rough mean', 'rough mean hetty', 'rough mean hetty especially', 'rough mean hetty especially nurse', 'rough mean hetty especially nurse aide', 'rough mean hetty especially nurse aide secretary', 'mean', 'mean hetty', 'mean hetty especially', 'mean hetty especially nurse', 'mean hetty especially nurse aide', 'mean hetty especially nurse aide secretary', 'hetty', 'hetty especially', 'hetty especially nurse', 'hetty especially nurse aide', 'hetty especially nurse aide secretary', 'especially', 'especially nurse', 'especially nurse aide', 'especially nurse aide secretary', 'nurse', 'nurse aide', 'nurse aide secretary', 'aide', 'aide secretary', 'secretary']",0,0,1,0.5
112540,I'm extremely disappointed with my experience with this doctor and with the staff.,1,m extremely disappoint experience doctor staff,"['m', 'm extremely', 'm extremely disappoint', 'm extremely disappoint experience', 'm extremely disappoint experience doctor', 'm extremely disappoint experience doctor staff', 'extremely', 'extremely disappoint', 'extremely disappoint experience', 'extremely disappoint experience doctor', 'extremely disappoint experience doctor staff', 'disappoint', 'disappoint experience', 'disappoint experience doctor', 'disappoint experience doctor staff', 'experience', 'experience doctor', 'experience doctor staff', 'doctor', 'doctor staff', 'staff']",0,0,1,0.5
90557,"A nurse at the hospital could not praise Doctor White enough, which means a lot since she deals with patients from multiple surgeons.",0,nurse hospital praise doctor white mean lot deal patient multiple surgeon,"['nurse', 'nurse hospital', 'nurse hospital praise', 'nurse hospital praise doctor', 'nurse hospital praise doctor white', 'nurse hospital praise doctor white mean', 'nurse hospital praise doctor white mean lot', 'nurse hospital praise doctor white mean lot deal', 'nurse hospital praise doctor white mean lot deal patient', 'nurse hospital praise doctor white mean lot deal patient multiple', 'nurse hospital praise doctor white mean lot deal patient multiple surgeon', 'hospital', 'hospital praise', 'hospital praise doctor', 'hospital praise doctor white', 'hospital praise doctor white mean', 'hospital praise doctor white mean lot', 'hospital praise doctor white mean lot deal', 'hospital praise doctor white mean lot deal patient', 'hospital praise doctor white mean lot deal patient multiple', 'hospital praise doctor white mean lot deal patient multiple surgeon', 'praise', 'praise doctor', 'praise doctor white', 'praise doctor white mean', 'praise doctor white mean lot', 'praise doctor white mean lot deal', 'praise doctor white mean lot deal patient', 'praise doctor white mean lot deal patient multiple', 'praise doctor white mean lot deal patient multiple surgeon', 'doctor', 'doctor white', 'doctor white mean', 'doctor white mean lot', 'doctor white mean lot deal', 'doctor white mean lot deal patient', 'doctor white mean lot deal patient multiple', 'doctor white mean lot deal patient multiple surgeon', 'white', 'white mean', 'white mean lot', 'white mean lot deal', 'white mean lot deal patient', 'white mean lot deal patient multiple', 'white mean lot deal patient multiple surgeon', 'mean', 'mean lot', 'mean lot deal', 'mean lot deal patient', 'mean lot deal patient multiple', 'mean lot deal patient multiple surgeon', 'lot', 'lot deal', 'lot deal patient', 'lot deal patient multiple', 'lot deal patient multiple surgeon', 'deal', 'deal patient', 'deal patient multiple', 'deal patient multiple surgeon', 'patient', 'patient multiple', 'patient multiple surgeon', 'multiple', 'multiple surgeon', 'surgeon']",1,0,0,0.5
91926,The front desk staff is awesome.,0,desk staff amazing,"['desk', 'desk staff', 'desk staff amazing', 'staff', 'staff amazing', 'amazing']",0,0,1,0.5
96863,The staff will not give my messages to the doctor.,1,staff message doctor,"['staff', 'staff message', 'staff message doctor', 'message', 'message doctor', 'doctor']",0,0,1,0.5
191572,The front office staff and nurses in the spinal department are unprofessional and rude.,1,office staff nurse spinal department professional rude,"['office', 'office staff', 'office staff nurse', 'office staff nurse spinal', 'office staff nurse spinal department', 'office staff nurse spinal department professional', 'office staff nurse spinal department professional rude', 'staff', 'staff nurse', 'staff nurse spinal', 'staff nurse spinal department', 'staff nurse spinal department professional', 'staff nurse spinal department professional rude', 'nurse', 'nurse spinal', 'nurse spinal department', 'nurse spinal department professional', 'nurse spinal department professional rude', 'spinal', 'spinal department', 'spinal department professional', 'spinal department professional rude', 'department', 'department professional', 'department professional rude', 'professional', 'professional rude', 'rude']",0,0,1,0.5
173483,"Everything went smoothly, Dr. Larsen was excellent and the staff at the surgical center was top drawer.",0,go smoothly excellent staff surgical center drawer,"['go', 'go smoothly', 'go smoothly excellent', 'go smoothly excellent staff', 'go smoothly excellent staff surgical', 'go smoothly excellent staff surgical center', 'go smoothly excellent staff surgical center drawer', 'smoothly', 'smoothly excellent', 'smoothly excellent staff', 'smoothly excellent staff surgical', 'smoothly excellent staff surgical center', 'smoothly excellent staff surgical center drawer', 'excellent', 'excellent staff', 'excellent staff surgical', 'excellent staff surgical center', 'excellent staff surgical center drawer', 'staff', 'staff surgical', 'staff surgical center', 'staff surgical center drawer', 'surgical', 'surgical center', 'surgical center drawer', 'center', 'center drawer', 'drawer']",0,0,1,0.5
164683,The procedure was much less intimidating because of the staff and it healed very quickly.,0,procedure intimidate staff heal quickly,"['procedure', 'procedure intimidate', 'procedure intimidate staff', 'procedure intimidate staff heal', 'procedure intimidate staff heal quickly', 'intimidate', 'intimidate staff', 'intimidate staff heal', 'intimidate staff heal quickly', 'staff', 'staff heal', 'staff heal quickly', 'heal', 'heal quickly', 'quickly']",0,0,1,0.5
126374,"This year redone and he as well as the staff, amazing.",0,staff amaze,"['staff', 'staff amaze', 'amaze']",0,0,1,0.5
69736,All the staff members are so considerate.,0,staff member considerate,"['staff', 'staff member', 'staff member considerate', 'member', 'member considerate', 'considerate']",0,0,1,0.5
109435,His nurse Linda was also wonderful as were the staff at the front desk.,0,nurse fantastic staff desk,"['nurse', 'nurse fantastic', 'nurse fantastic staff', 'nurse fantastic staff desk', 'fantastic', 'fantastic staff', 'fantastic staff desk', 'staff', 'staff desk', 'desk']",0,0,1,0.5
83005,His office is very organized and his staff was super friendly and,0,office organize staff super friendly,"['office', 'office organize', 'office organize staff', 'office organize staff super', 'office organize staff super friendly', 'organize', 'organize staff', 'organize staff super', 'organize staff super friendly', 'staff', 'staff super', 'staff super friendly', 'super', 'super friendly', 'friendly']",0,0,1,0.5
