commentId,comment,classification,comment_processed,word_phrase_list,happily,happily recommend,recommend,canal,nose,nose job,job,similarity_score
122409,for a payment when I did not even see the doctor. ?I WOULD NEVER RECOMMEND GOING HERE.,1,payment doctor recommend go,"['payment', 'payment doctor', 'payment doctor recommend', 'payment doctor recommend go', 'doctor', 'doctor recommend', 'doctor recommend go', 'recommend', 'recommend go', 'go']",0,0,1,0,0,0,0,0.08196721311475409
112318,She does not know how to do her job correct,1,know job correct,"['know', 'know job', 'know job correct', 'job', 'job correct', 'correct']",0,0,0,0,0,0,1,0.08196721311475409
148843,"I spoke to the MANAGER of this place and she happily said ""Do not think you are getting your money back"" VERY unprofessional",1,speak manager place happily say think get money professional,"['speak', 'speak manager', 'speak manager place', 'speak manager place happily', 'speak manager place happily say', 'speak manager place happily say think', 'speak manager place happily say think get', 'speak manager place happily say think get money', 'speak manager place happily say think get money professional', 'manager', 'manager place', 'manager place happily', 'manager place happily say', 'manager place happily say think', 'manager place happily say think get', 'manager place happily say think get money', 'manager place happily say think get money professional', 'place', 'place happily', 'place happily say', 'place happily say think', 'place happily say think get', 'place happily say think get money', 'place happily say think get money professional', 'happily', 'happily say', 'happily say think', 'happily say think get', 'happily say think get money', 'happily say think get money professional', 'say', 'say think', 'say think get', 'say think get money', 'say think get money professional', 'think', 'think get', 'think get money', 'think get money professional', 'get', 'get money', 'get money professional', 'money', 'money professional', 'professional']",1,0,0,0,0,0,0,0.08196721311475409
138724,Dr. Olemacher did a lousy job choosing her staff.,1,louse job choose staff,"['louse', 'louse job', 'louse job choose', 'louse job choose staff', 'job', 'job choose', 'job choose staff', 'choose', 'choose staff', 'staff']",0,0,0,0,0,0,1,0.08196721311475409
123508,I came in with a nose that looked operated on and I left with a nose that is,0,come nose look operate leave nose,"['come', 'come nose', 'come nose look', 'come nose look operate', 'come nose look operate leave', 'come nose look operate leave nose', 'nose', 'nose look', 'nose look operate', 'nose look operate leave', 'nose look operate leave nose', 'look', 'look operate', 'look operate leave', 'look operate leave nose', 'operate', 'operate leave', 'operate leave nose', 'leave', 'leave nose', 'nose']",0,0,0,0,1,0,0,0.08196721311475409
92830,He saved my job.,0,save job,"['save', 'save job', 'job']",0,0,0,0,0,0,1,0.08196721311475409
68609,I will definitely recommend this practice to friends and family.,0,decidedly recommend practice friend family,"['decidedly', 'decidedly recommend', 'decidedly recommend practice', 'decidedly recommend practice friend', 'decidedly recommend practice friend family', 'recommend', 'recommend practice', 'recommend practice friend', 'recommend practice friend family', 'practice', 'practice friend', 'practice friend family', 'friend', 'friend family', 'family']",0,0,1,0,0,0,0,0.08196721311475409
178207,I will never ever go back to the Tampa office nor would I recommend them to friends or family!,1,camp office recommend friend family,"['camp', 'camp office', 'camp office recommend', 'camp office recommend friend', 'camp office recommend friend family', 'office', 'office recommend', 'office recommend friend', 'office recommend friend family', 'recommend', 'recommend friend', 'recommend friend family', 'friend', 'friend family', 'family']",0,0,1,0,0,0,0,0.08196721311475409
186064,Highly recommend not going to this place and you guys should go somewhere else.,1,highly recommend go place gun,"['highly', 'highly recommend', 'highly recommend go', 'highly recommend go place', 'highly recommend go place gun', 'recommend', 'recommend go', 'recommend go place', 'recommend go place gun', 'go', 'go place', 'go place gun', 'place', 'place gun', 'gun']",0,0,1,0,0,0,0,0.08196721311475409
180619,"He ruined my face my nose is now crooked and wider that before,",1,ruin face nose crooked wide,"['ruin', 'ruin face', 'ruin face nose', 'ruin face nose crooked', 'ruin face nose crooked wide', 'face', 'face nose', 'face nose crooked', 'face nose crooked wide', 'nose', 'nose crooked', 'nose crooked wide', 'crooked', 'crooked wide', 'wide']",0,0,0,0,1,0,0,0.08196721311475409
164889,"and to top off the mediocre job he did on my breast revision, his bed side manner is absolutely unforgivable.",1,mediocre job breast revision bed manner absolutely inexcusable,"['mediocre', 'mediocre job', 'mediocre job breast', 'mediocre job breast revision', 'mediocre job breast revision bed', 'mediocre job breast revision bed manner', 'mediocre job breast revision bed manner absolutely', 'mediocre job breast revision bed manner absolutely inexcusable', 'job', 'job breast', 'job breast revision', 'job breast revision bed', 'job breast revision bed manner', 'job breast revision bed manner absolutely', 'job breast revision bed manner absolutely inexcusable', 'breast', 'breast revision', 'breast revision bed', 'breast revision bed manner', 'breast revision bed manner absolutely', 'breast revision bed manner absolutely inexcusable', 'revision', 'revision bed', 'revision bed manner', 'revision bed manner absolutely', 'revision bed manner absolutely inexcusable', 'bed', 'bed manner', 'bed manner absolutely', 'bed manner absolutely inexcusable', 'manner', 'manner absolutely', 'manner absolutely inexcusable', 'absolutely', 'absolutely inexcusable', 'inexcusable']",0,0,0,0,0,0,1,0.08196721311475409
141929,This was my 3rd root canal with him and each time he made me feel relaxed,0,rd root canal time feel relax,"['rd', 'rd root', 'rd root canal', 'rd root canal time', 'rd root canal time feel', 'rd root canal time feel relax', 'root', 'root canal', 'root canal time', 'root canal time feel', 'root canal time feel relax', 'canal', 'canal time', 'canal time feel', 'canal time feel relax', 'time', 'time feel', 'time feel relax', 'feel', 'feel relax', 'relax']",0,0,0,1,0,0,0,0.08196721311475409
72966,"Our attempt at IVF was unsuccessful, Dr. Witz recommended FET since I had eight embryos left.",0,attempt unsuccessful recommend feel embryo leave,"['attempt', 'attempt unsuccessful', 'attempt unsuccessful recommend', 'attempt unsuccessful recommend feel', 'attempt unsuccessful recommend feel embryo', 'attempt unsuccessful recommend feel embryo leave', 'unsuccessful', 'unsuccessful recommend', 'unsuccessful recommend feel', 'unsuccessful recommend feel embryo', 'unsuccessful recommend feel embryo leave', 'recommend', 'recommend feel', 'recommend feel embryo', 'recommend feel embryo leave', 'feel', 'feel embryo', 'feel embryo leave', 'embryo', 'embryo leave', 'leave']",0,0,1,0,0,0,0,0.08196721311475409
99824,You always do a great job cleaning my teeth and giving me a kick in the butt about flossing.,0,great job clean tooth give kick butt cross,"['great', 'great job', 'great job clean', 'great job clean tooth', 'great job clean tooth give', 'great job clean tooth give kick', 'great job clean tooth give kick butt', 'great job clean tooth give kick butt cross', 'job', 'job clean', 'job clean tooth', 'job clean tooth give', 'job clean tooth give kick', 'job clean tooth give kick butt', 'job clean tooth give kick butt cross', 'clean', 'clean tooth', 'clean tooth give', 'clean tooth give kick', 'clean tooth give kick butt', 'clean tooth give kick butt cross', 'tooth', 'tooth give', 'tooth give kick', 'tooth give kick butt', 'tooth give kick butt cross', 'give', 'give kick', 'give kick butt', 'give kick butt cross', 'kick', 'kick butt', 'kick butt cross', 'butt', 'butt cross', 'cross']",0,0,0,0,0,0,1,0.08196721311475409
72034,"Hope I don't have to do it again but would and would recommend dr, Tye.",0,hope recommend dr,"['hope', 'hope recommend', 'hope recommend dr', 'recommend', 'recommend dr', 'dr']",0,0,1,0,0,0,0,0.08196721311475409
132921,"We people like this looking after you, I would NEVER recommend this office for ANYTHING!!!",1,people like look recommend office,"['people', 'people like', 'people like look', 'people like look recommend', 'people like look recommend office', 'like', 'like look', 'like look recommend', 'like look recommend office', 'look', 'look recommend', 'look recommend office', 'recommend', 'recommend office', 'office']",0,0,1,0,0,0,0,0.08196721311475409
164548,He recommended physical therapy that is improving my stamina and balance.,0,recommend physical therapy better stay balance,"['recommend', 'recommend physical', 'recommend physical therapy', 'recommend physical therapy better', 'recommend physical therapy better stay', 'recommend physical therapy better stay balance', 'physical', 'physical therapy', 'physical therapy better', 'physical therapy better stay', 'physical therapy better stay balance', 'therapy', 'therapy better', 'therapy better stay', 'therapy better stay balance', 'better', 'better stay', 'better stay balance', 'stay', 'stay balance', 'balance']",0,0,1,0,0,0,0,0.08196721311475409
71076,I am for sure recommend this place and I will be coming back soon!,0,sure recommend place come soon,"['sure', 'sure recommend', 'sure recommend place', 'sure recommend place come', 'sure recommend place come soon', 'recommend', 'recommend place', 'recommend place come', 'recommend place come soon', 'place', 'place come', 'place come soon', 'come', 'come soon', 'soon']",0,0,1,0,0,0,0,0.08196721311475409
154462,"and all the safety precautions they go through to make sure every patient is safe, I would definitely recommend this place!",0,safety precaution sure patient safe decidedly recommend place,"['safety', 'safety precaution', 'safety precaution sure', 'safety precaution sure patient', 'safety precaution sure patient safe', 'safety precaution sure patient safe decidedly', 'safety precaution sure patient safe decidedly recommend', 'safety precaution sure patient safe decidedly recommend place', 'precaution', 'precaution sure', 'precaution sure patient', 'precaution sure patient safe', 'precaution sure patient safe decidedly', 'precaution sure patient safe decidedly recommend', 'precaution sure patient safe decidedly recommend place', 'sure', 'sure patient', 'sure patient safe', 'sure patient safe decidedly', 'sure patient safe decidedly recommend', 'sure patient safe decidedly recommend place', 'patient', 'patient safe', 'patient safe decidedly', 'patient safe decidedly recommend', 'patient safe decidedly recommend place', 'safe', 'safe decidedly', 'safe decidedly recommend', 'safe decidedly recommend place', 'decidedly', 'decidedly recommend', 'decidedly recommend place', 'recommend', 'recommend place', 'place']",0,0,1,0,0,0,0,0.08196721311475409
120867,Not even a full month post op and I'm already in love with my nose!!,0,post op m love nose,"['post', 'post op', 'post op m', 'post op m love', 'post op m love nose', 'op', 'op m', 'op m love', 'op m love nose', 'm', 'm love', 'm love nose', 'love', 'love nose', 'nose']",0,0,0,0,1,0,0,0.08196721311475409
184753,"certain amount, after the current job is half done, they found out after the fact would not be paying.",1,certain current job find fact pay,"['certain', 'certain current', 'certain current job', 'certain current job find', 'certain current job find fact', 'certain current job find fact pay', 'current', 'current job', 'current job find', 'current job find fact', 'current job find fact pay', 'job', 'job find', 'job find fact', 'job find fact pay', 'find', 'find fact', 'find fact pay', 'fact', 'fact pay', 'pay']",0,0,0,0,0,0,1,0.08196721311475409
114753,"Being only 17 years old, I put a lot of trust in Dr. Pearlman and his excellent staff for my rhinoplasty procedure.",0,lot trust excellent staff nose job procedure,"['lot', 'lot trust', 'lot trust excellent', 'lot trust excellent staff', 'lot trust excellent staff nose', 'lot trust excellent staff nose job', 'lot trust excellent staff nose job procedure', 'trust', 'trust excellent', 'trust excellent staff', 'trust excellent staff nose', 'trust excellent staff nose job', 'trust excellent staff nose job procedure', 'excellent', 'excellent staff', 'excellent staff nose', 'excellent staff nose job', 'excellent staff nose job procedure', 'staff', 'staff nose', 'staff nose job', 'staff nose job procedure', 'nose', 'nose job', 'nose job procedure', 'job', 'job procedure', 'procedure']",0,0,0,0,1,1,1,0.24590163934426226
118087,Could not recommend this place more highly.,0,recommend place highly,"['recommend', 'recommend place', 'recommend place highly', 'place', 'place highly', 'highly']",0,0,1,0,0,0,0,0.08196721311475409
102289,I will definitely recommend him to my friends and family.,0,decidedly recommend friend family,"['decidedly', 'decidedly recommend', 'decidedly recommend friend', 'decidedly recommend friend family', 'recommend', 'recommend friend', 'recommend friend family', 'friend', 'friend family', 'family']",0,0,1,0,0,0,0,0.08196721311475409
127472,"Tried to contact the office via their website and both times I was ignored....He was highly recommended by a colleague,",1,try contact office webster time ignore highly recommend colleague,"['try', 'try contact', 'try contact office', 'try contact office webster', 'try contact office webster time', 'try contact office webster time ignore', 'try contact office webster time ignore highly', 'try contact office webster time ignore highly recommend', 'try contact office webster time ignore highly recommend colleague', 'contact', 'contact office', 'contact office webster', 'contact office webster time', 'contact office webster time ignore', 'contact office webster time ignore highly', 'contact office webster time ignore highly recommend', 'contact office webster time ignore highly recommend colleague', 'office', 'office webster', 'office webster time', 'office webster time ignore', 'office webster time ignore highly', 'office webster time ignore highly recommend', 'office webster time ignore highly recommend colleague', 'webster', 'webster time', 'webster time ignore', 'webster time ignore highly', 'webster time ignore highly recommend', 'webster time ignore highly recommend colleague', 'time', 'time ignore', 'time ignore highly', 'time ignore highly recommend', 'time ignore highly recommend colleague', 'ignore', 'ignore highly', 'ignore highly recommend', 'ignore highly recommend colleague', 'highly', 'highly recommend', 'highly recommend colleague', 'recommend', 'recommend colleague', 'colleague']",0,0,1,0,0,0,0,0.08196721311475409
98454,I would recommend this place to any woman looking for a new doc .,0,recommend place woman look new,"['recommend', 'recommend place', 'recommend place woman', 'recommend place woman look', 'recommend place woman look new', 'place', 'place woman', 'place woman look', 'place woman look new', 'woman', 'woman look', 'woman look new', 'look', 'look new', 'new']",0,0,1,0,0,0,0,0.08196721311475409
105182,What i like about him - he doesn't make the same nose over and over again regardless of the face features - he listens.,0,like nose regardless face feature listen,"['like', 'like nose', 'like nose regardless', 'like nose regardless face', 'like nose regardless face feature', 'like nose regardless face feature listen', 'nose', 'nose regardless', 'nose regardless face', 'nose regardless face feature', 'nose regardless face feature listen', 'regardless', 'regardless face', 'regardless face feature', 'regardless face feature listen', 'face', 'face feature', 'face feature listen', 'feature', 'feature listen', 'listen']",0,0,0,0,1,0,0,0.08196721311475409
100608,I would recommend the westchester office without reservation.,0,recommend westchester office reservation,"['recommend', 'recommend westchester', 'recommend westchester office', 'recommend westchester office reservation', 'westchester', 'westchester office', 'westchester office reservation', 'office', 'office reservation', 'reservation']",0,0,1,0,0,0,0,0.08196721311475409
110541,but he recommended the non-surgical rhinoplasty (fillers) based off of my condition and was able to do this on the spot.,0,recommend nonsurgical nose job tiller base condition able spot,"['recommend', 'recommend nonsurgical', 'recommend nonsurgical nose', 'recommend nonsurgical nose job', 'recommend nonsurgical nose job tiller', 'recommend nonsurgical nose job tiller base', 'recommend nonsurgical nose job tiller base condition', 'recommend nonsurgical nose job tiller base condition able', 'recommend nonsurgical nose job tiller base condition able spot', 'nonsurgical', 'nonsurgical nose', 'nonsurgical nose job', 'nonsurgical nose job tiller', 'nonsurgical nose job tiller base', 'nonsurgical nose job tiller base condition', 'nonsurgical nose job tiller base condition able', 'nonsurgical nose job tiller base condition able spot', 'nose', 'nose job', 'nose job tiller', 'nose job tiller base', 'nose job tiller base condition', 'nose job tiller base condition able', 'nose job tiller base condition able spot', 'job', 'job tiller', 'job tiller base', 'job tiller base condition', 'job tiller base condition able', 'job tiller base condition able spot', 'tiller', 'tiller base', 'tiller base condition', 'tiller base condition able', 'tiller base condition able spot', 'base', 'base condition', 'base condition able', 'base condition able spot', 'condition', 'condition able', 'condition able spot', 'able', 'able spot', 'spot']",0,0,1,0,1,1,1,0.32786885245901637
117546,Highly recommend this office staff and Dr T are attentive and ask all relevant questions answers all my questions with clear understanding,0,highly recommend office staff dr t attentive ask relevant question answer question clear understanding,"['highly', 'highly recommend', 'highly recommend office', 'highly recommend office staff', 'highly recommend office staff dr', 'highly recommend office staff dr t', 'highly recommend office staff dr t attentive', 'highly recommend office staff dr t attentive ask', 'highly recommend office staff dr t attentive ask relevant', 'highly recommend office staff dr t attentive ask relevant question', 'highly recommend office staff dr t attentive ask relevant question answer', 'highly recommend office staff dr t attentive ask relevant question answer question', 'highly recommend office staff dr t attentive ask relevant question answer question clear', 'highly recommend office staff dr t attentive ask relevant question answer question clear understanding', 'recommend', 'recommend office', 'recommend office staff', 'recommend office staff dr', 'recommend office staff dr t', 'recommend office staff dr t attentive', 'recommend office staff dr t attentive ask', 'recommend office staff dr t attentive ask relevant', 'recommend office staff dr t attentive ask relevant question', 'recommend office staff dr t attentive ask relevant question answer', 'recommend office staff dr t attentive ask relevant question answer question', 'recommend office staff dr t attentive ask relevant question answer question clear', 'recommend office staff dr t attentive ask relevant question answer question clear understanding', 'office', 'office staff', 'office staff dr', 'office staff dr t', 'office staff dr t attentive', 'office staff dr t attentive ask', 'office staff dr t attentive ask relevant', 'office staff dr t attentive ask relevant question', 'office staff dr t attentive ask relevant question answer', 'office staff dr t attentive ask relevant question answer question', 'office staff dr t attentive ask relevant question answer question clear', 'office staff dr t attentive ask relevant question answer question clear understanding', 'staff', 'staff dr', 'staff dr t', 'staff dr t attentive', 'staff dr t attentive ask', 'staff dr t attentive ask relevant', 'staff dr t attentive ask relevant question', 'staff dr t attentive ask relevant question answer', 'staff dr t attentive ask relevant question answer question', 'staff dr t attentive ask relevant question answer question clear', 'staff dr t attentive ask relevant question answer question clear understanding', 'dr', 'dr t', 'dr t attentive', 'dr t attentive ask', 'dr t attentive ask relevant', 'dr t attentive ask relevant question', 'dr t attentive ask relevant question answer', 'dr t attentive ask relevant question answer question', 'dr t attentive ask relevant question answer question clear', 'dr t attentive ask relevant question answer question clear understanding', 't', 't attentive', 't attentive ask', 't attentive ask relevant', 't attentive ask relevant question', 't attentive ask relevant question answer', 't attentive ask relevant question answer question', 't attentive ask relevant question answer question clear', 't attentive ask relevant question answer question clear understanding', 'attentive', 'attentive ask', 'attentive ask relevant', 'attentive ask relevant question', 'attentive ask relevant question answer', 'attentive ask relevant question answer question', 'attentive ask relevant question answer question clear', 'attentive ask relevant question answer question clear understanding', 'ask', 'ask relevant', 'ask relevant question', 'ask relevant question answer', 'ask relevant question answer question', 'ask relevant question answer question clear', 'ask relevant question answer question clear understanding', 'relevant', 'relevant question', 'relevant question answer', 'relevant question answer question', 'relevant question answer question clear', 'relevant question answer question clear understanding', 'question', 'question answer', 'question answer question', 'question answer question clear', 'question answer question clear understanding', 'answer', 'answer question', 'answer question clear', 'answer question clear understanding', 'question', 'question clear', 'question clear understanding', 'clear', 'clear understanding', 'understanding']",0,0,1,0,0,0,0,0.08196721311475409
116564,"I've done months of research looking for the right surgeon to perform my revision rhinoplasty, and am glad I decided on Dr. Robinson.",0,ve research look right surgeon perform revision nose job glad decide dr robinson,"['ve', 've research', 've research look', 've research look right', 've research look right surgeon', 've research look right surgeon perform', 've research look right surgeon perform revision', 've research look right surgeon perform revision nose', 've research look right surgeon perform revision nose job', 've research look right surgeon perform revision nose job glad', 've research look right surgeon perform revision nose job glad decide', 've research look right surgeon perform revision nose job glad decide dr', 've research look right surgeon perform revision nose job glad decide dr robinson', 'research', 'research look', 'research look right', 'research look right surgeon', 'research look right surgeon perform', 'research look right surgeon perform revision', 'research look right surgeon perform revision nose', 'research look right surgeon perform revision nose job', 'research look right surgeon perform revision nose job glad', 'research look right surgeon perform revision nose job glad decide', 'research look right surgeon perform revision nose job glad decide dr', 'research look right surgeon perform revision nose job glad decide dr robinson', 'look', 'look right', 'look right surgeon', 'look right surgeon perform', 'look right surgeon perform revision', 'look right surgeon perform revision nose', 'look right surgeon perform revision nose job', 'look right surgeon perform revision nose job glad', 'look right surgeon perform revision nose job glad decide', 'look right surgeon perform revision nose job glad decide dr', 'look right surgeon perform revision nose job glad decide dr robinson', 'right', 'right surgeon', 'right surgeon perform', 'right surgeon perform revision', 'right surgeon perform revision nose', 'right surgeon perform revision nose job', 'right surgeon perform revision nose job glad', 'right surgeon perform revision nose job glad decide', 'right surgeon perform revision nose job glad decide dr', 'right surgeon perform revision nose job glad decide dr robinson', 'surgeon', 'surgeon perform', 'surgeon perform revision', 'surgeon perform revision nose', 'surgeon perform revision nose job', 'surgeon perform revision nose job glad', 'surgeon perform revision nose job glad decide', 'surgeon perform revision nose job glad decide dr', 'surgeon perform revision nose job glad decide dr robinson', 'perform', 'perform revision', 'perform revision nose', 'perform revision nose job', 'perform revision nose job glad', 'perform revision nose job glad decide', 'perform revision nose job glad decide dr', 'perform revision nose job glad decide dr robinson', 'revision', 'revision nose', 'revision nose job', 'revision nose job glad', 'revision nose job glad decide', 'revision nose job glad decide dr', 'revision nose job glad decide dr robinson', 'nose', 'nose job', 'nose job glad', 'nose job glad decide', 'nose job glad decide dr', 'nose job glad decide dr robinson', 'job', 'job glad', 'job glad decide', 'job glad decide dr', 'job glad decide dr robinson', 'glad', 'glad decide', 'glad decide dr', 'glad decide dr robinson', 'decide', 'decide dr', 'decide dr robinson', 'dr', 'dr robinson', 'robinson']",0,0,0,0,1,1,1,0.24590163934426226
140590,Absolutely recommend this clinic.,0,absolutely recommend clinic,"['absolutely', 'absolutely recommend', 'absolutely recommend clinic', 'recommend', 'recommend clinic', 'clinic']",0,0,1,0,0,0,0,0.08196721311475409
141930,I highly recommend Dr. Matter and this facility!,0,highly recommend dr matter facility,"['highly', 'highly recommend', 'highly recommend dr', 'highly recommend dr matter', 'highly recommend dr matter facility', 'recommend', 'recommend dr', 'recommend dr matter', 'recommend dr matter facility', 'dr', 'dr matter', 'dr matter facility', 'matter', 'matter facility', 'facility']",0,0,1,0,0,0,0,0.08196721311475409
99146,From the office environment to your compassion it was truly amazing and I highly recommend.,0,office environment compassion truly amaze highly recommend,"['office', 'office environment', 'office environment compassion', 'office environment compassion truly', 'office environment compassion truly amaze', 'office environment compassion truly amaze highly', 'office environment compassion truly amaze highly recommend', 'environment', 'environment compassion', 'environment compassion truly', 'environment compassion truly amaze', 'environment compassion truly amaze highly', 'environment compassion truly amaze highly recommend', 'compassion', 'compassion truly', 'compassion truly amaze', 'compassion truly amaze highly', 'compassion truly amaze highly recommend', 'truly', 'truly amaze', 'truly amaze highly', 'truly amaze highly recommend', 'amaze', 'amaze highly', 'amaze highly recommend', 'highly', 'highly recommend', 'recommend']",0,0,1,0,0,0,0,0.08196721311475409
117718,I have always felt self conscious of my nose and am so happy with the results.,0,feel self conscious nose happy result,"['feel', 'feel self', 'feel self conscious', 'feel self conscious nose', 'feel self conscious nose happy', 'feel self conscious nose happy result', 'self', 'self conscious', 'self conscious nose', 'self conscious nose happy', 'self conscious nose happy result', 'conscious', 'conscious nose', 'conscious nose happy', 'conscious nose happy result', 'nose', 'nose happy', 'nose happy result', 'happy', 'happy result', 'result']",0,0,0,0,1,0,0,0.08196721311475409
106014,he made sure to follow up with me consistently and the nurses did an amazing job as well.,0,sure follow systematically nurse amaze job,"['sure', 'sure follow', 'sure follow systematically', 'sure follow systematically nurse', 'sure follow systematically nurse amaze', 'sure follow systematically nurse amaze job', 'follow', 'follow systematically', 'follow systematically nurse', 'follow systematically nurse amaze', 'follow systematically nurse amaze job', 'systematically', 'systematically nurse', 'systematically nurse amaze', 'systematically nurse amaze job', 'nurse', 'nurse amaze', 'nurse amaze job', 'amaze', 'amaze job', 'job']",0,0,0,0,0,0,1,0.08196721311475409
72503,I would recommend Dr. Driscoll if you're looking to do post pregnancy surgery to correct some of those places that make you feel insecure.,0,recommend dr driscoll look post pregnancy surgery correct place feel insecure,"['recommend', 'recommend dr', 'recommend dr driscoll', 'recommend dr driscoll look', 'recommend dr driscoll look post', 'recommend dr driscoll look post pregnancy', 'recommend dr driscoll look post pregnancy surgery', 'recommend dr driscoll look post pregnancy surgery correct', 'recommend dr driscoll look post pregnancy surgery correct place', 'recommend dr driscoll look post pregnancy surgery correct place feel', 'recommend dr driscoll look post pregnancy surgery correct place feel insecure', 'dr', 'dr driscoll', 'dr driscoll look', 'dr driscoll look post', 'dr driscoll look post pregnancy', 'dr driscoll look post pregnancy surgery', 'dr driscoll look post pregnancy surgery correct', 'dr driscoll look post pregnancy surgery correct place', 'dr driscoll look post pregnancy surgery correct place feel', 'dr driscoll look post pregnancy surgery correct place feel insecure', 'driscoll', 'driscoll look', 'driscoll look post', 'driscoll look post pregnancy', 'driscoll look post pregnancy surgery', 'driscoll look post pregnancy surgery correct', 'driscoll look post pregnancy surgery correct place', 'driscoll look post pregnancy surgery correct place feel', 'driscoll look post pregnancy surgery correct place feel insecure', 'look', 'look post', 'look post pregnancy', 'look post pregnancy surgery', 'look post pregnancy surgery correct', 'look post pregnancy surgery correct place', 'look post pregnancy surgery correct place feel', 'look post pregnancy surgery correct place feel insecure', 'post', 'post pregnancy', 'post pregnancy surgery', 'post pregnancy surgery correct', 'post pregnancy surgery correct place', 'post pregnancy surgery correct place feel', 'post pregnancy surgery correct place feel insecure', 'pregnancy', 'pregnancy surgery', 'pregnancy surgery correct', 'pregnancy surgery correct place', 'pregnancy surgery correct place feel', 'pregnancy surgery correct place feel insecure', 'surgery', 'surgery correct', 'surgery correct place', 'surgery correct place feel', 'surgery correct place feel insecure', 'correct', 'correct place', 'correct place feel', 'correct place feel insecure', 'place', 'place feel', 'place feel insecure', 'feel', 'feel insecure', 'insecure']",0,0,1,0,0,0,0,0.08196721311475409
176264,He was too heavy handed on his Weir excision for reducing the width of my nose.,1,heavy hand weir excision reduce width nose,"['heavy', 'heavy hand', 'heavy hand weir', 'heavy hand weir excision', 'heavy hand weir excision reduce', 'heavy hand weir excision reduce width', 'heavy hand weir excision reduce width nose', 'hand', 'hand weir', 'hand weir excision', 'hand weir excision reduce', 'hand weir excision reduce width', 'hand weir excision reduce width nose', 'weir', 'weir excision', 'weir excision reduce', 'weir excision reduce width', 'weir excision reduce width nose', 'excision', 'excision reduce', 'excision reduce width', 'excision reduce width nose', 'reduce', 'reduce width', 'reduce width nose', 'width', 'width nose', 'nose']",0,0,0,0,1,0,0,0.08196721311475409
75871,We visited him about husbands nose and he was able to answer all his questions and concerns.,0,visit husband nose able answer question concern,"['visit', 'visit husband', 'visit husband nose', 'visit husband nose able', 'visit husband nose able answer', 'visit husband nose able answer question', 'visit husband nose able answer question concern', 'husband', 'husband nose', 'husband nose able', 'husband nose able answer', 'husband nose able answer question', 'husband nose able answer question concern', 'nose', 'nose able', 'nose able answer', 'nose able answer question', 'nose able answer question concern', 'able', 'able answer', 'able answer question', 'able answer question concern', 'answer', 'answer question', 'answer question concern', 'question', 'question concern', 'concern']",0,0,0,0,1,0,0,0.08196721311475409
124641,"and can comfortably say that in my opinion, he seems to be the most fit for the job.",0,comfortably opinion fit job,"['comfortably', 'comfortably opinion', 'comfortably opinion fit', 'comfortably opinion fit job', 'opinion', 'opinion fit', 'opinion fit job', 'fit', 'fit job', 'job']",0,0,0,0,0,0,1,0.08196721311475409
100268,I would recommend Laurel to friends.,0,recommend laurel friend,"['recommend', 'recommend laurel', 'recommend laurel friend', 'laurel', 'laurel friend', 'friend']",0,0,1,0,0,0,0,0.08196721311475409
164386,Not recommended at all,1,recommend,['recommend'],0,0,1,0,0,0,0,0.08196721311475409
132986,She made me feel comfortable and I couldn't recommend her more.,0,feel comfortable recommend,"['feel', 'feel comfortable', 'feel comfortable recommend', 'comfortable', 'comfortable recommend', 'recommend']",0,0,1,0,0,0,0,0.08196721311475409
148365,"and still a little swollen, I can breathe so much better on both sides of my nose.",0,little swell breathe good side nose,"['little', 'little swell', 'little swell breathe', 'little swell breathe good', 'little swell breathe good side', 'little swell breathe good side nose', 'swell', 'swell breathe', 'swell breathe good', 'swell breathe good side', 'swell breathe good side nose', 'breathe', 'breathe good', 'breathe good side', 'breathe good side nose', 'good', 'good side', 'good side nose', 'side', 'side nose', 'nose']",0,0,0,0,1,0,0,0.08196721311475409
114912,Ii recommend Peachtree Surgical Bariatric as a very caring workers.,0,two recommend peachtree surgical barbaric dare worker,"['two', 'two recommend', 'two recommend peachtree', 'two recommend peachtree surgical', 'two recommend peachtree surgical barbaric', 'two recommend peachtree surgical barbaric dare', 'two recommend peachtree surgical barbaric dare worker', 'recommend', 'recommend peachtree', 'recommend peachtree surgical', 'recommend peachtree surgical barbaric', 'recommend peachtree surgical barbaric dare', 'recommend peachtree surgical barbaric dare worker', 'peachtree', 'peachtree surgical', 'peachtree surgical barbaric', 'peachtree surgical barbaric dare', 'peachtree surgical barbaric dare worker', 'surgical', 'surgical barbaric', 'surgical barbaric dare', 'surgical barbaric dare worker', 'barbaric', 'barbaric dare', 'barbaric dare worker', 'dare', 'dare worker', 'worker']",0,0,1,0,0,0,0,0.08196721311475409
