commentId,comment,classification,comment_processed,word_phrase_list,needle,please,similarity_score
84912,and I could not be more pleased with my pain ending.,0,please pain end,"['please', 'please pain', 'please pain end', 'pain', 'pain end', 'end']",0,1,0.3846153846153846
140648,Very pleased with care and thoroughly felt genuinely cared about with difficulty I am experiencing.,0,please care thoroughly feel genuinely care difficulty experience,"['please', 'please care', 'please care thoroughly', 'please care thoroughly feel', 'please care thoroughly feel genuinely', 'please care thoroughly feel genuinely care', 'please care thoroughly feel genuinely care difficulty', 'please care thoroughly feel genuinely care difficulty experience', 'care', 'care thoroughly', 'care thoroughly feel', 'care thoroughly feel genuinely', 'care thoroughly feel genuinely care', 'care thoroughly feel genuinely care difficulty', 'care thoroughly feel genuinely care difficulty experience', 'thoroughly', 'thoroughly feel', 'thoroughly feel genuinely', 'thoroughly feel genuinely care', 'thoroughly feel genuinely care difficulty', 'thoroughly feel genuinely care difficulty experience', 'feel', 'feel genuinely', 'feel genuinely care', 'feel genuinely care difficulty', 'feel genuinely care difficulty experience', 'genuinely', 'genuinely care', 'genuinely care difficulty', 'genuinely care difficulty experience', 'care', 'care difficulty', 'care difficulty experience', 'difficulty', 'difficulty experience', 'experience']",0,1,0.3846153846153846
105427,"I'm a new patient of Dr. Washburn, and I am very pleased with his care.",0,m new patient please care,"['m', 'm new', 'm new patient', 'm new patient please', 'm new patient please care', 'new', 'new patient', 'new patient please', 'new patient please care', 'patient', 'patient please', 'patient please care', 'please', 'please care', 'care']",0,1,0.3846153846153846
90493,I've had many services done by her and I am very pleased with the consultation's,0,ve service please consultation,"['ve', 've service', 've service please', 've service please consultation', 'service', 'service please', 'service please consultation', 'please', 'please consultation', 'consultation']",0,1,0.3846153846153846
101894,I was able to make an informed and confident decision and I am beyond pleased with the results of the surgery.,0,able inform confident decision please result surgery,"['able', 'able inform', 'able inform confident', 'able inform confident decision', 'able inform confident decision please', 'able inform confident decision please result', 'able inform confident decision please result surgery', 'inform', 'inform confident', 'inform confident decision', 'inform confident decision please', 'inform confident decision please result', 'inform confident decision please result surgery', 'confident', 'confident decision', 'confident decision please', 'confident decision please result', 'confident decision please result surgery', 'decision', 'decision please', 'decision please result', 'decision please result surgery', 'please', 'please result', 'please result surgery', 'result', 'result surgery', 'surgery']",0,1,0.3846153846153846
99586,I came in for Dysport and was very pleased with my results.,0,come disport please result,"['come', 'come disport', 'come disport please', 'come disport please result', 'disport', 'disport please', 'disport please result', 'please', 'please result', 'result']",0,1,0.3846153846153846
138693,Dr. Charlie Chen did my tummy tuck and i am pleased with my results.,0,mummy tuck please result,"['mummy', 'mummy tuck', 'mummy tuck please', 'mummy tuck please result', 'tuck', 'tuck please', 'tuck please result', 'please', 'please result', 'result']",0,1,0.3846153846153846
85501,Very pleased with the care.,0,please care,"['please', 'please care', 'care']",0,1,0.3846153846153846
162183,for you could even drop off your used needles and they dispose of it for you.,0,drop needle dispose,"['drop', 'drop needle', 'drop needle dispose', 'needle', 'needle dispose', 'dispose']",1,0,0.3846153846153846
147980,"I nearly spent $1000  and pain, time, needless antibiotics...",1,nearly spend pain time needle antibiotic,"['nearly', 'nearly spend', 'nearly spend pain', 'nearly spend pain time', 'nearly spend pain time needle', 'nearly spend pain time needle antibiotic', 'spend', 'spend pain', 'spend pain time', 'spend pain time needle', 'spend pain time needle antibiotic', 'pain', 'pain time', 'pain time needle', 'pain time needle antibiotic', 'time', 'time needle', 'time needle antibiotic', 'needle', 'needle antibiotic', 'antibiotic']",1,0,0.3846153846153846
127216,I am so pleased with my multiple treatments I have received from Dr. Jelks!,0,please multiple treatment receive dr jerk,"['please', 'please multiple', 'please multiple treatment', 'please multiple treatment receive', 'please multiple treatment receive dr', 'please multiple treatment receive dr jerk', 'multiple', 'multiple treatment', 'multiple treatment receive', 'multiple treatment receive dr', 'multiple treatment receive dr jerk', 'treatment', 'treatment receive', 'treatment receive dr', 'treatment receive dr jerk', 'receive', 'receive dr', 'receive dr jerk', 'dr', 'dr jerk', 'jerk']",0,1,0.3846153846153846
178214,I'm more than pleased and feel stupid that I didn't take care of my neck sooner.,0,m please feel stupid care neck sooner,"['m', 'm please', 'm please feel', 'm please feel stupid', 'm please feel stupid care', 'm please feel stupid care neck', 'm please feel stupid care neck sooner', 'please', 'please feel', 'please feel stupid', 'please feel stupid care', 'please feel stupid care neck', 'please feel stupid care neck sooner', 'feel', 'feel stupid', 'feel stupid care', 'feel stupid care neck', 'feel stupid care neck sooner', 'stupid', 'stupid care', 'stupid care neck', 'stupid care neck sooner', 'care', 'care neck', 'care neck sooner', 'neck', 'neck sooner', 'sooner']",0,1,0.3846153846153846
61942,I'm very pleased,0,m please,"['m', 'm please', 'please']",0,1,0.3846153846153846
87187,"Iam very pleased wit my outcome, if I had to do it again I would come back to DrZ.",0,please wit result come dry,"['please', 'please wit', 'please wit result', 'please wit result come', 'please wit result come dry', 'wit', 'wit result', 'wit result come', 'wit result come dry', 'result', 'result come', 'result come dry', 'come', 'come dry', 'dry']",0,1,0.3846153846153846
142270,I was very pleased with the detailed attention to educating me prior to surgery.,0,please detail attention education prior surgery,"['please', 'please detail', 'please detail attention', 'please detail attention education', 'please detail attention education prior', 'please detail attention education prior surgery', 'detail', 'detail attention', 'detail attention education', 'detail attention education prior', 'detail attention education prior surgery', 'attention', 'attention education', 'attention education prior', 'attention education prior surgery', 'education', 'education prior', 'education prior surgery', 'prior', 'prior surgery', 'surgery']",0,1,0.3846153846153846
103793,I wouldn't let him get near me with a needle or a knife.,1,let near needle knife,"['let', 'let near', 'let near needle', 'let near needle knife', 'near', 'near needle', 'near needle knife', 'needle', 'needle knife', 'knife']",1,0,0.3846153846153846
58020,"I think my visit was very nice, and I was pleased with the outcome.  ",0,think visit nice please result,"['think', 'think visit', 'think visit nice', 'think visit nice please', 'think visit nice please result', 'visit', 'visit nice', 'visit nice please', 'visit nice please result', 'nice', 'nice please', 'nice please result', 'please', 'please result', 'result']",0,1,0.3846153846153846
148445,"I've spent a total of $18,000 already since I had to have revision plastic surgery to now look cosmetically pleasing.",1,ve spend total revision plastic surgery look cosmetically please,"['ve', 've spend', 've spend total', 've spend total revision', 've spend total revision plastic', 've spend total revision plastic surgery', 've spend total revision plastic surgery look', 've spend total revision plastic surgery look cosmetically', 've spend total revision plastic surgery look cosmetically please', 'spend', 'spend total', 'spend total revision', 'spend total revision plastic', 'spend total revision plastic surgery', 'spend total revision plastic surgery look', 'spend total revision plastic surgery look cosmetically', 'spend total revision plastic surgery look cosmetically please', 'total', 'total revision', 'total revision plastic', 'total revision plastic surgery', 'total revision plastic surgery look', 'total revision plastic surgery look cosmetically', 'total revision plastic surgery look cosmetically please', 'revision', 'revision plastic', 'revision plastic surgery', 'revision plastic surgery look', 'revision plastic surgery look cosmetically', 'revision plastic surgery look cosmetically please', 'plastic', 'plastic surgery', 'plastic surgery look', 'plastic surgery look cosmetically', 'plastic surgery look cosmetically please', 'surgery', 'surgery look', 'surgery look cosmetically', 'surgery look cosmetically please', 'look', 'look cosmetically', 'look cosmetically please', 'cosmetically', 'cosmetically please', 'please']",0,1,0.3846153846153846
122116,I was yelled at by staff to be quiet while they repeatedly poked me with needles because they couldn't find a vein.,1,yell staff quiet repeatedly poker needle find vein,"['yell', 'yell staff', 'yell staff quiet', 'yell staff quiet repeatedly', 'yell staff quiet repeatedly poker', 'yell staff quiet repeatedly poker needle', 'yell staff quiet repeatedly poker needle find', 'yell staff quiet repeatedly poker needle find vein', 'staff', 'staff quiet', 'staff quiet repeatedly', 'staff quiet repeatedly poker', 'staff quiet repeatedly poker needle', 'staff quiet repeatedly poker needle find', 'staff quiet repeatedly poker needle find vein', 'quiet', 'quiet repeatedly', 'quiet repeatedly poker', 'quiet repeatedly poker needle', 'quiet repeatedly poker needle find', 'quiet repeatedly poker needle find vein', 'repeatedly', 'repeatedly poker', 'repeatedly poker needle', 'repeatedly poker needle find', 'repeatedly poker needle find vein', 'poker', 'poker needle', 'poker needle find', 'poker needle find vein', 'needle', 'needle find', 'needle find vein', 'find', 'find vein', 'vein']",1,0,0.3846153846153846
101971,and was exceptionally pleased not only with the results but with the total professionalism of the entire staff.,0,exceptionally please result total professionalism entire staff,"['exceptionally', 'exceptionally please', 'exceptionally please result', 'exceptionally please result total', 'exceptionally please result total professionalism', 'exceptionally please result total professionalism entire', 'exceptionally please result total professionalism entire staff', 'please', 'please result', 'please result total', 'please result total professionalism', 'please result total professionalism entire', 'please result total professionalism entire staff', 'result', 'result total', 'result total professionalism', 'result total professionalism entire', 'result total professionalism entire staff', 'total', 'total professionalism', 'total professionalism entire', 'total professionalism entire staff', 'professionalism', 'professionalism entire', 'professionalism entire staff', 'entire', 'entire staff', 'staff']",0,1,0.3846153846153846
94280,I recommend Dr. Abramson He's a great surgeon ....I'm pleased with my results 100%,0,recommend s great surgeon m please result,"['recommend', 'recommend s', 'recommend s great', 'recommend s great surgeon', 'recommend s great surgeon m', 'recommend s great surgeon m please', 'recommend s great surgeon m please result', 's', 's great', 's great surgeon', 's great surgeon m', 's great surgeon m please', 's great surgeon m please result', 'great', 'great surgeon', 'great surgeon m', 'great surgeon m please', 'great surgeon m please result', 'surgeon', 'surgeon m', 'surgeon m please', 'surgeon m please result', 'm', 'm please', 'm please result', 'please', 'please result', 'result']",0,1,0.3846153846153846
178091,"and have pulled my tooth did a excellent job I was not afraid, I was very pleased.",0,pull tooth excellent job afraid please,"['pull', 'pull tooth', 'pull tooth excellent', 'pull tooth excellent job', 'pull tooth excellent job afraid', 'pull tooth excellent job afraid please', 'tooth', 'tooth excellent', 'tooth excellent job', 'tooth excellent job afraid', 'tooth excellent job afraid please', 'excellent', 'excellent job', 'excellent job afraid', 'excellent job afraid please', 'job', 'job afraid', 'job afraid please', 'afraid', 'afraid please', 'please']",0,1,0.3846153846153846
78787,"Front staff was terrible, extremely rude, not pleased",0,staff terrible extremely rude please,"['staff', 'staff terrible', 'staff terrible extremely', 'staff terrible extremely rude', 'staff terrible extremely rude please', 'terrible', 'terrible extremely', 'terrible extremely rude', 'terrible extremely rude please', 'extremely', 'extremely rude', 'extremely rude please', 'rude', 'rude please', 'please']",0,1,0.3846153846153846
154616,"therefore, I am very pleased to announce with this one time visit of treatment.",0,please announce time visit treatment,"['please', 'please announce', 'please announce time', 'please announce time visit', 'please announce time visit treatment', 'announce', 'announce time', 'announce time visit', 'announce time visit treatment', 'time', 'time visit', 'time visit treatment', 'visit', 'visit treatment', 'treatment']",0,1,0.3846153846153846
127567,I couldn't be more pleased with my choice.,0,please choice,"['please', 'please choice', 'choice']",0,1,0.3846153846153846
58036,I was quite pleased with the care.,0,please care,"['please', 'please care', 'care']",0,1,0.3846153846153846
97752,so very pleased with Dr. Parker's treatment of my very painful foot.,0,please dr parker treatment painful foot,"['please', 'please dr', 'please dr parker', 'please dr parker treatment', 'please dr parker treatment painful', 'please dr parker treatment painful foot', 'dr', 'dr parker', 'dr parker treatment', 'dr parker treatment painful', 'dr parker treatment painful foot', 'parker', 'parker treatment', 'parker treatment painful', 'parker treatment painful foot', 'treatment', 'treatment painful', 'treatment painful foot', 'painful', 'painful foot', 'foot']",0,1,0.3846153846153846
119905,"They were very nice, surgery was quick pleased with the care they gave me",0,nice surgery quick please care give,"['nice', 'nice surgery', 'nice surgery quick', 'nice surgery quick please', 'nice surgery quick please care', 'nice surgery quick please care give', 'surgery', 'surgery quick', 'surgery quick please', 'surgery quick please care', 'surgery quick please care give', 'quick', 'quick please', 'quick please care', 'quick please care give', 'please', 'please care', 'please care give', 'care', 'care give', 'give']",0,1,0.3846153846153846
63165,so I was very pleased.,0,please,['please'],0,1,0.3846153846153846
142822,"Very pleased with the customer service, when we found no heartbeat at my 12 week ultrasound appointment I was consoled and felt comforted.",0,please customer service find dear ultrasound appointment comfort feel comfort,"['please', 'please customer', 'please customer service', 'please customer service find', 'please customer service find dear', 'please customer service find dear ultrasound', 'please customer service find dear ultrasound appointment', 'please customer service find dear ultrasound appointment comfort', 'please customer service find dear ultrasound appointment comfort feel', 'please customer service find dear ultrasound appointment comfort feel comfort', 'customer', 'customer service', 'customer service find', 'customer service find dear', 'customer service find dear ultrasound', 'customer service find dear ultrasound appointment', 'customer service find dear ultrasound appointment comfort', 'customer service find dear ultrasound appointment comfort feel', 'customer service find dear ultrasound appointment comfort feel comfort', 'service', 'service find', 'service find dear', 'service find dear ultrasound', 'service find dear ultrasound appointment', 'service find dear ultrasound appointment comfort', 'service find dear ultrasound appointment comfort feel', 'service find dear ultrasound appointment comfort feel comfort', 'find', 'find dear', 'find dear ultrasound', 'find dear ultrasound appointment', 'find dear ultrasound appointment comfort', 'find dear ultrasound appointment comfort feel', 'find dear ultrasound appointment comfort feel comfort', 'dear', 'dear ultrasound', 'dear ultrasound appointment', 'dear ultrasound appointment comfort', 'dear ultrasound appointment comfort feel', 'dear ultrasound appointment comfort feel comfort', 'ultrasound', 'ultrasound appointment', 'ultrasound appointment comfort', 'ultrasound appointment comfort feel', 'ultrasound appointment comfort feel comfort', 'appointment', 'appointment comfort', 'appointment comfort feel', 'appointment comfort feel comfort', 'comfort', 'comfort feel', 'comfort feel comfort', 'feel', 'feel comfort', 'comfort']",0,1,0.3846153846153846
125660,"I am so pleased with my breast implants and my tummy tuck, they look fabulous!",0,please breast plant mummy tuck look fabulous,"['please', 'please breast', 'please breast plant', 'please breast plant mummy', 'please breast plant mummy tuck', 'please breast plant mummy tuck look', 'please breast plant mummy tuck look fabulous', 'breast', 'breast plant', 'breast plant mummy', 'breast plant mummy tuck', 'breast plant mummy tuck look', 'breast plant mummy tuck look fabulous', 'plant', 'plant mummy', 'plant mummy tuck', 'plant mummy tuck look', 'plant mummy tuck look fabulous', 'mummy', 'mummy tuck', 'mummy tuck look', 'mummy tuck look fabulous', 'tuck', 'tuck look', 'tuck look fabulous', 'look', 'look fabulous', 'fabulous']",0,1,0.3846153846153846
135365,"so pleased with my initial results, that he was the only doctor I came to when it was time to refresh my look.",0,please initial result doctor come time refresh look,"['please', 'please initial', 'please initial result', 'please initial result doctor', 'please initial result doctor come', 'please initial result doctor come time', 'please initial result doctor come time refresh', 'please initial result doctor come time refresh look', 'initial', 'initial result', 'initial result doctor', 'initial result doctor come', 'initial result doctor come time', 'initial result doctor come time refresh', 'initial result doctor come time refresh look', 'result', 'result doctor', 'result doctor come', 'result doctor come time', 'result doctor come time refresh', 'result doctor come time refresh look', 'doctor', 'doctor come', 'doctor come time', 'doctor come time refresh', 'doctor come time refresh look', 'come', 'come time', 'come time refresh', 'come time refresh look', 'time', 'time refresh', 'time refresh look', 'refresh', 'refresh look', 'look']",0,1,0.3846153846153846
58052,I am extremely pleased with the care I am receiving from the doctor.  ,0,extremely please care receive doctor,"['extremely', 'extremely please', 'extremely please care', 'extremely please care receive', 'extremely please care receive doctor', 'please', 'please care', 'please care receive', 'please care receive doctor', 'care', 'care receive', 'care receive doctor', 'receive', 'receive doctor', 'doctor']",0,1,0.3846153846153846
141628,"Very pleased with Dr. Chernoff's hospitality and customer service, i am in the waiting room now waiting",0,please dr chernoffs cordial reception customer service wait room wait,"['please', 'please dr', 'please dr chernoffs', 'please dr chernoffs cordial', 'please dr chernoffs cordial reception', 'please dr chernoffs cordial reception customer', 'please dr chernoffs cordial reception customer service', 'please dr chernoffs cordial reception customer service wait', 'please dr chernoffs cordial reception customer service wait room', 'please dr chernoffs cordial reception customer service wait room wait', 'dr', 'dr chernoffs', 'dr chernoffs cordial', 'dr chernoffs cordial reception', 'dr chernoffs cordial reception customer', 'dr chernoffs cordial reception customer service', 'dr chernoffs cordial reception customer service wait', 'dr chernoffs cordial reception customer service wait room', 'dr chernoffs cordial reception customer service wait room wait', 'chernoffs', 'chernoffs cordial', 'chernoffs cordial reception', 'chernoffs cordial reception customer', 'chernoffs cordial reception customer service', 'chernoffs cordial reception customer service wait', 'chernoffs cordial reception customer service wait room', 'chernoffs cordial reception customer service wait room wait', 'cordial', 'cordial reception', 'cordial reception customer', 'cordial reception customer service', 'cordial reception customer service wait', 'cordial reception customer service wait room', 'cordial reception customer service wait room wait', 'reception', 'reception customer', 'reception customer service', 'reception customer service wait', 'reception customer service wait room', 'reception customer service wait room wait', 'customer', 'customer service', 'customer service wait', 'customer service wait room', 'customer service wait room wait', 'service', 'service wait', 'service wait room', 'service wait room wait', 'wait', 'wait room', 'wait room wait', 'room', 'room wait', 'wait']",0,1,0.3846153846153846
101912,Very informative regarding my hernia surgery.professional and good bedside manner.very pleased with him,0,information hernia surgeryprofessional good bedside mannervery please,"['information', 'information hernia', 'information hernia surgeryprofessional', 'information hernia surgeryprofessional good', 'information hernia surgeryprofessional good bedside', 'information hernia surgeryprofessional good bedside mannervery', 'information hernia surgeryprofessional good bedside mannervery please', 'hernia', 'hernia surgeryprofessional', 'hernia surgeryprofessional good', 'hernia surgeryprofessional good bedside', 'hernia surgeryprofessional good bedside mannervery', 'hernia surgeryprofessional good bedside mannervery please', 'surgeryprofessional', 'surgeryprofessional good', 'surgeryprofessional good bedside', 'surgeryprofessional good bedside mannervery', 'surgeryprofessional good bedside mannervery please', 'good', 'good bedside', 'good bedside mannervery', 'good bedside mannervery please', 'bedside', 'bedside mannervery', 'bedside mannervery please', 'mannervery', 'mannervery please', 'please']",0,1,0.3846153846153846
87219,"I am very pleased with the clinical competence, efficiency and patient experience skills of Dr. Arora",0,please clinical competence efficiency patient experience skill dr aroma,"['please', 'please clinical', 'please clinical competence', 'please clinical competence efficiency', 'please clinical competence efficiency patient', 'please clinical competence efficiency patient experience', 'please clinical competence efficiency patient experience skill', 'please clinical competence efficiency patient experience skill dr', 'please clinical competence efficiency patient experience skill dr aroma', 'clinical', 'clinical competence', 'clinical competence efficiency', 'clinical competence efficiency patient', 'clinical competence efficiency patient experience', 'clinical competence efficiency patient experience skill', 'clinical competence efficiency patient experience skill dr', 'clinical competence efficiency patient experience skill dr aroma', 'competence', 'competence efficiency', 'competence efficiency patient', 'competence efficiency patient experience', 'competence efficiency patient experience skill', 'competence efficiency patient experience skill dr', 'competence efficiency patient experience skill dr aroma', 'efficiency', 'efficiency patient', 'efficiency patient experience', 'efficiency patient experience skill', 'efficiency patient experience skill dr', 'efficiency patient experience skill dr aroma', 'patient', 'patient experience', 'patient experience skill', 'patient experience skill dr', 'patient experience skill dr aroma', 'experience', 'experience skill', 'experience skill dr', 'experience skill dr aroma', 'skill', 'skill dr', 'skill dr aroma', 'dr', 'dr aroma', 'aroma']",0,1,0.3846153846153846
62004,I am pleased about how well she listens and how thoroughly she explores my condition,0,please listen thoroughly explore condition,"['please', 'please listen', 'please listen thoroughly', 'please listen thoroughly explore', 'please listen thoroughly explore condition', 'listen', 'listen thoroughly', 'listen thoroughly explore', 'listen thoroughly explore condition', 'thoroughly', 'thoroughly explore', 'thoroughly explore condition', 'explore', 'explore condition', 'condition']",0,1,0.3846153846153846
112703,"Needless to say, I will not be returning to this office, nor will I recommend it to my clients.",1,needle return office recommend client,"['needle', 'needle return', 'needle return office', 'needle return office recommend', 'needle return office recommend client', 'return', 'return office', 'return office recommend', 'return office recommend client', 'office', 'office recommend', 'office recommend client', 'recommend', 'recommend client', 'client']",1,0,0.3846153846153846
82604,I could not be more pleased with Dr. Moza's care,0,please dr moral care,"['please', 'please dr', 'please dr moral', 'please dr moral care', 'dr', 'dr moral', 'dr moral care', 'moral', 'moral care', 'care']",0,1,0.3846153846153846
64269,I was very pleased with his knowledge of my condition and his recommendations for treatment,0,please cognition condition recommendation treatment,"['please', 'please cognition', 'please cognition condition', 'please cognition condition recommendation', 'please cognition condition recommendation treatment', 'cognition', 'cognition condition', 'cognition condition recommendation', 'cognition condition recommendation treatment', 'condition', 'condition recommendation', 'condition recommendation treatment', 'recommendation', 'recommendation treatment', 'treatment']",0,1,0.3846153846153846
99939,Several members of my family see him and very pleased with him as well.,0,member family please,"['member', 'member family', 'member family please', 'family', 'family please', 'please']",0,1,0.3846153846153846
135442,I am very pleased with the overall experience and my results from the procedure.,0,please overall experience result procedure,"['please', 'please overall', 'please overall experience', 'please overall experience result', 'please overall experience result procedure', 'overall', 'overall experience', 'overall experience result', 'overall experience result procedure', 'experience', 'experience result', 'experience result procedure', 'result', 'result procedure', 'procedure']",0,1,0.3846153846153846
99502,I was very pleased with my outcome.,0,please result,"['please', 'please result', 'result']",0,1,0.3846153846153846
64730,She calls back and I'm just very pleased with her.,0,call m please,"['call', 'call m', 'call m please', 'm', 'm please', 'please']",0,1,0.3846153846153846
58999,I was pleased with the overall experience.,0,please overall experience,"['please', 'please overall', 'please overall experience', 'overall', 'overall experience', 'experience']",0,1,0.3846153846153846
123079,I am pleased with the entire program.,0,please entire program,"['please', 'please entire', 'please entire program', 'entire', 'entire program', 'program']",0,1,0.3846153846153846
135659,"Needless to say, we chose another doctor and the offices of Levine Cancer Institute for his surgery and we absolutely LOVE them!!",0,needle choose doctor office line cancer institute surgery absolutely love,"['needle', 'needle choose', 'needle choose doctor', 'needle choose doctor office', 'needle choose doctor office line', 'needle choose doctor office line cancer', 'needle choose doctor office line cancer institute', 'needle choose doctor office line cancer institute surgery', 'needle choose doctor office line cancer institute surgery absolutely', 'needle choose doctor office line cancer institute surgery absolutely love', 'choose', 'choose doctor', 'choose doctor office', 'choose doctor office line', 'choose doctor office line cancer', 'choose doctor office line cancer institute', 'choose doctor office line cancer institute surgery', 'choose doctor office line cancer institute surgery absolutely', 'choose doctor office line cancer institute surgery absolutely love', 'doctor', 'doctor office', 'doctor office line', 'doctor office line cancer', 'doctor office line cancer institute', 'doctor office line cancer institute surgery', 'doctor office line cancer institute surgery absolutely', 'doctor office line cancer institute surgery absolutely love', 'office', 'office line', 'office line cancer', 'office line cancer institute', 'office line cancer institute surgery', 'office line cancer institute surgery absolutely', 'office line cancer institute surgery absolutely love', 'line', 'line cancer', 'line cancer institute', 'line cancer institute surgery', 'line cancer institute surgery absolutely', 'line cancer institute surgery absolutely love', 'cancer', 'cancer institute', 'cancer institute surgery', 'cancer institute surgery absolutely', 'cancer institute surgery absolutely love', 'institute', 'institute surgery', 'institute surgery absolutely', 'institute surgery absolutely love', 'surgery', 'surgery absolutely', 'surgery absolutely love', 'absolutely', 'absolutely love', 'love']",1,0,0.3846153846153846
113962,Most of the time my veins roll so I was pleased that they made it on the first try.,0,time vein roll please try,"['time', 'time vein', 'time vein roll', 'time vein roll please', 'time vein roll please try', 'vein', 'vein roll', 'vein roll please', 'vein roll please try', 'roll', 'roll please', 'roll please try', 'please', 'please try', 'try']",0,1,0.3846153846153846
152774,I just had a micro needling RF treatment with Melanie and she was so so good.,0,micro needle treatment good,"['micro', 'micro needle', 'micro needle treatment', 'micro needle treatment good', 'needle', 'needle treatment', 'needle treatment good', 'treatment', 'treatment good', 'good']",1,0,0.3846153846153846
94135,There was zero pain with the super small needles he uses,0,pain super small needle u,"['pain', 'pain super', 'pain super small', 'pain super small needle', 'pain super small needle u', 'super', 'super small', 'super small needle', 'super small needle u', 'small', 'small needle', 'small needle u', 'needle', 'needle u', 'u']",1,0,0.3846153846153846
148949,"Needless to say, I?m impressed.",0,needle m impress,"['needle', 'needle m', 'needle m impress', 'm', 'm impress', 'impress']",1,0,0.3846153846153846
95851,"I could not be more pleased with my outcomes which are from all included from the doctor, the nurses",0,please result include doctor nurse,"['please', 'please result', 'please result include', 'please result include doctor', 'please result include doctor nurse', 'result', 'result include', 'result include doctor', 'result include doctor nurse', 'include', 'include doctor', 'include doctor nurse', 'doctor', 'doctor nurse', 'nurse']",0,1,0.3846153846153846
108576,I cannot be more pleased with my services.,0,please service,"['please', 'please service', 'service']",0,1,0.3846153846153846
116570,I am 6 weeks post op and am extremely pleased with the way my nose looks now.,0,week post op extremely please way nose look,"['week', 'week post', 'week post op', 'week post op extremely', 'week post op extremely please', 'week post op extremely please way', 'week post op extremely please way nose', 'week post op extremely please way nose look', 'post', 'post op', 'post op extremely', 'post op extremely please', 'post op extremely please way', 'post op extremely please way nose', 'post op extremely please way nose look', 'op', 'op extremely', 'op extremely please', 'op extremely please way', 'op extremely please way nose', 'op extremely please way nose look', 'extremely', 'extremely please', 'extremely please way', 'extremely please way nose', 'extremely please way nose look', 'please', 'please way', 'please way nose', 'please way nose look', 'way', 'way nose', 'way nose look', 'nose', 'nose look', 'look']",0,1,0.3846153846153846
124361,Very pleased with the patient service.,0,please patient service,"['please', 'please patient', 'please patient service', 'patient', 'patient service', 'service']",0,1,0.3846153846153846
100192,Very pleased with the work Dr. Muntean has done!,0,please,['please'],0,1,0.3846153846153846
167485,"surgeon or the custodian approaching him with a bunch of needles, a cautery, and a scalpel.",1,surgeon custodian approach bunch needle cautery scale,"['surgeon', 'surgeon custodian', 'surgeon custodian approach', 'surgeon custodian approach bunch', 'surgeon custodian approach bunch needle', 'surgeon custodian approach bunch needle cautery', 'surgeon custodian approach bunch needle cautery scale', 'custodian', 'custodian approach', 'custodian approach bunch', 'custodian approach bunch needle', 'custodian approach bunch needle cautery', 'custodian approach bunch needle cautery scale', 'approach', 'approach bunch', 'approach bunch needle', 'approach bunch needle cautery', 'approach bunch needle cautery scale', 'bunch', 'bunch needle', 'bunch needle cautery', 'bunch needle cautery scale', 'needle', 'needle cautery', 'needle cautery scale', 'cautery', 'cautery scale', 'scale']",1,0,0.3846153846153846
133566,"I am not pleased with the excess tissue on my sides (not photographed), but overall it is obvious this is a skilled",1,please excess tissue side photographer overall obvious skilled,"['please', 'please excess', 'please excess tissue', 'please excess tissue side', 'please excess tissue side photographer', 'please excess tissue side photographer overall', 'please excess tissue side photographer overall obvious', 'please excess tissue side photographer overall obvious skilled', 'excess', 'excess tissue', 'excess tissue side', 'excess tissue side photographer', 'excess tissue side photographer overall', 'excess tissue side photographer overall obvious', 'excess tissue side photographer overall obvious skilled', 'tissue', 'tissue side', 'tissue side photographer', 'tissue side photographer overall', 'tissue side photographer overall obvious', 'tissue side photographer overall obvious skilled', 'side', 'side photographer', 'side photographer overall', 'side photographer overall obvious', 'side photographer overall obvious skilled', 'photographer', 'photographer overall', 'photographer overall obvious', 'photographer overall obvious skilled', 'overall', 'overall obvious', 'overall obvious skilled', 'obvious', 'obvious skilled', 'skilled']",0,1,0.3846153846153846
126469,Good Morning I just want to say how pleased I am with Dr. Amundaray right from the start I new I was in good hands.,0,good morning want please dr amundaray right start new good hand,"['good', 'good morning', 'good morning want', 'good morning want please', 'good morning want please dr', 'good morning want please dr amundaray', 'good morning want please dr amundaray right', 'good morning want please dr amundaray right start', 'good morning want please dr amundaray right start new', 'good morning want please dr amundaray right start new good', 'good morning want please dr amundaray right start new good hand', 'morning', 'morning want', 'morning want please', 'morning want please dr', 'morning want please dr amundaray', 'morning want please dr amundaray right', 'morning want please dr amundaray right start', 'morning want please dr amundaray right start new', 'morning want please dr amundaray right start new good', 'morning want please dr amundaray right start new good hand', 'want', 'want please', 'want please dr', 'want please dr amundaray', 'want please dr amundaray right', 'want please dr amundaray right start', 'want please dr amundaray right start new', 'want please dr amundaray right start new good', 'want please dr amundaray right start new good hand', 'please', 'please dr', 'please dr amundaray', 'please dr amundaray right', 'please dr amundaray right start', 'please dr amundaray right start new', 'please dr amundaray right start new good', 'please dr amundaray right start new good hand', 'dr', 'dr amundaray', 'dr amundaray right', 'dr amundaray right start', 'dr amundaray right start new', 'dr amundaray right start new good', 'dr amundaray right start new good hand', 'amundaray', 'amundaray right', 'amundaray right start', 'amundaray right start new', 'amundaray right start new good', 'amundaray right start new good hand', 'right', 'right start', 'right start new', 'right start new good', 'right start new good hand', 'start', 'start new', 'start new good', 'start new good hand', 'new', 'new good', 'new good hand', 'good', 'good hand', 'hand']",0,1,0.3846153846153846
