commentId,comment,classification,comment_processed,word_phrase_list,surgeon,knife,knife happy,happy,similarity_score
103087,"His prices are also very competitive to other surgeons in the Phoenix/Scottsdale area, and I find them to be fairly reasonable.",0,price competitive surgeon phoenixscottsdale area find fairly reasonable,"['price', 'price competitive', 'price competitive surgeon', 'price competitive surgeon phoenixscottsdale', 'price competitive surgeon phoenixscottsdale area', 'price competitive surgeon phoenixscottsdale area find', 'price competitive surgeon phoenixscottsdale area find fairly', 'price competitive surgeon phoenixscottsdale area find fairly reasonable', 'competitive', 'competitive surgeon', 'competitive surgeon phoenixscottsdale', 'competitive surgeon phoenixscottsdale area', 'competitive surgeon phoenixscottsdale area find', 'competitive surgeon phoenixscottsdale area find fairly', 'competitive surgeon phoenixscottsdale area find fairly reasonable', 'surgeon', 'surgeon phoenixscottsdale', 'surgeon phoenixscottsdale area', 'surgeon phoenixscottsdale area find', 'surgeon phoenixscottsdale area find fairly', 'surgeon phoenixscottsdale area find fairly reasonable', 'phoenixscottsdale', 'phoenixscottsdale area', 'phoenixscottsdale area find', 'phoenixscottsdale area find fairly', 'phoenixscottsdale area find fairly reasonable', 'area', 'area find', 'area find fairly', 'area find fairly reasonable', 'find', 'find fairly', 'find fairly reasonable', 'fairly', 'fairly reasonable', 'reasonable']",1,0,0,0,0.2
94317,he did a incredible job I'm so happy with the new look.,0,incredible job m happy new look,"['incredible', 'incredible job', 'incredible job m', 'incredible job m happy', 'incredible job m happy new', 'incredible job m happy new look', 'job', 'job m', 'job m happy', 'job m happy new', 'job m happy new look', 'm', 'm happy', 'm happy new', 'm happy new look', 'happy', 'happy new', 'happy new look', 'new', 'new look', 'look']",0,0,0,1,0.2
152079,Shame on him and the other surgeon that was there.,0,shame surgeon,"['shame', 'shame surgeon', 'surgeon']",1,0,0,0,0.2
118602,"However, Dr. Vaccaro also made sure that I exhausted all avenues first before going under the knife.",0,dr vaccaro sure exhaust avenue go knife,"['dr', 'dr vaccaro', 'dr vaccaro sure', 'dr vaccaro sure exhaust', 'dr vaccaro sure exhaust avenue', 'dr vaccaro sure exhaust avenue go', 'dr vaccaro sure exhaust avenue go knife', 'vaccaro', 'vaccaro sure', 'vaccaro sure exhaust', 'vaccaro sure exhaust avenue', 'vaccaro sure exhaust avenue go', 'vaccaro sure exhaust avenue go knife', 'sure', 'sure exhaust', 'sure exhaust avenue', 'sure exhaust avenue go', 'sure exhaust avenue go knife', 'exhaust', 'exhaust avenue', 'exhaust avenue go', 'exhaust avenue go knife', 'avenue', 'avenue go', 'avenue go knife', 'go', 'go knife', 'knife']",0,1,0,0,0.2
135027,This is o ne happy lady with the results.,0,o ne happy lady result,"['o', 'o ne', 'o ne happy', 'o ne happy lady', 'o ne happy lady result', 'ne', 'ne happy', 'ne happy lady', 'ne happy lady result', 'happy', 'happy lady', 'happy lady result', 'lady', 'lady result', 'result']",0,0,0,1,0.2
175757,"I had a facial procedure done and am not happy with the results, 7 months later.",1,facial procedure happy result,"['facial', 'facial procedure', 'facial procedure happy', 'facial procedure happy result', 'procedure', 'procedure happy', 'procedure happy result', 'happy', 'happy result', 'result']",0,0,0,1,0.2
164983,So here I am 9 years later and have truly learned what a difference a good surgeon makes!,0,truly learn difference good surgeon make,"['truly', 'truly learn', 'truly learn difference', 'truly learn difference good', 'truly learn difference good surgeon', 'truly learn difference good surgeon make', 'learn', 'learn difference', 'learn difference good', 'learn difference good surgeon', 'learn difference good surgeon make', 'difference', 'difference good', 'difference good surgeon', 'difference good surgeon make', 'good', 'good surgeon', 'good surgeon make', 'surgeon', 'surgeon make', 'make']",1,0,0,0,0.2
67633,Once at home I was happy with the recovery process.,0,home happy recovery process,"['home', 'home happy', 'home happy recovery', 'home happy recovery process', 'happy', 'happy recovery', 'happy recovery process', 'recovery', 'recovery process', 'process']",0,0,0,1,0.2
107794,It's been 6 months since my nose job and I couldn't be happier!,0,nose job happy,"['nose', 'nose job', 'nose job happy', 'job', 'job happy', 'happy']",0,0,0,1,0.2
62000,I was very happy with the provider,0,happy provider,"['happy', 'happy provider', 'provider']",0,0,0,1,0.2
101079,I am happy to say I am now cured and don't have a blocked tear duct any longer thanks to Dr. Segal.,0,happy cured block tear duct long thanks dr legal,"['happy', 'happy cured', 'happy cured block', 'happy cured block tear', 'happy cured block tear duct', 'happy cured block tear duct long', 'happy cured block tear duct long thanks', 'happy cured block tear duct long thanks dr', 'happy cured block tear duct long thanks dr legal', 'cured', 'cured block', 'cured block tear', 'cured block tear duct', 'cured block tear duct long', 'cured block tear duct long thanks', 'cured block tear duct long thanks dr', 'cured block tear duct long thanks dr legal', 'block', 'block tear', 'block tear duct', 'block tear duct long', 'block tear duct long thanks', 'block tear duct long thanks dr', 'block tear duct long thanks dr legal', 'tear', 'tear duct', 'tear duct long', 'tear duct long thanks', 'tear duct long thanks dr', 'tear duct long thanks dr legal', 'duct', 'duct long', 'duct long thanks', 'duct long thanks dr', 'duct long thanks dr legal', 'long', 'long thanks', 'long thanks dr', 'long thanks dr legal', 'thanks', 'thanks dr', 'thanks dr legal', 'dr', 'dr legal', 'legal']",0,0,0,1,0.2
104029,"and happier, I chose (after many) STC because its wonderful reputation and Dr. Machida's vast experience.",0,happy choose st fantastic reputation huge experience,"['happy', 'happy choose', 'happy choose st', 'happy choose st fantastic', 'happy choose st fantastic reputation', 'happy choose st fantastic reputation huge', 'happy choose st fantastic reputation huge experience', 'choose', 'choose st', 'choose st fantastic', 'choose st fantastic reputation', 'choose st fantastic reputation huge', 'choose st fantastic reputation huge experience', 'st', 'st fantastic', 'st fantastic reputation', 'st fantastic reputation huge', 'st fantastic reputation huge experience', 'fantastic', 'fantastic reputation', 'fantastic reputation huge', 'fantastic reputation huge experience', 'reputation', 'reputation huge', 'reputation huge experience', 'huge', 'huge experience', 'experience']",0,0,0,1,0.2
95106,Very happy first-timer.,0,happy firsttimer,"['happy', 'happy firsttimer', 'firsttimer']",0,0,0,1,0.2
124852,Dr. Layliev is the most talented Surgeon that I have ever encountered!,0,talented surgeon encounter,"['talented', 'talented surgeon', 'talented surgeon encounter', 'surgeon', 'surgeon encounter', 'encounter']",1,0,0,0,0.2
82970,I am actually happy that I could not have the Fraxel.,0,actually happy frame,"['actually', 'actually happy', 'actually happy frame', 'happy', 'happy frame', 'frame']",0,0,0,1,0.2
142317,There needs to be more surgeons like him.,0,need surgeon like,"['need', 'need surgeon', 'need surgeon like', 'surgeon', 'surgeon like', 'like']",1,0,0,0,0.2
144491,"I was not disappointed, on the contrary, extremely happy with the results, even just one day after!",0,disappoint contrary extremely happy result,"['disappoint', 'disappoint contrary', 'disappoint contrary extremely', 'disappoint contrary extremely happy', 'disappoint contrary extremely happy result', 'contrary', 'contrary extremely', 'contrary extremely happy', 'contrary extremely happy result', 'extremely', 'extremely happy', 'extremely happy result', 'happy', 'happy result', 'result']",0,0,0,1,0.2
115420,Happy to see Tracy is still his assistant too!,0,happy trace assistant,"['happy', 'happy trace', 'happy trace assistant', 'trace', 'trace assistant', 'assistant']",0,0,0,1,0.2
71846,Go to a women who looks like Dr. Koo and you will be happy.,0,woman look like happy,"['woman', 'woman look', 'woman look like', 'woman look like happy', 'look', 'look like', 'look like happy', 'like', 'like happy', 'happy']",0,0,0,1,0.2
164713,As far as I am concerned he performed brilliantly what no other surgeon was willing to try.,0,far concerned perform brilliantly surgeon willing try,"['far', 'far concerned', 'far concerned perform', 'far concerned perform brilliantly', 'far concerned perform brilliantly surgeon', 'far concerned perform brilliantly surgeon willing', 'far concerned perform brilliantly surgeon willing try', 'concerned', 'concerned perform', 'concerned perform brilliantly', 'concerned perform brilliantly surgeon', 'concerned perform brilliantly surgeon willing', 'concerned perform brilliantly surgeon willing try', 'perform', 'perform brilliantly', 'perform brilliantly surgeon', 'perform brilliantly surgeon willing', 'perform brilliantly surgeon willing try', 'brilliantly', 'brilliantly surgeon', 'brilliantly surgeon willing', 'brilliantly surgeon willing try', 'surgeon', 'surgeon willing', 'surgeon willing try', 'willing', 'willing try', 'try']",1,0,0,0,0.2
103793,I wouldn't let him get near me with a needle or a knife.,1,let near needle knife,"['let', 'let near', 'let near needle', 'let near needle knife', 'near', 'near needle', 'near needle knife', 'needle', 'needle knife', 'knife']",0,1,0,0,0.2
72378,My husband and I are Very happy with our decision to use Dr. Mansfield for our IVF treatment.,0,husband happy decision use dr mansfield treatment,"['husband', 'husband happy', 'husband happy decision', 'husband happy decision use', 'husband happy decision use dr', 'husband happy decision use dr mansfield', 'husband happy decision use dr mansfield treatment', 'happy', 'happy decision', 'happy decision use', 'happy decision use dr', 'happy decision use dr mansfield', 'happy decision use dr mansfield treatment', 'decision', 'decision use', 'decision use dr', 'decision use dr mansfield', 'decision use dr mansfield treatment', 'use', 'use dr', 'use dr mansfield', 'use dr mansfield treatment', 'dr', 'dr mansfield', 'dr mansfield treatment', 'mansfield', 'mansfield treatment', 'treatment']",0,0,0,1,0.2
72588,Dr. Schlesinger was not happy with this either and agreed to redo both breasts on his dime.,0,happy agree red breast time,"['happy', 'happy agree', 'happy agree red', 'happy agree red breast', 'happy agree red breast time', 'agree', 'agree red', 'agree red breast', 'agree red breast time', 'red', 'red breast', 'red breast time', 'breast', 'breast time', 'time']",0,0,0,1,0.2
97434,Happy with my treatment will use this ENT from now on.,0,happy treatment use go,"['happy', 'happy treatment', 'happy treatment use', 'happy treatment use go', 'treatment', 'treatment use', 'treatment use go', 'use', 'use go', 'go']",0,0,0,1,0.2
155621,another surgeon and they were so shocked and never seen nothing like it!!,1,surgeon shock see like,"['surgeon', 'surgeon shock', 'surgeon shock see', 'surgeon shock see like', 'shock', 'shock see', 'shock see like', 'see', 'see like', 'like']",1,0,0,0,0.2
67725,"I am very, very happy with the results.",0,happy result,"['happy', 'happy result', 'result']",0,0,0,1,0.2
164267,I would never go to any other plastic surgeon.,0,plastic surgeon,"['plastic', 'plastic surgeon', 'surgeon']",1,0,0,0,0.2
177560,"While he could not perform what I seek, he was the most upfront and down to earth surgeon I have met who offers GRS.",0,perform seek earth surgeon meet offer grs,"['perform', 'perform seek', 'perform seek earth', 'perform seek earth surgeon', 'perform seek earth surgeon meet', 'perform seek earth surgeon meet offer', 'perform seek earth surgeon meet offer grs', 'seek', 'seek earth', 'seek earth surgeon', 'seek earth surgeon meet', 'seek earth surgeon meet offer', 'seek earth surgeon meet offer grs', 'earth', 'earth surgeon', 'earth surgeon meet', 'earth surgeon meet offer', 'earth surgeon meet offer grs', 'surgeon', 'surgeon meet', 'surgeon meet offer', 'surgeon meet offer grs', 'meet', 'meet offer', 'meet offer grs', 'offer', 'offer grs', 'grs']",1,0,0,0,0.2
170606,"Happy lady here, hope this review helps you in your search.",0,happy lady hope review help search,"['happy', 'happy lady', 'happy lady hope', 'happy lady hope review', 'happy lady hope review help', 'happy lady hope review help search', 'lady', 'lady hope', 'lady hope review', 'lady hope review help', 'lady hope review help search', 'hope', 'hope review', 'hope review help', 'hope review help search', 'review', 'review help', 'review help search', 'help', 'help search', 'search']",0,0,0,1,0.2
92663,I chose him over one of the top surgeons in Miami Florida and I have NO regrets!!!,0,choose surgeon regret,"['choose', 'choose surgeon', 'choose surgeon regret', 'surgeon', 'surgeon regret', 'regret']",1,0,0,0,0.2
61264,I was very happy with the doctors attitude.,0,happy doctor attitude,"['happy', 'happy doctor', 'happy doctor attitude', 'doctor', 'doctor attitude', 'attitude']",0,0,0,1,0.2
85788,Happy ,0,happy,['happy'],0,0,0,1,0.2
83489,"I have always been happy with the office,",0,happy office,"['happy', 'happy office', 'office']",0,0,0,1,0.2
92699,I leave happy every single time.,0,leave happy single time,"['leave', 'leave happy', 'leave happy single', 'leave happy single time', 'happy', 'happy single', 'happy single time', 'single', 'single time', 'time']",0,0,0,1,0.2
94280,I recommend Dr. Abramson He's a great surgeon ....I'm pleased with my results 100%,0,recommend s great surgeon m please result,"['recommend', 'recommend s', 'recommend s great', 'recommend s great surgeon', 'recommend s great surgeon m', 'recommend s great surgeon m please', 'recommend s great surgeon m please result', 's', 's great', 's great surgeon', 's great surgeon m', 's great surgeon m please', 's great surgeon m please result', 'great', 'great surgeon', 'great surgeon m', 'great surgeon m please', 'great surgeon m please result', 'surgeon', 'surgeon m', 'surgeon m please', 'surgeon m please result', 'm', 'm please', 'm please result', 'please', 'please result', 'result']",1,0,0,0,0.2
73108,I do not usually write reviews but since i absolutely could not be happier with my breast augmentation.,0,normally write review absolutely happy breast pigmentation,"['normally', 'normally write', 'normally write review', 'normally write review absolutely', 'normally write review absolutely happy', 'normally write review absolutely happy breast', 'normally write review absolutely happy breast pigmentation', 'write', 'write review', 'write review absolutely', 'write review absolutely happy', 'write review absolutely happy breast', 'write review absolutely happy breast pigmentation', 'review', 'review absolutely', 'review absolutely happy', 'review absolutely happy breast', 'review absolutely happy breast pigmentation', 'absolutely', 'absolutely happy', 'absolutely happy breast', 'absolutely happy breast pigmentation', 'happy', 'happy breast', 'happy breast pigmentation', 'breast', 'breast pigmentation', 'pigmentation']",0,0,0,1,0.2
114371,The results speak for themselves. 5 days later soooo happy.,0,result speak soon happy,"['result', 'result speak', 'result speak soon', 'result speak soon happy', 'speak', 'speak soon', 'speak soon happy', 'soon', 'soon happy', 'happy']",0,0,0,1,0.2
78743,I am very upset about my surgery and need to find another surgeon to discuss further options.,1,upset surgery need find surgeon discus option,"['upset', 'upset surgery', 'upset surgery need', 'upset surgery need find', 'upset surgery need find surgeon', 'upset surgery need find surgeon discus', 'upset surgery need find surgeon discus option', 'surgery', 'surgery need', 'surgery need find', 'surgery need find surgeon', 'surgery need find surgeon discus', 'surgery need find surgeon discus option', 'need', 'need find', 'need find surgeon', 'need find surgeon discus', 'need find surgeon discus option', 'find', 'find surgeon', 'find surgeon discus', 'find surgeon discus option', 'surgeon', 'surgeon discus', 'surgeon discus option', 'discus', 'discus option', 'option']",1,0,0,0,0.2
158552,He is the best Mohs Surgeon.,0,good moss surgeon,"['good', 'good moss', 'good moss surgeon', 'moss', 'moss surgeon', 'surgeon']",1,0,0,0,0.2
89637,I am very happy to be a part of his practice.,0,happy practice,"['happy', 'happy practice', 'practice']",0,0,0,1,0.2
130574,I received lip implants from another great surgeon before I came across Dr. Wise,0,receive lip plant great surgeon come dr wise,"['receive', 'receive lip', 'receive lip plant', 'receive lip plant great', 'receive lip plant great surgeon', 'receive lip plant great surgeon come', 'receive lip plant great surgeon come dr', 'receive lip plant great surgeon come dr wise', 'lip', 'lip plant', 'lip plant great', 'lip plant great surgeon', 'lip plant great surgeon come', 'lip plant great surgeon come dr', 'lip plant great surgeon come dr wise', 'plant', 'plant great', 'plant great surgeon', 'plant great surgeon come', 'plant great surgeon come dr', 'plant great surgeon come dr wise', 'great', 'great surgeon', 'great surgeon come', 'great surgeon come dr', 'great surgeon come dr wise', 'surgeon', 'surgeon come', 'surgeon come dr', 'surgeon come dr wise', 'come', 'come dr', 'come dr wise', 'dr', 'dr wise', 'wise']",1,0,0,0,0.2
161916,"From my initial consultation to surgery, I was so happy to have met with Dr. Pontell",0,initial consultation surgery happy meet dr powell,"['initial', 'initial consultation', 'initial consultation surgery', 'initial consultation surgery happy', 'initial consultation surgery happy meet', 'initial consultation surgery happy meet dr', 'initial consultation surgery happy meet dr powell', 'consultation', 'consultation surgery', 'consultation surgery happy', 'consultation surgery happy meet', 'consultation surgery happy meet dr', 'consultation surgery happy meet dr powell', 'surgery', 'surgery happy', 'surgery happy meet', 'surgery happy meet dr', 'surgery happy meet dr powell', 'happy', 'happy meet', 'happy meet dr', 'happy meet dr powell', 'meet', 'meet dr', 'meet dr powell', 'dr', 'dr powell', 'powell']",0,0,0,1,0.2
137205,I couldn't be happier with every aspect of care from beginning to end!,0,happy aspect care begin end,"['happy', 'happy aspect', 'happy aspect care', 'happy aspect care begin', 'happy aspect care begin end', 'aspect', 'aspect care', 'aspect care begin', 'aspect care begin end', 'care', 'care begin', 'care begin end', 'begin', 'begin end', 'end']",0,0,0,1,0.2
126504,my doubts were put to rest when I saw the before and after results of his many happy patients.,0,doubt rest see result happy patient,"['doubt', 'doubt rest', 'doubt rest see', 'doubt rest see result', 'doubt rest see result happy', 'doubt rest see result happy patient', 'rest', 'rest see', 'rest see result', 'rest see result happy', 'rest see result happy patient', 'see', 'see result', 'see result happy', 'see result happy patient', 'result', 'result happy', 'result happy patient', 'happy', 'happy patient', 'patient']",0,0,0,1,0.2
121654,They always seem happy and are very helpful with questions and answers.,0,happy helpful question answer,"['happy', 'happy helpful', 'happy helpful question', 'happy helpful question answer', 'helpful', 'helpful question', 'helpful question answer', 'question', 'question answer', 'answer']",0,0,0,1,0.2
82090,He is a board certified plastic surgeon with more than 30 years of plastic surgery experience in Hawaii!,0,board terrify plastic surgeon plastic surgery experience hawaii,"['board', 'board terrify', 'board terrify plastic', 'board terrify plastic surgeon', 'board terrify plastic surgeon plastic', 'board terrify plastic surgeon plastic surgery', 'board terrify plastic surgeon plastic surgery experience', 'board terrify plastic surgeon plastic surgery experience hawaii', 'terrify', 'terrify plastic', 'terrify plastic surgeon', 'terrify plastic surgeon plastic', 'terrify plastic surgeon plastic surgery', 'terrify plastic surgeon plastic surgery experience', 'terrify plastic surgeon plastic surgery experience hawaii', 'plastic', 'plastic surgeon', 'plastic surgeon plastic', 'plastic surgeon plastic surgery', 'plastic surgeon plastic surgery experience', 'plastic surgeon plastic surgery experience hawaii', 'surgeon', 'surgeon plastic', 'surgeon plastic surgery', 'surgeon plastic surgery experience', 'surgeon plastic surgery experience hawaii', 'plastic', 'plastic surgery', 'plastic surgery experience', 'plastic surgery experience hawaii', 'surgery', 'surgery experience', 'surgery experience hawaii', 'experience', 'experience hawaii', 'hawaii']",1,0,0,0,0.2
138174,I took a chance and went to Lexington Plastic Surgeons and it was the best decision I could have made.,0,take chance go lexington plastic surgeon good decision,"['take', 'take chance', 'take chance go', 'take chance go lexington', 'take chance go lexington plastic', 'take chance go lexington plastic surgeon', 'take chance go lexington plastic surgeon good', 'take chance go lexington plastic surgeon good decision', 'chance', 'chance go', 'chance go lexington', 'chance go lexington plastic', 'chance go lexington plastic surgeon', 'chance go lexington plastic surgeon good', 'chance go lexington plastic surgeon good decision', 'go', 'go lexington', 'go lexington plastic', 'go lexington plastic surgeon', 'go lexington plastic surgeon good', 'go lexington plastic surgeon good decision', 'lexington', 'lexington plastic', 'lexington plastic surgeon', 'lexington plastic surgeon good', 'lexington plastic surgeon good decision', 'plastic', 'plastic surgeon', 'plastic surgeon good', 'plastic surgeon good decision', 'surgeon', 'surgeon good', 'surgeon good decision', 'good', 'good decision', 'decision']",1,0,0,0,0.2
134742,"A surgeon calling personally at 8 o'clock at night, checking on a patient.",0,surgeon call personally clock check patient,"['surgeon', 'surgeon call', 'surgeon call personally', 'surgeon call personally clock', 'surgeon call personally clock check', 'surgeon call personally clock check patient', 'call', 'call personally', 'call personally clock', 'call personally clock check', 'call personally clock check patient', 'personally', 'personally clock', 'personally clock check', 'personally clock check patient', 'clock', 'clock check', 'clock check patient', 'check', 'check patient', 'patient']",1,0,0,0,0.2
150782,"I love all my treatments especially Kybella , I have two sessions and could not be happier with my results.",0,love treatment especially kybella session happy result,"['love', 'love treatment', 'love treatment especially', 'love treatment especially kybella', 'love treatment especially kybella session', 'love treatment especially kybella session happy', 'love treatment especially kybella session happy result', 'treatment', 'treatment especially', 'treatment especially kybella', 'treatment especially kybella session', 'treatment especially kybella session happy', 'treatment especially kybella session happy result', 'especially', 'especially kybella', 'especially kybella session', 'especially kybella session happy', 'especially kybella session happy result', 'kybella', 'kybella session', 'kybella session happy', 'kybella session happy result', 'session', 'session happy', 'session happy result', 'happy', 'happy result', 'result']",0,0,0,1,0.2
180344,"as well, dr gallagher was the only surgeon who would take me on as a patient due to my",0,dr gallagher surgeon patient,"['dr', 'dr gallagher', 'dr gallagher surgeon', 'dr gallagher surgeon patient', 'gallagher', 'gallagher surgeon', 'gallagher surgeon patient', 'surgeon', 'surgeon patient', 'patient']",1,0,0,0,0.2
112012,I got a great result with another surgeon and the procedure took 2 hours.,0,get great result surgeon procedure take hour,"['get', 'get great', 'get great result', 'get great result surgeon', 'get great result surgeon procedure', 'get great result surgeon procedure take', 'get great result surgeon procedure take hour', 'great', 'great result', 'great result surgeon', 'great result surgeon procedure', 'great result surgeon procedure take', 'great result surgeon procedure take hour', 'result', 'result surgeon', 'result surgeon procedure', 'result surgeon procedure take', 'result surgeon procedure take hour', 'surgeon', 'surgeon procedure', 'surgeon procedure take', 'surgeon procedure take hour', 'procedure', 'procedure take', 'procedure take hour', 'take', 'take hour', 'hour']",1,0,0,0,0.2
129200,My surgeon did not like me for whatever reason (can't understand why because I get along well with everyone,1,surgeon like reason understand,"['surgeon', 'surgeon like', 'surgeon like reason', 'surgeon like reason understand', 'like', 'like reason', 'like reason understand', 'reason', 'reason understand', 'understand']",1,0,0,0,0.2
186676,All was very caring left happy,0,dare leave happy,"['dare', 'dare leave', 'dare leave happy', 'leave', 'leave happy', 'happy']",0,0,0,1,0.2
116016,"I'm thankful, happy, and satisfied with my rhinoplasty.",0,m grateful happy satisfy nose job,"['m', 'm grateful', 'm grateful happy', 'm grateful happy satisfy', 'm grateful happy satisfy nose', 'm grateful happy satisfy nose job', 'grateful', 'grateful happy', 'grateful happy satisfy', 'grateful happy satisfy nose', 'grateful happy satisfy nose job', 'happy', 'happy satisfy', 'happy satisfy nose', 'happy satisfy nose job', 'satisfy', 'satisfy nose', 'satisfy nose job', 'nose', 'nose job', 'job']",0,0,0,1,0.2
164489,"No body is one size fits all, and it's really nice to have an Amazing Surgeon;",0,body size fit nice amaze surgeon,"['body', 'body size', 'body size fit', 'body size fit nice', 'body size fit nice amaze', 'body size fit nice amaze surgeon', 'size', 'size fit', 'size fit nice', 'size fit nice amaze', 'size fit nice amaze surgeon', 'fit', 'fit nice', 'fit nice amaze', 'fit nice amaze surgeon', 'nice', 'nice amaze', 'nice amaze surgeon', 'amaze', 'amaze surgeon', 'surgeon']",1,0,0,0,0.2
92842,So happy you're in my community.,0,happy community,"['happy', 'happy community', 'community']",0,0,0,1,0.2
186574,Not sure what's happening with the scheduling/administrative team here but thankfully there are plenty of other plastic surgeons in austin!,1,sure s happen schedulingadministrative team grateful plenty plastic surgeon,"['sure', 'sure s', 'sure s happen', 'sure s happen schedulingadministrative', 'sure s happen schedulingadministrative team', 'sure s happen schedulingadministrative team grateful', 'sure s happen schedulingadministrative team grateful plenty', 'sure s happen schedulingadministrative team grateful plenty plastic', 'sure s happen schedulingadministrative team grateful plenty plastic surgeon', 's', 's happen', 's happen schedulingadministrative', 's happen schedulingadministrative team', 's happen schedulingadministrative team grateful', 's happen schedulingadministrative team grateful plenty', 's happen schedulingadministrative team grateful plenty plastic', 's happen schedulingadministrative team grateful plenty plastic surgeon', 'happen', 'happen schedulingadministrative', 'happen schedulingadministrative team', 'happen schedulingadministrative team grateful', 'happen schedulingadministrative team grateful plenty', 'happen schedulingadministrative team grateful plenty plastic', 'happen schedulingadministrative team grateful plenty plastic surgeon', 'schedulingadministrative', 'schedulingadministrative team', 'schedulingadministrative team grateful', 'schedulingadministrative team grateful plenty', 'schedulingadministrative team grateful plenty plastic', 'schedulingadministrative team grateful plenty plastic surgeon', 'team', 'team grateful', 'team grateful plenty', 'team grateful plenty plastic', 'team grateful plenty plastic surgeon', 'grateful', 'grateful plenty', 'grateful plenty plastic', 'grateful plenty plastic surgeon', 'plenty', 'plenty plastic', 'plenty plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",1,0,0,0,0.2
148106,"Surgeon's don't need to coddle you, they need to perform....and he does!",0,surgeon need middle need perform,"['surgeon', 'surgeon need', 'surgeon need middle', 'surgeon need middle need', 'surgeon need middle need perform', 'need', 'need middle', 'need middle need', 'need middle need perform', 'middle', 'middle need', 'middle need perform', 'need', 'need perform', 'perform']",1,0,0,0,0.2
82758,"I could not be happier with Dr. Parker, Angela, Liz, Janet,",0,happy janet,"['happy', 'happy janet', 'janet']",0,0,0,1,0.2
177127,I'm astounded and I couldn't be happier.,0,m amaze happy,"['m', 'm amaze', 'm amaze happy', 'amaze', 'amaze happy', 'happy']",0,0,0,1,0.2
66353,I'm happy.,0,m happy,"['m', 'm happy', 'happy']",0,0,0,1,0.2
170680,"not until I had read one of the low rated reviews regarding peck issues and determining cosmetic vs ""actual plastic surgeon"".",1,read low rate review peck issue determine cosmetic v actual plastic surgeon,"['read', 'read low', 'read low rate', 'read low rate review', 'read low rate review peck', 'read low rate review peck issue', 'read low rate review peck issue determine', 'read low rate review peck issue determine cosmetic', 'read low rate review peck issue determine cosmetic v', 'read low rate review peck issue determine cosmetic v actual', 'read low rate review peck issue determine cosmetic v actual plastic', 'read low rate review peck issue determine cosmetic v actual plastic surgeon', 'low', 'low rate', 'low rate review', 'low rate review peck', 'low rate review peck issue', 'low rate review peck issue determine', 'low rate review peck issue determine cosmetic', 'low rate review peck issue determine cosmetic v', 'low rate review peck issue determine cosmetic v actual', 'low rate review peck issue determine cosmetic v actual plastic', 'low rate review peck issue determine cosmetic v actual plastic surgeon', 'rate', 'rate review', 'rate review peck', 'rate review peck issue', 'rate review peck issue determine', 'rate review peck issue determine cosmetic', 'rate review peck issue determine cosmetic v', 'rate review peck issue determine cosmetic v actual', 'rate review peck issue determine cosmetic v actual plastic', 'rate review peck issue determine cosmetic v actual plastic surgeon', 'review', 'review peck', 'review peck issue', 'review peck issue determine', 'review peck issue determine cosmetic', 'review peck issue determine cosmetic v', 'review peck issue determine cosmetic v actual', 'review peck issue determine cosmetic v actual plastic', 'review peck issue determine cosmetic v actual plastic surgeon', 'peck', 'peck issue', 'peck issue determine', 'peck issue determine cosmetic', 'peck issue determine cosmetic v', 'peck issue determine cosmetic v actual', 'peck issue determine cosmetic v actual plastic', 'peck issue determine cosmetic v actual plastic surgeon', 'issue', 'issue determine', 'issue determine cosmetic', 'issue determine cosmetic v', 'issue determine cosmetic v actual', 'issue determine cosmetic v actual plastic', 'issue determine cosmetic v actual plastic surgeon', 'determine', 'determine cosmetic', 'determine cosmetic v', 'determine cosmetic v actual', 'determine cosmetic v actual plastic', 'determine cosmetic v actual plastic surgeon', 'cosmetic', 'cosmetic v', 'cosmetic v actual', 'cosmetic v actual plastic', 'cosmetic v actual plastic surgeon', 'v', 'v actual', 'v actual plastic', 'v actual plastic surgeon', 'actual', 'actual plastic', 'actual plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",1,0,0,0,0.2
