commentId,comment,classification,comment_processed,word_phrase_list,visit,nurse,nurse practitioner,practitioner,comfort,similarity_score
100116,My doctor and nurses are very informative and do not rush you in and out.,0,doctor nurse information rush,"['doctor', 'doctor nurse', 'doctor nurse information', 'doctor nurse information rush', 'nurse', 'nurse information', 'nurse information rush', 'information', 'information rush', 'rush']",0,1,0,0,0,0.08196721311475409
171501,That is so cool that you get to pick a lollipop out of the bucket after your visit .,0,cool pick lollipop bucket visit,"['cool', 'cool pick', 'cool pick lollipop', 'cool pick lollipop bucket', 'cool pick lollipop bucket visit', 'pick', 'pick lollipop', 'pick lollipop bucket', 'pick lollipop bucket visit', 'lollipop', 'lollipop bucket', 'lollipop bucket visit', 'bucket', 'bucket visit', 'visit']",1,0,0,0,0,0.08196721311475409
107716,"and we still don't have his clothes back, asked the nursing director, 2 other nurses, no response.",1,clothe ask nurse director nurse response,"['clothe', 'clothe ask', 'clothe ask nurse', 'clothe ask nurse director', 'clothe ask nurse director nurse', 'clothe ask nurse director nurse response', 'ask', 'ask nurse', 'ask nurse director', 'ask nurse director nurse', 'ask nurse director nurse response', 'nurse', 'nurse director', 'nurse director nurse', 'nurse director nurse response', 'director', 'director nurse', 'director nurse response', 'nurse', 'nurse response', 'response']",0,1,0,0,0,0.08196721311475409
59450,He needs to learn to respect patience's and not talk bad about them to nurses outlou,1,need learn respect patience talk bad nurse outlet,"['need', 'need learn', 'need learn respect', 'need learn respect patience', 'need learn respect patience talk', 'need learn respect patience talk bad', 'need learn respect patience talk bad nurse', 'need learn respect patience talk bad nurse outlet', 'learn', 'learn respect', 'learn respect patience', 'learn respect patience talk', 'learn respect patience talk bad', 'learn respect patience talk bad nurse', 'learn respect patience talk bad nurse outlet', 'respect', 'respect patience', 'respect patience talk', 'respect patience talk bad', 'respect patience talk bad nurse', 'respect patience talk bad nurse outlet', 'patience', 'patience talk', 'patience talk bad', 'patience talk bad nurse', 'patience talk bad nurse outlet', 'talk', 'talk bad', 'talk bad nurse', 'talk bad nurse outlet', 'bad', 'bad nurse', 'bad nurse outlet', 'nurse', 'nurse outlet', 'outlet']",0,1,0,0,0,0.08196721311475409
133880,I am happy I chose this practice because I felt comfortable and safe from my first visit to my last.,0,happy choose practice feel comfortable safe visit,"['happy', 'happy choose', 'happy choose practice', 'happy choose practice feel', 'happy choose practice feel comfortable', 'happy choose practice feel comfortable safe', 'happy choose practice feel comfortable safe visit', 'choose', 'choose practice', 'choose practice feel', 'choose practice feel comfortable', 'choose practice feel comfortable safe', 'choose practice feel comfortable safe visit', 'practice', 'practice feel', 'practice feel comfortable', 'practice feel comfortable safe', 'practice feel comfortable safe visit', 'feel', 'feel comfortable', 'feel comfortable safe', 'feel comfortable safe visit', 'comfortable', 'comfortable safe', 'comfortable safe visit', 'safe', 'safe visit', 'visit']",1,0,0,0,0,0.08196721311475409
181063,Not very happy at all with my grandmother's visit yesterday to see Martinez and she just asked what refills,1,happy grandma visit martinet ask refill,"['happy', 'happy grandma', 'happy grandma visit', 'happy grandma visit martinet', 'happy grandma visit martinet ask', 'happy grandma visit martinet ask refill', 'grandma', 'grandma visit', 'grandma visit martinet', 'grandma visit martinet ask', 'grandma visit martinet ask refill', 'visit', 'visit martinet', 'visit martinet ask', 'visit martinet ask refill', 'martinet', 'martinet ask', 'martinet ask refill', 'ask', 'ask refill', 'refill']",1,0,0,0,0,0.08196721311475409
125659,"Each team member has unique traits, and personality that makes each visit extremely enjoyable (see Romans 12:4, 1 Cor. 12:12).",0,team member unique trait personality make visit extremely enjoyable,"['team', 'team member', 'team member unique', 'team member unique trait', 'team member unique trait personality', 'team member unique trait personality make', 'team member unique trait personality make visit', 'team member unique trait personality make visit extremely', 'team member unique trait personality make visit extremely enjoyable', 'member', 'member unique', 'member unique trait', 'member unique trait personality', 'member unique trait personality make', 'member unique trait personality make visit', 'member unique trait personality make visit extremely', 'member unique trait personality make visit extremely enjoyable', 'unique', 'unique trait', 'unique trait personality', 'unique trait personality make', 'unique trait personality make visit', 'unique trait personality make visit extremely', 'unique trait personality make visit extremely enjoyable', 'trait', 'trait personality', 'trait personality make', 'trait personality make visit', 'trait personality make visit extremely', 'trait personality make visit extremely enjoyable', 'personality', 'personality make', 'personality make visit', 'personality make visit extremely', 'personality make visit extremely enjoyable', 'make', 'make visit', 'make visit extremely', 'make visit extremely enjoyable', 'visit', 'visit extremely', 'visit extremely enjoyable', 'extremely', 'extremely enjoyable', 'enjoyable']",1,0,0,0,0,0.08196721311475409
59066,I enjoyed my visit.,0,enjoy visit,"['enjoy', 'enjoy visit', 'visit']",1,0,0,0,0,0.08196721311475409
94179,and make it a pleasant visit each time.,0,pleasant visit time,"['pleasant', 'pleasant visit', 'pleasant visit time', 'visit', 'visit time', 'time']",1,0,0,0,0,0.08196721311475409
115106,The very least that could?ve been done was the take time with me during the visit with the provider.,1,ve time visit provider,"['ve', 've time', 've time visit', 've time visit provider', 'time', 'time visit', 'time visit provider', 'visit', 'visit provider', 'provider']",1,0,0,0,0,0.08196721311475409
148313,"As a Registered Nurse, I am far from impressed.",1,register nurse far impress,"['register', 'register nurse', 'register nurse far', 'register nurse far impress', 'nurse', 'nurse far', 'nurse far impress', 'far', 'far impress', 'impress']",0,1,0,0,0,0.08196721311475409
173616,I walked still being so anxious about my condition as he did not fully explain the resolution and provide comfort on the way forward.,1,walk anxious condition fully explain resolution provide comfort way forward,"['walk', 'walk anxious', 'walk anxious condition', 'walk anxious condition fully', 'walk anxious condition fully explain', 'walk anxious condition fully explain resolution', 'walk anxious condition fully explain resolution provide', 'walk anxious condition fully explain resolution provide comfort', 'walk anxious condition fully explain resolution provide comfort way', 'walk anxious condition fully explain resolution provide comfort way forward', 'anxious', 'anxious condition', 'anxious condition fully', 'anxious condition fully explain', 'anxious condition fully explain resolution', 'anxious condition fully explain resolution provide', 'anxious condition fully explain resolution provide comfort', 'anxious condition fully explain resolution provide comfort way', 'anxious condition fully explain resolution provide comfort way forward', 'condition', 'condition fully', 'condition fully explain', 'condition fully explain resolution', 'condition fully explain resolution provide', 'condition fully explain resolution provide comfort', 'condition fully explain resolution provide comfort way', 'condition fully explain resolution provide comfort way forward', 'fully', 'fully explain', 'fully explain resolution', 'fully explain resolution provide', 'fully explain resolution provide comfort', 'fully explain resolution provide comfort way', 'fully explain resolution provide comfort way forward', 'explain', 'explain resolution', 'explain resolution provide', 'explain resolution provide comfort', 'explain resolution provide comfort way', 'explain resolution provide comfort way forward', 'resolution', 'resolution provide', 'resolution provide comfort', 'resolution provide comfort way', 'resolution provide comfort way forward', 'provide', 'provide comfort', 'provide comfort way', 'provide comfort way forward', 'comfort', 'comfort way', 'comfort way forward', 'way', 'way forward', 'forward']",0,0,0,0,1,0.08196721311475409
148506,and the Nurses did a fantastic job ensuring that I had a smooth recovery right out of surgery.,0,nurse fantastic job ensure smooth recovery right surgery,"['nurse', 'nurse fantastic', 'nurse fantastic job', 'nurse fantastic job ensure', 'nurse fantastic job ensure smooth', 'nurse fantastic job ensure smooth recovery', 'nurse fantastic job ensure smooth recovery right', 'nurse fantastic job ensure smooth recovery right surgery', 'fantastic', 'fantastic job', 'fantastic job ensure', 'fantastic job ensure smooth', 'fantastic job ensure smooth recovery', 'fantastic job ensure smooth recovery right', 'fantastic job ensure smooth recovery right surgery', 'job', 'job ensure', 'job ensure smooth', 'job ensure smooth recovery', 'job ensure smooth recovery right', 'job ensure smooth recovery right surgery', 'ensure', 'ensure smooth', 'ensure smooth recovery', 'ensure smooth recovery right', 'ensure smooth recovery right surgery', 'smooth', 'smooth recovery', 'smooth recovery right', 'smooth recovery right surgery', 'recovery', 'recovery right', 'recovery right surgery', 'right', 'right surgery', 'surgery']",0,1,0,0,0,0.08196721311475409
187427,The staff is amazing with me calling whenever I am concerned or just need to speak to the nurse.,0,staff amaze call concerned need speak nurse,"['staff', 'staff amaze', 'staff amaze call', 'staff amaze call concerned', 'staff amaze call concerned need', 'staff amaze call concerned need speak', 'staff amaze call concerned need speak nurse', 'amaze', 'amaze call', 'amaze call concerned', 'amaze call concerned need', 'amaze call concerned need speak', 'amaze call concerned need speak nurse', 'call', 'call concerned', 'call concerned need', 'call concerned need speak', 'call concerned need speak nurse', 'concerned', 'concerned need', 'concerned need speak', 'concerned need speak nurse', 'need', 'need speak', 'need speak nurse', 'speak', 'speak nurse', 'nurse']",0,1,0,0,0,0.08196721311475409
143205,Also very considerate of patient individual needs and comfort.,0,considerate patient individual need comfort,"['considerate', 'considerate patient', 'considerate patient individual', 'considerate patient individual need', 'considerate patient individual need comfort', 'patient', 'patient individual', 'patient individual need', 'patient individual need comfort', 'individual', 'individual need', 'individual need comfort', 'need', 'need comfort', 'comfort']",0,0,0,0,1,0.08196721311475409
179221,so many people kept coming in and only 2 nurses.,1,people keep come nurse,"['people', 'people keep', 'people keep come', 'people keep come nurse', 'keep', 'keep come', 'keep come nurse', 'come', 'come nurse', 'nurse']",0,1,0,0,0,0.08196721311475409
101758,Either he is ignorant of the truth or he didn't convey it during my post-procedure visit.,1,ignorant truth convey postprocedure visit,"['ignorant', 'ignorant truth', 'ignorant truth convey', 'ignorant truth convey postprocedure', 'ignorant truth convey postprocedure visit', 'truth', 'truth convey', 'truth convey postprocedure', 'truth convey postprocedure visit', 'convey', 'convey postprocedure', 'convey postprocedure visit', 'postprocedure', 'postprocedure visit', 'visit']",1,0,0,0,0,0.08196721311475409
72469,"The first visit she went over all my 'face options', she gave me choices.",0,visit go face option give choice,"['visit', 'visit go', 'visit go face', 'visit go face option', 'visit go face option give', 'visit go face option give choice', 'go', 'go face', 'go face option', 'go face option give', 'go face option give choice', 'face', 'face option', 'face option give', 'face option give choice', 'option', 'option give', 'option give choice', 'give', 'give choice', 'choice']",1,0,0,0,0,0.08196721311475409
174250,"I just remembered that I talked to the nurse about my size ,",0,remember talk nurse size,"['remember', 'remember talk', 'remember talk nurse', 'remember talk nurse size', 'talk', 'talk nurse', 'talk nurse size', 'nurse', 'nurse size', 'size']",0,1,0,0,0,0.08196721311475409
140822,"My private nurse, Denise, was outstanding, got me thru the first two rough",0,private nurse dense outstanding get thousand rough,"['private', 'private nurse', 'private nurse dense', 'private nurse dense outstanding', 'private nurse dense outstanding get', 'private nurse dense outstanding get thousand', 'private nurse dense outstanding get thousand rough', 'nurse', 'nurse dense', 'nurse dense outstanding', 'nurse dense outstanding get', 'nurse dense outstanding get thousand', 'nurse dense outstanding get thousand rough', 'dense', 'dense outstanding', 'dense outstanding get', 'dense outstanding get thousand', 'dense outstanding get thousand rough', 'outstanding', 'outstanding get', 'outstanding get thousand', 'outstanding get thousand rough', 'get', 'get thousand', 'get thousand rough', 'thousand', 'thousand rough', 'rough']",0,1,0,0,0,0.08196721311475409
184904,"and private nurses to recommending the best supplies) that the morning of, I was calm and excited instead of fearful.",0,private nurse recommend good supply calm excite instead fearful,"['private', 'private nurse', 'private nurse recommend', 'private nurse recommend good', 'private nurse recommend good supply', 'private nurse recommend good supply calm', 'private nurse recommend good supply calm excite', 'private nurse recommend good supply calm excite instead', 'private nurse recommend good supply calm excite instead fearful', 'nurse', 'nurse recommend', 'nurse recommend good', 'nurse recommend good supply', 'nurse recommend good supply calm', 'nurse recommend good supply calm excite', 'nurse recommend good supply calm excite instead', 'nurse recommend good supply calm excite instead fearful', 'recommend', 'recommend good', 'recommend good supply', 'recommend good supply calm', 'recommend good supply calm excite', 'recommend good supply calm excite instead', 'recommend good supply calm excite instead fearful', 'good', 'good supply', 'good supply calm', 'good supply calm excite', 'good supply calm excite instead', 'good supply calm excite instead fearful', 'supply', 'supply calm', 'supply calm excite', 'supply calm excite instead', 'supply calm excite instead fearful', 'calm', 'calm excite', 'calm excite instead', 'calm excite instead fearful', 'excite', 'excite instead', 'excite instead fearful', 'instead', 'instead fearful', 'fearful']",0,1,0,0,0,0.08196721311475409
145142,His office nurse Arri is so unprofessional and incompetent as well.,1,office nurse professional incompetent,"['office', 'office nurse', 'office nurse professional', 'office nurse professional incompetent', 'nurse', 'nurse professional', 'nurse professional incompetent', 'professional', 'professional incompetent', 'incompetent']",0,1,0,0,0,0.08196721311475409
174342,I called the day before and told them I wanted another Dr. - the nurse called me the Yelp lady.,1,call tell want dr nurse call yip lady,"['call', 'call tell', 'call tell want', 'call tell want dr', 'call tell want dr nurse', 'call tell want dr nurse call', 'call tell want dr nurse call yip', 'call tell want dr nurse call yip lady', 'tell', 'tell want', 'tell want dr', 'tell want dr nurse', 'tell want dr nurse call', 'tell want dr nurse call yip', 'tell want dr nurse call yip lady', 'want', 'want dr', 'want dr nurse', 'want dr nurse call', 'want dr nurse call yip', 'want dr nurse call yip lady', 'dr', 'dr nurse', 'dr nurse call', 'dr nurse call yip', 'dr nurse call yip lady', 'nurse', 'nurse call', 'nurse call yip', 'nurse call yip lady', 'call', 'call yip', 'call yip lady', 'yip', 'yip lady', 'lady']",0,1,0,0,0,0.08196721311475409
82643,But when I visited Dr Schusterman's clinic all my doubts went in vein.,0,visit dr schustermans clinic doubt go vein,"['visit', 'visit dr', 'visit dr schustermans', 'visit dr schustermans clinic', 'visit dr schustermans clinic doubt', 'visit dr schustermans clinic doubt go', 'visit dr schustermans clinic doubt go vein', 'dr', 'dr schustermans', 'dr schustermans clinic', 'dr schustermans clinic doubt', 'dr schustermans clinic doubt go', 'dr schustermans clinic doubt go vein', 'schustermans', 'schustermans clinic', 'schustermans clinic doubt', 'schustermans clinic doubt go', 'schustermans clinic doubt go vein', 'clinic', 'clinic doubt', 'clinic doubt go', 'clinic doubt go vein', 'doubt', 'doubt go', 'doubt go vein', 'go', 'go vein', 'vein']",1,0,0,0,0,0.08196721311475409
115980,my mom had to go ask nurse what the hell was going on with me after 3 hours of not hearing anything from ANYONE!,1,mon ask nurse hell go hearing,"['mon', 'mon ask', 'mon ask nurse', 'mon ask nurse hell', 'mon ask nurse hell go', 'mon ask nurse hell go hearing', 'ask', 'ask nurse', 'ask nurse hell', 'ask nurse hell go', 'ask nurse hell go hearing', 'nurse', 'nurse hell', 'nurse hell go', 'nurse hell go hearing', 'hell', 'hell go', 'hell go hearing', 'go', 'go hearing', 'hearing']",0,1,0,0,0,0.08196721311475409
90669,"As a patient with nursing background, I can say that the service and care have gone above",0,patient nurse background service care go,"['patient', 'patient nurse', 'patient nurse background', 'patient nurse background service', 'patient nurse background service care', 'patient nurse background service care go', 'nurse', 'nurse background', 'nurse background service', 'nurse background service care', 'nurse background service care go', 'background', 'background service', 'background service care', 'background service care go', 'service', 'service care', 'service care go', 'care', 'care go', 'go']",0,1,0,0,0,0.08196721311475409
76360,"The nurse that I saw the most gave me her cell phone number,",0,nurse see give cell phone number,"['nurse', 'nurse see', 'nurse see give', 'nurse see give cell', 'nurse see give cell phone', 'nurse see give cell phone number', 'see', 'see give', 'see give cell', 'see give cell phone', 'see give cell phone number', 'give', 'give cell', 'give cell phone', 'give cell phone number', 'cell', 'cell phone', 'cell phone number', 'phone', 'phone number', 'number']",0,1,0,0,0,0.08196721311475409
58045,To improve my visit was not to have to wait so long for registration and in the doctor's office.,1,better visit wait long registration doctor office,"['better', 'better visit', 'better visit wait', 'better visit wait long', 'better visit wait long registration', 'better visit wait long registration doctor', 'better visit wait long registration doctor office', 'visit', 'visit wait', 'visit wait long', 'visit wait long registration', 'visit wait long registration doctor', 'visit wait long registration doctor office', 'wait', 'wait long', 'wait long registration', 'wait long registration doctor', 'wait long registration doctor office', 'long', 'long registration', 'long registration doctor', 'long registration doctor office', 'registration', 'registration doctor', 'registration doctor office', 'doctor', 'doctor office', 'office']",1,0,0,0,0,0.08196721311475409
142822,"Very pleased with the customer service, when we found no heartbeat at my 12 week ultrasound appointment I was consoled and felt comforted.",0,please customer service find dear ultrasound appointment comfort feel comfort,"['please', 'please customer', 'please customer service', 'please customer service find', 'please customer service find dear', 'please customer service find dear ultrasound', 'please customer service find dear ultrasound appointment', 'please customer service find dear ultrasound appointment comfort', 'please customer service find dear ultrasound appointment comfort feel', 'please customer service find dear ultrasound appointment comfort feel comfort', 'customer', 'customer service', 'customer service find', 'customer service find dear', 'customer service find dear ultrasound', 'customer service find dear ultrasound appointment', 'customer service find dear ultrasound appointment comfort', 'customer service find dear ultrasound appointment comfort feel', 'customer service find dear ultrasound appointment comfort feel comfort', 'service', 'service find', 'service find dear', 'service find dear ultrasound', 'service find dear ultrasound appointment', 'service find dear ultrasound appointment comfort', 'service find dear ultrasound appointment comfort feel', 'service find dear ultrasound appointment comfort feel comfort', 'find', 'find dear', 'find dear ultrasound', 'find dear ultrasound appointment', 'find dear ultrasound appointment comfort', 'find dear ultrasound appointment comfort feel', 'find dear ultrasound appointment comfort feel comfort', 'dear', 'dear ultrasound', 'dear ultrasound appointment', 'dear ultrasound appointment comfort', 'dear ultrasound appointment comfort feel', 'dear ultrasound appointment comfort feel comfort', 'ultrasound', 'ultrasound appointment', 'ultrasound appointment comfort', 'ultrasound appointment comfort feel', 'ultrasound appointment comfort feel comfort', 'appointment', 'appointment comfort', 'appointment comfort feel', 'appointment comfort feel comfort', 'comfort', 'comfort feel', 'comfort feel comfort', 'feel', 'feel comfort', 'comfort']",0,0,0,0,1,0.08196721311475409
160287,"His nurses, medical staff are equally deserving of the highest rating.",0,nurse medical staff equally deserve high rat,"['nurse', 'nurse medical', 'nurse medical staff', 'nurse medical staff equally', 'nurse medical staff equally deserve', 'nurse medical staff equally deserve high', 'nurse medical staff equally deserve high rat', 'medical', 'medical staff', 'medical staff equally', 'medical staff equally deserve', 'medical staff equally deserve high', 'medical staff equally deserve high rat', 'staff', 'staff equally', 'staff equally deserve', 'staff equally deserve high', 'staff equally deserve high rat', 'equally', 'equally deserve', 'equally deserve high', 'equally deserve high rat', 'deserve', 'deserve high', 'deserve high rat', 'high', 'high rat', 'rat']",0,1,0,0,0,0.08196721311475409
130267,There has been 20 min or more wait time each of my visits but I?ll wait for Dr. Kathy.,1,min wait time visit ill wait dr path,"['min', 'min wait', 'min wait time', 'min wait time visit', 'min wait time visit ill', 'min wait time visit ill wait', 'min wait time visit ill wait dr', 'min wait time visit ill wait dr path', 'wait', 'wait time', 'wait time visit', 'wait time visit ill', 'wait time visit ill wait', 'wait time visit ill wait dr', 'wait time visit ill wait dr path', 'time', 'time visit', 'time visit ill', 'time visit ill wait', 'time visit ill wait dr', 'time visit ill wait dr path', 'visit', 'visit ill', 'visit ill wait', 'visit ill wait dr', 'visit ill wait dr path', 'ill', 'ill wait', 'ill wait dr', 'ill wait dr path', 'wait', 'wait dr', 'wait dr path', 'dr', 'dr path', 'path']",1,0,0,0,0,0.08196721311475409
117777,I would highly recommend anyone who is looking into having LASIK performed to do themselves a favor and visit Roholt!,0,highly recommend look have perform favor visit revolt,"['highly', 'highly recommend', 'highly recommend look', 'highly recommend look have', 'highly recommend look have perform', 'highly recommend look have perform favor', 'highly recommend look have perform favor visit', 'highly recommend look have perform favor visit revolt', 'recommend', 'recommend look', 'recommend look have', 'recommend look have perform', 'recommend look have perform favor', 'recommend look have perform favor visit', 'recommend look have perform favor visit revolt', 'look', 'look have', 'look have perform', 'look have perform favor', 'look have perform favor visit', 'look have perform favor visit revolt', 'have', 'have perform', 'have perform favor', 'have perform favor visit', 'have perform favor visit revolt', 'perform', 'perform favor', 'perform favor visit', 'perform favor visit revolt', 'favor', 'favor visit', 'favor visit revolt', 'visit', 'visit revolt', 'revolt']",1,0,0,0,0,0.08196721311475409
123689,"The nursing staff was friendly and very informative, whenever doctor Griffith was not there (especially Rachel).",0,nurse staff friendly information doctor griffith especially rachel,"['nurse', 'nurse staff', 'nurse staff friendly', 'nurse staff friendly information', 'nurse staff friendly information doctor', 'nurse staff friendly information doctor griffith', 'nurse staff friendly information doctor griffith especially', 'nurse staff friendly information doctor griffith especially rachel', 'staff', 'staff friendly', 'staff friendly information', 'staff friendly information doctor', 'staff friendly information doctor griffith', 'staff friendly information doctor griffith especially', 'staff friendly information doctor griffith especially rachel', 'friendly', 'friendly information', 'friendly information doctor', 'friendly information doctor griffith', 'friendly information doctor griffith especially', 'friendly information doctor griffith especially rachel', 'information', 'information doctor', 'information doctor griffith', 'information doctor griffith especially', 'information doctor griffith especially rachel', 'doctor', 'doctor griffith', 'doctor griffith especially', 'doctor griffith especially rachel', 'griffith', 'griffith especially', 'griffith especially rachel', 'especially', 'especially rachel', 'rachel']",0,1,0,0,0,0.08196721311475409
128285,"After meeting with Dr. Sullivan before the procedure, he was very detailed about what would be done and comforting.",0,meet procedure detail comfort,"['meet', 'meet procedure', 'meet procedure detail', 'meet procedure detail comfort', 'procedure', 'procedure detail', 'procedure detail comfort', 'detail', 'detail comfort', 'comfort']",0,0,0,0,1,0.08196721311475409
58047,I totally satisfied with my visit.,0,wholly satisfy visit,"['wholly', 'wholly satisfy', 'wholly satisfy visit', 'satisfy', 'satisfy visit', 'visit']",1,0,0,0,0,0.08196721311475409
105735,He should stick to surgery and have someone else with better people skills handle his visits.,1,stick surgery good people skill handle visit,"['stick', 'stick surgery', 'stick surgery good', 'stick surgery good people', 'stick surgery good people skill', 'stick surgery good people skill handle', 'stick surgery good people skill handle visit', 'surgery', 'surgery good', 'surgery good people', 'surgery good people skill', 'surgery good people skill handle', 'surgery good people skill handle visit', 'good', 'good people', 'good people skill', 'good people skill handle', 'good people skill handle visit', 'people', 'people skill', 'people skill handle', 'people skill handle visit', 'skill', 'skill handle', 'skill handle visit', 'handle', 'handle visit', 'visit']",1,0,0,0,0,0.08196721311475409
140190,They were very comforting during a very rough and painful IUD placement.,0,comfort rough painful mud placement,"['comfort', 'comfort rough', 'comfort rough painful', 'comfort rough painful mud', 'comfort rough painful mud placement', 'rough', 'rough painful', 'rough painful mud', 'rough painful mud placement', 'painful', 'painful mud', 'painful mud placement', 'mud', 'mud placement', 'placement']",0,0,0,0,1,0.08196721311475409
179222,"i saw only 2 nurses there at night, running around like chickens to tend to every patients.",1,see nurse run like chicken tend patient,"['see', 'see nurse', 'see nurse run', 'see nurse run like', 'see nurse run like chicken', 'see nurse run like chicken tend', 'see nurse run like chicken tend patient', 'nurse', 'nurse run', 'nurse run like', 'nurse run like chicken', 'nurse run like chicken tend', 'nurse run like chicken tend patient', 'run', 'run like', 'run like chicken', 'run like chicken tend', 'run like chicken tend patient', 'like', 'like chicken', 'like chicken tend', 'like chicken tend patient', 'chicken', 'chicken tend', 'chicken tend patient', 'tend', 'tend patient', 'patient']",0,1,0,0,0,0.08196721311475409
58050,My nurses treated me more like a friend.,0,nurse treat like friend,"['nurse', 'nurse treat', 'nurse treat like', 'nurse treat like friend', 'treat', 'treat like', 'treat like friend', 'like', 'like friend', 'friend']",0,1,0,0,0,0.08196721311475409
128490,They also offered reassurance and queried the doctor as well as the nurses whenever they were unable to offer answers or advice.,0,offer assurance question doctor nurse unable offer answer advice,"['offer', 'offer assurance', 'offer assurance question', 'offer assurance question doctor', 'offer assurance question doctor nurse', 'offer assurance question doctor nurse unable', 'offer assurance question doctor nurse unable offer', 'offer assurance question doctor nurse unable offer answer', 'offer assurance question doctor nurse unable offer answer advice', 'assurance', 'assurance question', 'assurance question doctor', 'assurance question doctor nurse', 'assurance question doctor nurse unable', 'assurance question doctor nurse unable offer', 'assurance question doctor nurse unable offer answer', 'assurance question doctor nurse unable offer answer advice', 'question', 'question doctor', 'question doctor nurse', 'question doctor nurse unable', 'question doctor nurse unable offer', 'question doctor nurse unable offer answer', 'question doctor nurse unable offer answer advice', 'doctor', 'doctor nurse', 'doctor nurse unable', 'doctor nurse unable offer', 'doctor nurse unable offer answer', 'doctor nurse unable offer answer advice', 'nurse', 'nurse unable', 'nurse unable offer', 'nurse unable offer answer', 'nurse unable offer answer advice', 'unable', 'unable offer', 'unable offer answer', 'unable offer answer advice', 'offer', 'offer answer', 'offer answer advice', 'answer', 'answer advice', 'advice']",0,1,0,0,0,0.08196721311475409
139299,It was friendly at the same time professional visit .,0,friendly time professional visit,"['friendly', 'friendly time', 'friendly time professional', 'friendly time professional visit', 'time', 'time professional', 'time professional visit', 'professional', 'professional visit', 'visit']",1,0,0,0,0,0.08196721311475409
90630,The hospital nurses took care of me like I was one of their family members.,0,hospital nurse take care like family member,"['hospital', 'hospital nurse', 'hospital nurse take', 'hospital nurse take care', 'hospital nurse take care like', 'hospital nurse take care like family', 'hospital nurse take care like family member', 'nurse', 'nurse take', 'nurse take care', 'nurse take care like', 'nurse take care like family', 'nurse take care like family member', 'take', 'take care', 'take care like', 'take care like family', 'take care like family member', 'care', 'care like', 'care like family', 'care like family member', 'like', 'like family', 'like family member', 'family', 'family member', 'member']",0,1,0,0,0,0.08196721311475409
141848,"Dr. Hatch and her nurse Jamie are the best in the office the exam went by quick, were both personable, and very caring!",0,nurse amie good office examination go quick personal dare,"['nurse', 'nurse amie', 'nurse amie good', 'nurse amie good office', 'nurse amie good office examination', 'nurse amie good office examination go', 'nurse amie good office examination go quick', 'nurse amie good office examination go quick personal', 'nurse amie good office examination go quick personal dare', 'amie', 'amie good', 'amie good office', 'amie good office examination', 'amie good office examination go', 'amie good office examination go quick', 'amie good office examination go quick personal', 'amie good office examination go quick personal dare', 'good', 'good office', 'good office examination', 'good office examination go', 'good office examination go quick', 'good office examination go quick personal', 'good office examination go quick personal dare', 'office', 'office examination', 'office examination go', 'office examination go quick', 'office examination go quick personal', 'office examination go quick personal dare', 'examination', 'examination go', 'examination go quick', 'examination go quick personal', 'examination go quick personal dare', 'go', 'go quick', 'go quick personal', 'go quick personal dare', 'quick', 'quick personal', 'quick personal dare', 'personal', 'personal dare', 'dare']",0,1,0,0,0,0.08196721311475409
70905,I think yesterday was my last visit.,1,think visit,"['think', 'think visit', 'visit']",1,0,0,0,0,0.08196721311475409
76425,He fully explained the procedure and the nurses were always available to answer questions.,0,fully explain procedure nurse available answer question,"['fully', 'fully explain', 'fully explain procedure', 'fully explain procedure nurse', 'fully explain procedure nurse available', 'fully explain procedure nurse available answer', 'fully explain procedure nurse available answer question', 'explain', 'explain procedure', 'explain procedure nurse', 'explain procedure nurse available', 'explain procedure nurse available answer', 'explain procedure nurse available answer question', 'procedure', 'procedure nurse', 'procedure nurse available', 'procedure nurse available answer', 'procedure nurse available answer question', 'nurse', 'nurse available', 'nurse available answer', 'nurse available answer question', 'available', 'available answer', 'available answer question', 'answer', 'answer question', 'question']",0,1,0,0,0,0.08196721311475409
158234,Avoid due to horrible nurse/ staff.,1,avoid atrocious nurse staff,"['avoid', 'avoid atrocious', 'avoid atrocious nurse', 'avoid atrocious nurse staff', 'atrocious', 'atrocious nurse', 'atrocious nurse staff', 'nurse', 'nurse staff', 'staff']",0,1,0,0,0,0.08196721311475409
123417,With constant visits for nearly half a year I'm finally done with his half hearted care.,1,constant visit m finally hearted care,"['constant', 'constant visit', 'constant visit m', 'constant visit m finally', 'constant visit m finally hearted', 'constant visit m finally hearted care', 'visit', 'visit m', 'visit m finally', 'visit m finally hearted', 'visit m finally hearted care', 'm', 'm finally', 'm finally hearted', 'm finally hearted care', 'finally', 'finally hearted', 'finally hearted care', 'hearted', 'hearted care', 'care']",1,0,0,0,0,0.08196721311475409
122452,I love my visits and talking with the team.,0,love visit talk team,"['love', 'love visit', 'love visit talk', 'love visit talk team', 'visit', 'visit talk', 'visit talk team', 'talk', 'talk team', 'team']",1,0,0,0,0,0.08196721311475409
116236,"Unless you have any questions or concerns yourself, your office visit will be efficient and to the point.",0,question concern office visit efficient point,"['question', 'question concern', 'question concern office', 'question concern office visit', 'question concern office visit efficient', 'question concern office visit efficient point', 'concern', 'concern office', 'concern office visit', 'concern office visit efficient', 'concern office visit efficient point', 'office', 'office visit', 'office visit efficient', 'office visit efficient point', 'visit', 'visit efficient', 'visit efficient point', 'efficient', 'efficient point', 'point']",1,0,0,0,0,0.08196721311475409
