commentId,comment,classification,comment_processed,word_phrase_list,tire,tire eye,eye,similarity_score
123625,The only con that I found was that I was not told that you pay for each eye at separate times.,1,con find tell pay eye separate time,"['con', 'con find', 'con find tell', 'con find tell pay', 'con find tell pay eye', 'con find tell pay eye separate', 'con find tell pay eye separate time', 'find', 'find tell', 'find tell pay', 'find tell pay eye', 'find tell pay eye separate', 'find tell pay eye separate time', 'tell', 'tell pay', 'tell pay eye', 'tell pay eye separate', 'tell pay eye separate time', 'pay', 'pay eye', 'pay eye separate', 'pay eye separate time', 'eye', 'eye separate', 'eye separate time', 'separate', 'separate time', 'time']",0,0,1,0.3846153846153846
98842,"I went from 10% to 95%. No more waking up throughout the night, coughing or hacking in the morning, and constantly feeling tired.",0,go wake cough hack morning constantly feel tire,"['go', 'go wake', 'go wake cough', 'go wake cough hack', 'go wake cough hack morning', 'go wake cough hack morning constantly', 'go wake cough hack morning constantly feel', 'go wake cough hack morning constantly feel tire', 'wake', 'wake cough', 'wake cough hack', 'wake cough hack morning', 'wake cough hack morning constantly', 'wake cough hack morning constantly feel', 'wake cough hack morning constantly feel tire', 'cough', 'cough hack', 'cough hack morning', 'cough hack morning constantly', 'cough hack morning constantly feel', 'cough hack morning constantly feel tire', 'hack', 'hack morning', 'hack morning constantly', 'hack morning constantly feel', 'hack morning constantly feel tire', 'morning', 'morning constantly', 'morning constantly feel', 'morning constantly feel tire', 'constantly', 'constantly feel', 'constantly feel tire', 'feel', 'feel tire', 'tire']",1,0,0,0.3846153846153846
187968,Dr. Wise is the eye guy!,0,dr wise eye guy,"['dr', 'dr wise', 'dr wise eye', 'dr wise eye guy', 'wise', 'wise eye', 'wise eye guy', 'eye', 'eye guy', 'guy']",0,0,1,0.3846153846153846
128705,"I have severe anxiety when it comes to the dentist, and the staff at Dr Tye's office was absolutely outstanding.",0,severe anxiety come dentist staff dr eye office absolutely outstanding,"['severe', 'severe anxiety', 'severe anxiety come', 'severe anxiety come dentist', 'severe anxiety come dentist staff', 'severe anxiety come dentist staff dr', 'severe anxiety come dentist staff dr eye', 'severe anxiety come dentist staff dr eye office', 'severe anxiety come dentist staff dr eye office absolutely', 'severe anxiety come dentist staff dr eye office absolutely outstanding', 'anxiety', 'anxiety come', 'anxiety come dentist', 'anxiety come dentist staff', 'anxiety come dentist staff dr', 'anxiety come dentist staff dr eye', 'anxiety come dentist staff dr eye office', 'anxiety come dentist staff dr eye office absolutely', 'anxiety come dentist staff dr eye office absolutely outstanding', 'come', 'come dentist', 'come dentist staff', 'come dentist staff dr', 'come dentist staff dr eye', 'come dentist staff dr eye office', 'come dentist staff dr eye office absolutely', 'come dentist staff dr eye office absolutely outstanding', 'dentist', 'dentist staff', 'dentist staff dr', 'dentist staff dr eye', 'dentist staff dr eye office', 'dentist staff dr eye office absolutely', 'dentist staff dr eye office absolutely outstanding', 'staff', 'staff dr', 'staff dr eye', 'staff dr eye office', 'staff dr eye office absolutely', 'staff dr eye office absolutely outstanding', 'dr', 'dr eye', 'dr eye office', 'dr eye office absolutely', 'dr eye office absolutely outstanding', 'eye', 'eye office', 'eye office absolutely', 'eye office absolutely outstanding', 'office', 'office absolutely', 'office absolutely outstanding', 'absolutely', 'absolutely outstanding', 'outstanding']",0,0,1,0.3846153846153846
104560,He is did a horrible job on a lower eye lift he did on me.,1,atrocious job low eye lift,"['atrocious', 'atrocious job', 'atrocious job low', 'atrocious job low eye', 'atrocious job low eye lift', 'job', 'job low', 'job low eye', 'job low eye lift', 'low', 'low eye', 'low eye lift', 'eye', 'eye lift', 'lift']",0,0,1,0.3846153846153846
119763,Eyes look great BUT still have jowls and double chin.,1,eye look great fowl double chin,"['eye', 'eye look', 'eye look great', 'eye look great fowl', 'eye look great fowl double', 'eye look great fowl double chin', 'look', 'look great', 'look great fowl', 'look great fowl double', 'look great fowl double chin', 'great', 'great fowl', 'great fowl double', 'great fowl double chin', 'fowl', 'fowl double', 'fowl double chin', 'double', 'double chin', 'chin']",0,0,1,0.3846153846153846
116638,I had an eye bag surgery with Dr. Wise the result is awful and i look worst than before,1,eye bag surgery dr wise result awful look bad,"['eye', 'eye bag', 'eye bag surgery', 'eye bag surgery dr', 'eye bag surgery dr wise', 'eye bag surgery dr wise result', 'eye bag surgery dr wise result awful', 'eye bag surgery dr wise result awful look', 'eye bag surgery dr wise result awful look bad', 'bag', 'bag surgery', 'bag surgery dr', 'bag surgery dr wise', 'bag surgery dr wise result', 'bag surgery dr wise result awful', 'bag surgery dr wise result awful look', 'bag surgery dr wise result awful look bad', 'surgery', 'surgery dr', 'surgery dr wise', 'surgery dr wise result', 'surgery dr wise result awful', 'surgery dr wise result awful look', 'surgery dr wise result awful look bad', 'dr', 'dr wise', 'dr wise result', 'dr wise result awful', 'dr wise result awful look', 'dr wise result awful look bad', 'wise', 'wise result', 'wise result awful', 'wise result awful look', 'wise result awful look bad', 'result', 'result awful', 'result awful look', 'result awful look bad', 'awful', 'awful look', 'awful look bad', 'look', 'look bad', 'bad']",0,0,1,0.3846153846153846
177804,I have added more drops to my eyes then ever in my entire life and I am still attempting to soon hit perfect vision.,1,add drop eye entire life attempt soon hit perfect vision,"['add', 'add drop', 'add drop eye', 'add drop eye entire', 'add drop eye entire life', 'add drop eye entire life attempt', 'add drop eye entire life attempt soon', 'add drop eye entire life attempt soon hit', 'add drop eye entire life attempt soon hit perfect', 'add drop eye entire life attempt soon hit perfect vision', 'drop', 'drop eye', 'drop eye entire', 'drop eye entire life', 'drop eye entire life attempt', 'drop eye entire life attempt soon', 'drop eye entire life attempt soon hit', 'drop eye entire life attempt soon hit perfect', 'drop eye entire life attempt soon hit perfect vision', 'eye', 'eye entire', 'eye entire life', 'eye entire life attempt', 'eye entire life attempt soon', 'eye entire life attempt soon hit', 'eye entire life attempt soon hit perfect', 'eye entire life attempt soon hit perfect vision', 'entire', 'entire life', 'entire life attempt', 'entire life attempt soon', 'entire life attempt soon hit', 'entire life attempt soon hit perfect', 'entire life attempt soon hit perfect vision', 'life', 'life attempt', 'life attempt soon', 'life attempt soon hit', 'life attempt soon hit perfect', 'life attempt soon hit perfect vision', 'attempt', 'attempt soon', 'attempt soon hit', 'attempt soon hit perfect', 'attempt soon hit perfect vision', 'soon', 'soon hit', 'soon hit perfect', 'soon hit perfect vision', 'hit', 'hit perfect', 'hit perfect vision', 'perfect', 'perfect vision', 'vision']",0,0,1,0.3846153846153846
178417,I put on a little red dress for my husband and he couldn't take his eyes off of me!!,0,little red dress husband eye,"['little', 'little red', 'little red dress', 'little red dress husband', 'little red dress husband eye', 'red', 'red dress', 'red dress husband', 'red dress husband eye', 'dress', 'dress husband', 'dress husband eye', 'husband', 'husband eye', 'eye']",0,0,1,0.3846153846153846
181384,My experience throughout the years going to Florida Eye Clinic has always been positive.,0,experience go eye clinic positive,"['experience', 'experience go', 'experience go eye', 'experience go eye clinic', 'experience go eye clinic positive', 'go', 'go eye', 'go eye clinic', 'go eye clinic positive', 'eye', 'eye clinic', 'eye clinic positive', 'clinic', 'clinic positive', 'positive']",0,0,1,0.3846153846153846
124418,and I would recommend using this company to anyone looking to eye corrective surgery or any other service they may offer.,0,recommend company look eye corrective surgery service offer,"['recommend', 'recommend company', 'recommend company look', 'recommend company look eye', 'recommend company look eye corrective', 'recommend company look eye corrective surgery', 'recommend company look eye corrective surgery service', 'recommend company look eye corrective surgery service offer', 'company', 'company look', 'company look eye', 'company look eye corrective', 'company look eye corrective surgery', 'company look eye corrective surgery service', 'company look eye corrective surgery service offer', 'look', 'look eye', 'look eye corrective', 'look eye corrective surgery', 'look eye corrective surgery service', 'look eye corrective surgery service offer', 'eye', 'eye corrective', 'eye corrective surgery', 'eye corrective surgery service', 'eye corrective surgery service offer', 'corrective', 'corrective surgery', 'corrective surgery service', 'corrective surgery service offer', 'surgery', 'surgery service', 'surgery service offer', 'service', 'service offer', 'offer']",0,0,1,0.3846153846153846
135520,Doctor clamped my left eye a bit tight and left some bruising but other than that no complaints.,1,doctor clamp leave eye bit tight leave bruise complaint,"['doctor', 'doctor clamp', 'doctor clamp leave', 'doctor clamp leave eye', 'doctor clamp leave eye bit', 'doctor clamp leave eye bit tight', 'doctor clamp leave eye bit tight leave', 'doctor clamp leave eye bit tight leave bruise', 'doctor clamp leave eye bit tight leave bruise complaint', 'clamp', 'clamp leave', 'clamp leave eye', 'clamp leave eye bit', 'clamp leave eye bit tight', 'clamp leave eye bit tight leave', 'clamp leave eye bit tight leave bruise', 'clamp leave eye bit tight leave bruise complaint', 'leave', 'leave eye', 'leave eye bit', 'leave eye bit tight', 'leave eye bit tight leave', 'leave eye bit tight leave bruise', 'leave eye bit tight leave bruise complaint', 'eye', 'eye bit', 'eye bit tight', 'eye bit tight leave', 'eye bit tight leave bruise', 'eye bit tight leave bruise complaint', 'bit', 'bit tight', 'bit tight leave', 'bit tight leave bruise', 'bit tight leave bruise complaint', 'tight', 'tight leave', 'tight leave bruise', 'tight leave bruise complaint', 'leave', 'leave bruise', 'leave bruise complaint', 'bruise', 'bruise complaint', 'complaint']",0,0,1,0.3846153846153846
186591,Disappointed in eye procedure and Singletons attitudes.,1,disappoint eye procedure simpleton attitude,"['disappoint', 'disappoint eye', 'disappoint eye procedure', 'disappoint eye procedure simpleton', 'disappoint eye procedure simpleton attitude', 'eye', 'eye procedure', 'eye procedure simpleton', 'eye procedure simpleton attitude', 'procedure', 'procedure simpleton', 'procedure simpleton attitude', 'simpleton', 'simpleton attitude', 'attitude']",0,0,1,0.3846153846153846
124419,and I would recommend using this company to anyone looking to eye corrective surgery or any other service they may offer.,0,recommend company look eye corrective surgery service offer,"['recommend', 'recommend company', 'recommend company look', 'recommend company look eye', 'recommend company look eye corrective', 'recommend company look eye corrective surgery', 'recommend company look eye corrective surgery service', 'recommend company look eye corrective surgery service offer', 'company', 'company look', 'company look eye', 'company look eye corrective', 'company look eye corrective surgery', 'company look eye corrective surgery service', 'company look eye corrective surgery service offer', 'look', 'look eye', 'look eye corrective', 'look eye corrective surgery', 'look eye corrective surgery service', 'look eye corrective surgery service offer', 'eye', 'eye corrective', 'eye corrective surgery', 'eye corrective surgery service', 'eye corrective surgery service offer', 'corrective', 'corrective surgery', 'corrective surgery service', 'corrective surgery service offer', 'surgery', 'surgery service', 'surgery service offer', 'service', 'service offer', 'offer']",0,0,1,0.3846153846153846
187059,"and notarize them , plus she left under my left eye lid long thick suture which she says it's",1,notarize plus leave leave eye lid long thick suture say,"['notarize', 'notarize plus', 'notarize plus leave', 'notarize plus leave leave', 'notarize plus leave leave eye', 'notarize plus leave leave eye lid', 'notarize plus leave leave eye lid long', 'notarize plus leave leave eye lid long thick', 'notarize plus leave leave eye lid long thick suture', 'notarize plus leave leave eye lid long thick suture say', 'plus', 'plus leave', 'plus leave leave', 'plus leave leave eye', 'plus leave leave eye lid', 'plus leave leave eye lid long', 'plus leave leave eye lid long thick', 'plus leave leave eye lid long thick suture', 'plus leave leave eye lid long thick suture say', 'leave', 'leave leave', 'leave leave eye', 'leave leave eye lid', 'leave leave eye lid long', 'leave leave eye lid long thick', 'leave leave eye lid long thick suture', 'leave leave eye lid long thick suture say', 'leave', 'leave eye', 'leave eye lid', 'leave eye lid long', 'leave eye lid long thick', 'leave eye lid long thick suture', 'leave eye lid long thick suture say', 'eye', 'eye lid', 'eye lid long', 'eye lid long thick', 'eye lid long thick suture', 'eye lid long thick suture say', 'lid', 'lid long', 'lid long thick', 'lid long thick suture', 'lid long thick suture say', 'long', 'long thick', 'long thick suture', 'long thick suture say', 'thick', 'thick suture', 'thick suture say', 'suture', 'suture say', 'say']",0,0,1,0.3846153846153846
182187,My eyes have improved so much in a month.,0,eye improved,"['eye', 'eye improved', 'improved']",0,0,1,0.3846153846153846
140750,very satisfied with Duke Eye clinic.,0,satisfy duke eye clinic,"['satisfy', 'satisfy duke', 'satisfy duke eye', 'satisfy duke eye clinic', 'duke', 'duke eye', 'duke eye clinic', 'eye', 'eye clinic', 'clinic']",0,0,1,0.3846153846153846
138969,"and he has worked hard to correct my problem with is dry eye, not near sightedness.",0,work hard correct problem dry eye near eyesight,"['work', 'work hard', 'work hard correct', 'work hard correct problem', 'work hard correct problem dry', 'work hard correct problem dry eye', 'work hard correct problem dry eye near', 'work hard correct problem dry eye near eyesight', 'hard', 'hard correct', 'hard correct problem', 'hard correct problem dry', 'hard correct problem dry eye', 'hard correct problem dry eye near', 'hard correct problem dry eye near eyesight', 'correct', 'correct problem', 'correct problem dry', 'correct problem dry eye', 'correct problem dry eye near', 'correct problem dry eye near eyesight', 'problem', 'problem dry', 'problem dry eye', 'problem dry eye near', 'problem dry eye near eyesight', 'dry', 'dry eye', 'dry eye near', 'dry eye near eyesight', 'eye', 'eye near', 'eye near eyesight', 'near', 'near eyesight', 'eyesight']",0,0,1,0.3846153846153846
179854,The doctor performing the surgery seems a little irritated While doing surgery on my eyes.,1,doctor perform surgery little irritate surgery eye,"['doctor', 'doctor perform', 'doctor perform surgery', 'doctor perform surgery little', 'doctor perform surgery little irritate', 'doctor perform surgery little irritate surgery', 'doctor perform surgery little irritate surgery eye', 'perform', 'perform surgery', 'perform surgery little', 'perform surgery little irritate', 'perform surgery little irritate surgery', 'perform surgery little irritate surgery eye', 'surgery', 'surgery little', 'surgery little irritate', 'surgery little irritate surgery', 'surgery little irritate surgery eye', 'little', 'little irritate', 'little irritate surgery', 'little irritate surgery eye', 'irritate', 'irritate surgery', 'irritate surgery eye', 'surgery', 'surgery eye', 'eye']",0,0,1,0.3846153846153846
118578,"DO NOT say anything about having cataract, he will send you to KE Eye Center since he gets the follow up visits money.",1,have attract send ke eye center get follow visit money,"['have', 'have attract', 'have attract send', 'have attract send ke', 'have attract send ke eye', 'have attract send ke eye center', 'have attract send ke eye center get', 'have attract send ke eye center get follow', 'have attract send ke eye center get follow visit', 'have attract send ke eye center get follow visit money', 'attract', 'attract send', 'attract send ke', 'attract send ke eye', 'attract send ke eye center', 'attract send ke eye center get', 'attract send ke eye center get follow', 'attract send ke eye center get follow visit', 'attract send ke eye center get follow visit money', 'send', 'send ke', 'send ke eye', 'send ke eye center', 'send ke eye center get', 'send ke eye center get follow', 'send ke eye center get follow visit', 'send ke eye center get follow visit money', 'ke', 'ke eye', 'ke eye center', 'ke eye center get', 'ke eye center get follow', 'ke eye center get follow visit', 'ke eye center get follow visit money', 'eye', 'eye center', 'eye center get', 'eye center get follow', 'eye center get follow visit', 'eye center get follow visit money', 'center', 'center get', 'center get follow', 'center get follow visit', 'center get follow visit money', 'get', 'get follow', 'get follow visit', 'get follow visit money', 'follow', 'follow visit', 'follow visit money', 'visit', 'visit money', 'money']",0,0,1,0.3846153846153846
116119,I can breathe again and no more pressure behind my eye!,0,breathe pressure eye,"['breathe', 'breathe pressure', 'breathe pressure eye', 'pressure', 'pressure eye', 'eye']",0,0,1,0.3846153846153846
105693,Dr. Ovchinsky is a master surgeon with extreme talent and an eye for facial symmetry!,0,master surgeon extreme talent eye facial symmetry,"['master', 'master surgeon', 'master surgeon extreme', 'master surgeon extreme talent', 'master surgeon extreme talent eye', 'master surgeon extreme talent eye facial', 'master surgeon extreme talent eye facial symmetry', 'surgeon', 'surgeon extreme', 'surgeon extreme talent', 'surgeon extreme talent eye', 'surgeon extreme talent eye facial', 'surgeon extreme talent eye facial symmetry', 'extreme', 'extreme talent', 'extreme talent eye', 'extreme talent eye facial', 'extreme talent eye facial symmetry', 'talent', 'talent eye', 'talent eye facial', 'talent eye facial symmetry', 'eye', 'eye facial', 'eye facial symmetry', 'facial', 'facial symmetry', 'symmetry']",0,0,1,0.3846153846153846
96008,I still have a brown patch coloration around my eyes which I have to use a concealer.,1,brown patch coloration eye use conceal,"['brown', 'brown patch', 'brown patch coloration', 'brown patch coloration eye', 'brown patch coloration eye use', 'brown patch coloration eye use conceal', 'patch', 'patch coloration', 'patch coloration eye', 'patch coloration eye use', 'patch coloration eye use conceal', 'coloration', 'coloration eye', 'coloration eye use', 'coloration eye use conceal', 'eye', 'eye use', 'eye use conceal', 'use', 'use conceal', 'conceal']",0,0,1,0.3846153846153846
84675,"One eye did remain bruised just a bit longer than the other, by a few days, and it felt slightly tender",1,eye remain bruise bit long feel slightly tender,"['eye', 'eye remain', 'eye remain bruise', 'eye remain bruise bit', 'eye remain bruise bit long', 'eye remain bruise bit long feel', 'eye remain bruise bit long feel slightly', 'eye remain bruise bit long feel slightly tender', 'remain', 'remain bruise', 'remain bruise bit', 'remain bruise bit long', 'remain bruise bit long feel', 'remain bruise bit long feel slightly', 'remain bruise bit long feel slightly tender', 'bruise', 'bruise bit', 'bruise bit long', 'bruise bit long feel', 'bruise bit long feel slightly', 'bruise bit long feel slightly tender', 'bit', 'bit long', 'bit long feel', 'bit long feel slightly', 'bit long feel slightly tender', 'long', 'long feel', 'long feel slightly', 'long feel slightly tender', 'feel', 'feel slightly', 'feel slightly tender', 'slightly', 'slightly tender', 'tender']",0,0,1,0.3846153846153846
96042,This is an eye doctor who wanted the money in plastic surgery,1,eye doctor want money plastic surgery,"['eye', 'eye doctor', 'eye doctor want', 'eye doctor want money', 'eye doctor want money plastic', 'eye doctor want money plastic surgery', 'doctor', 'doctor want', 'doctor want money', 'doctor want money plastic', 'doctor want money plastic surgery', 'want', 'want money', 'want money plastic', 'want money plastic surgery', 'money', 'money plastic', 'money plastic surgery', 'plastic', 'plastic surgery', 'surgery']",0,0,1,0.3846153846153846
101701,"She is an amazing doctor to go for filler, I got some under my eyes and cheeks",0,amaze doctor filler get eye cheek,"['amaze', 'amaze doctor', 'amaze doctor filler', 'amaze doctor filler get', 'amaze doctor filler get eye', 'amaze doctor filler get eye cheek', 'doctor', 'doctor filler', 'doctor filler get', 'doctor filler get eye', 'doctor filler get eye cheek', 'filler', 'filler get', 'filler get eye', 'filler get eye cheek', 'get', 'get eye', 'get eye cheek', 'eye', 'eye cheek', 'cheek']",0,0,1,0.3846153846153846
185344,"He will soak you dry with a cognitive test, (I'm ADD I couldn't have passed at 15), an EKG, a phony eye test.",1,soak dry cognitive test m add pass egg pony eye test,"['soak', 'soak dry', 'soak dry cognitive', 'soak dry cognitive test', 'soak dry cognitive test m', 'soak dry cognitive test m add', 'soak dry cognitive test m add pass', 'soak dry cognitive test m add pass egg', 'soak dry cognitive test m add pass egg pony', 'soak dry cognitive test m add pass egg pony eye', 'soak dry cognitive test m add pass egg pony eye test', 'dry', 'dry cognitive', 'dry cognitive test', 'dry cognitive test m', 'dry cognitive test m add', 'dry cognitive test m add pass', 'dry cognitive test m add pass egg', 'dry cognitive test m add pass egg pony', 'dry cognitive test m add pass egg pony eye', 'dry cognitive test m add pass egg pony eye test', 'cognitive', 'cognitive test', 'cognitive test m', 'cognitive test m add', 'cognitive test m add pass', 'cognitive test m add pass egg', 'cognitive test m add pass egg pony', 'cognitive test m add pass egg pony eye', 'cognitive test m add pass egg pony eye test', 'test', 'test m', 'test m add', 'test m add pass', 'test m add pass egg', 'test m add pass egg pony', 'test m add pass egg pony eye', 'test m add pass egg pony eye test', 'm', 'm add', 'm add pass', 'm add pass egg', 'm add pass egg pony', 'm add pass egg pony eye', 'm add pass egg pony eye test', 'add', 'add pass', 'add pass egg', 'add pass egg pony', 'add pass egg pony eye', 'add pass egg pony eye test', 'pass', 'pass egg', 'pass egg pony', 'pass egg pony eye', 'pass egg pony eye test', 'egg', 'egg pony', 'egg pony eye', 'egg pony eye test', 'pony', 'pony eye', 'pony eye test', 'eye', 'eye test', 'test']",0,0,1,0.3846153846153846
147467,Going back to have the other eye done.,0,go eye,"['go', 'go eye', 'eye']",0,0,1,0.3846153846153846
89151,Dr Tartak fixed both my eyes,0,dr tartar fix eye,"['dr', 'dr tartar', 'dr tartar fix', 'dr tartar fix eye', 'tartar', 'tartar fix', 'tartar fix eye', 'fix', 'fix eye', 'eye']",0,0,1,0.3846153846153846
112388,When I can afford to see her she is always so through and has an impeccable eye.,0,afford implacable eye,"['afford', 'afford implacable', 'afford implacable eye', 'implacable', 'implacable eye', 'eye']",0,0,1,0.3846153846153846
111730,I looked like a younger and less tired version of myself,0,look like young tire version,"['look', 'look like', 'look like young', 'look like young tire', 'look like young tire version', 'like', 'like young', 'like young tire', 'like young tire version', 'young', 'young tire', 'young tire version', 'tire', 'tire version', 'version']",1,0,0,0.3846153846153846
156798,"bags under my eyes, after the second surgery my left eye has less fat",1,bag eye surgery leave eye fat,"['bag', 'bag eye', 'bag eye surgery', 'bag eye surgery leave', 'bag eye surgery leave eye', 'bag eye surgery leave eye fat', 'eye', 'eye surgery', 'eye surgery leave', 'eye surgery leave eye', 'eye surgery leave eye fat', 'surgery', 'surgery leave', 'surgery leave eye', 'surgery leave eye fat', 'leave', 'leave eye', 'leave eye fat', 'eye', 'eye fat', 'fat']",0,0,1,0.3846153846153846
142454,My eye feels very good two days post op.,0,eye feel good post op,"['eye', 'eye feel', 'eye feel good', 'eye feel good post', 'eye feel good post op', 'feel', 'feel good', 'feel good post', 'feel good post op', 'good', 'good post', 'good post op', 'post', 'post op', 'op']",0,0,1,0.3846153846153846
145224,"a success with dr prasad...thank good i found this new doctor..iam doing both eyes for $4,500...",0,success dr prasadthank good find new doctoriam eye,"['success', 'success dr', 'success dr prasadthank', 'success dr prasadthank good', 'success dr prasadthank good find', 'success dr prasadthank good find new', 'success dr prasadthank good find new doctoriam', 'success dr prasadthank good find new doctoriam eye', 'dr', 'dr prasadthank', 'dr prasadthank good', 'dr prasadthank good find', 'dr prasadthank good find new', 'dr prasadthank good find new doctoriam', 'dr prasadthank good find new doctoriam eye', 'prasadthank', 'prasadthank good', 'prasadthank good find', 'prasadthank good find new', 'prasadthank good find new doctoriam', 'prasadthank good find new doctoriam eye', 'good', 'good find', 'good find new', 'good find new doctoriam', 'good find new doctoriam eye', 'find', 'find new', 'find new doctoriam', 'find new doctoriam eye', 'new', 'new doctoriam', 'new doctoriam eye', 'doctoriam', 'doctoriam eye', 'eye']",0,0,1,0.3846153846153846
128358,All questions answered and new prescription was raised to improve sight in left eye following cataract surgery.,0,question answer new prescription raise better sight leave eye follow attract surgery,"['question', 'question answer', 'question answer new', 'question answer new prescription', 'question answer new prescription raise', 'question answer new prescription raise better', 'question answer new prescription raise better sight', 'question answer new prescription raise better sight leave', 'question answer new prescription raise better sight leave eye', 'question answer new prescription raise better sight leave eye follow', 'question answer new prescription raise better sight leave eye follow attract', 'question answer new prescription raise better sight leave eye follow attract surgery', 'answer', 'answer new', 'answer new prescription', 'answer new prescription raise', 'answer new prescription raise better', 'answer new prescription raise better sight', 'answer new prescription raise better sight leave', 'answer new prescription raise better sight leave eye', 'answer new prescription raise better sight leave eye follow', 'answer new prescription raise better sight leave eye follow attract', 'answer new prescription raise better sight leave eye follow attract surgery', 'new', 'new prescription', 'new prescription raise', 'new prescription raise better', 'new prescription raise better sight', 'new prescription raise better sight leave', 'new prescription raise better sight leave eye', 'new prescription raise better sight leave eye follow', 'new prescription raise better sight leave eye follow attract', 'new prescription raise better sight leave eye follow attract surgery', 'prescription', 'prescription raise', 'prescription raise better', 'prescription raise better sight', 'prescription raise better sight leave', 'prescription raise better sight leave eye', 'prescription raise better sight leave eye follow', 'prescription raise better sight leave eye follow attract', 'prescription raise better sight leave eye follow attract surgery', 'raise', 'raise better', 'raise better sight', 'raise better sight leave', 'raise better sight leave eye', 'raise better sight leave eye follow', 'raise better sight leave eye follow attract', 'raise better sight leave eye follow attract surgery', 'better', 'better sight', 'better sight leave', 'better sight leave eye', 'better sight leave eye follow', 'better sight leave eye follow attract', 'better sight leave eye follow attract surgery', 'sight', 'sight leave', 'sight leave eye', 'sight leave eye follow', 'sight leave eye follow attract', 'sight leave eye follow attract surgery', 'leave', 'leave eye', 'leave eye follow', 'leave eye follow attract', 'leave eye follow attract surgery', 'eye', 'eye follow', 'eye follow attract', 'eye follow attract surgery', 'follow', 'follow attract', 'follow attract surgery', 'attract', 'attract surgery', 'surgery']",0,0,1,0.3846153846153846
126643,And I am looking forward to both eyes working together with no more need for any artificial outside correction needed for either eye.,0,look forward eye work need artificial outside correction need eye,"['look', 'look forward', 'look forward eye', 'look forward eye work', 'look forward eye work need', 'look forward eye work need artificial', 'look forward eye work need artificial outside', 'look forward eye work need artificial outside correction', 'look forward eye work need artificial outside correction need', 'look forward eye work need artificial outside correction need eye', 'forward', 'forward eye', 'forward eye work', 'forward eye work need', 'forward eye work need artificial', 'forward eye work need artificial outside', 'forward eye work need artificial outside correction', 'forward eye work need artificial outside correction need', 'forward eye work need artificial outside correction need eye', 'eye', 'eye work', 'eye work need', 'eye work need artificial', 'eye work need artificial outside', 'eye work need artificial outside correction', 'eye work need artificial outside correction need', 'eye work need artificial outside correction need eye', 'work', 'work need', 'work need artificial', 'work need artificial outside', 'work need artificial outside correction', 'work need artificial outside correction need', 'work need artificial outside correction need eye', 'need', 'need artificial', 'need artificial outside', 'need artificial outside correction', 'need artificial outside correction need', 'need artificial outside correction need eye', 'artificial', 'artificial outside', 'artificial outside correction', 'artificial outside correction need', 'artificial outside correction need eye', 'outside', 'outside correction', 'outside correction need', 'outside correction need eye', 'correction', 'correction need', 'correction need eye', 'need', 'need eye', 'eye']",0,0,1,0.3846153846153846
160974,Thx so much for my New eyes.,0,new eye,"['new', 'new eye', 'eye']",0,0,1,0.3846153846153846
125566,It has now been 4 weeks post-op and I still manage to see blurry out of one of my eyes.,1,rostov manage flurry eye,"['rostov', 'rostov manage', 'rostov manage flurry', 'rostov manage flurry eye', 'manage', 'manage flurry', 'manage flurry eye', 'flurry', 'flurry eye', 'eye']",0,0,1,0.3846153846153846
165409,Exceptional work around eye area and lips!,0,exceptional work eye area lip,"['exceptional', 'exceptional work', 'exceptional work eye', 'exceptional work eye area', 'exceptional work eye area lip', 'work', 'work eye', 'work eye area', 'work eye area lip', 'eye', 'eye area', 'eye area lip', 'area', 'area lip', 'lip']",0,0,1,0.3846153846153846
62362,She really cared about what I had to say with a lot of eye contact,0,care lot eye contact,"['care', 'care lot', 'care lot eye', 'care lot eye contact', 'lot', 'lot eye', 'lot eye contact', 'eye', 'eye contact', 'contact']",0,0,1,0.3846153846153846
129563,the notes off his clipboard without making eye contact with you at least that how he seems to me,1,note cupboard make eye contact,"['note', 'note cupboard', 'note cupboard make', 'note cupboard make eye', 'note cupboard make eye contact', 'cupboard', 'cupboard make', 'cupboard make eye', 'cupboard make eye contact', 'make', 'make eye', 'make eye contact', 'eye', 'eye contact', 'contact']",0,0,1,0.3846153846153846
153789,"If you are going to get work done on your eyes, my advice is to stay clear of Dr. Walrath.",1,go work eye advice stay clear dr wrath,"['go', 'go work', 'go work eye', 'go work eye advice', 'go work eye advice stay', 'go work eye advice stay clear', 'go work eye advice stay clear dr', 'go work eye advice stay clear dr wrath', 'work', 'work eye', 'work eye advice', 'work eye advice stay', 'work eye advice stay clear', 'work eye advice stay clear dr', 'work eye advice stay clear dr wrath', 'eye', 'eye advice', 'eye advice stay', 'eye advice stay clear', 'eye advice stay clear dr', 'eye advice stay clear dr wrath', 'advice', 'advice stay', 'advice stay clear', 'advice stay clear dr', 'advice stay clear dr wrath', 'stay', 'stay clear', 'stay clear dr', 'stay clear dr wrath', 'clear', 'clear dr', 'clear dr wrath', 'dr', 'dr wrath', 'wrath']",0,0,1,0.3846153846153846
135976,I went in requesting a more expensive procedure but his discerning eye,0,go request expensive procedure discerning eye,"['go', 'go request', 'go request expensive', 'go request expensive procedure', 'go request expensive procedure discerning', 'go request expensive procedure discerning eye', 'request', 'request expensive', 'request expensive procedure', 'request expensive procedure discerning', 'request expensive procedure discerning eye', 'expensive', 'expensive procedure', 'expensive procedure discerning', 'expensive procedure discerning eye', 'procedure', 'procedure discerning', 'procedure discerning eye', 'discerning', 'discerning eye', 'eye']",0,0,1,0.3846153846153846
