commentId,comment,classification,comment_processed,word_phrase_list,different,rebelliously,rebelliously worth,worth,plant,similarity_score
167883,I know everyone's pain level is different but mine wasnt bad to me at all.,0,know pain level different bad,"['know', 'know pain', 'know pain level', 'know pain level different', 'know pain level different bad', 'pain', 'pain level', 'pain level different', 'pain level different bad', 'level', 'level different', 'level different bad', 'different', 'different bad', 'bad']",1,0,0,0,0,0.12195121951219513
101573,Will be going back for more implant work in the near feature.,0,go plant work near feature,"['go', 'go plant', 'go plant work', 'go plant work near', 'go plant work near feature', 'plant', 'plant work', 'plant work near', 'plant work near feature', 'work', 'work near', 'work near feature', 'near', 'near feature', 'feature']",0,0,0,0,1,0.12195121951219513
135943,"always getting gd answers im very happy with my breast implants ,all personal very nice!",0,get answer m happy breast plant personal nice,"['get', 'get answer', 'get answer m', 'get answer m happy', 'get answer m happy breast', 'get answer m happy breast plant', 'get answer m happy breast plant personal', 'get answer m happy breast plant personal nice', 'answer', 'answer m', 'answer m happy', 'answer m happy breast', 'answer m happy breast plant', 'answer m happy breast plant personal', 'answer m happy breast plant personal nice', 'm', 'm happy', 'm happy breast', 'm happy breast plant', 'm happy breast plant personal', 'm happy breast plant personal nice', 'happy', 'happy breast', 'happy breast plant', 'happy breast plant personal', 'happy breast plant personal nice', 'breast', 'breast plant', 'breast plant personal', 'breast plant personal nice', 'plant', 'plant personal', 'plant personal nice', 'personal', 'personal nice', 'nice']",0,0,0,0,1,0.12195121951219513
106231,"After being ignored by my other doctor about moles and other spots looking different to me, Dr. Monticciolo",0,ignore doctor mole spot look different,"['ignore', 'ignore doctor', 'ignore doctor mole', 'ignore doctor mole spot', 'ignore doctor mole spot look', 'ignore doctor mole spot look different', 'doctor', 'doctor mole', 'doctor mole spot', 'doctor mole spot look', 'doctor mole spot look different', 'mole', 'mole spot', 'mole spot look', 'mole spot look different', 'spot', 'spot look', 'spot look different', 'look', 'look different', 'different']",1,0,0,0,0,0.12195121951219513
187659,for your receptionist to not want to accommodate and save time by giving me different appt times is incredibly frustrating,1,reception want accommodate save time give different apt time incredibly frustration,"['reception', 'reception want', 'reception want accommodate', 'reception want accommodate save', 'reception want accommodate save time', 'reception want accommodate save time give', 'reception want accommodate save time give different', 'reception want accommodate save time give different apt', 'reception want accommodate save time give different apt time', 'reception want accommodate save time give different apt time incredibly', 'reception want accommodate save time give different apt time incredibly frustration', 'want', 'want accommodate', 'want accommodate save', 'want accommodate save time', 'want accommodate save time give', 'want accommodate save time give different', 'want accommodate save time give different apt', 'want accommodate save time give different apt time', 'want accommodate save time give different apt time incredibly', 'want accommodate save time give different apt time incredibly frustration', 'accommodate', 'accommodate save', 'accommodate save time', 'accommodate save time give', 'accommodate save time give different', 'accommodate save time give different apt', 'accommodate save time give different apt time', 'accommodate save time give different apt time incredibly', 'accommodate save time give different apt time incredibly frustration', 'save', 'save time', 'save time give', 'save time give different', 'save time give different apt', 'save time give different apt time', 'save time give different apt time incredibly', 'save time give different apt time incredibly frustration', 'time', 'time give', 'time give different', 'time give different apt', 'time give different apt time', 'time give different apt time incredibly', 'time give different apt time incredibly frustration', 'give', 'give different', 'give different apt', 'give different apt time', 'give different apt time incredibly', 'give different apt time incredibly frustration', 'different', 'different apt', 'different apt time', 'different apt time incredibly', 'different apt time incredibly frustration', 'apt', 'apt time', 'apt time incredibly', 'apt time incredibly frustration', 'time', 'time incredibly', 'time incredibly frustration', 'incredibly', 'incredibly frustration', 'frustration']",1,0,0,0,0,0.12195121951219513
179012,"I was very naive about what implants and sizes would be best,",1,naive plant size good,"['naive', 'naive plant', 'naive plant size', 'naive plant size good', 'plant', 'plant size', 'plant size good', 'size', 'size good', 'good']",0,0,0,0,1,0.12195121951219513
175560,"room, it is worth the wait as he will give you his undivided attention!",0,room worth wait undivided attention,"['room', 'room worth', 'room worth wait', 'room worth wait undivided', 'room worth wait undivided attention', 'worth', 'worth wait', 'worth wait undivided', 'worth wait undivided attention', 'wait', 'wait undivided', 'wait undivided attention', 'undivided', 'undivided attention', 'attention']",0,0,0,1,0,0.12195121951219513
149260,"I chose Bright Star for their professionalism, and their expertise in the field of implant replacement.",0,choose bright star professionalism expertness field plant replacement,"['choose', 'choose bright', 'choose bright star', 'choose bright star professionalism', 'choose bright star professionalism expertness', 'choose bright star professionalism expertness field', 'choose bright star professionalism expertness field plant', 'choose bright star professionalism expertness field plant replacement', 'bright', 'bright star', 'bright star professionalism', 'bright star professionalism expertness', 'bright star professionalism expertness field', 'bright star professionalism expertness field plant', 'bright star professionalism expertness field plant replacement', 'star', 'star professionalism', 'star professionalism expertness', 'star professionalism expertness field', 'star professionalism expertness field plant', 'star professionalism expertness field plant replacement', 'professionalism', 'professionalism expertness', 'professionalism expertness field', 'professionalism expertness field plant', 'professionalism expertness field plant replacement', 'expertness', 'expertness field', 'expertness field plant', 'expertness field plant replacement', 'field', 'field plant', 'field plant replacement', 'plant', 'plant replacement', 'replacement']",0,0,0,0,1,0.12195121951219513
142418,Came all the way from NYC to see Dr. Fechner and it was SO worth the trip.,0,come way new york dr becher worth trip,"['come', 'come way', 'come way new', 'come way new york', 'come way new york dr', 'come way new york dr becher', 'come way new york dr becher worth', 'come way new york dr becher worth trip', 'way', 'way new', 'way new york', 'way new york dr', 'way new york dr becher', 'way new york dr becher worth', 'way new york dr becher worth trip', 'new', 'new york', 'new york dr', 'new york dr becher', 'new york dr becher worth', 'new york dr becher worth trip', 'york', 'york dr', 'york dr becher', 'york dr becher worth', 'york dr becher worth trip', 'dr', 'dr becher', 'dr becher worth', 'dr becher worth trip', 'becher', 'becher worth', 'becher worth trip', 'worth', 'worth trip', 'trip']",0,0,0,1,0,0.12195121951219513
107506,"The breasts appear completely natural.  5?10?, 175 pounds, he used 475 cc implants that converted a size 40 C chest to 40DD",0,breast appear completely natural pound c plant convert size c chest,"['breast', 'breast appear', 'breast appear completely', 'breast appear completely natural', 'breast appear completely natural pound', 'breast appear completely natural pound c', 'breast appear completely natural pound c plant', 'breast appear completely natural pound c plant convert', 'breast appear completely natural pound c plant convert size', 'breast appear completely natural pound c plant convert size c', 'breast appear completely natural pound c plant convert size c chest', 'appear', 'appear completely', 'appear completely natural', 'appear completely natural pound', 'appear completely natural pound c', 'appear completely natural pound c plant', 'appear completely natural pound c plant convert', 'appear completely natural pound c plant convert size', 'appear completely natural pound c plant convert size c', 'appear completely natural pound c plant convert size c chest', 'completely', 'completely natural', 'completely natural pound', 'completely natural pound c', 'completely natural pound c plant', 'completely natural pound c plant convert', 'completely natural pound c plant convert size', 'completely natural pound c plant convert size c', 'completely natural pound c plant convert size c chest', 'natural', 'natural pound', 'natural pound c', 'natural pound c plant', 'natural pound c plant convert', 'natural pound c plant convert size', 'natural pound c plant convert size c', 'natural pound c plant convert size c chest', 'pound', 'pound c', 'pound c plant', 'pound c plant convert', 'pound c plant convert size', 'pound c plant convert size c', 'pound c plant convert size c chest', 'c', 'c plant', 'c plant convert', 'c plant convert size', 'c plant convert size c', 'c plant convert size c chest', 'plant', 'plant convert', 'plant convert size', 'plant convert size c', 'plant convert size c chest', 'convert', 'convert size', 'convert size c', 'convert size c chest', 'size', 'size c', 'size c chest', 'c', 'c chest', 'chest']",0,0,0,0,1,0.12195121951219513
186310,He shoved the left implant all the way up to collar bone and caused the right one to collapse and fold.,1,shove leave plant way collar bone cause right collapse fold,"['shove', 'shove leave', 'shove leave plant', 'shove leave plant way', 'shove leave plant way collar', 'shove leave plant way collar bone', 'shove leave plant way collar bone cause', 'shove leave plant way collar bone cause right', 'shove leave plant way collar bone cause right collapse', 'shove leave plant way collar bone cause right collapse fold', 'leave', 'leave plant', 'leave plant way', 'leave plant way collar', 'leave plant way collar bone', 'leave plant way collar bone cause', 'leave plant way collar bone cause right', 'leave plant way collar bone cause right collapse', 'leave plant way collar bone cause right collapse fold', 'plant', 'plant way', 'plant way collar', 'plant way collar bone', 'plant way collar bone cause', 'plant way collar bone cause right', 'plant way collar bone cause right collapse', 'plant way collar bone cause right collapse fold', 'way', 'way collar', 'way collar bone', 'way collar bone cause', 'way collar bone cause right', 'way collar bone cause right collapse', 'way collar bone cause right collapse fold', 'collar', 'collar bone', 'collar bone cause', 'collar bone cause right', 'collar bone cause right collapse', 'collar bone cause right collapse fold', 'bone', 'bone cause', 'bone cause right', 'bone cause right collapse', 'bone cause right collapse fold', 'cause', 'cause right', 'cause right collapse', 'cause right collapse fold', 'right', 'right collapse', 'right collapse fold', 'collapse', 'collapse fold', 'fold']",0,0,0,0,1,0.12195121951219513
189188,"I knew Sedation Implant was established, and no fly by nighter.",0,know sedition plant establish fly light,"['know', 'know sedition', 'know sedition plant', 'know sedition plant establish', 'know sedition plant establish fly', 'know sedition plant establish fly light', 'sedition', 'sedition plant', 'sedition plant establish', 'sedition plant establish fly', 'sedition plant establish fly light', 'plant', 'plant establish', 'plant establish fly', 'plant establish fly light', 'establish', 'establish fly', 'establish fly light', 'fly', 'fly light', 'light']",0,0,0,0,1,0.12195121951219513
146531,I had two facelifts with two different plastic surgeons and it never looked right.,1,face lift different plastic surgeon look right,"['face', 'face lift', 'face lift different', 'face lift different plastic', 'face lift different plastic surgeon', 'face lift different plastic surgeon look', 'face lift different plastic surgeon look right', 'lift', 'lift different', 'lift different plastic', 'lift different plastic surgeon', 'lift different plastic surgeon look', 'lift different plastic surgeon look right', 'different', 'different plastic', 'different plastic surgeon', 'different plastic surgeon look', 'different plastic surgeon look right', 'plastic', 'plastic surgeon', 'plastic surgeon look', 'plastic surgeon look right', 'surgeon', 'surgeon look', 'surgeon look right', 'look', 'look right', 'right']",1,0,0,0,0,0.12195121951219513
134036,We started at a different clinic and were disappointed with accessibility of doctors.,1,start different clinic disappoint inaccessibility doctor,"['start', 'start different', 'start different clinic', 'start different clinic disappoint', 'start different clinic disappoint inaccessibility', 'start different clinic disappoint inaccessibility doctor', 'different', 'different clinic', 'different clinic disappoint', 'different clinic disappoint inaccessibility', 'different clinic disappoint inaccessibility doctor', 'clinic', 'clinic disappoint', 'clinic disappoint inaccessibility', 'clinic disappoint inaccessibility doctor', 'disappoint', 'disappoint inaccessibility', 'disappoint inaccessibility doctor', 'inaccessibility', 'inaccessibility doctor', 'doctor']",1,0,0,0,0,0.12195121951219513
179240,"Yes, it's a process but it's worth it to be off of medicine and have beautiful, smooth skin.",0,yes process worth medicine beautiful smooth skin,"['yes', 'yes process', 'yes process worth', 'yes process worth medicine', 'yes process worth medicine beautiful', 'yes process worth medicine beautiful smooth', 'yes process worth medicine beautiful smooth skin', 'process', 'process worth', 'process worth medicine', 'process worth medicine beautiful', 'process worth medicine beautiful smooth', 'process worth medicine beautiful smooth skin', 'worth', 'worth medicine', 'worth medicine beautiful', 'worth medicine beautiful smooth', 'worth medicine beautiful smooth skin', 'medicine', 'medicine beautiful', 'medicine beautiful smooth', 'medicine beautiful smooth skin', 'beautiful', 'beautiful smooth', 'beautiful smooth skin', 'smooth', 'smooth skin', 'skin']",0,0,0,1,0,0.12195121951219513
120902,and explained my condition and x-rays as opposed to the first doctor I saw at a different practice.,0,explain condition ray oppose doctor see different practice,"['explain', 'explain condition', 'explain condition ray', 'explain condition ray oppose', 'explain condition ray oppose doctor', 'explain condition ray oppose doctor see', 'explain condition ray oppose doctor see different', 'explain condition ray oppose doctor see different practice', 'condition', 'condition ray', 'condition ray oppose', 'condition ray oppose doctor', 'condition ray oppose doctor see', 'condition ray oppose doctor see different', 'condition ray oppose doctor see different practice', 'ray', 'ray oppose', 'ray oppose doctor', 'ray oppose doctor see', 'ray oppose doctor see different', 'ray oppose doctor see different practice', 'oppose', 'oppose doctor', 'oppose doctor see', 'oppose doctor see different', 'oppose doctor see different practice', 'doctor', 'doctor see', 'doctor see different', 'doctor see different practice', 'see', 'see different', 'see different practice', 'different', 'different practice', 'practice']",1,0,0,0,0,0.12195121951219513
180967,"After the procedure, I wasn't able to see him because his clinic scheduled me in a different location.",1,procedure able clinic schedule different location,"['procedure', 'procedure able', 'procedure able clinic', 'procedure able clinic schedule', 'procedure able clinic schedule different', 'procedure able clinic schedule different location', 'able', 'able clinic', 'able clinic schedule', 'able clinic schedule different', 'able clinic schedule different location', 'clinic', 'clinic schedule', 'clinic schedule different', 'clinic schedule different location', 'schedule', 'schedule different', 'schedule different location', 'different', 'different location', 'location']",1,0,0,0,0,0.12195121951219513
116005,I love that you can get tests and blood work done without going to different locations.,0,love test blood work go different location,"['love', 'love test', 'love test blood', 'love test blood work', 'love test blood work go', 'love test blood work go different', 'love test blood work go different location', 'test', 'test blood', 'test blood work', 'test blood work go', 'test blood work go different', 'test blood work go different location', 'blood', 'blood work', 'blood work go', 'blood work go different', 'blood work go different location', 'work', 'work go', 'work go different', 'work go different location', 'go', 'go different', 'go different location', 'different', 'different location', 'location']",1,0,0,0,0,0.12195121951219513
128019,for a consultation sooner-I would do this again in a minute-it was so worth it!,0,consultation sooner minute worth,"['consultation', 'consultation sooner', 'consultation sooner minute', 'consultation sooner minute worth', 'sooner', 'sooner minute', 'sooner minute worth', 'minute', 'minute worth', 'worth']",0,0,0,1,0,0.12195121951219513
72648,There are magazines all over the different tables so you have things to keep you busy until you are called.,0,magazine different table thing busy call,"['magazine', 'magazine different', 'magazine different table', 'magazine different table thing', 'magazine different table thing busy', 'magazine different table thing busy call', 'different', 'different table', 'different table thing', 'different table thing busy', 'different table thing busy call', 'table', 'table thing', 'table thing busy', 'table thing busy call', 'thing', 'thing busy', 'thing busy call', 'busy', 'busy call', 'call']",1,0,0,0,0,0.12195121951219513
133265,And I just overheard they have different payment plans so that's a plus .,0,catch different payment plan s plus,"['catch', 'catch different', 'catch different payment', 'catch different payment plan', 'catch different payment plan s', 'catch different payment plan s plus', 'different', 'different payment', 'different payment plan', 'different payment plan s', 'different payment plan s plus', 'payment', 'payment plan', 'payment plan s', 'payment plan s plus', 'plan', 'plan s', 'plan s plus', 's', 's plus', 'plus']",1,0,0,0,0,0.12195121951219513
170823,I'm that 1%. I am unhappy with my results and will be going to a different location in a few months.,1,m unhappy result go different location,"['m', 'm unhappy', 'm unhappy result', 'm unhappy result go', 'm unhappy result go different', 'm unhappy result go different location', 'unhappy', 'unhappy result', 'unhappy result go', 'unhappy result go different', 'unhappy result go different location', 'result', 'result go', 'result go different', 'result go different location', 'go', 'go different', 'go different location', 'different', 'different location', 'location']",1,0,0,0,0,0.12195121951219513
155783,That was trying but completely worth it!,0,try completely worth,"['try', 'try completely', 'try completely worth', 'completely', 'completely worth', 'worth']",0,0,0,1,0,0.12195121951219513
114285,"I had a chin implant and I?m loving my look, it?s still little swollen,",0,chin plant m love look little swell,"['chin', 'chin plant', 'chin plant m', 'chin plant m love', 'chin plant m love look', 'chin plant m love look little', 'chin plant m love look little swell', 'plant', 'plant m', 'plant m love', 'plant m love look', 'plant m love look little', 'plant m love look little swell', 'm', 'm love', 'm love look', 'm love look little', 'm love look little swell', 'love', 'love look', 'love look little', 'love look little swell', 'look', 'look little', 'look little swell', 'little', 'little swell', 'swell']",0,0,0,0,1,0.12195121951219513
146750,"I had grown rather fond of having implants and was slightly disappointed to have them removed,",1,grow fond have plant slightly disappoint remove,"['grow', 'grow fond', 'grow fond have', 'grow fond have plant', 'grow fond have plant slightly', 'grow fond have plant slightly disappoint', 'grow fond have plant slightly disappoint remove', 'fond', 'fond have', 'fond have plant', 'fond have plant slightly', 'fond have plant slightly disappoint', 'fond have plant slightly disappoint remove', 'have', 'have plant', 'have plant slightly', 'have plant slightly disappoint', 'have plant slightly disappoint remove', 'plant', 'plant slightly', 'plant slightly disappoint', 'plant slightly disappoint remove', 'slightly', 'slightly disappoint', 'slightly disappoint remove', 'disappoint', 'disappoint remove', 'remove']",0,0,0,0,1,0.12195121951219513
126426,"She was also very nice, thorough, wants me to get tested for Sjogrens, and recommended several different lubricating eye drops.",0,nice thorough want test sjogrens recommend different lubricate eye drop,"['nice', 'nice thorough', 'nice thorough want', 'nice thorough want test', 'nice thorough want test sjogrens', 'nice thorough want test sjogrens recommend', 'nice thorough want test sjogrens recommend different', 'nice thorough want test sjogrens recommend different lubricate', 'nice thorough want test sjogrens recommend different lubricate eye', 'nice thorough want test sjogrens recommend different lubricate eye drop', 'thorough', 'thorough want', 'thorough want test', 'thorough want test sjogrens', 'thorough want test sjogrens recommend', 'thorough want test sjogrens recommend different', 'thorough want test sjogrens recommend different lubricate', 'thorough want test sjogrens recommend different lubricate eye', 'thorough want test sjogrens recommend different lubricate eye drop', 'want', 'want test', 'want test sjogrens', 'want test sjogrens recommend', 'want test sjogrens recommend different', 'want test sjogrens recommend different lubricate', 'want test sjogrens recommend different lubricate eye', 'want test sjogrens recommend different lubricate eye drop', 'test', 'test sjogrens', 'test sjogrens recommend', 'test sjogrens recommend different', 'test sjogrens recommend different lubricate', 'test sjogrens recommend different lubricate eye', 'test sjogrens recommend different lubricate eye drop', 'sjogrens', 'sjogrens recommend', 'sjogrens recommend different', 'sjogrens recommend different lubricate', 'sjogrens recommend different lubricate eye', 'sjogrens recommend different lubricate eye drop', 'recommend', 'recommend different', 'recommend different lubricate', 'recommend different lubricate eye', 'recommend different lubricate eye drop', 'different', 'different lubricate', 'different lubricate eye', 'different lubricate eye drop', 'lubricate', 'lubricate eye', 'lubricate eye drop', 'eye', 'eye drop', 'drop']",1,0,0,0,0,0.12195121951219513
145355,"She is also practical - when my insurance did not cover a certain test, she ordered a different one",0,practical insurance cover certain test order different,"['practical', 'practical insurance', 'practical insurance cover', 'practical insurance cover certain', 'practical insurance cover certain test', 'practical insurance cover certain test order', 'practical insurance cover certain test order different', 'insurance', 'insurance cover', 'insurance cover certain', 'insurance cover certain test', 'insurance cover certain test order', 'insurance cover certain test order different', 'cover', 'cover certain', 'cover certain test', 'cover certain test order', 'cover certain test order different', 'certain', 'certain test', 'certain test order', 'certain test order different', 'test', 'test order', 'test order different', 'order', 'order different', 'different']",1,0,0,0,0,0.12195121951219513
92512,"Dr. Mofid is great Doctor, he helped my mother with her implant removal.",0,great doctor help mother plant removal,"['great', 'great doctor', 'great doctor help', 'great doctor help mother', 'great doctor help mother plant', 'great doctor help mother plant removal', 'doctor', 'doctor help', 'doctor help mother', 'doctor help mother plant', 'doctor help mother plant removal', 'help', 'help mother', 'help mother plant', 'help mother plant removal', 'mother', 'mother plant', 'mother plant removal', 'plant', 'plant removal', 'removal']",0,0,0,0,1,0.12195121951219513
137309,So this office thinks if you live in Naperville that you are worth thousands,1,office think live worth,"['office', 'office think', 'office think live', 'office think live worth', 'think', 'think live', 'think live worth', 'live', 'live worth', 'worth']",0,0,0,1,0,0.12195121951219513
121114,"Since Front Desk didn't mention anything, I thought it should be ok as people are going to different doctors.",1,desk mention think ok people go different doctor,"['desk', 'desk mention', 'desk mention think', 'desk mention think ok', 'desk mention think ok people', 'desk mention think ok people go', 'desk mention think ok people go different', 'desk mention think ok people go different doctor', 'mention', 'mention think', 'mention think ok', 'mention think ok people', 'mention think ok people go', 'mention think ok people go different', 'mention think ok people go different doctor', 'think', 'think ok', 'think ok people', 'think ok people go', 'think ok people go different', 'think ok people go different doctor', 'ok', 'ok people', 'ok people go', 'ok people go different', 'ok people go different doctor', 'people', 'people go', 'people go different', 'people go different doctor', 'go', 'go different', 'go different doctor', 'different', 'different doctor', 'doctor']",1,0,0,0,0,0.12195121951219513
155971,Not sure if the headaches I get from contacting this clinic is worth it anymore.,1,sure headache contract clinic worth anymore,"['sure', 'sure headache', 'sure headache contract', 'sure headache contract clinic', 'sure headache contract clinic worth', 'sure headache contract clinic worth anymore', 'headache', 'headache contract', 'headache contract clinic', 'headache contract clinic worth', 'headache contract clinic worth anymore', 'contract', 'contract clinic', 'contract clinic worth', 'contract clinic worth anymore', 'clinic', 'clinic worth', 'clinic worth anymore', 'worth', 'worth anymore', 'anymore']",0,0,0,1,0,0.12195121951219513
163569,I have a tiny issue with dry eye in the one done twice but still worth it.,0,bantam issue dry eye twice worth,"['bantam', 'bantam issue', 'bantam issue dry', 'bantam issue dry eye', 'bantam issue dry eye twice', 'bantam issue dry eye twice worth', 'issue', 'issue dry', 'issue dry eye', 'issue dry eye twice', 'issue dry eye twice worth', 'dry', 'dry eye', 'dry eye twice', 'dry eye twice worth', 'eye', 'eye twice', 'eye twice worth', 'twice', 'twice worth', 'worth']",0,0,0,1,0,0.12195121951219513
99826,"Dr. Schlechter was very patient and explained everything to me, and we discussed a few different options.",0,patient explain discuss different option,"['patient', 'patient explain', 'patient explain discuss', 'patient explain discuss different', 'patient explain discuss different option', 'explain', 'explain discuss', 'explain discuss different', 'explain discuss different option', 'discuss', 'discuss different', 'discuss different option', 'different', 'different option', 'option']",1,0,0,0,0,0.12195121951219513
87481,I wish I would of gone to a different plastic surgeon.,1,wish go different plastic surgeon,"['wish', 'wish go', 'wish go different', 'wish go different plastic', 'wish go different plastic surgeon', 'go', 'go different', 'go different plastic', 'go different plastic surgeon', 'different', 'different plastic', 'different plastic surgeon', 'plastic', 'plastic surgeon', 'surgeon']",1,0,0,0,0,0.12195121951219513
110718,"I initially wanted 5 different procedures and after my evaluation, he talked me out of everything!",0,initially want different procedure evaluation talk,"['initially', 'initially want', 'initially want different', 'initially want different procedure', 'initially want different procedure evaluation', 'initially want different procedure evaluation talk', 'want', 'want different', 'want different procedure', 'want different procedure evaluation', 'want different procedure evaluation talk', 'different', 'different procedure', 'different procedure evaluation', 'different procedure evaluation talk', 'procedure', 'procedure evaluation', 'procedure evaluation talk', 'evaluation', 'evaluation talk', 'talk']",1,0,0,0,0,0.12195121951219513
165534,I can feel with my own finger and my tongue that the implant is asymmetrically placed.,1,feel finger tongue plant symmetrically place,"['feel', 'feel finger', 'feel finger tongue', 'feel finger tongue plant', 'feel finger tongue plant symmetrically', 'feel finger tongue plant symmetrically place', 'finger', 'finger tongue', 'finger tongue plant', 'finger tongue plant symmetrically', 'finger tongue plant symmetrically place', 'tongue', 'tongue plant', 'tongue plant symmetrically', 'tongue plant symmetrically place', 'plant', 'plant symmetrically', 'plant symmetrically place', 'symmetrically', 'symmetrically place', 'place']",0,0,0,0,1,0.12195121951219513
115965,I can't wait to see my results as I know they'll be worth every penny!,0,wait result know ll worth,"['wait', 'wait result', 'wait result know', 'wait result know ll', 'wait result know ll worth', 'result', 'result know', 'result know ll', 'result know ll worth', 'know', 'know ll', 'know ll worth', 'll', 'll worth', 'worth']",0,0,0,1,0,0.12195121951219513
76657,I had a leaking breast implant and when my old plastic surgeon was no longer working I panicked.,1,leak breast plant old plastic surgeon long work pack,"['leak', 'leak breast', 'leak breast plant', 'leak breast plant old', 'leak breast plant old plastic', 'leak breast plant old plastic surgeon', 'leak breast plant old plastic surgeon long', 'leak breast plant old plastic surgeon long work', 'leak breast plant old plastic surgeon long work pack', 'breast', 'breast plant', 'breast plant old', 'breast plant old plastic', 'breast plant old plastic surgeon', 'breast plant old plastic surgeon long', 'breast plant old plastic surgeon long work', 'breast plant old plastic surgeon long work pack', 'plant', 'plant old', 'plant old plastic', 'plant old plastic surgeon', 'plant old plastic surgeon long', 'plant old plastic surgeon long work', 'plant old plastic surgeon long work pack', 'old', 'old plastic', 'old plastic surgeon', 'old plastic surgeon long', 'old plastic surgeon long work', 'old plastic surgeon long work pack', 'plastic', 'plastic surgeon', 'plastic surgeon long', 'plastic surgeon long work', 'plastic surgeon long work pack', 'surgeon', 'surgeon long', 'surgeon long work', 'surgeon long work pack', 'long', 'long work', 'long work pack', 'work', 'work pack', 'pack']",0,0,0,0,1,0.12195121951219513
99876,Who knew implants would be such an easy process.,0,know plant easy process,"['know', 'know plant', 'know plant easy', 'know plant easy process', 'plant', 'plant easy', 'plant easy process', 'easy', 'easy process', 'process']",0,0,0,0,1,0.12195121951219513
111904,"After suffering from sinus issues and seeing 4 different doctors, who gave me several antibiotics and no relief, I finally went to Dr. Govett.",0,suffer sinus issue see different doctor give antibiotic relief finally go dr govern,"['suffer', 'suffer sinus', 'suffer sinus issue', 'suffer sinus issue see', 'suffer sinus issue see different', 'suffer sinus issue see different doctor', 'suffer sinus issue see different doctor give', 'suffer sinus issue see different doctor give antibiotic', 'suffer sinus issue see different doctor give antibiotic relief', 'suffer sinus issue see different doctor give antibiotic relief finally', 'suffer sinus issue see different doctor give antibiotic relief finally go', 'suffer sinus issue see different doctor give antibiotic relief finally go dr', 'suffer sinus issue see different doctor give antibiotic relief finally go dr govern', 'sinus', 'sinus issue', 'sinus issue see', 'sinus issue see different', 'sinus issue see different doctor', 'sinus issue see different doctor give', 'sinus issue see different doctor give antibiotic', 'sinus issue see different doctor give antibiotic relief', 'sinus issue see different doctor give antibiotic relief finally', 'sinus issue see different doctor give antibiotic relief finally go', 'sinus issue see different doctor give antibiotic relief finally go dr', 'sinus issue see different doctor give antibiotic relief finally go dr govern', 'issue', 'issue see', 'issue see different', 'issue see different doctor', 'issue see different doctor give', 'issue see different doctor give antibiotic', 'issue see different doctor give antibiotic relief', 'issue see different doctor give antibiotic relief finally', 'issue see different doctor give antibiotic relief finally go', 'issue see different doctor give antibiotic relief finally go dr', 'issue see different doctor give antibiotic relief finally go dr govern', 'see', 'see different', 'see different doctor', 'see different doctor give', 'see different doctor give antibiotic', 'see different doctor give antibiotic relief', 'see different doctor give antibiotic relief finally', 'see different doctor give antibiotic relief finally go', 'see different doctor give antibiotic relief finally go dr', 'see different doctor give antibiotic relief finally go dr govern', 'different', 'different doctor', 'different doctor give', 'different doctor give antibiotic', 'different doctor give antibiotic relief', 'different doctor give antibiotic relief finally', 'different doctor give antibiotic relief finally go', 'different doctor give antibiotic relief finally go dr', 'different doctor give antibiotic relief finally go dr govern', 'doctor', 'doctor give', 'doctor give antibiotic', 'doctor give antibiotic relief', 'doctor give antibiotic relief finally', 'doctor give antibiotic relief finally go', 'doctor give antibiotic relief finally go dr', 'doctor give antibiotic relief finally go dr govern', 'give', 'give antibiotic', 'give antibiotic relief', 'give antibiotic relief finally', 'give antibiotic relief finally go', 'give antibiotic relief finally go dr', 'give antibiotic relief finally go dr govern', 'antibiotic', 'antibiotic relief', 'antibiotic relief finally', 'antibiotic relief finally go', 'antibiotic relief finally go dr', 'antibiotic relief finally go dr govern', 'relief', 'relief finally', 'relief finally go', 'relief finally go dr', 'relief finally go dr govern', 'finally', 'finally go', 'finally go dr', 'finally go dr govern', 'go', 'go dr', 'go dr govern', 'dr', 'dr govern', 'govern']",1,0,0,0,0,0.12195121951219513
