commentId,comment,classification,comment_processed,word_phrase_list,silk,flower,light,form,date,similarity_score
159498,You are in very good hands at Silk Touch.,0,good hand silk touch,"['good', 'good hand', 'good hand silk', 'good hand silk touch', 'hand', 'hand silk', 'hand silk touch', 'silk', 'silk touch', 'touch']",1,0,0,0,0,0.08196721311475409
138232,There were a few communication hiccups with the secretary staff that did unfortunately set back my surgery date,1,communication hiccup secretary staff unfortunately set surgery date,"['communication', 'communication hiccup', 'communication hiccup secretary', 'communication hiccup secretary staff', 'communication hiccup secretary staff unfortunately', 'communication hiccup secretary staff unfortunately set', 'communication hiccup secretary staff unfortunately set surgery', 'communication hiccup secretary staff unfortunately set surgery date', 'hiccup', 'hiccup secretary', 'hiccup secretary staff', 'hiccup secretary staff unfortunately', 'hiccup secretary staff unfortunately set', 'hiccup secretary staff unfortunately set surgery', 'hiccup secretary staff unfortunately set surgery date', 'secretary', 'secretary staff', 'secretary staff unfortunately', 'secretary staff unfortunately set', 'secretary staff unfortunately set surgery', 'secretary staff unfortunately set surgery date', 'staff', 'staff unfortunately', 'staff unfortunately set', 'staff unfortunately set surgery', 'staff unfortunately set surgery date', 'unfortunately', 'unfortunately set', 'unfortunately set surgery', 'unfortunately set surgery date', 'set', 'set surgery', 'set surgery date', 'surgery', 'surgery date', 'date']",0,0,0,0,1,0.08196721311475409
181116,"So all that being said, I was greeted nicely, filled out a few forms and was called back to have the procedure done immediately.",0,say greet nicely fill form call procedure immediately,"['say', 'say greet', 'say greet nicely', 'say greet nicely fill', 'say greet nicely fill form', 'say greet nicely fill form call', 'say greet nicely fill form call procedure', 'say greet nicely fill form call procedure immediately', 'greet', 'greet nicely', 'greet nicely fill', 'greet nicely fill form', 'greet nicely fill form call', 'greet nicely fill form call procedure', 'greet nicely fill form call procedure immediately', 'nicely', 'nicely fill', 'nicely fill form', 'nicely fill form call', 'nicely fill form call procedure', 'nicely fill form call procedure immediately', 'fill', 'fill form', 'fill form call', 'fill form call procedure', 'fill form call procedure immediately', 'form', 'form call', 'form call procedure', 'form call procedure immediately', 'call', 'call procedure', 'call procedure immediately', 'procedure', 'procedure immediately', 'immediately']",0,0,0,1,0,0.08196721311475409
158130,"His office is in a complex that is definitely dated and has seen some better days,",1,office complex decidedly date see,"['office', 'office complex', 'office complex decidedly', 'office complex decidedly date', 'office complex decidedly date see', 'complex', 'complex decidedly', 'complex decidedly date', 'complex decidedly date see', 'decidedly', 'decidedly date', 'decidedly date see', 'date', 'date see', 'see']",0,0,0,0,1,0.08196721311475409
103260,I even had light spotting after the exam which has never happened before.I returned a month later to get an IUD insertion.,1,light sporting examination happen return mud insertion,"['light', 'light sporting', 'light sporting examination', 'light sporting examination happen', 'light sporting examination happen return', 'light sporting examination happen return mud', 'light sporting examination happen return mud insertion', 'sporting', 'sporting examination', 'sporting examination happen', 'sporting examination happen return', 'sporting examination happen return mud', 'sporting examination happen return mud insertion', 'examination', 'examination happen', 'examination happen return', 'examination happen return mud', 'examination happen return mud insertion', 'happen', 'happen return', 'happen return mud', 'happen return mud insertion', 'return', 'return mud', 'return mud insertion', 'mud', 'mud insertion', 'insertion']",0,0,1,0,0,0.08196721311475409
111185,I had a tight timeline and I felt like the office was very accommodating with dates and appointments.,0,tight timeline feel like office accommodation date appointment,"['tight', 'tight timeline', 'tight timeline feel', 'tight timeline feel like', 'tight timeline feel like office', 'tight timeline feel like office accommodation', 'tight timeline feel like office accommodation date', 'tight timeline feel like office accommodation date appointment', 'timeline', 'timeline feel', 'timeline feel like', 'timeline feel like office', 'timeline feel like office accommodation', 'timeline feel like office accommodation date', 'timeline feel like office accommodation date appointment', 'feel', 'feel like', 'feel like office', 'feel like office accommodation', 'feel like office accommodation date', 'feel like office accommodation date appointment', 'like', 'like office', 'like office accommodation', 'like office accommodation date', 'like office accommodation date appointment', 'office', 'office accommodation', 'office accommodation date', 'office accommodation date appointment', 'accommodation', 'accommodation date', 'accommodation date appointment', 'date', 'date appointment', 'appointment']",0,0,0,0,1,0.08196721311475409
158986,She had a very light touch and after finishing my skin looked flawless and bright.,0,light touch finish skin look lawless bright,"['light', 'light touch', 'light touch finish', 'light touch finish skin', 'light touch finish skin look', 'light touch finish skin look lawless', 'light touch finish skin look lawless bright', 'touch', 'touch finish', 'touch finish skin', 'touch finish skin look', 'touch finish skin look lawless', 'touch finish skin look lawless bright', 'finish', 'finish skin', 'finish skin look', 'finish skin look lawless', 'finish skin look lawless bright', 'skin', 'skin look', 'skin look lawless', 'skin look lawless bright', 'look', 'look lawless', 'look lawless bright', 'lawless', 'lawless bright', 'bright']",0,0,1,0,0,0.08196721311475409
77089,They helped get everything scheduled and in fact I was travelling up to the date of surgery.,0,help schedule fact travel date surgery,"['help', 'help schedule', 'help schedule fact', 'help schedule fact travel', 'help schedule fact travel date', 'help schedule fact travel date surgery', 'schedule', 'schedule fact', 'schedule fact travel', 'schedule fact travel date', 'schedule fact travel date surgery', 'fact', 'fact travel', 'fact travel date', 'fact travel date surgery', 'travel', 'travel date', 'travel date surgery', 'date', 'date surgery', 'surgery']",0,0,0,0,1,0.08196721311475409
153342,"for your budget, you just pay monthly instead of forking out thousands of dollars at one time for each treatment.",0,budget pay instead form time treatment,"['budget', 'budget pay', 'budget pay instead', 'budget pay instead form', 'budget pay instead form time', 'budget pay instead form time treatment', 'pay', 'pay instead', 'pay instead form', 'pay instead form time', 'pay instead form time treatment', 'instead', 'instead form', 'instead form time', 'instead form time treatment', 'form', 'form time', 'form time treatment', 'time', 'time treatment', 'treatment']",0,0,0,1,0,0.08196721311475409
164247,I actually met with Dr. Nathan 3 times before booking my date for surgery.,0,actually meet book date surgery,"['actually', 'actually meet', 'actually meet book', 'actually meet book date', 'actually meet book date surgery', 'meet', 'meet book', 'meet book date', 'meet book date surgery', 'book', 'book date', 'book date surgery', 'date', 'date surgery', 'surgery']",0,0,0,0,1,0.08196721311475409
101852,"Dr Becker and his amazing staff has been attentive, sympathetic, compassionate, professional and of course incredible with the results to date.",0,amaze staff attentive sympathetic compassionate professional course incredible result date,"['amaze', 'amaze staff', 'amaze staff attentive', 'amaze staff attentive sympathetic', 'amaze staff attentive sympathetic compassionate', 'amaze staff attentive sympathetic compassionate professional', 'amaze staff attentive sympathetic compassionate professional course', 'amaze staff attentive sympathetic compassionate professional course incredible', 'amaze staff attentive sympathetic compassionate professional course incredible result', 'amaze staff attentive sympathetic compassionate professional course incredible result date', 'staff', 'staff attentive', 'staff attentive sympathetic', 'staff attentive sympathetic compassionate', 'staff attentive sympathetic compassionate professional', 'staff attentive sympathetic compassionate professional course', 'staff attentive sympathetic compassionate professional course incredible', 'staff attentive sympathetic compassionate professional course incredible result', 'staff attentive sympathetic compassionate professional course incredible result date', 'attentive', 'attentive sympathetic', 'attentive sympathetic compassionate', 'attentive sympathetic compassionate professional', 'attentive sympathetic compassionate professional course', 'attentive sympathetic compassionate professional course incredible', 'attentive sympathetic compassionate professional course incredible result', 'attentive sympathetic compassionate professional course incredible result date', 'sympathetic', 'sympathetic compassionate', 'sympathetic compassionate professional', 'sympathetic compassionate professional course', 'sympathetic compassionate professional course incredible', 'sympathetic compassionate professional course incredible result', 'sympathetic compassionate professional course incredible result date', 'compassionate', 'compassionate professional', 'compassionate professional course', 'compassionate professional course incredible', 'compassionate professional course incredible result', 'compassionate professional course incredible result date', 'professional', 'professional course', 'professional course incredible', 'professional course incredible result', 'professional course incredible result date', 'course', 'course incredible', 'course incredible result', 'course incredible result date', 'incredible', 'incredible result', 'incredible result date', 'result', 'result date', 'date']",0,0,0,0,1,0.08196721311475409
97684,They originally misspelled my last name on the forms I received.,1,originally misspell form receive,"['originally', 'originally misspell', 'originally misspell form', 'originally misspell form receive', 'misspell', 'misspell form', 'misspell form receive', 'form', 'form receive', 'receive']",0,0,0,1,0,0.08196721311475409
84932,My favorite Dentist to date,0,favorite dentist date,"['favorite', 'favorite dentist', 'favorite dentist date', 'dentist', 'dentist date', 'date']",0,0,0,0,1,0.08196721311475409
139278,The only suggestion we would offer is that the conference room lights are inappropriate as they trigger headaches in many of the patients here .,1,suggestion offer conference room light inappropriate trigger headache patient,"['suggestion', 'suggestion offer', 'suggestion offer conference', 'suggestion offer conference room', 'suggestion offer conference room light', 'suggestion offer conference room light inappropriate', 'suggestion offer conference room light inappropriate trigger', 'suggestion offer conference room light inappropriate trigger headache', 'suggestion offer conference room light inappropriate trigger headache patient', 'offer', 'offer conference', 'offer conference room', 'offer conference room light', 'offer conference room light inappropriate', 'offer conference room light inappropriate trigger', 'offer conference room light inappropriate trigger headache', 'offer conference room light inappropriate trigger headache patient', 'conference', 'conference room', 'conference room light', 'conference room light inappropriate', 'conference room light inappropriate trigger', 'conference room light inappropriate trigger headache', 'conference room light inappropriate trigger headache patient', 'room', 'room light', 'room light inappropriate', 'room light inappropriate trigger', 'room light inappropriate trigger headache', 'room light inappropriate trigger headache patient', 'light', 'light inappropriate', 'light inappropriate trigger', 'light inappropriate trigger headache', 'light inappropriate trigger headache patient', 'inappropriate', 'inappropriate trigger', 'inappropriate trigger headache', 'inappropriate trigger headache patient', 'trigger', 'trigger headache', 'trigger headache patient', 'headache', 'headache patient', 'patient']",0,0,1,0,0,0.08196721311475409
179314,I had a form I needed to be filled out for DMV and the way she behave was incentive and very offensive.,1,form need fill way behave incentive offensive,"['form', 'form need', 'form need fill', 'form need fill way', 'form need fill way behave', 'form need fill way behave incentive', 'form need fill way behave incentive offensive', 'need', 'need fill', 'need fill way', 'need fill way behave', 'need fill way behave incentive', 'need fill way behave incentive offensive', 'fill', 'fill way', 'fill way behave', 'fill way behave incentive', 'fill way behave incentive offensive', 'way', 'way behave', 'way behave incentive', 'way behave incentive offensive', 'behave', 'behave incentive', 'behave incentive offensive', 'incentive', 'incentive offensive', 'offensive']",0,0,0,1,0,0.08196721311475409
168838,"Very professionalFun to be around, they keep everything light and enjoyable",0,professionalfun light enjoyable,"['professionalfun', 'professionalfun light', 'professionalfun light enjoyable', 'light', 'light enjoyable', 'enjoyable']",0,0,1,0,0,0.08196721311475409
152547,Knowledgeable and up to date on how to treat spots.,0,knowledgeable date treat spot,"['knowledgeable', 'knowledgeable date', 'knowledgeable date treat', 'knowledgeable date treat spot', 'date', 'date treat', 'date treat spot', 'treat', 'treat spot', 'spot']",0,0,0,0,1,0.08196721311475409
72816,"However, if I want to turn heads, a form fitting dress does the trick!",0,want turn head form fit dress trick,"['want', 'want turn', 'want turn head', 'want turn head form', 'want turn head form fit', 'want turn head form fit dress', 'want turn head form fit dress trick', 'turn', 'turn head', 'turn head form', 'turn head form fit', 'turn head form fit dress', 'turn head form fit dress trick', 'head', 'head form', 'head form fit', 'head form fit dress', 'head form fit dress trick', 'form', 'form fit', 'form fit dress', 'form fit dress trick', 'fit', 'fit dress', 'fit dress trick', 'dress', 'dress trick', 'trick']",0,0,0,1,0,0.08196721311475409
167287,I was told I would receive a phone call at the end of February before my March 1 start date on HCG.,1,tell receive phone march start date hug,"['tell', 'tell receive', 'tell receive phone', 'tell receive phone march', 'tell receive phone march start', 'tell receive phone march start date', 'tell receive phone march start date hug', 'receive', 'receive phone', 'receive phone march', 'receive phone march start', 'receive phone march start date', 'receive phone march start date hug', 'phone', 'phone march', 'phone march start', 'phone march start date', 'phone march start date hug', 'march', 'march start', 'march start date', 'march start date hug', 'start', 'start date', 'start date hug', 'date', 'date hug', 'hug']",0,0,0,0,1,0.08196721311475409
118616,But their thoroughness really paid off for me: I'm 200 pounds lighter and I'm feeling great!,0,thoroughness pay m pound light m feel great,"['thoroughness', 'thoroughness pay', 'thoroughness pay m', 'thoroughness pay m pound', 'thoroughness pay m pound light', 'thoroughness pay m pound light m', 'thoroughness pay m pound light m feel', 'thoroughness pay m pound light m feel great', 'pay', 'pay m', 'pay m pound', 'pay m pound light', 'pay m pound light m', 'pay m pound light m feel', 'pay m pound light m feel great', 'm', 'm pound', 'm pound light', 'm pound light m', 'm pound light m feel', 'm pound light m feel great', 'pound', 'pound light', 'pound light m', 'pound light m feel', 'pound light m feel great', 'light', 'light m', 'light m feel', 'light m feel great', 'm', 'm feel', 'm feel great', 'feel', 'feel great', 'great']",0,0,1,0,0,0.08196721311475409
129178,"From the consultation to my surgery date and aftercare, i couldn't have had a better surgeon.",0,consultation surgery date subsequently good surgeon,"['consultation', 'consultation surgery', 'consultation surgery date', 'consultation surgery date subsequently', 'consultation surgery date subsequently good', 'consultation surgery date subsequently good surgeon', 'surgery', 'surgery date', 'surgery date subsequently', 'surgery date subsequently good', 'surgery date subsequently good surgeon', 'date', 'date subsequently', 'date subsequently good', 'date subsequently good surgeon', 'subsequently', 'subsequently good', 'subsequently good surgeon', 'good', 'good surgeon', 'surgeon']",0,0,0,0,1,0.08196721311475409
152633,"At the 2nd meeting Mirza informed me that because of my age, light skin color",1,age light skin color,"['age', 'age light', 'age light skin', 'age light skin color', 'light', 'light skin', 'light skin color', 'skin', 'skin color', 'color']",0,0,1,0,0,0.08196721311475409
182000,and have settled on a surgery date with 0 issues and amazing customer service.,0,settle surgery date issue amaze customer service,"['settle', 'settle surgery', 'settle surgery date', 'settle surgery date issue', 'settle surgery date issue amaze', 'settle surgery date issue amaze customer', 'settle surgery date issue amaze customer service', 'surgery', 'surgery date', 'surgery date issue', 'surgery date issue amaze', 'surgery date issue amaze customer', 'surgery date issue amaze customer service', 'date', 'date issue', 'date issue amaze', 'date issue amaze customer', 'date issue amaze customer service', 'issue', 'issue amaze', 'issue amaze customer', 'issue amaze customer service', 'amaze', 'amaze customer', 'amaze customer service', 'customer', 'customer service', 'service']",0,0,0,0,1,0.08196721311475409
85925,I am very pleased because he sculpted it to form a beautiful six pack.,0,please sculptor form beautiful pack,"['please', 'please sculptor', 'please sculptor form', 'please sculptor form beautiful', 'please sculptor form beautiful pack', 'sculptor', 'sculptor form', 'sculptor form beautiful', 'sculptor form beautiful pack', 'form', 'form beautiful', 'form beautiful pack', 'beautiful', 'beautiful pack', 'pack']",0,0,0,1,0,0.08196721311475409
146639,I'm in my third week of recovery and I'm sitting in my family room enjoying the view of my flowers,0,m recovery m sit family room enjoy view flower,"['m', 'm recovery', 'm recovery m', 'm recovery m sit', 'm recovery m sit family', 'm recovery m sit family room', 'm recovery m sit family room enjoy', 'm recovery m sit family room enjoy view', 'm recovery m sit family room enjoy view flower', 'recovery', 'recovery m', 'recovery m sit', 'recovery m sit family', 'recovery m sit family room', 'recovery m sit family room enjoy', 'recovery m sit family room enjoy view', 'recovery m sit family room enjoy view flower', 'm', 'm sit', 'm sit family', 'm sit family room', 'm sit family room enjoy', 'm sit family room enjoy view', 'm sit family room enjoy view flower', 'sit', 'sit family', 'sit family room', 'sit family room enjoy', 'sit family room enjoy view', 'sit family room enjoy view flower', 'family', 'family room', 'family room enjoy', 'family room enjoy view', 'family room enjoy view flower', 'room', 'room enjoy', 'room enjoy view', 'room enjoy view flower', 'enjoy', 'enjoy view', 'enjoy view flower', 'view', 'view flower', 'flower']",0,1,0,0,0,0.08196721311475409
122839,"I have waited for 2 months for the refund to credit back to my account and still to this date, nothing!",1,wait refund credit account date,"['wait', 'wait refund', 'wait refund credit', 'wait refund credit account', 'wait refund credit account date', 'refund', 'refund credit', 'refund credit account', 'refund credit account date', 'credit', 'credit account', 'credit account date', 'account', 'account date', 'date']",0,0,0,0,1,0.08196721311475409
96847,"and up to date work done on my teeth, by Dr. Mazhari.",0,date work tooth,"['date', 'date work', 'date work tooth', 'work', 'work tooth', 'tooth']",0,0,0,0,1,0.08196721311475409
176092,He was also able to even out my very uneven eyebrows with light Botox.,0,able uneven eyebrow light,"['able', 'able uneven', 'able uneven eyebrow', 'able uneven eyebrow light', 'uneven', 'uneven eyebrow', 'uneven eyebrow light', 'eyebrow', 'eyebrow light', 'light']",0,0,1,0,0,0.08196721311475409
171652,Her notes are full of narratives meant to cast the family in a negative light.,1,note narrative mean cast family negative light,"['note', 'note narrative', 'note narrative mean', 'note narrative mean cast', 'note narrative mean cast family', 'note narrative mean cast family negative', 'note narrative mean cast family negative light', 'narrative', 'narrative mean', 'narrative mean cast', 'narrative mean cast family', 'narrative mean cast family negative', 'narrative mean cast family negative light', 'mean', 'mean cast', 'mean cast family', 'mean cast family negative', 'mean cast family negative light', 'cast', 'cast family', 'cast family negative', 'cast family negative light', 'family', 'family negative', 'family negative light', 'negative', 'negative light', 'light']",0,0,1,0,0,0.08196721311475409
184300,"No massage, no music, did a UV light for like 20 min.",1,massage music light like min,"['massage', 'massage music', 'massage music light', 'massage music light like', 'massage music light like min', 'music', 'music light', 'music light like', 'music light like min', 'light', 'light like', 'light like min', 'like', 'like min', 'min']",0,0,1,0,0,0.08196721311475409
182189,I made my decision to move forward with her and picked a date in February!,0,decision forward pick date,"['decision', 'decision forward', 'decision forward pick', 'decision forward pick date', 'forward', 'forward pick', 'forward pick date', 'pick', 'pick date', 'date']",0,0,0,0,1,0.08196721311475409
179363,I have been too embarrassed to date or really doing anything social since surgery.,1,embarrass date social surgery,"['embarrass', 'embarrass date', 'embarrass date social', 'embarrass date social surgery', 'date', 'date social', 'date social surgery', 'social', 'social surgery', 'surgery']",0,0,0,0,1,0.08196721311475409
104108,I tell him they shouldn't force people to sign forms.,1,tell force people sign form,"['tell', 'tell force', 'tell force people', 'tell force people sign', 'tell force people sign form', 'force', 'force people', 'force people sign', 'force people sign form', 'people', 'people sign', 'people sign form', 'sign', 'sign form', 'form']",0,0,0,1,0,0.08196721311475409
104548,his practice and treatment modalities appear dated.,1,practice treatment vicinity appear date,"['practice', 'practice treatment', 'practice treatment vicinity', 'practice treatment vicinity appear', 'practice treatment vicinity appear date', 'treatment', 'treatment vicinity', 'treatment vicinity appear', 'treatment vicinity appear date', 'vicinity', 'vicinity appear', 'vicinity appear date', 'appear', 'appear date', 'date']",0,0,0,0,1,0.08196721311475409
98169,An old fashioned doc that is as up to date as any I've ever seen.,0,old fashion date ve see,"['old', 'old fashion', 'old fashion date', 'old fashion date ve', 'old fashion date ve see', 'fashion', 'fashion date', 'fashion date ve', 'fashion date ve see', 'date', 'date ve', 'date ve see', 've', 've see', 'see']",0,0,0,0,1,0.08196721311475409
170952,"Grateful to have this oasis in the city for weekly cryotherapy, red light therapy, and IV's to support my health and energy.",0,grateful oasis city cryotherapy red light therapy support health energy,"['grateful', 'grateful oasis', 'grateful oasis city', 'grateful oasis city cryotherapy', 'grateful oasis city cryotherapy red', 'grateful oasis city cryotherapy red light', 'grateful oasis city cryotherapy red light therapy', 'grateful oasis city cryotherapy red light therapy support', 'grateful oasis city cryotherapy red light therapy support health', 'grateful oasis city cryotherapy red light therapy support health energy', 'oasis', 'oasis city', 'oasis city cryotherapy', 'oasis city cryotherapy red', 'oasis city cryotherapy red light', 'oasis city cryotherapy red light therapy', 'oasis city cryotherapy red light therapy support', 'oasis city cryotherapy red light therapy support health', 'oasis city cryotherapy red light therapy support health energy', 'city', 'city cryotherapy', 'city cryotherapy red', 'city cryotherapy red light', 'city cryotherapy red light therapy', 'city cryotherapy red light therapy support', 'city cryotherapy red light therapy support health', 'city cryotherapy red light therapy support health energy', 'cryotherapy', 'cryotherapy red', 'cryotherapy red light', 'cryotherapy red light therapy', 'cryotherapy red light therapy support', 'cryotherapy red light therapy support health', 'cryotherapy red light therapy support health energy', 'red', 'red light', 'red light therapy', 'red light therapy support', 'red light therapy support health', 'red light therapy support health energy', 'light', 'light therapy', 'light therapy support', 'light therapy support health', 'light therapy support health energy', 'therapy', 'therapy support', 'therapy support health', 'therapy support health energy', 'support', 'support health', 'support health energy', 'health', 'health energy', 'energy']",0,0,1,0,0,0.08196721311475409
138971,I was also in severe pain whenever I had to sit at a gym with fluorescent lights and watch a b-ball game.,1,severe pain sit grm fluorescent light watch ball game,"['severe', 'severe pain', 'severe pain sit', 'severe pain sit grm', 'severe pain sit grm fluorescent', 'severe pain sit grm fluorescent light', 'severe pain sit grm fluorescent light watch', 'severe pain sit grm fluorescent light watch ball', 'severe pain sit grm fluorescent light watch ball game', 'pain', 'pain sit', 'pain sit grm', 'pain sit grm fluorescent', 'pain sit grm fluorescent light', 'pain sit grm fluorescent light watch', 'pain sit grm fluorescent light watch ball', 'pain sit grm fluorescent light watch ball game', 'sit', 'sit grm', 'sit grm fluorescent', 'sit grm fluorescent light', 'sit grm fluorescent light watch', 'sit grm fluorescent light watch ball', 'sit grm fluorescent light watch ball game', 'grm', 'grm fluorescent', 'grm fluorescent light', 'grm fluorescent light watch', 'grm fluorescent light watch ball', 'grm fluorescent light watch ball game', 'fluorescent', 'fluorescent light', 'fluorescent light watch', 'fluorescent light watch ball', 'fluorescent light watch ball game', 'light', 'light watch', 'light watch ball', 'light watch ball game', 'watch', 'watch ball', 'watch ball game', 'ball', 'ball game', 'game']",0,0,1,0,0,0.08196721311475409
129076,The day after surgery doctor Husni office sent me a bouquet of flowers to my home.,0,surgery doctor hang office send bouquet flower home,"['surgery', 'surgery doctor', 'surgery doctor hang', 'surgery doctor hang office', 'surgery doctor hang office send', 'surgery doctor hang office send bouquet', 'surgery doctor hang office send bouquet flower', 'surgery doctor hang office send bouquet flower home', 'doctor', 'doctor hang', 'doctor hang office', 'doctor hang office send', 'doctor hang office send bouquet', 'doctor hang office send bouquet flower', 'doctor hang office send bouquet flower home', 'hang', 'hang office', 'hang office send', 'hang office send bouquet', 'hang office send bouquet flower', 'hang office send bouquet flower home', 'office', 'office send', 'office send bouquet', 'office send bouquet flower', 'office send bouquet flower home', 'send', 'send bouquet', 'send bouquet flower', 'send bouquet flower home', 'bouquet', 'bouquet flower', 'bouquet flower home', 'flower', 'flower home', 'home']",0,1,0,0,0,0.08196721311475409
165322,Not only did the staff keep me in form with each step.,0,staff form step,"['staff', 'staff form', 'staff form step', 'form', 'form step', 'step']",0,0,0,1,0,0.08196721311475409
190357,and edit effortlessly without worrying about under-eye bags and bad lighting.,0,edit effortlessly worry undereye bag bad light,"['edit', 'edit effortlessly', 'edit effortlessly worry', 'edit effortlessly worry undereye', 'edit effortlessly worry undereye bag', 'edit effortlessly worry undereye bag bad', 'edit effortlessly worry undereye bag bad light', 'effortlessly', 'effortlessly worry', 'effortlessly worry undereye', 'effortlessly worry undereye bag', 'effortlessly worry undereye bag bad', 'effortlessly worry undereye bag bad light', 'worry', 'worry undereye', 'worry undereye bag', 'worry undereye bag bad', 'worry undereye bag bad light', 'undereye', 'undereye bag', 'undereye bag bad', 'undereye bag bad light', 'bag', 'bag bad', 'bag bad light', 'bad', 'bad light', 'light']",0,0,1,0,0,0.08196721311475409
126590,He received the patient?s choice award every year from 2011 to date.,0,receive patient choice award date,"['receive', 'receive patient', 'receive patient choice', 'receive patient choice award', 'receive patient choice award date', 'patient', 'patient choice', 'patient choice award', 'patient choice award date', 'choice', 'choice award', 'choice award date', 'award', 'award date', 'date']",0,0,0,0,1,0.08196721311475409
95238,and they offer all of the most up to date services!,0,offer date service,"['offer', 'offer date', 'offer date service', 'date', 'date service', 'service']",0,0,0,0,1,0.08196721311475409
108752,I came to Dr Naseef for a second opinion and left the appointment with a date for my surgery.,0,come dr naseef opinion leave appointment date surgery,"['come', 'come dr', 'come dr naseef', 'come dr naseef opinion', 'come dr naseef opinion leave', 'come dr naseef opinion leave appointment', 'come dr naseef opinion leave appointment date', 'come dr naseef opinion leave appointment date surgery', 'dr', 'dr naseef', 'dr naseef opinion', 'dr naseef opinion leave', 'dr naseef opinion leave appointment', 'dr naseef opinion leave appointment date', 'dr naseef opinion leave appointment date surgery', 'naseef', 'naseef opinion', 'naseef opinion leave', 'naseef opinion leave appointment', 'naseef opinion leave appointment date', 'naseef opinion leave appointment date surgery', 'opinion', 'opinion leave', 'opinion leave appointment', 'opinion leave appointment date', 'opinion leave appointment date surgery', 'leave', 'leave appointment', 'leave appointment date', 'leave appointment date surgery', 'appointment', 'appointment date', 'appointment date surgery', 'date', 'date surgery', 'surgery']",0,0,0,0,1,0.08196721311475409
153790,"After paying over $2000 out of pocket, my distance vision is still blurry and have lots of floaters.",1,pay pocket distance vision flurry lot flower,"['pay', 'pay pocket', 'pay pocket distance', 'pay pocket distance vision', 'pay pocket distance vision flurry', 'pay pocket distance vision flurry lot', 'pay pocket distance vision flurry lot flower', 'pocket', 'pocket distance', 'pocket distance vision', 'pocket distance vision flurry', 'pocket distance vision flurry lot', 'pocket distance vision flurry lot flower', 'distance', 'distance vision', 'distance vision flurry', 'distance vision flurry lot', 'distance vision flurry lot flower', 'vision', 'vision flurry', 'vision flurry lot', 'vision flurry lot flower', 'flurry', 'flurry lot', 'flurry lot flower', 'lot', 'lot flower', 'flower']",0,1,0,0,0,0.08196721311475409
169144,"In order to reschedule for another date I had to come up with the 50%, then the next date was 5/31.",1,order schedule date come,"['order', 'order schedule', 'order schedule date', 'order schedule date come', 'schedule', 'schedule date', 'schedule date come', 'date', 'date come', 'come']",0,0,0,0,1,0.08196721311475409
150806,They were able to move my surgery date up so I can have it done before my birthday!,0,able surgery date birthday,"['able', 'able surgery', 'able surgery date', 'able surgery date birthday', 'surgery', 'surgery date', 'surgery date birthday', 'date', 'date birthday', 'birthday']",0,0,0,0,1,0.08196721311475409
123355,"I visited Dr. Crump at Swagel Wooten for some issues that I was having with my eye, (flashes, floaters ) they performed a thorough exam",0,visit dr cramp stage wooden issue have eye flash flower perform thorough examination,"['visit', 'visit dr', 'visit dr cramp', 'visit dr cramp stage', 'visit dr cramp stage wooden', 'visit dr cramp stage wooden issue', 'visit dr cramp stage wooden issue have', 'visit dr cramp stage wooden issue have eye', 'visit dr cramp stage wooden issue have eye flash', 'visit dr cramp stage wooden issue have eye flash flower', 'visit dr cramp stage wooden issue have eye flash flower perform', 'visit dr cramp stage wooden issue have eye flash flower perform thorough', 'visit dr cramp stage wooden issue have eye flash flower perform thorough examination', 'dr', 'dr cramp', 'dr cramp stage', 'dr cramp stage wooden', 'dr cramp stage wooden issue', 'dr cramp stage wooden issue have', 'dr cramp stage wooden issue have eye', 'dr cramp stage wooden issue have eye flash', 'dr cramp stage wooden issue have eye flash flower', 'dr cramp stage wooden issue have eye flash flower perform', 'dr cramp stage wooden issue have eye flash flower perform thorough', 'dr cramp stage wooden issue have eye flash flower perform thorough examination', 'cramp', 'cramp stage', 'cramp stage wooden', 'cramp stage wooden issue', 'cramp stage wooden issue have', 'cramp stage wooden issue have eye', 'cramp stage wooden issue have eye flash', 'cramp stage wooden issue have eye flash flower', 'cramp stage wooden issue have eye flash flower perform', 'cramp stage wooden issue have eye flash flower perform thorough', 'cramp stage wooden issue have eye flash flower perform thorough examination', 'stage', 'stage wooden', 'stage wooden issue', 'stage wooden issue have', 'stage wooden issue have eye', 'stage wooden issue have eye flash', 'stage wooden issue have eye flash flower', 'stage wooden issue have eye flash flower perform', 'stage wooden issue have eye flash flower perform thorough', 'stage wooden issue have eye flash flower perform thorough examination', 'wooden', 'wooden issue', 'wooden issue have', 'wooden issue have eye', 'wooden issue have eye flash', 'wooden issue have eye flash flower', 'wooden issue have eye flash flower perform', 'wooden issue have eye flash flower perform thorough', 'wooden issue have eye flash flower perform thorough examination', 'issue', 'issue have', 'issue have eye', 'issue have eye flash', 'issue have eye flash flower', 'issue have eye flash flower perform', 'issue have eye flash flower perform thorough', 'issue have eye flash flower perform thorough examination', 'have', 'have eye', 'have eye flash', 'have eye flash flower', 'have eye flash flower perform', 'have eye flash flower perform thorough', 'have eye flash flower perform thorough examination', 'eye', 'eye flash', 'eye flash flower', 'eye flash flower perform', 'eye flash flower perform thorough', 'eye flash flower perform thorough examination', 'flash', 'flash flower', 'flash flower perform', 'flash flower perform thorough', 'flash flower perform thorough examination', 'flower', 'flower perform', 'flower perform thorough', 'flower perform thorough examination', 'perform', 'perform thorough', 'perform thorough examination', 'thorough', 'thorough examination', 'examination']",0,1,0,0,0,0.08196721311475409
