commentId,comment,classification,comment_processed,word_phrase_list,mummy,mummy tuck,tuck,wonder,wrong,wrong pain,pain,similarity_score
115522,he seemed frustrated that I couldn?t pinpoint where the 2 pains were starting from (I can just feel the pain,1,frustrate pinpoint pain start feel pain,"['frustrate', 'frustrate pinpoint', 'frustrate pinpoint pain', 'frustrate pinpoint pain start', 'frustrate pinpoint pain start feel', 'frustrate pinpoint pain start feel pain', 'pinpoint', 'pinpoint pain', 'pinpoint pain start', 'pinpoint pain start feel', 'pinpoint pain start feel pain', 'pain', 'pain start', 'pain start feel', 'pain start feel pain', 'start', 'start feel', 'start feel pain', 'feel', 'feel pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
178164,"and May 2022, After 24 years of severe pain, I've been able to experience great relief, if I do",0,severe pain ve able experience great relief,"['severe', 'severe pain', 'severe pain ve', 'severe pain ve able', 'severe pain ve able experience', 'severe pain ve able experience great', 'severe pain ve able experience great relief', 'pain', 'pain ve', 'pain ve able', 'pain ve able experience', 'pain ve able experience great', 'pain ve able experience great relief', 've', 've able', 've able experience', 've able experience great', 've able experience great relief', 'able', 'able experience', 'able experience great', 'able experience great relief', 'experience', 'experience great', 'experience great relief', 'great', 'great relief', 'relief']",0,0,0,0,0,0,1,0.08196721311475409
173330,and now Im stuck needing another revision to extend the tummy tuck and remove,1,m stick need revision extend mummy tuck remove,"['m', 'm stick', 'm stick need', 'm stick need revision', 'm stick need revision extend', 'm stick need revision extend mummy', 'm stick need revision extend mummy tuck', 'm stick need revision extend mummy tuck remove', 'stick', 'stick need', 'stick need revision', 'stick need revision extend', 'stick need revision extend mummy', 'stick need revision extend mummy tuck', 'stick need revision extend mummy tuck remove', 'need', 'need revision', 'need revision extend', 'need revision extend mummy', 'need revision extend mummy tuck', 'need revision extend mummy tuck remove', 'revision', 'revision extend', 'revision extend mummy', 'revision extend mummy tuck', 'revision extend mummy tuck remove', 'extend', 'extend mummy', 'extend mummy tuck', 'extend mummy tuck remove', 'mummy', 'mummy tuck', 'mummy tuck remove', 'tuck', 'tuck remove', 'remove']",1,1,1,0,0,0,0,0.24590163934426226
155568,Also other dentist need to take note after I was done I didn?t have to run around in pain looking,0,dentist need note run pain look,"['dentist', 'dentist need', 'dentist need note', 'dentist need note run', 'dentist need note run pain', 'dentist need note run pain look', 'need', 'need note', 'need note run', 'need note run pain', 'need note run pain look', 'note', 'note run', 'note run pain', 'note run pain look', 'run', 'run pain', 'run pain look', 'pain', 'pain look', 'look']",0,0,0,0,0,0,1,0.08196721311475409
140628,Dr. Song actually listened to what my pains were and took me seriously.,0,actually listen pain take seriously,"['actually', 'actually listen', 'actually listen pain', 'actually listen pain take', 'actually listen pain take seriously', 'listen', 'listen pain', 'listen pain take', 'listen pain take seriously', 'pain', 'pain take', 'pain take seriously', 'take', 'take seriously', 'seriously']",0,0,0,0,0,0,1,0.08196721311475409
138426,"He did injection for my lower back 5 weeks ago, and I have been pain free for first time in last 5 years.",0,injection low pain free time,"['injection', 'injection low', 'injection low pain', 'injection low pain free', 'injection low pain free time', 'low', 'low pain', 'low pain free', 'low pain free time', 'pain', 'pain free', 'pain free time', 'free', 'free time', 'time']",0,0,0,0,0,0,1,0.08196721311475409
90710,The actual procedure only lasted a few seconds with absolutely no pain.,0,actual procedure last absolutely pain,"['actual', 'actual procedure', 'actual procedure last', 'actual procedure last absolutely', 'actual procedure last absolutely pain', 'procedure', 'procedure last', 'procedure last absolutely', 'procedure last absolutely pain', 'last', 'last absolutely', 'last absolutely pain', 'absolutely', 'absolutely pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
102971,"I had tried a bunch of over the counter creams but nothing helped and I was in pain, physical and emotional.",1,try bunch counter dream help pain physical emotional,"['try', 'try bunch', 'try bunch counter', 'try bunch counter dream', 'try bunch counter dream help', 'try bunch counter dream help pain', 'try bunch counter dream help pain physical', 'try bunch counter dream help pain physical emotional', 'bunch', 'bunch counter', 'bunch counter dream', 'bunch counter dream help', 'bunch counter dream help pain', 'bunch counter dream help pain physical', 'bunch counter dream help pain physical emotional', 'counter', 'counter dream', 'counter dream help', 'counter dream help pain', 'counter dream help pain physical', 'counter dream help pain physical emotional', 'dream', 'dream help', 'dream help pain', 'dream help pain physical', 'dream help pain physical emotional', 'help', 'help pain', 'help pain physical', 'help pain physical emotional', 'pain', 'pain physical', 'pain physical emotional', 'physical', 'physical emotional', 'emotional']",0,0,0,0,0,0,1,0.08196721311475409
123466,"She advised Kirby something was wrong 3 weeks ago, and she was ignored by Kirby and her staff.",1,advise dirty wrong ignore staff,"['advise', 'advise dirty', 'advise dirty wrong', 'advise dirty wrong ignore', 'advise dirty wrong ignore staff', 'dirty', 'dirty wrong', 'dirty wrong ignore', 'dirty wrong ignore staff', 'wrong', 'wrong ignore', 'wrong ignore staff', 'ignore', 'ignore staff', 'staff']",0,0,0,0,1,0,0,0.08196721311475409
176911,"Seriously, you can't go wrong with Gold Coast!",0,seriously wrong gold coast,"['seriously', 'seriously wrong', 'seriously wrong gold', 'seriously wrong gold coast', 'wrong', 'wrong gold', 'wrong gold coast', 'gold', 'gold coast', 'coast']",0,0,0,0,1,0,0,0.08196721311475409
174226,My original review was immediately after my procedure while I was crying in pain the surgeon approached me to write a review before I left.,1,original review immediately procedure cry pain surgeon approach write review leave,"['original', 'original review', 'original review immediately', 'original review immediately procedure', 'original review immediately procedure cry', 'original review immediately procedure cry pain', 'original review immediately procedure cry pain surgeon', 'original review immediately procedure cry pain surgeon approach', 'original review immediately procedure cry pain surgeon approach write', 'original review immediately procedure cry pain surgeon approach write review', 'original review immediately procedure cry pain surgeon approach write review leave', 'review', 'review immediately', 'review immediately procedure', 'review immediately procedure cry', 'review immediately procedure cry pain', 'review immediately procedure cry pain surgeon', 'review immediately procedure cry pain surgeon approach', 'review immediately procedure cry pain surgeon approach write', 'review immediately procedure cry pain surgeon approach write review', 'review immediately procedure cry pain surgeon approach write review leave', 'immediately', 'immediately procedure', 'immediately procedure cry', 'immediately procedure cry pain', 'immediately procedure cry pain surgeon', 'immediately procedure cry pain surgeon approach', 'immediately procedure cry pain surgeon approach write', 'immediately procedure cry pain surgeon approach write review', 'immediately procedure cry pain surgeon approach write review leave', 'procedure', 'procedure cry', 'procedure cry pain', 'procedure cry pain surgeon', 'procedure cry pain surgeon approach', 'procedure cry pain surgeon approach write', 'procedure cry pain surgeon approach write review', 'procedure cry pain surgeon approach write review leave', 'cry', 'cry pain', 'cry pain surgeon', 'cry pain surgeon approach', 'cry pain surgeon approach write', 'cry pain surgeon approach write review', 'cry pain surgeon approach write review leave', 'pain', 'pain surgeon', 'pain surgeon approach', 'pain surgeon approach write', 'pain surgeon approach write review', 'pain surgeon approach write review leave', 'surgeon', 'surgeon approach', 'surgeon approach write', 'surgeon approach write review', 'surgeon approach write review leave', 'approach', 'approach write', 'approach write review', 'approach write review leave', 'write', 'write review', 'write review leave', 'review', 'review leave', 'leave']",0,0,0,0,0,0,1,0.08196721311475409
105960,Disappointed Dr not willing to help accommodate or even offer after-hours support to deal with this pain.,1,disappoint dr willing help accommodate offer afterhours support deal pain,"['disappoint', 'disappoint dr', 'disappoint dr willing', 'disappoint dr willing help', 'disappoint dr willing help accommodate', 'disappoint dr willing help accommodate offer', 'disappoint dr willing help accommodate offer afterhours', 'disappoint dr willing help accommodate offer afterhours support', 'disappoint dr willing help accommodate offer afterhours support deal', 'disappoint dr willing help accommodate offer afterhours support deal pain', 'dr', 'dr willing', 'dr willing help', 'dr willing help accommodate', 'dr willing help accommodate offer', 'dr willing help accommodate offer afterhours', 'dr willing help accommodate offer afterhours support', 'dr willing help accommodate offer afterhours support deal', 'dr willing help accommodate offer afterhours support deal pain', 'willing', 'willing help', 'willing help accommodate', 'willing help accommodate offer', 'willing help accommodate offer afterhours', 'willing help accommodate offer afterhours support', 'willing help accommodate offer afterhours support deal', 'willing help accommodate offer afterhours support deal pain', 'help', 'help accommodate', 'help accommodate offer', 'help accommodate offer afterhours', 'help accommodate offer afterhours support', 'help accommodate offer afterhours support deal', 'help accommodate offer afterhours support deal pain', 'accommodate', 'accommodate offer', 'accommodate offer afterhours', 'accommodate offer afterhours support', 'accommodate offer afterhours support deal', 'accommodate offer afterhours support deal pain', 'offer', 'offer afterhours', 'offer afterhours support', 'offer afterhours support deal', 'offer afterhours support deal pain', 'afterhours', 'afterhours support', 'afterhours support deal', 'afterhours support deal pain', 'support', 'support deal', 'support deal pain', 'deal', 'deal pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
153227,When I tell them what's wrong they don't ignore the issue they try to solve it.,0,tell s wrong ignore issue try solve,"['tell', 'tell s', 'tell s wrong', 'tell s wrong ignore', 'tell s wrong ignore issue', 'tell s wrong ignore issue try', 'tell s wrong ignore issue try solve', 's', 's wrong', 's wrong ignore', 's wrong ignore issue', 's wrong ignore issue try', 's wrong ignore issue try solve', 'wrong', 'wrong ignore', 'wrong ignore issue', 'wrong ignore issue try', 'wrong ignore issue try solve', 'ignore', 'ignore issue', 'ignore issue try', 'ignore issue try solve', 'issue', 'issue try', 'issue try solve', 'try', 'try solve', 'solve']",0,0,0,0,1,0,0,0.08196721311475409
151595,I honestly wonder if he only had big ones in inventory and didn't want to reschedule to after the next delivery.,1,honestly wonder big one inventor want schedule delivery,"['honestly', 'honestly wonder', 'honestly wonder big', 'honestly wonder big one', 'honestly wonder big one inventor', 'honestly wonder big one inventor want', 'honestly wonder big one inventor want schedule', 'honestly wonder big one inventor want schedule delivery', 'wonder', 'wonder big', 'wonder big one', 'wonder big one inventor', 'wonder big one inventor want', 'wonder big one inventor want schedule', 'wonder big one inventor want schedule delivery', 'big', 'big one', 'big one inventor', 'big one inventor want', 'big one inventor want schedule', 'big one inventor want schedule delivery', 'one', 'one inventor', 'one inventor want', 'one inventor want schedule', 'one inventor want schedule delivery', 'inventor', 'inventor want', 'inventor want schedule', 'inventor want schedule delivery', 'want', 'want schedule', 'want schedule delivery', 'schedule', 'schedule delivery', 'delivery']",0,0,0,1,0,0,0,0.08196721311475409
126717,then yelling at me telling me i wrote things down wrong.,1,yell tell write thing wrong,"['yell', 'yell tell', 'yell tell write', 'yell tell write thing', 'yell tell write thing wrong', 'tell', 'tell write', 'tell write thing', 'tell write thing wrong', 'write', 'write thing', 'write thing wrong', 'thing', 'thing wrong', 'wrong']",0,0,0,0,1,0,0,0.08196721311475409
156347,section trying on glasses when I came to pick up the wrong contact lens?,1,section try glass come pick wrong contact lens,"['section', 'section try', 'section try glass', 'section try glass come', 'section try glass come pick', 'section try glass come pick wrong', 'section try glass come pick wrong contact', 'section try glass come pick wrong contact lens', 'try', 'try glass', 'try glass come', 'try glass come pick', 'try glass come pick wrong', 'try glass come pick wrong contact', 'try glass come pick wrong contact lens', 'glass', 'glass come', 'glass come pick', 'glass come pick wrong', 'glass come pick wrong contact', 'glass come pick wrong contact lens', 'come', 'come pick', 'come pick wrong', 'come pick wrong contact', 'come pick wrong contact lens', 'pick', 'pick wrong', 'pick wrong contact', 'pick wrong contact lens', 'wrong', 'wrong contact', 'wrong contact lens', 'contact', 'contact lens', 'lens']",0,0,0,0,1,0,0,0.08196721311475409
180764,I have since had an amazing tummy tuck and liposuction with Dr. Patty Flint,0,amaze mummy tuck liposuction flint,"['amaze', 'amaze mummy', 'amaze mummy tuck', 'amaze mummy tuck liposuction', 'amaze mummy tuck liposuction flint', 'mummy', 'mummy tuck', 'mummy tuck liposuction', 'mummy tuck liposuction flint', 'tuck', 'tuck liposuction', 'tuck liposuction flint', 'liposuction', 'liposuction flint', 'flint']",1,1,1,0,0,0,0,0.24590163934426226
185696,I also only took the pain med regimen the day of surgery and the day after only just because.,0,take pain master of education regiment surgery,"['take', 'take pain', 'take pain master', 'take pain master of', 'take pain master of education', 'take pain master of education regiment', 'take pain master of education regiment surgery', 'pain', 'pain master', 'pain master of', 'pain master of education', 'pain master of education regiment', 'pain master of education regiment surgery', 'master', 'master of', 'master of education', 'master of education regiment', 'master of education regiment surgery', 'of', 'of education', 'of education regiment', 'of education regiment surgery', 'education', 'education regiment', 'education regiment surgery', 'regiment', 'regiment surgery', 'surgery']",0,0,0,0,0,0,1,0.08196721311475409
76073,My tummy is flat and his placement of my belly button was perfect.,0,mummy flat placement belly button perfect,"['mummy', 'mummy flat', 'mummy flat placement', 'mummy flat placement belly', 'mummy flat placement belly button', 'mummy flat placement belly button perfect', 'flat', 'flat placement', 'flat placement belly', 'flat placement belly button', 'flat placement belly button perfect', 'placement', 'placement belly', 'placement belly button', 'placement belly button perfect', 'belly', 'belly button', 'belly button perfect', 'button', 'button perfect', 'perfect']",1,0,0,0,0,0,0,0.08196721311475409
75660,Though the doctor is very helpful but I wonder why he don't change his certain staffs who are,0,doctor helpful wonder change certain staff,"['doctor', 'doctor helpful', 'doctor helpful wonder', 'doctor helpful wonder change', 'doctor helpful wonder change certain', 'doctor helpful wonder change certain staff', 'helpful', 'helpful wonder', 'helpful wonder change', 'helpful wonder change certain', 'helpful wonder change certain staff', 'wonder', 'wonder change', 'wonder change certain', 'wonder change certain staff', 'change', 'change certain', 'change certain staff', 'certain', 'certain staff', 'staff']",0,0,0,1,0,0,0,0.08196721311475409
99321,Experienced year zero pain great bedside manner and all of the nurses and doctors could not do more to help.,0,experience pain great bedside manner nurse doctor help,"['experience', 'experience pain', 'experience pain great', 'experience pain great bedside', 'experience pain great bedside manner', 'experience pain great bedside manner nurse', 'experience pain great bedside manner nurse doctor', 'experience pain great bedside manner nurse doctor help', 'pain', 'pain great', 'pain great bedside', 'pain great bedside manner', 'pain great bedside manner nurse', 'pain great bedside manner nurse doctor', 'pain great bedside manner nurse doctor help', 'great', 'great bedside', 'great bedside manner', 'great bedside manner nurse', 'great bedside manner nurse doctor', 'great bedside manner nurse doctor help', 'bedside', 'bedside manner', 'bedside manner nurse', 'bedside manner nurse doctor', 'bedside manner nurse doctor help', 'manner', 'manner nurse', 'manner nurse doctor', 'manner nurse doctor help', 'nurse', 'nurse doctor', 'nurse doctor help', 'doctor', 'doctor help', 'help']",0,0,0,0,0,0,1,0.08196721311475409
111802,They had the wrong surgery on me last year and almost killed me.,1,wrong surgery kill,"['wrong', 'wrong surgery', 'wrong surgery kill', 'surgery', 'surgery kill', 'kill']",0,0,0,0,1,0,0,0.08196721311475409
115524,"I replied that I?ve had extreme hip pain that worsens when I walk, bike, garden, sit, sleep, etc.",1,answer ve extreme hip pain horse walk bike garden sit sleep etc,"['answer', 'answer ve', 'answer ve extreme', 'answer ve extreme hip', 'answer ve extreme hip pain', 'answer ve extreme hip pain horse', 'answer ve extreme hip pain horse walk', 'answer ve extreme hip pain horse walk bike', 'answer ve extreme hip pain horse walk bike garden', 'answer ve extreme hip pain horse walk bike garden sit', 'answer ve extreme hip pain horse walk bike garden sit sleep', 'answer ve extreme hip pain horse walk bike garden sit sleep etc', 've', 've extreme', 've extreme hip', 've extreme hip pain', 've extreme hip pain horse', 've extreme hip pain horse walk', 've extreme hip pain horse walk bike', 've extreme hip pain horse walk bike garden', 've extreme hip pain horse walk bike garden sit', 've extreme hip pain horse walk bike garden sit sleep', 've extreme hip pain horse walk bike garden sit sleep etc', 'extreme', 'extreme hip', 'extreme hip pain', 'extreme hip pain horse', 'extreme hip pain horse walk', 'extreme hip pain horse walk bike', 'extreme hip pain horse walk bike garden', 'extreme hip pain horse walk bike garden sit', 'extreme hip pain horse walk bike garden sit sleep', 'extreme hip pain horse walk bike garden sit sleep etc', 'hip', 'hip pain', 'hip pain horse', 'hip pain horse walk', 'hip pain horse walk bike', 'hip pain horse walk bike garden', 'hip pain horse walk bike garden sit', 'hip pain horse walk bike garden sit sleep', 'hip pain horse walk bike garden sit sleep etc', 'pain', 'pain horse', 'pain horse walk', 'pain horse walk bike', 'pain horse walk bike garden', 'pain horse walk bike garden sit', 'pain horse walk bike garden sit sleep', 'pain horse walk bike garden sit sleep etc', 'horse', 'horse walk', 'horse walk bike', 'horse walk bike garden', 'horse walk bike garden sit', 'horse walk bike garden sit sleep', 'horse walk bike garden sit sleep etc', 'walk', 'walk bike', 'walk bike garden', 'walk bike garden sit', 'walk bike garden sit sleep', 'walk bike garden sit sleep etc', 'bike', 'bike garden', 'bike garden sit', 'bike garden sit sleep', 'bike garden sit sleep etc', 'garden', 'garden sit', 'garden sit sleep', 'garden sit sleep etc', 'sit', 'sit sleep', 'sit sleep etc', 'sleep', 'sleep etc', 'etc']",0,0,0,0,0,0,1,0.08196721311475409
96301,I have not had any of the pain that I initially went into surgery for.,0,pain initially go surgery,"['pain', 'pain initially', 'pain initially go', 'pain initially go surgery', 'initially', 'initially go', 'initially go surgery', 'go', 'go surgery', 'surgery']",0,0,0,0,0,0,1,0.08196721311475409
151267,"I had a tummy tuck on December 18,2020 and Dr.Truesdale gave me proper attention and care in regards to my surgery.",0,mummy tuck drtruesdale give proper attention care regard surgery,"['mummy', 'mummy tuck', 'mummy tuck drtruesdale', 'mummy tuck drtruesdale give', 'mummy tuck drtruesdale give proper', 'mummy tuck drtruesdale give proper attention', 'mummy tuck drtruesdale give proper attention care', 'mummy tuck drtruesdale give proper attention care regard', 'mummy tuck drtruesdale give proper attention care regard surgery', 'tuck', 'tuck drtruesdale', 'tuck drtruesdale give', 'tuck drtruesdale give proper', 'tuck drtruesdale give proper attention', 'tuck drtruesdale give proper attention care', 'tuck drtruesdale give proper attention care regard', 'tuck drtruesdale give proper attention care regard surgery', 'drtruesdale', 'drtruesdale give', 'drtruesdale give proper', 'drtruesdale give proper attention', 'drtruesdale give proper attention care', 'drtruesdale give proper attention care regard', 'drtruesdale give proper attention care regard surgery', 'give', 'give proper', 'give proper attention', 'give proper attention care', 'give proper attention care regard', 'give proper attention care regard surgery', 'proper', 'proper attention', 'proper attention care', 'proper attention care regard', 'proper attention care regard surgery', 'attention', 'attention care', 'attention care regard', 'attention care regard surgery', 'care', 'care regard', 'care regard surgery', 'regard', 'regard surgery', 'surgery']",1,1,1,0,0,0,0,0.24590163934426226
89860,and then basically raped her with an internal ultrasound tool while she screamed stop please pain in her limited English.,1,basically rapid internal ultrasound tool scream stop pain limited,"['basically', 'basically rapid', 'basically rapid internal', 'basically rapid internal ultrasound', 'basically rapid internal ultrasound tool', 'basically rapid internal ultrasound tool scream', 'basically rapid internal ultrasound tool scream stop', 'basically rapid internal ultrasound tool scream stop pain', 'basically rapid internal ultrasound tool scream stop pain limited', 'rapid', 'rapid internal', 'rapid internal ultrasound', 'rapid internal ultrasound tool', 'rapid internal ultrasound tool scream', 'rapid internal ultrasound tool scream stop', 'rapid internal ultrasound tool scream stop pain', 'rapid internal ultrasound tool scream stop pain limited', 'internal', 'internal ultrasound', 'internal ultrasound tool', 'internal ultrasound tool scream', 'internal ultrasound tool scream stop', 'internal ultrasound tool scream stop pain', 'internal ultrasound tool scream stop pain limited', 'ultrasound', 'ultrasound tool', 'ultrasound tool scream', 'ultrasound tool scream stop', 'ultrasound tool scream stop pain', 'ultrasound tool scream stop pain limited', 'tool', 'tool scream', 'tool scream stop', 'tool scream stop pain', 'tool scream stop pain limited', 'scream', 'scream stop', 'scream stop pain', 'scream stop pain limited', 'stop', 'stop pain', 'stop pain limited', 'pain', 'pain limited', 'limited']",0,0,0,0,0,0,1,0.08196721311475409
85843,I haven't had to take more than Tylenol. ((Percocet makes me sick)) hopefully the pain doesn't get worst.,0,acetaminophen percocet make sick hopefully pain bad,"['acetaminophen', 'acetaminophen percocet', 'acetaminophen percocet make', 'acetaminophen percocet make sick', 'acetaminophen percocet make sick hopefully', 'acetaminophen percocet make sick hopefully pain', 'acetaminophen percocet make sick hopefully pain bad', 'percocet', 'percocet make', 'percocet make sick', 'percocet make sick hopefully', 'percocet make sick hopefully pain', 'percocet make sick hopefully pain bad', 'make', 'make sick', 'make sick hopefully', 'make sick hopefully pain', 'make sick hopefully pain bad', 'sick', 'sick hopefully', 'sick hopefully pain', 'sick hopefully pain bad', 'hopefully', 'hopefully pain', 'hopefully pain bad', 'pain', 'pain bad', 'bad']",0,0,0,0,0,0,1,0.08196721311475409
129546,I've been pain free or very minor pain levels after only a couple of treatments and I have been improving ever since.,0,ve pain free minor pain level couple treatment better,"['ve', 've pain', 've pain free', 've pain free minor', 've pain free minor pain', 've pain free minor pain level', 've pain free minor pain level couple', 've pain free minor pain level couple treatment', 've pain free minor pain level couple treatment better', 'pain', 'pain free', 'pain free minor', 'pain free minor pain', 'pain free minor pain level', 'pain free minor pain level couple', 'pain free minor pain level couple treatment', 'pain free minor pain level couple treatment better', 'free', 'free minor', 'free minor pain', 'free minor pain level', 'free minor pain level couple', 'free minor pain level couple treatment', 'free minor pain level couple treatment better', 'minor', 'minor pain', 'minor pain level', 'minor pain level couple', 'minor pain level couple treatment', 'minor pain level couple treatment better', 'pain', 'pain level', 'pain level couple', 'pain level couple treatment', 'pain level couple treatment better', 'level', 'level couple', 'level couple treatment', 'level couple treatment better', 'couple', 'couple treatment', 'couple treatment better', 'treatment', 'treatment better', 'better']",0,0,0,0,0,0,1,0.08196721311475409
143541,"plan to eliminate my nonstop pain, all the while making sure it was something I wanted",0,plan eliminate nonstop pain make sure want,"['plan', 'plan eliminate', 'plan eliminate nonstop', 'plan eliminate nonstop pain', 'plan eliminate nonstop pain make', 'plan eliminate nonstop pain make sure', 'plan eliminate nonstop pain make sure want', 'eliminate', 'eliminate nonstop', 'eliminate nonstop pain', 'eliminate nonstop pain make', 'eliminate nonstop pain make sure', 'eliminate nonstop pain make sure want', 'nonstop', 'nonstop pain', 'nonstop pain make', 'nonstop pain make sure', 'nonstop pain make sure want', 'pain', 'pain make', 'pain make sure', 'pain make sure want', 'make', 'make sure', 'make sure want', 'sure', 'sure want', 'want']",0,0,0,0,0,0,1,0.08196721311475409
125943,He has a fantastic bedside manor. I trust him to make the best decisions for me and my aches and pains ...,0,fantastic bedside manor trust good decision ache pain,"['fantastic', 'fantastic bedside', 'fantastic bedside manor', 'fantastic bedside manor trust', 'fantastic bedside manor trust good', 'fantastic bedside manor trust good decision', 'fantastic bedside manor trust good decision ache', 'fantastic bedside manor trust good decision ache pain', 'bedside', 'bedside manor', 'bedside manor trust', 'bedside manor trust good', 'bedside manor trust good decision', 'bedside manor trust good decision ache', 'bedside manor trust good decision ache pain', 'manor', 'manor trust', 'manor trust good', 'manor trust good decision', 'manor trust good decision ache', 'manor trust good decision ache pain', 'trust', 'trust good', 'trust good decision', 'trust good decision ache', 'trust good decision ache pain', 'good', 'good decision', 'good decision ache', 'good decision ache pain', 'decision', 'decision ache', 'decision ache pain', 'ache', 'ache pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
121108,"After going a year in pain misdiagnosed, Dr Greene diagnosed the problem in one visit, confirmed with MRI,",0,go pain misdiagnosed dr greene diagnose problem visit confirm mister,"['go', 'go pain', 'go pain misdiagnosed', 'go pain misdiagnosed dr', 'go pain misdiagnosed dr greene', 'go pain misdiagnosed dr greene diagnose', 'go pain misdiagnosed dr greene diagnose problem', 'go pain misdiagnosed dr greene diagnose problem visit', 'go pain misdiagnosed dr greene diagnose problem visit confirm', 'go pain misdiagnosed dr greene diagnose problem visit confirm mister', 'pain', 'pain misdiagnosed', 'pain misdiagnosed dr', 'pain misdiagnosed dr greene', 'pain misdiagnosed dr greene diagnose', 'pain misdiagnosed dr greene diagnose problem', 'pain misdiagnosed dr greene diagnose problem visit', 'pain misdiagnosed dr greene diagnose problem visit confirm', 'pain misdiagnosed dr greene diagnose problem visit confirm mister', 'misdiagnosed', 'misdiagnosed dr', 'misdiagnosed dr greene', 'misdiagnosed dr greene diagnose', 'misdiagnosed dr greene diagnose problem', 'misdiagnosed dr greene diagnose problem visit', 'misdiagnosed dr greene diagnose problem visit confirm', 'misdiagnosed dr greene diagnose problem visit confirm mister', 'dr', 'dr greene', 'dr greene diagnose', 'dr greene diagnose problem', 'dr greene diagnose problem visit', 'dr greene diagnose problem visit confirm', 'dr greene diagnose problem visit confirm mister', 'greene', 'greene diagnose', 'greene diagnose problem', 'greene diagnose problem visit', 'greene diagnose problem visit confirm', 'greene diagnose problem visit confirm mister', 'diagnose', 'diagnose problem', 'diagnose problem visit', 'diagnose problem visit confirm', 'diagnose problem visit confirm mister', 'problem', 'problem visit', 'problem visit confirm', 'problem visit confirm mister', 'visit', 'visit confirm', 'visit confirm mister', 'confirm', 'confirm mister', 'mister']",0,0,0,0,0,0,1,0.08196721311475409
148531,I was not informed until then that he will not prescribe pain medication to ANY,1,inform order pain meditation,"['inform', 'inform order', 'inform order pain', 'inform order pain meditation', 'order', 'order pain', 'order pain meditation', 'pain', 'pain meditation', 'meditation']",0,0,0,0,0,0,1,0.08196721311475409
156736,Drove all the way from Elon to greensboro I wonder if the will reimbuse my milage?,1,drive way elson greensboro wonder reimburse mileage,"['drive', 'drive way', 'drive way elson', 'drive way elson greensboro', 'drive way elson greensboro wonder', 'drive way elson greensboro wonder reimburse', 'drive way elson greensboro wonder reimburse mileage', 'way', 'way elson', 'way elson greensboro', 'way elson greensboro wonder', 'way elson greensboro wonder reimburse', 'way elson greensboro wonder reimburse mileage', 'elson', 'elson greensboro', 'elson greensboro wonder', 'elson greensboro wonder reimburse', 'elson greensboro wonder reimburse mileage', 'greensboro', 'greensboro wonder', 'greensboro wonder reimburse', 'greensboro wonder reimburse mileage', 'wonder', 'wonder reimburse', 'wonder reimburse mileage', 'reimburse', 'reimburse mileage', 'mileage']",0,0,0,1,0,0,0,0.08196721311475409
148299,Nothing wrong with the doctor.,0,wrong doctor,"['wrong', 'wrong doctor', 'doctor']",0,0,0,0,1,0,0,0.08196721311475409
153824,taking any....if they gave me something stronger that would actually help my pain!,1,take give strong actually help pain,"['take', 'take give', 'take give strong', 'take give strong actually', 'take give strong actually help', 'take give strong actually help pain', 'give', 'give strong', 'give strong actually', 'give strong actually help', 'give strong actually help pain', 'strong', 'strong actually', 'strong actually help', 'strong actually help pain', 'actually', 'actually help', 'actually help pain', 'help', 'help pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
179467,and has been the only doctor willing to spend the extra time with me to help better assist me and my Pain needs.,0,doctor willing spend extra time help good assist pain need,"['doctor', 'doctor willing', 'doctor willing spend', 'doctor willing spend extra', 'doctor willing spend extra time', 'doctor willing spend extra time help', 'doctor willing spend extra time help good', 'doctor willing spend extra time help good assist', 'doctor willing spend extra time help good assist pain', 'doctor willing spend extra time help good assist pain need', 'willing', 'willing spend', 'willing spend extra', 'willing spend extra time', 'willing spend extra time help', 'willing spend extra time help good', 'willing spend extra time help good assist', 'willing spend extra time help good assist pain', 'willing spend extra time help good assist pain need', 'spend', 'spend extra', 'spend extra time', 'spend extra time help', 'spend extra time help good', 'spend extra time help good assist', 'spend extra time help good assist pain', 'spend extra time help good assist pain need', 'extra', 'extra time', 'extra time help', 'extra time help good', 'extra time help good assist', 'extra time help good assist pain', 'extra time help good assist pain need', 'time', 'time help', 'time help good', 'time help good assist', 'time help good assist pain', 'time help good assist pain need', 'help', 'help good', 'help good assist', 'help good assist pain', 'help good assist pain need', 'good', 'good assist', 'good assist pain', 'good assist pain need', 'assist', 'assist pain', 'assist pain need', 'pain', 'pain need', 'need']",0,0,0,0,0,0,1,0.08196721311475409
87241,The brace caused me a great deal of pain,1,brace cause great deal pain,"['brace', 'brace cause', 'brace cause great', 'brace cause great deal', 'brace cause great deal pain', 'cause', 'cause great', 'cause great deal', 'cause great deal pain', 'great', 'great deal', 'great deal pain', 'deal', 'deal pain', 'pain']",0,0,0,0,0,0,1,0.08196721311475409
