commentId,comment,classification,comment_processed,word_phrase_list,overall,overall terrific,overall terrific office,terrific,terrific office,office,similarity_score,regression_weight
85701,and his office was excellent from start to finish.,0,office excellent start finish,"['office', 'office excellent', 'office excellent start', 'office excellent start finish', 'excellent', 'excellent start', 'excellent start finish', 'start', 'start finish', 'finish']",0,0,0,0,0,1,0.1470588235294117,0.0
184014,"Dr. Romanelli educated me during each step of the process and set clear expectations, which were exceeded overall.",0,educate step process set clear expectation exceed overall,"['educate', 'educate step', 'educate step process', 'educate step process set', 'educate step process set clear', 'educate step process set clear expectation', 'educate step process set clear expectation exceed', 'educate step process set clear expectation exceed overall', 'step', 'step process', 'step process set', 'step process set clear', 'step process set clear expectation', 'step process set clear expectation exceed', 'step process set clear expectation exceed overall', 'process', 'process set', 'process set clear', 'process set clear expectation', 'process set clear expectation exceed', 'process set clear expectation exceed overall', 'set', 'set clear', 'set clear expectation', 'set clear expectation exceed', 'set clear expectation exceed overall', 'clear', 'clear expectation', 'clear expectation exceed', 'clear expectation exceed overall', 'expectation', 'expectation exceed', 'expectation exceed overall', 'exceed', 'exceed overall', 'overall']",1,0,0,0,0,0,0.0833333333333333,0.0
122754,I regret the day I stepped foot into this office.,1,regret step foot office,"['regret', 'regret step', 'regret step foot', 'regret step foot office', 'step', 'step foot', 'step foot office', 'foot', 'foot office', 'office']",0,0,0,0,0,1,0.1470588235294117,0.0
99863,Awesome dental office to come too.,0,amazing dental office come,"['amazing', 'amazing dental', 'amazing dental office', 'amazing dental office come', 'dental', 'dental office', 'dental office come', 'office', 'office come', 'come']",0,0,0,0,0,1,0.1470588235294117,0.0
142095,"The receptionist is very cheerful, as well as the rest of the front office staff.",0,reception cheerful rest office staff,"['reception', 'reception cheerful', 'reception cheerful rest', 'reception cheerful rest office', 'reception cheerful rest office staff', 'cheerful', 'cheerful rest', 'cheerful rest office', 'cheerful rest office staff', 'rest', 'rest office', 'rest office staff', 'office', 'office staff', 'staff']",0,0,0,0,0,1,0.1282051282051282,0.0
95024,This dental office is the real deal.,0,dental office real deal,"['dental', 'dental office', 'dental office real', 'dental office real deal', 'office', 'office real', 'office real deal', 'real', 'real deal', 'deal']",0,0,0,0,0,1,0.1470588235294117,0.0
151922,This office is very busy but manages to move patients through the many eye tests quickly and efficiently.,0,office busy manage patient eye test quickly efficiently,"['office', 'office busy', 'office busy manage', 'office busy manage patient', 'office busy manage patient eye', 'office busy manage patient eye test', 'office busy manage patient eye test quickly', 'office busy manage patient eye test quickly efficiently', 'busy', 'busy manage', 'busy manage patient', 'busy manage patient eye', 'busy manage patient eye test', 'busy manage patient eye test quickly', 'busy manage patient eye test quickly efficiently', 'manage', 'manage patient', 'manage patient eye', 'manage patient eye test', 'manage patient eye test quickly', 'manage patient eye test quickly efficiently', 'patient', 'patient eye', 'patient eye test', 'patient eye test quickly', 'patient eye test quickly efficiently', 'eye', 'eye test', 'eye test quickly', 'eye test quickly efficiently', 'test', 'test quickly', 'test quickly efficiently', 'quickly', 'quickly efficiently', 'efficiently']",0,0,0,0,0,1,0.0833333333333333,0.0
112118,These other comments posted are about in office procedures - beware of face lifts/neck lifts - look at yelp review for my picture,1,comment post office procedure beware face liftsneck lift look yip review picture,"['comment', 'comment post', 'comment post office', 'comment post office procedure', 'comment post office procedure beware', 'comment post office procedure beware face', 'comment post office procedure beware face liftsneck', 'comment post office procedure beware face liftsneck lift', 'comment post office procedure beware face liftsneck lift look', 'comment post office procedure beware face liftsneck lift look yip', 'comment post office procedure beware face liftsneck lift look yip review', 'comment post office procedure beware face liftsneck lift look yip review picture', 'post', 'post office', 'post office procedure', 'post office procedure beware', 'post office procedure beware face', 'post office procedure beware face liftsneck', 'post office procedure beware face liftsneck lift', 'post office procedure beware face liftsneck lift look', 'post office procedure beware face liftsneck lift look yip', 'post office procedure beware face liftsneck lift look yip review', 'post office procedure beware face liftsneck lift look yip review picture', 'office', 'office procedure', 'office procedure beware', 'office procedure beware face', 'office procedure beware face liftsneck', 'office procedure beware face liftsneck lift', 'office procedure beware face liftsneck lift look', 'office procedure beware face liftsneck lift look yip', 'office procedure beware face liftsneck lift look yip review', 'office procedure beware face liftsneck lift look yip review picture', 'procedure', 'procedure beware', 'procedure beware face', 'procedure beware face liftsneck', 'procedure beware face liftsneck lift', 'procedure beware face liftsneck lift look', 'procedure beware face liftsneck lift look yip', 'procedure beware face liftsneck lift look yip review', 'procedure beware face liftsneck lift look yip review picture', 'beware', 'beware face', 'beware face liftsneck', 'beware face liftsneck lift', 'beware face liftsneck lift look', 'beware face liftsneck lift look yip', 'beware face liftsneck lift look yip review', 'beware face liftsneck lift look yip review picture', 'face', 'face liftsneck', 'face liftsneck lift', 'face liftsneck lift look', 'face liftsneck lift look yip', 'face liftsneck lift look yip review', 'face liftsneck lift look yip review picture', 'liftsneck', 'liftsneck lift', 'liftsneck lift look', 'liftsneck lift look yip', 'liftsneck lift look yip review', 'liftsneck lift look yip review picture', 'lift', 'lift look', 'lift look yip', 'lift look yip review', 'lift look yip review picture', 'look', 'look yip', 'look yip review', 'look yip review picture', 'yip', 'yip review', 'yip review picture', 'review', 'review picture', 'picture']",0,0,0,0,0,1,0.0490196078431372,0.0
125781,"Julia Kleinman, the occupational therapist with whom I met weekly for therapy and changing the bandages, was terrific.",0,occupational therapist meet therapy change bandage terrific,"['occupational', 'occupational therapist', 'occupational therapist meet', 'occupational therapist meet therapy', 'occupational therapist meet therapy change', 'occupational therapist meet therapy change bandage', 'occupational therapist meet therapy change bandage terrific', 'therapist', 'therapist meet', 'therapist meet therapy', 'therapist meet therapy change', 'therapist meet therapy change bandage', 'therapist meet therapy change bandage terrific', 'meet', 'meet therapy', 'meet therapy change', 'meet therapy change bandage', 'meet therapy change bandage terrific', 'therapy', 'therapy change', 'therapy change bandage', 'therapy change bandage terrific', 'change', 'change bandage', 'change bandage terrific', 'bandage', 'bandage terrific', 'terrific']",0,0,0,1,0,0,0.0961538461538461,0.0
99605,Dr. Zakeri and his office are hard working and very helpfull.,0,office hard work helpful,"['office', 'office hard', 'office hard work', 'office hard work helpful', 'hard', 'hard work', 'hard work helpful', 'work', 'work helpful', 'helpful']",0,0,0,0,0,1,0.1470588235294117,0.0
105682,"Every time I come to the office, Stella greets me with a smile.",0,time come office greet smile,"['time', 'time come', 'time come office', 'time come office greet', 'time come office greet smile', 'come', 'come office', 'come office greet', 'come office greet smile', 'office', 'office greet', 'office greet smile', 'greet', 'greet smile', 'smile']",0,0,0,0,0,1,0.1282051282051282,0.0
87252,Enjoy my visit to his office which is had to say about going to a dentist in the past.,0,enjoy visit office go dentist past,"['enjoy', 'enjoy visit', 'enjoy visit office', 'enjoy visit office go', 'enjoy visit office go dentist', 'enjoy visit office go dentist past', 'visit', 'visit office', 'visit office go', 'visit office go dentist', 'visit office go dentist past', 'office', 'office go', 'office go dentist', 'office go dentist past', 'go', 'go dentist', 'go dentist past', 'dentist', 'dentist past', 'past']",0,0,0,0,0,1,0.1111111111111111,0.0
112703,"Needless to say, I will not be returning to this office, nor will I recommend it to my clients.",1,needle not return office recommend client,"['needle', 'needle not', 'needle not return', 'needle not return office', 'needle not return office recommend', 'needle not return office recommend client', 'not', 'not return', 'not return office', 'not return office recommend', 'not return office recommend client', 'return', 'return office', 'return office recommend', 'return office recommend client', 'office', 'office recommend', 'office recommend client', 'recommend', 'recommend client', 'client']",0,0,0,0,0,1,0.1111111111111111,0.0
118257,There is not another Dental office anywhere that I could recommend more highly than the amazing team at Beaver Dental care in Jacksonville.,0,not dental office recommend highly amaze team beaver dental care,"['not', 'not dental', 'not dental office', 'not dental office recommend', 'not dental office recommend highly', 'not dental office recommend highly amaze', 'not dental office recommend highly amaze team', 'not dental office recommend highly amaze team beaver', 'not dental office recommend highly amaze team beaver dental', 'not dental office recommend highly amaze team beaver dental care', 'dental', 'dental office', 'dental office recommend', 'dental office recommend highly', 'dental office recommend highly amaze', 'dental office recommend highly amaze team', 'dental office recommend highly amaze team beaver', 'dental office recommend highly amaze team beaver dental', 'dental office recommend highly amaze team beaver dental care', 'office', 'office recommend', 'office recommend highly', 'office recommend highly amaze', 'office recommend highly amaze team', 'office recommend highly amaze team beaver', 'office recommend highly amaze team beaver dental', 'office recommend highly amaze team beaver dental care', 'recommend', 'recommend highly', 'recommend highly amaze', 'recommend highly amaze team', 'recommend highly amaze team beaver', 'recommend highly amaze team beaver dental', 'recommend highly amaze team beaver dental care', 'highly', 'highly amaze', 'highly amaze team', 'highly amaze team beaver', 'highly amaze team beaver dental', 'highly amaze team beaver dental care', 'amaze', 'amaze team', 'amaze team beaver', 'amaze team beaver dental', 'amaze team beaver dental care', 'team', 'team beaver', 'team beaver dental', 'team beaver dental care', 'beaver', 'beaver dental', 'beaver dental care', 'dental', 'dental care', 'care']",0,0,0,0,0,1,0.0632911392405063,0.0
104896,Completely non-empathetic reception/front office staff.,1,completely nonempathetic receptionfront office staff,"['completely', 'completely nonempathetic', 'completely nonempathetic receptionfront', 'completely nonempathetic receptionfront office', 'completely nonempathetic receptionfront office staff', 'nonempathetic', 'nonempathetic receptionfront', 'nonempathetic receptionfront office', 'nonempathetic receptionfront office staff', 'receptionfront', 'receptionfront office', 'receptionfront office staff', 'office', 'office staff', 'staff']",0,0,0,0,0,1,0.1282051282051282,0.0
98694,Dr. Muntean is terrific!,0,terrific,['terrific'],0,0,0,1,0,0,0.2,0.0
179133,It's time to call Dr.Tirupathi office to become a new patient!??????? ??,0,time drtirupathi office new patient,"['time', 'time drtirupathi', 'time drtirupathi office', 'time drtirupathi office new', 'time drtirupathi office new patient', 'drtirupathi', 'drtirupathi office', 'drtirupathi office new', 'drtirupathi office new patient', 'office', 'office new', 'office new patient', 'new', 'new patient', 'patient']",0,0,0,0,0,1,0.1282051282051282,0.0
119993,"And the office staff, They contributed to and share in that 5-star rating.",0,office staff contribute share star rat,"['office', 'office staff', 'office staff contribute', 'office staff contribute share', 'office staff contribute share star', 'office staff contribute share star rat', 'staff', 'staff contribute', 'staff contribute share', 'staff contribute share star', 'staff contribute share star rat', 'contribute', 'contribute share', 'contribute share star', 'contribute share star rat', 'share', 'share star', 'share star rat', 'star', 'star rat', 'rat']",0,0,0,0,0,1,0.1111111111111111,0.0
96468,This office has an extremely professional staff and very good Dentist the latest equipment,0,office extremely professional staff good dentist late equipment,"['office', 'office extremely', 'office extremely professional', 'office extremely professional staff', 'office extremely professional staff good', 'office extremely professional staff good dentist', 'office extremely professional staff good dentist late', 'office extremely professional staff good dentist late equipment', 'extremely', 'extremely professional', 'extremely professional staff', 'extremely professional staff good', 'extremely professional staff good dentist', 'extremely professional staff good dentist late', 'extremely professional staff good dentist late equipment', 'professional', 'professional staff', 'professional staff good', 'professional staff good dentist', 'professional staff good dentist late', 'professional staff good dentist late equipment', 'staff', 'staff good', 'staff good dentist', 'staff good dentist late', 'staff good dentist late equipment', 'good', 'good dentist', 'good dentist late', 'good dentist late equipment', 'dentist', 'dentist late', 'dentist late equipment', 'late', 'late equipment', 'equipment']",0,0,0,0,0,1,0.0833333333333333,0.0
160098,I booked the appointment only to find his office had cancelled it altogether with no explanation whatsoever.,1,book appointment find office cancel altogether no explanation any,"['book', 'book appointment', 'book appointment find', 'book appointment find office', 'book appointment find office cancel', 'book appointment find office cancel altogether', 'book appointment find office cancel altogether no', 'book appointment find office cancel altogether no explanation', 'book appointment find office cancel altogether no explanation any', 'appointment', 'appointment find', 'appointment find office', 'appointment find office cancel', 'appointment find office cancel altogether', 'appointment find office cancel altogether no', 'appointment find office cancel altogether no explanation', 'appointment find office cancel altogether no explanation any', 'find', 'find office', 'find office cancel', 'find office cancel altogether', 'find office cancel altogether no', 'find office cancel altogether no explanation', 'find office cancel altogether no explanation any', 'office', 'office cancel', 'office cancel altogether', 'office cancel altogether no', 'office cancel altogether no explanation', 'office cancel altogether no explanation any', 'cancel', 'cancel altogether', 'cancel altogether no', 'cancel altogether no explanation', 'cancel altogether no explanation any', 'altogether', 'altogether no', 'altogether no explanation', 'altogether no explanation any', 'no', 'no explanation', 'no explanation any', 'explanation', 'explanation any', 'any']",0,0,0,0,0,1,0.072463768115942,0.0
178532,"From first impression of trouble making an appointment, to the office staff",1,impression trouble make appointment office staff,"['impression', 'impression trouble', 'impression trouble make', 'impression trouble make appointment', 'impression trouble make appointment office', 'impression trouble make appointment office staff', 'trouble', 'trouble make', 'trouble make appointment', 'trouble make appointment office', 'trouble make appointment office staff', 'make', 'make appointment', 'make appointment office', 'make appointment office staff', 'appointment', 'appointment office', 'appointment office staff', 'office', 'office staff', 'staff']",0,0,0,0,0,1,0.1111111111111111,0.0
125491,Follow up at their office and my own optometrist makes it easy.,0,follow office optometrist make easy,"['follow', 'follow office', 'follow office optometrist', 'follow office optometrist make', 'follow office optometrist make easy', 'office', 'office optometrist', 'office optometrist make', 'office optometrist make easy', 'optometrist', 'optometrist make', 'optometrist make easy', 'make', 'make easy', 'easy']",0,0,0,0,0,1,0.1282051282051282,0.0
88075,Her office is often a hustle bustle environment- I think that's a very good sign,0,office rustle bustle environment think good sign,"['office', 'office rustle', 'office rustle bustle', 'office rustle bustle environment', 'office rustle bustle environment think', 'office rustle bustle environment think good', 'office rustle bustle environment think good sign', 'rustle', 'rustle bustle', 'rustle bustle environment', 'rustle bustle environment think', 'rustle bustle environment think good', 'rustle bustle environment think good sign', 'bustle', 'bustle environment', 'bustle environment think', 'bustle environment think good', 'bustle environment think good sign', 'environment', 'environment think', 'environment think good', 'environment think good sign', 'think', 'think good', 'think good sign', 'good', 'good sign', 'sign']",0,0,0,0,0,1,0.0961538461538461,0.0
115064,"You have your surgery at the office,",0,surgery office,"['surgery', 'surgery office', 'office']",0,0,0,0,0,1,0.1851851851851851,0.0
181112,"Still getting the ""office is closed"" message. 2 days before the procedure (it was a Saturday) I",1,get office close procedure,"['get', 'get office', 'get office close', 'get office close procedure', 'office', 'office close', 'office close procedure', 'close', 'close procedure', 'procedure']",0,0,0,0,0,1,0.1470588235294117,0.0
111906,The office provided wonderful care.,0,office provide fantastic care,"['office', 'office provide', 'office provide fantastic', 'office provide fantastic care', 'provide', 'provide fantastic', 'provide fantastic care', 'fantastic', 'fantastic care', 'care']",0,0,0,0,0,1,0.1470588235294117,0.0
180116,Too much interaction of socializing in the office to each other rather than someone actually doing their job.,1,interaction socialize office actually job,"['interaction', 'interaction socialize', 'interaction socialize office', 'interaction socialize office actually', 'interaction socialize office actually job', 'socialize', 'socialize office', 'socialize office actually', 'socialize office actually job', 'office', 'office actually', 'office actually job', 'actually', 'actually job', 'job']",0,0,0,0,0,1,0.1282051282051282,0.0
172851,"What it truly came down to, I felt really good every time I left Dr. Green's office.",0,truly come feel good time leave dr green office,"['truly', 'truly come', 'truly come feel', 'truly come feel good', 'truly come feel good time', 'truly come feel good time leave', 'truly come feel good time leave dr', 'truly come feel good time leave dr green', 'truly come feel good time leave dr green office', 'come', 'come feel', 'come feel good', 'come feel good time', 'come feel good time leave', 'come feel good time leave dr', 'come feel good time leave dr green', 'come feel good time leave dr green office', 'feel', 'feel good', 'feel good time', 'feel good time leave', 'feel good time leave dr', 'feel good time leave dr green', 'feel good time leave dr green office', 'good', 'good time', 'good time leave', 'good time leave dr', 'good time leave dr green', 'good time leave dr green office', 'time', 'time leave', 'time leave dr', 'time leave dr green', 'time leave dr green office', 'leave', 'leave dr', 'leave dr green', 'leave dr green office', 'dr', 'dr green', 'dr green office', 'green', 'green office', 'office']",0,0,0,0,0,1,0.072463768115942,0.0
88298,I had a wonderful experience at Dr. Borsand's office!,0,fantastic experience dr borsands office,"['fantastic', 'fantastic experience', 'fantastic experience dr', 'fantastic experience dr borsands', 'fantastic experience dr borsands office', 'experience', 'experience dr', 'experience dr borsands', 'experience dr borsands office', 'dr', 'dr borsands', 'dr borsands office', 'borsands', 'borsands office', 'office']",0,0,0,0,0,1,0.1282051282051282,0.0
140968,Therefore wonderful first impression with office especially since I was a new patient..,0,fantastic impression office especially new patient,"['fantastic', 'fantastic impression', 'fantastic impression office', 'fantastic impression office especially', 'fantastic impression office especially new', 'fantastic impression office especially new patient', 'impression', 'impression office', 'impression office especially', 'impression office especially new', 'impression office especially new patient', 'office', 'office especially', 'office especially new', 'office especially new patient', 'especially', 'especially new', 'especially new patient', 'new', 'new patient', 'patient']",0,0,0,0,0,1,0.1111111111111111,0.0
156434,"Everything about Dr. Rozen?s office is top shelf, patient care and understanding what a patient is going through, office staff is amazing!!",0,dr twelve office shelf patient care understanding patient go office staff amaze,"['dr', 'dr twelve', 'dr twelve office', 'dr twelve office shelf', 'dr twelve office shelf patient', 'dr twelve office shelf patient care', 'dr twelve office shelf patient care understanding', 'dr twelve office shelf patient care understanding patient', 'dr twelve office shelf patient care understanding patient go', 'dr twelve office shelf patient care understanding patient go office', 'dr twelve office shelf patient care understanding patient go office staff', 'dr twelve office shelf patient care understanding patient go office staff amaze', 'twelve', 'twelve office', 'twelve office shelf', 'twelve office shelf patient', 'twelve office shelf patient care', 'twelve office shelf patient care understanding', 'twelve office shelf patient care understanding patient', 'twelve office shelf patient care understanding patient go', 'twelve office shelf patient care understanding patient go office', 'twelve office shelf patient care understanding patient go office staff', 'twelve office shelf patient care understanding patient go office staff amaze', 'office', 'office shelf', 'office shelf patient', 'office shelf patient care', 'office shelf patient care understanding', 'office shelf patient care understanding patient', 'office shelf patient care understanding patient go', 'office shelf patient care understanding patient go office', 'office shelf patient care understanding patient go office staff', 'office shelf patient care understanding patient go office staff amaze', 'shelf', 'shelf patient', 'shelf patient care', 'shelf patient care understanding', 'shelf patient care understanding patient', 'shelf patient care understanding patient go', 'shelf patient care understanding patient go office', 'shelf patient care understanding patient go office staff', 'shelf patient care understanding patient go office staff amaze', 'patient', 'patient care', 'patient care understanding', 'patient care understanding patient', 'patient care understanding patient go', 'patient care understanding patient go office', 'patient care understanding patient go office staff', 'patient care understanding patient go office staff amaze', 'care', 'care understanding', 'care understanding patient', 'care understanding patient go', 'care understanding patient go office', 'care understanding patient go office staff', 'care understanding patient go office staff amaze', 'understanding', 'understanding patient', 'understanding patient go', 'understanding patient go office', 'understanding patient go office staff', 'understanding patient go office staff amaze', 'patient', 'patient go', 'patient go office', 'patient go office staff', 'patient go office staff amaze', 'go', 'go office', 'go office staff', 'go office staff amaze', 'office', 'office staff', 'office staff amaze', 'staff', 'staff amaze', 'amaze']",0,0,0,0,0,1,0.0490196078431372,0.0
143306,The reason I chose to call his office for the consultation was because I noticed his dual Board Certification (Oral Maxillofacial Surgery,0,reason choose office consultation notice dual board mortification oral maxillofacial surgery,"['reason', 'reason choose', 'reason choose office', 'reason choose office consultation', 'reason choose office consultation notice', 'reason choose office consultation notice dual', 'reason choose office consultation notice dual board', 'reason choose office consultation notice dual board mortification', 'reason choose office consultation notice dual board mortification oral', 'reason choose office consultation notice dual board mortification oral maxillofacial', 'reason choose office consultation notice dual board mortification oral maxillofacial surgery', 'choose', 'choose office', 'choose office consultation', 'choose office consultation notice', 'choose office consultation notice dual', 'choose office consultation notice dual board', 'choose office consultation notice dual board mortification', 'choose office consultation notice dual board mortification oral', 'choose office consultation notice dual board mortification oral maxillofacial', 'choose office consultation notice dual board mortification oral maxillofacial surgery', 'office', 'office consultation', 'office consultation notice', 'office consultation notice dual', 'office consultation notice dual board', 'office consultation notice dual board mortification', 'office consultation notice dual board mortification oral', 'office consultation notice dual board mortification oral maxillofacial', 'office consultation notice dual board mortification oral maxillofacial surgery', 'consultation', 'consultation notice', 'consultation notice dual', 'consultation notice dual board', 'consultation notice dual board mortification', 'consultation notice dual board mortification oral', 'consultation notice dual board mortification oral maxillofacial', 'consultation notice dual board mortification oral maxillofacial surgery', 'notice', 'notice dual', 'notice dual board', 'notice dual board mortification', 'notice dual board mortification oral', 'notice dual board mortification oral maxillofacial', 'notice dual board mortification oral maxillofacial surgery', 'dual', 'dual board', 'dual board mortification', 'dual board mortification oral', 'dual board mortification oral maxillofacial', 'dual board mortification oral maxillofacial surgery', 'board', 'board mortification', 'board mortification oral', 'board mortification oral maxillofacial', 'board mortification oral maxillofacial surgery', 'mortification', 'mortification oral', 'mortification oral maxillofacial', 'mortification oral maxillofacial surgery', 'oral', 'oral maxillofacial', 'oral maxillofacial surgery', 'maxillofacial', 'maxillofacial surgery', 'surgery']",0,0,0,0,0,1,0.0555555555555555,0.0
176312,One of our servers went offline unexpectedly.,1,serf go office unexpectedly,"['serf', 'serf go', 'serf go office', 'serf go office unexpectedly', 'go', 'go office', 'go office unexpectedly', 'office', 'office unexpectedly', 'unexpectedly']",0,0,0,0,0,1,0.1470588235294117,0.0
130652,"the doctor?s office didn?t complete the correct information, we are still as of today waiting",1,doctor office complete correct information wait,"['doctor', 'doctor office', 'doctor office complete', 'doctor office complete correct', 'doctor office complete correct information', 'doctor office complete correct information wait', 'office', 'office complete', 'office complete correct', 'office complete correct information', 'office complete correct information wait', 'complete', 'complete correct', 'complete correct information', 'complete correct information wait', 'correct', 'correct information', 'correct information wait', 'information', 'information wait', 'wait']",0,0,0,0,0,1,0.1111111111111111,0.0
112014,I am NOT happy with office staff/other employees.,1,not happy office staffother employee,"['not', 'not happy', 'not happy office', 'not happy office staffother', 'not happy office staffother employee', 'happy', 'happy office', 'happy office staffother', 'happy office staffother employee', 'office', 'office staffother', 'office staffother employee', 'staffother', 'staffother employee', 'employee']",0,0,0,0,0,1,0.1282051282051282,0.0
114013,The office was always overbooked and double booked after the first visit.,1,office overlook double book visit,"['office', 'office overlook', 'office overlook double', 'office overlook double book', 'office overlook double book visit', 'overlook', 'overlook double', 'overlook double book', 'overlook double book visit', 'double', 'double book', 'double book visit', 'book', 'book visit', 'visit']",0,0,0,0,0,1,0.1282051282051282,0.0
143906,I felt the one on one connection with everyone who assisted me in the office.,0,feel connection assist office,"['feel', 'feel connection', 'feel connection assist', 'feel connection assist office', 'connection', 'connection assist', 'connection assist office', 'assist', 'assist office', 'office']",0,0,0,0,0,1,0.1470588235294117,0.0
123075,I was looking for the Perfect Derma Peel and found this office to have it in the Brentwood area.,0,look perfect dermis feel find office brentwood area,"['look', 'look perfect', 'look perfect dermis', 'look perfect dermis feel', 'look perfect dermis feel find', 'look perfect dermis feel find office', 'look perfect dermis feel find office brentwood', 'look perfect dermis feel find office brentwood area', 'perfect', 'perfect dermis', 'perfect dermis feel', 'perfect dermis feel find', 'perfect dermis feel find office', 'perfect dermis feel find office brentwood', 'perfect dermis feel find office brentwood area', 'dermis', 'dermis feel', 'dermis feel find', 'dermis feel find office', 'dermis feel find office brentwood', 'dermis feel find office brentwood area', 'feel', 'feel find', 'feel find office', 'feel find office brentwood', 'feel find office brentwood area', 'find', 'find office', 'find office brentwood', 'find office brentwood area', 'office', 'office brentwood', 'office brentwood area', 'brentwood', 'brentwood area', 'area']",0,0,0,0,0,1,0.0833333333333333,0.0
139176,The office staff was very pleasant and smiley at 7:30am which says a lot about the office staff. .,0,office staff pleasant smile say lot office staff,"['office', 'office staff', 'office staff pleasant', 'office staff pleasant smile', 'office staff pleasant smile say', 'office staff pleasant smile say lot', 'office staff pleasant smile say lot office', 'office staff pleasant smile say lot office staff', 'staff', 'staff pleasant', 'staff pleasant smile', 'staff pleasant smile say', 'staff pleasant smile say lot', 'staff pleasant smile say lot office', 'staff pleasant smile say lot office staff', 'pleasant', 'pleasant smile', 'pleasant smile say', 'pleasant smile say lot', 'pleasant smile say lot office', 'pleasant smile say lot office staff', 'smile', 'smile say', 'smile say lot', 'smile say lot office', 'smile say lot office staff', 'say', 'say lot', 'say lot office', 'say lot office staff', 'lot', 'lot office', 'lot office staff', 'office', 'office staff', 'staff']",0,0,0,0,0,1,0.0833333333333333,0.0
110822,"I am writing this to say ""thank you"" to Edie, that scheduled my first time appointment at this office with Dr. Beasley.",0,write thank die schedule time appointment office dr measles,"['write', 'write thank', 'write thank die', 'write thank die schedule', 'write thank die schedule time', 'write thank die schedule time appointment', 'write thank die schedule time appointment office', 'write thank die schedule time appointment office dr', 'write thank die schedule time appointment office dr measles', 'thank', 'thank die', 'thank die schedule', 'thank die schedule time', 'thank die schedule time appointment', 'thank die schedule time appointment office', 'thank die schedule time appointment office dr', 'thank die schedule time appointment office dr measles', 'die', 'die schedule', 'die schedule time', 'die schedule time appointment', 'die schedule time appointment office', 'die schedule time appointment office dr', 'die schedule time appointment office dr measles', 'schedule', 'schedule time', 'schedule time appointment', 'schedule time appointment office', 'schedule time appointment office dr', 'schedule time appointment office dr measles', 'time', 'time appointment', 'time appointment office', 'time appointment office dr', 'time appointment office dr measles', 'appointment', 'appointment office', 'appointment office dr', 'appointment office dr measles', 'office', 'office dr', 'office dr measles', 'dr', 'dr measles', 'measles']",0,0,0,0,0,1,0.072463768115942,0.0
177021,Never have I ever been so furious with a medical office.,1,furious medical office,"['furious', 'furious medical', 'furious medical office', 'medical', 'medical office', 'office']",0,0,0,0,0,1,0.1666666666666666,0.0
86395,for their patients is unmatched by any other doctor's office.,0,patient snatch doctor office,"['patient', 'patient snatch', 'patient snatch doctor', 'patient snatch doctor office', 'snatch', 'snatch doctor', 'snatch doctor office', 'doctor', 'doctor office', 'office']",0,0,0,0,0,1,0.1470588235294117,0.0
86079,"I will commute to Dr. Young's office because I feel the quality he gives as a provider is worth my money, travel,",0,commune dr young office feel quality give provider worth money travel,"['commune', 'commune dr', 'commune dr young', 'commune dr young office', 'commune dr young office feel', 'commune dr young office feel quality', 'commune dr young office feel quality give', 'commune dr young office feel quality give provider', 'commune dr young office feel quality give provider worth', 'commune dr young office feel quality give provider worth money', 'commune dr young office feel quality give provider worth money travel', 'dr', 'dr young', 'dr young office', 'dr young office feel', 'dr young office feel quality', 'dr young office feel quality give', 'dr young office feel quality give provider', 'dr young office feel quality give provider worth', 'dr young office feel quality give provider worth money', 'dr young office feel quality give provider worth money travel', 'young', 'young office', 'young office feel', 'young office feel quality', 'young office feel quality give', 'young office feel quality give provider', 'young office feel quality give provider worth', 'young office feel quality give provider worth money', 'young office feel quality give provider worth money travel', 'office', 'office feel', 'office feel quality', 'office feel quality give', 'office feel quality give provider', 'office feel quality give provider worth', 'office feel quality give provider worth money', 'office feel quality give provider worth money travel', 'feel', 'feel quality', 'feel quality give', 'feel quality give provider', 'feel quality give provider worth', 'feel quality give provider worth money', 'feel quality give provider worth money travel', 'quality', 'quality give', 'quality give provider', 'quality give provider worth', 'quality give provider worth money', 'quality give provider worth money travel', 'give', 'give provider', 'give provider worth', 'give provider worth money', 'give provider worth money travel', 'provider', 'provider worth', 'provider worth money', 'provider worth money travel', 'worth', 'worth money', 'worth money travel', 'money', 'money travel', 'travel']",0,0,0,0,0,1,0.0555555555555555,0.0
151657,and the lack of support from this office when my health was at risk. 6 months later FDA began recalling certain implants and still..,1,lack support office health risk begin recall certain plant,"['lack', 'lack support', 'lack support office', 'lack support office health', 'lack support office health risk', 'lack support office health risk begin', 'lack support office health risk begin recall', 'lack support office health risk begin recall certain', 'lack support office health risk begin recall certain plant', 'support', 'support office', 'support office health', 'support office health risk', 'support office health risk begin', 'support office health risk begin recall', 'support office health risk begin recall certain', 'support office health risk begin recall certain plant', 'office', 'office health', 'office health risk', 'office health risk begin', 'office health risk begin recall', 'office health risk begin recall certain', 'office health risk begin recall certain plant', 'health', 'health risk', 'health risk begin', 'health risk begin recall', 'health risk begin recall certain', 'health risk begin recall certain plant', 'risk', 'risk begin', 'risk begin recall', 'risk begin recall certain', 'risk begin recall certain plant', 'begin', 'begin recall', 'begin recall certain', 'begin recall certain plant', 'recall', 'recall certain', 'recall certain plant', 'certain', 'certain plant', 'plant']",0,0,0,0,0,1,0.072463768115942,0.0
