commentId,comment,classification,comment_processed,word_phrase_list,probably,get,get opinion,opinion,opinion make,make,nonrefundable,commitment,similarity_score
145913,and it has not given me even close to the same results I got from the,1,not give close result get,"['not', 'not give', 'not give close', 'not give close result', 'not give close result get', 'give', 'give close', 'give close result', 'give close result get', 'close', 'close result', 'close result get', 'result', 'result get', 'get']",0,1,0,0,0,0,0,0,0.05555555555555555
90637,Dr. Davant in my opinion second to none in his field.,0,opinion none field,"['opinion', 'opinion none', 'opinion none field', 'none', 'none field', 'field']",0,0,0,1,0,0,0,0,0.07407407407407407
168223,He is not only an amazing plastic surgeon but also an exceptionally caring doctor which makes all the difference.,0,not amaze plastic surgeon exceptionally dare make difference,"['not', 'not amaze', 'not amaze plastic', 'not amaze plastic surgeon', 'not amaze plastic surgeon exceptionally', 'not amaze plastic surgeon exceptionally dare', 'not amaze plastic surgeon exceptionally dare make', 'not amaze plastic surgeon exceptionally dare make difference', 'amaze', 'amaze plastic', 'amaze plastic surgeon', 'amaze plastic surgeon exceptionally', 'amaze plastic surgeon exceptionally dare', 'amaze plastic surgeon exceptionally dare make', 'amaze plastic surgeon exceptionally dare make difference', 'plastic', 'plastic surgeon', 'plastic surgeon exceptionally', 'plastic surgeon exceptionally dare', 'plastic surgeon exceptionally dare make', 'plastic surgeon exceptionally dare make difference', 'surgeon', 'surgeon exceptionally', 'surgeon exceptionally dare', 'surgeon exceptionally dare make', 'surgeon exceptionally dare make difference', 'exceptionally', 'exceptionally dare', 'exceptionally dare make', 'exceptionally dare make difference', 'dare', 'dare make', 'dare make difference', 'make', 'make difference', 'difference']",0,0,0,0,0,1,0,0,0.03508771929824561
108265,"and he makes every effort to be completely transparent as he treats you.Perhaps, the ideal doctor.",0,make effort completely transparent treat youperhaps ideal,"['make', 'make effort', 'make effort completely', 'make effort completely transparent', 'make effort completely transparent treat', 'make effort completely transparent treat youperhaps', 'make effort completely transparent treat youperhaps ideal', 'effort', 'effort completely', 'effort completely transparent', 'effort completely transparent treat', 'effort completely transparent treat youperhaps', 'effort completely transparent treat youperhaps ideal', 'completely', 'completely transparent', 'completely transparent treat', 'completely transparent treat youperhaps', 'completely transparent treat youperhaps ideal', 'transparent', 'transparent treat', 'transparent treat youperhaps', 'transparent treat youperhaps ideal', 'treat', 'treat youperhaps', 'treat youperhaps ideal', 'youperhaps', 'youperhaps ideal', 'ideal']",0,0,0,0,0,1,0,0,0.04081632653061224
131608,Melissa successfully worked on getting insurance to cover the costs and was a source of support and encouragement as well.,0,successfully work get insurance cover cost source support encouragement,"['successfully', 'successfully work', 'successfully work get', 'successfully work get insurance', 'successfully work get insurance cover', 'successfully work get insurance cover cost', 'successfully work get insurance cover cost source', 'successfully work get insurance cover cost source support', 'successfully work get insurance cover cost source support encouragement', 'work', 'work get', 'work get insurance', 'work get insurance cover', 'work get insurance cover cost', 'work get insurance cover cost source', 'work get insurance cover cost source support', 'work get insurance cover cost source support encouragement', 'get', 'get insurance', 'get insurance cover', 'get insurance cover cost', 'get insurance cover cost source', 'get insurance cover cost source support', 'get insurance cover cost source support encouragement', 'insurance', 'insurance cover', 'insurance cover cost', 'insurance cover cost source', 'insurance cover cost source support', 'insurance cover cost source support encouragement', 'cover', 'cover cost', 'cover cost source', 'cover cost source support', 'cover cost source support encouragement', 'cost', 'cost source', 'cost source support', 'cost source support encouragement', 'source', 'source support', 'source support encouragement', 'support', 'support encouragement', 'encouragement']",0,1,0,0,0,0,0,0,0.030303030303030304
155615,"but I was a little irritated because when she finally came out, I could see she had clearly just gotten injections in her own face.",1,little irritate finally come clearly get injection face,"['little', 'little irritate', 'little irritate finally', 'little irritate finally come', 'little irritate finally come clearly', 'little irritate finally come clearly get', 'little irritate finally come clearly get injection', 'little irritate finally come clearly get injection face', 'irritate', 'irritate finally', 'irritate finally come', 'irritate finally come clearly', 'irritate finally come clearly get', 'irritate finally come clearly get injection', 'irritate finally come clearly get injection face', 'finally', 'finally come', 'finally come clearly', 'finally come clearly get', 'finally come clearly get injection', 'finally come clearly get injection face', 'come', 'come clearly', 'come clearly get', 'come clearly get injection', 'come clearly get injection face', 'clearly', 'clearly get', 'clearly get injection', 'clearly get injection face', 'get', 'get injection', 'get injection face', 'injection', 'injection face', 'face']",0,1,0,0,0,0,0,0,0.03508771929824561
175281,"juts didn't get better, I still have hair and really darker skins, those area that I got laser.",1,good hair dark skin area get laser,"['good', 'good hair', 'good hair dark', 'good hair dark skin', 'good hair dark skin area', 'good hair dark skin area get', 'good hair dark skin area get laser', 'hair', 'hair dark', 'hair dark skin', 'hair dark skin area', 'hair dark skin area get', 'hair dark skin area get laser', 'dark', 'dark skin', 'dark skin area', 'dark skin area get', 'dark skin area get laser', 'skin', 'skin area', 'skin area get', 'skin area get laser', 'area', 'area get', 'area get laser', 'get', 'get laser', 'laser']",0,1,0,0,0,0,0,0,0.04081632653061224
151600,"So be advised: Make sure you have gotten a commitment to do exactly what you want, in writing, before going through with anything.",1,advise sure get commitment precisely want write go,"['advise', 'advise sure', 'advise sure get', 'advise sure get commitment', 'advise sure get commitment precisely', 'advise sure get commitment precisely want', 'advise sure get commitment precisely want write', 'advise sure get commitment precisely want write go', 'sure', 'sure get', 'sure get commitment', 'sure get commitment precisely', 'sure get commitment precisely want', 'sure get commitment precisely want write', 'sure get commitment precisely want write go', 'get', 'get commitment', 'get commitment precisely', 'get commitment precisely want', 'get commitment precisely want write', 'get commitment precisely want write go', 'commitment', 'commitment precisely', 'commitment precisely want', 'commitment precisely want write', 'commitment precisely want write go', 'precisely', 'precisely want', 'precisely want write', 'precisely want write go', 'want', 'want write', 'want write go', 'write', 'write go', 'go']",0,1,0,0,0,0,0,1,0.07017543859649122
115730,I?ve seen many other galleries and a lot of times the before/after looks the same or the person looks funny (my opinion).,1,see gallery lot time beforeafter look person look funny opinion,"['see', 'see gallery', 'see gallery lot', 'see gallery lot time', 'see gallery lot time beforeafter', 'see gallery lot time beforeafter look', 'see gallery lot time beforeafter look person', 'see gallery lot time beforeafter look person look', 'see gallery lot time beforeafter look person look funny', 'see gallery lot time beforeafter look person look funny opinion', 'gallery', 'gallery lot', 'gallery lot time', 'gallery lot time beforeafter', 'gallery lot time beforeafter look', 'gallery lot time beforeafter look person', 'gallery lot time beforeafter look person look', 'gallery lot time beforeafter look person look funny', 'gallery lot time beforeafter look person look funny opinion', 'lot', 'lot time', 'lot time beforeafter', 'lot time beforeafter look', 'lot time beforeafter look person', 'lot time beforeafter look person look', 'lot time beforeafter look person look funny', 'lot time beforeafter look person look funny opinion', 'time', 'time beforeafter', 'time beforeafter look', 'time beforeafter look person', 'time beforeafter look person look', 'time beforeafter look person look funny', 'time beforeafter look person look funny opinion', 'beforeafter', 'beforeafter look', 'beforeafter look person', 'beforeafter look person look', 'beforeafter look person look funny', 'beforeafter look person look funny opinion', 'look', 'look person', 'look person look', 'look person look funny', 'look person look funny opinion', 'person', 'person look', 'person look funny', 'person look funny opinion', 'look', 'look funny', 'look funny opinion', 'funny', 'funny opinion', 'opinion']",0,0,0,1,0,0,0,0,0.02631578947368421
156303,and not only got back to us but really reassured her and showed compassion.,0,not get reassure show compassion,"['not', 'not get', 'not get reassure', 'not get reassure show', 'not get reassure show compassion', 'get', 'get reassure', 'get reassure show', 'get reassure show compassion', 'reassure', 'reassure show', 'reassure show compassion', 'show', 'show compassion', 'compassion']",0,1,0,0,0,0,0,0,0.05555555555555555
99155,I would recommend for anyone considering getting this procedure done to go there.,0,recommend consider get procedure,"['recommend', 'recommend consider', 'recommend consider get', 'recommend consider get procedure', 'consider', 'consider get', 'consider get procedure', 'get', 'get procedure', 'procedure']",0,1,0,0,0,0,0,0,0.06451612903225806
166129,I felt like they were treating me as if I was getting something for free and I was at their mercy.,1,feel like treat get free mercy,"['feel', 'feel like', 'feel like treat', 'feel like treat get', 'feel like treat get free', 'feel like treat get free mercy', 'like', 'like treat', 'like treat get', 'like treat get free', 'like treat get free mercy', 'treat', 'treat get', 'treat get free', 'treat get free mercy', 'get', 'get free', 'get free mercy', 'free', 'free mercy', 'mercy']",0,1,0,0,0,0,0,0,0.047619047619047616
62437,Makes sure you feel good about yourself when you leave the office,0,make sure feel good leave office,"['make', 'make sure', 'make sure feel', 'make sure feel good', 'make sure feel good leave', 'make sure feel good leave office', 'sure', 'sure feel', 'sure feel good', 'sure feel good leave', 'sure feel good leave office', 'feel', 'feel good', 'feel good leave', 'feel good leave office', 'good', 'good leave', 'good leave office', 'leave', 'leave office', 'office']",0,0,0,0,0,1,0,0,0.047619047619047616
147924,"His work is phenomenal, I ended up getting a full lift as well.",0,work phenomenon end get lift,"['work', 'work phenomenon', 'work phenomenon end', 'work phenomenon end get', 'work phenomenon end get lift', 'phenomenon', 'phenomenon end', 'phenomenon end get', 'phenomenon end get lift', 'end', 'end get', 'end get lift', 'get', 'get lift', 'lift']",0,1,0,0,0,0,0,0,0.05555555555555555
162418,I told him I wanted my breasts to be as big as possible without making me look silly and he did just that.,0,tell want breast big possible make look silly,"['tell', 'tell want', 'tell want breast', 'tell want breast big', 'tell want breast big possible', 'tell want breast big possible make', 'tell want breast big possible make look', 'tell want breast big possible make look silly', 'want', 'want breast', 'want breast big', 'want breast big possible', 'want breast big possible make', 'want breast big possible make look', 'want breast big possible make look silly', 'breast', 'breast big', 'breast big possible', 'breast big possible make', 'breast big possible make look', 'breast big possible make look silly', 'big', 'big possible', 'big possible make', 'big possible make look', 'big possible make look silly', 'possible', 'possible make', 'possible make look', 'possible make look silly', 'make', 'make look', 'make look silly', 'look', 'look silly', 'silly']",0,0,0,0,0,1,0,0,0.03508771929824561
112479,She goes very slow during the process and makes you feel very comfortable during the whole thing.,0,go slow process make feel comfortable thing,"['go', 'go slow', 'go slow process', 'go slow process make', 'go slow process make feel', 'go slow process make feel comfortable', 'go slow process make feel comfortable thing', 'slow', 'slow process', 'slow process make', 'slow process make feel', 'slow process make feel comfortable', 'slow process make feel comfortable thing', 'process', 'process make', 'process make feel', 'process make feel comfortable', 'process make feel comfortable thing', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable thing', 'feel', 'feel comfortable', 'feel comfortable thing', 'comfortable', 'comfortable thing', 'thing']",0,0,0,0,0,1,0,0,0.04081632653061224
117182,I had a few communication issues with the office staff but things got better as we moved forward,0,communication issue office staff thing get good move forward,"['communication', 'communication issue', 'communication issue office', 'communication issue office staff', 'communication issue office staff thing', 'communication issue office staff thing get', 'communication issue office staff thing get good', 'communication issue office staff thing get good move', 'communication issue office staff thing get good move forward', 'issue', 'issue office', 'issue office staff', 'issue office staff thing', 'issue office staff thing get', 'issue office staff thing get good', 'issue office staff thing get good move', 'issue office staff thing get good move forward', 'office', 'office staff', 'office staff thing', 'office staff thing get', 'office staff thing get good', 'office staff thing get good move', 'office staff thing get good move forward', 'staff', 'staff thing', 'staff thing get', 'staff thing get good', 'staff thing get good move', 'staff thing get good move forward', 'thing', 'thing get', 'thing get good', 'thing get good move', 'thing get good move forward', 'get', 'get good', 'get good move', 'get good move forward', 'good', 'good move', 'good move forward', 'move', 'move forward', 'forward']",0,1,0,0,0,0,0,0,0.030303030303030304
164633,"He isn't making excuses about being tired he literally puts work and Family at the top of his list, and not only himself",0,make excuse tire literally put work family list not,"['make', 'make excuse', 'make excuse tire', 'make excuse tire literally', 'make excuse tire literally put', 'make excuse tire literally put work', 'make excuse tire literally put work family', 'make excuse tire literally put work family list', 'make excuse tire literally put work family list not', 'excuse', 'excuse tire', 'excuse tire literally', 'excuse tire literally put', 'excuse tire literally put work', 'excuse tire literally put work family', 'excuse tire literally put work family list', 'excuse tire literally put work family list not', 'tire', 'tire literally', 'tire literally put', 'tire literally put work', 'tire literally put work family', 'tire literally put work family list', 'tire literally put work family list not', 'literally', 'literally put', 'literally put work', 'literally put work family', 'literally put work family list', 'literally put work family list not', 'put', 'put work', 'put work family', 'put work family list', 'put work family list not', 'work', 'work family', 'work family list', 'work family list not', 'family', 'family list', 'family list not', 'list', 'list not', 'not']",0,0,0,0,0,1,0,0,0.030303030303030304
88081,"After meeting with Dr. Hurwitz, I did not have a doubt in my mind that I was getting the surgery.",0,meet not doubt mind get surgery,"['meet', 'meet not', 'meet not doubt', 'meet not doubt mind', 'meet not doubt mind get', 'meet not doubt mind get surgery', 'not', 'not doubt', 'not doubt mind', 'not doubt mind get', 'not doubt mind get surgery', 'doubt', 'doubt mind', 'doubt mind get', 'doubt mind get surgery', 'mind', 'mind get', 'mind get surgery', 'get', 'get surgery', 'surgery']",0,1,0,0,0,0,0,0,0.047619047619047616
144793,Loved getting to talk to her beforehand!,0,love get talk,"['love', 'love get', 'love get talk', 'get', 'get talk', 'talk']",0,1,0,0,0,0,0,0,0.07407407407407407
69417,I have been getting laser hair removal and I have been seeing a lot of results.,0,get laser hair removal see lot result,"['get', 'get laser', 'get laser hair', 'get laser hair removal', 'get laser hair removal see', 'get laser hair removal see lot', 'get laser hair removal see lot result', 'laser', 'laser hair', 'laser hair removal', 'laser hair removal see', 'laser hair removal see lot', 'laser hair removal see lot result', 'hair', 'hair removal', 'hair removal see', 'hair removal see lot', 'hair removal see lot result', 'removal', 'removal see', 'removal see lot', 'removal see lot result', 'see', 'see lot', 'see lot result', 'lot', 'lot result', 'result']",0,1,0,0,0,0,0,0,0.04081632653061224
67041,It makes me feel better when he walks into the room.,0,make feel good walk room,"['make', 'make feel', 'make feel good', 'make feel good walk', 'make feel good walk room', 'feel', 'feel good', 'feel good walk', 'feel good walk room', 'good', 'good walk', 'good walk room', 'walk', 'walk room', 'room']",0,0,0,0,0,1,0,0,0.05555555555555555
121873,"but I didn't see why she needed to be rude, however, I understood that I probably just caught her at a bad time.",1,need rude understand probably catch bad time,"['need', 'need rude', 'need rude understand', 'need rude understand probably', 'need rude understand probably catch', 'need rude understand probably catch bad', 'need rude understand probably catch bad time', 'rude', 'rude understand', 'rude understand probably', 'rude understand probably catch', 'rude understand probably catch bad', 'rude understand probably catch bad time', 'understand', 'understand probably', 'understand probably catch', 'understand probably catch bad', 'understand probably catch bad time', 'probably', 'probably catch', 'probably catch bad', 'probably catch bad time', 'catch', 'catch bad', 'catch bad time', 'bad', 'bad time', 'time']",1,0,0,0,0,0,0,0,0.04081632653061224
143155,they made things very difficult making awful hurdles for those who would need to see them,1,thing difficult make awful bundle need,"['thing', 'thing difficult', 'thing difficult make', 'thing difficult make awful', 'thing difficult make awful bundle', 'thing difficult make awful bundle need', 'difficult', 'difficult make', 'difficult make awful', 'difficult make awful bundle', 'difficult make awful bundle need', 'make', 'make awful', 'make awful bundle', 'make awful bundle need', 'awful', 'awful bundle', 'awful bundle need', 'bundle', 'bundle need', 'need']",0,0,0,0,0,1,0,0,0.047619047619047616
108413,I got two of my fingers crushed at work.,1,get finger crush work,"['get', 'get finger', 'get finger crush', 'get finger crush work', 'finger', 'finger crush', 'finger crush work', 'crush', 'crush work', 'work']",0,1,0,0,0,0,0,0,0.06451612903225806
116739,She always helps when she can and does her best at getting the medicine I need.,0,help good get medicine need,"['help', 'help good', 'help good get', 'help good get medicine', 'help good get medicine need', 'good', 'good get', 'good get medicine', 'good get medicine need', 'get', 'get medicine', 'get medicine need', 'medicine', 'medicine need', 'need']",0,1,0,0,0,0,0,0,0.05555555555555555
165320,I was very nervous about the pain of getting a breast augmentation and he and his team made me feel at ease.,0,nervous pain get breast pigmentation team feel ease,"['nervous', 'nervous pain', 'nervous pain get', 'nervous pain get breast', 'nervous pain get breast pigmentation', 'nervous pain get breast pigmentation team', 'nervous pain get breast pigmentation team feel', 'nervous pain get breast pigmentation team feel ease', 'pain', 'pain get', 'pain get breast', 'pain get breast pigmentation', 'pain get breast pigmentation team', 'pain get breast pigmentation team feel', 'pain get breast pigmentation team feel ease', 'get', 'get breast', 'get breast pigmentation', 'get breast pigmentation team', 'get breast pigmentation team feel', 'get breast pigmentation team feel ease', 'breast', 'breast pigmentation', 'breast pigmentation team', 'breast pigmentation team feel', 'breast pigmentation team feel ease', 'pigmentation', 'pigmentation team', 'pigmentation team feel', 'pigmentation team feel ease', 'team', 'team feel', 'team feel ease', 'feel', 'feel ease', 'ease']",0,1,0,0,0,0,0,0,0.03508771929824561
127868,I never have a problem making an appointment even if I call last minute.,0,problem make appointment,"['problem', 'problem make', 'problem make appointment', 'make', 'make appointment', 'appointment']",0,0,0,0,0,1,0,0,0.07407407407407407
153493,and they got me hooked the minute I talked to a person in his office.,0,get hook talk person office,"['get', 'get hook', 'get hook talk', 'get hook talk person', 'get hook talk person office', 'hook', 'hook talk', 'hook talk person', 'hook talk person office', 'talk', 'talk person', 'talk person office', 'person', 'person office', 'office']",0,1,0,0,0,0,0,0,0.05555555555555555
187608,The billing department is really helpful and explains all the charges so it makes sense.,0,fill department helpful explain charge make sense,"['fill', 'fill department', 'fill department helpful', 'fill department helpful explain', 'fill department helpful explain charge', 'fill department helpful explain charge make', 'fill department helpful explain charge make sense', 'department', 'department helpful', 'department helpful explain', 'department helpful explain charge', 'department helpful explain charge make', 'department helpful explain charge make sense', 'helpful', 'helpful explain', 'helpful explain charge', 'helpful explain charge make', 'helpful explain charge make sense', 'explain', 'explain charge', 'explain charge make', 'explain charge make sense', 'charge', 'charge make', 'charge make sense', 'make', 'make sense', 'sense']",0,0,0,0,0,1,0,0,0.04081632653061224
187201,Been waiting on prescription for a few weeks that usually gets approved same day.,1,wait prescription normally get approve day,"['wait', 'wait prescription', 'wait prescription normally', 'wait prescription normally get', 'wait prescription normally get approve', 'wait prescription normally get approve day', 'prescription', 'prescription normally', 'prescription normally get', 'prescription normally get approve', 'prescription normally get approve day', 'normally', 'normally get', 'normally get approve', 'normally get approve day', 'get', 'get approve', 'get approve day', 'approve', 'approve day', 'day']",0,1,0,0,0,0,0,0,0.047619047619047616
69160,She really makes what could be an uncomfortbale experience pretty pleasant.,0,make uncomfortable experience pretty pleasant,"['make', 'make uncomfortable', 'make uncomfortable experience', 'make uncomfortable experience pretty', 'make uncomfortable experience pretty pleasant', 'uncomfortable', 'uncomfortable experience', 'uncomfortable experience pretty', 'uncomfortable experience pretty pleasant', 'experience', 'experience pretty', 'experience pretty pleasant', 'pretty', 'pretty pleasant', 'pleasant']",0,0,0,0,0,1,0,0,0.05555555555555555
135503,Come along with me as my nose got a job and Dr. Schlesinger made it work!,0,come nose get job work,"['come', 'come nose', 'come nose get', 'come nose get job', 'come nose get job work', 'nose', 'nose get', 'nose get job', 'nose get job work', 'get', 'get job', 'get job work', 'job', 'job work', 'work']",0,1,0,0,0,0,0,0,0.05555555555555555
128636,"and to put it simple, I did not understand what I was getting myself into.",1,simple not understand get,"['simple', 'simple not', 'simple not understand', 'simple not understand get', 'not', 'not understand', 'not understand get', 'understand', 'understand get', 'get']",0,1,0,0,0,0,0,0,0.06451612903225806
92185,and it was ready to pick up by the time I got to my pharmacy.,0,ready pick time get pharmacy,"['ready', 'ready pick', 'ready pick time', 'ready pick time get', 'ready pick time get pharmacy', 'pick', 'pick time', 'pick time get', 'pick time get pharmacy', 'time', 'time get', 'time get pharmacy', 'get', 'get pharmacy', 'pharmacy']",0,1,0,0,0,0,0,0,0.05555555555555555
145603,After I explained how I wanted to look Dr. Husni informed me on which procedures I needed. 2weeks after consultation I was getting my makeover.,0,explain want look hang inform procedure consultation get takeover,"['explain', 'explain want', 'explain want look', 'explain want look hang', 'explain want look hang inform', 'explain want look hang inform procedure', 'explain want look hang inform procedure consultation', 'explain want look hang inform procedure consultation get', 'explain want look hang inform procedure consultation get takeover', 'want', 'want look', 'want look hang', 'want look hang inform', 'want look hang inform procedure', 'want look hang inform procedure consultation', 'want look hang inform procedure consultation get', 'want look hang inform procedure consultation get takeover', 'look', 'look hang', 'look hang inform', 'look hang inform procedure', 'look hang inform procedure consultation', 'look hang inform procedure consultation get', 'look hang inform procedure consultation get takeover', 'hang', 'hang inform', 'hang inform procedure', 'hang inform procedure consultation', 'hang inform procedure consultation get', 'hang inform procedure consultation get takeover', 'inform', 'inform procedure', 'inform procedure consultation', 'inform procedure consultation get', 'inform procedure consultation get takeover', 'procedure', 'procedure consultation', 'procedure consultation get', 'procedure consultation get takeover', 'consultation', 'consultation get', 'consultation get takeover', 'get', 'get takeover', 'takeover']",0,1,0,0,0,0,0,0,0.030303030303030304
112597,If you tear your ACL in Boca or Delray he is the go-to guy.,0,tear boa delay get guy,"['tear', 'tear boa', 'tear boa delay', 'tear boa delay get', 'tear boa delay get guy', 'boa', 'boa delay', 'boa delay get', 'boa delay get guy', 'delay', 'delay get', 'delay get guy', 'get', 'get guy', 'guy']",0,1,0,0,0,0,0,0,0.05555555555555555
188056,I got an MRI here for my back and ended up totally confused by what the doc told me.,1,get mister end wholly confuse tell,"['get', 'get mister', 'get mister end', 'get mister end wholly', 'get mister end wholly confuse', 'get mister end wholly confuse tell', 'mister', 'mister end', 'mister end wholly', 'mister end wholly confuse', 'mister end wholly confuse tell', 'end', 'end wholly', 'end wholly confuse', 'end wholly confuse tell', 'wholly', 'wholly confuse', 'wholly confuse tell', 'confuse', 'confuse tell', 'tell']",0,1,0,0,0,0,0,0,0.047619047619047616
171164,I got the work I needed done elsewhere without root canals and am fine without his expertise.,1,get work need root canal fine expertness,"['get', 'get work', 'get work need', 'get work need root', 'get work need root canal', 'get work need root canal fine', 'get work need root canal fine expertness', 'work', 'work need', 'work need root', 'work need root canal', 'work need root canal fine', 'work need root canal fine expertness', 'need', 'need root', 'need root canal', 'need root canal fine', 'need root canal fine expertness', 'root', 'root canal', 'root canal fine', 'root canal fine expertness', 'canal', 'canal fine', 'canal fine expertness', 'fine', 'fine expertness', 'expertness']",0,1,0,0,0,0,0,0,0.04081632653061224
90449,He is very polite and makes you feel so comfortable like I've known him for a long time.,0,polite make feel comfortable like know long time,"['polite', 'polite make', 'polite make feel', 'polite make feel comfortable', 'polite make feel comfortable like', 'polite make feel comfortable like know', 'polite make feel comfortable like know long', 'polite make feel comfortable like know long time', 'make', 'make feel', 'make feel comfortable', 'make feel comfortable like', 'make feel comfortable like know', 'make feel comfortable like know long', 'make feel comfortable like know long time', 'feel', 'feel comfortable', 'feel comfortable like', 'feel comfortable like know', 'feel comfortable like know long', 'feel comfortable like know long time', 'comfortable', 'comfortable like', 'comfortable like know', 'comfortable like know long', 'comfortable like know long time', 'like', 'like know', 'like know long', 'like know long time', 'know', 'know long', 'know long time', 'long', 'long time', 'time']",0,0,0,0,0,1,0,0,0.03508771929824561
179909,I'm sure this review will disappear as he seems to spend a lot of time getting bad reviews removed.,1,sure review disappear spend lot time get bad review remove,"['sure', 'sure review', 'sure review disappear', 'sure review disappear spend', 'sure review disappear spend lot', 'sure review disappear spend lot time', 'sure review disappear spend lot time get', 'sure review disappear spend lot time get bad', 'sure review disappear spend lot time get bad review', 'sure review disappear spend lot time get bad review remove', 'review', 'review disappear', 'review disappear spend', 'review disappear spend lot', 'review disappear spend lot time', 'review disappear spend lot time get', 'review disappear spend lot time get bad', 'review disappear spend lot time get bad review', 'review disappear spend lot time get bad review remove', 'disappear', 'disappear spend', 'disappear spend lot', 'disappear spend lot time', 'disappear spend lot time get', 'disappear spend lot time get bad', 'disappear spend lot time get bad review', 'disappear spend lot time get bad review remove', 'spend', 'spend lot', 'spend lot time', 'spend lot time get', 'spend lot time get bad', 'spend lot time get bad review', 'spend lot time get bad review remove', 'lot', 'lot time', 'lot time get', 'lot time get bad', 'lot time get bad review', 'lot time get bad review remove', 'time', 'time get', 'time get bad', 'time get bad review', 'time get bad review remove', 'get', 'get bad', 'get bad review', 'get bad review remove', 'bad', 'bad review', 'bad review remove', 'review', 'review remove', 'remove']",0,1,0,0,0,0,0,0,0.02631578947368421
75988,"2nd Revision and Finally Got It Right! - Midlothian, VA.",0,neodymium revision finally get right midlothian va,"['neodymium', 'neodymium revision', 'neodymium revision finally', 'neodymium revision finally get', 'neodymium revision finally get right', 'neodymium revision finally get right midlothian', 'neodymium revision finally get right midlothian va', 'revision', 'revision finally', 'revision finally get', 'revision finally get right', 'revision finally get right midlothian', 'revision finally get right midlothian va', 'finally', 'finally get', 'finally get right', 'finally get right midlothian', 'finally get right midlothian va', 'get', 'get right', 'get right midlothian', 'get right midlothian va', 'right', 'right midlothian', 'right midlothian va', 'midlothian', 'midlothian va', 'va']",0,1,0,0,0,0,0,0,0.04081632653061224
148103,"These people are rude, take their sweet time to handle analyses and only really care about getting your money.",1,people rude sweet time handle analysis care get money,"['people', 'people rude', 'people rude sweet', 'people rude sweet time', 'people rude sweet time handle', 'people rude sweet time handle analysis', 'people rude sweet time handle analysis care', 'people rude sweet time handle analysis care get', 'people rude sweet time handle analysis care get money', 'rude', 'rude sweet', 'rude sweet time', 'rude sweet time handle', 'rude sweet time handle analysis', 'rude sweet time handle analysis care', 'rude sweet time handle analysis care get', 'rude sweet time handle analysis care get money', 'sweet', 'sweet time', 'sweet time handle', 'sweet time handle analysis', 'sweet time handle analysis care', 'sweet time handle analysis care get', 'sweet time handle analysis care get money', 'time', 'time handle', 'time handle analysis', 'time handle analysis care', 'time handle analysis care get', 'time handle analysis care get money', 'handle', 'handle analysis', 'handle analysis care', 'handle analysis care get', 'handle analysis care get money', 'analysis', 'analysis care', 'analysis care get', 'analysis care get money', 'care', 'care get', 'care get money', 'get', 'get money', 'money']",0,1,0,0,0,0,0,0,0.030303030303030304
78685,In my opinion there is not anything Dr Fechisin cannot do.,0,opinion not not,"['opinion', 'opinion not', 'opinion not not', 'not', 'not not', 'not']",0,0,0,1,0,0,0,0,0.07407407407407407
142727,Dr. AMUNDARY'S SKILL COUPLED WITH PATIENT COMPASSION MAKES A CIMFORTABLE THE CARE AND CANDOR/HONESTY RE MY,0,couple patient compassion make comfortable care candorhonesty,"['couple', 'couple patient', 'couple patient compassion', 'couple patient compassion make', 'couple patient compassion make comfortable', 'couple patient compassion make comfortable care', 'couple patient compassion make comfortable care candorhonesty', 'patient', 'patient compassion', 'patient compassion make', 'patient compassion make comfortable', 'patient compassion make comfortable care', 'patient compassion make comfortable care candorhonesty', 'compassion', 'compassion make', 'compassion make comfortable', 'compassion make comfortable care', 'compassion make comfortable care candorhonesty', 'make', 'make comfortable', 'make comfortable care', 'make comfortable care candorhonesty', 'comfortable', 'comfortable care', 'comfortable care candorhonesty', 'care', 'care candorhonesty', 'candorhonesty']",0,0,0,0,0,1,0,0,0.04081632653061224
