commentId,comment,classification,comment_processed,word_phrase_list,practice,compassionate,similarity_score
127836,Dr. Greaves is 100% dedicated to the practice but more importantly to his patients.,0,dedicate practice importantly patient,"['dedicate', 'dedicate practice', 'dedicate practice importantly', 'dedicate practice importantly patient', 'practice', 'practice importantly', 'practice importantly patient', 'importantly', 'importantly patient', 'patient']",1,0,0.5
173788,Looks like I got fake surgery nothing improved I was used as some kind of practice object,1,look like get face surgery improved kind practice object,"['look', 'look like', 'look like get', 'look like get face', 'look like get face surgery', 'look like get face surgery improved', 'look like get face surgery improved kind', 'look like get face surgery improved kind practice', 'look like get face surgery improved kind practice object', 'like', 'like get', 'like get face', 'like get face surgery', 'like get face surgery improved', 'like get face surgery improved kind', 'like get face surgery improved kind practice', 'like get face surgery improved kind practice object', 'get', 'get face', 'get face surgery', 'get face surgery improved', 'get face surgery improved kind', 'get face surgery improved kind practice', 'get face surgery improved kind practice object', 'face', 'face surgery', 'face surgery improved', 'face surgery improved kind', 'face surgery improved kind practice', 'face surgery improved kind practice object', 'surgery', 'surgery improved', 'surgery improved kind', 'surgery improved kind practice', 'surgery improved kind practice object', 'improved', 'improved kind', 'improved kind practice', 'improved kind practice object', 'kind', 'kind practice', 'kind practice object', 'practice', 'practice object', 'object']",1,0,0.5
68302,The doctor was very understanding and compassionate and seemed to spend a lot of time getting to know me,0,doctor understanding compassionate spend lot time get know,"['doctor', 'doctor understanding', 'doctor understanding compassionate', 'doctor understanding compassionate spend', 'doctor understanding compassionate spend lot', 'doctor understanding compassionate spend lot time', 'doctor understanding compassionate spend lot time get', 'doctor understanding compassionate spend lot time get know', 'understanding', 'understanding compassionate', 'understanding compassionate spend', 'understanding compassionate spend lot', 'understanding compassionate spend lot time', 'understanding compassionate spend lot time get', 'understanding compassionate spend lot time get know', 'compassionate', 'compassionate spend', 'compassionate spend lot', 'compassionate spend lot time', 'compassionate spend lot time get', 'compassionate spend lot time get know', 'spend', 'spend lot', 'spend lot time', 'spend lot time get', 'spend lot time get know', 'lot', 'lot time', 'lot time get', 'lot time get know', 'time', 'time get', 'time get know', 'get', 'get know', 'know']",0,1,0.5
168154,"Get you in and out, and IF a Dr in the practice messes you up, you're screwed.",1,dr practice mass screw,"['dr', 'dr practice', 'dr practice mass', 'dr practice mass screw', 'practice', 'practice mass', 'practice mass screw', 'mass', 'mass screw', 'screw']",1,0,0.5
166450,This practice is terrific.,0,practice terrific,"['practice', 'practice terrific', 'terrific']",1,0,0.5
83033,This is the way a dental practice should be run.,0,way dental practice run,"['way', 'way dental', 'way dental practice', 'way dental practice run', 'dental', 'dental practice', 'dental practice run', 'practice', 'practice run', 'run']",1,0,0.5
112646,They have got to hire more people for this practice and learn how to manage their phones.,1,get hire people practice learn manage phone,"['get', 'get hire', 'get hire people', 'get hire people practice', 'get hire people practice learn', 'get hire people practice learn manage', 'get hire people practice learn manage phone', 'hire', 'hire people', 'hire people practice', 'hire people practice learn', 'hire people practice learn manage', 'hire people practice learn manage phone', 'people', 'people practice', 'people practice learn', 'people practice learn manage', 'people practice learn manage phone', 'practice', 'practice learn', 'practice learn manage', 'practice learn manage phone', 'learn', 'learn manage', 'learn manage phone', 'manage', 'manage phone', 'phone']",1,0,0.5
151919,way the day I decided to choose the practice I Wish I could give this place more than five stars!!,0,way decide choose practice wish place star,"['way', 'way decide', 'way decide choose', 'way decide choose practice', 'way decide choose practice wish', 'way decide choose practice wish place', 'way decide choose practice wish place star', 'decide', 'decide choose', 'decide choose practice', 'decide choose practice wish', 'decide choose practice wish place', 'decide choose practice wish place star', 'choose', 'choose practice', 'choose practice wish', 'choose practice wish place', 'choose practice wish place star', 'practice', 'practice wish', 'practice wish place', 'practice wish place star', 'wish', 'wish place', 'wish place star', 'place', 'place star', 'star']",1,0,0.5
170844,"for my children, if it not been for his practice and the empathy alone from all the staff members, working",0,child practice staff member work,"['child', 'child practice', 'child practice staff', 'child practice staff member', 'child practice staff member work', 'practice', 'practice staff', 'practice staff member', 'practice staff member work', 'staff', 'staff member', 'staff member work', 'member', 'member work', 'work']",1,0,0.5
144224,and care that is provided to me from everyone at the practice.,0,care provide practice,"['care', 'care provide', 'care provide practice', 'provide', 'provide practice', 'practice']",1,0,0.5
175978,My extreme disappointment was their business practices when it came time to schedule surgery.,1,extreme disappointment business practice come time schedule surgery,"['extreme', 'extreme disappointment', 'extreme disappointment business', 'extreme disappointment business practice', 'extreme disappointment business practice come', 'extreme disappointment business practice come time', 'extreme disappointment business practice come time schedule', 'extreme disappointment business practice come time schedule surgery', 'disappointment', 'disappointment business', 'disappointment business practice', 'disappointment business practice come', 'disappointment business practice come time', 'disappointment business practice come time schedule', 'disappointment business practice come time schedule surgery', 'business', 'business practice', 'business practice come', 'business practice come time', 'business practice come time schedule', 'business practice come time schedule surgery', 'practice', 'practice come', 'practice come time', 'practice come time schedule', 'practice come time schedule surgery', 'come', 'come time', 'come time schedule', 'come time schedule surgery', 'time', 'time schedule', 'time schedule surgery', 'schedule', 'schedule surgery', 'surgery']",1,0,0.5
187906,Every single person in this practice is wonderful!,0,single person practice fantastic,"['single', 'single person', 'single person practice', 'single person practice fantastic', 'person', 'person practice', 'person practice fantastic', 'practice', 'practice fantastic', 'fantastic']",1,0,0.5
169086,She deserves far more than whatever you pay her because when patients come to your practice bruised,0,deserve far pay patient come practice bruise,"['deserve', 'deserve far', 'deserve far pay', 'deserve far pay patient', 'deserve far pay patient come', 'deserve far pay patient come practice', 'deserve far pay patient come practice bruise', 'far', 'far pay', 'far pay patient', 'far pay patient come', 'far pay patient come practice', 'far pay patient come practice bruise', 'pay', 'pay patient', 'pay patient come', 'pay patient come practice', 'pay patient come practice bruise', 'patient', 'patient come', 'patient come practice', 'patient come practice bruise', 'come', 'come practice', 'come practice bruise', 'practice', 'practice bruise', 'bruise']",1,0,0.5
114352,"My husband and I could not have found a more kind, knowledgeable, compassionate",0,husband find kind knowledgeable compassionate,"['husband', 'husband find', 'husband find kind', 'husband find kind knowledgeable', 'husband find kind knowledgeable compassionate', 'find', 'find kind', 'find kind knowledgeable', 'find kind knowledgeable compassionate', 'kind', 'kind knowledgeable', 'kind knowledgeable compassionate', 'knowledgeable', 'knowledgeable compassionate', 'compassionate']",0,1,0.5
156099,Some things r better left in the 1960s including this practice.,1,thing r good leave s include practice,"['thing', 'thing r', 'thing r good', 'thing r good leave', 'thing r good leave s', 'thing r good leave s include', 'thing r good leave s include practice', 'r', 'r good', 'r good leave', 'r good leave s', 'r good leave s include', 'r good leave s include practice', 'good', 'good leave', 'good leave s', 'good leave s include', 'good leave s include practice', 'leave', 'leave s', 'leave s include', 'leave s include practice', 's', 's include', 's include practice', 'include', 'include practice', 'practice']",1,0,0.5
175699,"If I haven't persuaded you enough, just Google the lawsuits against his practice.",1,persuade goose lawsuit practice,"['persuade', 'persuade goose', 'persuade goose lawsuit', 'persuade goose lawsuit practice', 'goose', 'goose lawsuit', 'goose lawsuit practice', 'lawsuit', 'lawsuit practice', 'practice']",1,0,0.5
120902,and explained my condition and x-rays as opposed to the first doctor I saw at a different practice.,0,explain condition ray oppose doctor see different practice,"['explain', 'explain condition', 'explain condition ray', 'explain condition ray oppose', 'explain condition ray oppose doctor', 'explain condition ray oppose doctor see', 'explain condition ray oppose doctor see different', 'explain condition ray oppose doctor see different practice', 'condition', 'condition ray', 'condition ray oppose', 'condition ray oppose doctor', 'condition ray oppose doctor see', 'condition ray oppose doctor see different', 'condition ray oppose doctor see different practice', 'ray', 'ray oppose', 'ray oppose doctor', 'ray oppose doctor see', 'ray oppose doctor see different', 'ray oppose doctor see different practice', 'oppose', 'oppose doctor', 'oppose doctor see', 'oppose doctor see different', 'oppose doctor see different practice', 'doctor', 'doctor see', 'doctor see different', 'doctor see different practice', 'see', 'see different', 'see different practice', 'different', 'different practice', 'practice']",1,0,0.5
67751,It is evident that Dr. Hayes has managed to convey both the true art and science of the practice of medicine to his staff and then support and role model the importance of both.,0,evident manage convey true art science practice medicine staff support role model importance,"['evident', 'evident manage', 'evident manage convey', 'evident manage convey true', 'evident manage convey true art', 'evident manage convey true art science', 'evident manage convey true art science practice', 'evident manage convey true art science practice medicine', 'evident manage convey true art science practice medicine staff', 'evident manage convey true art science practice medicine staff support', 'evident manage convey true art science practice medicine staff support role', 'evident manage convey true art science practice medicine staff support role model', 'evident manage convey true art science practice medicine staff support role model importance', 'manage', 'manage convey', 'manage convey true', 'manage convey true art', 'manage convey true art science', 'manage convey true art science practice', 'manage convey true art science practice medicine', 'manage convey true art science practice medicine staff', 'manage convey true art science practice medicine staff support', 'manage convey true art science practice medicine staff support role', 'manage convey true art science practice medicine staff support role model', 'manage convey true art science practice medicine staff support role model importance', 'convey', 'convey true', 'convey true art', 'convey true art science', 'convey true art science practice', 'convey true art science practice medicine', 'convey true art science practice medicine staff', 'convey true art science practice medicine staff support', 'convey true art science practice medicine staff support role', 'convey true art science practice medicine staff support role model', 'convey true art science practice medicine staff support role model importance', 'true', 'true art', 'true art science', 'true art science practice', 'true art science practice medicine', 'true art science practice medicine staff', 'true art science practice medicine staff support', 'true art science practice medicine staff support role', 'true art science practice medicine staff support role model', 'true art science practice medicine staff support role model importance', 'art', 'art science', 'art science practice', 'art science practice medicine', 'art science practice medicine staff', 'art science practice medicine staff support', 'art science practice medicine staff support role', 'art science practice medicine staff support role model', 'art science practice medicine staff support role model importance', 'science', 'science practice', 'science practice medicine', 'science practice medicine staff', 'science practice medicine staff support', 'science practice medicine staff support role', 'science practice medicine staff support role model', 'science practice medicine staff support role model importance', 'practice', 'practice medicine', 'practice medicine staff', 'practice medicine staff support', 'practice medicine staff support role', 'practice medicine staff support role model', 'practice medicine staff support role model importance', 'medicine', 'medicine staff', 'medicine staff support', 'medicine staff support role', 'medicine staff support role model', 'medicine staff support role model importance', 'staff', 'staff support', 'staff support role', 'staff support role model', 'staff support role model importance', 'support', 'support role', 'support role model', 'support role model importance', 'role', 'role model', 'role model importance', 'model', 'model importance', 'importance']",1,0,0.5
189647,It is a truly absurd practice to ask healthy folks to wear a mask.,1,truly absurd practice ask healthy folk wear mask,"['truly', 'truly absurd', 'truly absurd practice', 'truly absurd practice ask', 'truly absurd practice ask healthy', 'truly absurd practice ask healthy folk', 'truly absurd practice ask healthy folk wear', 'truly absurd practice ask healthy folk wear mask', 'absurd', 'absurd practice', 'absurd practice ask', 'absurd practice ask healthy', 'absurd practice ask healthy folk', 'absurd practice ask healthy folk wear', 'absurd practice ask healthy folk wear mask', 'practice', 'practice ask', 'practice ask healthy', 'practice ask healthy folk', 'practice ask healthy folk wear', 'practice ask healthy folk wear mask', 'ask', 'ask healthy', 'ask healthy folk', 'ask healthy folk wear', 'ask healthy folk wear mask', 'healthy', 'healthy folk', 'healthy folk wear', 'healthy folk wear mask', 'folk', 'folk wear', 'folk wear mask', 'wear', 'wear mask', 'mask']",1,0,0.5
125622,I wish you all the best and continued success to your practice!,0,wish good continue success practice,"['wish', 'wish good', 'wish good continue', 'wish good continue success', 'wish good continue success practice', 'good', 'good continue', 'good continue success', 'good continue success practice', 'continue', 'continue success', 'continue success practice', 'success', 'success practice', 'practice']",1,0,0.5
151500,You could tell from the consultation that everything is handled elegantly at this practice.,0,tell consultation handle elegantly practice,"['tell', 'tell consultation', 'tell consultation handle', 'tell consultation handle elegantly', 'tell consultation handle elegantly practice', 'consultation', 'consultation handle', 'consultation handle elegantly', 'consultation handle elegantly practice', 'handle', 'handle elegantly', 'handle elegantly practice', 'elegantly', 'elegantly practice', 'practice']",1,0,0.5
117420,"Very detailed in explaining my condition, super kind and very compassionate and very caring!",0,detail explain condition super kind compassionate dare,"['detail', 'detail explain', 'detail explain condition', 'detail explain condition super', 'detail explain condition super kind', 'detail explain condition super kind compassionate', 'detail explain condition super kind compassionate dare', 'explain', 'explain condition', 'explain condition super', 'explain condition super kind', 'explain condition super kind compassionate', 'explain condition super kind compassionate dare', 'condition', 'condition super', 'condition super kind', 'condition super kind compassionate', 'condition super kind compassionate dare', 'super', 'super kind', 'super kind compassionate', 'super kind compassionate dare', 'kind', 'kind compassionate', 'kind compassionate dare', 'compassionate', 'compassionate dare', 'dare']",0,1,0.5
167860,"I've needed neurologists, physiatrists, physical therapist, lymphatic masseuse, speech therapist, a therapeutic masseuse at an ENTs practice, MRIs, Botox in my neck,",1,ve need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice neck,"['ve', 've need', 've need neurologist', 've need neurologist physiatrists', 've need neurologist physiatrists physical', 've need neurologist physiatrists physical therapist', 've need neurologist physiatrists physical therapist lymphatic', 've need neurologist physiatrists physical therapist lymphatic mass', 've need neurologist physiatrists physical therapist lymphatic mass speech', 've need neurologist physiatrists physical therapist lymphatic mass speech therapist', 've need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic', 've need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass', 've need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end', 've need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice', 've need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice neck', 'need', 'need neurologist', 'need neurologist physiatrists', 'need neurologist physiatrists physical', 'need neurologist physiatrists physical therapist', 'need neurologist physiatrists physical therapist lymphatic', 'need neurologist physiatrists physical therapist lymphatic mass', 'need neurologist physiatrists physical therapist lymphatic mass speech', 'need neurologist physiatrists physical therapist lymphatic mass speech therapist', 'need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic', 'need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass', 'need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end', 'need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice', 'need neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice neck', 'neurologist', 'neurologist physiatrists', 'neurologist physiatrists physical', 'neurologist physiatrists physical therapist', 'neurologist physiatrists physical therapist lymphatic', 'neurologist physiatrists physical therapist lymphatic mass', 'neurologist physiatrists physical therapist lymphatic mass speech', 'neurologist physiatrists physical therapist lymphatic mass speech therapist', 'neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic', 'neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass', 'neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end', 'neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice', 'neurologist physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice neck', 'physiatrists', 'physiatrists physical', 'physiatrists physical therapist', 'physiatrists physical therapist lymphatic', 'physiatrists physical therapist lymphatic mass', 'physiatrists physical therapist lymphatic mass speech', 'physiatrists physical therapist lymphatic mass speech therapist', 'physiatrists physical therapist lymphatic mass speech therapist therapeutic', 'physiatrists physical therapist lymphatic mass speech therapist therapeutic mass', 'physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end', 'physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice', 'physiatrists physical therapist lymphatic mass speech therapist therapeutic mass end practice neck', 'physical', 'physical therapist', 'physical therapist lymphatic', 'physical therapist lymphatic mass', 'physical therapist lymphatic mass speech', 'physical therapist lymphatic mass speech therapist', 'physical therapist lymphatic mass speech therapist therapeutic', 'physical therapist lymphatic mass speech therapist therapeutic mass', 'physical therapist lymphatic mass speech therapist therapeutic mass end', 'physical therapist lymphatic mass speech therapist therapeutic mass end practice', 'physical therapist lymphatic mass speech therapist therapeutic mass end practice neck', 'therapist', 'therapist lymphatic', 'therapist lymphatic mass', 'therapist lymphatic mass speech', 'therapist lymphatic mass speech therapist', 'therapist lymphatic mass speech therapist therapeutic', 'therapist lymphatic mass speech therapist therapeutic mass', 'therapist lymphatic mass speech therapist therapeutic mass end', 'therapist lymphatic mass speech therapist therapeutic mass end practice', 'therapist lymphatic mass speech therapist therapeutic mass end practice neck', 'lymphatic', 'lymphatic mass', 'lymphatic mass speech', 'lymphatic mass speech therapist', 'lymphatic mass speech therapist therapeutic', 'lymphatic mass speech therapist therapeutic mass', 'lymphatic mass speech therapist therapeutic mass end', 'lymphatic mass speech therapist therapeutic mass end practice', 'lymphatic mass speech therapist therapeutic mass end practice neck', 'mass', 'mass speech', 'mass speech therapist', 'mass speech therapist therapeutic', 'mass speech therapist therapeutic mass', 'mass speech therapist therapeutic mass end', 'mass speech therapist therapeutic mass end practice', 'mass speech therapist therapeutic mass end practice neck', 'speech', 'speech therapist', 'speech therapist therapeutic', 'speech therapist therapeutic mass', 'speech therapist therapeutic mass end', 'speech therapist therapeutic mass end practice', 'speech therapist therapeutic mass end practice neck', 'therapist', 'therapist therapeutic', 'therapist therapeutic mass', 'therapist therapeutic mass end', 'therapist therapeutic mass end practice', 'therapist therapeutic mass end practice neck', 'therapeutic', 'therapeutic mass', 'therapeutic mass end', 'therapeutic mass end practice', 'therapeutic mass end practice neck', 'mass', 'mass end', 'mass end practice', 'mass end practice neck', 'end', 'end practice', 'end practice neck', 'practice', 'practice neck', 'neck']",1,0,0.5
116743,I highly suggest him and his practice.,0,highly suggest practice,"['highly', 'highly suggest', 'highly suggest practice', 'suggest', 'suggest practice', 'practice']",1,0,0.5
146751,For Jason and his practice it seems the prioritize profit over morality. #BLM #SilenceisViolence,1,jason practice prioritize profit morality ulm silenceisviolence,"['jason', 'jason practice', 'jason practice prioritize', 'jason practice prioritize profit', 'jason practice prioritize profit morality', 'jason practice prioritize profit morality ulm', 'jason practice prioritize profit morality ulm silenceisviolence', 'practice', 'practice prioritize', 'practice prioritize profit', 'practice prioritize profit morality', 'practice prioritize profit morality ulm', 'practice prioritize profit morality ulm silenceisviolence', 'prioritize', 'prioritize profit', 'prioritize profit morality', 'prioritize profit morality ulm', 'prioritize profit morality ulm silenceisviolence', 'profit', 'profit morality', 'profit morality ulm', 'profit morality ulm silenceisviolence', 'morality', 'morality ulm', 'morality ulm silenceisviolence', 'ulm', 'ulm silenceisviolence', 'silenceisviolence']",1,0,0.5
92233,so happy with his work and reommend this practice wholeheartedly.,0,happy work recommend practice wholeheartedly,"['happy', 'happy work', 'happy work recommend', 'happy work recommend practice', 'happy work recommend practice wholeheartedly', 'work', 'work recommend', 'work recommend practice', 'work recommend practice wholeheartedly', 'recommend', 'recommend practice', 'recommend practice wholeheartedly', 'practice', 'practice wholeheartedly', 'wholeheartedly']",1,0,0.5
62585,The practice's voicemail needs to be re-recorded,1,practice voice mail need record,"['practice', 'practice voice', 'practice voice mail', 'practice voice mail need', 'practice voice mail need record', 'voice', 'voice mail', 'voice mail need', 'voice mail need record', 'mail', 'mail need', 'mail need record', 'need', 'need record', 'record']",1,0,0.5
129987,Love her and everyone in this practice.,0,love practice,"['love', 'love practice', 'practice']",1,0,0.5
165038,"and plastic surgery), his dedication to his practice and patients was evident from the initial consult.",0,plastic surgery education practice patient evident initial consult,"['plastic', 'plastic surgery', 'plastic surgery education', 'plastic surgery education practice', 'plastic surgery education practice patient', 'plastic surgery education practice patient evident', 'plastic surgery education practice patient evident initial', 'plastic surgery education practice patient evident initial consult', 'surgery', 'surgery education', 'surgery education practice', 'surgery education practice patient', 'surgery education practice patient evident', 'surgery education practice patient evident initial', 'surgery education practice patient evident initial consult', 'education', 'education practice', 'education practice patient', 'education practice patient evident', 'education practice patient evident initial', 'education practice patient evident initial consult', 'practice', 'practice patient', 'practice patient evident', 'practice patient evident initial', 'practice patient evident initial consult', 'patient', 'patient evident', 'patient evident initial', 'patient evident initial consult', 'evident', 'evident initial', 'evident initial consult', 'initial', 'initial consult', 'consult']",1,0,0.5
103104,I highly recommend her practice for allergy testing and treatment.,0,highly recommend practice clergy test treatment,"['highly', 'highly recommend', 'highly recommend practice', 'highly recommend practice clergy', 'highly recommend practice clergy test', 'highly recommend practice clergy test treatment', 'recommend', 'recommend practice', 'recommend practice clergy', 'recommend practice clergy test', 'recommend practice clergy test treatment', 'practice', 'practice clergy', 'practice clergy test', 'practice clergy test treatment', 'clergy', 'clergy test', 'clergy test treatment', 'test', 'test treatment', 'treatment']",1,0,0.5
126427,Also more reasonably priced than other practices in my opinion.,0,reasonably price practice opinion,"['reasonably', 'reasonably price', 'reasonably price practice', 'reasonably price practice opinion', 'price', 'price practice', 'price practice opinion', 'practice', 'practice opinion', 'opinion']",1,0,0.5
131144,It's no surprise he's been in the practice and such a huge success as long as he has.,0,surprise s practice huge success long,"['surprise', 'surprise s', 'surprise s practice', 'surprise s practice huge', 'surprise s practice huge success', 'surprise s practice huge success long', 's', 's practice', 's practice huge', 's practice huge success', 's practice huge success long', 'practice', 'practice huge', 'practice huge success', 'practice huge success long', 'huge', 'huge success', 'huge success long', 'success', 'success long', 'long']",1,0,0.5
95626,His is the epitome of what a doctor should be and most other doctors practicing today could,0,episode doctor doctor practice,"['episode', 'episode doctor', 'episode doctor doctor', 'episode doctor doctor practice', 'doctor', 'doctor doctor', 'doctor doctor practice', 'doctor', 'doctor practice', 'practice']",1,0,0.5
122212,My guess is that he uses them to practice on patients so that he can book more surgeries.,1,guess u practice patient book forgery,"['guess', 'guess u', 'guess u practice', 'guess u practice patient', 'guess u practice patient book', 'guess u practice patient book forgery', 'u', 'u practice', 'u practice patient', 'u practice patient book', 'u practice patient book forgery', 'practice', 'practice patient', 'practice patient book', 'practice patient book forgery', 'patient', 'patient book', 'patient book forgery', 'book', 'book forgery', 'forgery']",1,0,0.5
169370,It is really sad to see a professional organization practice this way.,1,sad professional organization practice way,"['sad', 'sad professional', 'sad professional organization', 'sad professional organization practice', 'sad professional organization practice way', 'professional', 'professional organization', 'professional organization practice', 'professional organization practice way', 'organization', 'organization practice', 'organization practice way', 'practice', 'practice way', 'way']",1,0,0.5
148924,"He is thorough, meticulous and practices patient centered care.",0,thorough meticulous practice patient center care,"['thorough', 'thorough meticulous', 'thorough meticulous practice', 'thorough meticulous practice patient', 'thorough meticulous practice patient center', 'thorough meticulous practice patient center care', 'meticulous', 'meticulous practice', 'meticulous practice patient', 'meticulous practice patient center', 'meticulous practice patient center care', 'practice', 'practice patient', 'practice patient center', 'practice patient center care', 'patient', 'patient center', 'patient center care', 'center', 'center care', 'care']",1,0,0.5
82100,Upon leaving I immediately made an appointment with another practice,1,leave immediately appointment practice,"['leave', 'leave immediately', 'leave immediately appointment', 'leave immediately appointment practice', 'immediately', 'immediately appointment', 'immediately appointment practice', 'appointment', 'appointment practice', 'practice']",1,0,0.5
99467,"This isn't a medical practice anymore, it is a place where they see as many people as possible",1,medical practice anymore place people possible,"['medical', 'medical practice', 'medical practice anymore', 'medical practice anymore place', 'medical practice anymore place people', 'medical practice anymore place people possible', 'practice', 'practice anymore', 'practice anymore place', 'practice anymore place people', 'practice anymore place people possible', 'anymore', 'anymore place', 'anymore place people', 'anymore place people possible', 'place', 'place people', 'place people possible', 'people', 'people possible', 'possible']",1,0,0.5
134867,The entire practice and the way that they work is amazing.,0,entire practice way work amaze,"['entire', 'entire practice', 'entire practice way', 'entire practice way work', 'entire practice way work amaze', 'practice', 'practice way', 'practice way work', 'practice way work amaze', 'way', 'way work', 'way work amaze', 'work', 'work amaze', 'amaze']",1,0,0.5
168047,He is helping me take a proactive approach to my healing....RSD will not keep me down....thanks for keeping me well,0,help practice approach healingrsd downthanks keep,"['help', 'help practice', 'help practice approach', 'help practice approach healingrsd', 'help practice approach healingrsd downthanks', 'help practice approach healingrsd downthanks keep', 'practice', 'practice approach', 'practice approach healingrsd', 'practice approach healingrsd downthanks', 'practice approach healingrsd downthanks keep', 'approach', 'approach healingrsd', 'approach healingrsd downthanks', 'approach healingrsd downthanks keep', 'healingrsd', 'healingrsd downthanks', 'healingrsd downthanks keep', 'downthanks', 'downthanks keep', 'keep']",1,0,0.5
120898,I walked out of there with the biggest smile and felt SO comfortable with him and his practice.,0,walk big smile feel comfortable practice,"['walk', 'walk big', 'walk big smile', 'walk big smile feel', 'walk big smile feel comfortable', 'walk big smile feel comfortable practice', 'big', 'big smile', 'big smile feel', 'big smile feel comfortable', 'big smile feel comfortable practice', 'smile', 'smile feel', 'smile feel comfortable', 'smile feel comfortable practice', 'feel', 'feel comfortable', 'feel comfortable practice', 'comfortable', 'comfortable practice', 'practice']",1,0,0.5
111754,"if you are also looking for a reliable, prompt, and loyal surgeon, I have done the leg work and found you the practice.",0,look reliable prompt loyal surgeon leg work find practice,"['look', 'look reliable', 'look reliable prompt', 'look reliable prompt loyal', 'look reliable prompt loyal surgeon', 'look reliable prompt loyal surgeon leg', 'look reliable prompt loyal surgeon leg work', 'look reliable prompt loyal surgeon leg work find', 'look reliable prompt loyal surgeon leg work find practice', 'reliable', 'reliable prompt', 'reliable prompt loyal', 'reliable prompt loyal surgeon', 'reliable prompt loyal surgeon leg', 'reliable prompt loyal surgeon leg work', 'reliable prompt loyal surgeon leg work find', 'reliable prompt loyal surgeon leg work find practice', 'prompt', 'prompt loyal', 'prompt loyal surgeon', 'prompt loyal surgeon leg', 'prompt loyal surgeon leg work', 'prompt loyal surgeon leg work find', 'prompt loyal surgeon leg work find practice', 'loyal', 'loyal surgeon', 'loyal surgeon leg', 'loyal surgeon leg work', 'loyal surgeon leg work find', 'loyal surgeon leg work find practice', 'surgeon', 'surgeon leg', 'surgeon leg work', 'surgeon leg work find', 'surgeon leg work find practice', 'leg', 'leg work', 'leg work find', 'leg work find practice', 'work', 'work find', 'work find practice', 'find', 'find practice', 'practice']",1,0,0.5
102317,I love his conservative practices to make you look your best!,0,love conservative practice look good,"['love', 'love conservative', 'love conservative practice', 'love conservative practice look', 'love conservative practice look good', 'conservative', 'conservative practice', 'conservative practice look', 'conservative practice look good', 'practice', 'practice look', 'practice look good', 'look', 'look good', 'good']",1,0,0.5
133599,"My PA was very helpful, attentive and proactive.",0,pa helpful attentive practice,"['pa', 'pa helpful', 'pa helpful attentive', 'pa helpful attentive practice', 'helpful', 'helpful attentive', 'helpful attentive practice', 'attentive', 'attentive practice', 'practice']",1,0,0.5
162740,"Everything was incredibly efficient, especially compared to a lot of my experiences outside his practice.",0,incredibly efficient especially compare lot experience outside practice,"['incredibly', 'incredibly efficient', 'incredibly efficient especially', 'incredibly efficient especially compare', 'incredibly efficient especially compare lot', 'incredibly efficient especially compare lot experience', 'incredibly efficient especially compare lot experience outside', 'incredibly efficient especially compare lot experience outside practice', 'efficient', 'efficient especially', 'efficient especially compare', 'efficient especially compare lot', 'efficient especially compare lot experience', 'efficient especially compare lot experience outside', 'efficient especially compare lot experience outside practice', 'especially', 'especially compare', 'especially compare lot', 'especially compare lot experience', 'especially compare lot experience outside', 'especially compare lot experience outside practice', 'compare', 'compare lot', 'compare lot experience', 'compare lot experience outside', 'compare lot experience outside practice', 'lot', 'lot experience', 'lot experience outside', 'lot experience outside practice', 'experience', 'experience outside', 'experience outside practice', 'outside', 'outside practice', 'practice']",1,0,0.5
74128,This is not a common practice.,0,common practice,"['common', 'common practice', 'practice']",1,0,0.5
