commentId,comment,classification,comment_processed,word_phrase_list,little,little pain,pain,exceed,exceed expectation,expectation,similarity_score
169520,"The injection was painful and expensive, and did absolutely nothing to relieve my pain.",1,injection painful expensive absolutely relieve pain,"['injection', 'injection painful', 'injection painful expensive', 'injection painful expensive absolutely', 'injection painful expensive absolutely relieve', 'injection painful expensive absolutely relieve pain', 'painful', 'painful expensive', 'painful expensive absolutely', 'painful expensive absolutely relieve', 'painful expensive absolutely relieve pain', 'expensive', 'expensive absolutely', 'expensive absolutely relieve', 'expensive absolutely relieve pain', 'absolutely', 'absolutely relieve', 'absolutely relieve pain', 'relieve', 'relieve pain', 'pain']",0,0,1,0,0,0,0.06451612903225806
190245,As pain specialists go this is the better one in the El Paso area.,0,pain specialist good area,"['pain', 'pain specialist', 'pain specialist good', 'pain specialist good area', 'specialist', 'specialist good', 'specialist good area', 'good', 'good area', 'area']",0,0,1,0,0,0,0.1
105089,The littlest things make a difference and she pays attention to it all.,0,little thing difference pay attention,"['little', 'little thing', 'little thing difference', 'little thing difference pay', 'little thing difference pay attention', 'thing', 'thing difference', 'thing difference pay', 'thing difference pay attention', 'difference', 'difference pay', 'difference pay attention', 'pay', 'pay attention', 'attention']",1,0,0,0,0,0,0.08
163908,She cries and is a little baby when she doesn't know how to handle a situation out of the ordinary.,1,cry little baby know handle situation ordinary,"['cry', 'cry little', 'cry little baby', 'cry little baby know', 'cry little baby know handle', 'cry little baby know handle situation', 'cry little baby know handle situation ordinary', 'little', 'little baby', 'little baby know', 'little baby know handle', 'little baby know handle situation', 'little baby know handle situation ordinary', 'baby', 'baby know', 'baby know handle', 'baby know handle situation', 'baby know handle situation ordinary', 'know', 'know handle', 'know handle situation', 'know handle situation ordinary', 'handle', 'handle situation', 'handle situation ordinary', 'situation', 'situation ordinary', 'ordinary']",1,0,0,0,0,0,0.05263157894736842
57788,I think the nurses could be a little more personable.,1,think nurse little personal,"['think', 'think nurse', 'think nurse little', 'think nurse little personal', 'nurse', 'nurse little', 'nurse little personal', 'little', 'little personal', 'personal']",1,0,0,0,0,0,0.1
178595,The only pain I feel is the tiniest bit of soreness.,0,pain feel bantam bit softness,"['pain', 'pain feel', 'pain feel bantam', 'pain feel bantam bit', 'pain feel bantam bit softness', 'feel', 'feel bantam', 'feel bantam bit', 'feel bantam bit softness', 'bantam', 'bantam bit', 'bantam bit softness', 'bit', 'bit softness', 'softness']",0,0,1,0,0,0,0.08
150857,Our only complaint is that one of the MA's needs to listen a little more thoroughly when gathering patient history information.,1,complaint need listen little thoroughly gather patient history information,"['complaint', 'complaint need', 'complaint need listen', 'complaint need listen little', 'complaint need listen little thoroughly', 'complaint need listen little thoroughly gather', 'complaint need listen little thoroughly gather patient', 'complaint need listen little thoroughly gather patient history', 'complaint need listen little thoroughly gather patient history information', 'need', 'need listen', 'need listen little', 'need listen little thoroughly', 'need listen little thoroughly gather', 'need listen little thoroughly gather patient', 'need listen little thoroughly gather patient history', 'need listen little thoroughly gather patient history information', 'listen', 'listen little', 'listen little thoroughly', 'listen little thoroughly gather', 'listen little thoroughly gather patient', 'listen little thoroughly gather patient history', 'listen little thoroughly gather patient history information', 'little', 'little thoroughly', 'little thoroughly gather', 'little thoroughly gather patient', 'little thoroughly gather patient history', 'little thoroughly gather patient history information', 'thoroughly', 'thoroughly gather', 'thoroughly gather patient', 'thoroughly gather patient history', 'thoroughly gather patient history information', 'gather', 'gather patient', 'gather patient history', 'gather patient history information', 'patient', 'patient history', 'patient history information', 'history', 'history information', 'information']",1,0,0,0,0,0,0.03636363636363636
152985,My mom is limping and in severe pain.,0,mon gimp severe pain,"['mon', 'mon gimp', 'mon gimp severe', 'mon gimp severe pain', 'gimp', 'gimp severe', 'gimp severe pain', 'severe', 'severe pain', 'pain']",0,0,1,0,0,0,0.1
190210,"I am suffering from back pain, my level of pain is a 7 or 8 out of 10 on a daily basis.",1,suffer pain level pain basis,"['suffer', 'suffer pain', 'suffer pain level', 'suffer pain level pain', 'suffer pain level pain basis', 'pain', 'pain level', 'pain level pain', 'pain level pain basis', 'level', 'level pain', 'level pain basis', 'pain', 'pain basis', 'basis']",0,0,1,0,0,0,0.08
101717,I would think that the staff would be a little bit friendlier to patients seeking a cosmetic procedure,1,think staff little bit friendly patient seek cosmetic procedure,"['think', 'think staff', 'think staff little', 'think staff little bit', 'think staff little bit friendly', 'think staff little bit friendly patient', 'think staff little bit friendly patient seek', 'think staff little bit friendly patient seek cosmetic', 'think staff little bit friendly patient seek cosmetic procedure', 'staff', 'staff little', 'staff little bit', 'staff little bit friendly', 'staff little bit friendly patient', 'staff little bit friendly patient seek', 'staff little bit friendly patient seek cosmetic', 'staff little bit friendly patient seek cosmetic procedure', 'little', 'little bit', 'little bit friendly', 'little bit friendly patient', 'little bit friendly patient seek', 'little bit friendly patient seek cosmetic', 'little bit friendly patient seek cosmetic procedure', 'bit', 'bit friendly', 'bit friendly patient', 'bit friendly patient seek', 'bit friendly patient seek cosmetic', 'bit friendly patient seek cosmetic procedure', 'friendly', 'friendly patient', 'friendly patient seek', 'friendly patient seek cosmetic', 'friendly patient seek cosmetic procedure', 'patient', 'patient seek', 'patient seek cosmetic', 'patient seek cosmetic procedure', 'seek', 'seek cosmetic', 'seek cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",1,0,0,0,0,0,0.03636363636363636
150963,I was in constant pain for 6 months and still walked funny.,1,constant pain walk funny,"['constant', 'constant pain', 'constant pain walk', 'constant pain walk funny', 'pain', 'pain walk', 'pain walk funny', 'walk', 'walk funny', 'funny']",0,0,1,0,0,0,0.1
168463,I was having alot of pain and everyone was spempathic to my pain and gentle with my mouth.,0,have clot pain spempathic pain gentle mouth,"['have', 'have clot', 'have clot pain', 'have clot pain spempathic', 'have clot pain spempathic pain', 'have clot pain spempathic pain gentle', 'have clot pain spempathic pain gentle mouth', 'clot', 'clot pain', 'clot pain spempathic', 'clot pain spempathic pain', 'clot pain spempathic pain gentle', 'clot pain spempathic pain gentle mouth', 'pain', 'pain spempathic', 'pain spempathic pain', 'pain spempathic pain gentle', 'pain spempathic pain gentle mouth', 'spempathic', 'spempathic pain', 'spempathic pain gentle', 'spempathic pain gentle mouth', 'pain', 'pain gentle', 'pain gentle mouth', 'gentle', 'gentle mouth', 'mouth']",0,0,1,0,0,0,0.05263157894736842
122385,for a long time and he gives me a hope to live without pain.,0,long time give hope live pain,"['long', 'long time', 'long time give', 'long time give hope', 'long time give hope live', 'long time give hope live pain', 'time', 'time give', 'time give hope', 'time give hope live', 'time give hope live pain', 'give', 'give hope', 'give hope live', 'give hope live pain', 'hope', 'hope live', 'hope live pain', 'live', 'live pain', 'pain']",0,0,1,0,0,0,0.06451612903225806
129716,I never had to take any of the oxycodone prescribed because my pain was so well managed with all the other drugs.,0,oxycodone prescribed pain manage drug,"['oxycodone', 'oxycodone prescribed', 'oxycodone prescribed pain', 'oxycodone prescribed pain manage', 'oxycodone prescribed pain manage drug', 'prescribed', 'prescribed pain', 'prescribed pain manage', 'prescribed pain manage drug', 'pain', 'pain manage', 'pain manage drug', 'manage', 'manage drug', 'drug']",0,0,1,0,0,0,0.08
81832,"Because I initiated these visits due to constant pain, I chose to drive 30 miles to the Pleasanton office",1,initiate visit constant pain choose drive mile pleasant office,"['initiate', 'initiate visit', 'initiate visit constant', 'initiate visit constant pain', 'initiate visit constant pain choose', 'initiate visit constant pain choose drive', 'initiate visit constant pain choose drive mile', 'initiate visit constant pain choose drive mile pleasant', 'initiate visit constant pain choose drive mile pleasant office', 'visit', 'visit constant', 'visit constant pain', 'visit constant pain choose', 'visit constant pain choose drive', 'visit constant pain choose drive mile', 'visit constant pain choose drive mile pleasant', 'visit constant pain choose drive mile pleasant office', 'constant', 'constant pain', 'constant pain choose', 'constant pain choose drive', 'constant pain choose drive mile', 'constant pain choose drive mile pleasant', 'constant pain choose drive mile pleasant office', 'pain', 'pain choose', 'pain choose drive', 'pain choose drive mile', 'pain choose drive mile pleasant', 'pain choose drive mile pleasant office', 'choose', 'choose drive', 'choose drive mile', 'choose drive mile pleasant', 'choose drive mile pleasant office', 'drive', 'drive mile', 'drive mile pleasant', 'drive mile pleasant office', 'mile', 'mile pleasant', 'mile pleasant office', 'pleasant', 'pleasant office', 'office']",0,0,1,0,0,0,0.03636363636363636
170894,"After more than 2 years of pain and discomfort, he has fixed my problem.",0,pain discomfort fix problem,"['pain', 'pain discomfort', 'pain discomfort fix', 'pain discomfort fix problem', 'discomfort', 'discomfort fix', 'discomfort fix problem', 'fix', 'fix problem', 'problem']",0,0,1,0,0,0,0.1
111226,"In 2008, I was having terrible hip pain with leg going numb.",1,have terrible hip pain leg go numb,"['have', 'have terrible', 'have terrible hip', 'have terrible hip pain', 'have terrible hip pain leg', 'have terrible hip pain leg go', 'have terrible hip pain leg go numb', 'terrible', 'terrible hip', 'terrible hip pain', 'terrible hip pain leg', 'terrible hip pain leg go', 'terrible hip pain leg go numb', 'hip', 'hip pain', 'hip pain leg', 'hip pain leg go', 'hip pain leg go numb', 'pain', 'pain leg', 'pain leg go', 'pain leg go numb', 'leg', 'leg go', 'leg go numb', 'go', 'go numb', 'numb']",0,0,1,0,0,0,0.05263157894736842
63335,but I just wish that he was a little bit easier to get to.,1,wish little bit easy,"['wish', 'wish little', 'wish little bit', 'wish little bit easy', 'little', 'little bit', 'little bit easy', 'bit', 'bit easy', 'easy']",1,0,0,0,0,0,0.1
187658,"but it will be minor, and we have thoroughly discussed how I would like my pain to be managed in that process.",0,minor thoroughly discuss like pain manage process,"['minor', 'minor thoroughly', 'minor thoroughly discuss', 'minor thoroughly discuss like', 'minor thoroughly discuss like pain', 'minor thoroughly discuss like pain manage', 'minor thoroughly discuss like pain manage process', 'thoroughly', 'thoroughly discuss', 'thoroughly discuss like', 'thoroughly discuss like pain', 'thoroughly discuss like pain manage', 'thoroughly discuss like pain manage process', 'discuss', 'discuss like', 'discuss like pain', 'discuss like pain manage', 'discuss like pain manage process', 'like', 'like pain', 'like pain manage', 'like pain manage process', 'pain', 'pain manage', 'pain manage process', 'manage', 'manage process', 'process']",0,0,1,0,0,0,0.05263157894736842
103597,"Positive comment, the office and physicians cover everything vital to patient pain mgmt.",0,positive comment office doctor cover vital patient pain,"['positive', 'positive comment', 'positive comment office', 'positive comment office doctor', 'positive comment office doctor cover', 'positive comment office doctor cover vital', 'positive comment office doctor cover vital patient', 'positive comment office doctor cover vital patient pain', 'comment', 'comment office', 'comment office doctor', 'comment office doctor cover', 'comment office doctor cover vital', 'comment office doctor cover vital patient', 'comment office doctor cover vital patient pain', 'office', 'office doctor', 'office doctor cover', 'office doctor cover vital', 'office doctor cover vital patient', 'office doctor cover vital patient pain', 'doctor', 'doctor cover', 'doctor cover vital', 'doctor cover vital patient', 'doctor cover vital patient pain', 'cover', 'cover vital', 'cover vital patient', 'cover vital patient pain', 'vital', 'vital patient', 'vital patient pain', 'patient', 'patient pain', 'pain']",0,0,1,0,0,0,0.043478260869565216
105423,Never bothered to take X-rays during treatment even though I was continuing to have pain.,1,gather ray treatment continue pain,"['gather', 'gather ray', 'gather ray treatment', 'gather ray treatment continue', 'gather ray treatment continue pain', 'ray', 'ray treatment', 'ray treatment continue', 'ray treatment continue pain', 'treatment', 'treatment continue', 'treatment continue pain', 'continue', 'continue pain', 'pain']",0,0,1,0,0,0,0.08
144148,I love my new little belly button.,0,love new little belly button,"['love', 'love new', 'love new little', 'love new little belly', 'love new little belly button', 'new', 'new little', 'new little belly', 'new little belly button', 'little', 'little belly', 'little belly button', 'belly', 'belly button', 'button']",1,0,0,0,0,0,0.08
125649,I had little to NO pain after surgery and give credit to Dr Russo .,0,little no pain surgery credit russo,"['little', 'little no', 'little no pain', 'little no pain surgery', 'little no pain surgery credit', 'little no pain surgery credit russo', 'no', 'no pain', 'no pain surgery', 'no pain surgery credit', 'no pain surgery credit russo', 'pain', 'pain surgery', 'pain surgery credit', 'pain surgery credit russo', 'surgery', 'surgery credit', 'surgery credit russo', 'credit', 'credit russo', 'russo']",1,0,1,0,0,0,0.12903225806451613
59285,"Maybe a little bit quicker in the treatment,",1,possibly little bit quick treatment,"['possibly', 'possibly little', 'possibly little bit', 'possibly little bit quick', 'possibly little bit quick treatment', 'little', 'little bit', 'little bit quick', 'little bit quick treatment', 'bit', 'bit quick', 'bit quick treatment', 'quick', 'quick treatment', 'treatment']",1,0,0,0,0,0,0.08
133782,"and was not wanting to see me, even though I stated I was in extreme pain and would like to see the doctor.",1,not want state extreme pain like,"['not', 'not want', 'not want state', 'not want state extreme', 'not want state extreme pain', 'not want state extreme pain like', 'want', 'want state', 'want state extreme', 'want state extreme pain', 'want state extreme pain like', 'state', 'state extreme', 'state extreme pain', 'state extreme pain like', 'extreme', 'extreme pain', 'extreme pain like', 'pain', 'pain like', 'like']",0,0,1,0,0,0,0.06451612903225806
147239,and the doctor prescribed me medicine that made sure I wouldn't feel much pain as well as recover quickly and not get infected.,0,prescribed medicine sure feel pain recover quickly not infect,"['prescribed', 'prescribed medicine', 'prescribed medicine sure', 'prescribed medicine sure feel', 'prescribed medicine sure feel pain', 'prescribed medicine sure feel pain recover', 'prescribed medicine sure feel pain recover quickly', 'prescribed medicine sure feel pain recover quickly not', 'prescribed medicine sure feel pain recover quickly not infect', 'medicine', 'medicine sure', 'medicine sure feel', 'medicine sure feel pain', 'medicine sure feel pain recover', 'medicine sure feel pain recover quickly', 'medicine sure feel pain recover quickly not', 'medicine sure feel pain recover quickly not infect', 'sure', 'sure feel', 'sure feel pain', 'sure feel pain recover', 'sure feel pain recover quickly', 'sure feel pain recover quickly not', 'sure feel pain recover quickly not infect', 'feel', 'feel pain', 'feel pain recover', 'feel pain recover quickly', 'feel pain recover quickly not', 'feel pain recover quickly not infect', 'pain', 'pain recover', 'pain recover quickly', 'pain recover quickly not', 'pain recover quickly not infect', 'recover', 'recover quickly', 'recover quickly not', 'recover quickly not infect', 'quickly', 'quickly not', 'quickly not infect', 'not', 'not infect', 'infect']",0,0,1,0,0,0,0.03636363636363636
103683,My mom refuses to have surgery and I think we found just the Dr to help her manage her pain without narcotics.,0,mon refuse surgery think find help manage pain narcotic,"['mon', 'mon refuse', 'mon refuse surgery', 'mon refuse surgery think', 'mon refuse surgery think find', 'mon refuse surgery think find help', 'mon refuse surgery think find help manage', 'mon refuse surgery think find help manage pain', 'mon refuse surgery think find help manage pain narcotic', 'refuse', 'refuse surgery', 'refuse surgery think', 'refuse surgery think find', 'refuse surgery think find help', 'refuse surgery think find help manage', 'refuse surgery think find help manage pain', 'refuse surgery think find help manage pain narcotic', 'surgery', 'surgery think', 'surgery think find', 'surgery think find help', 'surgery think find help manage', 'surgery think find help manage pain', 'surgery think find help manage pain narcotic', 'think', 'think find', 'think find help', 'think find help manage', 'think find help manage pain', 'think find help manage pain narcotic', 'find', 'find help', 'find help manage', 'find help manage pain', 'find help manage pain narcotic', 'help', 'help manage', 'help manage pain', 'help manage pain narcotic', 'manage', 'manage pain', 'manage pain narcotic', 'pain', 'pain narcotic', 'narcotic']",0,0,1,0,0,0,0.03636363636363636
148044,He also helps with routine skin things that just need a little freezing because they bother me.,0,help routine skin thing need little freeze bother,"['help', 'help routine', 'help routine skin', 'help routine skin thing', 'help routine skin thing need', 'help routine skin thing need little', 'help routine skin thing need little freeze', 'help routine skin thing need little freeze bother', 'routine', 'routine skin', 'routine skin thing', 'routine skin thing need', 'routine skin thing need little', 'routine skin thing need little freeze', 'routine skin thing need little freeze bother', 'skin', 'skin thing', 'skin thing need', 'skin thing need little', 'skin thing need little freeze', 'skin thing need little freeze bother', 'thing', 'thing need', 'thing need little', 'thing need little freeze', 'thing need little freeze bother', 'need', 'need little', 'need little freeze', 'need little freeze bother', 'little', 'little freeze', 'little freeze bother', 'freeze', 'freeze bother', 'bother']",1,0,0,0,0,0,0.043478260869565216
168702,"My blood pressure dropped to normal levels, and I took off 15 pounds with very little effort.",0,blood pressure drop normal level take pound little effort,"['blood', 'blood pressure', 'blood pressure drop', 'blood pressure drop normal', 'blood pressure drop normal level', 'blood pressure drop normal level take', 'blood pressure drop normal level take pound', 'blood pressure drop normal level take pound little', 'blood pressure drop normal level take pound little effort', 'pressure', 'pressure drop', 'pressure drop normal', 'pressure drop normal level', 'pressure drop normal level take', 'pressure drop normal level take pound', 'pressure drop normal level take pound little', 'pressure drop normal level take pound little effort', 'drop', 'drop normal', 'drop normal level', 'drop normal level take', 'drop normal level take pound', 'drop normal level take pound little', 'drop normal level take pound little effort', 'normal', 'normal level', 'normal level take', 'normal level take pound', 'normal level take pound little', 'normal level take pound little effort', 'level', 'level take', 'level take pound', 'level take pound little', 'level take pound little effort', 'take', 'take pound', 'take pound little', 'take pound little effort', 'pound', 'pound little', 'pound little effort', 'little', 'little effort', 'effort']",1,0,0,0,0,0,0.03636363636363636
146117,and some acute pain also...I dont see how she sleeps at night.,1,acute pain sleep night,"['acute', 'acute pain', 'acute pain sleep', 'acute pain sleep night', 'pain', 'pain sleep', 'pain sleep night', 'sleep', 'sleep night', 'night']",0,0,1,0,0,0,0.1
164235,I felt absolutely no pain,0,feel absolutely no pain,"['feel', 'feel absolutely', 'feel absolutely no', 'feel absolutely no pain', 'absolutely', 'absolutely no', 'absolutely no pain', 'no', 'no pain', 'pain']",0,0,1,0,0,0,0.1
189221,"Pain level has been normal, tolerable with need for RX'd pain reliever only once on the first 48 hours post-op.",0,pain level normal tolerable need red pain relieve hour rostov,"['pain', 'pain level', 'pain level normal', 'pain level normal tolerable', 'pain level normal tolerable need', 'pain level normal tolerable need red', 'pain level normal tolerable need red pain', 'pain level normal tolerable need red pain relieve', 'pain level normal tolerable need red pain relieve hour', 'pain level normal tolerable need red pain relieve hour rostov', 'level', 'level normal', 'level normal tolerable', 'level normal tolerable need', 'level normal tolerable need red', 'level normal tolerable need red pain', 'level normal tolerable need red pain relieve', 'level normal tolerable need red pain relieve hour', 'level normal tolerable need red pain relieve hour rostov', 'normal', 'normal tolerable', 'normal tolerable need', 'normal tolerable need red', 'normal tolerable need red pain', 'normal tolerable need red pain relieve', 'normal tolerable need red pain relieve hour', 'normal tolerable need red pain relieve hour rostov', 'tolerable', 'tolerable need', 'tolerable need red', 'tolerable need red pain', 'tolerable need red pain relieve', 'tolerable need red pain relieve hour', 'tolerable need red pain relieve hour rostov', 'need', 'need red', 'need red pain', 'need red pain relieve', 'need red pain relieve hour', 'need red pain relieve hour rostov', 'red', 'red pain', 'red pain relieve', 'red pain relieve hour', 'red pain relieve hour rostov', 'pain', 'pain relieve', 'pain relieve hour', 'pain relieve hour rostov', 'relieve', 'relieve hour', 'relieve hour rostov', 'hour', 'hour rostov', 'rostov']",0,0,1,0,0,0,0.03076923076923077
179436,I highly recommend Dr. Khan.He is helping me deal with the lower back pain.,0,highly recommend help deal low pain,"['highly', 'highly recommend', 'highly recommend help', 'highly recommend help deal', 'highly recommend help deal low', 'highly recommend help deal low pain', 'recommend', 'recommend help', 'recommend help deal', 'recommend help deal low', 'recommend help deal low pain', 'help', 'help deal', 'help deal low', 'help deal low pain', 'deal', 'deal low', 'deal low pain', 'low', 'low pain', 'pain']",0,0,1,0,0,0,0.06451612903225806
101075,"had tremendous pain from sciatica and herniated disk.Got an appointment almost immediately,explained everything thoroughly",0,tremendous pain herniated diskgot appointment immediatelyexplained thoroughly,"['tremendous', 'tremendous pain', 'tremendous pain herniated', 'tremendous pain herniated diskgot', 'tremendous pain herniated diskgot appointment', 'tremendous pain herniated diskgot appointment immediatelyexplained', 'tremendous pain herniated diskgot appointment immediatelyexplained thoroughly', 'pain', 'pain herniated', 'pain herniated diskgot', 'pain herniated diskgot appointment', 'pain herniated diskgot appointment immediatelyexplained', 'pain herniated diskgot appointment immediatelyexplained thoroughly', 'herniated', 'herniated diskgot', 'herniated diskgot appointment', 'herniated diskgot appointment immediatelyexplained', 'herniated diskgot appointment immediatelyexplained thoroughly', 'diskgot', 'diskgot appointment', 'diskgot appointment immediatelyexplained', 'diskgot appointment immediatelyexplained thoroughly', 'appointment', 'appointment immediatelyexplained', 'appointment immediatelyexplained thoroughly', 'immediatelyexplained', 'immediatelyexplained thoroughly', 'thoroughly']",0,0,1,0,0,0,0.05263157894736842
152513,and aside for the price being a little high and not being well,1,aside price little high not,"['aside', 'aside price', 'aside price little', 'aside price little high', 'aside price little high not', 'price', 'price little', 'price little high', 'price little high not', 'little', 'little high', 'little high not', 'high', 'high not', 'not']",1,0,0,0,0,0,0.08
83476,"Minimal pain, very improved over my previous experiences!",0,minimal pain improved previous experience,"['minimal', 'minimal pain', 'minimal pain improved', 'minimal pain improved previous', 'minimal pain improved previous experience', 'pain', 'pain improved', 'pain improved previous', 'pain improved previous experience', 'improved', 'improved previous', 'improved previous experience', 'previous', 'previous experience', 'experience']",0,0,1,0,0,0,0.08
131797,"Overall, I had a wonderful experience, very little pain, and I have healed quickly.",0,overall fantastic experience little pain heal quickly,"['overall', 'overall fantastic', 'overall fantastic experience', 'overall fantastic experience little', 'overall fantastic experience little pain', 'overall fantastic experience little pain heal', 'overall fantastic experience little pain heal quickly', 'fantastic', 'fantastic experience', 'fantastic experience little', 'fantastic experience little pain', 'fantastic experience little pain heal', 'fantastic experience little pain heal quickly', 'experience', 'experience little', 'experience little pain', 'experience little pain heal', 'experience little pain heal quickly', 'little', 'little pain', 'little pain heal', 'little pain heal quickly', 'pain', 'pain heal', 'pain heal quickly', 'heal', 'heal quickly', 'quickly']",1,1,1,0,0,0,0.15789473684210525
68448,You will have pain after surgery which is completely expected so I cannot say that it won't hurt but time goes by quickly and you'll soon feel much better and look better than ever.,0,pain surgery completely expect not wo hurt time go quickly soon feel good look good,"['pain', 'pain surgery', 'pain surgery completely', 'pain surgery completely expect', 'pain surgery completely expect not', 'pain surgery completely expect not wo', 'pain surgery completely expect not wo hurt', 'pain surgery completely expect not wo hurt time', 'pain surgery completely expect not wo hurt time go', 'pain surgery completely expect not wo hurt time go quickly', 'pain surgery completely expect not wo hurt time go quickly soon', 'pain surgery completely expect not wo hurt time go quickly soon feel', 'pain surgery completely expect not wo hurt time go quickly soon feel good', 'pain surgery completely expect not wo hurt time go quickly soon feel good look', 'pain surgery completely expect not wo hurt time go quickly soon feel good look good', 'surgery', 'surgery completely', 'surgery completely expect', 'surgery completely expect not', 'surgery completely expect not wo', 'surgery completely expect not wo hurt', 'surgery completely expect not wo hurt time', 'surgery completely expect not wo hurt time go', 'surgery completely expect not wo hurt time go quickly', 'surgery completely expect not wo hurt time go quickly soon', 'surgery completely expect not wo hurt time go quickly soon feel', 'surgery completely expect not wo hurt time go quickly soon feel good', 'surgery completely expect not wo hurt time go quickly soon feel good look', 'surgery completely expect not wo hurt time go quickly soon feel good look good', 'completely', 'completely expect', 'completely expect not', 'completely expect not wo', 'completely expect not wo hurt', 'completely expect not wo hurt time', 'completely expect not wo hurt time go', 'completely expect not wo hurt time go quickly', 'completely expect not wo hurt time go quickly soon', 'completely expect not wo hurt time go quickly soon feel', 'completely expect not wo hurt time go quickly soon feel good', 'completely expect not wo hurt time go quickly soon feel good look', 'completely expect not wo hurt time go quickly soon feel good look good', 'expect', 'expect not', 'expect not wo', 'expect not wo hurt', 'expect not wo hurt time', 'expect not wo hurt time go', 'expect not wo hurt time go quickly', 'expect not wo hurt time go quickly soon', 'expect not wo hurt time go quickly soon feel', 'expect not wo hurt time go quickly soon feel good', 'expect not wo hurt time go quickly soon feel good look', 'expect not wo hurt time go quickly soon feel good look good', 'not', 'not wo', 'not wo hurt', 'not wo hurt time', 'not wo hurt time go', 'not wo hurt time go quickly', 'not wo hurt time go quickly soon', 'not wo hurt time go quickly soon feel', 'not wo hurt time go quickly soon feel good', 'not wo hurt time go quickly soon feel good look', 'not wo hurt time go quickly soon feel good look good', 'wo', 'wo hurt', 'wo hurt time', 'wo hurt time go', 'wo hurt time go quickly', 'wo hurt time go quickly soon', 'wo hurt time go quickly soon feel', 'wo hurt time go quickly soon feel good', 'wo hurt time go quickly soon feel good look', 'wo hurt time go quickly soon feel good look good', 'hurt', 'hurt time', 'hurt time go', 'hurt time go quickly', 'hurt time go quickly soon', 'hurt time go quickly soon feel', 'hurt time go quickly soon feel good', 'hurt time go quickly soon feel good look', 'hurt time go quickly soon feel good look good', 'time', 'time go', 'time go quickly', 'time go quickly soon', 'time go quickly soon feel', 'time go quickly soon feel good', 'time go quickly soon feel good look', 'time go quickly soon feel good look good', 'go', 'go quickly', 'go quickly soon', 'go quickly soon feel', 'go quickly soon feel good', 'go quickly soon feel good look', 'go quickly soon feel good look good', 'quickly', 'quickly soon', 'quickly soon feel', 'quickly soon feel good', 'quickly soon feel good look', 'quickly soon feel good look good', 'soon', 'soon feel', 'soon feel good', 'soon feel good look', 'soon feel good look good', 'feel', 'feel good', 'feel good look', 'feel good look good', 'good', 'good look', 'good look good', 'look', 'look good', 'good']",0,0,1,0,0,0,0.015384615384615385
156058,"He listened to everything I said, was honest with expectations, and totally delivered.",0,listen say honest expectation wholly deliver,"['listen', 'listen say', 'listen say honest', 'listen say honest expectation', 'listen say honest expectation wholly', 'listen say honest expectation wholly deliver', 'say', 'say honest', 'say honest expectation', 'say honest expectation wholly', 'say honest expectation wholly deliver', 'honest', 'honest expectation', 'honest expectation wholly', 'honest expectation wholly deliver', 'expectation', 'expectation wholly', 'expectation wholly deliver', 'wholly', 'wholly deliver', 'deliver']",0,0,0,0,0,1,0.06451612903225806
115522,he seemed frustrated that I couldn?t pinpoint where the 2 pains were starting from (I can just feel the pain,1,frustrate pinpoint pain start feel pain,"['frustrate', 'frustrate pinpoint', 'frustrate pinpoint pain', 'frustrate pinpoint pain start', 'frustrate pinpoint pain start feel', 'frustrate pinpoint pain start feel pain', 'pinpoint', 'pinpoint pain', 'pinpoint pain start', 'pinpoint pain start feel', 'pinpoint pain start feel pain', 'pain', 'pain start', 'pain start feel', 'pain start feel pain', 'start', 'start feel', 'start feel pain', 'feel', 'feel pain', 'pain']",0,0,1,0,0,0,0.06451612903225806
178164,"and May 2022, After 24 years of severe pain, I've been able to experience great relief, if I do",0,severe pain able experience great relief,"['severe', 'severe pain', 'severe pain able', 'severe pain able experience', 'severe pain able experience great', 'severe pain able experience great relief', 'pain', 'pain able', 'pain able experience', 'pain able experience great', 'pain able experience great relief', 'able', 'able experience', 'able experience great', 'able experience great relief', 'experience', 'experience great', 'experience great relief', 'great', 'great relief', 'relief']",0,0,1,0,0,0,0.06451612903225806
155568,Also other dentist need to take note after I was done I didn?t have to run around in pain looking,0,dentist need note run pain look,"['dentist', 'dentist need', 'dentist need note', 'dentist need note run', 'dentist need note run pain', 'dentist need note run pain look', 'need', 'need note', 'need note run', 'need note run pain', 'need note run pain look', 'note', 'note run', 'note run pain', 'note run pain look', 'run', 'run pain', 'run pain look', 'pain', 'pain look', 'look']",0,0,1,0,0,0,0.06451612903225806
140628,Dr. Song actually listened to what my pains were and took me seriously.,0,actually listen pain take seriously,"['actually', 'actually listen', 'actually listen pain', 'actually listen pain take', 'actually listen pain take seriously', 'listen', 'listen pain', 'listen pain take', 'listen pain take seriously', 'pain', 'pain take', 'pain take seriously', 'take', 'take seriously', 'seriously']",0,0,1,0,0,0,0.08
157151,I would recommend him for any ladies out there wanting to perk up your back side a little bit!,0,recommend lady want little bit,"['recommend', 'recommend lady', 'recommend lady want', 'recommend lady want little', 'recommend lady want little bit', 'lady', 'lady want', 'lady want little', 'lady want little bit', 'want', 'want little', 'want little bit', 'little', 'little bit', 'bit']",1,0,0,0,0,0,0.08
