commentId,comment,classification,comment_processed,word_phrase_list,information,information information,cost,article,class,similarity_score
126090,Initially i was told it was going to cost 7 or $800 for my revision and then it went up to $2000.,1,initially tell go cost revision go,"['initially', 'initially tell', 'initially tell go', 'initially tell go cost', 'initially tell go cost revision', 'initially tell go cost revision go', 'tell', 'tell go', 'tell go cost', 'tell go cost revision', 'tell go cost revision go', 'go', 'go cost', 'go cost revision', 'go cost revision go', 'cost', 'cost revision', 'cost revision go', 'revision', 'revision go', 'go']",0,0,1,0,0,0.09090909090909091
71166,I wasn't made to wait long and when Dr. Hedden came in he was very informative and answered all my questions.,0,wait long come information answer question,"['wait', 'wait long', 'wait long come', 'wait long come information', 'wait long come information answer', 'wait long come information answer question', 'long', 'long come', 'long come information', 'long come information answer', 'long come information answer question', 'come', 'come information', 'come information answer', 'come information answer question', 'information', 'information answer', 'information answer question', 'answer', 'answer question', 'question']",1,0,0,0,0,0.18181818181818182
175418,Information very important for health,0,information important health,"['information', 'information important', 'information important health', 'important', 'important health', 'health']",1,0,0,0,0,0.18181818181818182
154165,"Three VERY painful treatments later by Dr. Darrow, costing a total of almost $8000, yielded absolutely no relief.",1,painful treatment late cost total yield absolutely relief,"['painful', 'painful treatment', 'painful treatment late', 'painful treatment late cost', 'painful treatment late cost total', 'painful treatment late cost total yield', 'painful treatment late cost total yield absolutely', 'painful treatment late cost total yield absolutely relief', 'treatment', 'treatment late', 'treatment late cost', 'treatment late cost total', 'treatment late cost total yield', 'treatment late cost total yield absolutely', 'treatment late cost total yield absolutely relief', 'late', 'late cost', 'late cost total', 'late cost total yield', 'late cost total yield absolutely', 'late cost total yield absolutely relief', 'cost', 'cost total', 'cost total yield', 'cost total yield absolutely', 'cost total yield absolutely relief', 'total', 'total yield', 'total yield absolutely', 'total yield absolutely relief', 'yield', 'yield absolutely', 'yield absolutely relief', 'absolutely', 'absolutely relief', 'relief']",0,0,1,0,0,0.09090909090909091
190515,In this 3rd nutrition class I liked they they explained how many calories we're supposed to consume daily.,0,rd nutrition class like explain calorie suppose consume,"['rd', 'rd nutrition', 'rd nutrition class', 'rd nutrition class like', 'rd nutrition class like explain', 'rd nutrition class like explain calorie', 'rd nutrition class like explain calorie suppose', 'rd nutrition class like explain calorie suppose consume', 'nutrition', 'nutrition class', 'nutrition class like', 'nutrition class like explain', 'nutrition class like explain calorie', 'nutrition class like explain calorie suppose', 'nutrition class like explain calorie suppose consume', 'class', 'class like', 'class like explain', 'class like explain calorie', 'class like explain calorie suppose', 'class like explain calorie suppose consume', 'like', 'like explain', 'like explain calorie', 'like explain calorie suppose', 'like explain calorie suppose consume', 'explain', 'explain calorie', 'explain calorie suppose', 'explain calorie suppose consume', 'calorie', 'calorie suppose', 'calorie suppose consume', 'suppose', 'suppose consume', 'consume']",0,0,0,0,1,0.09090909090909091
176399,"It was very entertaining class, with some many topics about this drug.",0,entertain class subject drug,"['entertain', 'entertain class', 'entertain class subject', 'entertain class subject drug', 'class', 'class subject', 'class subject drug', 'subject', 'subject drug', 'drug']",0,0,0,0,1,0.09090909090909091
171125,Information was informative and comprehensive.,0,information information comprehensive,"['information', 'information information', 'information information comprehensive', 'information', 'information comprehensive', 'comprehensive']",1,1,0,0,0,0.2727272727272727
149032,since it's pretty much a begging process to get information out of them.,1,pretty beg process information,"['pretty', 'pretty beg', 'pretty beg process', 'pretty beg process information', 'beg', 'beg process', 'beg process information', 'process', 'process information', 'information']",1,0,0,0,0,0.18181818181818182
179985,and another fat transfer to fix it all from another Dr. It cost me about $17k and all worth it.,1,fat transfer fix dr cost k worth,"['fat', 'fat transfer', 'fat transfer fix', 'fat transfer fix dr', 'fat transfer fix dr cost', 'fat transfer fix dr cost k', 'fat transfer fix dr cost k worth', 'transfer', 'transfer fix', 'transfer fix dr', 'transfer fix dr cost', 'transfer fix dr cost k', 'transfer fix dr cost k worth', 'fix', 'fix dr', 'fix dr cost', 'fix dr cost k', 'fix dr cost k worth', 'dr', 'dr cost', 'dr cost k', 'dr cost k worth', 'cost', 'cost k', 'cost k worth', 'k', 'k worth', 'worth']",0,0,1,0,0,0.09090909090909091
120113,"Although small adjustments were made, there was never a pitch to increase costs, which was reasonable for the services he and his office provided.",0,small adjustment pitch increase cost reasonable service office provide,"['small', 'small adjustment', 'small adjustment pitch', 'small adjustment pitch increase', 'small adjustment pitch increase cost', 'small adjustment pitch increase cost reasonable', 'small adjustment pitch increase cost reasonable service', 'small adjustment pitch increase cost reasonable service office', 'small adjustment pitch increase cost reasonable service office provide', 'adjustment', 'adjustment pitch', 'adjustment pitch increase', 'adjustment pitch increase cost', 'adjustment pitch increase cost reasonable', 'adjustment pitch increase cost reasonable service', 'adjustment pitch increase cost reasonable service office', 'adjustment pitch increase cost reasonable service office provide', 'pitch', 'pitch increase', 'pitch increase cost', 'pitch increase cost reasonable', 'pitch increase cost reasonable service', 'pitch increase cost reasonable service office', 'pitch increase cost reasonable service office provide', 'increase', 'increase cost', 'increase cost reasonable', 'increase cost reasonable service', 'increase cost reasonable service office', 'increase cost reasonable service office provide', 'cost', 'cost reasonable', 'cost reasonable service', 'cost reasonable service office', 'cost reasonable service office provide', 'reasonable', 'reasonable service', 'reasonable service office', 'reasonable service office provide', 'service', 'service office', 'service office provide', 'office', 'office provide', 'provide']",0,0,1,0,0,0.09090909090909091
190618,but in addition to the cost of the surgery center and anesthesiologist he wanted to charge me an additional $900,1,addition cost surgery center anesthesiologist want charge extra,"['addition', 'addition cost', 'addition cost surgery', 'addition cost surgery center', 'addition cost surgery center anesthesiologist', 'addition cost surgery center anesthesiologist want', 'addition cost surgery center anesthesiologist want charge', 'addition cost surgery center anesthesiologist want charge extra', 'cost', 'cost surgery', 'cost surgery center', 'cost surgery center anesthesiologist', 'cost surgery center anesthesiologist want', 'cost surgery center anesthesiologist want charge', 'cost surgery center anesthesiologist want charge extra', 'surgery', 'surgery center', 'surgery center anesthesiologist', 'surgery center anesthesiologist want', 'surgery center anesthesiologist want charge', 'surgery center anesthesiologist want charge extra', 'center', 'center anesthesiologist', 'center anesthesiologist want', 'center anesthesiologist want charge', 'center anesthesiologist want charge extra', 'anesthesiologist', 'anesthesiologist want', 'anesthesiologist want charge', 'anesthesiologist want charge extra', 'want', 'want charge', 'want charge extra', 'charge', 'charge extra', 'extra']",0,0,1,0,0,0.09090909090909091
179241,also gave me information of anti acne makeup brands that I had never heard of before that I now use on a daily basis.,0,give information anti acne band hear use basis,"['give', 'give information', 'give information anti', 'give information anti acne', 'give information anti acne band', 'give information anti acne band hear', 'give information anti acne band hear use', 'give information anti acne band hear use basis', 'information', 'information anti', 'information anti acne', 'information anti acne band', 'information anti acne band hear', 'information anti acne band hear use', 'information anti acne band hear use basis', 'anti', 'anti acne', 'anti acne band', 'anti acne band hear', 'anti acne band hear use', 'anti acne band hear use basis', 'acne', 'acne band', 'acne band hear', 'acne band hear use', 'acne band hear use basis', 'band', 'band hear', 'band hear use', 'band hear use basis', 'hear', 'hear use', 'hear use basis', 'use', 'use basis', 'basis']",1,0,0,0,0,0.18181818181818182
117030,"Post-op care is not included in the surgery costs,",1,rostov care include surgery cost,"['rostov', 'rostov care', 'rostov care include', 'rostov care include surgery', 'rostov care include surgery cost', 'care', 'care include', 'care include surgery', 'care include surgery cost', 'include', 'include surgery', 'include surgery cost', 'surgery', 'surgery cost', 'cost']",0,0,1,0,0,0.09090909090909091
139018,Also getting different/ conflicting information when taking medications prior to embryo transfer when talking to different staff on the phone.,1,get different conflict information take meditation prior embryo transfer talk different staff phone,"['get', 'get different', 'get different conflict', 'get different conflict information', 'get different conflict information take', 'get different conflict information take meditation', 'get different conflict information take meditation prior', 'get different conflict information take meditation prior embryo', 'get different conflict information take meditation prior embryo transfer', 'get different conflict information take meditation prior embryo transfer talk', 'get different conflict information take meditation prior embryo transfer talk different', 'get different conflict information take meditation prior embryo transfer talk different staff', 'get different conflict information take meditation prior embryo transfer talk different staff phone', 'different', 'different conflict', 'different conflict information', 'different conflict information take', 'different conflict information take meditation', 'different conflict information take meditation prior', 'different conflict information take meditation prior embryo', 'different conflict information take meditation prior embryo transfer', 'different conflict information take meditation prior embryo transfer talk', 'different conflict information take meditation prior embryo transfer talk different', 'different conflict information take meditation prior embryo transfer talk different staff', 'different conflict information take meditation prior embryo transfer talk different staff phone', 'conflict', 'conflict information', 'conflict information take', 'conflict information take meditation', 'conflict information take meditation prior', 'conflict information take meditation prior embryo', 'conflict information take meditation prior embryo transfer', 'conflict information take meditation prior embryo transfer talk', 'conflict information take meditation prior embryo transfer talk different', 'conflict information take meditation prior embryo transfer talk different staff', 'conflict information take meditation prior embryo transfer talk different staff phone', 'information', 'information take', 'information take meditation', 'information take meditation prior', 'information take meditation prior embryo', 'information take meditation prior embryo transfer', 'information take meditation prior embryo transfer talk', 'information take meditation prior embryo transfer talk different', 'information take meditation prior embryo transfer talk different staff', 'information take meditation prior embryo transfer talk different staff phone', 'take', 'take meditation', 'take meditation prior', 'take meditation prior embryo', 'take meditation prior embryo transfer', 'take meditation prior embryo transfer talk', 'take meditation prior embryo transfer talk different', 'take meditation prior embryo transfer talk different staff', 'take meditation prior embryo transfer talk different staff phone', 'meditation', 'meditation prior', 'meditation prior embryo', 'meditation prior embryo transfer', 'meditation prior embryo transfer talk', 'meditation prior embryo transfer talk different', 'meditation prior embryo transfer talk different staff', 'meditation prior embryo transfer talk different staff phone', 'prior', 'prior embryo', 'prior embryo transfer', 'prior embryo transfer talk', 'prior embryo transfer talk different', 'prior embryo transfer talk different staff', 'prior embryo transfer talk different staff phone', 'embryo', 'embryo transfer', 'embryo transfer talk', 'embryo transfer talk different', 'embryo transfer talk different staff', 'embryo transfer talk different staff phone', 'transfer', 'transfer talk', 'transfer talk different', 'transfer talk different staff', 'transfer talk different staff phone', 'talk', 'talk different', 'talk different staff', 'talk different staff phone', 'different', 'different staff', 'different staff phone', 'staff', 'staff phone', 'phone']",1,0,0,0,0,0.18181818181818182
162954,I left full of excitement and with a folder of information.,0,leave excitement old information,"['leave', 'leave excitement', 'leave excitement old', 'leave excitement old information', 'excitement', 'excitement old', 'excitement old information', 'old', 'old information', 'information']",1,0,0,0,0,0.18181818181818182
102088,Staff are really friendly and accommodating and Dr.Sand is really informative and nice.,0,staff friendly accommodation grand information nice,"['staff', 'staff friendly', 'staff friendly accommodation', 'staff friendly accommodation grand', 'staff friendly accommodation grand information', 'staff friendly accommodation grand information nice', 'friendly', 'friendly accommodation', 'friendly accommodation grand', 'friendly accommodation grand information', 'friendly accommodation grand information nice', 'accommodation', 'accommodation grand', 'accommodation grand information', 'accommodation grand information nice', 'grand', 'grand information', 'grand information nice', 'information', 'information nice', 'nice']",1,0,0,0,0,0.18181818181818182
112131,They provide you information and there's no pressure to use their services.,0,provide information s pressure use service,"['provide', 'provide information', 'provide information s', 'provide information s pressure', 'provide information s pressure use', 'provide information s pressure use service', 'information', 'information s', 'information s pressure', 'information s pressure use', 'information s pressure use service', 's', 's pressure', 's pressure use', 's pressure use service', 'pressure', 'pressure use', 'pressure use service', 'use', 'use service', 'service']",1,0,0,0,0,0.18181818181818182
69733,The Doctor gave me informative answers.,0,doctor give information answer,"['doctor', 'doctor give', 'doctor give information', 'doctor give information answer', 'give', 'give information', 'give information answer', 'information', 'information answer', 'answer']",1,0,0,0,0,0.18181818181818182
90995,also give you the option to have numbing cream-at no additional cost- do it!,0,option rubbing cream extra cost,"['option', 'option rubbing', 'option rubbing cream', 'option rubbing cream extra', 'option rubbing cream extra cost', 'rubbing', 'rubbing cream', 'rubbing cream extra', 'rubbing cream extra cost', 'cream', 'cream extra', 'cream extra cost', 'extra', 'extra cost', 'cost']",0,0,1,0,0,0.09090909090909091
89542,and the work would cost over $500 after insurance.,1,work cost insurance,"['work', 'work cost', 'work cost insurance', 'cost', 'cost insurance', 'insurance']",0,0,1,0,0,0.09090909090909091
105776,follow up from this office was fine and informative.,0,follow office fine information,"['follow', 'follow office', 'follow office fine', 'follow office fine information', 'office', 'office fine', 'office fine information', 'fine', 'fine information', 'information']",1,0,0,0,0,0.18181818181818182
185702,The membership really makes it cost efficient compared to other providers as I did extensive research on pricing.,0,membership make cost efficient compare provide extensive research prick,"['membership', 'membership make', 'membership make cost', 'membership make cost efficient', 'membership make cost efficient compare', 'membership make cost efficient compare provide', 'membership make cost efficient compare provide extensive', 'membership make cost efficient compare provide extensive research', 'membership make cost efficient compare provide extensive research prick', 'make', 'make cost', 'make cost efficient', 'make cost efficient compare', 'make cost efficient compare provide', 'make cost efficient compare provide extensive', 'make cost efficient compare provide extensive research', 'make cost efficient compare provide extensive research prick', 'cost', 'cost efficient', 'cost efficient compare', 'cost efficient compare provide', 'cost efficient compare provide extensive', 'cost efficient compare provide extensive research', 'cost efficient compare provide extensive research prick', 'efficient', 'efficient compare', 'efficient compare provide', 'efficient compare provide extensive', 'efficient compare provide extensive research', 'efficient compare provide extensive research prick', 'compare', 'compare provide', 'compare provide extensive', 'compare provide extensive research', 'compare provide extensive research prick', 'provide', 'provide extensive', 'provide extensive research', 'provide extensive research prick', 'extensive', 'extensive research', 'extensive research prick', 'research', 'research prick', 'prick']",0,0,1,0,0,0.09090909090909091
67721,Extremely pleasant and classy.,0,extremely pleasant class,"['extremely', 'extremely pleasant', 'extremely pleasant class', 'pleasant', 'pleasant class', 'class']",0,0,0,0,1,0.09090909090909091
191574,moving forward as their was a lot of information that had not been disclosed on requirements pre surgery,1,move forward lot information disclose requirement pre surgery,"['move', 'move forward', 'move forward lot', 'move forward lot information', 'move forward lot information disclose', 'move forward lot information disclose requirement', 'move forward lot information disclose requirement pre', 'move forward lot information disclose requirement pre surgery', 'forward', 'forward lot', 'forward lot information', 'forward lot information disclose', 'forward lot information disclose requirement', 'forward lot information disclose requirement pre', 'forward lot information disclose requirement pre surgery', 'lot', 'lot information', 'lot information disclose', 'lot information disclose requirement', 'lot information disclose requirement pre', 'lot information disclose requirement pre surgery', 'information', 'information disclose', 'information disclose requirement', 'information disclose requirement pre', 'information disclose requirement pre surgery', 'disclose', 'disclose requirement', 'disclose requirement pre', 'disclose requirement pre surgery', 'requirement', 'requirement pre', 'requirement pre surgery', 'pre', 'pre surgery', 'surgery']",1,0,0,0,0,0.18181818181818182
168976,I would not have done so if the information on their business website had been remotely honest.,1,information business webster remote honest,"['information', 'information business', 'information business webster', 'information business webster remote', 'information business webster remote honest', 'business', 'business webster', 'business webster remote', 'business webster remote honest', 'webster', 'webster remote', 'webster remote honest', 'remote', 'remote honest', 'honest']",1,0,0,0,0,0.18181818181818182
158770,and helpful despite the fact I had no insurance information at the ready for her.,0,helpful despite fact insurance information ready,"['helpful', 'helpful despite', 'helpful despite fact', 'helpful despite fact insurance', 'helpful despite fact insurance information', 'helpful despite fact insurance information ready', 'despite', 'despite fact', 'despite fact insurance', 'despite fact insurance information', 'despite fact insurance information ready', 'fact', 'fact insurance', 'fact insurance information', 'fact insurance information ready', 'insurance', 'insurance information', 'insurance information ready', 'information', 'information ready', 'ready']",1,0,0,0,0,0.18181818181818182
112115,Was told very different information on the phone and ended up wasting my money.,1,tell different information phone end waste money,"['tell', 'tell different', 'tell different information', 'tell different information phone', 'tell different information phone end', 'tell different information phone end waste', 'tell different information phone end waste money', 'different', 'different information', 'different information phone', 'different information phone end', 'different information phone end waste', 'different information phone end waste money', 'information', 'information phone', 'information phone end', 'information phone end waste', 'information phone end waste money', 'phone', 'phone end', 'phone end waste', 'phone end waste money', 'end', 'end waste', 'end waste money', 'waste', 'waste money', 'money']",1,0,0,0,0,0.18181818181818182
57963,Give me more information.,1,information,['information'],1,0,0,0,0,0.18181818181818182
157779,Very informative even though it was somewhat emergant surgery.,0,information somewhat elegant surgery,"['information', 'information somewhat', 'information somewhat elegant', 'information somewhat elegant surgery', 'somewhat', 'somewhat elegant', 'somewhat elegant surgery', 'elegant', 'elegant surgery', 'surgery']",1,0,0,0,0,0.18181818181818182
63614,He is always up front with me and always divulges my information and is always helpful,0,unwrap information helpful,"['unwrap', 'unwrap information', 'unwrap information helpful', 'information', 'information helpful', 'helpful']",1,0,0,0,0,0.18181818181818182
180553,I enjoyed this evenings information and we got out in a timely fashion.,0,enjoy even information get timely fashion,"['enjoy', 'enjoy even', 'enjoy even information', 'enjoy even information get', 'enjoy even information get timely', 'enjoy even information get timely fashion', 'even', 'even information', 'even information get', 'even information get timely', 'even information get timely fashion', 'information', 'information get', 'information get timely', 'information get timely fashion', 'get', 'get timely', 'get timely fashion', 'timely', 'timely fashion', 'fashion']",1,0,0,0,0,0.18181818181818182
135974,I received a pressary with detailed information and it is working out very well.,0,receive pressure detail information work,"['receive', 'receive pressure', 'receive pressure detail', 'receive pressure detail information', 'receive pressure detail information work', 'pressure', 'pressure detail', 'pressure detail information', 'pressure detail information work', 'detail', 'detail information', 'detail information work', 'information', 'information work', 'work']",1,0,0,0,0,0.18181818181818182
69640,other doctors do not gather all the information they need before making a prognosis and I end up going in the wrong direction.,1,doctor gather information need make prognosis end go wrong direction,"['doctor', 'doctor gather', 'doctor gather information', 'doctor gather information need', 'doctor gather information need make', 'doctor gather information need make prognosis', 'doctor gather information need make prognosis end', 'doctor gather information need make prognosis end go', 'doctor gather information need make prognosis end go wrong', 'doctor gather information need make prognosis end go wrong direction', 'gather', 'gather information', 'gather information need', 'gather information need make', 'gather information need make prognosis', 'gather information need make prognosis end', 'gather information need make prognosis end go', 'gather information need make prognosis end go wrong', 'gather information need make prognosis end go wrong direction', 'information', 'information need', 'information need make', 'information need make prognosis', 'information need make prognosis end', 'information need make prognosis end go', 'information need make prognosis end go wrong', 'information need make prognosis end go wrong direction', 'need', 'need make', 'need make prognosis', 'need make prognosis end', 'need make prognosis end go', 'need make prognosis end go wrong', 'need make prognosis end go wrong direction', 'make', 'make prognosis', 'make prognosis end', 'make prognosis end go', 'make prognosis end go wrong', 'make prognosis end go wrong direction', 'prognosis', 'prognosis end', 'prognosis end go', 'prognosis end go wrong', 'prognosis end go wrong direction', 'end', 'end go', 'end go wrong', 'end go wrong direction', 'go', 'go wrong', 'go wrong direction', 'wrong', 'wrong direction', 'direction']",1,0,0,0,0,0.18181818181818182
186647,The domestic violence presentation was an important class where we learned different things that maybe we don’t know.,0,domestic violence presentation important class learn different thing possibly know,"['domestic', 'domestic violence', 'domestic violence presentation', 'domestic violence presentation important', 'domestic violence presentation important class', 'domestic violence presentation important class learn', 'domestic violence presentation important class learn different', 'domestic violence presentation important class learn different thing', 'domestic violence presentation important class learn different thing possibly', 'domestic violence presentation important class learn different thing possibly know', 'violence', 'violence presentation', 'violence presentation important', 'violence presentation important class', 'violence presentation important class learn', 'violence presentation important class learn different', 'violence presentation important class learn different thing', 'violence presentation important class learn different thing possibly', 'violence presentation important class learn different thing possibly know', 'presentation', 'presentation important', 'presentation important class', 'presentation important class learn', 'presentation important class learn different', 'presentation important class learn different thing', 'presentation important class learn different thing possibly', 'presentation important class learn different thing possibly know', 'important', 'important class', 'important class learn', 'important class learn different', 'important class learn different thing', 'important class learn different thing possibly', 'important class learn different thing possibly know', 'class', 'class learn', 'class learn different', 'class learn different thing', 'class learn different thing possibly', 'class learn different thing possibly know', 'learn', 'learn different', 'learn different thing', 'learn different thing possibly', 'learn different thing possibly know', 'different', 'different thing', 'different thing possibly', 'different thing possibly know', 'thing', 'thing possibly', 'thing possibly know', 'possibly', 'possibly know', 'know']",0,0,0,0,1,0.09090909090909091
91038,I had a very informative consultation with Dr Birely about my droopy eyelids.,0,information consultation dr barely droop eyelid,"['information', 'information consultation', 'information consultation dr', 'information consultation dr barely', 'information consultation dr barely droop', 'information consultation dr barely droop eyelid', 'consultation', 'consultation dr', 'consultation dr barely', 'consultation dr barely droop', 'consultation dr barely droop eyelid', 'dr', 'dr barely', 'dr barely droop', 'dr barely droop eyelid', 'barely', 'barely droop', 'barely droop eyelid', 'droop', 'droop eyelid', 'eyelid']",1,0,0,0,0,0.18181818181818182
164941,The responses through their HIPPA compliant messaging service have been SO fast and informative.,0,response happy complaint try service fast information,"['response', 'response happy', 'response happy complaint', 'response happy complaint try', 'response happy complaint try service', 'response happy complaint try service fast', 'response happy complaint try service fast information', 'happy', 'happy complaint', 'happy complaint try', 'happy complaint try service', 'happy complaint try service fast', 'happy complaint try service fast information', 'complaint', 'complaint try', 'complaint try service', 'complaint try service fast', 'complaint try service fast information', 'try', 'try service', 'try service fast', 'try service fast information', 'service', 'service fast', 'service fast information', 'fast', 'fast information', 'information']",1,0,0,0,0,0.18181818181818182
182800,"He is extremely knowledgeable, and not afraid, while I'm there to look up information on the web if need be.",0,extremely knowledgeable afraid m look information web need,"['extremely', 'extremely knowledgeable', 'extremely knowledgeable afraid', 'extremely knowledgeable afraid m', 'extremely knowledgeable afraid m look', 'extremely knowledgeable afraid m look information', 'extremely knowledgeable afraid m look information web', 'extremely knowledgeable afraid m look information web need', 'knowledgeable', 'knowledgeable afraid', 'knowledgeable afraid m', 'knowledgeable afraid m look', 'knowledgeable afraid m look information', 'knowledgeable afraid m look information web', 'knowledgeable afraid m look information web need', 'afraid', 'afraid m', 'afraid m look', 'afraid m look information', 'afraid m look information web', 'afraid m look information web need', 'm', 'm look', 'm look information', 'm look information web', 'm look information web need', 'look', 'look information', 'look information web', 'look information web need', 'information', 'information web', 'information web need', 'web', 'web need', 'need']",1,0,0,0,0,0.18181818181818182
78789,The information I was given was incomplete and my questions were often not answered satisfactory.,0,information give incomplete question answer satisfactory,"['information', 'information give', 'information give incomplete', 'information give incomplete question', 'information give incomplete question answer', 'information give incomplete question answer satisfactory', 'give', 'give incomplete', 'give incomplete question', 'give incomplete question answer', 'give incomplete question answer satisfactory', 'incomplete', 'incomplete question', 'incomplete question answer', 'incomplete question answer satisfactory', 'question', 'question answer', 'question answer satisfactory', 'answer', 'answer satisfactory', 'satisfactory']",1,0,0,0,0,0.18181818181818182
69201,So they were definitely worth the cost.,0,decidedly worth cost,"['decidedly', 'decidedly worth', 'decidedly worth cost', 'worth', 'worth cost', 'cost']",0,0,1,0,0,0.09090909090909091
123222,When we got back to the room with the nurse/technician she went over the information with our family.,0,get room nursetechnician go information family,"['get', 'get room', 'get room nursetechnician', 'get room nursetechnician go', 'get room nursetechnician go information', 'get room nursetechnician go information family', 'room', 'room nursetechnician', 'room nursetechnician go', 'room nursetechnician go information', 'room nursetechnician go information family', 'nursetechnician', 'nursetechnician go', 'nursetechnician go information', 'nursetechnician go information family', 'go', 'go information', 'go information family', 'information', 'information family', 'family']",1,0,0,0,0,0.18181818181818182
78603,"My wife and I were both recommended to receive an ""enhanced"" cleaning with higher costs that our insurance company would not reimburse.",1,wife recommend receive enhance clean high cost insurance company reimburse,"['wife', 'wife recommend', 'wife recommend receive', 'wife recommend receive enhance', 'wife recommend receive enhance clean', 'wife recommend receive enhance clean high', 'wife recommend receive enhance clean high cost', 'wife recommend receive enhance clean high cost insurance', 'wife recommend receive enhance clean high cost insurance company', 'wife recommend receive enhance clean high cost insurance company reimburse', 'recommend', 'recommend receive', 'recommend receive enhance', 'recommend receive enhance clean', 'recommend receive enhance clean high', 'recommend receive enhance clean high cost', 'recommend receive enhance clean high cost insurance', 'recommend receive enhance clean high cost insurance company', 'recommend receive enhance clean high cost insurance company reimburse', 'receive', 'receive enhance', 'receive enhance clean', 'receive enhance clean high', 'receive enhance clean high cost', 'receive enhance clean high cost insurance', 'receive enhance clean high cost insurance company', 'receive enhance clean high cost insurance company reimburse', 'enhance', 'enhance clean', 'enhance clean high', 'enhance clean high cost', 'enhance clean high cost insurance', 'enhance clean high cost insurance company', 'enhance clean high cost insurance company reimburse', 'clean', 'clean high', 'clean high cost', 'clean high cost insurance', 'clean high cost insurance company', 'clean high cost insurance company reimburse', 'high', 'high cost', 'high cost insurance', 'high cost insurance company', 'high cost insurance company reimburse', 'cost', 'cost insurance', 'cost insurance company', 'cost insurance company reimburse', 'insurance', 'insurance company', 'insurance company reimburse', 'company', 'company reimburse', 'reimburse']",0,0,1,0,0,0.09090909090909091
134728,The cost initially was very reasonable.,1,cost initially reasonable,"['cost', 'cost initially', 'cost initially reasonable', 'initially', 'initially reasonable', 'reasonable']",0,0,1,0,0,0.09090909090909091
70434,I was given all of the information and directions that I needed.,0,give information direction need,"['give', 'give information', 'give information direction', 'give information direction need', 'information', 'information direction', 'information direction need', 'direction', 'direction need', 'need']",1,0,0,0,0,0.18181818181818182
159631,The cost was reasonable - I would have paid double.,0,cost reasonable pay double,"['cost', 'cost reasonable', 'cost reasonable pay', 'cost reasonable pay double', 'reasonable', 'reasonable pay', 'reasonable pay double', 'pay', 'pay double', 'double']",0,0,1,0,0,0.09090909090909091
178049,"Further, no one, especially Dr. Eric Chotiner seems to be forthcoming with any information concerning my case.",1,especially dr chotiner forthcoming information concern case,"['especially', 'especially dr', 'especially dr chotiner', 'especially dr chotiner forthcoming', 'especially dr chotiner forthcoming information', 'especially dr chotiner forthcoming information concern', 'especially dr chotiner forthcoming information concern case', 'dr', 'dr chotiner', 'dr chotiner forthcoming', 'dr chotiner forthcoming information', 'dr chotiner forthcoming information concern', 'dr chotiner forthcoming information concern case', 'chotiner', 'chotiner forthcoming', 'chotiner forthcoming information', 'chotiner forthcoming information concern', 'chotiner forthcoming information concern case', 'forthcoming', 'forthcoming information', 'forthcoming information concern', 'forthcoming information concern case', 'information', 'information concern', 'information concern case', 'concern', 'concern case', 'case']",1,0,0,0,0,0.18181818181818182
139400,First i would like to thank Joanna to give me all detail information about liposuction and provide,0,like thank anna detail information liposuction provide,"['like', 'like thank', 'like thank anna', 'like thank anna detail', 'like thank anna detail information', 'like thank anna detail information liposuction', 'like thank anna detail information liposuction provide', 'thank', 'thank anna', 'thank anna detail', 'thank anna detail information', 'thank anna detail information liposuction', 'thank anna detail information liposuction provide', 'anna', 'anna detail', 'anna detail information', 'anna detail information liposuction', 'anna detail information liposuction provide', 'detail', 'detail information', 'detail information liposuction', 'detail information liposuction provide', 'information', 'information liposuction', 'information liposuction provide', 'liposuction', 'liposuction provide', 'provide']",1,0,0,0,0,0.18181818181818182
186380,"and doctor were not pleasant, or willing to provide me the information.",1,doctor pleasant willing provide information,"['doctor', 'doctor pleasant', 'doctor pleasant willing', 'doctor pleasant willing provide', 'doctor pleasant willing provide information', 'pleasant', 'pleasant willing', 'pleasant willing provide', 'pleasant willing provide information', 'willing', 'willing provide', 'willing provide information', 'provide', 'provide information', 'information']",1,0,0,0,0,0.18181818181818182
186213,"I've tried to talk pricing, financing and other areas but I haven't really received any professional informational responses.",1,ve try talk prick finance area receive professional information response,"['ve', 've try', 've try talk', 've try talk prick', 've try talk prick finance', 've try talk prick finance area', 've try talk prick finance area receive', 've try talk prick finance area receive professional', 've try talk prick finance area receive professional information', 've try talk prick finance area receive professional information response', 'try', 'try talk', 'try talk prick', 'try talk prick finance', 'try talk prick finance area', 'try talk prick finance area receive', 'try talk prick finance area receive professional', 'try talk prick finance area receive professional information', 'try talk prick finance area receive professional information response', 'talk', 'talk prick', 'talk prick finance', 'talk prick finance area', 'talk prick finance area receive', 'talk prick finance area receive professional', 'talk prick finance area receive professional information', 'talk prick finance area receive professional information response', 'prick', 'prick finance', 'prick finance area', 'prick finance area receive', 'prick finance area receive professional', 'prick finance area receive professional information', 'prick finance area receive professional information response', 'finance', 'finance area', 'finance area receive', 'finance area receive professional', 'finance area receive professional information', 'finance area receive professional information response', 'area', 'area receive', 'area receive professional', 'area receive professional information', 'area receive professional information response', 'receive', 'receive professional', 'receive professional information', 'receive professional information response', 'professional', 'professional information', 'professional information response', 'information', 'information response', 'response']",1,0,0,0,0,0.18181818181818182
102602,Very nice and very informative.,0,nice information,"['nice', 'nice information', 'information']",1,0,0,0,0,0.18181818181818182
