commentId,comment,classification,comment_processed,word_phrase_list,impression,great,similarity_score
165190,This guy is definitely a grifter.,1,guy decidedly great,"['guy', 'guy decidedly', 'guy decidedly great', 'decidedly', 'decidedly great', 'great']",0,1,0.2222222222222222
102126,Great.,0,great,['great'],0,1,0.5
116063,"Although working with mr. Prasad was always a great experience , i shouldn't be waiting extra 30 minutes on already made appointment.",1,work mister pray great experience wait extra appointment,"['work', 'work mister', 'work mister pray', 'work mister pray great', 'work mister pray great experience', 'work mister pray great experience wait', 'work mister pray great experience wait extra', 'work mister pray great experience wait extra appointment', 'mister', 'mister pray', 'mister pray great', 'mister pray great experience', 'mister pray great experience wait', 'mister pray great experience wait extra', 'mister pray great experience wait extra appointment', 'pray', 'pray great', 'pray great experience', 'pray great experience wait', 'pray great experience wait extra', 'pray great experience wait extra appointment', 'great', 'great experience', 'great experience wait', 'great experience wait extra', 'great experience wait extra appointment', 'experience', 'experience wait', 'experience wait extra', 'experience wait extra appointment', 'wait', 'wait extra', 'wait extra appointment', 'extra', 'extra appointment', 'appointment']",0,1,0.05128205128205128
124661,"Competent and courteous staff, great physical therapy department, clean office and patient rooms,",0,competent courteous staff great physical therapy department clean office patient room,"['competent', 'competent courteous', 'competent courteous staff', 'competent courteous staff great', 'competent courteous staff great physical', 'competent courteous staff great physical therapy', 'competent courteous staff great physical therapy department', 'competent courteous staff great physical therapy department clean', 'competent courteous staff great physical therapy department clean office', 'competent courteous staff great physical therapy department clean office patient', 'competent courteous staff great physical therapy department clean office patient room', 'courteous', 'courteous staff', 'courteous staff great', 'courteous staff great physical', 'courteous staff great physical therapy', 'courteous staff great physical therapy department', 'courteous staff great physical therapy department clean', 'courteous staff great physical therapy department clean office', 'courteous staff great physical therapy department clean office patient', 'courteous staff great physical therapy department clean office patient room', 'staff', 'staff great', 'staff great physical', 'staff great physical therapy', 'staff great physical therapy department', 'staff great physical therapy department clean', 'staff great physical therapy department clean office', 'staff great physical therapy department clean office patient', 'staff great physical therapy department clean office patient room', 'great', 'great physical', 'great physical therapy', 'great physical therapy department', 'great physical therapy department clean', 'great physical therapy department clean office', 'great physical therapy department clean office patient', 'great physical therapy department clean office patient room', 'physical', 'physical therapy', 'physical therapy department', 'physical therapy department clean', 'physical therapy department clean office', 'physical therapy department clean office patient', 'physical therapy department clean office patient room', 'therapy', 'therapy department', 'therapy department clean', 'therapy department clean office', 'therapy department clean office patient', 'therapy department clean office patient room', 'department', 'department clean', 'department clean office', 'department clean office patient', 'department clean office patient room', 'clean', 'clean office', 'clean office patient', 'clean office patient room', 'office', 'office patient', 'office patient room', 'patient', 'patient room', 'room']",0,1,0.028985507246376812
166768,"I will caveat my review by saying that I can only speak to my own experience, which was not great.",1,cadet review say speak experience not great,"['cadet', 'cadet review', 'cadet review say', 'cadet review say speak', 'cadet review say speak experience', 'cadet review say speak experience not', 'cadet review say speak experience not great', 'review', 'review say', 'review say speak', 'review say speak experience', 'review say speak experience not', 'review say speak experience not great', 'say', 'say speak', 'say speak experience', 'say speak experience not', 'say speak experience not great', 'speak', 'speak experience', 'speak experience not', 'speak experience not great', 'experience', 'experience not', 'experience not great', 'not', 'not great', 'great']",0,1,0.06451612903225806
67960,"Great personality, sense of humor, very sensitive to patient,s needs.",0,great personality sense humor sensitive patient need,"['great', 'great personality', 'great personality sense', 'great personality sense humor', 'great personality sense humor sensitive', 'great personality sense humor sensitive patient', 'great personality sense humor sensitive patient need', 'personality', 'personality sense', 'personality sense humor', 'personality sense humor sensitive', 'personality sense humor sensitive patient', 'personality sense humor sensitive patient need', 'sense', 'sense humor', 'sense humor sensitive', 'sense humor sensitive patient', 'sense humor sensitive patient need', 'humor', 'humor sensitive', 'humor sensitive patient', 'humor sensitive patient need', 'sensitive', 'sensitive patient', 'sensitive patient need', 'patient', 'patient need', 'need']",0,1,0.06451612903225806
129998,"so good,he's kind,funny adorable,and down to earth...and he's very WISE...LOL,you will be in great hands with him...oh and he was",0,good adorableand earthen wiselolyou great hand,"['good', 'good adorableand', 'good adorableand earthen', 'good adorableand earthen wiselolyou', 'good adorableand earthen wiselolyou great', 'good adorableand earthen wiselolyou great hand', 'adorableand', 'adorableand earthen', 'adorableand earthen wiselolyou', 'adorableand earthen wiselolyou great', 'adorableand earthen wiselolyou great hand', 'earthen', 'earthen wiselolyou', 'earthen wiselolyou great', 'earthen wiselolyou great hand', 'wiselolyou', 'wiselolyou great', 'wiselolyou great hand', 'great', 'great hand', 'hand']",0,1,0.08333333333333333
130960,Figured it was worth waiting to see the best and it was definitely a great decision.,0,figure worth wait good decidedly great decision,"['figure', 'figure worth', 'figure worth wait', 'figure worth wait good', 'figure worth wait good decidedly', 'figure worth wait good decidedly great', 'figure worth wait good decidedly great decision', 'worth', 'worth wait', 'worth wait good', 'worth wait good decidedly', 'worth wait good decidedly great', 'worth wait good decidedly great decision', 'wait', 'wait good', 'wait good decidedly', 'wait good decidedly great', 'wait good decidedly great decision', 'good', 'good decidedly', 'good decidedly great', 'good decidedly great decision', 'decidedly', 'decidedly great', 'decidedly great decision', 'great', 'great decision', 'decision']",0,1,0.06451612903225806
107826,The doctors are great and patient with my little ones as well as the nurses.,0,doctor great patient little one nurse,"['doctor', 'doctor great', 'doctor great patient', 'doctor great patient little', 'doctor great patient little one', 'doctor great patient little one nurse', 'great', 'great patient', 'great patient little', 'great patient little one', 'great patient little one nurse', 'patient', 'patient little', 'patient little one', 'patient little one nurse', 'little', 'little one', 'little one nurse', 'one', 'one nurse', 'nurse']",0,1,0.08333333333333333
189220,Dr. Garcia's a great surgeon and any time in the future that I need work done I will go back to see him.,0,great surgeon time future need work,"['great', 'great surgeon', 'great surgeon time', 'great surgeon time future', 'great surgeon time future need', 'great surgeon time future need work', 'surgeon', 'surgeon time', 'surgeon time future', 'surgeon time future need', 'surgeon time future need work', 'time', 'time future', 'time future need', 'time future need work', 'future', 'future need', 'future need work', 'need', 'need work', 'work']",0,1,0.08333333333333333
186619,I get great relief and it lasts a long time.,0,great relief last long time,"['great', 'great relief', 'great relief last', 'great relief last long', 'great relief last long time', 'relief', 'relief last', 'relief last long', 'relief last long time', 'last', 'last long', 'last long time', 'long', 'long time', 'time']",0,1,0.1111111111111111
161509,"Looking back now, I can confidently say that choosing Dr. Pontell was such a great decision;",0,look confidently choose great decision,"['look', 'look confidently', 'look confidently choose', 'look confidently choose great', 'look confidently choose great decision', 'confidently', 'confidently choose', 'confidently choose great', 'confidently choose great decision', 'choose', 'choose great', 'choose great decision', 'great', 'great decision', 'decision']",0,1,0.1111111111111111
100853,Dr. Garrod operated on the first with great success and the second is being treated with cortisone.,0,operate great success treat cortisone,"['operate', 'operate great', 'operate great success', 'operate great success treat', 'operate great success treat cortisone', 'great', 'great success', 'great success treat', 'great success treat cortisone', 'success', 'success treat', 'success treat cortisone', 'treat', 'treat cortisone', 'cortisone']",0,1,0.1111111111111111
99596,The staff did a great job explaining the procedure and providing care after.,0,staff great job explain procedure provide care,"['staff', 'staff great', 'staff great job', 'staff great job explain', 'staff great job explain procedure', 'staff great job explain procedure provide', 'staff great job explain procedure provide care', 'great', 'great job', 'great job explain', 'great job explain procedure', 'great job explain procedure provide', 'great job explain procedure provide care', 'job', 'job explain', 'job explain procedure', 'job explain procedure provide', 'job explain procedure provide care', 'explain', 'explain procedure', 'explain procedure provide', 'explain procedure provide care', 'procedure', 'procedure provide', 'procedure provide care', 'provide', 'provide care', 'care']",0,1,0.06451612903225806
101572,Overall the experience was great.,0,overall experience great,"['overall', 'overall experience', 'overall experience great', 'experience', 'experience great', 'great']",0,1,0.2222222222222222
91715,I want to purely give this amazing man a great plug as he is the real deal.,0,want strictly amaze man great plug real deal,"['want', 'want strictly', 'want strictly amaze', 'want strictly amaze man', 'want strictly amaze man great', 'want strictly amaze man great plug', 'want strictly amaze man great plug real', 'want strictly amaze man great plug real deal', 'strictly', 'strictly amaze', 'strictly amaze man', 'strictly amaze man great', 'strictly amaze man great plug', 'strictly amaze man great plug real', 'strictly amaze man great plug real deal', 'amaze', 'amaze man', 'amaze man great', 'amaze man great plug', 'amaze man great plug real', 'amaze man great plug real deal', 'man', 'man great', 'man great plug', 'man great plug real', 'man great plug real deal', 'great', 'great plug', 'great plug real', 'great plug real deal', 'plug', 'plug real', 'plug real deal', 'real', 'real deal', 'deal']",0,1,0.05128205128205128
143466,it's great to have those deep lines gone !,0,great deep line go,"['great', 'great deep', 'great deep line', 'great deep line go', 'deep', 'deep line', 'deep line go', 'line', 'line go', 'go']",0,1,0.15384615384615385
87012,and the Physical Therapy was great.,0,physical therapy great,"['physical', 'physical therapy', 'physical therapy great', 'therapy', 'therapy great', 'great']",0,1,0.2222222222222222
98516,Everything was thoroughly explained and I left feeling great about everything!.,0,thoroughly explain leave feel great,"['thoroughly', 'thoroughly explain', 'thoroughly explain leave', 'thoroughly explain leave feel', 'thoroughly explain leave feel great', 'explain', 'explain leave', 'explain leave feel', 'explain leave feel great', 'leave', 'leave feel', 'leave feel great', 'feel', 'feel great', 'great']",0,1,0.1111111111111111
123210,You may be a great surgeon but you are not in my opinion a great doctor.,1,great surgeon not opinion great,"['great', 'great surgeon', 'great surgeon not', 'great surgeon not opinion', 'great surgeon not opinion great', 'surgeon', 'surgeon not', 'surgeon not opinion', 'surgeon not opinion great', 'not', 'not opinion', 'not opinion great', 'opinion', 'opinion great', 'great']",0,1,0.1111111111111111
141833,"Great speed with diagnosis and treatment of my issue, two doctors elsewhere were not able to correctly diagnose!",0,great speed diagnosis treatment issue doctor not able correctly diagnose,"['great', 'great speed', 'great speed diagnosis', 'great speed diagnosis treatment', 'great speed diagnosis treatment issue', 'great speed diagnosis treatment issue doctor', 'great speed diagnosis treatment issue doctor not', 'great speed diagnosis treatment issue doctor not able', 'great speed diagnosis treatment issue doctor not able correctly', 'great speed diagnosis treatment issue doctor not able correctly diagnose', 'speed', 'speed diagnosis', 'speed diagnosis treatment', 'speed diagnosis treatment issue', 'speed diagnosis treatment issue doctor', 'speed diagnosis treatment issue doctor not', 'speed diagnosis treatment issue doctor not able', 'speed diagnosis treatment issue doctor not able correctly', 'speed diagnosis treatment issue doctor not able correctly diagnose', 'diagnosis', 'diagnosis treatment', 'diagnosis treatment issue', 'diagnosis treatment issue doctor', 'diagnosis treatment issue doctor not', 'diagnosis treatment issue doctor not able', 'diagnosis treatment issue doctor not able correctly', 'diagnosis treatment issue doctor not able correctly diagnose', 'treatment', 'treatment issue', 'treatment issue doctor', 'treatment issue doctor not', 'treatment issue doctor not able', 'treatment issue doctor not able correctly', 'treatment issue doctor not able correctly diagnose', 'issue', 'issue doctor', 'issue doctor not', 'issue doctor not able', 'issue doctor not able correctly', 'issue doctor not able correctly diagnose', 'doctor', 'doctor not', 'doctor not able', 'doctor not able correctly', 'doctor not able correctly diagnose', 'not', 'not able', 'not able correctly', 'not able correctly diagnose', 'able', 'able correctly', 'able correctly diagnose', 'correctly', 'correctly diagnose', 'diagnose']",0,1,0.034482758620689655
186855,The entire office is extremely knowledgeable and professional with good communication and great results.,0,entire office extremely knowledgeable professional good communication great result,"['entire', 'entire office', 'entire office extremely', 'entire office extremely knowledgeable', 'entire office extremely knowledgeable professional', 'entire office extremely knowledgeable professional good', 'entire office extremely knowledgeable professional good communication', 'entire office extremely knowledgeable professional good communication great', 'entire office extremely knowledgeable professional good communication great result', 'office', 'office extremely', 'office extremely knowledgeable', 'office extremely knowledgeable professional', 'office extremely knowledgeable professional good', 'office extremely knowledgeable professional good communication', 'office extremely knowledgeable professional good communication great', 'office extremely knowledgeable professional good communication great result', 'extremely', 'extremely knowledgeable', 'extremely knowledgeable professional', 'extremely knowledgeable professional good', 'extremely knowledgeable professional good communication', 'extremely knowledgeable professional good communication great', 'extremely knowledgeable professional good communication great result', 'knowledgeable', 'knowledgeable professional', 'knowledgeable professional good', 'knowledgeable professional good communication', 'knowledgeable professional good communication great', 'knowledgeable professional good communication great result', 'professional', 'professional good', 'professional good communication', 'professional good communication great', 'professional good communication great result', 'good', 'good communication', 'good communication great', 'good communication great result', 'communication', 'communication great', 'communication great result', 'great', 'great result', 'result']",0,1,0.041666666666666664
142485,It?s great to wear the same size on top as bottom.,0,great wear size,"['great', 'great wear', 'great wear size', 'wear', 'wear size', 'size']",0,1,0.2222222222222222
104380,Classes and instructors were great.,0,class teacher great,"['class', 'class teacher', 'class teacher great', 'teacher', 'teacher great', 'great']",0,1,0.2222222222222222
121606,"Also great time management, this is the first appointment I had where I saw the doctor at my actual appointment time.",0,great time management appointment see actual appointment time,"['great', 'great time', 'great time management', 'great time management appointment', 'great time management appointment see', 'great time management appointment see actual', 'great time management appointment see actual appointment', 'great time management appointment see actual appointment time', 'time', 'time management', 'time management appointment', 'time management appointment see', 'time management appointment see actual', 'time management appointment see actual appointment', 'time management appointment see actual appointment time', 'management', 'management appointment', 'management appointment see', 'management appointment see actual', 'management appointment see actual appointment', 'management appointment see actual appointment time', 'appointment', 'appointment see', 'appointment see actual', 'appointment see actual appointment', 'appointment see actual appointment time', 'see', 'see actual', 'see actual appointment', 'see actual appointment time', 'actual', 'actual appointment', 'actual appointment time', 'appointment', 'appointment time', 'time']",0,1,0.05128205128205128
121687,"He tries to keep me on as few medications as possible, which is great.",0,try meditation possible great,"['try', 'try meditation', 'try meditation possible', 'try meditation possible great', 'meditation', 'meditation possible', 'meditation possible great', 'possible', 'possible great', 'great']",0,1,0.15384615384615385
89683,Dr. Truesdale is informative about products available and has a great,0,information product available great,"['information', 'information product', 'information product available', 'information product available great', 'product', 'product available', 'product available great', 'available', 'available great', 'great']",0,1,0.15384615384615385
122970,Thought they would be great due to the how great people said they are,0,think great great people say,"['think', 'think great', 'think great great', 'think great great people', 'think great great people say', 'great', 'great great', 'great great people', 'great great people say', 'great', 'great people', 'great people say', 'people', 'people say', 'say']",0,1,0.1111111111111111
102509,Great staff!,0,great staff,"['great', 'great staff', 'staff']",0,1,0.3333333333333333
148646,"Not a great ""patient to doctor"" relationship.",1,not great patient relationship,"['not', 'not great', 'not great patient', 'not great patient relationship', 'great', 'great patient', 'great patient relationship', 'patient', 'patient relationship', 'relationship']",0,1,0.15384615384615385
132882,and feel as great as I did after the first surgery he performed for me.,0,feel great surgery perform,"['feel', 'feel great', 'feel great surgery', 'feel great surgery perform', 'great', 'great surgery', 'great surgery perform', 'surgery', 'surgery perform', 'perform']",0,1,0.15384615384615385
163014,I've seen Dr. Mofid at least 4 times since surgery and every visit has been great!,0,see move time surgery visit great,"['see', 'see move', 'see move time', 'see move time surgery', 'see move time surgery visit', 'see move time surgery visit great', 'move', 'move time', 'move time surgery', 'move time surgery visit', 'move time surgery visit great', 'time', 'time surgery', 'time surgery visit', 'time surgery visit great', 'surgery', 'surgery visit', 'surgery visit great', 'visit', 'visit great', 'great']",0,1,0.08333333333333333
131578,Still great place.,0,great place,"['great', 'great place', 'place']",0,1,0.3333333333333333
62429,She had a great demeanor.,0,great demeanor,"['great', 'great demeanor', 'demeanor']",0,1,0.3333333333333333
90942,"took great care of all my special medical problems,",0,take great care special medical problem,"['take', 'take great', 'take great care', 'take great care special', 'take great care special medical', 'take great care special medical problem', 'great', 'great care', 'great care special', 'great care special medical', 'great care special medical problem', 'care', 'care special', 'care special medical', 'care special medical problem', 'special', 'special medical', 'special medical problem', 'medical', 'medical problem', 'problem']",0,1,0.08333333333333333
88056,and beyond to make sure I had a great experience!,0,sure great experience,"['sure', 'sure great', 'sure great experience', 'great', 'great experience', 'experience']",0,1,0.2222222222222222
115021,"I had a Muscle repair, Hernia repair, liposuction, tummy tuck, everything looks great.",0,muscle repair hernia repair liposuction mummy tuck look great,"['muscle', 'muscle repair', 'muscle repair hernia', 'muscle repair hernia repair', 'muscle repair hernia repair liposuction', 'muscle repair hernia repair liposuction mummy', 'muscle repair hernia repair liposuction mummy tuck', 'muscle repair hernia repair liposuction mummy tuck look', 'muscle repair hernia repair liposuction mummy tuck look great', 'repair', 'repair hernia', 'repair hernia repair', 'repair hernia repair liposuction', 'repair hernia repair liposuction mummy', 'repair hernia repair liposuction mummy tuck', 'repair hernia repair liposuction mummy tuck look', 'repair hernia repair liposuction mummy tuck look great', 'hernia', 'hernia repair', 'hernia repair liposuction', 'hernia repair liposuction mummy', 'hernia repair liposuction mummy tuck', 'hernia repair liposuction mummy tuck look', 'hernia repair liposuction mummy tuck look great', 'repair', 'repair liposuction', 'repair liposuction mummy', 'repair liposuction mummy tuck', 'repair liposuction mummy tuck look', 'repair liposuction mummy tuck look great', 'liposuction', 'liposuction mummy', 'liposuction mummy tuck', 'liposuction mummy tuck look', 'liposuction mummy tuck look great', 'mummy', 'mummy tuck', 'mummy tuck look', 'mummy tuck look great', 'tuck', 'tuck look', 'tuck look great', 'look', 'look great', 'great']",0,1,0.041666666666666664
130189,They took such great care of us at the Clear Lake office.,0,take great care clear lake office,"['take', 'take great', 'take great care', 'take great care clear', 'take great care clear lake', 'take great care clear lake office', 'great', 'great care', 'great care clear', 'great care clear lake', 'great care clear lake office', 'care', 'care clear', 'care clear lake', 'care clear lake office', 'clear', 'clear lake', 'clear lake office', 'lake', 'lake office', 'office']",0,1,0.08333333333333333
98696,"and it did damage to my immune system so now after being treated, I am doing great!!",0,damage immune system treat great,"['damage', 'damage immune', 'damage immune system', 'damage immune system treat', 'damage immune system treat great', 'immune', 'immune system', 'immune system treat', 'immune system treat great', 'system', 'system treat', 'system treat great', 'treat', 'treat great', 'great']",0,1,0.1111111111111111
143538,"Dr. Duncan is a Great doctor, very knowledgeable and in great shape.",0,great knowledgeable great shape,"['great', 'great knowledgeable', 'great knowledgeable great', 'great knowledgeable great shape', 'knowledgeable', 'knowledgeable great', 'knowledgeable great shape', 'great', 'great shape', 'shape']",0,1,0.15384615384615385
185586,It is a total shame that such a great doctor has such shady office staff!,1,total shame great shady office staff,"['total', 'total shame', 'total shame great', 'total shame great shady', 'total shame great shady office', 'total shame great shady office staff', 'shame', 'shame great', 'shame great shady', 'shame great shady office', 'shame great shady office staff', 'great', 'great shady', 'great shady office', 'great shady office staff', 'shady', 'shady office', 'shady office staff', 'office', 'office staff', 'staff']",0,1,0.08333333333333333
128598,I saw Laurel Spence and had a great visit and catch up with her!,0,see laurel spence great visit catch,"['see', 'see laurel', 'see laurel spence', 'see laurel spence great', 'see laurel spence great visit', 'see laurel spence great visit catch', 'laurel', 'laurel spence', 'laurel spence great', 'laurel spence great visit', 'laurel spence great visit catch', 'spence', 'spence great', 'spence great visit', 'spence great visit catch', 'great', 'great visit', 'great visit catch', 'visit', 'visit catch', 'catch']",0,1,0.08333333333333333
99873,Dr Emerson is a helluva quarterback and he has a great team.,0,quarterback great team,"['quarterback', 'quarterback great', 'quarterback great team', 'great', 'great team', 'team']",0,1,0.2222222222222222
136056,Qualities that you don't ofter see in surgeons with his great prestige!,0,quality surgeon great prestige,"['quality', 'quality surgeon', 'quality surgeon great', 'quality surgeon great prestige', 'surgeon', 'surgeon great', 'surgeon great prestige', 'great', 'great prestige', 'prestige']",0,1,0.15384615384615385
120392,They were great with my son,0,great son,"['great', 'great son', 'son']",0,1,0.3333333333333333
87298,The whole experience from consulting to follow-up was great.,0,experience consult follow great,"['experience', 'experience consult', 'experience consult follow', 'experience consult follow great', 'consult', 'consult follow', 'consult follow great', 'follow', 'follow great', 'great']",0,1,0.15384615384615385
85112,My time spent there was great!,0,time spend great,"['time', 'time spend', 'time spend great', 'spend', 'spend great', 'great']",0,1,0.2222222222222222
148420,My breast are uneven and according to Dr Me if they look great...,1,breast uneven accord look great,"['breast', 'breast uneven', 'breast uneven accord', 'breast uneven accord look', 'breast uneven accord look great', 'uneven', 'uneven accord', 'uneven accord look', 'uneven accord look great', 'accord', 'accord look', 'accord look great', 'look', 'look great', 'great']",0,1,0.1111111111111111
187544,"and couldn't believe how great I felt, every question I had was answered by Dr.N and staff via text or phone call..",0,believe great feel question answer don staff text phone,"['believe', 'believe great', 'believe great feel', 'believe great feel question', 'believe great feel question answer', 'believe great feel question answer don', 'believe great feel question answer don staff', 'believe great feel question answer don staff text', 'believe great feel question answer don staff text phone', 'great', 'great feel', 'great feel question', 'great feel question answer', 'great feel question answer don', 'great feel question answer don staff', 'great feel question answer don staff text', 'great feel question answer don staff text phone', 'feel', 'feel question', 'feel question answer', 'feel question answer don', 'feel question answer don staff', 'feel question answer don staff text', 'feel question answer don staff text phone', 'question', 'question answer', 'question answer don', 'question answer don staff', 'question answer don staff text', 'question answer don staff text phone', 'answer', 'answer don', 'answer don staff', 'answer don staff text', 'answer don staff text phone', 'don', 'don staff', 'don staff text', 'don staff text phone', 'staff', 'staff text', 'staff text phone', 'text', 'text phone', 'phone']",0,1,0.041666666666666664
169360,"I will go back in 6 months and if the news isn't as great, I trust them unconditionally with my future care.",0,news great trust unconditionally future care,"['news', 'news great', 'news great trust', 'news great trust unconditionally', 'news great trust unconditionally future', 'news great trust unconditionally future care', 'great', 'great trust', 'great trust unconditionally', 'great trust unconditionally future', 'great trust unconditionally future care', 'trust', 'trust unconditionally', 'trust unconditionally future', 'trust unconditionally future care', 'unconditionally', 'unconditionally future', 'unconditionally future care', 'future', 'future care', 'care']",0,1,0.08333333333333333
90804,And Dr Jurney is great!!,0,great,['great'],0,1,0.5
143268,My surgery went Great just as she said and all follow up visits are Great!!!,0,surgery go great say follow visit great,"['surgery', 'surgery go', 'surgery go great', 'surgery go great say', 'surgery go great say follow', 'surgery go great say follow visit', 'surgery go great say follow visit great', 'go', 'go great', 'go great say', 'go great say follow', 'go great say follow visit', 'go great say follow visit great', 'great', 'great say', 'great say follow', 'great say follow visit', 'great say follow visit great', 'say', 'say follow', 'say follow visit', 'say follow visit great', 'follow', 'follow visit', 'follow visit great', 'visit', 'visit great', 'great']",0,1,0.06451612903225806
65286,"She's got a great understanding, and she explains things very easily.",0,get great understanding explain thing easily,"['get', 'get great', 'get great understanding', 'get great understanding explain', 'get great understanding explain thing', 'get great understanding explain thing easily', 'great', 'great understanding', 'great understanding explain', 'great understanding explain thing', 'great understanding explain thing easily', 'understanding', 'understanding explain', 'understanding explain thing', 'understanding explain thing easily', 'explain', 'explain thing', 'explain thing easily', 'thing', 'thing easily', 'easily']",0,1,0.08333333333333333
178164,"and May 2022, After 24 years of severe pain, I've been able to experience great relief, if I do",0,severe pain able experience great relief,"['severe', 'severe pain', 'severe pain able', 'severe pain able experience', 'severe pain able experience great', 'severe pain able experience great relief', 'pain', 'pain able', 'pain able experience', 'pain able experience great', 'pain able experience great relief', 'able', 'able experience', 'able experience great', 'able experience great relief', 'experience', 'experience great', 'experience great relief', 'great', 'great relief', 'relief']",0,1,0.08333333333333333
179306,and within four days I was sitting at the Thanksgiving table with my large family - I really felt great!,0,sit thanksgiving table large family feel great,"['sit', 'sit thanksgiving', 'sit thanksgiving table', 'sit thanksgiving table large', 'sit thanksgiving table large family', 'sit thanksgiving table large family feel', 'sit thanksgiving table large family feel great', 'thanksgiving', 'thanksgiving table', 'thanksgiving table large', 'thanksgiving table large family', 'thanksgiving table large family feel', 'thanksgiving table large family feel great', 'table', 'table large', 'table large family', 'table large family feel', 'table large family feel great', 'large', 'large family', 'large family feel', 'large family feel great', 'family', 'family feel', 'family feel great', 'feel', 'feel great', 'great']",0,1,0.06451612903225806
69969,She is great always avaliable and always out the door quick. :).,0,great available door quick,"['great', 'great available', 'great available door', 'great available door quick', 'available', 'available door', 'available door quick', 'door', 'door quick', 'quick']",0,1,0.15384615384615385
140098,Dr Nundkumar did a great job and is very good answering any questions I,0,great job good answer question,"['great', 'great job', 'great job good', 'great job good answer', 'great job good answer question', 'job', 'job good', 'job good answer', 'job good answer question', 'good', 'good answer', 'good answer question', 'answer', 'answer question', 'question']",0,1,0.1111111111111111
59399,The RN is Great.,0,great,['great'],0,1,0.5
109006,"My appearance is so much better, I had a big hump which he removed and now my profile looks great.",0,appearance good big hump remove profile look great,"['appearance', 'appearance good', 'appearance good big', 'appearance good big hump', 'appearance good big hump remove', 'appearance good big hump remove profile', 'appearance good big hump remove profile look', 'appearance good big hump remove profile look great', 'good', 'good big', 'good big hump', 'good big hump remove', 'good big hump remove profile', 'good big hump remove profile look', 'good big hump remove profile look great', 'big', 'big hump', 'big hump remove', 'big hump remove profile', 'big hump remove profile look', 'big hump remove profile look great', 'hump', 'hump remove', 'hump remove profile', 'hump remove profile look', 'hump remove profile look great', 'remove', 'remove profile', 'remove profile look', 'remove profile look great', 'profile', 'profile look', 'profile look great', 'look', 'look great', 'great']",0,1,0.05128205128205128
111801,It will be great if the doctors can be more available to see their patients rather than having medical assistant,1,great doctor available patient have medical assistant,"['great', 'great doctor', 'great doctor available', 'great doctor available patient', 'great doctor available patient have', 'great doctor available patient have medical', 'great doctor available patient have medical assistant', 'doctor', 'doctor available', 'doctor available patient', 'doctor available patient have', 'doctor available patient have medical', 'doctor available patient have medical assistant', 'available', 'available patient', 'available patient have', 'available patient have medical', 'available patient have medical assistant', 'patient', 'patient have', 'patient have medical', 'patient have medical assistant', 'have', 'have medical', 'have medical assistant', 'medical', 'medical assistant', 'assistant']",0,1,0.06451612903225806
86009,"Great personality, caring physician, take his time.",0,great personality dare doctor time,"['great', 'great personality', 'great personality dare', 'great personality dare doctor', 'great personality dare doctor time', 'personality', 'personality dare', 'personality dare doctor', 'personality dare doctor time', 'dare', 'dare doctor', 'dare doctor time', 'doctor', 'doctor time', 'time']",0,1,0.1111111111111111
82787,Dr. Holloway did a great crown,0,great crown,"['great', 'great crown', 'crown']",0,1,0.3333333333333333
124570,"I found a great Dr. for Ulcerative Colitis, it was a process to figure out what was going on with me.",0,find great ulcerative politics process figure go,"['find', 'find great', 'find great ulcerative', 'find great ulcerative politics', 'find great ulcerative politics process', 'find great ulcerative politics process figure', 'find great ulcerative politics process figure go', 'great', 'great ulcerative', 'great ulcerative politics', 'great ulcerative politics process', 'great ulcerative politics process figure', 'great ulcerative politics process figure go', 'ulcerative', 'ulcerative politics', 'ulcerative politics process', 'ulcerative politics process figure', 'ulcerative politics process figure go', 'politics', 'politics process', 'politics process figure', 'politics process figure go', 'process', 'process figure', 'process figure go', 'figure', 'figure go', 'go']",0,1,0.06451612903225806
94531,Great group of people.,0,great group people,"['great', 'great group', 'great group people', 'group', 'group people', 'people']",0,1,0.2222222222222222
143021,I have referred family and friends to the practice and everyone has had great results and is very happy.,0,refer family friend practice great result happy,"['refer', 'refer family', 'refer family friend', 'refer family friend practice', 'refer family friend practice great', 'refer family friend practice great result', 'refer family friend practice great result happy', 'family', 'family friend', 'family friend practice', 'family friend practice great', 'family friend practice great result', 'family friend practice great result happy', 'friend', 'friend practice', 'friend practice great', 'friend practice great result', 'friend practice great result happy', 'practice', 'practice great', 'practice great result', 'practice great result happy', 'great', 'great result', 'great result happy', 'result', 'result happy', 'happy']",0,1,0.06451612903225806
107899,The swelling did not take long my nose started to look great since week 2 and still each day it's improving.,0,swell not long nose start look great day better,"['swell', 'swell not', 'swell not long', 'swell not long nose', 'swell not long nose start', 'swell not long nose start look', 'swell not long nose start look great', 'swell not long nose start look great day', 'swell not long nose start look great day better', 'not', 'not long', 'not long nose', 'not long nose start', 'not long nose start look', 'not long nose start look great', 'not long nose start look great day', 'not long nose start look great day better', 'long', 'long nose', 'long nose start', 'long nose start look', 'long nose start look great', 'long nose start look great day', 'long nose start look great day better', 'nose', 'nose start', 'nose start look', 'nose start look great', 'nose start look great day', 'nose start look great day better', 'start', 'start look', 'start look great', 'start look great day', 'start look great day better', 'look', 'look great', 'look great day', 'look great day better', 'great', 'great day', 'great day better', 'day', 'day better', 'better']",0,1,0.041666666666666664
