commentId,comment,classification,comment_processed,word_phrase_list,greet,follow,follow process,process,similarity_score
151202,I had multiple follow up appointments where the let me know exactly what I needed to do and how everything was looking.,0,multiple follow appointment let know precisely need look,"['multiple', 'multiple follow', 'multiple follow appointment', 'multiple follow appointment let', 'multiple follow appointment let know', 'multiple follow appointment let know precisely', 'multiple follow appointment let know precisely need', 'multiple follow appointment let know precisely need look', 'follow', 'follow appointment', 'follow appointment let', 'follow appointment let know', 'follow appointment let know precisely', 'follow appointment let know precisely need', 'follow appointment let know precisely need look', 'appointment', 'appointment let', 'appointment let know', 'appointment let know precisely', 'appointment let know precisely need', 'appointment let know precisely need look', 'let', 'let know', 'let know precisely', 'let know precisely need', 'let know precisely need look', 'know', 'know precisely', 'know precisely need', 'know precisely need look', 'precisely', 'precisely need', 'precisely need look', 'need', 'need look', 'look']",0,1,0,0,0.047619047619047616
105519,"Vicki Koplow, the Surgical Coordinator, did a beautiful job of making all of the surgical arrangements in an efficient",0,vice follow surgical coordinate beautiful job make surgical arrangement efficient,"['vice', 'vice follow', 'vice follow surgical', 'vice follow surgical coordinate', 'vice follow surgical coordinate beautiful', 'vice follow surgical coordinate beautiful job', 'vice follow surgical coordinate beautiful job make', 'vice follow surgical coordinate beautiful job make surgical', 'vice follow surgical coordinate beautiful job make surgical arrangement', 'vice follow surgical coordinate beautiful job make surgical arrangement efficient', 'follow', 'follow surgical', 'follow surgical coordinate', 'follow surgical coordinate beautiful', 'follow surgical coordinate beautiful job', 'follow surgical coordinate beautiful job make', 'follow surgical coordinate beautiful job make surgical', 'follow surgical coordinate beautiful job make surgical arrangement', 'follow surgical coordinate beautiful job make surgical arrangement efficient', 'surgical', 'surgical coordinate', 'surgical coordinate beautiful', 'surgical coordinate beautiful job', 'surgical coordinate beautiful job make', 'surgical coordinate beautiful job make surgical', 'surgical coordinate beautiful job make surgical arrangement', 'surgical coordinate beautiful job make surgical arrangement efficient', 'coordinate', 'coordinate beautiful', 'coordinate beautiful job', 'coordinate beautiful job make', 'coordinate beautiful job make surgical', 'coordinate beautiful job make surgical arrangement', 'coordinate beautiful job make surgical arrangement efficient', 'beautiful', 'beautiful job', 'beautiful job make', 'beautiful job make surgical', 'beautiful job make surgical arrangement', 'beautiful job make surgical arrangement efficient', 'job', 'job make', 'job make surgical', 'job make surgical arrangement', 'job make surgical arrangement efficient', 'make', 'make surgical', 'make surgical arrangement', 'make surgical arrangement efficient', 'surgical', 'surgical arrangement', 'surgical arrangement efficient', 'arrangement', 'arrangement efficient', 'efficient']",0,1,0,0,0.03278688524590164
139015,for 2 weeks following surgery was very bad .,1,follow surgery bad,"['follow', 'follow surgery', 'follow surgery bad', 'surgery', 'surgery bad', 'bad']",0,1,0,0,0.16666666666666666
122606,"What you will get is a Dr who cares, who is very knowledgeable, and is just trying to follow the law.",0,care knowledgeable try follow law,"['care', 'care knowledgeable', 'care knowledgeable try', 'care knowledgeable try follow', 'care knowledgeable try follow law', 'knowledgeable', 'knowledgeable try', 'knowledgeable try follow', 'knowledgeable try follow law', 'try', 'try follow', 'try follow law', 'follow', 'follow law', 'law']",0,1,0,0,0.09523809523809523
190239,I have scheduled my future appts to follow up and other services and super excited to come back.,0,schedule future part follow service super excite come,"['schedule', 'schedule future', 'schedule future part', 'schedule future part follow', 'schedule future part follow service', 'schedule future part follow service super', 'schedule future part follow service super excite', 'schedule future part follow service super excite come', 'future', 'future part', 'future part follow', 'future part follow service', 'future part follow service super', 'future part follow service super excite', 'future part follow service super excite come', 'part', 'part follow', 'part follow service', 'part follow service super', 'part follow service super excite', 'part follow service super excite come', 'follow', 'follow service', 'follow service super', 'follow service super excite', 'follow service super excite come', 'service', 'service super', 'service super excite', 'service super excite come', 'super', 'super excite', 'super excite come', 'excite', 'excite come', 'come']",0,1,0,0,0.047619047619047616
171030,And Im super happy with my results and all the after care and follow up appointments.,0,super happy result care follow appointment,"['super', 'super happy', 'super happy result', 'super happy result care', 'super happy result care follow', 'super happy result care follow appointment', 'happy', 'happy result', 'happy result care', 'happy result care follow', 'happy result care follow appointment', 'result', 'result care', 'result care follow', 'result care follow appointment', 'care', 'care follow', 'care follow appointment', 'follow', 'follow appointment', 'appointment']",0,1,0,0,0.07407407407407407
184841,I was at that point blamed for the poor results because I missed one follow-up appointment. (I honestly don't think,1,point blame poor result miss follow appointment honestly think,"['point', 'point blame', 'point blame poor', 'point blame poor result', 'point blame poor result miss', 'point blame poor result miss follow', 'point blame poor result miss follow appointment', 'point blame poor result miss follow appointment honestly', 'point blame poor result miss follow appointment honestly think', 'blame', 'blame poor', 'blame poor result', 'blame poor result miss', 'blame poor result miss follow', 'blame poor result miss follow appointment', 'blame poor result miss follow appointment honestly', 'blame poor result miss follow appointment honestly think', 'poor', 'poor result', 'poor result miss', 'poor result miss follow', 'poor result miss follow appointment', 'poor result miss follow appointment honestly', 'poor result miss follow appointment honestly think', 'result', 'result miss', 'result miss follow', 'result miss follow appointment', 'result miss follow appointment honestly', 'result miss follow appointment honestly think', 'miss', 'miss follow', 'miss follow appointment', 'miss follow appointment honestly', 'miss follow appointment honestly think', 'follow', 'follow appointment', 'follow appointment honestly', 'follow appointment honestly think', 'appointment', 'appointment honestly', 'appointment honestly think', 'honestly', 'honestly think', 'think']",0,1,0,0,0.0392156862745098
112007,i am totally satisfied with the results of my binary knee (both knees) replacement surgery and the healing process has been altogether satisfactory.,0,wholly satisfy result binary knee knee replacement surgery heal process altogether satisfactory,"['wholly', 'wholly satisfy', 'wholly satisfy result', 'wholly satisfy result binary', 'wholly satisfy result binary knee', 'wholly satisfy result binary knee knee', 'wholly satisfy result binary knee knee replacement', 'wholly satisfy result binary knee knee replacement surgery', 'wholly satisfy result binary knee knee replacement surgery heal', 'wholly satisfy result binary knee knee replacement surgery heal process', 'wholly satisfy result binary knee knee replacement surgery heal process altogether', 'wholly satisfy result binary knee knee replacement surgery heal process altogether satisfactory', 'satisfy', 'satisfy result', 'satisfy result binary', 'satisfy result binary knee', 'satisfy result binary knee knee', 'satisfy result binary knee knee replacement', 'satisfy result binary knee knee replacement surgery', 'satisfy result binary knee knee replacement surgery heal', 'satisfy result binary knee knee replacement surgery heal process', 'satisfy result binary knee knee replacement surgery heal process altogether', 'satisfy result binary knee knee replacement surgery heal process altogether satisfactory', 'result', 'result binary', 'result binary knee', 'result binary knee knee', 'result binary knee knee replacement', 'result binary knee knee replacement surgery', 'result binary knee knee replacement surgery heal', 'result binary knee knee replacement surgery heal process', 'result binary knee knee replacement surgery heal process altogether', 'result binary knee knee replacement surgery heal process altogether satisfactory', 'binary', 'binary knee', 'binary knee knee', 'binary knee knee replacement', 'binary knee knee replacement surgery', 'binary knee knee replacement surgery heal', 'binary knee knee replacement surgery heal process', 'binary knee knee replacement surgery heal process altogether', 'binary knee knee replacement surgery heal process altogether satisfactory', 'knee', 'knee knee', 'knee knee replacement', 'knee knee replacement surgery', 'knee knee replacement surgery heal', 'knee knee replacement surgery heal process', 'knee knee replacement surgery heal process altogether', 'knee knee replacement surgery heal process altogether satisfactory', 'knee', 'knee replacement', 'knee replacement surgery', 'knee replacement surgery heal', 'knee replacement surgery heal process', 'knee replacement surgery heal process altogether', 'knee replacement surgery heal process altogether satisfactory', 'replacement', 'replacement surgery', 'replacement surgery heal', 'replacement surgery heal process', 'replacement surgery heal process altogether', 'replacement surgery heal process altogether satisfactory', 'surgery', 'surgery heal', 'surgery heal process', 'surgery heal process altogether', 'surgery heal process altogether satisfactory', 'heal', 'heal process', 'heal process altogether', 'heal process altogether satisfactory', 'process', 'process altogether', 'process altogether satisfactory', 'altogether', 'altogether satisfactory', 'satisfactory']",0,0,0,1,0.023809523809523808
179419,"And, after treatment, he himself calls the patients and follow up their condition, which is a rare quality we see in doctors nowadays.",0,treatment call patient follow condition rare quality doctor nowadays,"['treatment', 'treatment call', 'treatment call patient', 'treatment call patient follow', 'treatment call patient follow condition', 'treatment call patient follow condition rare', 'treatment call patient follow condition rare quality', 'treatment call patient follow condition rare quality doctor', 'treatment call patient follow condition rare quality doctor nowadays', 'call', 'call patient', 'call patient follow', 'call patient follow condition', 'call patient follow condition rare', 'call patient follow condition rare quality', 'call patient follow condition rare quality doctor', 'call patient follow condition rare quality doctor nowadays', 'patient', 'patient follow', 'patient follow condition', 'patient follow condition rare', 'patient follow condition rare quality', 'patient follow condition rare quality doctor', 'patient follow condition rare quality doctor nowadays', 'follow', 'follow condition', 'follow condition rare', 'follow condition rare quality', 'follow condition rare quality doctor', 'follow condition rare quality doctor nowadays', 'condition', 'condition rare', 'condition rare quality', 'condition rare quality doctor', 'condition rare quality doctor nowadays', 'rare', 'rare quality', 'rare quality doctor', 'rare quality doctor nowadays', 'quality', 'quality doctor', 'quality doctor nowadays', 'doctor', 'doctor nowadays', 'nowadays']",0,1,0,0,0.0392156862745098
176680,and the Dr just gave more Zanex to continue the process.,1,give continue process,"['give', 'give continue', 'give continue process', 'continue', 'continue process', 'process']",0,0,0,1,0.16666666666666666
67937,Half the process of healing is how much the doctor cares.,0,process heal care,"['process', 'process heal', 'process heal care', 'heal', 'heal care', 'care']",0,0,0,1,0.16666666666666666
165869,"Once you step into the office, you are greeted and helped immediately.",0,step office greet help immediately,"['step', 'step office', 'step office greet', 'step office greet help', 'step office greet help immediately', 'office', 'office greet', 'office greet help', 'office greet help immediately', 'greet', 'greet help', 'greet help immediately', 'help', 'help immediately', 'immediately']",1,0,0,0,0.09523809523809523
184980,"Felt like a custom, personalized process.",0,feel like custom personalized process,"['feel', 'feel like', 'feel like custom', 'feel like custom personalized', 'feel like custom personalized process', 'like', 'like custom', 'like custom personalized', 'like custom personalized process', 'custom', 'custom personalized', 'custom personalized process', 'personalized', 'personalized process', 'process']",0,0,0,1,0.09523809523809523
112475,I had major issues at first filling my prescriptions at the pharmacy and she was so responsive and helpful during the process.,0,major issue fill prescription pharmacy responsive helpful process,"['major', 'major issue', 'major issue fill', 'major issue fill prescription', 'major issue fill prescription pharmacy', 'major issue fill prescription pharmacy responsive', 'major issue fill prescription pharmacy responsive helpful', 'major issue fill prescription pharmacy responsive helpful process', 'issue', 'issue fill', 'issue fill prescription', 'issue fill prescription pharmacy', 'issue fill prescription pharmacy responsive', 'issue fill prescription pharmacy responsive helpful', 'issue fill prescription pharmacy responsive helpful process', 'fill', 'fill prescription', 'fill prescription pharmacy', 'fill prescription pharmacy responsive', 'fill prescription pharmacy responsive helpful', 'fill prescription pharmacy responsive helpful process', 'prescription', 'prescription pharmacy', 'prescription pharmacy responsive', 'prescription pharmacy responsive helpful', 'prescription pharmacy responsive helpful process', 'pharmacy', 'pharmacy responsive', 'pharmacy responsive helpful', 'pharmacy responsive helpful process', 'responsive', 'responsive helpful', 'responsive helpful process', 'helpful', 'helpful process', 'process']",0,0,0,1,0.047619047619047616
160561,and embryo creation   preservation was a lengthy and frustrating process.,1,embryo creation preservation drawn-out frustration process,"['embryo', 'embryo creation', 'embryo creation preservation', 'embryo creation preservation drawn-out', 'embryo creation preservation drawn-out frustration', 'embryo creation preservation drawn-out frustration process', 'creation', 'creation preservation', 'creation preservation drawn-out', 'creation preservation drawn-out frustration', 'creation preservation drawn-out frustration process', 'preservation', 'preservation drawn-out', 'preservation drawn-out frustration', 'preservation drawn-out frustration process', 'drawn-out', 'drawn-out frustration', 'drawn-out frustration process', 'frustration', 'frustration process', 'process']",0,0,0,1,0.07407407407407407
136153,The follow up visits have been very easy as well.,0,follow visit easy,"['follow', 'follow visit', 'follow visit easy', 'visit', 'visit easy', 'easy']",0,1,0,0,0.16666666666666666
140591,She followed up with my aftercare and I appreciate the extra touch.,0,follow subsequently appreciate extra touch,"['follow', 'follow subsequently', 'follow subsequently appreciate', 'follow subsequently appreciate extra', 'follow subsequently appreciate extra touch', 'subsequently', 'subsequently appreciate', 'subsequently appreciate extra', 'subsequently appreciate extra touch', 'appreciate', 'appreciate extra', 'appreciate extra touch', 'extra', 'extra touch', 'touch']",0,1,0,0,0.09523809523809523
189745,It made a huge difference in how I felt about the whole process.,0,huge difference feel process,"['huge', 'huge difference', 'huge difference feel', 'huge difference feel process', 'difference', 'difference feel', 'difference feel process', 'feel', 'feel process', 'process']",0,0,0,1,0.125
93712,They greet you by name as you walk in,0,greet walk,"['greet', 'greet walk', 'walk']",1,0,0,0,0.2222222222222222
131907,I never imagined getting a breast augmentation would be a smooth and comfortable process,0,imagine get breast pigmentation smooth comfortable process,"['imagine', 'imagine get', 'imagine get breast', 'imagine get breast pigmentation', 'imagine get breast pigmentation smooth', 'imagine get breast pigmentation smooth comfortable', 'imagine get breast pigmentation smooth comfortable process', 'get', 'get breast', 'get breast pigmentation', 'get breast pigmentation smooth', 'get breast pigmentation smooth comfortable', 'get breast pigmentation smooth comfortable process', 'breast', 'breast pigmentation', 'breast pigmentation smooth', 'breast pigmentation smooth comfortable', 'breast pigmentation smooth comfortable process', 'pigmentation', 'pigmentation smooth', 'pigmentation smooth comfortable', 'pigmentation smooth comfortable process', 'smooth', 'smooth comfortable', 'smooth comfortable process', 'comfortable', 'comfortable process', 'process']",0,0,0,1,0.058823529411764705
118522,"But, that being said, I was pretty ignorant and nervous about the whole process.",1,say pretty ignorant nervous process,"['say', 'say pretty', 'say pretty ignorant', 'say pretty ignorant nervous', 'say pretty ignorant nervous process', 'pretty', 'pretty ignorant', 'pretty ignorant nervous', 'pretty ignorant nervous process', 'ignorant', 'ignorant nervous', 'ignorant nervous process', 'nervous', 'nervous process', 'process']",0,0,0,1,0.09523809523809523
122253,"His staff provided ample information on the process, expectations and after care.",0,staff provide ample information process expectation care,"['staff', 'staff provide', 'staff provide ample', 'staff provide ample information', 'staff provide ample information process', 'staff provide ample information process expectation', 'staff provide ample information process expectation care', 'provide', 'provide ample', 'provide ample information', 'provide ample information process', 'provide ample information process expectation', 'provide ample information process expectation care', 'ample', 'ample information', 'ample information process', 'ample information process expectation', 'ample information process expectation care', 'information', 'information process', 'information process expectation', 'information process expectation care', 'process', 'process expectation', 'process expectation care', 'expectation', 'expectation care', 'care']",0,0,0,1,0.058823529411764705
86339,I feel like we have gotten my father on to a good start with treating and/managing this disease process.,0,feel like get father good start treat andmanaging disease process,"['feel', 'feel like', 'feel like get', 'feel like get father', 'feel like get father good', 'feel like get father good start', 'feel like get father good start treat', 'feel like get father good start treat andmanaging', 'feel like get father good start treat andmanaging disease', 'feel like get father good start treat andmanaging disease process', 'like', 'like get', 'like get father', 'like get father good', 'like get father good start', 'like get father good start treat', 'like get father good start treat andmanaging', 'like get father good start treat andmanaging disease', 'like get father good start treat andmanaging disease process', 'get', 'get father', 'get father good', 'get father good start', 'get father good start treat', 'get father good start treat andmanaging', 'get father good start treat andmanaging disease', 'get father good start treat andmanaging disease process', 'father', 'father good', 'father good start', 'father good start treat', 'father good start treat andmanaging', 'father good start treat andmanaging disease', 'father good start treat andmanaging disease process', 'good', 'good start', 'good start treat', 'good start treat andmanaging', 'good start treat andmanaging disease', 'good start treat andmanaging disease process', 'start', 'start treat', 'start treat andmanaging', 'start treat andmanaging disease', 'start treat andmanaging disease process', 'treat', 'treat andmanaging', 'treat andmanaging disease', 'treat andmanaging disease process', 'andmanaging', 'andmanaging disease', 'andmanaging disease process', 'disease', 'disease process', 'process']",0,0,0,1,0.03278688524590164
104448,Careless office visit notes so that doctor and staff are clueless as to your medical needs and the purpose of the follow up appointment.,1,careless office visit note staff careless medical need purpose follow appointment,"['careless', 'careless office', 'careless office visit', 'careless office visit note', 'careless office visit note staff', 'careless office visit note staff careless', 'careless office visit note staff careless medical', 'careless office visit note staff careless medical need', 'careless office visit note staff careless medical need purpose', 'careless office visit note staff careless medical need purpose follow', 'careless office visit note staff careless medical need purpose follow appointment', 'office', 'office visit', 'office visit note', 'office visit note staff', 'office visit note staff careless', 'office visit note staff careless medical', 'office visit note staff careless medical need', 'office visit note staff careless medical need purpose', 'office visit note staff careless medical need purpose follow', 'office visit note staff careless medical need purpose follow appointment', 'visit', 'visit note', 'visit note staff', 'visit note staff careless', 'visit note staff careless medical', 'visit note staff careless medical need', 'visit note staff careless medical need purpose', 'visit note staff careless medical need purpose follow', 'visit note staff careless medical need purpose follow appointment', 'note', 'note staff', 'note staff careless', 'note staff careless medical', 'note staff careless medical need', 'note staff careless medical need purpose', 'note staff careless medical need purpose follow', 'note staff careless medical need purpose follow appointment', 'staff', 'staff careless', 'staff careless medical', 'staff careless medical need', 'staff careless medical need purpose', 'staff careless medical need purpose follow', 'staff careless medical need purpose follow appointment', 'careless', 'careless medical', 'careless medical need', 'careless medical need purpose', 'careless medical need purpose follow', 'careless medical need purpose follow appointment', 'medical', 'medical need', 'medical need purpose', 'medical need purpose follow', 'medical need purpose follow appointment', 'need', 'need purpose', 'need purpose follow', 'need purpose follow appointment', 'purpose', 'purpose follow', 'purpose follow appointment', 'follow', 'follow appointment', 'appointment']",0,1,0,0,0.027777777777777776
168636,"From my initial inquiry phone call to the follow up after my surgery I couldn't be more pleased with the professional, courteous",0,initial inquiry phone follow surgery please professional courteous,"['initial', 'initial inquiry', 'initial inquiry phone', 'initial inquiry phone follow', 'initial inquiry phone follow surgery', 'initial inquiry phone follow surgery please', 'initial inquiry phone follow surgery please professional', 'initial inquiry phone follow surgery please professional courteous', 'inquiry', 'inquiry phone', 'inquiry phone follow', 'inquiry phone follow surgery', 'inquiry phone follow surgery please', 'inquiry phone follow surgery please professional', 'inquiry phone follow surgery please professional courteous', 'phone', 'phone follow', 'phone follow surgery', 'phone follow surgery please', 'phone follow surgery please professional', 'phone follow surgery please professional courteous', 'follow', 'follow surgery', 'follow surgery please', 'follow surgery please professional', 'follow surgery please professional courteous', 'surgery', 'surgery please', 'surgery please professional', 'surgery please professional courteous', 'please', 'please professional', 'please professional courteous', 'professional', 'professional courteous', 'courteous']",0,1,0,0,0.047619047619047616
155994,They initially book you with the doctor and then try to get you to follow up with a nurse for subsequent visits.,1,initially book try follow nurse subsequent visit,"['initially', 'initially book', 'initially book try', 'initially book try follow', 'initially book try follow nurse', 'initially book try follow nurse subsequent', 'initially book try follow nurse subsequent visit', 'book', 'book try', 'book try follow', 'book try follow nurse', 'book try follow nurse subsequent', 'book try follow nurse subsequent visit', 'try', 'try follow', 'try follow nurse', 'try follow nurse subsequent', 'try follow nurse subsequent visit', 'follow', 'follow nurse', 'follow nurse subsequent', 'follow nurse subsequent visit', 'nurse', 'nurse subsequent', 'nurse subsequent visit', 'subsequent', 'subsequent visit', 'visit']",0,1,0,0,0.058823529411764705
160953,I called them that following Monday to just say thank you.,0,call follow thank,"['call', 'call follow', 'call follow thank', 'follow', 'follow thank', 'thank']",0,1,0,0,0.16666666666666666
134032,"Very easy to work with, and get any questions answered in regards to the healing process.",0,easy work question answer regard heal process,"['easy', 'easy work', 'easy work question', 'easy work question answer', 'easy work question answer regard', 'easy work question answer regard heal', 'easy work question answer regard heal process', 'work', 'work question', 'work question answer', 'work question answer regard', 'work question answer regard heal', 'work question answer regard heal process', 'question', 'question answer', 'question answer regard', 'question answer regard heal', 'question answer regard heal process', 'answer', 'answer regard', 'answer regard heal', 'answer regard heal process', 'regard', 'regard heal', 'regard heal process', 'heal', 'heal process', 'process']",0,0,0,1,0.058823529411764705
92150,Follow- up post- op by staff was great.,0,follow post op staff great,"['follow', 'follow post', 'follow post op', 'follow post op staff', 'follow post op staff great', 'post', 'post op', 'post op staff', 'post op staff great', 'op', 'op staff', 'op staff great', 'staff', 'staff great', 'great']",0,1,0,0,0.09523809523809523
160079,"Frankly, as a person with no dental problem experience, I was terrified to have the tooth pulled and go through the implant process.",1,honestly person no dental problem experience terrify tooth pull plant process,"['honestly', 'honestly person', 'honestly person no', 'honestly person no dental', 'honestly person no dental problem', 'honestly person no dental problem experience', 'honestly person no dental problem experience terrify', 'honestly person no dental problem experience terrify tooth', 'honestly person no dental problem experience terrify tooth pull', 'honestly person no dental problem experience terrify tooth pull plant', 'honestly person no dental problem experience terrify tooth pull plant process', 'person', 'person no', 'person no dental', 'person no dental problem', 'person no dental problem experience', 'person no dental problem experience terrify', 'person no dental problem experience terrify tooth', 'person no dental problem experience terrify tooth pull', 'person no dental problem experience terrify tooth pull plant', 'person no dental problem experience terrify tooth pull plant process', 'no', 'no dental', 'no dental problem', 'no dental problem experience', 'no dental problem experience terrify', 'no dental problem experience terrify tooth', 'no dental problem experience terrify tooth pull', 'no dental problem experience terrify tooth pull plant', 'no dental problem experience terrify tooth pull plant process', 'dental', 'dental problem', 'dental problem experience', 'dental problem experience terrify', 'dental problem experience terrify tooth', 'dental problem experience terrify tooth pull', 'dental problem experience terrify tooth pull plant', 'dental problem experience terrify tooth pull plant process', 'problem', 'problem experience', 'problem experience terrify', 'problem experience terrify tooth', 'problem experience terrify tooth pull', 'problem experience terrify tooth pull plant', 'problem experience terrify tooth pull plant process', 'experience', 'experience terrify', 'experience terrify tooth', 'experience terrify tooth pull', 'experience terrify tooth pull plant', 'experience terrify tooth pull plant process', 'terrify', 'terrify tooth', 'terrify tooth pull', 'terrify tooth pull plant', 'terrify tooth pull plant process', 'tooth', 'tooth pull', 'tooth pull plant', 'tooth pull plant process', 'pull', 'pull plant', 'pull plant process', 'plant', 'plant process', 'process']",0,0,0,1,0.027777777777777776
158620,They took all the nerves out of a uncomfortable process.,0,take nerve uncomfortable process,"['take', 'take nerve', 'take nerve uncomfortable', 'take nerve uncomfortable process', 'nerve', 'nerve uncomfortable', 'nerve uncomfortable process', 'uncomfortable', 'uncomfortable process', 'process']",0,0,0,1,0.125
144337,follow up the situation after my surgery.every thing doing good job.I like it!,0,follow situation surgeryevery thing good job like,"['follow', 'follow situation', 'follow situation surgeryevery', 'follow situation surgeryevery thing', 'follow situation surgeryevery thing good', 'follow situation surgeryevery thing good job', 'follow situation surgeryevery thing good job like', 'situation', 'situation surgeryevery', 'situation surgeryevery thing', 'situation surgeryevery thing good', 'situation surgeryevery thing good job', 'situation surgeryevery thing good job like', 'surgeryevery', 'surgeryevery thing', 'surgeryevery thing good', 'surgeryevery thing good job', 'surgeryevery thing good job like', 'thing', 'thing good', 'thing good job', 'thing good job like', 'good', 'good job', 'good job like', 'job', 'job like', 'like']",0,1,0,0,0.058823529411764705
143300,and asked to call for a follow up I highly recommend using Dr. Abrams I visited the Eatontown office,0,ask follow highly recommend visit eatontown office,"['ask', 'ask follow', 'ask follow highly', 'ask follow highly recommend', 'ask follow highly recommend visit', 'ask follow highly recommend visit eatontown', 'ask follow highly recommend visit eatontown office', 'follow', 'follow highly', 'follow highly recommend', 'follow highly recommend visit', 'follow highly recommend visit eatontown', 'follow highly recommend visit eatontown office', 'highly', 'highly recommend', 'highly recommend visit', 'highly recommend visit eatontown', 'highly recommend visit eatontown office', 'recommend', 'recommend visit', 'recommend visit eatontown', 'recommend visit eatontown office', 'visit', 'visit eatontown', 'visit eatontown office', 'eatontown', 'eatontown office', 'office']",0,1,0,0,0.058823529411764705
163103,Turn around time for processing application conflicts with speed of scheduling.  3.,1,turn time process application conflict speed schelling,"['turn', 'turn time', 'turn time process', 'turn time process application', 'turn time process application conflict', 'turn time process application conflict speed', 'turn time process application conflict speed schelling', 'time', 'time process', 'time process application', 'time process application conflict', 'time process application conflict speed', 'time process application conflict speed schelling', 'process', 'process application', 'process application conflict', 'process application conflict speed', 'process application conflict speed schelling', 'application', 'application conflict', 'application conflict speed', 'application conflict speed schelling', 'conflict', 'conflict speed', 'conflict speed schelling', 'speed', 'speed schelling', 'schelling']",0,0,0,1,0.058823529411764705
177304,"my leg that hurt, she worked me in first thing the following morning",0,leg hurt work thing follow morning,"['leg', 'leg hurt', 'leg hurt work', 'leg hurt work thing', 'leg hurt work thing follow', 'leg hurt work thing follow morning', 'hurt', 'hurt work', 'hurt work thing', 'hurt work thing follow', 'hurt work thing follow morning', 'work', 'work thing', 'work thing follow', 'work thing follow morning', 'thing', 'thing follow', 'thing follow morning', 'follow', 'follow morning', 'morning']",0,1,0,0,0.07407407407407407
176852,"The rest of the follow ups are handled by non medical staff and they always ""have to ask DrT"" about your concerns or questions.",1,rest follow handle not medical staff ask concern question,"['rest', 'rest follow', 'rest follow handle', 'rest follow handle not', 'rest follow handle not medical', 'rest follow handle not medical staff', 'rest follow handle not medical staff ask', 'rest follow handle not medical staff ask concern', 'rest follow handle not medical staff ask concern question', 'follow', 'follow handle', 'follow handle not', 'follow handle not medical', 'follow handle not medical staff', 'follow handle not medical staff ask', 'follow handle not medical staff ask concern', 'follow handle not medical staff ask concern question', 'handle', 'handle not', 'handle not medical', 'handle not medical staff', 'handle not medical staff ask', 'handle not medical staff ask concern', 'handle not medical staff ask concern question', 'not', 'not medical', 'not medical staff', 'not medical staff ask', 'not medical staff ask concern', 'not medical staff ask concern question', 'medical', 'medical staff', 'medical staff ask', 'medical staff ask concern', 'medical staff ask concern question', 'staff', 'staff ask', 'staff ask concern', 'staff ask concern question', 'ask', 'ask concern', 'ask concern question', 'concern', 'concern question', 'question']",0,1,0,0,0.0392156862745098
176463,"After determining the genesis of my illnesses, Dr. Kirti recommended a specific healing protocol, which I promptly followed.",0,determine genesis illness recommend specific heal protocol promptly follow,"['determine', 'determine genesis', 'determine genesis illness', 'determine genesis illness recommend', 'determine genesis illness recommend specific', 'determine genesis illness recommend specific heal', 'determine genesis illness recommend specific heal protocol', 'determine genesis illness recommend specific heal protocol promptly', 'determine genesis illness recommend specific heal protocol promptly follow', 'genesis', 'genesis illness', 'genesis illness recommend', 'genesis illness recommend specific', 'genesis illness recommend specific heal', 'genesis illness recommend specific heal protocol', 'genesis illness recommend specific heal protocol promptly', 'genesis illness recommend specific heal protocol promptly follow', 'illness', 'illness recommend', 'illness recommend specific', 'illness recommend specific heal', 'illness recommend specific heal protocol', 'illness recommend specific heal protocol promptly', 'illness recommend specific heal protocol promptly follow', 'recommend', 'recommend specific', 'recommend specific heal', 'recommend specific heal protocol', 'recommend specific heal protocol promptly', 'recommend specific heal protocol promptly follow', 'specific', 'specific heal', 'specific heal protocol', 'specific heal protocol promptly', 'specific heal protocol promptly follow', 'heal', 'heal protocol', 'heal protocol promptly', 'heal protocol promptly follow', 'protocol', 'protocol promptly', 'protocol promptly follow', 'promptly', 'promptly follow', 'follow']",0,1,0,0,0.0392156862745098
108008,"I was sad because the Pearland location was extremely convenient to me but because Dr. Mason is so awesome, I decided to follow her !",0,sad zealand location extremely convenient amazing decide follow,"['sad', 'sad zealand', 'sad zealand location', 'sad zealand location extremely', 'sad zealand location extremely convenient', 'sad zealand location extremely convenient amazing', 'sad zealand location extremely convenient amazing decide', 'sad zealand location extremely convenient amazing decide follow', 'zealand', 'zealand location', 'zealand location extremely', 'zealand location extremely convenient', 'zealand location extremely convenient amazing', 'zealand location extremely convenient amazing decide', 'zealand location extremely convenient amazing decide follow', 'location', 'location extremely', 'location extremely convenient', 'location extremely convenient amazing', 'location extremely convenient amazing decide', 'location extremely convenient amazing decide follow', 'extremely', 'extremely convenient', 'extremely convenient amazing', 'extremely convenient amazing decide', 'extremely convenient amazing decide follow', 'convenient', 'convenient amazing', 'convenient amazing decide', 'convenient amazing decide follow', 'amazing', 'amazing decide', 'amazing decide follow', 'decide', 'decide follow', 'follow']",0,1,0,0,0.047619047619047616
