commentId,comment,classification,comment_processed,word_phrase_list,move,move away,move away drive,away,away drive,drive,similarity_score
146876,On account of not being able to get through on the phone after a minimum of 20 phone calls I decided to drive over.,1,account not able phone minimum phone call decide drive,"['account', 'account not', 'account not able', 'account not able phone', 'account not able phone minimum', 'account not able phone minimum phone', 'account not able phone minimum phone call', 'account not able phone minimum phone call decide', 'account not able phone minimum phone call decide drive', 'not', 'not able', 'not able phone', 'not able phone minimum', 'not able phone minimum phone', 'not able phone minimum phone call', 'not able phone minimum phone call decide', 'not able phone minimum phone call decide drive', 'able', 'able phone', 'able phone minimum', 'able phone minimum phone', 'able phone minimum phone call', 'able phone minimum phone call decide', 'able phone minimum phone call decide drive', 'phone', 'phone minimum', 'phone minimum phone', 'phone minimum phone call', 'phone minimum phone call decide', 'phone minimum phone call decide drive', 'minimum', 'minimum phone', 'minimum phone call', 'minimum phone call decide', 'minimum phone call decide drive', 'phone', 'phone call', 'phone call decide', 'phone call decide drive', 'call', 'call decide', 'call decide drive', 'decide', 'decide drive', 'drive']",0,0,0,0,0,1,0.0392156862745098
82463,and took me to the massage room right away.,0,take massage room right away,"['take', 'take massage', 'take massage room', 'take massage room right', 'take massage room right away', 'massage', 'massage room', 'massage room right', 'massage room right away', 'room', 'room right', 'room right away', 'right', 'right away', 'away']",0,0,0,1,0,0,0.09523809523809523
88463,but Dr Giordano told me to give it time and it went away as he predicted.,0,tell time go away predict,"['tell', 'tell time', 'tell time go', 'tell time go away', 'tell time go away predict', 'time', 'time go', 'time go away', 'time go away predict', 'go', 'go away', 'go away predict', 'away', 'away predict', 'predict']",0,0,0,1,0,0,0.09523809523809523
59403,"I used to go to the hospital on 6 mile & Outer Drive, I never liked it and hope I never have to go there again.",0,hospital mile out drive like hope,"['hospital', 'hospital mile', 'hospital mile out', 'hospital mile out drive', 'hospital mile out drive like', 'hospital mile out drive like hope', 'mile', 'mile out', 'mile out drive', 'mile out drive like', 'mile out drive like hope', 'out', 'out drive', 'out drive like', 'out drive like hope', 'drive', 'drive like', 'drive like hope', 'like', 'like hope', 'hope']",0,0,0,0,0,1,0.07407407407407407
145597,"With all the disease scares today, just another reason to stay away!!!",1,disease scar reason stay away,"['disease', 'disease scar', 'disease scar reason', 'disease scar reason stay', 'disease scar reason stay away', 'scar', 'scar reason', 'scar reason stay', 'scar reason stay away', 'reason', 'reason stay', 'reason stay away', 'stay', 'stay away', 'away']",0,0,0,1,0,0,0.09523809523809523
158052,"and since I'm only a few hours away, I chose Dr. Mendieta because his results looked the closest to what I was hoping to get.",0,away choose result look close hop,"['away', 'away choose', 'away choose result', 'away choose result look', 'away choose result look close', 'away choose result look close hop', 'choose', 'choose result', 'choose result look', 'choose result look close', 'choose result look close hop', 'result', 'result look', 'result look close', 'result look close hop', 'look', 'look close', 'look close hop', 'close', 'close hop', 'hop']",0,0,0,1,0,0,0.07407407407407407
109444,"Run, do not walk away from Dr. Kulak, I question her skills and recommendations.",1,run not walk away question skill recommendation,"['run', 'run not', 'run not walk', 'run not walk away', 'run not walk away question', 'run not walk away question skill', 'run not walk away question skill recommendation', 'not', 'not walk', 'not walk away', 'not walk away question', 'not walk away question skill', 'not walk away question skill recommendation', 'walk', 'walk away', 'walk away question', 'walk away question skill', 'walk away question skill recommendation', 'away', 'away question', 'away question skill', 'away question skill recommendation', 'question', 'question skill', 'question skill recommendation', 'skill', 'skill recommendation', 'recommendation']",0,0,0,1,0,0,0.058823529411764705
71868,Dr. Lee uses Botox to minimize the muscles around my jaw and my teeth grinding has gone away since.,0,u minimize muscle jaw tooth grind go away,"['u', 'u minimize', 'u minimize muscle', 'u minimize muscle jaw', 'u minimize muscle jaw tooth', 'u minimize muscle jaw tooth grind', 'u minimize muscle jaw tooth grind go', 'u minimize muscle jaw tooth grind go away', 'minimize', 'minimize muscle', 'minimize muscle jaw', 'minimize muscle jaw tooth', 'minimize muscle jaw tooth grind', 'minimize muscle jaw tooth grind go', 'minimize muscle jaw tooth grind go away', 'muscle', 'muscle jaw', 'muscle jaw tooth', 'muscle jaw tooth grind', 'muscle jaw tooth grind go', 'muscle jaw tooth grind go away', 'jaw', 'jaw tooth', 'jaw tooth grind', 'jaw tooth grind go', 'jaw tooth grind go away', 'tooth', 'tooth grind', 'tooth grind go', 'tooth grind go away', 'grind', 'grind go', 'grind go away', 'go', 'go away', 'away']",0,0,0,1,0,0,0.047619047619047616
139473,I still can not believe how easy it was for me to be up and moving around with in days.,0,not believe easy move,"['not', 'not believe', 'not believe easy', 'not believe easy move', 'believe', 'believe easy', 'believe easy move', 'easy', 'easy move', 'move']",1,0,0,0,0,0,0.125
186616,and gave me detailed information on what to expect moving forward and what options are available for if the pain persists.,0,give detail information expect move forward option available pain persist,"['give', 'give detail', 'give detail information', 'give detail information expect', 'give detail information expect move', 'give detail information expect move forward', 'give detail information expect move forward option', 'give detail information expect move forward option available', 'give detail information expect move forward option available pain', 'give detail information expect move forward option available pain persist', 'detail', 'detail information', 'detail information expect', 'detail information expect move', 'detail information expect move forward', 'detail information expect move forward option', 'detail information expect move forward option available', 'detail information expect move forward option available pain', 'detail information expect move forward option available pain persist', 'information', 'information expect', 'information expect move', 'information expect move forward', 'information expect move forward option', 'information expect move forward option available', 'information expect move forward option available pain', 'information expect move forward option available pain persist', 'expect', 'expect move', 'expect move forward', 'expect move forward option', 'expect move forward option available', 'expect move forward option available pain', 'expect move forward option available pain persist', 'move', 'move forward', 'move forward option', 'move forward option available', 'move forward option available pain', 'move forward option available pain persist', 'forward', 'forward option', 'forward option available', 'forward option available pain', 'forward option available pain persist', 'option', 'option available', 'option available pain', 'option available pain persist', 'available', 'available pain', 'available pain persist', 'pain', 'pain persist', 'persist']",1,0,0,0,0,0,0.03278688524590164
188089,so this was a far drive.,1,far drive,"['far', 'far drive', 'drive']",0,0,0,0,0,1,0.2222222222222222
178870,I've steered several people away and will continue to do so.,1,steer people away continue,"['steer', 'steer people', 'steer people away', 'steer people away continue', 'people', 'people away', 'people away continue', 'away', 'away continue', 'continue']",0,0,0,1,0,0,0.125
86191,Highly recommended even if you have to drive out of your way.,0,highly recommend drive way,"['highly', 'highly recommend', 'highly recommend drive', 'highly recommend drive way', 'recommend', 'recommend drive', 'recommend drive way', 'drive', 'drive way', 'way']",0,0,0,0,0,1,0.125
187828,D D Local Guide·129 reviews 11 minutes ago NEW If I can give Dr. Mark Mofid a zero star I would!,1,local guide review new mark move star,"['local', 'local guide', 'local guide review', 'local guide review new', 'local guide review new mark', 'local guide review new mark move', 'local guide review new mark move star', 'guide', 'guide review', 'guide review new', 'guide review new mark', 'guide review new mark move', 'guide review new mark move star', 'review', 'review new', 'review new mark', 'review new mark move', 'review new mark move star', 'new', 'new mark', 'new mark move', 'new mark move star', 'mark', 'mark move', 'mark move star', 'move', 'move star', 'star']",1,0,0,0,0,0,0.058823529411764705
187208,The staff were never more than ten feet away.,0,staff away,"['staff', 'staff away', 'away']",0,0,0,1,0,0,0.2222222222222222
144774,if I could go back in time I would tell my younger self to stay away from permanent fillers.,1,time tell young self stay away permanent tiller,"['time', 'time tell', 'time tell young', 'time tell young self', 'time tell young self stay', 'time tell young self stay away', 'time tell young self stay away permanent', 'time tell young self stay away permanent tiller', 'tell', 'tell young', 'tell young self', 'tell young self stay', 'tell young self stay away', 'tell young self stay away permanent', 'tell young self stay away permanent tiller', 'young', 'young self', 'young self stay', 'young self stay away', 'young self stay away permanent', 'young self stay away permanent tiller', 'self', 'self stay', 'self stay away', 'self stay away permanent', 'self stay away permanent tiller', 'stay', 'stay away', 'stay away permanent', 'stay away permanent tiller', 'away', 'away permanent', 'away permanent tiller', 'permanent', 'permanent tiller', 'tiller']",0,0,0,1,0,0,0.047619047619047616
107955,Run far away from this clinic if you value your looks.,1,run far away clinic value look,"['run', 'run far', 'run far away', 'run far away clinic', 'run far away clinic value', 'run far away clinic value look', 'far', 'far away', 'far away clinic', 'far away clinic value', 'far away clinic value look', 'away', 'away clinic', 'away clinic value', 'away clinic value look', 'clinic', 'clinic value', 'clinic value look', 'value', 'value look', 'look']",0,0,0,1,0,0,0.07407407407407407
68598,I drove an hour and half one way to see Dr. Soto and couldn't have made a better choice.,0,drive hour half way good choice,"['drive', 'drive hour', 'drive hour half', 'drive hour half way', 'drive hour half way good', 'drive hour half way good choice', 'hour', 'hour half', 'hour half way', 'hour half way good', 'hour half way good choice', 'half', 'half way', 'half way good', 'half way good choice', 'way', 'way good', 'way good choice', 'good', 'good choice', 'choice']",0,0,0,0,0,1,0.07407407407407407
160105,His first available was supposedly three weeks away.,1,available purportedly away,"['available', 'available purportedly', 'available purportedly away', 'purportedly', 'purportedly away', 'away']",0,0,0,1,0,0,0.16666666666666666
127209,I waited and waited for my pain to go away and I'm still waiting.,1,wait wait pain away wait,"['wait', 'wait wait', 'wait wait pain', 'wait wait pain away', 'wait wait pain away wait', 'wait', 'wait pain', 'wait pain away', 'wait pain away wait', 'pain', 'pain away', 'pain away wait', 'away', 'away wait', 'wait']",0,0,0,1,0,0,0.09523809523809523
91428,This was a little annoying as my friend had to re-adjust her schedule to drive me.,1,little annoying friend readjust schedule drive,"['little', 'little annoying', 'little annoying friend', 'little annoying friend readjust', 'little annoying friend readjust schedule', 'little annoying friend readjust schedule drive', 'annoying', 'annoying friend', 'annoying friend readjust', 'annoying friend readjust schedule', 'annoying friend readjust schedule drive', 'friend', 'friend readjust', 'friend readjust schedule', 'friend readjust schedule drive', 'readjust', 'readjust schedule', 'readjust schedule drive', 'schedule', 'schedule drive', 'drive']",0,0,0,0,0,1,0.07407407407407407
70169,So when I moved down to Florida I wanted him to be my GI doctor!,0,move want,"['move', 'move want', 'want']",1,0,0,0,0,0,0.2222222222222222
128784,I live in Lafayette and drove an hour to see him due to his reputation and he exceeded my own expectations.,0,live lafayette drive hour reputation exceed expectation,"['live', 'live lafayette', 'live lafayette drive', 'live lafayette drive hour', 'live lafayette drive hour reputation', 'live lafayette drive hour reputation exceed', 'live lafayette drive hour reputation exceed expectation', 'lafayette', 'lafayette drive', 'lafayette drive hour', 'lafayette drive hour reputation', 'lafayette drive hour reputation exceed', 'lafayette drive hour reputation exceed expectation', 'drive', 'drive hour', 'drive hour reputation', 'drive hour reputation exceed', 'drive hour reputation exceed expectation', 'hour', 'hour reputation', 'hour reputation exceed', 'hour reputation exceed expectation', 'reputation', 'reputation exceed', 'reputation exceed expectation', 'exceed', 'exceed expectation', 'expectation']",0,0,0,0,0,1,0.058823529411764705
151219,"Upon entering, I immediately felt all of my nerves melt away;",0,enter immediately feel nerve melt away,"['enter', 'enter immediately', 'enter immediately feel', 'enter immediately feel nerve', 'enter immediately feel nerve melt', 'enter immediately feel nerve melt away', 'immediately', 'immediately feel', 'immediately feel nerve', 'immediately feel nerve melt', 'immediately feel nerve melt away', 'feel', 'feel nerve', 'feel nerve melt', 'feel nerve melt away', 'nerve', 'nerve melt', 'nerve melt away', 'melt', 'melt away', 'away']",0,0,0,1,0,0,0.07407407407407407
141735,I drive 3 hours round trip to see Dr. Soto and I wouldn't have picked anyone else.,0,drive round trip pick,"['drive', 'drive round', 'drive round trip', 'drive round trip pick', 'round', 'round trip', 'round trip pick', 'trip', 'trip pick', 'pick']",0,0,0,0,0,1,0.125
103473,I have even moved just outside of Harris County and drive in to see Dr. Brigger and Kathleen and Brandy (nurse practitioners).,0,move outside drive big kathleen brandy nurse practitioner,"['move', 'move outside', 'move outside drive', 'move outside drive big', 'move outside drive big kathleen', 'move outside drive big kathleen brandy', 'move outside drive big kathleen brandy nurse', 'move outside drive big kathleen brandy nurse practitioner', 'outside', 'outside drive', 'outside drive big', 'outside drive big kathleen', 'outside drive big kathleen brandy', 'outside drive big kathleen brandy nurse', 'outside drive big kathleen brandy nurse practitioner', 'drive', 'drive big', 'drive big kathleen', 'drive big kathleen brandy', 'drive big kathleen brandy nurse', 'drive big kathleen brandy nurse practitioner', 'big', 'big kathleen', 'big kathleen brandy', 'big kathleen brandy nurse', 'big kathleen brandy nurse practitioner', 'kathleen', 'kathleen brandy', 'kathleen brandy nurse', 'kathleen brandy nurse practitioner', 'brandy', 'brandy nurse', 'brandy nurse practitioner', 'nurse', 'nurse practitioner', 'practitioner']",1,0,0,0,0,1,0.09523809523809523
188261,"if I could go back in time, I would tell my younger self to stay away from permanent fillers.",1,time tell young self stay away permanent tiller,"['time', 'time tell', 'time tell young', 'time tell young self', 'time tell young self stay', 'time tell young self stay away', 'time tell young self stay away permanent', 'time tell young self stay away permanent tiller', 'tell', 'tell young', 'tell young self', 'tell young self stay', 'tell young self stay away', 'tell young self stay away permanent', 'tell young self stay away permanent tiller', 'young', 'young self', 'young self stay', 'young self stay away', 'young self stay away permanent', 'young self stay away permanent tiller', 'self', 'self stay', 'self stay away', 'self stay away permanent', 'self stay away permanent tiller', 'stay', 'stay away', 'stay away permanent', 'stay away permanent tiller', 'away', 'away permanent', 'away permanent tiller', 'permanent', 'permanent tiller', 'tiller']",0,0,0,1,0,0,0.047619047619047616
176601,"and call Dr.Jeffery Wise right away and make an appointment, you will not be disappointed But you will be amazed…Tell them I sent you.",0,drjeffery wise right away appointment not disappoint amazedtell send,"['drjeffery', 'drjeffery wise', 'drjeffery wise right', 'drjeffery wise right away', 'drjeffery wise right away appointment', 'drjeffery wise right away appointment not', 'drjeffery wise right away appointment not disappoint', 'drjeffery wise right away appointment not disappoint amazedtell', 'drjeffery wise right away appointment not disappoint amazedtell send', 'wise', 'wise right', 'wise right away', 'wise right away appointment', 'wise right away appointment not', 'wise right away appointment not disappoint', 'wise right away appointment not disappoint amazedtell', 'wise right away appointment not disappoint amazedtell send', 'right', 'right away', 'right away appointment', 'right away appointment not', 'right away appointment not disappoint', 'right away appointment not disappoint amazedtell', 'right away appointment not disappoint amazedtell send', 'away', 'away appointment', 'away appointment not', 'away appointment not disappoint', 'away appointment not disappoint amazedtell', 'away appointment not disappoint amazedtell send', 'appointment', 'appointment not', 'appointment not disappoint', 'appointment not disappoint amazedtell', 'appointment not disappoint amazedtell send', 'not', 'not disappoint', 'not disappoint amazedtell', 'not disappoint amazedtell send', 'disappoint', 'disappoint amazedtell', 'disappoint amazedtell send', 'amazedtell', 'amazedtell send', 'send']",0,0,0,1,0,0,0.0392156862745098
156546,"After all of the bruising went away, I had expected to see a difference in my face.",1,bruise go away expect difference face,"['bruise', 'bruise go', 'bruise go away', 'bruise go away expect', 'bruise go away expect difference', 'bruise go away expect difference face', 'go', 'go away', 'go away expect', 'go away expect difference', 'go away expect difference face', 'away', 'away expect', 'away expect difference', 'away expect difference face', 'expect', 'expect difference', 'expect difference face', 'difference', 'difference face', 'face']",0,0,0,1,0,0,0.07407407407407407
118132,Turns out it was actually the splints that were causing me pain so he removed them as well and the pain went away.,0,turn actually splint cause pain remove pain go away,"['turn', 'turn actually', 'turn actually splint', 'turn actually splint cause', 'turn actually splint cause pain', 'turn actually splint cause pain remove', 'turn actually splint cause pain remove pain', 'turn actually splint cause pain remove pain go', 'turn actually splint cause pain remove pain go away', 'actually', 'actually splint', 'actually splint cause', 'actually splint cause pain', 'actually splint cause pain remove', 'actually splint cause pain remove pain', 'actually splint cause pain remove pain go', 'actually splint cause pain remove pain go away', 'splint', 'splint cause', 'splint cause pain', 'splint cause pain remove', 'splint cause pain remove pain', 'splint cause pain remove pain go', 'splint cause pain remove pain go away', 'cause', 'cause pain', 'cause pain remove', 'cause pain remove pain', 'cause pain remove pain go', 'cause pain remove pain go away', 'pain', 'pain remove', 'pain remove pain', 'pain remove pain go', 'pain remove pain go away', 'remove', 'remove pain', 'remove pain go', 'remove pain go away', 'pain', 'pain go', 'pain go away', 'go', 'go away', 'away']",0,0,0,1,0,0,0.0392156862745098
177343,"Radhika recently filled in my lip lines and added just the slightest definition to my lips, all without taking away my ""natural"" lip shape.",0,radhika recently fill lip line add slight definition lip take away natural lip shape,"['radhika', 'radhika recently', 'radhika recently fill', 'radhika recently fill lip', 'radhika recently fill lip line', 'radhika recently fill lip line add', 'radhika recently fill lip line add slight', 'radhika recently fill lip line add slight definition', 'radhika recently fill lip line add slight definition lip', 'radhika recently fill lip line add slight definition lip take', 'radhika recently fill lip line add slight definition lip take away', 'radhika recently fill lip line add slight definition lip take away natural', 'radhika recently fill lip line add slight definition lip take away natural lip', 'radhika recently fill lip line add slight definition lip take away natural lip shape', 'recently', 'recently fill', 'recently fill lip', 'recently fill lip line', 'recently fill lip line add', 'recently fill lip line add slight', 'recently fill lip line add slight definition', 'recently fill lip line add slight definition lip', 'recently fill lip line add slight definition lip take', 'recently fill lip line add slight definition lip take away', 'recently fill lip line add slight definition lip take away natural', 'recently fill lip line add slight definition lip take away natural lip', 'recently fill lip line add slight definition lip take away natural lip shape', 'fill', 'fill lip', 'fill lip line', 'fill lip line add', 'fill lip line add slight', 'fill lip line add slight definition', 'fill lip line add slight definition lip', 'fill lip line add slight definition lip take', 'fill lip line add slight definition lip take away', 'fill lip line add slight definition lip take away natural', 'fill lip line add slight definition lip take away natural lip', 'fill lip line add slight definition lip take away natural lip shape', 'lip', 'lip line', 'lip line add', 'lip line add slight', 'lip line add slight definition', 'lip line add slight definition lip', 'lip line add slight definition lip take', 'lip line add slight definition lip take away', 'lip line add slight definition lip take away natural', 'lip line add slight definition lip take away natural lip', 'lip line add slight definition lip take away natural lip shape', 'line', 'line add', 'line add slight', 'line add slight definition', 'line add slight definition lip', 'line add slight definition lip take', 'line add slight definition lip take away', 'line add slight definition lip take away natural', 'line add slight definition lip take away natural lip', 'line add slight definition lip take away natural lip shape', 'add', 'add slight', 'add slight definition', 'add slight definition lip', 'add slight definition lip take', 'add slight definition lip take away', 'add slight definition lip take away natural', 'add slight definition lip take away natural lip', 'add slight definition lip take away natural lip shape', 'slight', 'slight definition', 'slight definition lip', 'slight definition lip take', 'slight definition lip take away', 'slight definition lip take away natural', 'slight definition lip take away natural lip', 'slight definition lip take away natural lip shape', 'definition', 'definition lip', 'definition lip take', 'definition lip take away', 'definition lip take away natural', 'definition lip take away natural lip', 'definition lip take away natural lip shape', 'lip', 'lip take', 'lip take away', 'lip take away natural', 'lip take away natural lip', 'lip take away natural lip shape', 'take', 'take away', 'take away natural', 'take away natural lip', 'take away natural lip shape', 'away', 'away natural', 'away natural lip', 'away natural lip shape', 'natural', 'natural lip', 'natural lip shape', 'lip', 'lip shape', 'shape']",0,0,0,1,0,0,0.018018018018018018
109309,STAY AWAY FROM GRAY STATION NEUROLOGY THE BEST ADVICE I CAN GIVE!!!,1,stay away gray station neurology good advice,"['stay', 'stay away', 'stay away gray', 'stay away gray station', 'stay away gray station neurology', 'stay away gray station neurology good', 'stay away gray station neurology good advice', 'away', 'away gray', 'away gray station', 'away gray station neurology', 'away gray station neurology good', 'away gray station neurology good advice', 'gray', 'gray station', 'gray station neurology', 'gray station neurology good', 'gray station neurology good advice', 'station', 'station neurology', 'station neurology good', 'station neurology good advice', 'neurology', 'neurology good', 'neurology good advice', 'good', 'good advice', 'advice']",0,0,0,1,0,0,0.058823529411764705
71357,I had headaches and dizziness that have been going away since starting TMJ treatment and are now almost gone.,0,headache dizziness go away start thulium treatment go,"['headache', 'headache dizziness', 'headache dizziness go', 'headache dizziness go away', 'headache dizziness go away start', 'headache dizziness go away start thulium', 'headache dizziness go away start thulium treatment', 'headache dizziness go away start thulium treatment go', 'dizziness', 'dizziness go', 'dizziness go away', 'dizziness go away start', 'dizziness go away start thulium', 'dizziness go away start thulium treatment', 'dizziness go away start thulium treatment go', 'go', 'go away', 'go away start', 'go away start thulium', 'go away start thulium treatment', 'go away start thulium treatment go', 'away', 'away start', 'away start thulium', 'away start thulium treatment', 'away start thulium treatment go', 'start', 'start thulium', 'start thulium treatment', 'start thulium treatment go', 'thulium', 'thulium treatment', 'thulium treatment go', 'treatment', 'treatment go', 'go']",0,0,0,1,0,0,0.047619047619047616
168668,This did NOT go away and after meeting with Dr Camp he agreed that it needed to be repaired and done again.,1,not away meet camp agree need repair,"['not', 'not away', 'not away meet', 'not away meet camp', 'not away meet camp agree', 'not away meet camp agree need', 'not away meet camp agree need repair', 'away', 'away meet', 'away meet camp', 'away meet camp agree', 'away meet camp agree need', 'away meet camp agree need repair', 'meet', 'meet camp', 'meet camp agree', 'meet camp agree need', 'meet camp agree need repair', 'camp', 'camp agree', 'camp agree need', 'camp agree need repair', 'agree', 'agree need', 'agree need repair', 'need', 'need repair', 'repair']",0,0,0,1,0,0,0.058823529411764705
190309,and immediately came up with a solution and scheduled me for a surgery right away.,0,immediately come solution schedule surgery right away,"['immediately', 'immediately come', 'immediately come solution', 'immediately come solution schedule', 'immediately come solution schedule surgery', 'immediately come solution schedule surgery right', 'immediately come solution schedule surgery right away', 'come', 'come solution', 'come solution schedule', 'come solution schedule surgery', 'come solution schedule surgery right', 'come solution schedule surgery right away', 'solution', 'solution schedule', 'solution schedule surgery', 'solution schedule surgery right', 'solution schedule surgery right away', 'schedule', 'schedule surgery', 'schedule surgery right', 'schedule surgery right away', 'surgery', 'surgery right', 'surgery right away', 'right', 'right away', 'away']",0,0,0,1,0,0,0.058823529411764705
95139,"I do not mind the long drive, cause he is probably the most talented implant dentist",0,not mind long drive cause probably talented plant dentist,"['not', 'not mind', 'not mind long', 'not mind long drive', 'not mind long drive cause', 'not mind long drive cause probably', 'not mind long drive cause probably talented', 'not mind long drive cause probably talented plant', 'not mind long drive cause probably talented plant dentist', 'mind', 'mind long', 'mind long drive', 'mind long drive cause', 'mind long drive cause probably', 'mind long drive cause probably talented', 'mind long drive cause probably talented plant', 'mind long drive cause probably talented plant dentist', 'long', 'long drive', 'long drive cause', 'long drive cause probably', 'long drive cause probably talented', 'long drive cause probably talented plant', 'long drive cause probably talented plant dentist', 'drive', 'drive cause', 'drive cause probably', 'drive cause probably talented', 'drive cause probably talented plant', 'drive cause probably talented plant dentist', 'cause', 'cause probably', 'cause probably talented', 'cause probably talented plant', 'cause probably talented plant dentist', 'probably', 'probably talented', 'probably talented plant', 'probably talented plant dentist', 'talented', 'talented plant', 'talented plant dentist', 'plant', 'plant dentist', 'dentist']",0,0,0,0,0,1,0.0392156862745098
159855,so my drive to his office was quite long but worth every minute!,0,drive office long worth,"['drive', 'drive office', 'drive office long', 'drive office long worth', 'office', 'office long', 'office long worth', 'long', 'long worth', 'worth']",0,0,0,0,0,1,0.125
160075,I live 2 hours away from the practice and would travel across the world if it meant I would be a patient of Dr. O'Neill's,0,live hour away practice travel world mean patient oreille,"['live', 'live hour', 'live hour away', 'live hour away practice', 'live hour away practice travel', 'live hour away practice travel world', 'live hour away practice travel world mean', 'live hour away practice travel world mean patient', 'live hour away practice travel world mean patient oreille', 'hour', 'hour away', 'hour away practice', 'hour away practice travel', 'hour away practice travel world', 'hour away practice travel world mean', 'hour away practice travel world mean patient', 'hour away practice travel world mean patient oreille', 'away', 'away practice', 'away practice travel', 'away practice travel world', 'away practice travel world mean', 'away practice travel world mean patient', 'away practice travel world mean patient oreille', 'practice', 'practice travel', 'practice travel world', 'practice travel world mean', 'practice travel world mean patient', 'practice travel world mean patient oreille', 'travel', 'travel world', 'travel world mean', 'travel world mean patient', 'travel world mean patient oreille', 'world', 'world mean', 'world mean patient', 'world mean patient oreille', 'mean', 'mean patient', 'mean patient oreille', 'patient', 'patient oreille', 'oreille']",0,0,0,1,0,0,0.0392156862745098
158548,He made sure I understood what to expect and once under the laser kept everything moving quickly.,0,sure understand expect laser keep move quickly,"['sure', 'sure understand', 'sure understand expect', 'sure understand expect laser', 'sure understand expect laser keep', 'sure understand expect laser keep move', 'sure understand expect laser keep move quickly', 'understand', 'understand expect', 'understand expect laser', 'understand expect laser keep', 'understand expect laser keep move', 'understand expect laser keep move quickly', 'expect', 'expect laser', 'expect laser keep', 'expect laser keep move', 'expect laser keep move quickly', 'laser', 'laser keep', 'laser keep move', 'laser keep move quickly', 'keep', 'keep move', 'keep move quickly', 'move', 'move quickly', 'quickly']",1,0,0,0,0,0,0.058823529411764705
147313,and started my 50 minute drive to Complete Women?s Care in Pearland.,1,start minute drive complete woman care zealand,"['start', 'start minute', 'start minute drive', 'start minute drive complete', 'start minute drive complete woman', 'start minute drive complete woman care', 'start minute drive complete woman care zealand', 'minute', 'minute drive', 'minute drive complete', 'minute drive complete woman', 'minute drive complete woman care', 'minute drive complete woman care zealand', 'drive', 'drive complete', 'drive complete woman', 'drive complete woman care', 'drive complete woman care zealand', 'complete', 'complete woman', 'complete woman care', 'complete woman care zealand', 'woman', 'woman care', 'woman care zealand', 'care', 'care zealand', 'zealand']",0,0,0,0,0,1,0.058823529411764705
147314,"I could better understand being turned away if I were still driving or there were appointments after me,",1,good understand turn away drive appointment,"['good', 'good understand', 'good understand turn', 'good understand turn away', 'good understand turn away drive', 'good understand turn away drive appointment', 'understand', 'understand turn', 'understand turn away', 'understand turn away drive', 'understand turn away drive appointment', 'turn', 'turn away', 'turn away drive', 'turn away drive appointment', 'away', 'away drive', 'away drive appointment', 'drive', 'drive appointment', 'appointment']",0,0,0,1,1,1,0.2222222222222222
138725,about his son out front.I find that dr clary was extremely unprofessional and I would stay away from this guy.,1,son find clay extremely professional stay away guy,"['son', 'son find', 'son find clay', 'son find clay extremely', 'son find clay extremely professional', 'son find clay extremely professional stay', 'son find clay extremely professional stay away', 'son find clay extremely professional stay away guy', 'find', 'find clay', 'find clay extremely', 'find clay extremely professional', 'find clay extremely professional stay', 'find clay extremely professional stay away', 'find clay extremely professional stay away guy', 'clay', 'clay extremely', 'clay extremely professional', 'clay extremely professional stay', 'clay extremely professional stay away', 'clay extremely professional stay away guy', 'extremely', 'extremely professional', 'extremely professional stay', 'extremely professional stay away', 'extremely professional stay away guy', 'professional', 'professional stay', 'professional stay away', 'professional stay away guy', 'stay', 'stay away', 'stay away guy', 'away', 'away guy', 'guy']",0,0,0,1,0,0,0.047619047619047616
171351,"I was so pleased by my results, and truly moved by their provision of care that I requested this link to write a review.",0,please result truly move provision care request link write review,"['please', 'please result', 'please result truly', 'please result truly move', 'please result truly move provision', 'please result truly move provision care', 'please result truly move provision care request', 'please result truly move provision care request link', 'please result truly move provision care request link write', 'please result truly move provision care request link write review', 'result', 'result truly', 'result truly move', 'result truly move provision', 'result truly move provision care', 'result truly move provision care request', 'result truly move provision care request link', 'result truly move provision care request link write', 'result truly move provision care request link write review', 'truly', 'truly move', 'truly move provision', 'truly move provision care', 'truly move provision care request', 'truly move provision care request link', 'truly move provision care request link write', 'truly move provision care request link write review', 'move', 'move provision', 'move provision care', 'move provision care request', 'move provision care request link', 'move provision care request link write', 'move provision care request link write review', 'provision', 'provision care', 'provision care request', 'provision care request link', 'provision care request link write', 'provision care request link write review', 'care', 'care request', 'care request link', 'care request link write', 'care request link write review', 'request', 'request link', 'request link write', 'request link write review', 'link', 'link write', 'link write review', 'write', 'write review', 'review']",1,0,0,0,0,0,0.03278688524590164
181515,"Was just driving my mom up there with the intent of booking myself an appointment,",0,drive mon intent book appointment,"['drive', 'drive mon', 'drive mon intent', 'drive mon intent book', 'drive mon intent book appointment', 'mon', 'mon intent', 'mon intent book', 'mon intent book appointment', 'intent', 'intent book', 'intent book appointment', 'book', 'book appointment', 'appointment']",0,0,0,0,0,1,0.09523809523809523
92488,I would steer anyone I care about away from this office.,1,steer care away office,"['steer', 'steer care', 'steer care away', 'steer care away office', 'care', 'care away', 'care away office', 'away', 'away office', 'office']",0,0,0,1,0,0,0.125
