commentId,comment,classification,comment_processed,word_phrase_list,believe,lab,lab quick,quick,quick little,little,little respectful,respectful,woman,attitude,similarity_score
86896,I am sick of their attitude,1,sick attitude,"['sick', 'sick attitude', 'attitude']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
129977,He had a great attitude when speaking about my procedure and his office staff is excellent.,0,great attitude speak procedure office staff excellent,"['great', 'great attitude', 'great attitude speak', 'great attitude speak procedure', 'great attitude speak procedure office', 'great attitude speak procedure office staff', 'great attitude speak procedure office staff excellent', 'attitude', 'attitude speak', 'attitude speak procedure', 'attitude speak procedure office', 'attitude speak procedure office staff', 'attitude speak procedure office staff excellent', 'speak', 'speak procedure', 'speak procedure office', 'speak procedure office staff', 'speak procedure office staff excellent', 'procedure', 'procedure office', 'procedure office staff', 'procedure office staff excellent', 'office', 'office staff', 'office staff excellent', 'staff', 'staff excellent', 'excellent']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
151330,not too much not too little.,0,little,['little'],0,0,0,0,0,1,0,0,0,0,0.06896551724137931
113940,I?m so impressed with the attitude of the doctor and his staff at my consultation .,0,m impress attitude doctor staff consultation,"['m', 'm impress', 'm impress attitude', 'm impress attitude doctor', 'm impress attitude doctor staff', 'm impress attitude doctor staff consultation', 'impress', 'impress attitude', 'impress attitude doctor', 'impress attitude doctor staff', 'impress attitude doctor staff consultation', 'attitude', 'attitude doctor', 'attitude doctor staff', 'attitude doctor staff consultation', 'doctor', 'doctor staff', 'doctor staff consultation', 'staff', 'staff consultation', 'consultation']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
67619,"Now that he has done my face, I am a few weeks into my recovery and I can't believe I have a jawline and and my 'jowls' are gone.",0,face recovery believe saline fowl go,"['face', 'face recovery', 'face recovery believe', 'face recovery believe saline', 'face recovery believe saline fowl', 'face recovery believe saline fowl go', 'recovery', 'recovery believe', 'recovery believe saline', 'recovery believe saline fowl', 'recovery believe saline fowl go', 'believe', 'believe saline', 'believe saline fowl', 'believe saline fowl go', 'saline', 'saline fowl', 'saline fowl go', 'fowl', 'fowl go', 'go']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
115809,but we fixed this by adding in a little bit of filler and it now looks perfect.,0,fix add little bit filler look perfect,"['fix', 'fix add', 'fix add little', 'fix add little bit', 'fix add little bit filler', 'fix add little bit filler look', 'fix add little bit filler look perfect', 'add', 'add little', 'add little bit', 'add little bit filler', 'add little bit filler look', 'add little bit filler look perfect', 'little', 'little bit', 'little bit filler', 'little bit filler look', 'little bit filler look perfect', 'bit', 'bit filler', 'bit filler look', 'bit filler look perfect', 'filler', 'filler look', 'filler look perfect', 'look', 'look perfect', 'perfect']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
122939,My stitches came out today and I cannot believe how great my scar looks already.,0,stitch come believe great scar look,"['stitch', 'stitch come', 'stitch come believe', 'stitch come believe great', 'stitch come believe great scar', 'stitch come believe great scar look', 'come', 'come believe', 'come believe great', 'come believe great scar', 'come believe great scar look', 'believe', 'believe great', 'believe great scar', 'believe great scar look', 'great', 'great scar', 'great scar look', 'scar', 'scar look', 'look']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
163232,"Very resistant attitudes, especially from the LPN that saw me first.",1,resistant attitude especially len see,"['resistant', 'resistant attitude', 'resistant attitude especially', 'resistant attitude especially len', 'resistant attitude especially len see', 'attitude', 'attitude especially', 'attitude especially len', 'attitude especially len see', 'especially', 'especially len', 'especially len see', 'len', 'len see', 'see']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
105235,The PA with his arrogant attitude told me I have nothing wrong with my hip.,1,pa arrogant attitude tell wrong hip,"['pa', 'pa arrogant', 'pa arrogant attitude', 'pa arrogant attitude tell', 'pa arrogant attitude tell wrong', 'pa arrogant attitude tell wrong hip', 'arrogant', 'arrogant attitude', 'arrogant attitude tell', 'arrogant attitude tell wrong', 'arrogant attitude tell wrong hip', 'attitude', 'attitude tell', 'attitude tell wrong', 'attitude tell wrong hip', 'tell', 'tell wrong', 'tell wrong hip', 'wrong', 'wrong hip', 'hip']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
162827,"My phone call to follow up on some questions was answered by the sweetest person, Delia was her name I believe.",0,phone follow question answer sweet person believe,"['phone', 'phone follow', 'phone follow question', 'phone follow question answer', 'phone follow question answer sweet', 'phone follow question answer sweet person', 'phone follow question answer sweet person believe', 'follow', 'follow question', 'follow question answer', 'follow question answer sweet', 'follow question answer sweet person', 'follow question answer sweet person believe', 'question', 'question answer', 'question answer sweet', 'question answer sweet person', 'question answer sweet person believe', 'answer', 'answer sweet', 'answer sweet person', 'answer sweet person believe', 'sweet', 'sweet person', 'sweet person believe', 'person', 'person believe', 'believe']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
89512,"Dr. Burke was not there, which I was a little disappointed about because I still had questions.",1,little disappoint question,"['little', 'little disappoint', 'little disappoint question', 'disappoint', 'disappoint question', 'question']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
91089,I experienced very little swelling or brushing.,0,experience little swell brush,"['experience', 'experience little', 'experience little swell', 'experience little swell brush', 'little', 'little swell', 'little swell brush', 'swell', 'swell brush', 'brush']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
152818,He had an attitude as soon as he walked into the room (after our hour and a half wait).,1,attitude soon walk room wait,"['attitude', 'attitude soon', 'attitude soon walk', 'attitude soon walk room', 'attitude soon walk room wait', 'soon', 'soon walk', 'soon walk room', 'soon walk room wait', 'walk', 'walk room', 'walk room wait', 'room', 'room wait', 'wait']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
190254,I am a little over 2 weeks after my surgery and I can already see an amazing improvement on my body.,0,little surgery amaze improvement body,"['little', 'little surgery', 'little surgery amaze', 'little surgery amaze improvement', 'little surgery amaze improvement body', 'surgery', 'surgery amaze', 'surgery amaze improvement', 'surgery amaze improvement body', 'amaze', 'amaze improvement', 'amaze improvement body', 'improvement', 'improvement body', 'body']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
187038,Just a little brushing for about 2 weeks.,0,little brush,"['little', 'little brush', 'brush']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
150925,Dr. was half asleep when he came in the room and paid very little attention to me.,1,dr asleep come room pay little attention,"['dr', 'dr asleep', 'dr asleep come', 'dr asleep come room', 'dr asleep come room pay', 'dr asleep come room pay little', 'dr asleep come room pay little attention', 'asleep', 'asleep come', 'asleep come room', 'asleep come room pay', 'asleep come room pay little', 'asleep come room pay little attention', 'come', 'come room', 'come room pay', 'come room pay little', 'come room pay little attention', 'room', 'room pay', 'room pay little', 'room pay little attention', 'pay', 'pay little', 'pay little attention', 'little', 'little attention', 'attention']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
169043,it is reasonable to believe something had to have occurred during the surgery itself to cause such an infection.,1,reasonable believe occur surgery cause infection,"['reasonable', 'reasonable believe', 'reasonable believe occur', 'reasonable believe occur surgery', 'reasonable believe occur surgery cause', 'reasonable believe occur surgery cause infection', 'believe', 'believe occur', 'believe occur surgery', 'believe occur surgery cause', 'believe occur surgery cause infection', 'occur', 'occur surgery', 'occur surgery cause', 'occur surgery cause infection', 'surgery', 'surgery cause', 'surgery cause infection', 'cause', 'cause infection', 'infection']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
164004,and prodded more than any woman wants to be but it's been 100% worth it!,0,prod woman want worth,"['prod', 'prod woman', 'prod woman want', 'prod woman want worth', 'woman', 'woman want', 'woman want worth', 'want', 'want worth', 'worth']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
112495,Last time he did a non surgical rhinoplasty and I still can?t believe how beautiful my nose and profile now is.,0,time not surgical nose job believe beautiful nose profile,"['time', 'time not', 'time not surgical', 'time not surgical nose', 'time not surgical nose job', 'time not surgical nose job believe', 'time not surgical nose job believe beautiful', 'time not surgical nose job believe beautiful nose', 'time not surgical nose job believe beautiful nose profile', 'not', 'not surgical', 'not surgical nose', 'not surgical nose job', 'not surgical nose job believe', 'not surgical nose job believe beautiful', 'not surgical nose job believe beautiful nose', 'not surgical nose job believe beautiful nose profile', 'surgical', 'surgical nose', 'surgical nose job', 'surgical nose job believe', 'surgical nose job believe beautiful', 'surgical nose job believe beautiful nose', 'surgical nose job believe beautiful nose profile', 'nose', 'nose job', 'nose job believe', 'nose job believe beautiful', 'nose job believe beautiful nose', 'nose job believe beautiful nose profile', 'job', 'job believe', 'job believe beautiful', 'job believe beautiful nose', 'job believe beautiful nose profile', 'believe', 'believe beautiful', 'believe beautiful nose', 'believe beautiful nose profile', 'beautiful', 'beautiful nose', 'beautiful nose profile', 'nose', 'nose profile', 'profile']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
123078,Wow am I a new woman.,0,new woman,"['new', 'new woman', 'woman']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
103773,I strongly believe that the office staff or Physician should have made these extra fees clear before any treatment took place.,1,strongly believe office staff doctor extra fee clear treatment take place,"['strongly', 'strongly believe', 'strongly believe office', 'strongly believe office staff', 'strongly believe office staff doctor', 'strongly believe office staff doctor extra', 'strongly believe office staff doctor extra fee', 'strongly believe office staff doctor extra fee clear', 'strongly believe office staff doctor extra fee clear treatment', 'strongly believe office staff doctor extra fee clear treatment take', 'strongly believe office staff doctor extra fee clear treatment take place', 'believe', 'believe office', 'believe office staff', 'believe office staff doctor', 'believe office staff doctor extra', 'believe office staff doctor extra fee', 'believe office staff doctor extra fee clear', 'believe office staff doctor extra fee clear treatment', 'believe office staff doctor extra fee clear treatment take', 'believe office staff doctor extra fee clear treatment take place', 'office', 'office staff', 'office staff doctor', 'office staff doctor extra', 'office staff doctor extra fee', 'office staff doctor extra fee clear', 'office staff doctor extra fee clear treatment', 'office staff doctor extra fee clear treatment take', 'office staff doctor extra fee clear treatment take place', 'staff', 'staff doctor', 'staff doctor extra', 'staff doctor extra fee', 'staff doctor extra fee clear', 'staff doctor extra fee clear treatment', 'staff doctor extra fee clear treatment take', 'staff doctor extra fee clear treatment take place', 'doctor', 'doctor extra', 'doctor extra fee', 'doctor extra fee clear', 'doctor extra fee clear treatment', 'doctor extra fee clear treatment take', 'doctor extra fee clear treatment take place', 'extra', 'extra fee', 'extra fee clear', 'extra fee clear treatment', 'extra fee clear treatment take', 'extra fee clear treatment take place', 'fee', 'fee clear', 'fee clear treatment', 'fee clear treatment take', 'fee clear treatment take place', 'clear', 'clear treatment', 'clear treatment take', 'clear treatment take place', 'treatment', 'treatment take', 'treatment take place', 'take', 'take place', 'place']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
142500,Wait time between check preop and going to back was a little long.,1,wait time check prop go little long,"['wait', 'wait time', 'wait time check', 'wait time check prop', 'wait time check prop go', 'wait time check prop go little', 'wait time check prop go little long', 'time', 'time check', 'time check prop', 'time check prop go', 'time check prop go little', 'time check prop go little long', 'check', 'check prop', 'check prop go', 'check prop go little', 'check prop go little long', 'prop', 'prop go', 'prop go little', 'prop go little long', 'go', 'go little', 'go little long', 'little', 'little long', 'long']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
119905,"They were very nice, surgery was quick pleased with the care they gave me",0,nice surgery quick please care give,"['nice', 'nice surgery', 'nice surgery quick', 'nice surgery quick please', 'nice surgery quick please care', 'nice surgery quick please care give', 'surgery', 'surgery quick', 'surgery quick please', 'surgery quick please care', 'surgery quick please care give', 'quick', 'quick please', 'quick please care', 'quick please care give', 'please', 'please care', 'please care give', 'care', 'care give', 'give']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
118026,which did make me feel a little better and it meant A LOT.,0,feel little good mean lot,"['feel', 'feel little', 'feel little good', 'feel little good mean', 'feel little good mean lot', 'little', 'little good', 'little good mean', 'little good mean lot', 'good', 'good mean', 'good mean lot', 'mean', 'mean lot', 'lot']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
167262,I treated myself to a little holiday botox and 3 months later I am still looking fantastic.,0,treat little holiday look fantastic,"['treat', 'treat little', 'treat little holiday', 'treat little holiday look', 'treat little holiday look fantastic', 'little', 'little holiday', 'little holiday look', 'little holiday look fantastic', 'holiday', 'holiday look', 'holiday look fantastic', 'look', 'look fantastic', 'fantastic']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
133162,I can tell everyone manages themselves very well and that the women take care of each other.,0,tell manage woman care,"['tell', 'tell manage', 'tell manage woman', 'tell manage woman care', 'manage', 'manage woman', 'manage woman care', 'woman', 'woman care', 'care']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
97334,Post surgery I had very little to no pain.,0,post surgery little pain,"['post', 'post surgery', 'post surgery little', 'post surgery little pain', 'surgery', 'surgery little', 'surgery little pain', 'little', 'little pain', 'pain']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
61944,"He's very respectful, he listens to your objective complaints and he responds very effectively.",0,s respectful listen objective complaint respond effectively,"['s', 's respectful', 's respectful listen', 's respectful listen objective', 's respectful listen objective complaint', 's respectful listen objective complaint respond', 's respectful listen objective complaint respond effectively', 'respectful', 'respectful listen', 'respectful listen objective', 'respectful listen objective complaint', 'respectful listen objective complaint respond', 'respectful listen objective complaint respond effectively', 'listen', 'listen objective', 'listen objective complaint', 'listen objective complaint respond', 'listen objective complaint respond effectively', 'objective', 'objective complaint', 'objective complaint respond', 'objective complaint respond effectively', 'complaint', 'complaint respond', 'complaint respond effectively', 'respond', 'respond effectively', 'effectively']",0,0,0,0,0,0,0,1,0,0,0.06896551724137931
123723,and do not believe all the pictures either if they look similar with one another.,1,believe picture look similar,"['believe', 'believe picture', 'believe picture look', 'believe picture look similar', 'picture', 'picture look', 'picture look similar', 'look', 'look similar', 'similar']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
130545,"Everything has been great, I just wish the communication was a little better and that messages were returned quicker.",1,great wish communication little good message return quick,"['great', 'great wish', 'great wish communication', 'great wish communication little', 'great wish communication little good', 'great wish communication little good message', 'great wish communication little good message return', 'great wish communication little good message return quick', 'wish', 'wish communication', 'wish communication little', 'wish communication little good', 'wish communication little good message', 'wish communication little good message return', 'wish communication little good message return quick', 'communication', 'communication little', 'communication little good', 'communication little good message', 'communication little good message return', 'communication little good message return quick', 'little', 'little good', 'little good message', 'little good message return', 'little good message return quick', 'good', 'good message', 'good message return', 'good message return quick', 'message', 'message return', 'message return quick', 'return', 'return quick', 'quick']",0,0,0,1,0,1,0,0,0,0,0.13793103448275862
158518,I believe by now it?s irreversible.,1,believe irreversible,"['believe', 'believe irreversible', 'irreversible']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
74348,I have been having my dental care done for almost 20 years with Dr. Paul Weyman.,0,have dental care woman,"['have', 'have dental', 'have dental care', 'have dental care woman', 'dental', 'dental care', 'dental care woman', 'care', 'care woman', 'woman']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
129498,"The lab tech is very fast and it does not hurt, as bad, the staff always makes sure I feel comfortable.",0,lab teach fast hurt bad staff make sure feel comfortable,"['lab', 'lab teach', 'lab teach fast', 'lab teach fast hurt', 'lab teach fast hurt bad', 'lab teach fast hurt bad staff', 'lab teach fast hurt bad staff make', 'lab teach fast hurt bad staff make sure', 'lab teach fast hurt bad staff make sure feel', 'lab teach fast hurt bad staff make sure feel comfortable', 'teach', 'teach fast', 'teach fast hurt', 'teach fast hurt bad', 'teach fast hurt bad staff', 'teach fast hurt bad staff make', 'teach fast hurt bad staff make sure', 'teach fast hurt bad staff make sure feel', 'teach fast hurt bad staff make sure feel comfortable', 'fast', 'fast hurt', 'fast hurt bad', 'fast hurt bad staff', 'fast hurt bad staff make', 'fast hurt bad staff make sure', 'fast hurt bad staff make sure feel', 'fast hurt bad staff make sure feel comfortable', 'hurt', 'hurt bad', 'hurt bad staff', 'hurt bad staff make', 'hurt bad staff make sure', 'hurt bad staff make sure feel', 'hurt bad staff make sure feel comfortable', 'bad', 'bad staff', 'bad staff make', 'bad staff make sure', 'bad staff make sure feel', 'bad staff make sure feel comfortable', 'staff', 'staff make', 'staff make sure', 'staff make sure feel', 'staff make sure feel comfortable', 'make', 'make sure', 'make sure feel', 'make sure feel comfortable', 'sure', 'sure feel', 'sure feel comfortable', 'feel', 'feel comfortable', 'comfortable']",0,1,0,0,0,0,0,0,0,0,0.06896551724137931
129749,and still to this day people can?t believe I wasn?t born with it.,0,people believe bear,"['people', 'people believe', 'people believe bear', 'believe', 'believe bear', 'bear']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
83604,There was little to no pain during this procedure,0,little pain procedure,"['little', 'little pain', 'little pain procedure', 'pain', 'pain procedure', 'procedure']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
190623,"Frankly, I believe he has never experienced an African America patient that has a very supportive intelligent husband that ask questions",1,honestly believe experience patient suppurative intelligent husband ask question,"['honestly', 'honestly believe', 'honestly believe experience', 'honestly believe experience patient', 'honestly believe experience patient suppurative', 'honestly believe experience patient suppurative intelligent', 'honestly believe experience patient suppurative intelligent husband', 'honestly believe experience patient suppurative intelligent husband ask', 'honestly believe experience patient suppurative intelligent husband ask question', 'believe', 'believe experience', 'believe experience patient', 'believe experience patient suppurative', 'believe experience patient suppurative intelligent', 'believe experience patient suppurative intelligent husband', 'believe experience patient suppurative intelligent husband ask', 'believe experience patient suppurative intelligent husband ask question', 'experience', 'experience patient', 'experience patient suppurative', 'experience patient suppurative intelligent', 'experience patient suppurative intelligent husband', 'experience patient suppurative intelligent husband ask', 'experience patient suppurative intelligent husband ask question', 'patient', 'patient suppurative', 'patient suppurative intelligent', 'patient suppurative intelligent husband', 'patient suppurative intelligent husband ask', 'patient suppurative intelligent husband ask question', 'suppurative', 'suppurative intelligent', 'suppurative intelligent husband', 'suppurative intelligent husband ask', 'suppurative intelligent husband ask question', 'intelligent', 'intelligent husband', 'intelligent husband ask', 'intelligent husband ask question', 'husband', 'husband ask', 'husband ask question', 'ask', 'ask question', 'question']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
141848,"Dr. Hatch and her nurse Jamie are the best in the office the exam went by quick, were both personable, and very caring!",0,nurse amie good office examination go quick personal dare,"['nurse', 'nurse amie', 'nurse amie good', 'nurse amie good office', 'nurse amie good office examination', 'nurse amie good office examination go', 'nurse amie good office examination go quick', 'nurse amie good office examination go quick personal', 'nurse amie good office examination go quick personal dare', 'amie', 'amie good', 'amie good office', 'amie good office examination', 'amie good office examination go', 'amie good office examination go quick', 'amie good office examination go quick personal', 'amie good office examination go quick personal dare', 'good', 'good office', 'good office examination', 'good office examination go', 'good office examination go quick', 'good office examination go quick personal', 'good office examination go quick personal dare', 'office', 'office examination', 'office examination go', 'office examination go quick', 'office examination go quick personal', 'office examination go quick personal dare', 'examination', 'examination go', 'examination go quick', 'examination go quick personal', 'examination go quick personal dare', 'go', 'go quick', 'go quick personal', 'go quick personal dare', 'quick', 'quick personal', 'quick personal dare', 'personal', 'personal dare', 'dare']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
168810,They coordinated with the lab to get the repair completed,0,coordinate lab repair complete,"['coordinate', 'coordinate lab', 'coordinate lab repair', 'coordinate lab repair complete', 'lab', 'lab repair', 'lab repair complete', 'repair', 'repair complete', 'complete']",0,1,0,0,0,0,0,0,0,0,0.06896551724137931
185110,But Dr Odell's treatments with his SANEXAS machine has given me a little relief..,0,treatment sanexas machine give little relief,"['treatment', 'treatment sanexas', 'treatment sanexas machine', 'treatment sanexas machine give', 'treatment sanexas machine give little', 'treatment sanexas machine give little relief', 'sanexas', 'sanexas machine', 'sanexas machine give', 'sanexas machine give little', 'sanexas machine give little relief', 'machine', 'machine give', 'machine give little', 'machine give little relief', 'give', 'give little', 'give little relief', 'little', 'little relief', 'relief']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
125938,He got right down to what was causing my c spine issues and handled it with a quick turnaround.,0,get right cause c spine issue handle quick turnaround,"['get', 'get right', 'get right cause', 'get right cause c', 'get right cause c spine', 'get right cause c spine issue', 'get right cause c spine issue handle', 'get right cause c spine issue handle quick', 'get right cause c spine issue handle quick turnaround', 'right', 'right cause', 'right cause c', 'right cause c spine', 'right cause c spine issue', 'right cause c spine issue handle', 'right cause c spine issue handle quick', 'right cause c spine issue handle quick turnaround', 'cause', 'cause c', 'cause c spine', 'cause c spine issue', 'cause c spine issue handle', 'cause c spine issue handle quick', 'cause c spine issue handle quick turnaround', 'c', 'c spine', 'c spine issue', 'c spine issue handle', 'c spine issue handle quick', 'c spine issue handle quick turnaround', 'spine', 'spine issue', 'spine issue handle', 'spine issue handle quick', 'spine issue handle quick turnaround', 'issue', 'issue handle', 'issue handle quick', 'issue handle quick turnaround', 'handle', 'handle quick', 'handle quick turnaround', 'quick', 'quick turnaround', 'turnaround']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
190565,A little glitch during …forgot to put numbing drops first ??ouch then they want to charge for prescription??,1,little pitch forget rubbing drop want charge prescription,"['little', 'little pitch', 'little pitch forget', 'little pitch forget rubbing', 'little pitch forget rubbing drop', 'little pitch forget rubbing drop want', 'little pitch forget rubbing drop want charge', 'little pitch forget rubbing drop want charge prescription', 'pitch', 'pitch forget', 'pitch forget rubbing', 'pitch forget rubbing drop', 'pitch forget rubbing drop want', 'pitch forget rubbing drop want charge', 'pitch forget rubbing drop want charge prescription', 'forget', 'forget rubbing', 'forget rubbing drop', 'forget rubbing drop want', 'forget rubbing drop want charge', 'forget rubbing drop want charge prescription', 'rubbing', 'rubbing drop', 'rubbing drop want', 'rubbing drop want charge', 'rubbing drop want charge prescription', 'drop', 'drop want', 'drop want charge', 'drop want charge prescription', 'want', 'want charge', 'want charge prescription', 'charge', 'charge prescription', 'prescription']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
77538,Lab good.,0,lab good,"['lab', 'lab good', 'good']",0,1,0,0,0,0,0,0,0,0,0.06896551724137931
174040,"On top of that the front desks attitude of ""too bad"" is a real turn off.",1,desk attitude bad real turn,"['desk', 'desk attitude', 'desk attitude bad', 'desk attitude bad real', 'desk attitude bad real turn', 'attitude', 'attitude bad', 'attitude bad real', 'attitude bad real turn', 'bad', 'bad real', 'bad real turn', 'real', 'real turn', 'turn']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
74349,The prices are very reasonable and a little lower with somethings.,0,price reasonable little low,"['price', 'price reasonable', 'price reasonable little', 'price reasonable little low', 'reasonable', 'reasonable little', 'reasonable little low', 'little', 'little low', 'low']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
186664,I cannot believe how good my results are.,0,believe good result,"['believe', 'believe good', 'believe good result', 'good', 'good result', 'result']",1,0,0,0,0,0,0,0,0,0,0.06896551724137931
148631,His bedside manners are very respectful and I won't leave out his staff.,0,bedside manner respectful wo leave staff,"['bedside', 'bedside manner', 'bedside manner respectful', 'bedside manner respectful wo', 'bedside manner respectful wo leave', 'bedside manner respectful wo leave staff', 'manner', 'manner respectful', 'manner respectful wo', 'manner respectful wo leave', 'manner respectful wo leave staff', 'respectful', 'respectful wo', 'respectful wo leave', 'respectful wo leave staff', 'wo', 'wo leave', 'wo leave staff', 'leave', 'leave staff', 'staff']",0,0,0,0,0,0,0,1,0,0,0.06896551724137931
115589,"The staff is sweet and caring, the appointments run on time and are quick",0,staff sweet dare appointment run time quick,"['staff', 'staff sweet', 'staff sweet dare', 'staff sweet dare appointment', 'staff sweet dare appointment run', 'staff sweet dare appointment run time', 'staff sweet dare appointment run time quick', 'sweet', 'sweet dare', 'sweet dare appointment', 'sweet dare appointment run', 'sweet dare appointment run time', 'sweet dare appointment run time quick', 'dare', 'dare appointment', 'dare appointment run', 'dare appointment run time', 'dare appointment run time quick', 'appointment', 'appointment run', 'appointment run time', 'appointment run time quick', 'run', 'run time', 'run time quick', 'time', 'time quick', 'quick']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
133165,The visit was quick but not rushed.,0,visit quick rush,"['visit', 'visit quick', 'visit quick rush', 'quick', 'quick rush', 'rush']",0,0,0,1,0,0,0,0,0,0,0.06896551724137931
167595,"This is a truly patient-centered women's wellness practice, well worth the up-front cost.",0,truly patientcentered woman weakness practice worth cost,"['truly', 'truly patientcentered', 'truly patientcentered woman', 'truly patientcentered woman weakness', 'truly patientcentered woman weakness practice', 'truly patientcentered woman weakness practice worth', 'truly patientcentered woman weakness practice worth cost', 'patientcentered', 'patientcentered woman', 'patientcentered woman weakness', 'patientcentered woman weakness practice', 'patientcentered woman weakness practice worth', 'patientcentered woman weakness practice worth cost', 'woman', 'woman weakness', 'woman weakness practice', 'woman weakness practice worth', 'woman weakness practice worth cost', 'weakness', 'weakness practice', 'weakness practice worth', 'weakness practice worth cost', 'practice', 'practice worth', 'practice worth cost', 'worth', 'worth cost', 'cost']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
88655,Appointment times are always kept with very little waiting room delay.,0,appointment time keep little wait room delay,"['appointment', 'appointment time', 'appointment time keep', 'appointment time keep little', 'appointment time keep little wait', 'appointment time keep little wait room', 'appointment time keep little wait room delay', 'time', 'time keep', 'time keep little', 'time keep little wait', 'time keep little wait room', 'time keep little wait room delay', 'keep', 'keep little', 'keep little wait', 'keep little wait room', 'keep little wait room delay', 'little', 'little wait', 'little wait room', 'little wait room delay', 'wait', 'wait room', 'wait room delay', 'room', 'room delay', 'delay']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
158968,She comes into the examination room with a smile and pleasant attitude.,0,come examination room smile pleasant attitude,"['come', 'come examination', 'come examination room', 'come examination room smile', 'come examination room smile pleasant', 'come examination room smile pleasant attitude', 'examination', 'examination room', 'examination room smile', 'examination room smile pleasant', 'examination room smile pleasant attitude', 'room', 'room smile', 'room smile pleasant', 'room smile pleasant attitude', 'smile', 'smile pleasant', 'smile pleasant attitude', 'pleasant', 'pleasant attitude', 'attitude']",0,0,0,0,0,0,0,0,0,1,0.06896551724137931
69284,I do think that the a little more time should be spent on post op care and planning by the patient.,1,think little time spend post op care plan patient,"['think', 'think little', 'think little time', 'think little time spend', 'think little time spend post', 'think little time spend post op', 'think little time spend post op care', 'think little time spend post op care plan', 'think little time spend post op care plan patient', 'little', 'little time', 'little time spend', 'little time spend post', 'little time spend post op', 'little time spend post op care', 'little time spend post op care plan', 'little time spend post op care plan patient', 'time', 'time spend', 'time spend post', 'time spend post op', 'time spend post op care', 'time spend post op care plan', 'time spend post op care plan patient', 'spend', 'spend post', 'spend post op', 'spend post op care', 'spend post op care plan', 'spend post op care plan patient', 'post', 'post op', 'post op care', 'post op care plan', 'post op care plan patient', 'op', 'op care', 'op care plan', 'op care plan patient', 'care', 'care plan', 'care plan patient', 'plan', 'plan patient', 'patient']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
82287,Advanced Women's Health Center has been an amazing place,0,advance woman health center amaze place,"['advance', 'advance woman', 'advance woman health', 'advance woman health center', 'advance woman health center amaze', 'advance woman health center amaze place', 'woman', 'woman health', 'woman health center', 'woman health center amaze', 'woman health center amaze place', 'health', 'health center', 'health center amaze', 'health center amaze place', 'center', 'center amaze', 'center amaze place', 'amaze', 'amaze place', 'place']",0,0,0,0,0,0,0,0,1,0,0.06896551724137931
140884,All 3 of us left with smiles on our faces and a little swelling everywhere else .,0,leave smile face little swell,"['leave', 'leave smile', 'leave smile face', 'leave smile face little', 'leave smile face little swell', 'smile', 'smile face', 'smile face little', 'smile face little swell', 'face', 'face little', 'face little swell', 'little', 'little swell', 'swell']",0,0,0,0,0,1,0,0,0,0,0.06896551724137931
61236,He shows concern and is very respectful,0,show concern respectful,"['show', 'show concern', 'show concern respectful', 'concern', 'concern respectful', 'respectful']",0,0,0,0,0,0,0,1,0,0,0.06896551724137931
