commentId,comment,classification,comment_processed,word_phrase_list,social,social medium,social medium prevent,social medium prevent experience,social medium prevent experience practice,social medium prevent experience practice total,social medium prevent experience practice total lack,social medium prevent experience practice total lack integrity,medium,medium prevent,medium prevent experience,medium prevent experience practice,medium prevent experience practice total,medium prevent experience practice total lack,medium prevent experience practice total lack integrity,prevent,prevent experience,prevent experience practice,prevent experience practice total,prevent experience practice total lack,prevent experience practice total lack integrity,experience,experience practice,experience practice total,experience practice total lack,experience practice total lack integrity,practice,practice total,practice total lack,practice total lack integrity,total,total lack,total lack integrity,lack,lack integrity,integrity
175978,My extreme disappointment was their business practices when it came time to schedule surgery.,1,extreme disappointment business practice come time schedule surgery,"['extreme', 'extreme disappointment', 'extreme disappointment business', 'extreme disappointment business practice', 'extreme disappointment business practice come', 'extreme disappointment business practice come time', 'extreme disappointment business practice come time schedule', 'extreme disappointment business practice come time schedule surgery', 'disappointment', 'disappointment business', 'disappointment business practice', 'disappointment business practice come', 'disappointment business practice come time', 'disappointment business practice come time schedule', 'disappointment business practice come time schedule surgery', 'business', 'business practice', 'business practice come', 'business practice come time', 'business practice come time schedule', 'business practice come time schedule surgery', 'practice', 'practice come', 'practice come time', 'practice come time schedule', 'practice come time schedule surgery', 'come', 'come time', 'come time schedule', 'come time schedule surgery', 'time', 'time schedule', 'time schedule surgery', 'schedule', 'schedule surgery', 'surgery']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189227,Dr. Schlesinger assured us of his experience and spoke convincingly that we could place our trust in his years of experience in cosmetic surgery.,0,experience speak convert place trust year experience cosmetic surgery,"['experience', 'experience speak', 'experience speak convert', 'experience speak convert place', 'experience speak convert place trust', 'experience speak convert place trust year', 'experience speak convert place trust year experience', 'experience speak convert place trust year experience cosmetic', 'experience speak convert place trust year experience cosmetic surgery', 'speak', 'speak convert', 'speak convert place', 'speak convert place trust', 'speak convert place trust year', 'speak convert place trust year experience', 'speak convert place trust year experience cosmetic', 'speak convert place trust year experience cosmetic surgery', 'convert', 'convert place', 'convert place trust', 'convert place trust year', 'convert place trust year experience', 'convert place trust year experience cosmetic', 'convert place trust year experience cosmetic surgery', 'place', 'place trust', 'place trust year', 'place trust year experience', 'place trust year experience cosmetic', 'place trust year experience cosmetic surgery', 'trust', 'trust year', 'trust year experience', 'trust year experience cosmetic', 'trust year experience cosmetic surgery', 'year', 'year experience', 'year experience cosmetic', 'year experience cosmetic surgery', 'experience', 'experience cosmetic', 'experience cosmetic surgery', 'cosmetic', 'cosmetic surgery', 'surgery']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187906,Every single person in this practice is wonderful!,0,single person practice fantastic,"['single', 'single person', 'single person practice', 'single person practice fantastic', 'person', 'person practice', 'person practice fantastic', 'practice', 'practice fantastic', 'fantastic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102260,Had a great experience ith them and highly recommend them.,0,great experience highly recommend,"['great', 'great experience', 'great experience highly', 'great experience highly recommend', 'experience', 'experience highly', 'experience highly recommend', 'highly', 'highly recommend', 'recommend']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135638,Very bad experience with liver biopsy afterwards also ..,1,bad experience liver tipsy,"['bad', 'bad experience', 'bad experience liver', 'bad experience liver tipsy', 'experience', 'experience liver', 'experience liver tipsy', 'liver', 'liver tipsy', 'tipsy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148203,"in fact, they denied it due to lack of documentation that the office staff failed to do their job",1,fact deny lack documentation office staff fail job,"['fact', 'fact deny', 'fact deny lack', 'fact deny lack documentation', 'fact deny lack documentation office', 'fact deny lack documentation office staff', 'fact deny lack documentation office staff fail', 'fact deny lack documentation office staff fail job', 'deny', 'deny lack', 'deny lack documentation', 'deny lack documentation office', 'deny lack documentation office staff', 'deny lack documentation office staff fail', 'deny lack documentation office staff fail job', 'lack', 'lack documentation', 'lack documentation office', 'lack documentation office staff', 'lack documentation office staff fail', 'lack documentation office staff fail job', 'documentation', 'documentation office', 'documentation office staff', 'documentation office staff fail', 'documentation office staff fail job', 'office', 'office staff', 'office staff fail', 'office staff fail job', 'staff', 'staff fail', 'staff fail job', 'fail', 'fail job', 'job']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169086,She deserves far more than whatever you pay her because when patients come to your practice bruised,0,deserve far pay patient come practice bruise,"['deserve', 'deserve far', 'deserve far pay', 'deserve far pay patient', 'deserve far pay patient come', 'deserve far pay patient come practice', 'deserve far pay patient come practice bruise', 'far', 'far pay', 'far pay patient', 'far pay patient come', 'far pay patient come practice', 'far pay patient come practice bruise', 'pay', 'pay patient', 'pay patient come', 'pay patient come practice', 'pay patient come practice bruise', 'patient', 'patient come', 'patient come practice', 'patient come practice bruise', 'come', 'come practice', 'come practice bruise', 'practice', 'practice bruise', 'bruise']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156428,Trustworthy and experience earns my business.,0,trustworthy experience ear business,"['trustworthy', 'trustworthy experience', 'trustworthy experience ear', 'trustworthy experience ear business', 'experience', 'experience ear', 'experience ear business', 'ear', 'ear business', 'business']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166508,"I shouldn't have worried, this was a great experience!",0,worry great experience,"['worry', 'worry great', 'worry great experience', 'great', 'great experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144791,"I am amazed at the lack of basic office skills these ""baboons"" have despite the fact the doctor may have been pretty good.",1,amaze lack basic office skill baboon despite fact doctor pretty good,"['amaze', 'amaze lack', 'amaze lack basic', 'amaze lack basic office', 'amaze lack basic office skill', 'amaze lack basic office skill baboon', 'amaze lack basic office skill baboon despite', 'amaze lack basic office skill baboon despite fact', 'amaze lack basic office skill baboon despite fact doctor', 'amaze lack basic office skill baboon despite fact doctor pretty', 'amaze lack basic office skill baboon despite fact doctor pretty good', 'lack', 'lack basic', 'lack basic office', 'lack basic office skill', 'lack basic office skill baboon', 'lack basic office skill baboon despite', 'lack basic office skill baboon despite fact', 'lack basic office skill baboon despite fact doctor', 'lack basic office skill baboon despite fact doctor pretty', 'lack basic office skill baboon despite fact doctor pretty good', 'basic', 'basic office', 'basic office skill', 'basic office skill baboon', 'basic office skill baboon despite', 'basic office skill baboon despite fact', 'basic office skill baboon despite fact doctor', 'basic office skill baboon despite fact doctor pretty', 'basic office skill baboon despite fact doctor pretty good', 'office', 'office skill', 'office skill baboon', 'office skill baboon despite', 'office skill baboon despite fact', 'office skill baboon despite fact doctor', 'office skill baboon despite fact doctor pretty', 'office skill baboon despite fact doctor pretty good', 'skill', 'skill baboon', 'skill baboon despite', 'skill baboon despite fact', 'skill baboon despite fact doctor', 'skill baboon despite fact doctor pretty', 'skill baboon despite fact doctor pretty good', 'baboon', 'baboon despite', 'baboon despite fact', 'baboon despite fact doctor', 'baboon despite fact doctor pretty', 'baboon despite fact doctor pretty good', 'despite', 'despite fact', 'despite fact doctor', 'despite fact doctor pretty', 'despite fact doctor pretty good', 'fact', 'fact doctor', 'fact doctor pretty', 'fact doctor pretty good', 'doctor', 'doctor pretty', 'doctor pretty good', 'pretty', 'pretty good', 'good']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116442,\the experience I had as a new patient with Dr Ann White was most favorable.,0,experience new patient favorable,"['experience', 'experience new', 'experience new patient', 'experience new patient favorable', 'new', 'new patient', 'new patient favorable', 'patient', 'patient favorable', 'favorable']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135639,Patient care here is always a positive experience.,0,patient care positive experience,"['patient', 'patient care', 'patient care positive', 'patient care positive experience', 'care', 'care positive', 'care positive experience', 'positive', 'positive experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100699,Nothing bad to say about my experience in this office with the Doctor.,0,bad experience office doctor,"['bad', 'bad experience', 'bad experience office', 'bad experience office doctor', 'experience', 'experience office', 'experience office doctor', 'office', 'office doctor', 'doctor']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107956,but avoid Alice Tung if you want a good cosmetic experience.,1,avoid want good cosmetic experience,"['avoid', 'avoid want', 'avoid want good', 'avoid want good cosmetic', 'avoid want good cosmetic experience', 'want', 'want good', 'want good cosmetic', 'want good cosmetic experience', 'good', 'good cosmetic', 'good cosmetic experience', 'cosmetic', 'cosmetic experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156099,Some things r better left in the 1960s including this practice.,1,thing r good leave include practice,"['thing', 'thing r', 'thing r good', 'thing r good leave', 'thing r good leave include', 'thing r good leave include practice', 'r', 'r good', 'r good leave', 'r good leave include', 'r good leave include practice', 'good', 'good leave', 'good leave include', 'good leave include practice', 'leave', 'leave include', 'leave include practice', 'include', 'include practice', 'practice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124248,"Additionally, to echo similar reviews here on Yelp, MHNI lacks any sort of 21st century technology",1,extra echo similar review yip man lack sort st technology,"['extra', 'extra echo', 'extra echo similar', 'extra echo similar review', 'extra echo similar review yip', 'extra echo similar review yip man', 'extra echo similar review yip man lack', 'extra echo similar review yip man lack sort', 'extra echo similar review yip man lack sort st', 'extra echo similar review yip man lack sort st technology', 'echo', 'echo similar', 'echo similar review', 'echo similar review yip', 'echo similar review yip man', 'echo similar review yip man lack', 'echo similar review yip man lack sort', 'echo similar review yip man lack sort st', 'echo similar review yip man lack sort st technology', 'similar', 'similar review', 'similar review yip', 'similar review yip man', 'similar review yip man lack', 'similar review yip man lack sort', 'similar review yip man lack sort st', 'similar review yip man lack sort st technology', 'review', 'review yip', 'review yip man', 'review yip man lack', 'review yip man lack sort', 'review yip man lack sort st', 'review yip man lack sort st technology', 'yip', 'yip man', 'yip man lack', 'yip man lack sort', 'yip man lack sort st', 'yip man lack sort st technology', 'man', 'man lack', 'man lack sort', 'man lack sort st', 'man lack sort st technology', 'lack', 'lack sort', 'lack sort st', 'lack sort st technology', 'sort', 'sort st', 'sort st technology', 'st', 'st technology', 'technology']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68286,"Dr. Brennan is an experienced, highly trained surgeon.",0,experience highly train surgeon,"['experience', 'experience highly', 'experience highly train', 'experience highly train surgeon', 'highly', 'highly train', 'highly train surgeon', 'train', 'train surgeon', 'surgeon']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118541,I found today's visit with Dr. Stephens and staff to be a very pleasant and accommodating experience.,0,find today visit staff pleasant accommodation experience,"['find', 'find today', 'find today visit', 'find today visit staff', 'find today visit staff pleasant', 'find today visit staff pleasant accommodation', 'find today visit staff pleasant accommodation experience', 'today', 'today visit', 'today visit staff', 'today visit staff pleasant', 'today visit staff pleasant accommodation', 'today visit staff pleasant accommodation experience', 'visit', 'visit staff', 'visit staff pleasant', 'visit staff pleasant accommodation', 'visit staff pleasant accommodation experience', 'staff', 'staff pleasant', 'staff pleasant accommodation', 'staff pleasant accommodation experience', 'pleasant', 'pleasant accommodation', 'pleasant accommodation experience', 'accommodation', 'accommodation experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175699,"If I haven't persuaded you enough, just Google the lawsuits against his practice.",1,persuade goose lawsuit practice,"['persuade', 'persuade goose', 'persuade goose lawsuit', 'persuade goose lawsuit practice', 'goose', 'goose lawsuit', 'goose lawsuit practice', 'lawsuit', 'lawsuit practice', 'practice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120902,and explained my condition and x-rays as opposed to the first doctor I saw at a different practice.,0,explain condition ray oppose doctor see different practice,"['explain', 'explain condition', 'explain condition ray', 'explain condition ray oppose', 'explain condition ray oppose doctor', 'explain condition ray oppose doctor see', 'explain condition ray oppose doctor see different', 'explain condition ray oppose doctor see different practice', 'condition', 'condition ray', 'condition ray oppose', 'condition ray oppose doctor', 'condition ray oppose doctor see', 'condition ray oppose doctor see different', 'condition ray oppose doctor see different practice', 'ray', 'ray oppose', 'ray oppose doctor', 'ray oppose doctor see', 'ray oppose doctor see different', 'ray oppose doctor see different practice', 'oppose', 'oppose doctor', 'oppose doctor see', 'oppose doctor see different', 'oppose doctor see different practice', 'doctor', 'doctor see', 'doctor see different', 'doctor see different practice', 'see', 'see different', 'see different practice', 'different', 'different practice', 'practice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122306,I had my cataract surgery yesterday and my experience was wonderful.,0,attract surgery experience fantastic,"['attract', 'attract surgery', 'attract surgery experience', 'attract surgery experience fantastic', 'surgery', 'surgery experience', 'surgery experience fantastic', 'experience', 'experience fantastic', 'fantastic']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112969,After that experience I developed a huge fear and anxiety about the dentist and going here has helped me overcome that.,0,experience develop huge fear anxiety dentist go help overcome,"['experience', 'experience develop', 'experience develop huge', 'experience develop huge fear', 'experience develop huge fear anxiety', 'experience develop huge fear anxiety dentist', 'experience develop huge fear anxiety dentist go', 'experience develop huge fear anxiety dentist go help', 'experience develop huge fear anxiety dentist go help overcome', 'develop', 'develop huge', 'develop huge fear', 'develop huge fear anxiety', 'develop huge fear anxiety dentist', 'develop huge fear anxiety dentist go', 'develop huge fear anxiety dentist go help', 'develop huge fear anxiety dentist go help overcome', 'huge', 'huge fear', 'huge fear anxiety', 'huge fear anxiety dentist', 'huge fear anxiety dentist go', 'huge fear anxiety dentist go help', 'huge fear anxiety dentist go help overcome', 'fear', 'fear anxiety', 'fear anxiety dentist', 'fear anxiety dentist go', 'fear anxiety dentist go help', 'fear anxiety dentist go help overcome', 'anxiety', 'anxiety dentist', 'anxiety dentist go', 'anxiety dentist go help', 'anxiety dentist go help overcome', 'dentist', 'dentist go', 'dentist go help', 'dentist go help overcome', 'go', 'go help', 'go help overcome', 'help', 'help overcome', 'overcome']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120489,So I ended up here for a total of 3 hours.,1,end total hour,"['end', 'end total', 'end total hour', 'total', 'total hour', 'hour']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174338,I have never experienced such a positive atmosphere at a medical facility,0,experience positive atmosphere medical facility,"['experience', 'experience positive', 'experience positive atmosphere', 'experience positive atmosphere medical', 'experience positive atmosphere medical facility', 'positive', 'positive atmosphere', 'positive atmosphere medical', 'positive atmosphere medical facility', 'atmosphere', 'atmosphere medical', 'atmosphere medical facility', 'medical', 'medical facility', 'facility']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110122,"His lack of follow-up, care or concern is unprecedented.",1,lack follow care concern unprecedented,"['lack', 'lack follow', 'lack follow care', 'lack follow care concern', 'lack follow care concern unprecedented', 'follow', 'follow care', 'follow care concern', 'follow care concern unprecedented', 'care', 'care concern', 'care concern unprecedented', 'concern', 'concern unprecedented', 'unprecedented']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67751,It is evident that Dr. Hayes has managed to convey both the true art and science of the practice of medicine to his staff and then support and role model the importance of both.,0,evident manage convey true art science practice medicine staff support role model importance,"['evident', 'evident manage', 'evident manage convey', 'evident manage convey true', 'evident manage convey true art', 'evident manage convey true art science', 'evident manage convey true art science practice', 'evident manage convey true art science practice medicine', 'evident manage convey true art science practice medicine staff', 'evident manage convey true art science practice medicine staff support', 'evident manage convey true art science practice medicine staff support role', 'evident manage convey true art science practice medicine staff support role model', 'evident manage convey true art science practice medicine staff support role model importance', 'manage', 'manage convey', 'manage convey true', 'manage convey true art', 'manage convey true art science', 'manage convey true art science practice', 'manage convey true art science practice medicine', 'manage convey true art science practice medicine staff', 'manage convey true art science practice medicine staff support', 'manage convey true art science practice medicine staff support role', 'manage convey true art science practice medicine staff support role model', 'manage convey true art science practice medicine staff support role model importance', 'convey', 'convey true', 'convey true art', 'convey true art science', 'convey true art science practice', 'convey true art science practice medicine', 'convey true art science practice medicine staff', 'convey true art science practice medicine staff support', 'convey true art science practice medicine staff support role', 'convey true art science practice medicine staff support role model', 'convey true art science practice medicine staff support role model importance', 'true', 'true art', 'true art science', 'true art science practice', 'true art science practice medicine', 'true art science practice medicine staff', 'true art science practice medicine staff support', 'true art science practice medicine staff support role', 'true art science practice medicine staff support role model', 'true art science practice medicine staff support role model importance', 'art', 'art science', 'art science practice', 'art science practice medicine', 'art science practice medicine staff', 'art science practice medicine staff support', 'art science practice medicine staff support role', 'art science practice medicine staff support role model', 'art science practice medicine staff support role model importance', 'science', 'science practice', 'science practice medicine', 'science practice medicine staff', 'science practice medicine staff support', 'science practice medicine staff support role', 'science practice medicine staff support role model', 'science practice medicine staff support role model importance', 'practice', 'practice medicine', 'practice medicine staff', 'practice medicine staff support', 'practice medicine staff support role', 'practice medicine staff support role model', 'practice medicine staff support role model importance', 'medicine', 'medicine staff', 'medicine staff support', 'medicine staff support role', 'medicine staff support role model', 'medicine staff support role model importance', 'staff', 'staff support', 'staff support role', 'staff support role model', 'staff support role model importance', 'support', 'support role', 'support role model', 'support role model importance', 'role', 'role model', 'role model importance', 'model', 'model importance', 'importance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90091,"so comfortable, and I left with total confidence in what my decision was.",0,comfortable leave total confidence decision,"['comfortable', 'comfortable leave', 'comfortable leave total', 'comfortable leave total confidence', 'comfortable leave total confidence decision', 'leave', 'leave total', 'leave total confidence', 'leave total confidence decision', 'total', 'total confidence', 'total confidence decision', 'confidence', 'confidence decision', 'decision']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189647,It is a truly absurd practice to ask healthy folks to wear a mask.,1,truly absurd practice ask healthy folk wear mask,"['truly', 'truly absurd', 'truly absurd practice', 'truly absurd practice ask', 'truly absurd practice ask healthy', 'truly absurd practice ask healthy folk', 'truly absurd practice ask healthy folk wear', 'truly absurd practice ask healthy folk wear mask', 'absurd', 'absurd practice', 'absurd practice ask', 'absurd practice ask healthy', 'absurd practice ask healthy folk', 'absurd practice ask healthy folk wear', 'absurd practice ask healthy folk wear mask', 'practice', 'practice ask', 'practice ask healthy', 'practice ask healthy folk', 'practice ask healthy folk wear', 'practice ask healthy folk wear mask', 'ask', 'ask healthy', 'ask healthy folk', 'ask healthy folk wear', 'ask healthy folk wear mask', 'healthy', 'healthy folk', 'healthy folk wear', 'healthy folk wear mask', 'folk', 'folk wear', 'folk wear mask', 'wear', 'wear mask', 'mask']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96714,"for his level of knowledge, talent and experience.",0,level cognition talent experience,"['level', 'level cognition', 'level cognition talent', 'level cognition talent experience', 'cognition', 'cognition talent', 'cognition talent experience', 'talent', 'talent experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100522,One of the best experiences I've had with a surgical procedure.,0,good experience surgical procedure,"['good', 'good experience', 'good experience surgical', 'good experience surgical procedure', 'experience', 'experience surgical', 'experience surgical procedure', 'surgical', 'surgical procedure', 'procedure']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83698,"Very satisfied with my experiences in this office, and",0,satisfy experience office,"['satisfy', 'satisfy experience', 'satisfy experience office', 'experience', 'experience office', 'office']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144376,"I wouldn?t give them a dime of my money, horrible experience!",1,time money atrocious experience,"['time', 'time money', 'time money atrocious', 'time money atrocious experience', 'money', 'money atrocious', 'money atrocious experience', 'atrocious', 'atrocious experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95071,My Experience Here today was fantanstic dr cameron is the best he treat everyon like family.,0,experience fantastic good treat like family,"['experience', 'experience fantastic', 'experience fantastic good', 'experience fantastic good treat', 'experience fantastic good treat like', 'experience fantastic good treat like family', 'fantastic', 'fantastic good', 'fantastic good treat', 'fantastic good treat like', 'fantastic good treat like family', 'good', 'good treat', 'good treat like', 'good treat like family', 'treat', 'treat like', 'treat like family', 'like', 'like family', 'family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160693,My experience was so negative that I didn't come back for a follow up.,1,experience negative come follow,"['experience', 'experience negative', 'experience negative come', 'experience negative come follow', 'negative', 'negative come', 'negative come follow', 'come', 'come follow', 'follow']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86721,My overall experience was bad,1,overall experience bad,"['overall', 'overall experience', 'overall experience bad', 'experience', 'experience bad', 'bad']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186956,My experience here has always been 10/10,0,experience,['experience'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75761,but he also spends time educating me so that I can experience the best overall health possible.,0,spend time education experience good overall health possible,"['spend', 'spend time', 'spend time education', 'spend time education experience', 'spend time education experience good', 'spend time education experience good overall', 'spend time education experience good overall health', 'spend time education experience good overall health possible', 'time', 'time education', 'time education experience', 'time education experience good', 'time education experience good overall', 'time education experience good overall health', 'time education experience good overall health possible', 'education', 'education experience', 'education experience good', 'education experience good overall', 'education experience good overall health', 'education experience good overall health possible', 'experience', 'experience good', 'experience good overall', 'experience good overall health', 'experience good overall health possible', 'good', 'good overall', 'good overall health', 'good overall health possible', 'overall', 'overall health', 'overall health possible', 'health', 'health possible', 'possible']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164486,That was an unbelievable experience.,0,unbelievable experience,"['unbelievable', 'unbelievable experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153578,"From charging me the wrong price (someone was in training) to April doing my botox, it was a bad experience.",1,charge wrong price train bad experience,"['charge', 'charge wrong', 'charge wrong price', 'charge wrong price train', 'charge wrong price train bad', 'charge wrong price train bad experience', 'wrong', 'wrong price', 'wrong price train', 'wrong price train bad', 'wrong price train bad experience', 'price', 'price train', 'price train bad', 'price train bad experience', 'train', 'train bad', 'train bad experience', 'bad', 'bad experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98076,My experience coming here is amazing if anyone is looking,0,experience come amaze look,"['experience', 'experience come', 'experience come amaze', 'experience come amaze look', 'come', 'come amaze', 'come amaze look', 'amaze', 'amaze look', 'look']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121953,This experience has been filled with both ups and downs but the UPS far out way the downs.,0,experience fill far way,"['experience', 'experience fill', 'experience fill far', 'experience fill far way', 'fill', 'fill far', 'fill far way', 'far', 'far way', 'way']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118274,I am definitely going to network to my clients who would embrace the experience from your business.,0,decidedly go network client embrace experience business,"['decidedly', 'decidedly go', 'decidedly go network', 'decidedly go network client', 'decidedly go network client embrace', 'decidedly go network client embrace experience', 'decidedly go network client embrace experience business', 'go', 'go network', 'go network client', 'go network client embrace', 'go network client embrace experience', 'go network client embrace experience business', 'network', 'network client', 'network client embrace', 'network client embrace experience', 'network client embrace experience business', 'client', 'client embrace', 'client embrace experience', 'client embrace experience business', 'embrace', 'embrace experience', 'embrace experience business', 'experience', 'experience business', 'business']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143117,"It was not a relaxing experience, and she was rough and not attentive. .",1,not relax experience rough not attentive,"['not', 'not relax', 'not relax experience', 'not relax experience rough', 'not relax experience rough not', 'not relax experience rough not attentive', 'relax', 'relax experience', 'relax experience rough', 'relax experience rough not', 'relax experience rough not attentive', 'experience', 'experience rough', 'experience rough not', 'experience rough not attentive', 'rough', 'rough not', 'rough not attentive', 'not', 'not attentive', 'attentive']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142314,Very bad experience!!,1,bad experience,"['bad', 'bad experience', 'experience']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125622,I wish you all the best and continued success to your practice!,0,wish good continue success practice,"['wish', 'wish good', 'wish good continue', 'wish good continue success', 'wish good continue success practice', 'good', 'good continue', 'good continue success', 'good continue success practice', 'continue', 'continue success', 'continue success practice', 'success', 'success practice', 'practice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
