commentId,comment,classification,comment_processed,word_phrase_list,pass,bougainvillea,clinic,little,little costly,costly,similarity_score
151748,"Now because ONE SINGLE PERSON IS OUT THE CLINIC due to ""some illness"" THIS CLINIC DOES NOT KNOW HOW TO FUNCTION ACCORDINGLY",1,single person clinic illness clinic know function accordingly,"['single', 'single person', 'single person clinic', 'single person clinic illness', 'single person clinic illness clinic', 'single person clinic illness clinic know', 'single person clinic illness clinic know function', 'single person clinic illness clinic know function accordingly', 'person', 'person clinic', 'person clinic illness', 'person clinic illness clinic', 'person clinic illness clinic know', 'person clinic illness clinic know function', 'person clinic illness clinic know function accordingly', 'clinic', 'clinic illness', 'clinic illness clinic', 'clinic illness clinic know', 'clinic illness clinic know function', 'clinic illness clinic know function accordingly', 'illness', 'illness clinic', 'illness clinic know', 'illness clinic know function', 'illness clinic know function accordingly', 'clinic', 'clinic know', 'clinic know function', 'clinic know function accordingly', 'know', 'know function', 'know function accordingly', 'function', 'function accordingly', 'accordingly']",0,0,1,0,0,0,0.2631578947368421
107826,The doctors are great and patient with my little ones as well as the nurses.,0,doctor great patient little one nurse,"['doctor', 'doctor great', 'doctor great patient', 'doctor great patient little', 'doctor great patient little one', 'doctor great patient little one nurse', 'great', 'great patient', 'great patient little', 'great patient little one', 'great patient little one nurse', 'patient', 'patient little', 'patient little one', 'patient little one nurse', 'little', 'little one', 'little one nurse', 'one', 'one nurse', 'nurse']",0,0,0,1,0,0,0.2631578947368421
160644,"and I demanded Dr. Odom return my call, he tried to apologize but it was too little and far too late.",1,demand dr smell return try apologize little far late,"['demand', 'demand dr', 'demand dr smell', 'demand dr smell return', 'demand dr smell return try', 'demand dr smell return try apologize', 'demand dr smell return try apologize little', 'demand dr smell return try apologize little far', 'demand dr smell return try apologize little far late', 'dr', 'dr smell', 'dr smell return', 'dr smell return try', 'dr smell return try apologize', 'dr smell return try apologize little', 'dr smell return try apologize little far', 'dr smell return try apologize little far late', 'smell', 'smell return', 'smell return try', 'smell return try apologize', 'smell return try apologize little', 'smell return try apologize little far', 'smell return try apologize little far late', 'return', 'return try', 'return try apologize', 'return try apologize little', 'return try apologize little far', 'return try apologize little far late', 'try', 'try apologize', 'try apologize little', 'try apologize little far', 'try apologize little far late', 'apologize', 'apologize little', 'apologize little far', 'apologize little far late', 'little', 'little far', 'little far late', 'far', 'far late', 'late']",0,0,0,1,0,0,0.2631578947368421
95772,"My incisions are barely visible, I had very little pain.",0,incision barely visible little pain,"['incision', 'incision barely', 'incision barely visible', 'incision barely visible little', 'incision barely visible little pain', 'barely', 'barely visible', 'barely visible little', 'barely visible little pain', 'visible', 'visible little', 'visible little pain', 'little', 'little pain', 'pain']",0,0,0,1,0,0,0.2631578947368421
105089,The littlest things make a difference and she pays attention to it all.,0,little thing difference pay attention,"['little', 'little thing', 'little thing difference', 'little thing difference pay', 'little thing difference pay attention', 'thing', 'thing difference', 'thing difference pay', 'thing difference pay attention', 'difference', 'difference pay', 'difference pay attention', 'pay', 'pay attention', 'attention']",0,0,0,1,0,0,0.2631578947368421
163908,She cries and is a little baby when she doesn't know how to handle a situation out of the ordinary.,1,cry little baby know handle situation ordinary,"['cry', 'cry little', 'cry little baby', 'cry little baby know', 'cry little baby know handle', 'cry little baby know handle situation', 'cry little baby know handle situation ordinary', 'little', 'little baby', 'little baby know', 'little baby know handle', 'little baby know handle situation', 'little baby know handle situation ordinary', 'baby', 'baby know', 'baby know handle', 'baby know handle situation', 'baby know handle situation ordinary', 'know', 'know handle', 'know handle situation', 'know handle situation ordinary', 'handle', 'handle situation', 'handle situation ordinary', 'situation', 'situation ordinary', 'ordinary']",0,0,0,1,0,0,0.2631578947368421
57788,I think the nurses could be a little more personable.,1,think nurse little personal,"['think', 'think nurse', 'think nurse little', 'think nurse little personal', 'nurse', 'nurse little', 'nurse little personal', 'little', 'little personal', 'personal']",0,0,0,1,0,0,0.2631578947368421
150857,Our only complaint is that one of the MA's needs to listen a little more thoroughly when gathering patient history information.,1,complaint need listen little thoroughly gather patient history information,"['complaint', 'complaint need', 'complaint need listen', 'complaint need listen little', 'complaint need listen little thoroughly', 'complaint need listen little thoroughly gather', 'complaint need listen little thoroughly gather patient', 'complaint need listen little thoroughly gather patient history', 'complaint need listen little thoroughly gather patient history information', 'need', 'need listen', 'need listen little', 'need listen little thoroughly', 'need listen little thoroughly gather', 'need listen little thoroughly gather patient', 'need listen little thoroughly gather patient history', 'need listen little thoroughly gather patient history information', 'listen', 'listen little', 'listen little thoroughly', 'listen little thoroughly gather', 'listen little thoroughly gather patient', 'listen little thoroughly gather patient history', 'listen little thoroughly gather patient history information', 'little', 'little thoroughly', 'little thoroughly gather', 'little thoroughly gather patient', 'little thoroughly gather patient history', 'little thoroughly gather patient history information', 'thoroughly', 'thoroughly gather', 'thoroughly gather patient', 'thoroughly gather patient history', 'thoroughly gather patient history information', 'gather', 'gather patient', 'gather patient history', 'gather patient history information', 'patient', 'patient history', 'patient history information', 'history', 'history information', 'information']",0,0,0,1,0,0,0.2631578947368421
175487,Find another clinic.,1,find clinic,"['find', 'find clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
157149,"and rude bedside manner, or the questionable push towards expensive and costly interventions.",1,rude bedside manner questionable push expensive costly intervention,"['rude', 'rude bedside', 'rude bedside manner', 'rude bedside manner questionable', 'rude bedside manner questionable push', 'rude bedside manner questionable push expensive', 'rude bedside manner questionable push expensive costly', 'rude bedside manner questionable push expensive costly intervention', 'bedside', 'bedside manner', 'bedside manner questionable', 'bedside manner questionable push', 'bedside manner questionable push expensive', 'bedside manner questionable push expensive costly', 'bedside manner questionable push expensive costly intervention', 'manner', 'manner questionable', 'manner questionable push', 'manner questionable push expensive', 'manner questionable push expensive costly', 'manner questionable push expensive costly intervention', 'questionable', 'questionable push', 'questionable push expensive', 'questionable push expensive costly', 'questionable push expensive costly intervention', 'push', 'push expensive', 'push expensive costly', 'push expensive costly intervention', 'expensive', 'expensive costly', 'expensive costly intervention', 'costly', 'costly intervention', 'intervention']",0,0,0,0,0,1,0.2631578947368421
101717,I would think that the staff would be a little bit friendlier to patients seeking a cosmetic procedure,1,think staff little bit friendly patient seek cosmetic procedure,"['think', 'think staff', 'think staff little', 'think staff little bit', 'think staff little bit friendly', 'think staff little bit friendly patient', 'think staff little bit friendly patient seek', 'think staff little bit friendly patient seek cosmetic', 'think staff little bit friendly patient seek cosmetic procedure', 'staff', 'staff little', 'staff little bit', 'staff little bit friendly', 'staff little bit friendly patient', 'staff little bit friendly patient seek', 'staff little bit friendly patient seek cosmetic', 'staff little bit friendly patient seek cosmetic procedure', 'little', 'little bit', 'little bit friendly', 'little bit friendly patient', 'little bit friendly patient seek', 'little bit friendly patient seek cosmetic', 'little bit friendly patient seek cosmetic procedure', 'bit', 'bit friendly', 'bit friendly patient', 'bit friendly patient seek', 'bit friendly patient seek cosmetic', 'bit friendly patient seek cosmetic procedure', 'friendly', 'friendly patient', 'friendly patient seek', 'friendly patient seek cosmetic', 'friendly patient seek cosmetic procedure', 'patient', 'patient seek', 'patient seek cosmetic', 'patient seek cosmetic procedure', 'seek', 'seek cosmetic', 'seek cosmetic procedure', 'cosmetic', 'cosmetic procedure', 'procedure']",0,0,0,1,0,0,0.2631578947368421
86644,"but good experiences with the staff, from DR. Laurence to every one on staff at this clinic.",0,good experience staff dr lawrence staff clinic,"['good', 'good experience', 'good experience staff', 'good experience staff dr', 'good experience staff dr lawrence', 'good experience staff dr lawrence staff', 'good experience staff dr lawrence staff clinic', 'experience', 'experience staff', 'experience staff dr', 'experience staff dr lawrence', 'experience staff dr lawrence staff', 'experience staff dr lawrence staff clinic', 'staff', 'staff dr', 'staff dr lawrence', 'staff dr lawrence staff', 'staff dr lawrence staff clinic', 'dr', 'dr lawrence', 'dr lawrence staff', 'dr lawrence staff clinic', 'lawrence', 'lawrence staff', 'lawrence staff clinic', 'staff', 'staff clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
63335,but I just wish that he was a little bit easier to get to.,1,wish little bit easy,"['wish', 'wish little', 'wish little bit', 'wish little bit easy', 'little', 'little bit', 'little bit easy', 'bit', 'bit easy', 'easy']",0,0,0,1,0,0,0.2631578947368421
156142,What kind of clinic buys phone numbers?,1,kind clinic busy phone number,"['kind', 'kind clinic', 'kind clinic busy', 'kind clinic busy phone', 'kind clinic busy phone number', 'clinic', 'clinic busy', 'clinic busy phone', 'clinic busy phone number', 'busy', 'busy phone', 'busy phone number', 'phone', 'phone number', 'number']",0,0,1,0,0,0,0.2631578947368421
144148,I love my new little belly button.,0,love new little belly button,"['love', 'love new', 'love new little', 'love new little belly', 'love new little belly button', 'new', 'new little', 'new little belly', 'new little belly button', 'little', 'little belly', 'little belly button', 'belly', 'belly button', 'button']",0,0,0,1,0,0,0.2631578947368421
125649,I had little to NO pain after surgery and give credit to Dr Russo .,0,little pain surgery credit dr russo,"['little', 'little pain', 'little pain surgery', 'little pain surgery credit', 'little pain surgery credit dr', 'little pain surgery credit dr russo', 'pain', 'pain surgery', 'pain surgery credit', 'pain surgery credit dr', 'pain surgery credit dr russo', 'surgery', 'surgery credit', 'surgery credit dr', 'surgery credit dr russo', 'credit', 'credit dr', 'credit dr russo', 'dr', 'dr russo', 'russo']",0,0,0,1,0,0,0.2631578947368421
59285,"Maybe a little bit quicker in the treatment,",1,possibly little bit quick treatment,"['possibly', 'possibly little', 'possibly little bit', 'possibly little bit quick', 'possibly little bit quick treatment', 'little', 'little bit', 'little bit quick', 'little bit quick treatment', 'bit', 'bit quick', 'bit quick treatment', 'quick', 'quick treatment', 'treatment']",0,0,0,1,0,0,0.2631578947368421
121946,I would definitely recommend Clarity Clinic to anyone new or experienced with therapy.,0,decidedly recommend clarity clinic new experience therapy,"['decidedly', 'decidedly recommend', 'decidedly recommend clarity', 'decidedly recommend clarity clinic', 'decidedly recommend clarity clinic new', 'decidedly recommend clarity clinic new experience', 'decidedly recommend clarity clinic new experience therapy', 'recommend', 'recommend clarity', 'recommend clarity clinic', 'recommend clarity clinic new', 'recommend clarity clinic new experience', 'recommend clarity clinic new experience therapy', 'clarity', 'clarity clinic', 'clarity clinic new', 'clarity clinic new experience', 'clarity clinic new experience therapy', 'clinic', 'clinic new', 'clinic new experience', 'clinic new experience therapy', 'new', 'new experience', 'new experience therapy', 'experience', 'experience therapy', 'therapy']",0,0,1,0,0,0,0.2631578947368421
148044,He also helps with routine skin things that just need a little freezing because they bother me.,0,help routine skin thing need little freeze bother,"['help', 'help routine', 'help routine skin', 'help routine skin thing', 'help routine skin thing need', 'help routine skin thing need little', 'help routine skin thing need little freeze', 'help routine skin thing need little freeze bother', 'routine', 'routine skin', 'routine skin thing', 'routine skin thing need', 'routine skin thing need little', 'routine skin thing need little freeze', 'routine skin thing need little freeze bother', 'skin', 'skin thing', 'skin thing need', 'skin thing need little', 'skin thing need little freeze', 'skin thing need little freeze bother', 'thing', 'thing need', 'thing need little', 'thing need little freeze', 'thing need little freeze bother', 'need', 'need little', 'need little freeze', 'need little freeze bother', 'little', 'little freeze', 'little freeze bother', 'freeze', 'freeze bother', 'bother']",0,0,0,1,0,0,0.2631578947368421
89365,The clinic was quick,0,clinic quick,"['clinic', 'clinic quick', 'quick']",0,0,1,0,0,0,0.2631578947368421
168702,"My blood pressure dropped to normal levels, and I took off 15 pounds with very little effort.",0,blood pressure drop normal level take pound little effort,"['blood', 'blood pressure', 'blood pressure drop', 'blood pressure drop normal', 'blood pressure drop normal level', 'blood pressure drop normal level take', 'blood pressure drop normal level take pound', 'blood pressure drop normal level take pound little', 'blood pressure drop normal level take pound little effort', 'pressure', 'pressure drop', 'pressure drop normal', 'pressure drop normal level', 'pressure drop normal level take', 'pressure drop normal level take pound', 'pressure drop normal level take pound little', 'pressure drop normal level take pound little effort', 'drop', 'drop normal', 'drop normal level', 'drop normal level take', 'drop normal level take pound', 'drop normal level take pound little', 'drop normal level take pound little effort', 'normal', 'normal level', 'normal level take', 'normal level take pound', 'normal level take pound little', 'normal level take pound little effort', 'level', 'level take', 'level take pound', 'level take pound little', 'level take pound little effort', 'take', 'take pound', 'take pound little', 'take pound little effort', 'pound', 'pound little', 'pound little effort', 'little', 'little effort', 'effort']",0,0,0,1,0,0,0.2631578947368421
152513,and aside for the price being a little high and not being well,1,aside price little high,"['aside', 'aside price', 'aside price little', 'aside price little high', 'price', 'price little', 'price little high', 'little', 'little high', 'high']",0,0,0,1,0,0,0.2631578947368421
131797,"Overall, I had a wonderful experience, very little pain, and I have healed quickly.",0,overall fantastic experience little pain heal quickly,"['overall', 'overall fantastic', 'overall fantastic experience', 'overall fantastic experience little', 'overall fantastic experience little pain', 'overall fantastic experience little pain heal', 'overall fantastic experience little pain heal quickly', 'fantastic', 'fantastic experience', 'fantastic experience little', 'fantastic experience little pain', 'fantastic experience little pain heal', 'fantastic experience little pain heal quickly', 'experience', 'experience little', 'experience little pain', 'experience little pain heal', 'experience little pain heal quickly', 'little', 'little pain', 'little pain heal', 'little pain heal quickly', 'pain', 'pain heal', 'pain heal quickly', 'heal', 'heal quickly', 'quickly']",0,0,0,1,0,0,0.2631578947368421
157151,I would recommend him for any ladies out there wanting to perk up your back side a little bit!,0,recommend lady want little bit,"['recommend', 'recommend lady', 'recommend lady want', 'recommend lady want little', 'recommend lady want little bit', 'lady', 'lady want', 'lady want little', 'lady want little bit', 'want', 'want little', 'want little bit', 'little', 'little bit', 'bit']",0,0,0,1,0,0,0.2631578947368421
78790,for calling over every little thing even after hours to the doc directly.,0,call little thing directly,"['call', 'call little', 'call little thing', 'call little thing directly', 'little', 'little thing', 'little thing directly', 'thing', 'thing directly', 'directly']",0,0,0,1,0,0,0.2631578947368421
139472,"On the negative side, Dr. Yanez took very little time with my son, and barely even looked at his problem areas.",1,negative take little time son barely look problem area,"['negative', 'negative take', 'negative take little', 'negative take little time', 'negative take little time son', 'negative take little time son barely', 'negative take little time son barely look', 'negative take little time son barely look problem', 'negative take little time son barely look problem area', 'take', 'take little', 'take little time', 'take little time son', 'take little time son barely', 'take little time son barely look', 'take little time son barely look problem', 'take little time son barely look problem area', 'little', 'little time', 'little time son', 'little time son barely', 'little time son barely look', 'little time son barely look problem', 'little time son barely look problem area', 'time', 'time son', 'time son barely', 'time son barely look', 'time son barely look problem', 'time son barely look problem area', 'son', 'son barely', 'son barely look', 'son barely look problem', 'son barely look problem area', 'barely', 'barely look', 'barely look problem', 'barely look problem area', 'look', 'look problem', 'look problem area', 'problem', 'problem area', 'area']",0,0,0,1,0,0,0.2631578947368421
73312,but he is so patient and answers every little question.,0,patient answer little question,"['patient', 'patient answer', 'patient answer little', 'patient answer little question', 'answer', 'answer little', 'answer little question', 'little', 'little question', 'question']",0,0,0,1,0,0,0.2631578947368421
112908,So so happy with Clarity Clinic!,0,happy clarity clinic,"['happy', 'happy clarity', 'happy clarity clinic', 'clarity', 'clarity clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
184026,"but the little bit of botox they put in my neck, my neck was still sagging, the muscles were still",1,little bit neck neck lag muscle,"['little', 'little bit', 'little bit neck', 'little bit neck neck', 'little bit neck neck lag', 'little bit neck neck lag muscle', 'bit', 'bit neck', 'bit neck neck', 'bit neck neck lag', 'bit neck neck lag muscle', 'neck', 'neck neck', 'neck neck lag', 'neck neck lag muscle', 'neck', 'neck lag', 'neck lag muscle', 'lag', 'lag muscle', 'muscle']",0,0,0,1,0,0,0.2631578947368421
111228,This clinic refuses to file routine yearly well visits to the dermatologist as general wellness which my insurance will pay,1,clinic refuse file routine yearly visit dermatologist general weakness insurance pay,"['clinic', 'clinic refuse', 'clinic refuse file', 'clinic refuse file routine', 'clinic refuse file routine yearly', 'clinic refuse file routine yearly visit', 'clinic refuse file routine yearly visit dermatologist', 'clinic refuse file routine yearly visit dermatologist general', 'clinic refuse file routine yearly visit dermatologist general weakness', 'clinic refuse file routine yearly visit dermatologist general weakness insurance', 'clinic refuse file routine yearly visit dermatologist general weakness insurance pay', 'refuse', 'refuse file', 'refuse file routine', 'refuse file routine yearly', 'refuse file routine yearly visit', 'refuse file routine yearly visit dermatologist', 'refuse file routine yearly visit dermatologist general', 'refuse file routine yearly visit dermatologist general weakness', 'refuse file routine yearly visit dermatologist general weakness insurance', 'refuse file routine yearly visit dermatologist general weakness insurance pay', 'file', 'file routine', 'file routine yearly', 'file routine yearly visit', 'file routine yearly visit dermatologist', 'file routine yearly visit dermatologist general', 'file routine yearly visit dermatologist general weakness', 'file routine yearly visit dermatologist general weakness insurance', 'file routine yearly visit dermatologist general weakness insurance pay', 'routine', 'routine yearly', 'routine yearly visit', 'routine yearly visit dermatologist', 'routine yearly visit dermatologist general', 'routine yearly visit dermatologist general weakness', 'routine yearly visit dermatologist general weakness insurance', 'routine yearly visit dermatologist general weakness insurance pay', 'yearly', 'yearly visit', 'yearly visit dermatologist', 'yearly visit dermatologist general', 'yearly visit dermatologist general weakness', 'yearly visit dermatologist general weakness insurance', 'yearly visit dermatologist general weakness insurance pay', 'visit', 'visit dermatologist', 'visit dermatologist general', 'visit dermatologist general weakness', 'visit dermatologist general weakness insurance', 'visit dermatologist general weakness insurance pay', 'dermatologist', 'dermatologist general', 'dermatologist general weakness', 'dermatologist general weakness insurance', 'dermatologist general weakness insurance pay', 'general', 'general weakness', 'general weakness insurance', 'general weakness insurance pay', 'weakness', 'weakness insurance', 'weakness insurance pay', 'insurance', 'insurance pay', 'pay']",0,0,1,0,0,0,0.2631578947368421
134595,It just say the credibility and customer care service this clinic have!,0,credibility customer care service clinic,"['credibility', 'credibility customer', 'credibility customer care', 'credibility customer care service', 'credibility customer care service clinic', 'customer', 'customer care', 'customer care service', 'customer care service clinic', 'care', 'care service', 'care service clinic', 'service', 'service clinic', 'clinic']",0,0,1,0,0,0,0.2631578947368421
108243,He take as little time as possible for your appointment almost pushing you out the door.,1,little time possible appointment push door,"['little', 'little time', 'little time possible', 'little time possible appointment', 'little time possible appointment push', 'little time possible appointment push door', 'time', 'time possible', 'time possible appointment', 'time possible appointment push', 'time possible appointment push door', 'possible', 'possible appointment', 'possible appointment push', 'possible appointment push door', 'appointment', 'appointment push', 'appointment push door', 'push', 'push door', 'door']",0,0,0,1,0,0,0.2631578947368421
167354,and I'm pretty pissed that I'm paying interest on this personal loan while they have a large amount of money from me.,1,m pretty pass m pay interest personal loan large money,"['m', 'm pretty', 'm pretty pass', 'm pretty pass m', 'm pretty pass m pay', 'm pretty pass m pay interest', 'm pretty pass m pay interest personal', 'm pretty pass m pay interest personal loan', 'm pretty pass m pay interest personal loan large', 'm pretty pass m pay interest personal loan large money', 'pretty', 'pretty pass', 'pretty pass m', 'pretty pass m pay', 'pretty pass m pay interest', 'pretty pass m pay interest personal', 'pretty pass m pay interest personal loan', 'pretty pass m pay interest personal loan large', 'pretty pass m pay interest personal loan large money', 'pass', 'pass m', 'pass m pay', 'pass m pay interest', 'pass m pay interest personal', 'pass m pay interest personal loan', 'pass m pay interest personal loan large', 'pass m pay interest personal loan large money', 'm', 'm pay', 'm pay interest', 'm pay interest personal', 'm pay interest personal loan', 'm pay interest personal loan large', 'm pay interest personal loan large money', 'pay', 'pay interest', 'pay interest personal', 'pay interest personal loan', 'pay interest personal loan large', 'pay interest personal loan large money', 'interest', 'interest personal', 'interest personal loan', 'interest personal loan large', 'interest personal loan large money', 'personal', 'personal loan', 'personal loan large', 'personal loan large money', 'loan', 'loan large', 'loan large money', 'large', 'large money', 'money']",1,0,0,0,0,0,0.2631578947368421
99243,The clinic was great.,0,clinic great,"['clinic', 'clinic great', 'great']",0,0,1,0,0,0,0.2631578947368421
87562,It is my opinion that many surgeons recommend liposuction to make a little extra money.,1,opinion surgeon recommend liposuction little extra money,"['opinion', 'opinion surgeon', 'opinion surgeon recommend', 'opinion surgeon recommend liposuction', 'opinion surgeon recommend liposuction little', 'opinion surgeon recommend liposuction little extra', 'opinion surgeon recommend liposuction little extra money', 'surgeon', 'surgeon recommend', 'surgeon recommend liposuction', 'surgeon recommend liposuction little', 'surgeon recommend liposuction little extra', 'surgeon recommend liposuction little extra money', 'recommend', 'recommend liposuction', 'recommend liposuction little', 'recommend liposuction little extra', 'recommend liposuction little extra money', 'liposuction', 'liposuction little', 'liposuction little extra', 'liposuction little extra money', 'little', 'little extra', 'little extra money', 'extra', 'extra money', 'money']",0,0,0,1,0,0,0.2631578947368421
88829,also was not permitted to see the results of my MRI report without scheduling yet another costly office visit.,1,permit result mister report schelling costly office visit,"['permit', 'permit result', 'permit result mister', 'permit result mister report', 'permit result mister report schelling', 'permit result mister report schelling costly', 'permit result mister report schelling costly office', 'permit result mister report schelling costly office visit', 'result', 'result mister', 'result mister report', 'result mister report schelling', 'result mister report schelling costly', 'result mister report schelling costly office', 'result mister report schelling costly office visit', 'mister', 'mister report', 'mister report schelling', 'mister report schelling costly', 'mister report schelling costly office', 'mister report schelling costly office visit', 'report', 'report schelling', 'report schelling costly', 'report schelling costly office', 'report schelling costly office visit', 'schelling', 'schelling costly', 'schelling costly office', 'schelling costly office visit', 'costly', 'costly office', 'costly office visit', 'office', 'office visit', 'visit']",0,0,0,0,0,1,0.2631578947368421
104254,I had very little discomfort during my procedure which was unexpected.,0,little discomfort procedure unexpected,"['little', 'little discomfort', 'little discomfort procedure', 'little discomfort procedure unexpected', 'discomfort', 'discomfort procedure', 'discomfort procedure unexpected', 'procedure', 'procedure unexpected', 'unexpected']",0,0,0,1,0,0,0.2631578947368421
107356,She caught such amazing pictures of my little one icluding one of her sucking on her little toes.,0,catch amaze picture little include suck little toe,"['catch', 'catch amaze', 'catch amaze picture', 'catch amaze picture little', 'catch amaze picture little include', 'catch amaze picture little include suck', 'catch amaze picture little include suck little', 'catch amaze picture little include suck little toe', 'amaze', 'amaze picture', 'amaze picture little', 'amaze picture little include', 'amaze picture little include suck', 'amaze picture little include suck little', 'amaze picture little include suck little toe', 'picture', 'picture little', 'picture little include', 'picture little include suck', 'picture little include suck little', 'picture little include suck little toe', 'little', 'little include', 'little include suck', 'little include suck little', 'little include suck little toe', 'include', 'include suck', 'include suck little', 'include suck little toe', 'suck', 'suck little', 'suck little toe', 'little', 'little toe', 'toe']",0,0,0,1,0,0,0.2631578947368421
128670,Very distasteful staff with little to no understanding of the term empathy.,0,distasteful staff little understanding term,"['distasteful', 'distasteful staff', 'distasteful staff little', 'distasteful staff little understanding', 'distasteful staff little understanding term', 'staff', 'staff little', 'staff little understanding', 'staff little understanding term', 'little', 'little understanding', 'little understanding term', 'understanding', 'understanding term', 'term']",0,0,0,1,0,0,0.2631578947368421
107674,"Surgery day was a little scary just because I never had surgery before,",1,surgery day little scar surgery,"['surgery', 'surgery day', 'surgery day little', 'surgery day little scar', 'surgery day little scar surgery', 'day', 'day little', 'day little scar', 'day little scar surgery', 'little', 'little scar', 'little scar surgery', 'scar', 'scar surgery', 'surgery']",0,0,0,1,0,0,0.2631578947368421
82855,He treats family of patients with little respect,1,treat family patient little respect,"['treat', 'treat family', 'treat family patient', 'treat family patient little', 'treat family patient little respect', 'family', 'family patient', 'family patient little', 'family patient little respect', 'patient', 'patient little', 'patient little respect', 'little', 'little respect', 'respect']",0,0,0,1,0,0,0.2631578947368421
115855,"The laser treatment he does is SO good, it leaves little redness (if any) with no downtime.",0,laser treatment good leaf little redness downtime,"['laser', 'laser treatment', 'laser treatment good', 'laser treatment good leaf', 'laser treatment good leaf little', 'laser treatment good leaf little redness', 'laser treatment good leaf little redness downtime', 'treatment', 'treatment good', 'treatment good leaf', 'treatment good leaf little', 'treatment good leaf little redness', 'treatment good leaf little redness downtime', 'good', 'good leaf', 'good leaf little', 'good leaf little redness', 'good leaf little redness downtime', 'leaf', 'leaf little', 'leaf little redness', 'leaf little redness downtime', 'little', 'little redness', 'little redness downtime', 'redness', 'redness downtime', 'downtime']",0,0,0,1,0,0,0.2631578947368421
121183,I went to a previous clinic and had a failed IVF cycle.,1,go previous clinic fail cycle,"['go', 'go previous', 'go previous clinic', 'go previous clinic fail', 'go previous clinic fail cycle', 'previous', 'previous clinic', 'previous clinic fail', 'previous clinic fail cycle', 'clinic', 'clinic fail', 'clinic fail cycle', 'fail', 'fail cycle', 'cycle']",0,0,1,0,0,0,0.2631578947368421
128931,Came into room and waited very little.,0,come room wait little,"['come', 'come room', 'come room wait', 'come room wait little', 'room', 'room wait', 'room wait little', 'wait', 'wait little', 'little']",0,0,0,1,0,0,0.2631578947368421
127617,Communication is very difficult because it is the clinic?s practice to prevent actual contact with doctors over the phone or by email.,1,communication difficult clinic practice prevent actual contact doctor phone e-mail,"['communication', 'communication difficult', 'communication difficult clinic', 'communication difficult clinic practice', 'communication difficult clinic practice prevent', 'communication difficult clinic practice prevent actual', 'communication difficult clinic practice prevent actual contact', 'communication difficult clinic practice prevent actual contact doctor', 'communication difficult clinic practice prevent actual contact doctor phone', 'communication difficult clinic practice prevent actual contact doctor phone e-mail', 'difficult', 'difficult clinic', 'difficult clinic practice', 'difficult clinic practice prevent', 'difficult clinic practice prevent actual', 'difficult clinic practice prevent actual contact', 'difficult clinic practice prevent actual contact doctor', 'difficult clinic practice prevent actual contact doctor phone', 'difficult clinic practice prevent actual contact doctor phone e-mail', 'clinic', 'clinic practice', 'clinic practice prevent', 'clinic practice prevent actual', 'clinic practice prevent actual contact', 'clinic practice prevent actual contact doctor', 'clinic practice prevent actual contact doctor phone', 'clinic practice prevent actual contact doctor phone e-mail', 'practice', 'practice prevent', 'practice prevent actual', 'practice prevent actual contact', 'practice prevent actual contact doctor', 'practice prevent actual contact doctor phone', 'practice prevent actual contact doctor phone e-mail', 'prevent', 'prevent actual', 'prevent actual contact', 'prevent actual contact doctor', 'prevent actual contact doctor phone', 'prevent actual contact doctor phone e-mail', 'actual', 'actual contact', 'actual contact doctor', 'actual contact doctor phone', 'actual contact doctor phone e-mail', 'contact', 'contact doctor', 'contact doctor phone', 'contact doctor phone e-mail', 'doctor', 'doctor phone', 'doctor phone e-mail', 'phone', 'phone e-mail', 'e-mail']",0,0,1,0,0,0,0.2631578947368421
142779,"I came in for pricing and more knowledge, the young ladies at the front desk seemed a little unprofessional.",1,come prick cognition young lady desk little professional,"['come', 'come prick', 'come prick cognition', 'come prick cognition young', 'come prick cognition young lady', 'come prick cognition young lady desk', 'come prick cognition young lady desk little', 'come prick cognition young lady desk little professional', 'prick', 'prick cognition', 'prick cognition young', 'prick cognition young lady', 'prick cognition young lady desk', 'prick cognition young lady desk little', 'prick cognition young lady desk little professional', 'cognition', 'cognition young', 'cognition young lady', 'cognition young lady desk', 'cognition young lady desk little', 'cognition young lady desk little professional', 'young', 'young lady', 'young lady desk', 'young lady desk little', 'young lady desk little professional', 'lady', 'lady desk', 'lady desk little', 'lady desk little professional', 'desk', 'desk little', 'desk little professional', 'little', 'little professional', 'professional']",0,0,0,1,0,0,0.2631578947368421
161762,"I have struggled with body image since I was a little girl, my weight has fluctuated ever since I could remember",1,struggle body image little girl weight fluctuate remember,"['struggle', 'struggle body', 'struggle body image', 'struggle body image little', 'struggle body image little girl', 'struggle body image little girl weight', 'struggle body image little girl weight fluctuate', 'struggle body image little girl weight fluctuate remember', 'body', 'body image', 'body image little', 'body image little girl', 'body image little girl weight', 'body image little girl weight fluctuate', 'body image little girl weight fluctuate remember', 'image', 'image little', 'image little girl', 'image little girl weight', 'image little girl weight fluctuate', 'image little girl weight fluctuate remember', 'little', 'little girl', 'little girl weight', 'little girl weight fluctuate', 'little girl weight fluctuate remember', 'girl', 'girl weight', 'girl weight fluctuate', 'girl weight fluctuate remember', 'weight', 'weight fluctuate', 'weight fluctuate remember', 'fluctuate', 'fluctuate remember', 'remember']",0,0,0,1,0,0,0.2631578947368421
