commentId,comment,classification,comment_processed,word_phrase_list,clinic,cold,invite,similarity_score
167059,Use ANY other fertility clinic than this one. #saynotoCareFertility,1,use fertility clinic saynotocarefertility,"['use', 'use fertility', 'use fertility clinic', 'use fertility clinic saynotocarefertility', 'fertility', 'fertility clinic', 'fertility clinic saynotocarefertility', 'clinic', 'clinic saynotocarefertility', 'saynotocarefertility']",1,0,0,0.5
96232,I was very pleased with how inviting,0,please invite,"['please', 'please invite', 'invite']",0,0,1,0.5
67278,The clinic visit went well.,0,clinic visit go,"['clinic', 'clinic visit', 'clinic visit go', 'visit', 'visit go', 'go']",1,0,0,0.5
180967,"After the procedure, I wasn't able to see him because his clinic scheduled me in a different location.",1,procedure able clinic schedule different location,"['procedure', 'procedure able', 'procedure able clinic', 'procedure able clinic schedule', 'procedure able clinic schedule different', 'procedure able clinic schedule different location', 'able', 'able clinic', 'able clinic schedule', 'able clinic schedule different', 'able clinic schedule different location', 'clinic', 'clinic schedule', 'clinic schedule different', 'clinic schedule different location', 'schedule', 'schedule different', 'schedule different location', 'different', 'different location', 'location']",1,0,0,0.5
155970,"for years now, because it is just about the only clinic that is welcoming towards members of the LGBTQ  community.",0,clinic welcome member lgbtq community,"['clinic', 'clinic welcome', 'clinic welcome member', 'clinic welcome member lgbtq', 'clinic welcome member lgbtq community', 'welcome', 'welcome member', 'welcome member lgbtq', 'welcome member lgbtq community', 'member', 'member lgbtq', 'member lgbtq community', 'lgbtq', 'lgbtq community', 'community']",1,0,0,0.5
135933,but also feel that Dr Sani's clinic provides the best care for clients.,0,feel dr sans clinic provide good care client,"['feel', 'feel dr', 'feel dr sans', 'feel dr sans clinic', 'feel dr sans clinic provide', 'feel dr sans clinic provide good', 'feel dr sans clinic provide good care', 'feel dr sans clinic provide good care client', 'dr', 'dr sans', 'dr sans clinic', 'dr sans clinic provide', 'dr sans clinic provide good', 'dr sans clinic provide good care', 'dr sans clinic provide good care client', 'sans', 'sans clinic', 'sans clinic provide', 'sans clinic provide good', 'sans clinic provide good care', 'sans clinic provide good care client', 'clinic', 'clinic provide', 'clinic provide good', 'clinic provide good care', 'clinic provide good care client', 'provide', 'provide good', 'provide good care', 'provide good care client', 'good', 'good care', 'good care client', 'care', 'care client', 'client']",1,0,0,0.5
155971,Not sure if the headaches I get from contacting this clinic is worth it anymore.,1,sure headache contract clinic worth anymore,"['sure', 'sure headache', 'sure headache contract', 'sure headache contract clinic', 'sure headache contract clinic worth', 'sure headache contract clinic worth anymore', 'headache', 'headache contract', 'headache contract clinic', 'headache contract clinic worth', 'headache contract clinic worth anymore', 'contract', 'contract clinic', 'contract clinic worth', 'contract clinic worth anymore', 'clinic', 'clinic worth', 'clinic worth anymore', 'worth', 'worth anymore', 'anymore']",1,0,0,0.5
146164,It was great to be able to stay away from the clinics/ ER while they tend to the sick during this time.,0,great able stay away clinic erbium tend sick time,"['great', 'great able', 'great able stay', 'great able stay away', 'great able stay away clinic', 'great able stay away clinic erbium', 'great able stay away clinic erbium tend', 'great able stay away clinic erbium tend sick', 'great able stay away clinic erbium tend sick time', 'able', 'able stay', 'able stay away', 'able stay away clinic', 'able stay away clinic erbium', 'able stay away clinic erbium tend', 'able stay away clinic erbium tend sick', 'able stay away clinic erbium tend sick time', 'stay', 'stay away', 'stay away clinic', 'stay away clinic erbium', 'stay away clinic erbium tend', 'stay away clinic erbium tend sick', 'stay away clinic erbium tend sick time', 'away', 'away clinic', 'away clinic erbium', 'away clinic erbium tend', 'away clinic erbium tend sick', 'away clinic erbium tend sick time', 'clinic', 'clinic erbium', 'clinic erbium tend', 'clinic erbium tend sick', 'clinic erbium tend sick time', 'erbium', 'erbium tend', 'erbium tend sick', 'erbium tend sick time', 'tend', 'tend sick', 'tend sick time', 'sick', 'sick time', 'time']",1,0,0,0.5
138689,"it clear that money was the first thing on her mind or the clinics, it made me feel uneasy",1,clear money thing mind clinic feel uneasy,"['clear', 'clear money', 'clear money thing', 'clear money thing mind', 'clear money thing mind clinic', 'clear money thing mind clinic feel', 'clear money thing mind clinic feel uneasy', 'money', 'money thing', 'money thing mind', 'money thing mind clinic', 'money thing mind clinic feel', 'money thing mind clinic feel uneasy', 'thing', 'thing mind', 'thing mind clinic', 'thing mind clinic feel', 'thing mind clinic feel uneasy', 'mind', 'mind clinic', 'mind clinic feel', 'mind clinic feel uneasy', 'clinic', 'clinic feel', 'clinic feel uneasy', 'feel', 'feel uneasy', 'uneasy']",1,0,0,0.5
141495,I have not been seen at this clinic yet but as mad as I was earlier Justin has changed my attitude.,0,see clinic mad early change attitude,"['see', 'see clinic', 'see clinic mad', 'see clinic mad early', 'see clinic mad early change', 'see clinic mad early change attitude', 'clinic', 'clinic mad', 'clinic mad early', 'clinic mad early change', 'clinic mad early change attitude', 'mad', 'mad early', 'mad early change', 'mad early change attitude', 'early', 'early change', 'early change attitude', 'change', 'change attitude', 'attitude']",1,0,0,0.5
128118,and a complete lack of support from other doctors I was fortunate to visit 911 Pain Management Clinic and meet Dr.Yixiang Liu.,0,complete lack support doctor fortunate visit pain management clinic meet,"['complete', 'complete lack', 'complete lack support', 'complete lack support doctor', 'complete lack support doctor fortunate', 'complete lack support doctor fortunate visit', 'complete lack support doctor fortunate visit pain', 'complete lack support doctor fortunate visit pain management', 'complete lack support doctor fortunate visit pain management clinic', 'complete lack support doctor fortunate visit pain management clinic meet', 'lack', 'lack support', 'lack support doctor', 'lack support doctor fortunate', 'lack support doctor fortunate visit', 'lack support doctor fortunate visit pain', 'lack support doctor fortunate visit pain management', 'lack support doctor fortunate visit pain management clinic', 'lack support doctor fortunate visit pain management clinic meet', 'support', 'support doctor', 'support doctor fortunate', 'support doctor fortunate visit', 'support doctor fortunate visit pain', 'support doctor fortunate visit pain management', 'support doctor fortunate visit pain management clinic', 'support doctor fortunate visit pain management clinic meet', 'doctor', 'doctor fortunate', 'doctor fortunate visit', 'doctor fortunate visit pain', 'doctor fortunate visit pain management', 'doctor fortunate visit pain management clinic', 'doctor fortunate visit pain management clinic meet', 'fortunate', 'fortunate visit', 'fortunate visit pain', 'fortunate visit pain management', 'fortunate visit pain management clinic', 'fortunate visit pain management clinic meet', 'visit', 'visit pain', 'visit pain management', 'visit pain management clinic', 'visit pain management clinic meet', 'pain', 'pain management', 'pain management clinic', 'pain management clinic meet', 'management', 'management clinic', 'management clinic meet', 'clinic', 'clinic meet', 'meet']",1,0,0,0.5
181384,My experience throughout the years going to Florida Eye Clinic has always been positive.,0,experience go eye clinic positive,"['experience', 'experience go', 'experience go eye', 'experience go eye clinic', 'experience go eye clinic positive', 'go', 'go eye', 'go eye clinic', 'go eye clinic positive', 'eye', 'eye clinic', 'eye clinic positive', 'clinic', 'clinic positive', 'positive']",1,0,0,0.5
144275,They had me come in repeatedly for crowns that did not fit or had not arrived to the clinic.,1,come repeatedly crown fit arrive clinic,"['come', 'come repeatedly', 'come repeatedly crown', 'come repeatedly crown fit', 'come repeatedly crown fit arrive', 'come repeatedly crown fit arrive clinic', 'repeatedly', 'repeatedly crown', 'repeatedly crown fit', 'repeatedly crown fit arrive', 'repeatedly crown fit arrive clinic', 'crown', 'crown fit', 'crown fit arrive', 'crown fit arrive clinic', 'fit', 'fit arrive', 'fit arrive clinic', 'arrive', 'arrive clinic', 'clinic']",1,0,0,0.5
178493,The front desk girls Kenzie and Shannon are inviting and full of beautiful energy!,0,desk girl kenzie cannon invite beautiful energy,"['desk', 'desk girl', 'desk girl kenzie', 'desk girl kenzie cannon', 'desk girl kenzie cannon invite', 'desk girl kenzie cannon invite beautiful', 'desk girl kenzie cannon invite beautiful energy', 'girl', 'girl kenzie', 'girl kenzie cannon', 'girl kenzie cannon invite', 'girl kenzie cannon invite beautiful', 'girl kenzie cannon invite beautiful energy', 'kenzie', 'kenzie cannon', 'kenzie cannon invite', 'kenzie cannon invite beautiful', 'kenzie cannon invite beautiful energy', 'cannon', 'cannon invite', 'cannon invite beautiful', 'cannon invite beautiful energy', 'invite', 'invite beautiful', 'invite beautiful energy', 'beautiful', 'beautiful energy', 'energy']",0,0,1,0.5
61819,My delight was them getting me hooked up with the weight clinic and my disappointment was not paying closer attention to my health care before I was transferred there,0,delight get hook weight clinic disappointment pay close attention health care transfer,"['delight', 'delight get', 'delight get hook', 'delight get hook weight', 'delight get hook weight clinic', 'delight get hook weight clinic disappointment', 'delight get hook weight clinic disappointment pay', 'delight get hook weight clinic disappointment pay close', 'delight get hook weight clinic disappointment pay close attention', 'delight get hook weight clinic disappointment pay close attention health', 'delight get hook weight clinic disappointment pay close attention health care', 'delight get hook weight clinic disappointment pay close attention health care transfer', 'get', 'get hook', 'get hook weight', 'get hook weight clinic', 'get hook weight clinic disappointment', 'get hook weight clinic disappointment pay', 'get hook weight clinic disappointment pay close', 'get hook weight clinic disappointment pay close attention', 'get hook weight clinic disappointment pay close attention health', 'get hook weight clinic disappointment pay close attention health care', 'get hook weight clinic disappointment pay close attention health care transfer', 'hook', 'hook weight', 'hook weight clinic', 'hook weight clinic disappointment', 'hook weight clinic disappointment pay', 'hook weight clinic disappointment pay close', 'hook weight clinic disappointment pay close attention', 'hook weight clinic disappointment pay close attention health', 'hook weight clinic disappointment pay close attention health care', 'hook weight clinic disappointment pay close attention health care transfer', 'weight', 'weight clinic', 'weight clinic disappointment', 'weight clinic disappointment pay', 'weight clinic disappointment pay close', 'weight clinic disappointment pay close attention', 'weight clinic disappointment pay close attention health', 'weight clinic disappointment pay close attention health care', 'weight clinic disappointment pay close attention health care transfer', 'clinic', 'clinic disappointment', 'clinic disappointment pay', 'clinic disappointment pay close', 'clinic disappointment pay close attention', 'clinic disappointment pay close attention health', 'clinic disappointment pay close attention health care', 'clinic disappointment pay close attention health care transfer', 'disappointment', 'disappointment pay', 'disappointment pay close', 'disappointment pay close attention', 'disappointment pay close attention health', 'disappointment pay close attention health care', 'disappointment pay close attention health care transfer', 'pay', 'pay close', 'pay close attention', 'pay close attention health', 'pay close attention health care', 'pay close attention health care transfer', 'close', 'close attention', 'close attention health', 'close attention health care', 'close attention health care transfer', 'attention', 'attention health', 'attention health care', 'attention health care transfer', 'health', 'health care', 'health care transfer', 'care', 'care transfer', 'transfer']",1,0,0,0.5
99120,"The doctor happened to be in the clinic on a Saturday, which was unusual so she ordered the tests.",0,doctor happen clinic unusual order test,"['doctor', 'doctor happen', 'doctor happen clinic', 'doctor happen clinic unusual', 'doctor happen clinic unusual order', 'doctor happen clinic unusual order test', 'happen', 'happen clinic', 'happen clinic unusual', 'happen clinic unusual order', 'happen clinic unusual order test', 'clinic', 'clinic unusual', 'clinic unusual order', 'clinic unusual order test', 'unusual', 'unusual order', 'unusual order test', 'order', 'order test', 'test']",1,0,0,0.5
116475,cold hearted and just not nice.,1,cold hearted nice,"['cold', 'cold hearted', 'cold hearted nice', 'hearted', 'hearted nice', 'nice']",0,1,0,0.5
140750,very satisfied with Duke Eye clinic.,0,satisfy duke eye clinic,"['satisfy', 'satisfy duke', 'satisfy duke eye', 'satisfy duke eye clinic', 'duke', 'duke eye', 'duke eye clinic', 'eye', 'eye clinic', 'clinic']",1,0,0,0.5
175749,and Dr. This is one of the more expensive clinics in Los Angeles and I,1,dr expensive clinic,"['dr', 'dr expensive', 'dr expensive clinic', 'expensive', 'expensive clinic', 'clinic']",1,0,0,0.5
89101,She coldly told me to go to a free clinic.,1,coldly tell free clinic,"['coldly', 'coldly tell', 'coldly tell free', 'coldly tell free clinic', 'tell', 'tell free', 'tell free clinic', 'free', 'free clinic', 'clinic']",1,0,0,0.5
156145,"I received an unsolicited text from an associate, Shannon, at Medical Skin Clinic in Nashua.",1,receive unasked text associate cannon medical skin clinic,"['receive', 'receive unasked', 'receive unasked text', 'receive unasked text associate', 'receive unasked text associate cannon', 'receive unasked text associate cannon medical', 'receive unasked text associate cannon medical skin', 'receive unasked text associate cannon medical skin clinic', 'unasked', 'unasked text', 'unasked text associate', 'unasked text associate cannon', 'unasked text associate cannon medical', 'unasked text associate cannon medical skin', 'unasked text associate cannon medical skin clinic', 'text', 'text associate', 'text associate cannon', 'text associate cannon medical', 'text associate cannon medical skin', 'text associate cannon medical skin clinic', 'associate', 'associate cannon', 'associate cannon medical', 'associate cannon medical skin', 'associate cannon medical skin clinic', 'cannon', 'cannon medical', 'cannon medical skin', 'cannon medical skin clinic', 'medical', 'medical skin', 'medical skin clinic', 'skin', 'skin clinic', 'clinic']",1,0,0,0.5
152548,They genuinely do not care that I've been experiencing withdrawal from stopping my medication cold turkey,1,genuinely care ve experience withdrawal stop meditation cold turkey,"['genuinely', 'genuinely care', 'genuinely care ve', 'genuinely care ve experience', 'genuinely care ve experience withdrawal', 'genuinely care ve experience withdrawal stop', 'genuinely care ve experience withdrawal stop meditation', 'genuinely care ve experience withdrawal stop meditation cold', 'genuinely care ve experience withdrawal stop meditation cold turkey', 'care', 'care ve', 'care ve experience', 'care ve experience withdrawal', 'care ve experience withdrawal stop', 'care ve experience withdrawal stop meditation', 'care ve experience withdrawal stop meditation cold', 'care ve experience withdrawal stop meditation cold turkey', 've', 've experience', 've experience withdrawal', 've experience withdrawal stop', 've experience withdrawal stop meditation', 've experience withdrawal stop meditation cold', 've experience withdrawal stop meditation cold turkey', 'experience', 'experience withdrawal', 'experience withdrawal stop', 'experience withdrawal stop meditation', 'experience withdrawal stop meditation cold', 'experience withdrawal stop meditation cold turkey', 'withdrawal', 'withdrawal stop', 'withdrawal stop meditation', 'withdrawal stop meditation cold', 'withdrawal stop meditation cold turkey', 'stop', 'stop meditation', 'stop meditation cold', 'stop meditation cold turkey', 'meditation', 'meditation cold', 'meditation cold turkey', 'cold', 'cold turkey', 'turkey']",0,1,0,0.5
117067,We would recommend everyone to come to this clinic.,0,recommend come clinic,"['recommend', 'recommend come', 'recommend come clinic', 'come', 'come clinic', 'clinic']",1,0,0,0.5
179524,It's 10:30 and I'm still sitting here in the cold waiting,1,m sit cold wait,"['m', 'm sit', 'm sit cold', 'm sit cold wait', 'sit', 'sit cold', 'sit cold wait', 'cold', 'cold wait', 'wait']",0,1,0,0.5
68592,Dr. Mason made me feel comfortable from the time she invited me in her office.,0,feel comfortable time invite office,"['feel', 'feel comfortable', 'feel comfortable time', 'feel comfortable time invite', 'feel comfortable time invite office', 'comfortable', 'comfortable time', 'comfortable time invite', 'comfortable time invite office', 'time', 'time invite', 'time invite office', 'invite', 'invite office', 'office']",0,0,1,0.5
148630,These three women work hard for this clinic and it wouldn't be this awesome without them!,0,woman work hard clinic amazing,"['woman', 'woman work', 'woman work hard', 'woman work hard clinic', 'woman work hard clinic amazing', 'work', 'work hard', 'work hard clinic', 'work hard clinic amazing', 'hard', 'hard clinic', 'hard clinic amazing', 'clinic', 'clinic amazing', 'amazing']",1,0,0,0.5
109298,I think the system that the clinic has makes the relation patient/doctor difficult.,1,think system clinic make relation patientdoctor difficult,"['think', 'think system', 'think system clinic', 'think system clinic make', 'think system clinic make relation', 'think system clinic make relation patientdoctor', 'think system clinic make relation patientdoctor difficult', 'system', 'system clinic', 'system clinic make', 'system clinic make relation', 'system clinic make relation patientdoctor', 'system clinic make relation patientdoctor difficult', 'clinic', 'clinic make', 'clinic make relation', 'clinic make relation patientdoctor', 'clinic make relation patientdoctor difficult', 'make', 'make relation', 'make relation patientdoctor', 'make relation patientdoctor difficult', 'relation', 'relation patientdoctor', 'relation patientdoctor difficult', 'patientdoctor', 'patientdoctor difficult', 'difficult']",1,0,0,0.5
67473,I am wondering whether I shouldn't see my attorney about my privacy being all over the clinic last time myself and my wife got a blood test?,1,wonder lawyer privacy clinic time wife get blood test,"['wonder', 'wonder lawyer', 'wonder lawyer privacy', 'wonder lawyer privacy clinic', 'wonder lawyer privacy clinic time', 'wonder lawyer privacy clinic time wife', 'wonder lawyer privacy clinic time wife get', 'wonder lawyer privacy clinic time wife get blood', 'wonder lawyer privacy clinic time wife get blood test', 'lawyer', 'lawyer privacy', 'lawyer privacy clinic', 'lawyer privacy clinic time', 'lawyer privacy clinic time wife', 'lawyer privacy clinic time wife get', 'lawyer privacy clinic time wife get blood', 'lawyer privacy clinic time wife get blood test', 'privacy', 'privacy clinic', 'privacy clinic time', 'privacy clinic time wife', 'privacy clinic time wife get', 'privacy clinic time wife get blood', 'privacy clinic time wife get blood test', 'clinic', 'clinic time', 'clinic time wife', 'clinic time wife get', 'clinic time wife get blood', 'clinic time wife get blood test', 'time', 'time wife', 'time wife get', 'time wife get blood', 'time wife get blood test', 'wife', 'wife get', 'wife get blood', 'wife get blood test', 'get', 'get blood', 'get blood test', 'blood', 'blood test', 'test']",1,0,0,0.5
141892,"After visiting many doctors and clinics, the Vistasol staff and Dr Adhami were finally able to get my medical conditions, mainly Diabetes under control.",0,visit doctor clinic view staff finally able medical condition chiefly diabetes control,"['visit', 'visit doctor', 'visit doctor clinic', 'visit doctor clinic view', 'visit doctor clinic view staff', 'visit doctor clinic view staff finally', 'visit doctor clinic view staff finally able', 'visit doctor clinic view staff finally able medical', 'visit doctor clinic view staff finally able medical condition', 'visit doctor clinic view staff finally able medical condition chiefly', 'visit doctor clinic view staff finally able medical condition chiefly diabetes', 'visit doctor clinic view staff finally able medical condition chiefly diabetes control', 'doctor', 'doctor clinic', 'doctor clinic view', 'doctor clinic view staff', 'doctor clinic view staff finally', 'doctor clinic view staff finally able', 'doctor clinic view staff finally able medical', 'doctor clinic view staff finally able medical condition', 'doctor clinic view staff finally able medical condition chiefly', 'doctor clinic view staff finally able medical condition chiefly diabetes', 'doctor clinic view staff finally able medical condition chiefly diabetes control', 'clinic', 'clinic view', 'clinic view staff', 'clinic view staff finally', 'clinic view staff finally able', 'clinic view staff finally able medical', 'clinic view staff finally able medical condition', 'clinic view staff finally able medical condition chiefly', 'clinic view staff finally able medical condition chiefly diabetes', 'clinic view staff finally able medical condition chiefly diabetes control', 'view', 'view staff', 'view staff finally', 'view staff finally able', 'view staff finally able medical', 'view staff finally able medical condition', 'view staff finally able medical condition chiefly', 'view staff finally able medical condition chiefly diabetes', 'view staff finally able medical condition chiefly diabetes control', 'staff', 'staff finally', 'staff finally able', 'staff finally able medical', 'staff finally able medical condition', 'staff finally able medical condition chiefly', 'staff finally able medical condition chiefly diabetes', 'staff finally able medical condition chiefly diabetes control', 'finally', 'finally able', 'finally able medical', 'finally able medical condition', 'finally able medical condition chiefly', 'finally able medical condition chiefly diabetes', 'finally able medical condition chiefly diabetes control', 'able', 'able medical', 'able medical condition', 'able medical condition chiefly', 'able medical condition chiefly diabetes', 'able medical condition chiefly diabetes control', 'medical', 'medical condition', 'medical condition chiefly', 'medical condition chiefly diabetes', 'medical condition chiefly diabetes control', 'condition', 'condition chiefly', 'condition chiefly diabetes', 'condition chiefly diabetes control', 'chiefly', 'chiefly diabetes', 'chiefly diabetes control', 'diabetes', 'diabetes control', 'control']",1,0,0,0.5
72288,I've been a regular at this clinic for over 8 years.,0,ve regular clinic,"['ve', 've regular', 've regular clinic', 'regular', 'regular clinic', 'clinic']",1,0,0,0.5
133793,I got two cavities filled here by Doctor Menon over two months ago and they are still incredibly sensitive to hot and cold.,1,get cavity fill doctor melon incredibly sensitive hot cold,"['get', 'get cavity', 'get cavity fill', 'get cavity fill doctor', 'get cavity fill doctor melon', 'get cavity fill doctor melon incredibly', 'get cavity fill doctor melon incredibly sensitive', 'get cavity fill doctor melon incredibly sensitive hot', 'get cavity fill doctor melon incredibly sensitive hot cold', 'cavity', 'cavity fill', 'cavity fill doctor', 'cavity fill doctor melon', 'cavity fill doctor melon incredibly', 'cavity fill doctor melon incredibly sensitive', 'cavity fill doctor melon incredibly sensitive hot', 'cavity fill doctor melon incredibly sensitive hot cold', 'fill', 'fill doctor', 'fill doctor melon', 'fill doctor melon incredibly', 'fill doctor melon incredibly sensitive', 'fill doctor melon incredibly sensitive hot', 'fill doctor melon incredibly sensitive hot cold', 'doctor', 'doctor melon', 'doctor melon incredibly', 'doctor melon incredibly sensitive', 'doctor melon incredibly sensitive hot', 'doctor melon incredibly sensitive hot cold', 'melon', 'melon incredibly', 'melon incredibly sensitive', 'melon incredibly sensitive hot', 'melon incredibly sensitive hot cold', 'incredibly', 'incredibly sensitive', 'incredibly sensitive hot', 'incredibly sensitive hot cold', 'sensitive', 'sensitive hot', 'sensitive hot cold', 'hot', 'hot cold', 'cold']",0,1,0,0.5
99936,He takes no responsibility of his wrongdoings or what happened at the clinic to her while she was under anestesia.,1,take responsibility wrongdoing happen clinic,"['take', 'take responsibility', 'take responsibility wrongdoing', 'take responsibility wrongdoing happen', 'take responsibility wrongdoing happen clinic', 'responsibility', 'responsibility wrongdoing', 'responsibility wrongdoing happen', 'responsibility wrongdoing happen clinic', 'wrongdoing', 'wrongdoing happen', 'wrongdoing happen clinic', 'happen', 'happen clinic', 'clinic']",1,0,0,0.5
77189,Clinic is always been great.,0,clinic great,"['clinic', 'clinic great', 'great']",1,0,0,0.5
168408,Good luck getting an appointment at this clinic.,1,good fortune get appointment clinic,"['good', 'good fortune', 'good fortune get', 'good fortune get appointment', 'good fortune get appointment clinic', 'fortune', 'fortune get', 'fortune get appointment', 'fortune get appointment clinic', 'get', 'get appointment', 'get appointment clinic', 'appointment', 'appointment clinic', 'clinic']",1,0,0,0.5
126120,"I had a great service at the dentist and, I recommend this clinic most out there.",0,great service dentist recommend clinic,"['great', 'great service', 'great service dentist', 'great service dentist recommend', 'great service dentist recommend clinic', 'service', 'service dentist', 'service dentist recommend', 'service dentist recommend clinic', 'dentist', 'dentist recommend', 'dentist recommend clinic', 'recommend', 'recommend clinic', 'clinic']",1,0,0,0.5
81816,"This clinic owned by Doctor Carl Balog, MD is the best pain management clinic in the Portland/Vancouver area.",0,clinic own doctor md good pain management clinic portlandvancouver area,"['clinic', 'clinic own', 'clinic own doctor', 'clinic own doctor md', 'clinic own doctor md good', 'clinic own doctor md good pain', 'clinic own doctor md good pain management', 'clinic own doctor md good pain management clinic', 'clinic own doctor md good pain management clinic portlandvancouver', 'clinic own doctor md good pain management clinic portlandvancouver area', 'own', 'own doctor', 'own doctor md', 'own doctor md good', 'own doctor md good pain', 'own doctor md good pain management', 'own doctor md good pain management clinic', 'own doctor md good pain management clinic portlandvancouver', 'own doctor md good pain management clinic portlandvancouver area', 'doctor', 'doctor md', 'doctor md good', 'doctor md good pain', 'doctor md good pain management', 'doctor md good pain management clinic', 'doctor md good pain management clinic portlandvancouver', 'doctor md good pain management clinic portlandvancouver area', 'md', 'md good', 'md good pain', 'md good pain management', 'md good pain management clinic', 'md good pain management clinic portlandvancouver', 'md good pain management clinic portlandvancouver area', 'good', 'good pain', 'good pain management', 'good pain management clinic', 'good pain management clinic portlandvancouver', 'good pain management clinic portlandvancouver area', 'pain', 'pain management', 'pain management clinic', 'pain management clinic portlandvancouver', 'pain management clinic portlandvancouver area', 'management', 'management clinic', 'management clinic portlandvancouver', 'management clinic portlandvancouver area', 'clinic', 'clinic portlandvancouver', 'clinic portlandvancouver area', 'portlandvancouver', 'portlandvancouver area', 'area']",1,0,0,0.5
180854,When you first walk in its kind of a cold atmospher.,1,walk kind cold atmosphere,"['walk', 'walk kind', 'walk kind cold', 'walk kind cold atmosphere', 'kind', 'kind cold', 'kind cold atmosphere', 'cold', 'cold atmosphere', 'atmosphere']",0,1,0,0.5
87591,I recommend anyone I of a hair transplant to visit Dr. LeBeau's clinic.,0,recommend hair transplant visit dr lebeaus clinic,"['recommend', 'recommend hair', 'recommend hair transplant', 'recommend hair transplant visit', 'recommend hair transplant visit dr', 'recommend hair transplant visit dr lebeaus', 'recommend hair transplant visit dr lebeaus clinic', 'hair', 'hair transplant', 'hair transplant visit', 'hair transplant visit dr', 'hair transplant visit dr lebeaus', 'hair transplant visit dr lebeaus clinic', 'transplant', 'transplant visit', 'transplant visit dr', 'transplant visit dr lebeaus', 'transplant visit dr lebeaus clinic', 'visit', 'visit dr', 'visit dr lebeaus', 'visit dr lebeaus clinic', 'dr', 'dr lebeaus', 'dr lebeaus clinic', 'lebeaus', 'lebeaus clinic', 'clinic']",1,0,0,0.5
160550,because we were waiting on the clinic to provide us with the documentation that needed signatures in order to proceed.,1,wait clinic provide documentation need signature order proceed,"['wait', 'wait clinic', 'wait clinic provide', 'wait clinic provide documentation', 'wait clinic provide documentation need', 'wait clinic provide documentation need signature', 'wait clinic provide documentation need signature order', 'wait clinic provide documentation need signature order proceed', 'clinic', 'clinic provide', 'clinic provide documentation', 'clinic provide documentation need', 'clinic provide documentation need signature', 'clinic provide documentation need signature order', 'clinic provide documentation need signature order proceed', 'provide', 'provide documentation', 'provide documentation need', 'provide documentation need signature', 'provide documentation need signature order', 'provide documentation need signature order proceed', 'documentation', 'documentation need', 'documentation need signature', 'documentation need signature order', 'documentation need signature order proceed', 'need', 'need signature', 'need signature order', 'need signature order proceed', 'signature', 'signature order', 'signature order proceed', 'order', 'order proceed', 'proceed']",1,0,0,0.5
142497,The customer support staff is so put off by you calling them when you walk in to the clinic they have the worst attitude.,1,customer support staff call walk clinic bad attitude,"['customer', 'customer support', 'customer support staff', 'customer support staff call', 'customer support staff call walk', 'customer support staff call walk clinic', 'customer support staff call walk clinic bad', 'customer support staff call walk clinic bad attitude', 'support', 'support staff', 'support staff call', 'support staff call walk', 'support staff call walk clinic', 'support staff call walk clinic bad', 'support staff call walk clinic bad attitude', 'staff', 'staff call', 'staff call walk', 'staff call walk clinic', 'staff call walk clinic bad', 'staff call walk clinic bad attitude', 'call', 'call walk', 'call walk clinic', 'call walk clinic bad', 'call walk clinic bad attitude', 'walk', 'walk clinic', 'walk clinic bad', 'walk clinic bad attitude', 'clinic', 'clinic bad', 'clinic bad attitude', 'bad', 'bad attitude', 'attitude']",1,0,0,0.5
188481,"Mr. Randall, Mrs. Patricia and the rest of the staff at Heag Pain Management Clinic are great at what they do.",0,mister rest staff head pain management clinic great,"['mister', 'mister rest', 'mister rest staff', 'mister rest staff head', 'mister rest staff head pain', 'mister rest staff head pain management', 'mister rest staff head pain management clinic', 'mister rest staff head pain management clinic great', 'rest', 'rest staff', 'rest staff head', 'rest staff head pain', 'rest staff head pain management', 'rest staff head pain management clinic', 'rest staff head pain management clinic great', 'staff', 'staff head', 'staff head pain', 'staff head pain management', 'staff head pain management clinic', 'staff head pain management clinic great', 'head', 'head pain', 'head pain management', 'head pain management clinic', 'head pain management clinic great', 'pain', 'pain management', 'pain management clinic', 'pain management clinic great', 'management', 'management clinic', 'management clinic great', 'clinic', 'clinic great', 'great']",1,0,0,0.5
180780,"all of the 23 minutes of my wasted visit , only to discover clinics like this still operate.",1,waste visit discover clinic like operate,"['waste', 'waste visit', 'waste visit discover', 'waste visit discover clinic', 'waste visit discover clinic like', 'waste visit discover clinic like operate', 'visit', 'visit discover', 'visit discover clinic', 'visit discover clinic like', 'visit discover clinic like operate', 'discover', 'discover clinic', 'discover clinic like', 'discover clinic like operate', 'clinic', 'clinic like', 'clinic like operate', 'like', 'like operate', 'operate']",1,0,0,0.5
