commentId,comment,classification,comment_processed,word_phrase_list,give,give option,option,option avoid,avoid,extra,extra scar,scar,extra cost,cost,similarity_score
146073,I was so scared about having back surgery that I avoided seeing a doctor for my scoliosis for 16 years.,1,scare have surgery avoid see doctor scoliosis,"['scare', 'scare have', 'scare have surgery', 'scare have surgery avoid', 'scare have surgery avoid see', 'scare have surgery avoid see doctor', 'scare have surgery avoid see doctor scoliosis', 'have', 'have surgery', 'have surgery avoid', 'have surgery avoid see', 'have surgery avoid see doctor', 'have surgery avoid see doctor scoliosis', 'surgery', 'surgery avoid', 'surgery avoid see', 'surgery avoid see doctor', 'surgery avoid see doctor scoliosis', 'avoid', 'avoid see', 'avoid see doctor', 'avoid see doctor scoliosis', 'see', 'see doctor', 'see doctor scoliosis', 'doctor', 'doctor scoliosis', 'scoliosis']",0,0,0,0,1,0,0,0,0,0,0.15625
182033,"So after all, he thinks that he can revise by scar replacing a another scar with an ""anesthesia""",1,think revise scar replace scar,"['think', 'think revise', 'think revise scar', 'think revise scar replace', 'think revise scar replace scar', 'revise', 'revise scar', 'revise scar replace', 'revise scar replace scar', 'scar', 'scar replace', 'scar replace scar', 'replace', 'replace scar', 'scar']",0,0,0,0,0,0,0,1,0,0,0.15625
165341,"The cost is $3,000 for the neck and face and that includes 3 treatments which burn and leave you swollen and red.",1,cost neck face include treatment burn leave swell red,"['cost', 'cost neck', 'cost neck face', 'cost neck face include', 'cost neck face include treatment', 'cost neck face include treatment burn', 'cost neck face include treatment burn leave', 'cost neck face include treatment burn leave swell', 'cost neck face include treatment burn leave swell red', 'neck', 'neck face', 'neck face include', 'neck face include treatment', 'neck face include treatment burn', 'neck face include treatment burn leave', 'neck face include treatment burn leave swell', 'neck face include treatment burn leave swell red', 'face', 'face include', 'face include treatment', 'face include treatment burn', 'face include treatment burn leave', 'face include treatment burn leave swell', 'face include treatment burn leave swell red', 'include', 'include treatment', 'include treatment burn', 'include treatment burn leave', 'include treatment burn leave swell', 'include treatment burn leave swell red', 'treatment', 'treatment burn', 'treatment burn leave', 'treatment burn leave swell', 'treatment burn leave swell red', 'burn', 'burn leave', 'burn leave swell', 'burn leave swell red', 'leave', 'leave swell', 'leave swell red', 'swell', 'swell red', 'red']",0,0,0,0,0,0,0,0,0,1,0.15625
116042,"post-procedure, i did not have to take any pain meds even tho the office gave me a Rx upon my departure.",0,postprocedure pain bed office give departure,"['postprocedure', 'postprocedure pain', 'postprocedure pain bed', 'postprocedure pain bed office', 'postprocedure pain bed office give', 'postprocedure pain bed office give departure', 'pain', 'pain bed', 'pain bed office', 'pain bed office give', 'pain bed office give departure', 'bed', 'bed office', 'bed office give', 'bed office give departure', 'office', 'office give', 'office give departure', 'give', 'give departure', 'departure']",1,0,0,0,0,0,0,0,0,0,0.15625
145399,He is one of a kind and I would recommend him to any and everyone who is interested in learning more about fertility options.,0,kind recommend interest learn fertility option,"['kind', 'kind recommend', 'kind recommend interest', 'kind recommend interest learn', 'kind recommend interest learn fertility', 'kind recommend interest learn fertility option', 'recommend', 'recommend interest', 'recommend interest learn', 'recommend interest learn fertility', 'recommend interest learn fertility option', 'interest', 'interest learn', 'interest learn fertility', 'interest learn fertility option', 'learn', 'learn fertility', 'learn fertility option', 'fertility', 'fertility option', 'option']",0,0,1,0,0,0,0,0,0,0,0.15625
179351,I would avoid Dr. Lee if I could redo this.,1,avoid red,"['avoid', 'avoid red', 'red']",0,0,0,0,1,0,0,0,0,0,0.15625
173574,My husband is a 100 percent service- connected disabled veteran and has been living in pain to avoid having back surgery.,1,husband percentage service connect disabled veteran living pain avoid have surgery,"['husband', 'husband percentage', 'husband percentage service', 'husband percentage service connect', 'husband percentage service connect disabled', 'husband percentage service connect disabled veteran', 'husband percentage service connect disabled veteran living', 'husband percentage service connect disabled veteran living pain', 'husband percentage service connect disabled veteran living pain avoid', 'husband percentage service connect disabled veteran living pain avoid have', 'husband percentage service connect disabled veteran living pain avoid have surgery', 'percentage', 'percentage service', 'percentage service connect', 'percentage service connect disabled', 'percentage service connect disabled veteran', 'percentage service connect disabled veteran living', 'percentage service connect disabled veteran living pain', 'percentage service connect disabled veteran living pain avoid', 'percentage service connect disabled veteran living pain avoid have', 'percentage service connect disabled veteran living pain avoid have surgery', 'service', 'service connect', 'service connect disabled', 'service connect disabled veteran', 'service connect disabled veteran living', 'service connect disabled veteran living pain', 'service connect disabled veteran living pain avoid', 'service connect disabled veteran living pain avoid have', 'service connect disabled veteran living pain avoid have surgery', 'connect', 'connect disabled', 'connect disabled veteran', 'connect disabled veteran living', 'connect disabled veteran living pain', 'connect disabled veteran living pain avoid', 'connect disabled veteran living pain avoid have', 'connect disabled veteran living pain avoid have surgery', 'disabled', 'disabled veteran', 'disabled veteran living', 'disabled veteran living pain', 'disabled veteran living pain avoid', 'disabled veteran living pain avoid have', 'disabled veteran living pain avoid have surgery', 'veteran', 'veteran living', 'veteran living pain', 'veteran living pain avoid', 'veteran living pain avoid have', 'veteran living pain avoid have surgery', 'living', 'living pain', 'living pain avoid', 'living pain avoid have', 'living pain avoid have surgery', 'pain', 'pain avoid', 'pain avoid have', 'pain avoid have surgery', 'avoid', 'avoid have', 'avoid have surgery', 'have', 'have surgery', 'surgery']",0,0,0,0,1,0,0,0,0,0,0.15625
189217,"Additionally, the cleanliness of the area left much to be desired.",1,extra cleanliness area leave desire,"['extra', 'extra cleanliness', 'extra cleanliness area', 'extra cleanliness area leave', 'extra cleanliness area leave desire', 'cleanliness', 'cleanliness area', 'cleanliness area leave', 'cleanliness area leave desire', 'area', 'area leave', 'area leave desire', 'leave', 'leave desire', 'desire']",0,0,0,0,0,1,0,0,0,0,0.3125
163356,so he never gave me unsolicited opinions.,0,give unasked opinion,"['give', 'give unasked', 'give unasked opinion', 'unasked', 'unasked opinion', 'opinion']",1,0,0,0,0,0,0,0,0,0,0.15625
88836,and his staff gave me excellent treatment.,0,staff give excellent treatment,"['staff', 'staff give', 'staff give excellent', 'staff give excellent treatment', 'give', 'give excellent', 'give excellent treatment', 'excellent', 'excellent treatment', 'treatment']",1,0,0,0,0,0,0,0,0,0,0.15625
93960,The area where the stitch popped is now a huge scar that looks like a keloid.,1,area stitch pop huge scar look like keloid,"['area', 'area stitch', 'area stitch pop', 'area stitch pop huge', 'area stitch pop huge scar', 'area stitch pop huge scar look', 'area stitch pop huge scar look like', 'area stitch pop huge scar look like keloid', 'stitch', 'stitch pop', 'stitch pop huge', 'stitch pop huge scar', 'stitch pop huge scar look', 'stitch pop huge scar look like', 'stitch pop huge scar look like keloid', 'pop', 'pop huge', 'pop huge scar', 'pop huge scar look', 'pop huge scar look like', 'pop huge scar look like keloid', 'huge', 'huge scar', 'huge scar look', 'huge scar look like', 'huge scar look like keloid', 'scar', 'scar look', 'scar look like', 'scar look like keloid', 'look', 'look like', 'look like keloid', 'like', 'like keloid', 'keloid']",0,0,0,0,0,0,0,1,0,0,0.15625
152596,I've just given up and gained 30 lbs since then.,1,ve give gain lupus erythematosus,"['ve', 've give', 've give gain', 've give gain lupus', 've give gain lupus erythematosus', 'give', 'give gain', 'give gain lupus', 'give gain lupus erythematosus', 'gain', 'gain lupus', 'gain lupus erythematosus', 'lupus', 'lupus erythematosus', 'erythematosus']",1,0,0,0,0,0,0,0,0,0,0.15625
123870,"He told me the scars would be invisible, which was a total lie.",1,tell scar invisible total lie,"['tell', 'tell scar', 'tell scar invisible', 'tell scar invisible total', 'tell scar invisible total lie', 'scar', 'scar invisible', 'scar invisible total', 'scar invisible total lie', 'invisible', 'invisible total', 'invisible total lie', 'total', 'total lie', 'lie']",0,0,0,0,0,0,0,1,0,0,0.15625
165696,He definitely gives people a positive outlook on body parts that they have had struggled with .,0,decidedly give people positive outlook body part struggle,"['decidedly', 'decidedly give', 'decidedly give people', 'decidedly give people positive', 'decidedly give people positive outlook', 'decidedly give people positive outlook body', 'decidedly give people positive outlook body part', 'decidedly give people positive outlook body part struggle', 'give', 'give people', 'give people positive', 'give people positive outlook', 'give people positive outlook body', 'give people positive outlook body part', 'give people positive outlook body part struggle', 'people', 'people positive', 'people positive outlook', 'people positive outlook body', 'people positive outlook body part', 'people positive outlook body part struggle', 'positive', 'positive outlook', 'positive outlook body', 'positive outlook body part', 'positive outlook body part struggle', 'outlook', 'outlook body', 'outlook body part', 'outlook body part struggle', 'body', 'body part', 'body part struggle', 'part', 'part struggle', 'struggle']",1,0,0,0,0,0,0,0,0,0,0.15625
129300,The huge scar i had is now very paper thin thanks to him.,0,huge scar paper thin thanks,"['huge', 'huge scar', 'huge scar paper', 'huge scar paper thin', 'huge scar paper thin thanks', 'scar', 'scar paper', 'scar paper thin', 'scar paper thin thanks', 'paper', 'paper thin', 'paper thin thanks', 'thin', 'thin thanks', 'thanks']",0,0,0,0,0,0,0,1,0,0,0.15625
93921,There was a member of the Yellowstone surgery center that I was not happy with and I hope the information I gave to Dr Grosso,1,member yellowstone surgery center happy hope information give dr gross,"['member', 'member yellowstone', 'member yellowstone surgery', 'member yellowstone surgery center', 'member yellowstone surgery center happy', 'member yellowstone surgery center happy hope', 'member yellowstone surgery center happy hope information', 'member yellowstone surgery center happy hope information give', 'member yellowstone surgery center happy hope information give dr', 'member yellowstone surgery center happy hope information give dr gross', 'yellowstone', 'yellowstone surgery', 'yellowstone surgery center', 'yellowstone surgery center happy', 'yellowstone surgery center happy hope', 'yellowstone surgery center happy hope information', 'yellowstone surgery center happy hope information give', 'yellowstone surgery center happy hope information give dr', 'yellowstone surgery center happy hope information give dr gross', 'surgery', 'surgery center', 'surgery center happy', 'surgery center happy hope', 'surgery center happy hope information', 'surgery center happy hope information give', 'surgery center happy hope information give dr', 'surgery center happy hope information give dr gross', 'center', 'center happy', 'center happy hope', 'center happy hope information', 'center happy hope information give', 'center happy hope information give dr', 'center happy hope information give dr gross', 'happy', 'happy hope', 'happy hope information', 'happy hope information give', 'happy hope information give dr', 'happy hope information give dr gross', 'hope', 'hope information', 'hope information give', 'hope information give dr', 'hope information give dr gross', 'information', 'information give', 'information give dr', 'information give dr gross', 'give', 'give dr', 'give dr gross', 'dr', 'dr gross', 'gross']",1,0,0,0,0,0,0,0,0,0,0.15625
98973,"He explained things in simple, clear terms and laid out treatment options and follow up options.",0,explain thing simple clear term lay treatment option follow option,"['explain', 'explain thing', 'explain thing simple', 'explain thing simple clear', 'explain thing simple clear term', 'explain thing simple clear term lay', 'explain thing simple clear term lay treatment', 'explain thing simple clear term lay treatment option', 'explain thing simple clear term lay treatment option follow', 'explain thing simple clear term lay treatment option follow option', 'thing', 'thing simple', 'thing simple clear', 'thing simple clear term', 'thing simple clear term lay', 'thing simple clear term lay treatment', 'thing simple clear term lay treatment option', 'thing simple clear term lay treatment option follow', 'thing simple clear term lay treatment option follow option', 'simple', 'simple clear', 'simple clear term', 'simple clear term lay', 'simple clear term lay treatment', 'simple clear term lay treatment option', 'simple clear term lay treatment option follow', 'simple clear term lay treatment option follow option', 'clear', 'clear term', 'clear term lay', 'clear term lay treatment', 'clear term lay treatment option', 'clear term lay treatment option follow', 'clear term lay treatment option follow option', 'term', 'term lay', 'term lay treatment', 'term lay treatment option', 'term lay treatment option follow', 'term lay treatment option follow option', 'lay', 'lay treatment', 'lay treatment option', 'lay treatment option follow', 'lay treatment option follow option', 'treatment', 'treatment option', 'treatment option follow', 'treatment option follow option', 'option', 'option follow', 'option follow option', 'follow', 'follow option', 'option']",0,0,1,0,0,0,0,0,0,0,0.15625
184165,but emotional scars as well.,1,emotional scar,"['emotional', 'emotional scar', 'scar']",0,0,0,0,0,0,0,1,0,0,0.15625
170673,"My scars are very symmetrical, he understood what I was trying to accomplish",0,scar symmetrical understand try accomplish,"['scar', 'scar symmetrical', 'scar symmetrical understand', 'scar symmetrical understand try', 'scar symmetrical understand try accomplish', 'symmetrical', 'symmetrical understand', 'symmetrical understand try', 'symmetrical understand try accomplish', 'understand', 'understand try', 'understand try accomplish', 'try', 'try accomplish', 'accomplish']",0,0,0,0,0,0,0,1,0,0,0.15625
148824,Keri gave me some time to figure things out and confirm if I wanted to pursue.,0,give time figure thing confirm want pursue,"['give', 'give time', 'give time figure', 'give time figure thing', 'give time figure thing confirm', 'give time figure thing confirm want', 'give time figure thing confirm want pursue', 'time', 'time figure', 'time figure thing', 'time figure thing confirm', 'time figure thing confirm want', 'time figure thing confirm want pursue', 'figure', 'figure thing', 'figure thing confirm', 'figure thing confirm want', 'figure thing confirm want pursue', 'thing', 'thing confirm', 'thing confirm want', 'thing confirm want pursue', 'confirm', 'confirm want', 'confirm want pursue', 'want', 'want pursue', 'pursue']",1,0,0,0,0,0,0,0,0,0,0.15625
191432,"and the scarring is minimal (and even so, he's offered complimentary laser treatments to make it even better).",0,scar minimal s offer complimentary laser treatment good,"['scar', 'scar minimal', 'scar minimal s', 'scar minimal s offer', 'scar minimal s offer complimentary', 'scar minimal s offer complimentary laser', 'scar minimal s offer complimentary laser treatment', 'scar minimal s offer complimentary laser treatment good', 'minimal', 'minimal s', 'minimal s offer', 'minimal s offer complimentary', 'minimal s offer complimentary laser', 'minimal s offer complimentary laser treatment', 'minimal s offer complimentary laser treatment good', 's', 's offer', 's offer complimentary', 's offer complimentary laser', 's offer complimentary laser treatment', 's offer complimentary laser treatment good', 'offer', 'offer complimentary', 'offer complimentary laser', 'offer complimentary laser treatment', 'offer complimentary laser treatment good', 'complimentary', 'complimentary laser', 'complimentary laser treatment', 'complimentary laser treatment good', 'laser', 'laser treatment', 'laser treatment good', 'treatment', 'treatment good', 'good']",0,0,0,0,0,0,0,1,0,0,0.15625
95284,and gave me much peace about my procedure.,0,give peace procedure,"['give', 'give peace', 'give peace procedure', 'peace', 'peace procedure', 'procedure']",1,0,0,0,0,0,0,0,0,0,0.15625
151669,"When she was explaining the various treatments and procedures she gave great analogies, lots of info, explained exactly how they work etc.",0,explain treatment procedure give great analogy lot explain precisely work etc,"['explain', 'explain treatment', 'explain treatment procedure', 'explain treatment procedure give', 'explain treatment procedure give great', 'explain treatment procedure give great analogy', 'explain treatment procedure give great analogy lot', 'explain treatment procedure give great analogy lot explain', 'explain treatment procedure give great analogy lot explain precisely', 'explain treatment procedure give great analogy lot explain precisely work', 'explain treatment procedure give great analogy lot explain precisely work etc', 'treatment', 'treatment procedure', 'treatment procedure give', 'treatment procedure give great', 'treatment procedure give great analogy', 'treatment procedure give great analogy lot', 'treatment procedure give great analogy lot explain', 'treatment procedure give great analogy lot explain precisely', 'treatment procedure give great analogy lot explain precisely work', 'treatment procedure give great analogy lot explain precisely work etc', 'procedure', 'procedure give', 'procedure give great', 'procedure give great analogy', 'procedure give great analogy lot', 'procedure give great analogy lot explain', 'procedure give great analogy lot explain precisely', 'procedure give great analogy lot explain precisely work', 'procedure give great analogy lot explain precisely work etc', 'give', 'give great', 'give great analogy', 'give great analogy lot', 'give great analogy lot explain', 'give great analogy lot explain precisely', 'give great analogy lot explain precisely work', 'give great analogy lot explain precisely work etc', 'great', 'great analogy', 'great analogy lot', 'great analogy lot explain', 'great analogy lot explain precisely', 'great analogy lot explain precisely work', 'great analogy lot explain precisely work etc', 'analogy', 'analogy lot', 'analogy lot explain', 'analogy lot explain precisely', 'analogy lot explain precisely work', 'analogy lot explain precisely work etc', 'lot', 'lot explain', 'lot explain precisely', 'lot explain precisely work', 'lot explain precisely work etc', 'explain', 'explain precisely', 'explain precisely work', 'explain precisely work etc', 'precisely', 'precisely work', 'precisely work etc', 'work', 'work etc', 'etc']",1,0,0,0,0,0,0,0,0,0,0.15625
152431,and we decided on some filler to smooth out the scarring and it worked amazingly!,0,decide filler smooth scar work amazingly,"['decide', 'decide filler', 'decide filler smooth', 'decide filler smooth scar', 'decide filler smooth scar work', 'decide filler smooth scar work amazingly', 'filler', 'filler smooth', 'filler smooth scar', 'filler smooth scar work', 'filler smooth scar work amazingly', 'smooth', 'smooth scar', 'smooth scar work', 'smooth scar work amazingly', 'scar', 'scar work', 'scar work amazingly', 'work', 'work amazingly', 'amazingly']",0,0,0,0,0,0,0,1,0,0,0.15625
109989,"I am always given time to get all my questions answered, and I feel reassured I am making the right choices.",0,give time question answer feel reassure make right choice,"['give', 'give time', 'give time question', 'give time question answer', 'give time question answer feel', 'give time question answer feel reassure', 'give time question answer feel reassure make', 'give time question answer feel reassure make right', 'give time question answer feel reassure make right choice', 'time', 'time question', 'time question answer', 'time question answer feel', 'time question answer feel reassure', 'time question answer feel reassure make', 'time question answer feel reassure make right', 'time question answer feel reassure make right choice', 'question', 'question answer', 'question answer feel', 'question answer feel reassure', 'question answer feel reassure make', 'question answer feel reassure make right', 'question answer feel reassure make right choice', 'answer', 'answer feel', 'answer feel reassure', 'answer feel reassure make', 'answer feel reassure make right', 'answer feel reassure make right choice', 'feel', 'feel reassure', 'feel reassure make', 'feel reassure make right', 'feel reassure make right choice', 'reassure', 'reassure make', 'reassure make right', 'reassure make right choice', 'make', 'make right', 'make right choice', 'right', 'right choice', 'choice']",1,0,0,0,0,0,0,0,0,0,0.15625
160020,From the beginning I was given inconsistent information about everything.,1,begin give inconsistent information,"['begin', 'begin give', 'begin give inconsistent', 'begin give inconsistent information', 'give', 'give inconsistent', 'give inconsistent information', 'inconsistent', 'inconsistent information', 'information']",1,0,0,0,0,0,0,0,0,0,0.15625
176137,He also gave me his phone number after each procedure in case you need to contact him.,0,give phone number procedure case need contact,"['give', 'give phone', 'give phone number', 'give phone number procedure', 'give phone number procedure case', 'give phone number procedure case need', 'give phone number procedure case need contact', 'phone', 'phone number', 'phone number procedure', 'phone number procedure case', 'phone number procedure case need', 'phone number procedure case need contact', 'number', 'number procedure', 'number procedure case', 'number procedure case need', 'number procedure case need contact', 'procedure', 'procedure case', 'procedure case need', 'procedure case need contact', 'case', 'case need', 'case need contact', 'need', 'need contact', 'contact']",1,0,0,0,0,0,0,0,0,0,0.15625
144265,I would like that Woman Center would have contacted me letting me know my Dr options after Dr Hardy left.,1,like woman center contract let know dr option leave,"['like', 'like woman', 'like woman center', 'like woman center contract', 'like woman center contract let', 'like woman center contract let know', 'like woman center contract let know dr', 'like woman center contract let know dr option', 'like woman center contract let know dr option leave', 'woman', 'woman center', 'woman center contract', 'woman center contract let', 'woman center contract let know', 'woman center contract let know dr', 'woman center contract let know dr option', 'woman center contract let know dr option leave', 'center', 'center contract', 'center contract let', 'center contract let know', 'center contract let know dr', 'center contract let know dr option', 'center contract let know dr option leave', 'contract', 'contract let', 'contract let know', 'contract let know dr', 'contract let know dr option', 'contract let know dr option leave', 'let', 'let know', 'let know dr', 'let know dr option', 'let know dr option leave', 'know', 'know dr', 'know dr option', 'know dr option leave', 'dr', 'dr option', 'dr option leave', 'option', 'option leave', 'leave']",0,0,1,0,0,0,0,0,0,0,0.15625
122885,He doesn?t do unnecessary work and gives sincere attention everytime I see him.,0,unnecessary work give sincere attention everytime,"['unnecessary', 'unnecessary work', 'unnecessary work give', 'unnecessary work give sincere', 'unnecessary work give sincere attention', 'unnecessary work give sincere attention everytime', 'work', 'work give', 'work give sincere', 'work give sincere attention', 'work give sincere attention everytime', 'give', 'give sincere', 'give sincere attention', 'give sincere attention everytime', 'sincere', 'sincere attention', 'sincere attention everytime', 'attention', 'attention everytime', 'everytime']",1,0,0,0,0,0,0,0,0,0,0.15625
169992,"but even if having the revision is the right option for you, it's totally worth it,",0,have revision right option wholly worth,"['have', 'have revision', 'have revision right', 'have revision right option', 'have revision right option wholly', 'have revision right option wholly worth', 'revision', 'revision right', 'revision right option', 'revision right option wholly', 'revision right option wholly worth', 'right', 'right option', 'right option wholly', 'right option wholly worth', 'option', 'option wholly', 'option wholly worth', 'wholly', 'wholly worth', 'worth']",0,0,1,0,0,0,0,0,0,0,0.15625
108199,Dr. Fuchs has a conservative approach and didn't make me feel like surgery was my only option.,0,dr conservative approach feel like surgery option,"['dr', 'dr conservative', 'dr conservative approach', 'dr conservative approach feel', 'dr conservative approach feel like', 'dr conservative approach feel like surgery', 'dr conservative approach feel like surgery option', 'conservative', 'conservative approach', 'conservative approach feel', 'conservative approach feel like', 'conservative approach feel like surgery', 'conservative approach feel like surgery option', 'approach', 'approach feel', 'approach feel like', 'approach feel like surgery', 'approach feel like surgery option', 'feel', 'feel like', 'feel like surgery', 'feel like surgery option', 'like', 'like surgery', 'like surgery option', 'surgery', 'surgery option', 'option']",0,0,1,0,0,0,0,0,0,0,0.15625
144768,and lower lip Surgical excision and/or steroid injections are not an option as I don??t want to risk further disfigurement.,1,low lip surgical excision ardor osteoid injection option want risk disfigurement,"['low', 'low lip', 'low lip surgical', 'low lip surgical excision', 'low lip surgical excision ardor', 'low lip surgical excision ardor osteoid', 'low lip surgical excision ardor osteoid injection', 'low lip surgical excision ardor osteoid injection option', 'low lip surgical excision ardor osteoid injection option want', 'low lip surgical excision ardor osteoid injection option want risk', 'low lip surgical excision ardor osteoid injection option want risk disfigurement', 'lip', 'lip surgical', 'lip surgical excision', 'lip surgical excision ardor', 'lip surgical excision ardor osteoid', 'lip surgical excision ardor osteoid injection', 'lip surgical excision ardor osteoid injection option', 'lip surgical excision ardor osteoid injection option want', 'lip surgical excision ardor osteoid injection option want risk', 'lip surgical excision ardor osteoid injection option want risk disfigurement', 'surgical', 'surgical excision', 'surgical excision ardor', 'surgical excision ardor osteoid', 'surgical excision ardor osteoid injection', 'surgical excision ardor osteoid injection option', 'surgical excision ardor osteoid injection option want', 'surgical excision ardor osteoid injection option want risk', 'surgical excision ardor osteoid injection option want risk disfigurement', 'excision', 'excision ardor', 'excision ardor osteoid', 'excision ardor osteoid injection', 'excision ardor osteoid injection option', 'excision ardor osteoid injection option want', 'excision ardor osteoid injection option want risk', 'excision ardor osteoid injection option want risk disfigurement', 'ardor', 'ardor osteoid', 'ardor osteoid injection', 'ardor osteoid injection option', 'ardor osteoid injection option want', 'ardor osteoid injection option want risk', 'ardor osteoid injection option want risk disfigurement', 'osteoid', 'osteoid injection', 'osteoid injection option', 'osteoid injection option want', 'osteoid injection option want risk', 'osteoid injection option want risk disfigurement', 'injection', 'injection option', 'injection option want', 'injection option want risk', 'injection option want risk disfigurement', 'option', 'option want', 'option want risk', 'option want risk disfigurement', 'want', 'want risk', 'want risk disfigurement', 'risk', 'risk disfigurement', 'disfigurement']",0,0,1,0,0,0,0,0,0,0,0.15625
115893,Dr. S gave us his personal number,0,give personal number,"['give', 'give personal', 'give personal number', 'personal', 'personal number', 'number']",1,0,0,0,0,0,0,0,0,0,0.15625
185198,About an hour later they called me to see about my missed appointment after I explained they gave me an appointment for 2days later.,1,call miss appointment explain give appointment,"['call', 'call miss', 'call miss appointment', 'call miss appointment explain', 'call miss appointment explain give', 'call miss appointment explain give appointment', 'miss', 'miss appointment', 'miss appointment explain', 'miss appointment explain give', 'miss appointment explain give appointment', 'appointment', 'appointment explain', 'appointment explain give', 'appointment explain give appointment', 'explain', 'explain give', 'explain give appointment', 'give', 'give appointment', 'appointment']",1,0,0,0,0,0,0,0,0,0,0.15625
149066,All I've been given false hope getting help.,1,ve give false hope get help,"['ve', 've give', 've give false', 've give false hope', 've give false hope get', 've give false hope get help', 'give', 'give false', 'give false hope', 'give false hope get', 'give false hope get help', 'false', 'false hope', 'false hope get', 'false hope get help', 'hope', 'hope get', 'hope get help', 'get', 'get help', 'help']",1,0,0,0,0,0,0,0,0,0,0.15625
85742,"I was not opposing to the implant, I was shocked about the additional $1400.",1,oppose plant shock extra,"['oppose', 'oppose plant', 'oppose plant shock', 'oppose plant shock extra', 'plant', 'plant shock', 'plant shock extra', 'shock', 'shock extra', 'extra']",0,0,0,0,0,1,0,0,0,0,0.3125
64978,She makes you feel at ease when she's talking about different things and she does recommend different options.,0,make feel ease s talk different thing recommend different option,"['make', 'make feel', 'make feel ease', 'make feel ease s', 'make feel ease s talk', 'make feel ease s talk different', 'make feel ease s talk different thing', 'make feel ease s talk different thing recommend', 'make feel ease s talk different thing recommend different', 'make feel ease s talk different thing recommend different option', 'feel', 'feel ease', 'feel ease s', 'feel ease s talk', 'feel ease s talk different', 'feel ease s talk different thing', 'feel ease s talk different thing recommend', 'feel ease s talk different thing recommend different', 'feel ease s talk different thing recommend different option', 'ease', 'ease s', 'ease s talk', 'ease s talk different', 'ease s talk different thing', 'ease s talk different thing recommend', 'ease s talk different thing recommend different', 'ease s talk different thing recommend different option', 's', 's talk', 's talk different', 's talk different thing', 's talk different thing recommend', 's talk different thing recommend different', 's talk different thing recommend different option', 'talk', 'talk different', 'talk different thing', 'talk different thing recommend', 'talk different thing recommend different', 'talk different thing recommend different option', 'different', 'different thing', 'different thing recommend', 'different thing recommend different', 'different thing recommend different option', 'thing', 'thing recommend', 'thing recommend different', 'thing recommend different option', 'recommend', 'recommend different', 'recommend different option', 'different', 'different option', 'option']",0,0,1,0,0,0,0,0,0,0,0.15625
169466,also a disaster because of the end results of being very unattractive due to the bad scarring and deep dimpled sections of the scar.,1,disaster end result unattractive bad scar deep dimple section scar,"['disaster', 'disaster end', 'disaster end result', 'disaster end result unattractive', 'disaster end result unattractive bad', 'disaster end result unattractive bad scar', 'disaster end result unattractive bad scar deep', 'disaster end result unattractive bad scar deep dimple', 'disaster end result unattractive bad scar deep dimple section', 'disaster end result unattractive bad scar deep dimple section scar', 'end', 'end result', 'end result unattractive', 'end result unattractive bad', 'end result unattractive bad scar', 'end result unattractive bad scar deep', 'end result unattractive bad scar deep dimple', 'end result unattractive bad scar deep dimple section', 'end result unattractive bad scar deep dimple section scar', 'result', 'result unattractive', 'result unattractive bad', 'result unattractive bad scar', 'result unattractive bad scar deep', 'result unattractive bad scar deep dimple', 'result unattractive bad scar deep dimple section', 'result unattractive bad scar deep dimple section scar', 'unattractive', 'unattractive bad', 'unattractive bad scar', 'unattractive bad scar deep', 'unattractive bad scar deep dimple', 'unattractive bad scar deep dimple section', 'unattractive bad scar deep dimple section scar', 'bad', 'bad scar', 'bad scar deep', 'bad scar deep dimple', 'bad scar deep dimple section', 'bad scar deep dimple section scar', 'scar', 'scar deep', 'scar deep dimple', 'scar deep dimple section', 'scar deep dimple section scar', 'deep', 'deep dimple', 'deep dimple section', 'deep dimple section scar', 'dimple', 'dimple section', 'dimple section scar', 'section', 'section scar', 'scar']",0,0,0,0,0,0,0,1,0,0,0.15625
90534,"As I sat down with him first appointment, he gave me choices that I could do either augmentation only or lift",0,sit appointment give choice pigmentation lift,"['sit', 'sit appointment', 'sit appointment give', 'sit appointment give choice', 'sit appointment give choice pigmentation', 'sit appointment give choice pigmentation lift', 'appointment', 'appointment give', 'appointment give choice', 'appointment give choice pigmentation', 'appointment give choice pigmentation lift', 'give', 'give choice', 'give choice pigmentation', 'give choice pigmentation lift', 'choice', 'choice pigmentation', 'choice pigmentation lift', 'pigmentation', 'pigmentation lift', 'lift']",1,0,0,0,0,0,0,0,0,0,0.15625
143018,"and had to get another crown to replace it, which is still giving her trouble.",1,crown replace give trouble,"['crown', 'crown replace', 'crown replace give', 'crown replace give trouble', 'replace', 'replace give', 'replace give trouble', 'give', 'give trouble', 'trouble']",1,0,0,0,0,0,0,0,0,0,0.15625
